Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,PHI 11,7,14,Jordan Howard left end for 5 yards (tackle by Leighton Vander Esch),-0.710,-0.720
2,14:16,3,4,PHI 16,7,14,Miles Sanders right guard for 3 yards (tackle by Jeff Heath),-0.720,-2.140
2,13:40,4,1,PHI 19,7,14,"Cameron Johnston punts 52 yards, fair catch by Tavon Austin at DAL-29",-2.140,-0.870
2,13:32,1,10,DAL 29,7,14,Ezekiel Elliott right end for 11 yards (tackle by Kamu Grugier-Hill),0.870,1.600
2,13:02,1,10,DAL 40,7,14,Dak Prescott pass complete short left to Michael Gallup for 8 yards (tackle by Rasul Douglas),1.600,2.130
2,12:28,2,2,DAL 48,7,14,Ezekiel Elliott left tackle for 1 yard (tackle by Akeem Spence and Nathan Gerry),2.130,1.550
2,11:51,3,1,DAL 49,7,14,Dak Prescott up the middle for no gain (tackle by Nathan Gerry and Daeshon Hall),1.550,-0.130
2,11:15,4,1,DAL 49,7,14,Dak Prescott pass complete short right to Ezekiel Elliott for 9 yards (tackle by T.J. Edwards). Penalty on Malcolm Jenkins: Defensive Holding (Declined),-0.130,2.790
2,10:56,1,10,PHI 42,7,14,Tony Pollard right tackle for 11 yards (tackle by Rodney McLeod and Rasul Douglas),2.790,3.510
2,10:13,1,10,PHI 31,7,14,Dak Prescott right end for 7 yards (tackle by Kamu Grugier-Hill),3.510,3.910
2,9:30,2,3,PHI 24,7,14,"Dak Prescott pass complete deep right to Amari Cooper for 24 yards. Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",3.910,2.560
2,9:24,2,13,PHI 34,7,14,Dak Prescott pass complete short right to Amari Cooper for 9 yards (tackle by Jalen Mills),2.560,3.070
2,8:46,3,4,PHI 25,7,14,Dak Prescott pass complete short right to Jason Witten for 8 yards (tackle by Jalen Mills),3.070,4.440
2,8:14,1,10,PHI 17,7,14,Ezekiel Elliott left tackle for 1 yard (tackle by Nathan Gerry),4.440,4.000
2,7:27,2,9,PHI 16,7,14,Dak Prescott pass complete short middle to Randall Cobb for 15 yards (tackle by Orlando Scandrick),4.000,6.970
2,6:45,1,1,PHI 1,7,20,"Dak Prescott pass complete short right to Blake Jarwin for 1 yard, touchdown",6.970,7.000
2,6:40,,,PHI 15,7,21,Brett Maher kicks extra point good,0.000,0.000
2,6:40,,,DAL 35,7,21,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,6:40,1,10,PHI 25,7,21,Carson Wentz left end for 5 yards (tackle by Jaylon Smith),0.610,0.740
2,5:46,2,5,PHI 30,7,21,Miles Sanders left tackle for 1 yard (tackle by Maliek Collins),0.740,0.170
2,5:03,3,4,PHI 31,7,21,Carson Wentz pass complete short left to Dallas Goedert for 12 yards (tackle by Jeff Heath and Leighton Vander Esch),0.170,1.800
2,4:22,1,10,PHI 43,7,21,Miles Sanders left tackle for 3 yards (tackle by Robert Quinn and DeMarcus Lawrence),1.800,1.660
2,3:41,2,7,PHI 46,7,21,Carson Wentz pass incomplete deep right,1.660,0.960
2,3:34,3,7,PHI 46,7,21,Carson Wentz sacked by Jourdan Lewis for -8 yards,0.960,-0.850
2,2:59,4,15,PHI 38,7,21,"Cameron Johnston punts 48 yards, returned by Randall Cobb for 6 yards (tackle by Craig James and Alex Singleton)",-0.850,-0.280
2,2:47,1,10,DAL 20,7,21,Ezekiel Elliott left guard for 1 yard (tackle by Daeshon Hall),0.280,-0.130
2,2:15,2,9,DAL 21,7,21,Dak Prescott pass incomplete short right intended for Randall Cobb,-0.130,-0.820
2,2:10,3,9,DAL 21,7,21,"Dak Prescott pass incomplete short right intended for Randall Cobb. Penalty on Malcolm Jenkins: Illegal Use of Hands, 5 yards (no play)",-0.820,0.670
2,2:05,1,10,DAL 26,7,21,Dak Prescott pass complete deep left to Amari Cooper for 44 yards (tackle by Rodney McLeod),0.670,3.580
2,1:57,1,10,PHI 30,7,21,Ezekiel Elliott right end for 16 yards (tackle by Malcolm Jenkins),3.580,4.650
2,1:49,,,,,,Timeout #1 by Philadelphia Eagles,,
2,1:49,1,10,PHI 14,7,21,Ezekiel Elliott right end for 2 yards (tackle by Nathan Gerry),4.650,4.330
2,1:42,2,8,PHI 12,7,21,Dak Prescott pass incomplete short right intended for Michael Gallup,4.330,3.430
2,1:39,3,8,PHI 12,7,21,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Andrew Sendejo),3.430,2.980
2,1:34,4,4,PHI 8,7,24,Brett Maher 26 yard field goal good,2.980,3.000
2,1:31,,,DAL 35,7,24,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
2,1:31,1,10,PHI 25,7,24,Carson Wentz sacked by Robert Quinn for -8 yards,0.610,-1.150
2,0:47,2,18,PHI 17,7,24,Carson Wentz pass incomplete short middle intended for Zach Ertz (defended by Robert Quinn),-1.150,-1.930
2,0:43,3,18,PHI 17,7,24,Miles Sanders right end for 7 yards (tackle by Chidobe Awuzie and Jaylon Smith),-1.930,-1.770
2,0:34,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:33,4,11,PHI 24,7,24,"Cameron Johnston punts 52 yards, returned by Tavon Austin for 6 yards (tackle by Craig James)",-1.770,-0.940
2,0:22,1,10,DAL 30,,,,0.940,1.470
2,0:17,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:17,2,2,DAL 38,7,24,Dak Prescott pass complete short right to Jason Witten for 7 yards,1.470,1.930
2,0:12,1,10,DAL 45,7,24,Dak Prescott pass complete short right to Jason Witten for 10 yards,1.930,2.590
2,0:09,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:09,1,10,PHI 45,7,24,Dak Prescott pass incomplete short right,2.590,2.040
2,0:04,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:04,2,10,PHI 45,7,27,Brett Maher 63 yard field goal good,2.040,3.000
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,7,27,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,DAL 25,7,27,Tony Pollard left end for no gain (tackle by Kamu Grugier-Hill and Rasul Douglas),0.610,0.060
3,14:22,2,10,DAL 25,7,27,Dak Prescott pass complete short right to Ezekiel Elliott for 4 yards (tackle by Nathan Gerry),0.060,-0.100
3,13:41,3,6,DAL 29,7,27,Dak Prescott pass complete short left to Amari Cooper for 13 yards. Penalty on Rasul Douglas: Defensive Pass Interference (Declined),-0.100,1.730
3,13:14,1,10,DAL 42,7,27,Dak Prescott sacked by Hassan Ridgeway for -9 yards,1.730,-0.030
3,12:32,2,19,DAL 33,7,27,"Dak Prescott sacked by Fletcher Cox for -11 yards. Dak Prescott fumbles (forced by Fletcher Cox), recovered by Travis Frederick at DAL-22",-0.030,-2.140
3,11:48,3,30,DAL 22,7,27,Dak Prescott pass complete short right to Ezekiel Elliott for 7 yards (tackle by Orlando Scandrick),-2.140,-1.440
3,11:04,4,23,DAL 29,7,27,"Chris Jones punts 54 yards, returned by Boston Scott for 8 yards (tackle by Jeff Heath). Penalty on Rudy Ford: Illegal Block Above the Waist, 10 yards",-1.440,0.220
3,10:50,1,10,PHI 15,7,27,Jordan Howard left guard for 6 yards (tackle by Sean Lee),-0.220,0.210
3,10:11,2,4,PHI 21,7,27,Jordan Howard up the middle for no gain (tackle by Kerry Hyder and Maliek Collins),0.210,-0.630
3,9:32,3,4,PHI 21,7,27,Carson Wentz pass complete short right to Alshon Jeffery for 8 yards,-0.630,0.870
3,9:23,1,10,PHI 29,7,27,"Penalty on Miles Sanders: False Start, 5 yards (no play)",0.870,0.540
3,9:06,1,15,PHI 24,7,27,Carson Wentz right tackle for 6 yards (tackle by Jaylon Smith),0.540,0.460
3,8:23,2,9,PHI 30,7,27,Carson Wentz pass complete deep left to Nelson Agholor for 18 yards (tackle by Sean Lee),0.460,2.130
3,7:37,1,10,PHI 48,7,27,Miles Sanders right end for 1 yard (tackle by Chidobe Awuzie and Jaylon Smith),2.130,1.720
3,7:05,2,9,PHI 49,7,27,Carson Wentz pass complete short left to Jordan Howard for 9 yards (tackle by Jourdan Lewis),1.720,2.790
3,6:29,1,10,DAL 42,7,27,Carson Wentz pass complete deep right to Alshon Jeffery for 30 yards (tackle by Xavier Woods),2.790,4.780
3,6:00,1,10,DAL 12,7,27,Carson Wentz pass incomplete short right intended for Zach Ertz (defended by Jaylon Smith),4.780,4.100
3,5:52,2,10,DAL 12,7,27,Jordan Howard up the middle for 3 yards (tackle by Joe Thomas),4.100,3.700
3,5:15,,,,,,Timeout #1 by Dallas Cowboys,,
3,5:15,3,7,DAL 9,7,27,"Carson Wentz pass complete short middle to Zach Ertz for 6 yards (tackle by Jaylon Smith and Sean Lee). Penalty on Lane Johnson: Illegal Use of Hands, 10 yards (no play)",3.700,2.610
3,5:07,3,17,DAL 19,7,27,Carson Wentz pass incomplete deep middle intended for Alshon Jeffery,2.610,2.180
3,5:02,4,17,DAL 19,10,27,Jake Elliott 38 yard field goal good,2.180,3.000
3,4:59,,,PHI 35,10,27,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,4:59,1,10,DAL 25,10,27,Ezekiel Elliott right tackle for 8 yards (tackle by Jalen Mills and Rodney McLeod),0.610,1.140
3,4:24,2,2,DAL 33,10,27,Ezekiel Elliott left tackle for 7 yards (tackle by T.J. Edwards),1.140,1.600
3,3:45,1,10,DAL 40,10,27,"Ezekiel Elliott up the middle for 8 yards (tackle by Vinny Curry). Penalty on Tyron Smith: Offensive Holding, 10 yards (no play)",1.600,0.940
3,3:26,1,20,DAL 30,10,27,Dak Prescott pass complete short right to Michael Gallup for 12 yards (tackle by Jalen Mills),0.940,1.320
3,2:53,2,8,DAL 42,10,27,Tony Pollard right end for -4 yards (tackle by Nathan Gerry and Rasul Douglas),1.320,0.100
3,2:15,3,12,DAL 38,10,27,Dak Prescott pass complete short right to Michael Gallup for 14 yards (tackle by Nathan Gerry),0.100,2.390
3,1:32,1,10,PHI 48,10,27,"Penalty on Connor Williams: False Start, 5 yards (no play)",2.390,2.060
3,1:16,1,15,DAL 47,10,27,"Tony Pollard left tackle for 6 yards (tackle by Rodney McLeod). Penalty on Dalton Schultz: Offensive Holding, 10 yards",2.060,1.800
3,0:57,1,19,DAL 43,10,27,Tony Pollard right tackle for 6 yards (tackle by Nathan Gerry),1.800,1.440
3,0:18,2,13,DAL 49,10,27,Dak Prescott right end for 7 yards (tackle by Malcolm Jenkins),1.440,1.690
Quarter,Time,Down,ToGo,Location,PHI,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,PHI 44,10,27,Dak Prescott pass complete deep right to Amari Cooper for 28 yards (tackle by Jalen Mills),1.690,4.510
4,14:18,,,,,,Timeout #2 by Dallas Cowboys,,
4,14:18,1,10,PHI 16,10,27,Ezekiel Elliott up the middle for 3 yards (tackle by Derek Barnett and Jalen Mills),4.510,4.390
4,13:44,2,7,PHI 13,10,27,Ezekiel Elliott up the middle for 4 yards (tackle by Brandon Graham),4.390,4.390
4,13:00,3,3,PHI 9,10,27,Ezekiel Elliott right tackle for -2 yards (tackle by Brandon Graham and Rodney McLeod). Penalty on Jason Witten: Offensive Holding (Declined),4.390,2.750
4,12:40,4,5,PHI 11,10,30,Brett Maher 29 yard field goal good,2.750,3.000
4,12:36,,,DAL 35,10,30,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,12:36,1,10,PHI 25,10,30,Carson Wentz pass complete short middle to Zach Ertz for 14 yards (tackle by Jeff Heath),0.610,1.530
4,12:07,1,10,PHI 39,10,30,Carson Wentz pass incomplete deep left intended for Zach Ertz (defended by Byron Jones),1.530,0.990
4,11:59,2,10,PHI 39,10,30,Carson Wentz pass short middle intended for Alshon Jeffery is intercepted by Xavier Woods at PHI-48 and returned for 9 yards,0.990,-2.980
4,11:50,1,10,PHI 39,10,30,Ezekiel Elliott left guard for 2 yards (tackle by Malcolm Jenkins),2.980,2.710
4,11:16,2,8,PHI 37,10,30,Dak Prescott pass deep left intended for Tavon Austin is intercepted by Jalen Mills at PHI-0 and returned for no gain,2.710,-0.280
4,11:07,1,10,PHI 20,10,30,Carson Wentz pass incomplete deep left intended for Nelson Agholor,0.280,-0.270
4,10:59,2,10,PHI 20,10,30,"Carson Wentz aborted snap, recovered by Kerry Hyder at PHI-16 (tackle by Isaac Seumalo)",-0.270,-4.510
4,10:54,1,10,PHI 16,10,30,Ezekiel Elliott up the middle for 2 yards (tackle by Craig James),4.510,4.210
4,10:19,2,8,PHI 14,10,30,Ezekiel Elliott up the middle for 6 yards (tackle by Akeem Spence),4.210,4.620
4,9:40,3,2,PHI 8,10,36,"Dak Prescott right end for 8 yards, touchdown",4.620,7.000
4,9:33,,,PHI 15,10,37,Brett Maher kicks extra point good,0.000,0.000
4,9:33,,,DAL 35,10,37,"Brett Maher kicks off 65 yards, touchback.",0.000,0.610
4,9:33,1,10,PHI 25,10,37,Carson Wentz pass complete short right to Dallas Goedert for 21 yards (tackle by Chidobe Awuzie),0.610,1.990
4,9:00,1,10,PHI 46,10,37,Carson Wentz pass complete short right to Miles Sanders for 5 yards (tackle by Sean Lee),1.990,2.130
4,8:21,2,5,DAL 49,10,37,Carson Wentz pass complete short left to Zach Ertz for 24 yards (tackle by Jeff Heath),2.130,3.910
4,7:56,1,10,DAL 25,10,37,Carson Wentz pass complete short left to Miles Sanders for 5 yards (tackle by Sean Lee),3.910,4.040
4,7:30,2,5,DAL 20,10,37,Carson Wentz pass complete short left to Miles Sanders for 1 yard (tackle by Sean Lee),4.040,3.490
4,6:56,3,4,DAL 19,10,37,Carson Wentz pass incomplete deep middle intended for Zach Ertz,3.490,2.260
4,6:52,4,4,DAL 19,10,37,Carson Wentz pass incomplete short middle intended for Mack Hollins (defended by Sean Lee),2.260,-0.150
4,6:47,1,10,DAL 19,10,37,Ezekiel Elliott left tackle for 16 yards (tackle by Rasul Douglas),0.150,1.270
4,6:01,1,10,DAL 35,10,37,Tony Pollard right guard for 4 yards (tackle by Vinny Curry),1.270,1.260
4,5:19,2,6,DAL 39,10,37,Tony Pollard left tackle for 1 yard (tackle by Josh Sweat and Vinny Curry),1.260,0.700
4,4:34,3,5,DAL 40,10,37,Tony Pollard right guard for 4 yards (tackle by Josh Sweat),0.700,-0.460
4,3:51,4,1,DAL 44,10,37,"Chris Jones punts 42 yards, fair catch by Boston Scott at PHI-14",-0.460,0.280
4,3:44,1,10,PHI 14,10,37,Boston Scott right guard for 9 yards (tackle by Jourdan Lewis),-0.280,0.550
4,3:16,2,1,PHI 23,10,37,Boston Scott left tackle for 3 yards (tackle by Jaylon Smith),0.550,0.670
4,2:44,1,10,PHI 26,10,37,Boston Scott left end for 4 yards (tackle by Darian Thompson),0.670,0.670
4,2:37,2,6,PHI 30,10,37,Boston Scott right tackle for -1 yards (tackle by Darian Thompson),0.670,-0.160
4,2:03,3,7,PHI 29,10,37,Carson Wentz pass complete short right to Boston Scott for 5 yards (tackle by Joe Thomas),-0.160,-1.110
4,1:57,4,2,PHI 34,10,37,"Boston Scott left tackle for 14 yards (tackle by Byron Jones and Darian Thompson). Boston Scott fumbles (forced by Byron Jones), recovered by Boston Scott at PHI-48",-1.110,2.130
4,1:17,1,10,PHI 48,10,37,Boston Scott right end for 1 yard (tackle by Jourdan Lewis),2.130,1.720
4,0:36,2,9,PHI 49,10,37,Boston Scott up the middle for 2 yards (tackle by Joe Jackson),1.720,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
