Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
2,15:00,3,2,MIA 49,7,3,John Beck pass incomplete short right intended for Ted Ginn Jr.,1.490,-0.130
2,14:57,4,2,MIA 49,7,3,"Brandon Fields punts 51 yards, touchback",-0.130,-0.280
2,14:47,1,10,NYJ 20,7,3,Thomas Jones right tackle for 2 yards (tackle by Jason Taylor),0.280,0.000
2,14:12,2,8,NYJ 22,7,3,Kellen Clemens pass incomplete short right intended for Justin McCareins,0.000,-0.690
2,14:07,3,8,NYJ 22,7,3,Kellen Clemens pass incomplete deep middle intended for Brad Smith is intercepted by Joey Porter at NYJ-38 and returned for 5 yards (tackle by Brad Smith),-0.690,-3.380
2,13:55,1,10,NYJ 33,7,3,Jesse Chatman up the middle for 5 yards (tackle by Victor Hobson),3.380,3.510
2,13:19,2,5,NYJ 28,7,3,Jesse Chatman right tackle for 3 yards (tackle by David Harris),3.510,3.200
2,12:39,3,2,NYJ 25,7,3,Jesse Chatman right tackle for -1 yards (tackle by Kerry Rhodes),3.200,1.840
2,12:02,4,3,NYJ 26,7,6,Jay Feely 44 yard field goal good,1.840,3.000
2,,,,MIA 30,7,6,"Jay Feely kicks off 64 yards, returned by Leon Washington for 27 yards (tackle by Jason Allen)",0.000,1.140
2,11:50,1,10,NYJ 33,7,6,Kellen Clemens pass complete deep right to Justin McCareins for 51 yards (tackle by Will Allen),1.140,4.510
2,11:08,1,10,MIA 16,7,6,Thomas Jones right tackle for 3 yards (tackle by Derrick Pope),4.510,4.390
2,10:39,2,7,MIA 13,7,6,Brad Smith left end for 3 yards (tackle by Andre' Goodman and Lance Schulters),4.390,4.170
2,10:16,3,4,MIA 10,7,6,Kellen Clemens pass incomplete short middle intended for Chris Baker,4.170,2.840
2,10:11,4,4,MIA 10,10,6,Mike Nugent 29 yard field goal good,2.840,3.000
2,,,,NYJ 30,10,6,"Mike Nugent kicks off 71 yards, returned by Ted Ginn Jr. for 23 yards (tackle by Jason Trusnik)",0.000,0.410
2,10:00,1,10,MIA 22,10,6,"Penalty on Vernon Carey: False Start, 5 yards (no play)",0.410,-0.120
2,10:00,1,15,MIA 17,10,6,John Beck pass complete short right to Justin Peelle for 11 yards (tackle by Abram Elam),-0.120,0.680
2,9:17,2,4,MIA 28,10,6,John Beck pass incomplete short left intended for Ted Ginn Jr.,0.680,-0.030
2,9:13,3,4,MIA 28,10,6,John Beck pass complete short left to Lorenzo Booker for 22 yards (tackle by Eric Smith),-0.030,2.260
2,8:32,1,10,NYJ 50,10,6,John Beck pass incomplete deep right intended for Ted Ginn Jr.,2.260,1.710
2,8:24,2,10,NYJ 50,10,6,John Beck pass incomplete short middle intended for Jesse Chatman,1.710,1.030
2,8:19,3,10,NYJ 50,10,6,John Beck pass incomplete short middle intended for Marty Booker is intercepted by Darrelle Revis at NYJ-48 and returned for 1 yard (tackle by Samson Satele),1.030,-2.190
2,8:12,1,10,NYJ 49,10,6,Thomas Jones up the middle for 4 yards (tackle by Steve Fifita),2.190,2.190
2,7:35,2,6,MIA 47,10,6,Thomas Jones up the middle for 1 yard (tackle by Lance Schulters),2.190,1.620
2,6:52,3,5,MIA 46,10,12,"Kellen Clemens sacked by Will Allen for -9 yards. Kellen Clemens fumbles (forced by Will Allen), recovered by Michael Lehan at NYJ-43 and returned for 43 yards, touchdown. Penalty on Channing Crowder: Unnecessary Roughness, 15 yards",1.620,-7.000
2,,,,NYJ 2,10,13,Jay Feely kicks extra point good,0.000,0.000
2,,,,MIA 8,10,13,"Jay Feely kicks off 57 yards, returned by David Bowens for 9 yards (tackle by Jason Allen)",0.000,1.860
2,6:37,1,10,NYJ 44,10,13,Thomas Jones left guard for 9 yards (tackle by Lance Schulters),1.860,2.530
2,6:04,2,1,MIA 47,10,13,Thomas Jones up the middle for -3 yards (tackle by Keith Traylor),2.530,1.420
2,5:21,3,4,,10,13,Kellen Clemens pass complete short left to Laveranues Coles for 7 yards (tackle by Travis Daniels),1.420,2.720
2,4:48,1,10,MIA 43,10,13,Thomas Jones up the middle for no gain (tackle by Channing Crowder),2.720,2.180
2,4:04,2,10,MIA 43,10,13,Kellen Clemens pass complete short middle to Leon Washington for 17 yards (tackle by Lance Schulters),2.180,3.840
2,3:27,1,10,MIA 26,10,13,Leon Washington right tackle for 7 yards (tackle by Lance Schulters),3.840,4.270
2,2:46,2,3,MIA 19,16,13,"Kellen Clemens pass complete short right to Brad Smith for 19 yards, touchdown",4.270,7.000
2,,,,MIA 2,17,13,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,17,13,"Mike Nugent kicks off 72 yards, returned by Ted Ginn Jr. for 26 yards (tackle by Matt Chatham)",0.000,0.540
2,2:33,1,10,MIA 24,17,13,John Beck pass incomplete short left intended for Jesse Chatman,0.540,0.000
2,2:26,2,10,MIA 24,17,13,John Beck pass complete short right to Lorenzo Booker for 6 yards (tackle by David Harris),0.000,0.100
2,2:05,3,4,MIA 30,17,13,John Beck pass complete deep left to Marty Booker for 18 yards (tackle by Kerry Rhodes),0.100,2.130
2,1:58,1,10,MIA 48,17,13,John Beck pass complete short left to David Martin for 4 yards (tackle by Eric Smith),2.130,2.120
2,1:54,2,6,NYJ 48,17,13,John Beck pass incomplete deep right intended for Marty Booker,2.120,1.420
2,1:48,3,6,NYJ 48,17,13,John Beck pass complete short middle to Ted Ginn Jr. for 10 yards,1.420,3.050
2,1:41,1,10,NYJ 38,17,13,John Beck pass complete short middle to Derek Hagan for 9 yards (tackle by Darrelle Revis),3.050,3.720
2,1:34,,,,17,13,Timeout #1 by Miami Dolphins,0.000,3.720
2,1:34,2,1,NYJ 29,17,13,John Beck pass incomplete short right intended for David Martin (defended by David Bowens),3.720,3.010
2,1:30,3,1,NYJ 29,17,13,Jesse Chatman left guard for 1 yard (tackle by David Harris),3.010,3.710
2,1:25,,,,17,13,Timeout #2 by Miami Dolphins,0.000,3.710
2,1:25,1,10,NYJ 28,17,13,John Beck pass incomplete deep right intended for Ted Ginn Jr. is intercepted by Kerry Rhodes at NYJ-9 and returned for 36 yards (tackle by Derek Hagan),3.710,-1.930
2,1:11,1,10,NYJ 45,17,13,Kellen Clemens for 6 yards (tackle by Joey Porter),1.930,2.190
2,1:04,2,4,MIA 49,17,13,Leon Washington up the middle for 3 yards (tackle by Quentin Moses),2.190,1.880
2,0:58,,,,17,13,Timeout #1 by New York Jets,0.000,1.880
2,0:58,3,1,MIA 46,17,13,Leon Washington left tackle for 7 yards (tackle by Rodrique Wright and Joey Porter),1.880,2.980
2,0:37,1,10,MIA 39,17,13,Kellen Clemens pass complete short left to Wallace Wright for 14 yards (tackle by Jason Allen),2.980,3.910
2,0:30,1,10,MIA 25,17,13,Kellen Clemens pass complete short right to Chris Baker for 3 yards (tackle by Michael Lehan),3.910,3.770
2,0:24,2,7,MIA 22,17,13,Kellen Clemens sacked by Michael Lehan for 0 yards,3.770,3.070
2,0:18,,,,17,13,Timeout #2 by New York Jets,0.000,3.070
2,0:18,3,7,MIA 22,17,13,Kellen Clemens pass incomplete short left intended for Wallace Wright,3.070,1.990
2,0:15,4,7,MIA 22,20,13,Mike Nugent 40 yard field goal good,1.990,3.000
2,,,,NYJ 30,20,13,"Mike Nugent kicks off 41 yards, returned by Jesse Chatman for no gain",0.000,0.410
2,0:06,1,10,MIA 22,20,13,John Beck kneels for -1 yards,0.410,-0.270
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,20,13,"Mike Nugent kicks off 70 yards, returned by Ted Ginn Jr. for 22 yards (tackle by Matt Chatham)",0.000,0.410
3,14:54,1,10,MIA 22,20,13,Jesse Chatman up the middle for 2 yards (tackle by Sione Pouha),0.410,0.140
3,14:13,2,8,MIA 24,20,13,John Beck pass complete short left to Marty Booker for 7 yards (tackle by David Barrett),0.140,0.370
3,13:35,3,1,MIA 31,20,13,John Beck up the middle for 2 yards (tackle by David Bowens),0.370,1.140
3,12:58,1,10,MIA 33,20,13,John Beck pass complete short right to Greg Camarillo for 2 yards (tackle by Victor Hobson),1.140,0.860
3,12:11,2,8,MIA 35,20,13,John Beck pass complete short left to Marty Booker for 3 yards (tackle by David Barrett),0.860,0.560
3,11:31,3,5,MIA 38,20,13,John Beck pass complete short right to Ted Ginn Jr. for 8 yards (tackle by Darrelle Revis),0.560,1.990
3,10:52,1,10,MIA 46,20,13,John Beck pass incomplete short right intended for Justin Peelle,1.990,1.450
3,10:47,2,10,MIA 46,20,13,Samkon Gado up the middle for 2 yards (tackle by Eric Hicks),1.450,1.030
3,10:08,3,8,MIA 48,20,13,"John Beck sacked by C.J. Mosley for -8 yards. John Beck fumbles (forced by C.J. Mosley), recovered by L.J. Shelton at MIA-39",1.030,-0.780
3,9:24,4,17,MIA 39,20,13,"Brandon Fields punts 61 yards, touchback",-0.780,-0.280
3,9:14,1,10,NYJ 20,20,13,Thomas Jones right tackle for 2 yards (tackle by Rodrique Wright),0.280,0.000
3,8:37,2,8,NYJ 22,20,13,Kellen Clemens right end for 5 yards (tackle by Channing Crowder),0.000,-0.030
3,7:52,3,3,NYJ 27,20,13,Kellen Clemens pass incomplete short middle intended for Brad Smith (defended by Michael Lehan),-0.030,-1.570
3,7:46,4,3,NYJ 27,20,13,"Ben Graham punts 35 yards, fair catch by Ted Ginn Jr.",-1.570,-1.470
3,7:39,1,10,MIA 38,20,13,"John Beck sacked by Bryan Thomas for -9 yards. John Beck fumbles (forced by Bryan Thomas), recovered by Victor Hobson at MIA-33",1.470,-3.380
3,7:27,1,10,MIA 33,20,13,Kellen Clemens pass complete short left to Laveranues Coles for 14 yards (tackle by Channing Crowder),3.380,4.310
3,7:10,1,10,MIA 19,20,13,"Penalty on Anthony Clement: False Start, 6 yards (no play)",4.310,3.910
3,6:52,1,16,MIA 25,20,13,Thomas Jones left guard for 8 yards (tackle by Matt Roth),3.910,4.030
3,6:12,2,8,MIA 17,20,13,Kellen Clemens pass incomplete deep right intended for Laveranues Coles,4.030,3.260
3,6:06,3,8,MIA 17,20,13,Kellen Clemens pass incomplete deep left intended for Laveranues Coles,3.260,2.310
3,5:58,4,8,MIA 17,23,13,Mike Nugent 35 yard field goal good,2.310,3.000
3,,,,NYJ 30,23,13,"Mike Nugent kicks off 57 yards, returned by Ted Ginn Jr. for 23 yards (tackle by Erik Coleman)",0.000,1.330
3,5:47,1,10,MIA 36,23,13,Samkon Gado up the middle for no gain (tackle by David Harris),1.330,0.790
3,5:03,2,10,MIA 36,23,13,John Beck pass complete to David Martin for 6 yards (tackle by Victor Hobson),0.790,0.890
3,4:21,3,4,MIA 42,23,13,"John Beck sacked by David Harris for -7 yards. John Beck fumbles (forced by David Harris), recovered by David Harris at MIA-29",0.890,-3.640
3,4:13,1,10,MIA 29,23,13,Thomas Jones up the middle for no gain (tackle by Vonnie Holliday),3.640,3.100
3,3:33,2,10,MIA 29,23,13,Kellen Clemens pass complete short left to Laveranues Coles for 9 yards (tackle by Andre' Goodman),3.100,3.600
3,2:53,3,1,MIA 20,23,13,Brad Smith up the middle for 4 yards (tackle by Channing Crowder),3.600,4.510
3,2:10,1,10,MIA 16,23,13,Thomas Jones up the middle for 2 yards (tackle by Lance Schulters),4.510,4.210
3,1:27,2,8,MIA 14,23,13,Kellen Clemens sacked by Joey Porter for -5 yards,4.210,2.850
3,0:47,3,13,MIA 19,23,13,Kellen Clemens pass complete short middle to Leon Washington for 18 yards (tackle by Michael Lehan),2.850,6.970
Quarter,Time,Down,ToGo,Location,NYJ,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,MIA 1,23,13,Thomas Jones right guard for no gain (tackle by Derrick Pope and Matt Roth),6.970,5.910
4,14:25,2,1,MIA 1,29,13,"Thomas Jones right tackle for 1 yard, touchdown",5.910,7.000
4,,,,MIA 2,30,13,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,30,13,"Mike Nugent kicks off 74 yards, returned by Ted Ginn Jr. for 23 yards (tackle by Drew Coleman)",0.000,0.150
4,14:15,1,10,MIA 19,30,13,John Beck pass complete short right to Lorenzo Booker for 2 yards (tackle by David Harris),0.150,-0.060
4,13:50,2,8,MIA 21,30,13,John Beck pass incomplete short left intended for Ted Ginn Jr.,-0.060,-0.810
4,13:46,3,8,MIA 21,30,13,"John Beck pass incomplete short left intended for Marty Booker is intercepted by Drew Coleman at MIA-31 and returned for 1 yard (tackle by Marty Booker). Penalty on Cory Lekkerkerker: Personal Foul, 15 yards",-0.810,-4.580
4,13:39,1,10,MIA 15,30,13,Thomas Jones left end for 7 yards (tackle by Derrick Pope),4.580,5.220
4,13:04,2,3,MIA 8,30,13,Thomas Jones up the middle for 1 yard (tackle by Jason Taylor),5.220,4.680
4,12:24,3,2,MIA 7,30,13,Brad Smith up the middle for -1 yards (tackle by Michael Lehan),4.680,2.980
4,11:51,4,3,MIA 8,33,13,Mike Nugent 26 yard field goal good,2.980,3.000
4,,,,NYJ 30,33,13,"Mike Nugent kicks off 72 yards, returned by Ted Ginn Jr. for 25 yards (tackle by Wallace Wright)",0.000,0.480
4,11:41,1,10,MIA 23,33,13,John Beck pass complete short right to Lorenzo Booker for 7 yards (tackle by Kerry Rhodes),0.480,0.880
4,11:05,2,3,MIA 30,33,13,John Beck pass complete short left to Derek Hagan for 5 yards (tackle by Drew Coleman),0.880,1.270
4,10:27,1,10,MIA 35,33,13,John Beck pass incomplete short middle intended for Ted Ginn Jr.,1.270,0.720
4,10:22,2,10,MIA 35,33,13,John Beck pass incomplete deep left intended for Derek Hagan (defended by Kerry Rhodes),0.720,0.040
4,10:17,3,10,MIA 35,33,13,John Beck pass complete short right to Ted Ginn Jr. for 1 yard (tackle by David Barrett),0.040,-0.980
4,9:35,4,9,MIA 36,33,13,Brandon Fields punts 41 yards,-0.980,-0.540
4,9:26,1,10,NYJ 24,33,13,Thomas Jones up the middle for 2 yards (tackle by Lance Schulters),0.540,0.270
4,8:40,2,8,NYJ 26,33,13,Kellen Clemens sacked by Matt Roth for -2 yards,0.270,-0.690
4,7:56,3,10,NYJ 24,33,13,Kellen Clemens pass complete short middle to Thomas Jones for 25 yards (tackle by Lance Schulters),-0.690,2.190
4,7:09,1,10,NYJ 49,33,13,Leon Washington right tackle for 2 yards (tackle by Rodrique Wright),2.190,1.920
4,6:23,2,8,MIA 49,33,13,Leon Washington left guard for 1 yard (tackle by Channing Crowder),1.920,1.360
4,5:40,3,7,MIA 48,33,13,Thomas Jones up the middle for 15 yards (tackle by Will Allen),1.360,3.380
4,4:54,1,10,MIA 33,33,13,Thomas Jones left tackle for 4 yards (tackle by Quentin Moses),3.380,3.380
4,4:11,2,6,MIA 29,33,13,Leon Washington right guard for 13 yards (tackle by Jason Allen and Will Allen),3.380,4.510
4,3:25,1,10,MIA 16,33,13,Leon Washington right guard for 1 yard (tackle by Rodrique Wright),4.510,4.050
4,2:38,2,9,MIA 15,33,13,Kellen Clemens up the middle for 3 yards (tackle by Paul Soliai),4.050,3.730
4,2:00,3,6,MIA 12,39,13,"Leon Washington left end for 12 yards, touchdown",3.730,7.000
4,,,,MIA 2,40,13,Mike Nugent kicks extra point good,0.000,0.000
4,,,,NYJ 30,40,13,"Mike Nugent kicks off 63 yards, returned by Ted Ginn Jr. for 30 yards (tackle by Eric Smith)",0.000,1.400
4,1:46,1,10,MIA 37,40,13,Lorenzo Booker left tackle for 6 yards (tackle by Erik Coleman),1.400,1.670
4,1:09,2,4,MIA 43,40,13,John Beck pass incomplete short left intended for Lorenzo Booker,1.670,0.960
4,1:02,3,4,MIA 43,40,13,John Beck pass incomplete short middle intended for Marty Booker (defended by Brad Kassell),0.960,-0.520
4,0:58,4,4,MIA 43,40,13,John Beck pass complete short right to David Martin for 4 yards (tackle by Hank Poteat),-0.520,2.060
4,0:26,1,10,MIA 47,40,13,John Beck pass complete short right to David Martin for 8 yards,2.060,2.600
4,0:20,2,2,NYJ 45,40,13,John Beck pass complete short middle to Lorenzo Booker for 10 yards (tackle by Victor Hobson),2.600,3.250
4,0:10,,,,40,13,Timeout #1 by Miami Dolphins,0.000,3.250
4,0:10,1,10,NYJ 35,40,13,John Beck pass complete short middle to Lorenzo Booker for 16 yards (tackle by Victor Hobson),3.250,2.190
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
