Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
2,11:56,1,10,NWE 48,14,7,Tom Brady pass complete to David Givens for 9 yards (tackle by DeAngelo Hall),2.130,2.800
2,11:27,2,1,ATL 43,14,7,Corey Dillon right tackle for 11 yards (tackle by DeAngelo Hall and Demorrio Williams),2.800,3.450
2,10:47,1,10,ATL 32,14,7,Tom Brady sacked by Brady Smith for -8 yards,3.450,1.820
2,10:12,2,18,ATL 40,14,7,Tom Brady pass incomplete intended for David Givens,1.820,1.160
2,10:06,3,18,ATL 40,14,7,Tom Brady pass complete to Troy Brown for 2 yards (tackle by Brady Smith),1.160,0.720
2,9:23,4,16,ATL 38,14,7,"Josh Miller punts 30 yards. Penalty on Allen Rossum: Unsportsmanlike Conduct, 4 yards",0.720,0.380
2,9:13,1,10,ATL 4,14,7,Matt Schaub pass incomplete intended for Alge Crumpler,-0.380,-0.780
2,9:08,2,10,ATL 4,14,7,Warrick Dunn right tackle for 9 yards (tackle by Monty Beisel),-0.780,-0.370
2,8:30,3,1,ATL 13,14,7,Warrick Dunn right tackle for 4 yards (tackle by Chad Brown),-0.370,-0.060
2,7:46,1,10,ATL 17,14,7,Matt Schaub sacked by Monty Beisel for -2 yards,-0.060,-0.850
2,7:18,2,12,ATL 15,14,7,Warrick Dunn right tackle for 4 yards (tackle by Ty Warren and Jarvis Green),-0.850,-1.000
2,6:47,3,8,ATL 19,14,7,Matt Schaub pass complete to Warrick Dunn for 12 yards (tackle by Mike Wright),-1.000,1.000
2,6:07,1,10,ATL 31,14,7,Warrick Dunn up the middle for 1 yard (tackle by Willie McGinest),1.000,0.600
2,5:34,2,9,ATL 32,14,7,Matt Schaub pass complete to Alge Crumpler for 13 yards (tackle by Asante Samuel),0.600,1.930
2,4:59,1,10,ATL 45,14,7,Matt Schaub pass incomplete intended for Michael Jenkins (defended by Duane Starks),1.930,1.380
2,4:53,2,10,ATL 45,14,7,Warrick Dunn left tackle for 8 yards (tackle by Monty Beisel),1.380,1.750
2,4:16,3,2,NWE 47,14,7,Warrick Dunn left tackle for 3 yards (tackle by Vince Wilfork),1.750,2.650
2,3:37,1,10,NWE 44,14,7,Matt Schaub pass complete to Alge Crumpler for 24 yards (tackle by Guss Scott),2.650,4.240
2,3:13,1,10,NWE 20,14,7,Matt Schaub pass complete to Warrick Dunn for 11 yards (tackle by Duane Starks),4.240,5.140
2,2:43,1,9,NWE 9,14,7,Warrick Dunn left end for 4 yards (tackle by James Sanders),5.140,5.150
2,2:00,2,5,NWE 5,14,7,Matt Schaub pass incomplete intended for Alge Crumpler,5.150,4.260
2,1:55,3,5,NWE 5,14,7,Matt Schaub sacked by Rosevelt Colvin for -10 yards,4.260,2.440
2,1:29,,,,14,7,Timeout #1 by New England Patriots,0.000,2.440
2,1:29,4,15,NWE 15,14,10,Todd Peterson 33 yard field goal good,2.440,3.000
2,,,,ATL 30,14,10,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
2,1:25,1,10,NWE 20,14,10,"Tom Brady pass incomplete intended for Ben Watson. Penalty on Ben Watson: Offensive Pass Interfere, 10 yards (no play)",0.280,-0.760
2,1:21,1,20,NWE 10,14,10,Tom Brady pass incomplete intended for Patrick Pass,-0.760,-1.510
2,1:16,2,20,NWE 10,14,10,Corey Dillon up the middle for 5 yards (tackle by Chris Cash),-1.510,-1.860
2,1:10,,,,14,10,Timeout #1 by Atlanta Falcons,0.000,-1.860
2,1:10,3,15,NWE 15,14,10,Corey Dillon left end for 5 yards (tackle by Chris Cash),-1.860,-2.030
2,1:03,4,10,NWE 20,14,10,"Josh Miller punts 53 yards, returned by Allen Rossum for 50 yards (tackle by Patrick Pass). Penalty on Ike Reese: Illegal Block Above the , 10 yards",-2.030,-0.610
2,0:45,1,10,ATL 25,14,10,Matt Schaub pass complete to Brian Finneran for 18 yards (tackle by Guss Scott),0.610,1.800
2,0:24,1,10,ATL 43,14,10,Matt Schaub pass incomplete intended for Roddy White (defended by Asante Samuel),1.800,1.250
2,0:21,2,10,ATL 43,14,10,Matt Schaub pass incomplete intended for Brian Finneran,1.250,0.560
2,0:12,,,,14,10,Timeout #2 by New England Patriots,0.000,0.560
2,0:12,3,10,ATL 43,14,10,Matt Schaub pass complete to Brian Finneran for 17 yards,0.560,2.920
2,0:06,,,,14,10,Timeout #2 by Atlanta Falcons,0.000,0.000
2,0:06,,,,14,10,Timeout #3 by New England Patriots,0.000,2.920
2,0:06,1,10,NWE 40,14,13,Michael Koenen 58 yard field goal good,2.920,3.000
2,,,,ATL 30,14,13,Michael Koenen kicks off 20 yards,0.000,0.940
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,14,13,"Michael Koenen kicks off 65 yards, returned by Bethel Johnson for 17 yards (tackle by Bryan Scott)",0.000,0.410
3,14:55,1,10,NWE 22,14,13,Tom Brady pass complete to Daniel Graham for 45 yards (tackle by DeAngelo Hall),0.410,3.380
3,14:06,1,10,ATL 33,20,13,"Tom Brady pass complete to Ben Watson for 33 yards, touchdown",3.380,7.000
3,,,,ATL 2,21,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,21,13,"Adam Vinatieri kicks off 62 yards, returned by Allen Rossum for 20 yards (tackle by Patrick Pass)",0.000,0.810
3,13:53,1,10,ATL 28,21,13,Matt Schaub sacked by Mike Vrabel and Jarvis Green for -2 yards,0.810,-0.010
3,13:53,2,12,ATL 26,21,13,Matt Schaub pass incomplete intended for Michael Jenkins,-0.010,-0.690
3,13:23,3,12,ATL 26,21,13,Matt Schaub pass incomplete intended for Michael Jenkins,-0.690,-1.630
3,13:18,4,12,ATL 26,21,13,"Michael Koenen punts 47 yards, returned by Tim Dwight for no gain",-1.630,-0.740
3,13:07,1,10,NWE 27,21,13,Corey Dillon right tackle for no gain (tackle by Antwan Lake),0.740,0.200
3,12:33,2,10,NWE 27,21,13,Tom Brady pass complete to Corey Dillon for 8 yards (tackle by Keith Brooking),0.200,0.560
3,12:03,3,2,NWE 35,21,13,Corey Dillon up the middle for 1 yard (tackle by Ed Hartwell),0.560,-0.980
3,11:10,4,1,NWE 36,21,13,"Josh Miller punts 46 yards, fair catch by Allen Rossum",-0.980,-0.040
3,11:02,1,10,ATL 18,21,13,Warrick Dunn up the middle for 7 yards (tackle by Vince Wilfork),0.040,0.550
3,10:30,2,3,ATL 25,21,13,Warrick Dunn left tackle for 1 yard (tackle by Ty Warren),0.550,-0.140
3,9:51,3,2,ATL 26,21,13,Matt Schaub pass complete to Alge Crumpler for 1 yard (tackle by Guss Scott),-0.140,-1.570
3,9:07,4,1,ATL 27,21,13,"Michael Koenen punts 47 yards, fair catch by Tim Dwight",-1.570,-0.670
3,8:59,1,10,NWE 26,21,13,Corey Dillon right end for 12 yards (tackle by DeAngelo Hall),0.670,1.470
3,8:20,1,10,NWE 38,21,13,Tom Brady pass complete to David Givens for 5 yards (tackle by DeAngelo Hall),1.470,1.600
3,7:44,2,5,NWE 43,21,13,Tom Brady pass complete to Patrick Pass for 6 yards (tackle by Jason Webster and Keion Carpenter),1.600,2.190
3,7:03,1,10,NWE 49,21,13,Tom Brady pass complete to Tim Dwight for 1 yard (tackle by Demorrio Williams),2.190,1.780
3,6:26,2,9,ATL 50,21,13,"Penalty on Tom Ashworth: False Start, 5 yards (no play)",1.780,1.110
3,5:58,,,,21,13,Timeout #1 by New England Patriots,0.000,1.110
3,5:58,2,14,NWE 45,27,13,"Tom Brady pass complete to Bethel Johnson for 55 yards, touchdown",1.110,7.000
3,,,,ATL 2,28,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,28,13,"Adam Vinatieri kicks off 67 yards, returned by Allen Rossum for 22 yards (tackle by Larry Izzo)",0.000,0.610
3,5:44,1,10,ATL 25,28,13,Matt Schaub pass incomplete intended for Michael Jenkins,0.610,0.060
3,5:40,2,10,ATL 25,28,13,"Matt Schaub right end for 5 yards. Penalty on Todd Weiner: Offensive Holding, 10 yards (no play)",0.060,-1.430
3,5:13,2,20,ATL 15,28,13,Matt Schaub pass complete to Brian Finneran for 8 yards (tackle by Vince Wilfork),-1.430,-0.890
3,4:30,3,12,ATL 23,28,13,Matt Schaub pass incomplete intended for Roddy White. Penalty on Roddy White: Offensive Pass Interfere (Declined),-0.890,-1.830
3,4:23,4,12,ATL 23,28,13,"Michael Koenen punts 53 yards, returned by Tim Dwight for 5 yards (tackle by Demorrio Williams)",-1.830,-0.870
3,4:11,1,10,NWE 29,28,13,Corey Dillon right end for 3 yards (tackle by Demorrio Williams),0.870,0.730
3,3:32,2,7,NWE 32,28,13,Tom Brady pass complete to Deion Branch for 5 yards (tackle by Jason Webster),0.730,0.700
3,3:06,3,2,NWE 37,28,13,Tom Brady pass complete to Deion Branch for 4 yards (tackle by Jason Webster),0.700,1.660
3,2:37,1,10,NWE 41,28,13,Tom Brady pass complete to Deion Branch for 8 yards (tackle by Jason Webster),1.660,2.200
3,2:02,2,2,NWE 49,28,13,Corey Dillon right tackle for 4 yards (tackle by Keith Brooking),2.200,2.460
3,1:24,1,10,ATL 47,28,13,Corey Dillon up the middle for 5 yards (tackle by Ike Reese),2.460,2.590
3,0:41,2,5,ATL 42,28,13,Tom Brady pass incomplete intended for Corey Dillon is intercepted by Demorrio Williams at ATL-47,2.590,-2.060
3,0:35,1,10,ATL 47,28,13,Matt Schaub pass complete to Alge Crumpler for 28 yards (tackle by Asante Samuel),2.060,3.910
Quarter,Time,Down,ToGo,Location,NWE,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 25,28,13,Warrick Dunn up the middle for no gain (tackle by Jarvis Green),3.910,3.360
4,14:29,2,10,NWE 25,28,19,"Matt Schaub pass complete to Alge Crumpler for 25 yards, touchdown",3.360,7.000
4,,,,NWE 2,28,20,Todd Peterson kicks extra point good,0.000,0.000
4,,,,ATL 30,28,20,"Michael Koenen kicks off 69 yards, returned by Bethel Johnson for 20 yards (tackle by John Leake)",0.000,0.340
4,14:16,1,10,NWE 21,28,20,Corey Dillon left tackle for 2 yards (tackle by Ike Reese),0.340,0.070
4,13:38,2,8,NWE 23,28,20,Tom Brady pass complete to Daniel Graham for 15 yards (tackle by Keith Brooking),0.070,1.470
4,13:00,1,10,NWE 38,28,20,Corey Dillon right tackle for 2 yards (tackle by Keith Brooking and Antwan Lake),1.470,1.190
4,12:26,2,8,NWE 40,28,20,Tom Brady pass incomplete intended for Corey Dillon,1.190,0.500
4,12:21,3,8,NWE 40,28,20,"Tom Brady pass complete to Ben Watson for 15 yards (tackle by Demorrio Williams). Penalty on Ben Watson: Offensive Pass Interfere, 10 yards (no play)",0.500,-0.820
4,11:47,3,18,NWE 30,28,20,"Patrick Pass up the middle for -2 yards (tackle by Demorrio Williams). Penalty on Chad Lavalais: Defensive Offside, 5 yards (no play)",-0.820,-0.160
4,11:20,3,13,NWE 35,28,20,"Tom Brady pass complete to Deion Branch for 18 yards (tackle by DeAngelo Hall). Penalty on Logan Mankins: Offensive Holding, 10 yards (no play)",-0.160,-1.480
4,10:57,3,23,NWE 25,28,20,Patrick Pass up the middle for 13 yards (tackle by Keion Carpenter),-1.480,-0.850
4,10:39,4,10,NWE 38,28,20,Josh Miller punts 47 yards,-0.850,0.220
4,10:27,1,10,ATL 15,28,20,T.J. Duckett right tackle for 3 yards (tackle by Ty Warren),-0.220,-0.280
4,9:49,2,7,ATL 18,28,20,"Matt Schaub pass incomplete intended for Alge Crumpler. Penalty on Eugene Wilson: Illegal Contact, 5 yards (no play)",-0.280,0.480
4,9:44,1,10,ATL 23,28,20,Matt Schaub pass incomplete intended for Dez White,0.480,-0.070
4,9:36,2,10,ATL 23,28,20,T.J. Duckett up the middle for 18 yards (tackle by Willie McGinest),-0.070,1.660
4,8:56,1,10,ATL 41,28,20,T.J. Duckett up the middle for 5 yards (tackle by Willie McGinest),1.660,1.800
4,8:19,2,5,ATL 46,28,20,Matt Schaub pass incomplete intended for Roddy White (defended by Duane Starks),1.800,1.090
4,8:13,3,5,ATL 46,28,20,Matt Schaub for 1 yard,1.090,-0.260
4,7:51,4,4,ATL 47,28,20,"Michael Koenen punts 39 yards, fair catch by Troy Brown",-0.260,0.280
4,7:43,1,10,NWE 14,28,20,Corey Dillon left tackle for 1 yard (tackle by Chauncey Davis),-0.280,-0.640
4,6:59,2,9,NWE 15,28,20,Tom Brady pass complete to Daniel Graham for 6 yards (tackle by Keion Carpenter and Demorrio Williams),-0.640,-0.560
4,6:18,3,3,NWE 21,28,20,Tom Brady pass incomplete intended for David Givens,-0.560,-1.960
4,6:12,4,3,NWE 21,28,20,"Josh Miller punts 41 yards, fair catch by Allen Rossum",-1.960,-1.470
4,6:04,1,10,ATL 38,28,20,Matt Schaub pass complete to Michael Jenkins for 18 yards (tackle by Duane Starks),1.470,2.650
4,5:38,1,10,NWE 44,28,20,Warrick Dunn left tackle for 5 yards (tackle by Vince Wilfork),2.650,2.780
4,4:58,2,5,NWE 39,28,20,Matt Schaub pass incomplete intended for Alge Crumpler,2.780,2.080
4,4:52,3,5,NWE 39,28,20,Warrick Dunn for 8 yards (tackle by Guss Scott),2.080,3.510
4,4:47,1,10,NWE 31,28,20,Matt Schaub pass incomplete intended for Michael Jenkins (defended by Duane Starks),3.510,2.970
4,4:41,2,10,NWE 31,28,20,Warrick Dunn for 13 yards (tackle by Mike Wright),2.970,4.370
4,4:33,1,10,NWE 18,28,20,Warrick Dunn right tackle for 4 yards (tackle by Willie McGinest),4.370,4.430
4,3:57,2,6,NWE 14,28,26,"Matt Schaub pass complete to Dez White for 14 yards, touchdown",4.430,7.000
4,3:52,,,,28,26,Timeout #2 by New England Patriots,0.000,0.000
4,,,,,28,28,"Two Point Attempt: Matt Schaub pass complete to Brian Finneran, conversion succeeds",1.000,1.000
4,,,,ATL 30,28,28,"Michael Koenen kicks off 64 yards, returned by Bethel Johnson for 30 yards (tackle by Michael Koenen)",0.000,1.330
4,3:47,1,10,NWE 36,28,28,"Penalty on Ben Watson: False Start, 5 yards (no play)",1.330,1.000
4,3:47,1,15,NWE 31,28,28,"Tom Brady pass complete to Deion Branch for 16 yards (tackle by Jason Webster). Penalty on Steve Neal: Offensive Holding, 10 yards (no play)",1.000,0.340
4,3:40,,,,28,28,Timeout #1 by Atlanta Falcons,0.000,0.340
4,3:40,1,25,NWE 21,28,28,"Tom Brady pass incomplete intended for David Givens (defended by Jason Webster). Penalty on Patrick Kerney: Defensive Offside, 5 yards (no play)",0.340,0.670
4,3:36,1,20,NWE 26,28,28,"Tom Brady pass incomplete intended for Deion Branch. Penalty on Allen Rossum: Defensive Pass Interfere, 30 yards (no play)",0.670,2.650
4,3:29,1,10,ATL 44,28,28,Patrick Pass up the middle for -2 yards (tackle by Ike Reese and Jonathan Babineaux),2.650,1.840
4,2:49,2,12,ATL 46,28,28,Tom Brady pass complete to Daniel Graham for 8 yards (tackle by Keith Brooking and Keion Carpenter),1.840,2.210
4,2:05,3,4,ATL 38,28,28,Tom Brady pass complete to Deion Branch for 9 yards (tackle by DeAngelo Hall),2.210,3.640
4,2:00,1,10,ATL 29,28,28,Patrick Pass up the middle for 15 yards (tackle by Patrick Kerney),3.640,4.650
4,1:52,,,,28,28,Timeout #2 by Atlanta Falcons,0.000,4.650
4,1:52,1,10,ATL 14,28,28,Patrick Pass up the middle for no gain (tackle by Ike Reese),4.650,4.000
4,1:47,,,,28,28,Timeout #3 by Atlanta Falcons,0.000,4.000
4,1:47,2,10,ATL 14,28,28,Patrick Pass up the middle for 2 yards (tackle by Keion Carpenter),4.000,3.430
4,1:03,3,8,ATL 12,28,28,Tom Brady up the middle for 1 yard (tackle by Roderick Coleman),3.430,2.700
4,0:20,,,,28,28,Timeout #3 by New England Patriots,0.000,2.700
4,0:20,4,7,ATL 11,31,28,Adam Vinatieri 29 yard field goal good,2.700,3.000
4,,,,NWE 30,31,28,"Adam Vinatieri kicks off 69 yards, returned by Allen Rossum for 37 yards (tackle by Bethel Johnson). Penalty on Ike Reese: Offensive Holding, 10 yards",0.000,-0.350
4,0:06,1,10,ATL 12,31,28,"Matt Schaub pass complete to Michael Jenkins for 19 yards, lateral to Roddy White for 2 yards (tackle by Rosevelt Colvin)",-0.350,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
