Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
2,7:37,1,10,DAL 24,6,14,Drew Bledsoe pass incomplete intended for Peerless Price (defended by Jeff Ulbrich),0.540,0.000
2,7:32,2,10,DAL 24,6,14,Julius Jones up the middle for 4 yards (tackle by Jeff Ulbrich),0.000,-0.160
2,6:49,3,6,DAL 28,6,20,"Drew Bledsoe pass incomplete intended for Patrick Crayton is intercepted by Tony Parrish at DAL-34 and returned for 34 yards, touchdown",-0.160,-7.000
2,,,,DAL 2,6,21,Joe Nedney kicks extra point good,0.000,0.000
2,,,,SFO 30,6,21,"Joe Nedney kicks off 54 yards, returned by Tyson Thompson for 17 yards (tackle by Corey Smith). Penalty on Terrance Copper: Offensive Holding, 10 yards",0.000,-0.140
2,6:35,1,10,DAL 16,6,21,Julius Jones left guard for 6 yards (tackle by Jeff Ulbrich),-0.140,0.280
2,5:58,2,4,DAL 22,6,21,Drew Bledsoe pass complete to Jason Witten for 26 yards (tackle by Mike Rumph),0.280,2.130
2,5:34,1,10,DAL 48,6,21,Drew Bledsoe pass complete to Keyshawn Johnson for 27 yards (tackle by Tony Parrish),2.130,3.910
2,5:04,1,10,SFO 25,6,21,Drew Bledsoe pass complete to Julius Jones for 18 yards (tackle by Derek Smith),3.910,5.600
2,4:21,1,7,SFO 7,6,21,Julius Jones right tackle for 1 yard (tackle by Tony Parrish and Ahmed Plummer),5.600,4.950
2,3:38,2,6,SFO 6,12,21,"Drew Bledsoe pass complete to Jason Witten for 6 yards, touchdown",4.950,7.000
2,,,,,12,21,"Two Point Attempt: Drew Bledsoe pass incomplete intended for Dan Campbell, conversion fails. Penalty on Larry Allen: Illegal Touch Pass (Declined)",1.000,-1.000
2,,,,DAL 30,12,21,"Jose Cortez kicks off 65 yards, returned by Maurice Hicks for 23 yards (tackle by Willie Pile)",0.000,0.810
2,3:25,1,10,SFO 28,12,21,Tim Rattay pass incomplete intended for Kevan Barlow,0.810,0.260
2,3:19,2,10,SFO 28,12,21,"Penalty on La'Roi Glover: Encroachment, 5 yards (no play)",0.260,0.940
2,3:18,2,5,SFO 33,12,21,Tim Rattay right tackle for 13 yards (tackle by Greg Ellis),0.940,1.990
2,2:35,1,10,SFO 46,12,21,Tim Rattay pass complete to Arnaz Battle for 14 yards (tackle by Roy Williams),1.990,2.920
2,2:00,1,10,DAL 40,12,21,Tim Rattay pass complete to Chris Hetherington for 7 yards (tackle by Scott Shanle),2.920,3.320
2,1:25,2,3,DAL 33,12,21,Tim Rattay pass complete to Arnaz Battle for 10 yards (tackle by Terence Newman),3.320,4.040
2,1:16,,,,12,21,Timeout #1 by San Francisco 49ers,0.000,4.040
2,1:16,1,10,DAL 23,12,21,Tim Rattay pass incomplete intended for Kevan Barlow (defended by Greg Ellis),4.040,3.500
2,1:12,2,10,DAL 23,12,21,Tim Rattay pass incomplete intended for Johnnie Morton,3.500,2.810
2,1:08,3,10,DAL 23,12,21,Tim Rattay pass complete to Brandon Lloyd for 12 yards (tackle by Terence Newman),2.810,4.840
2,1:02,1,10,DAL 11,12,21,Tim Rattay pass complete to Kevan Barlow for 10 yards (tackle by Bradie James and Scott Fujita),4.840,6.970
2,0:41,,,,12,21,Timeout #2 by San Francisco 49ers,0.000,6.970
2,0:41,1,1,DAL 1,12,21,Kevan Barlow right guard for no gain (tackle by Alshermond Singleton),6.970,5.910
2,0:36,,,,12,21,Timeout #3 by San Francisco 49ers,0.000,5.910
2,0:36,2,1,DAL 1,12,21,"Tim Rattay for no gain. Tim Rattay fumbles, recovered by Tim Rattay at DAL-3",5.910,4.720
2,0:18,3,3,DAL 3,12,21,Tim Rattay spiked the ball,4.720,3.040
2,0:18,4,3,DAL 3,12,24,Joe Nedney 20 yard field goal good,3.040,3.000
2,,,,SFO 30,12,24,"Joe Nedney kicks off 49 yards, returned by Terrance Copper for 11 yards (tackle by Corey Smith)",0.000,1.070
2,0:10,1,10,DAL 32,12,24,Drew Bledsoe pass complete to Terry Glenn for 22 yards,1.070,2.520
2,0:04,1,10,SFO 46,12,24,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Ahmed Plummer),2.520,1.980
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 30,12,24,"Jose Cortez kicks off 70 yards, returned by Maurice Hicks for 17 yards (tackle by Kevin Burnett)",0.000,-0.060
3,14:55,1,10,SFO 17,12,24,Kevan Barlow up the middle for 3 yards (tackle by La'Roi Glover),-0.060,-0.060
3,14:24,2,7,SFO 20,12,24,Tim Rattay pass incomplete intended for Brandon Lloyd,-0.060,-0.870
3,14:18,3,7,SFO 20,12,24,Tim Rattay pass incomplete intended for Johnnie Morton,-0.870,-2.030
3,14:15,4,7,SFO 20,12,24,Andy Lee punts 35 yards,-2.030,-1.930
3,14:03,1,10,DAL 45,12,24,Drew Bledsoe pass incomplete intended for Terry Glenn,1.930,1.380
3,13:59,2,10,DAL 45,12,24,Julius Jones left tackle for no gain (tackle by Jeff Ulbrich),1.380,0.700
3,13:21,3,10,DAL 45,12,24,Drew Bledsoe pass complete to Patrick Crayton for 20 yards (tackle by Tony Parrish). Penalty on Anthony Adams: Illegal Use of Hands (Declined),0.700,3.250
3,12:59,1,10,SFO 35,12,24,Julius Jones right guard for 8 yards (tackle by Tony Parrish and Julian Peterson),3.250,3.780
3,12:18,2,2,SFO 27,12,24,Julius Jones up the middle for 4 yards (tackle by Anthony Adams),3.780,4.040
3,11:48,1,10,SFO 23,12,24,Drew Bledsoe pass complete to Keyshawn Johnson for 9 yards (tackle by Ahmed Plummer),4.040,4.950
3,11:48,2,1,SFO 14,12,24,Julius Jones right guard for no gain (tackle by Anthony Adams),4.950,4.280
3,10:43,3,1,SFO 14,12,24,Lousaka Polite right guard for 2 yards (tackle by Marques Douglas),4.280,4.780
3,10:06,1,10,SFO 12,12,24,Drew Bledsoe pass complete to Keyshawn Johnson for 11 yards (tackle by Julian Peterson and Ahmed Plummer),4.780,6.970
3,9:25,1,1,SFO 1,18,24,"Julius Jones up the middle for 1 yard, touchdown",6.970,7.000
3,,,,SFO 2,19,24,Jose Cortez kicks extra point good,0.000,0.000
3,,,,DAL 30,19,24,"Jose Cortez kicks off 71 yards, returned by Otis Amey for 19 yards (tackle by Keith Davis)",0.000,0.040
3,9:18,1,10,SFO 18,19,24,Kevan Barlow up the middle for 2 yards (tackle by Chris Canty),0.040,-0.130
3,8:37,2,8,SFO 20,19,24,Tim Rattay pass complete to Arnaz Battle for 10 yards (tackle by Dat Nguyen),-0.130,0.940
3,8:03,1,10,SFO 30,19,24,Frank Gore left guard for 4 yards (tackle by Marcus Spears and Alshermond Singleton),0.940,0.930
3,7:24,2,6,SFO 34,19,24,Tim Rattay pass incomplete intended for Frank Gore (defended by DeMarcus Ware),0.930,0.230
3,7:18,3,6,SFO 34,19,24,"Penalty on SFO: Illegal Substitution, 5 yards (no play)",0.230,-0.430
3,7:18,3,11,SFO 29,19,24,Tim Rattay pass complete to Johnnie Morton for 3 yards (tackle by Aaron Glenn),-0.430,-1.240
3,6:46,4,8,SFO 32,19,24,"Andy Lee punts 49 yards, returned by Patrick Crayton for 17 yards (tackle by Maurice Hicks). Penalty on Maurice Hicks: Personal Foul (Offsetting), Penalty on Anthony Henry: Offensive Holding (Offsetting), Penalty on Keith Lewis: Face Mask (15 Yards) (Offsetting) (no play)",-1.240,-1.240
3,6:46,4,8,SFO 32,19,24,"Andy Lee punts 48 yards, muffed catch by Patrick Crayton, recovered by Patrick Crayton and returned for 5 yards (tackle by Brandon Moore)",-1.240,-0.610
3,6:20,1,10,DAL 25,19,24,Julius Jones up the middle for -1 yards (tackle by Jeff Ulbrich),0.610,-0.070
3,5:40,2,11,DAL 24,19,24,Drew Bledsoe pass complete to Patrick Crayton for 9 yards (tackle by Ahmed Plummer),-0.070,0.430
3,5:03,3,2,DAL 33,19,24,Julius Jones up the middle for 1 yard (tackle by Derek Smith and Bryant Young),0.430,-1.110
3,4:32,4,1,DAL 34,19,24,Patrick Crayton up the middle for no gain (tackle by Keith Lewis),-1.110,-3.310
3,4:11,1,10,DAL 34,19,24,Tim Rattay pass complete to Kevan Barlow for 9 yards (tackle by Bradie James),3.310,3.990
3,3:44,2,1,DAL 25,19,24,Arnaz Battle right end for 4 yards (tackle by Terence Newman),3.990,4.170
3,3:10,1,10,DAL 21,19,24,Kevan Barlow left end for -2 yards (tackle by Dat Nguyen),4.170,3.360
3,2:21,2,12,DAL 23,19,24,"Tim Rattay pass complete to Arnaz Battle for 4 yards (tackle by Scott Fujita). Arnaz Battle fumbles (forced by Scott Fujita), recovered by Dat Nguyen at DAL-19 (tackle by Jeremy Newberry)",3.360,-0.150
3,2:10,1,10,DAL 19,19,24,Drew Bledsoe pass incomplete intended for Terry Glenn is intercepted by Tony Parrish at DAL-34,0.150,-3.310
3,2:03,1,10,DAL 34,19,24,"Kevan Barlow right tackle for 27 yards (tackle by Roy Williams). Penalty on Arnaz Battle: Illegal Block Above the , 10 yards",3.310,4.440
3,1:32,1,10,DAL 17,19,24,"Tim Rattay pass incomplete intended for Brandon Lloyd (defended by Anthony Henry). Penalty on Brandon Lloyd: Offensive Pass Interfere, 10 yards (no play)",4.440,3.780
3,1:27,1,20,DAL 27,19,24,Frank Gore up the middle for 9 yards (tackle by Dat Nguyen and Roy Williams),3.780,3.720
3,0:52,2,11,DAL 18,19,24,Tim Rattay pass complete to Frank Gore for 5 yards (tackle by Anthony Henry and Keith Davis),3.720,3.680
3,0:43,3,6,DAL 13,19,30,"Tim Rattay pass complete to Brandon Lloyd for 13 yards, touchdown",3.680,7.000
3,,,,DAL 2,19,31,Joe Nedney kicks extra point good,0.000,0.000
3,,,,SFO 30,19,31,"Joe Nedney kicks off 63 yards, returned by Tyson Thompson for 21 yards (tackle by Terry Jackson)",0.000,0.810
3,0:34,1,10,DAL 28,19,31,Drew Bledsoe pass incomplete intended for Lousaka Polite,0.810,0.260
3,0:29,2,10,DAL 28,19,31,Drew Bledsoe pass complete to Terry Glenn for 58 yards (tackle by Mike Rumph),0.260,4.650
Quarter,Time,Down,ToGo,Location,DAL,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 14,19,31,Drew Bledsoe pass complete to Keyshawn Johnson for 13 yards (tackle by Shawntae Spencer),4.650,6.970
4,14:54,1,1,SFO 1,25,31,"Julius Jones right guard for 1 yard, touchdown",6.970,7.000
4,,,,SFO 2,26,31,Jose Cortez kicks extra point good,0.000,0.000
4,,,,DAL 30,26,31,"Jose Cortez kicks off 66 yards, returned by Maurice Hicks for 26 yards (tackle by Scott Shanle)",0.000,0.940
4,14:44,1,10,SFO 30,26,31,Tim Rattay pass complete to Kevan Barlow for 8 yards (tackle by Keith Davis),0.940,1.470
4,14:15,2,2,SFO 38,26,31,Tim Rattay pass incomplete intended for Arnaz Battle,1.470,0.760
4,14:08,,,,26,31,Timeout #1 by San Francisco 49ers,0.000,0.760
4,14:08,3,2,SFO 38,26,31,Tim Rattay pass complete to Brandon Lloyd for 28 yards (tackle by Anthony Henry),0.760,3.310
4,13:26,1,10,DAL 34,26,31,Tim Rattay pass incomplete intended for Brandon Lloyd is intercepted by Alshermond Singleton at DAL-31,3.310,-1.000
4,13:17,1,10,DAL 31,26,31,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Jeff Ulbrich),1.000,0.460
4,13:11,2,10,DAL 31,26,31,Drew Bledsoe pass complete to Julius Jones for 3 yards (tackle by Ahmed Plummer),0.460,0.170
4,12:47,3,7,DAL 34,26,31,Drew Bledsoe pass complete to Patrick Crayton for 6 yards (tackle by Mike Adams),0.170,-0.720
4,12:03,4,1,DAL 40,26,31,Mat McBriar punts 37 yards,-0.720,-0.480
4,11:54,1,10,SFO 23,26,31,Frank Gore left tackle for 8 yards (tackle by DeMarcus Ware),0.480,1.010
4,11:20,2,2,SFO 31,26,31,Frank Gore left guard for 5 yards (tackle by Marcus Spears and Keith Davis),1.010,1.330
4,10:42,1,10,SFO 36,26,31,"Frank Gore right guard for 9 yards (tackle by Scott Fujita). Penalty on Jeremy Newberry: Offensive Holding, 10 yards (no play)",1.330,0.670
4,10:14,1,20,SFO 26,26,31,Tim Rattay pass complete to Johnnie Morton for 5 yards (tackle by Scott Fujita),0.670,0.120
4,9:34,2,15,SFO 31,26,31,Tim Rattay pass incomplete intended for Kevan Barlow (defended by Greg Ellis),0.120,-0.560
4,9:29,3,15,SFO 31,26,31,"Penalty on DeMarcus Ware: Neutral Zone Infraction, 5 yards (no play)",-0.560,0.100
4,9:28,3,10,SFO 36,26,31,Tim Rattay sacked by Greg Ellis for -1 yards,0.100,-1.040
4,9:12,4,11,SFO 35,26,31,Andy Lee punts 39 yards,-1.040,-0.670
4,8:59,1,10,DAL 26,26,31,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Bryant Young),0.670,0.130
4,8:53,2,10,DAL 26,26,31,Drew Bledsoe pass incomplete intended for Keyshawn Johnson (defended by Ahmed Plummer),0.130,-0.560
4,8:48,3,10,DAL 26,26,31,Drew Bledsoe sacked by Brandon Moore for -7 yards,-0.560,-2.140
4,8:43,4,17,DAL 19,26,31,"Mat McBriar punts 52 yards, returned by Otis Amey for 10 yards (tackle by Scott Shanle)",-2.140,-1.530
4,8:16,1,10,SFO 39,26,31,Kevan Barlow up the middle for 8 yards (tackle by Roy Williams),1.530,2.070
4,7:36,2,2,SFO 47,26,31,Kevan Barlow up the middle for no gain (tackle by Chris Canty),2.070,1.360
4,6:55,3,2,SFO 47,26,31,Arnaz Battle right end for -8 yards (tackle by La'Roi Glover),1.360,-0.780
4,6:17,4,10,SFO 39,26,31,"Andy Lee punts 40 yards, returned by Patrick Crayton for 3 yards (tackle by Saleem Rasheed)",-0.780,-0.540
4,6:05,1,10,DAL 24,26,31,Julius Jones left tackle for 2 yards (tackle by Bryant Young),0.540,0.270
4,5:35,2,8,DAL 26,26,31,Drew Bledsoe pass complete to Julius Jones for 5 yards (tackle by Jamie Winborn),0.270,0.230
4,4:47,3,3,DAL 31,26,31,Drew Bledsoe pass complete to Terry Glenn for 6 yards (tackle by Mike Adams),0.230,1.400
4,4:16,1,10,DAL 37,26,31,Drew Bledsoe pass complete to Patrick Crayton for 4 yards (tackle by Jamie Winborn),1.400,1.400
4,3:33,2,6,DAL 41,26,31,Drew Bledsoe pass complete to Terry Glenn for 44 yards (tackle by Mike Rumph),1.400,4.580
4,2:43,1,10,SFO 15,26,31,Julius Jones up the middle for 1 yard (tackle by Bryant Young),4.580,4.110
4,2:02,2,9,SFO 14,26,31,Drew Bledsoe pass incomplete intended for Jason Witten (defended by Jamie Winborn),4.110,3.240
4,1:56,3,9,SFO 14,32,31,"Drew Bledsoe pass complete to Keyshawn Johnson for 14 yards, touchdown",3.240,7.000
4,,,,,34,31,"Two Point Attempt: Drew Bledsoe pass complete to Keyshawn Johnson, conversion succeeds",1.000,1.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,,,,DAL 30,34,31,"Jose Cortez kicks off 56 yards, returned by Otis Amey for 9 yards (tackle by Keith Davis)",0.000,0.480
4,1:48,1,10,SFO 23,34,31,"Penalty on Eric Heitmann: False Start, 5 yards (no play)",0.480,0.000
4,1:48,1,15,SFO 18,34,31,Tim Rattay pass complete to Johnnie Morton for 4 yards (tackle by Scott Shanle),0.000,-0.200
4,1:32,2,11,SFO 22,34,31,Tim Rattay pass complete to Trent Smith for no gain,-0.200,-0.890
4,1:26,3,11,SFO 22,34,31,Tim Rattay pass complete to Arnaz Battle for 15 yards (tackle by Dat Nguyen),-0.890,1.400
4,1:06,1,10,SFO 37,34,31,Tim Rattay pass incomplete intended for Arnaz Battle (defended by Roy Williams),1.400,0.860
4,1:00,2,10,SFO 37,34,31,Tim Rattay pass incomplete intended for Otis Amey is intercepted by Dat Nguyen at SFO-43 and returned for 7 yards,0.860,-3.180
4,0:54,1,10,SFO 36,34,31,Julius Jones left tackle for -1 yards (tackle by Andre Carter and Marques Douglas),3.180,2.500
4,0:47,,,,34,31,Timeout #2 by San Francisco 49ers,0.000,2.500
4,0:47,2,11,SFO 37,34,31,Drew Bledsoe kneels for no gain,2.500,1.820
4,0:43,3,11,SFO 37,34,31,Drew Bledsoe kneels for -1 yards,1.820,0.720
4,0:20,4,12,SFO 38,34,31,"Penalty on Drew Bledsoe: Delay of Game, 5 yards (no play)",0.720,0.400
4,0:03,4,17,SFO 43,34,31,Drew Bledsoe pass incomplete intended for Terry Glenn,0.400,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
