Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
1,5:22,4,1,NYJ 1,0,0,Jamal Lewis left tackle for no gain (tackle by John Abraham),3.550,0.380
1,5:16,1,10,NYJ 1,0,0,Quincy Carter left guard for 3 yards (tackle by Adalius Thomas),-0.380,-0.560
1,4:37,2,7,NYJ 4,0,0,Curtis Martin left guard for 6 yards (tackle by Ray Lewis),-0.560,-0.370
1,3:54,3,1,NYJ 10,0,0,Quincy Carter pass complete to Chris Baker for 19 yards (tackle by Ed Reed),-0.370,0.870
1,3:10,1,10,NYJ 29,0,0,Quincy Carter pass complete to Santana Moss for 17 yards (tackle by Ray Lewis),0.870,1.990
1,2:46,1,10,NYJ 46,0,0,Curtis Martin right end for 8 yards (tackle by Ed Reed),1.990,2.530
1,2:04,2,2,BAL 46,0,0,Curtis Martin left guard for no gain (tackle by Ray Lewis),2.530,1.820
1,1:23,3,2,BAL 46,0,0,Quincy Carter sacked by Marques Douglas for -3 yards,1.820,0.000
1,0:43,4,5,BAL 49,0,0,"Toby Gowin punts 37 yards, muffed catch by B.J. Sams, recovered by Kenyatta Wright and returned for no gain",0.000,4.780
1,0:34,1,10,BAL 12,0,0,Curtis Martin left guard for 8 yards (tackle by Will Demps and Gary Baxter),4.780,5.600
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,BAL 4,0,0,Curtis Martin right guard for 1 yard (tackle by Ray Lewis),5.600,5.060
2,15:00,3,1,BAL 3,0,0,Curtis Martin up the middle for 2 yards (tackle by Ray Lewis),5.060,6.970
2,13:39,1,1,BAL 1,0,6,"Curtis Martin right tackle for 1 yard, touchdown",6.970,7.000
2,,,,BAL 2,0,7,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,0,7,"Toby Gowin kicks off 64 yards, returned by B.J. Sams for 32 yards (tackle by Kenyatta Wright)",0.000,1.470
2,13:26,1,10,BAL 38,0,7,Kyle Boller pass complete to Randy Hymes for 14 yards,1.470,2.390
2,13:05,1,10,NYJ 48,0,7,Jamal Lewis up the middle for 2 yards (tackle by Eric Barton),2.390,2.120
2,12:30,2,8,NYJ 46,0,7,Kyle Boller pass incomplete intended for Clarence Moore (defended by David Barrett),2.120,1.420
2,12:26,3,8,NYJ 46,0,7,Kyle Boller pass incomplete intended for Clarence Moore,1.420,0.200
2,12:26,4,8,NYJ 46,0,7,"Dave Zastudil punts 36 yards, fair catch by Santana Moss",0.200,0.380
2,12:13,1,10,NYJ 10,0,7,Curtis Martin left guard for 1 yard (tackle by Ray Lewis),-0.380,-0.710
2,11:35,2,9,NYJ 11,0,7,Quincy Carter up the middle for 4 yards (tackle by Kelly Gregg and Ed Hartwell),-0.710,-0.840
2,10:46,3,5,NYJ 15,0,7,Curtis Martin right guard for 4 yards (tackle by Marques Douglas),-0.840,-2.140
2,10:02,4,1,NYJ 19,0,7,"Toby Gowin punts 53 yards, returned by B.J. Sams for 1 yard (tackle by Jerricho Cotchery)",-2.140,-0.870
2,9:52,1,10,BAL 29,0,7,Jamal Lewis right tackle for 2 yards (tackle by Eric Barton),0.870,0.600
2,9:11,2,8,BAL 31,0,7,Kyle Boller sacked by Dewayne Robertson and John Abraham for -6 yards,0.600,-0.890
2,8:39,3,14,BAL 25,0,7,Kyle Boller sacked by Bryan Thomas for -12 yards,-0.890,-2.490
2,8:10,4,26,BAL 13,0,7,"Dave Zastudil punts 59 yards, returned by Santana Moss for 32 yards (tackle by Musa Smith). Penalty on B.J. Askew: Offensive Holding, 10 yards",-2.490,-0.040
2,7:57,1,10,NYJ 18,0,7,Curtis Martin right tackle for 8 yards (tackle by Kelly Gregg and Ed Reed),0.040,0.680
2,7:20,2,2,NYJ 26,0,7,Curtis Martin left tackle for 7 yards (tackle by Ray Lewis),0.680,1.140
2,6:40,1,10,NYJ 33,0,7,Quincy Carter pass complete to Wayne Chrebet for 3 yards,1.140,1.000
2,6:17,2,7,NYJ 36,0,7,Quincy Carter pass complete to Justin McCareins for 16 yards (tackle by Corey Fuller),1.000,2.390
2,5:36,1,10,BAL 48,0,7,Quincy Carter sacked by Kelly Gregg for -5 yards,2.390,1.170
2,5:01,2,15,NYJ 47,0,7,LaMont Jordan left tackle for 10 yards (tackle by Corey Fuller and Will Demps),1.170,1.820
2,4:21,3,5,BAL 43,0,7,"Quincy Carter pass complete to LaMont Jordan for 25 yards (tackle by Ed Reed). Penalty on Ray Lewis: Personal Foul, 9 yards",1.820,5.140
2,3:49,1,9,BAL 9,0,13,"Curtis Martin left guard for 9 yards, touchdown",5.140,7.000
2,,,,BAL 2,0,14,Doug Brien kicks extra point good,0.000,0.000
2,,,,NYJ 30,0,14,"Toby Gowin kicks off 60 yards, returned by B.J. Sams for 30 yards (tackle by Toby Gowin)",0.000,1.600
2,3:36,1,10,BAL 40,0,14,Jamal Lewis right end for 2 yards (tackle by Victor Hobson and Jonathan Vilma),1.600,1.320
2,2:56,2,8,BAL 42,0,14,Kyle Boller pass incomplete intended for Kevin Johnson,1.320,0.630
2,2:48,3,8,BAL 42,0,14,Kyle Boller pass incomplete intended for Travis Taylor,0.630,-0.590
2,2:41,4,8,BAL 42,0,14,"Kordell Stewart punts 31 yards, returned by Santana Moss for 8 yards (tackle by Musa Smith)",-0.590,-1.270
2,2:30,1,10,NYJ 35,0,14,Quincy Carter pass complete to Curtis Martin for 1 yard (tackle by Gary Baxter),1.270,0.860
2,2:04,2,9,NYJ 36,0,14,Quincy Carter pass complete to Santana Moss for 47 yards (tackle by Ed Reed),0.860,4.440
2,1:56,1,10,BAL 17,0,14,"LaMont Jordan pass incomplete is intercepted by Ed Reed at NYJ-26 and returned for 104 yards. Penalty on Will Demps: Offensive Holding, 10 yards",4.440,-3.180
2,1:33,1,10,NYJ 36,0,14,Jamal Lewis for -2 yards (tackle by John Abraham),3.180,2.370
2,1:26,,,,0,14,Timeout #1 by Baltimore Ravens,0.000,2.370
2,1:26,2,12,NYJ 38,0,14,Kyle Boller pass incomplete intended for Travis Taylor,2.370,1.690
2,1:20,3,12,NYJ 38,0,14,Kyle Boller pass complete to Clarence Moore for 4 yards (tackle by Eric Barton),1.690,1.060
2,1:12,,,,0,14,Timeout #2 by Baltimore Ravens,0.000,1.060
2,1:12,4,8,NYJ 34,0,14,Kyle Boller pass complete to Chester Taylor for 23 yards (tackle by Erik Coleman),1.060,4.840
2,1:12,1,10,NYJ 11,0,14,"Kyle Boller pass incomplete. Penalty on NYJ: Defensive 12 On-field, 5 yards (no play)",4.840,5.990
2,0:52,1,5,NYJ 6,0,14,Jamal Lewis left guard for no gain (tackle by John Abraham),5.990,5.080
2,0:46,,,,0,14,Timeout #3 by Baltimore Ravens,0.000,5.080
2,0:46,2,5,NYJ 6,6,14,"Kyle Boller pass complete to Clarence Moore for 6 yards, touchdown",5.080,7.000
2,,,,NYJ 2,7,14,Matt Stover kicks extra point good,0.000,0.000
2,,,,BAL 30,7,14,"Matt Stover kicks off 70 yards, touchback",0.000,0.280
2,0:40,1,10,NYJ 20,7,14,Curtis Martin right tackle for 9 yards (tackle by Marques Douglas),0.280,0.950
2,0:33,,,,7,14,Timeout #1 by New York Jets,0.000,0.950
2,0:33,2,1,NYJ 29,7,14,Quincy Carter pass complete to Curtis Martin for 4 yards (tackle by Ray Lewis),0.950,1.140
2,0:23,,,,7,14,Timeout #2 by New York Jets,0.000,1.140
2,0:23,1,10,NYJ 33,7,14,Curtis Martin up the middle for 4 yards (tackle by Anthony Weaver and Adalius Thomas),1.140,1.130
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 30,7,14,"Matt Stover kicks off 62 yards, returned by B.J. Askew for 5 yards (tackle by Ovie Mughelli)",0.000,-0.320
3,14:50,1,10,NYJ 13,7,14,Quincy Carter pass incomplete intended for Jerricho Cotchery,-0.320,-0.770
3,14:47,2,10,NYJ 13,7,14,Curtis Martin left guard for 3 yards (tackle by Ray Lewis),-0.770,-1.060
3,14:07,3,7,NYJ 16,7,14,Quincy Carter sacked by Adalius Thomas for -4 yards,-1.060,-2.490
3,13:40,4,11,NYJ 12,7,14,"Toby Gowin punts 35 yards, fair catch by B.J. Sams",-2.490,-2.460
3,13:31,1,10,NYJ 47,7,14,Kyle Boller pass complete to Jamal Lewis for 17 yards (tackle by Jonathan Vilma),2.460,3.580
3,12:55,1,10,NYJ 30,7,14,Kyle Boller pass complete to Daniel Wilcox for 12 yards (tackle by Victor Hobson),3.580,4.370
3,12:18,1,10,NYJ 18,7,14,Jamal Lewis left guard for 7 yards (tackle by Erik Coleman),4.370,5.010
3,12:18,2,3,NYJ 11,7,14,Jamal Lewis right end for 2 yards (tackle by Reggie Tongue and John Abraham),5.010,4.740
3,10:47,3,1,NYJ 9,7,14,Jamal Lewis up the middle for 3 yards (tackle by Dewayne Robertson and Bryan Thomas),4.740,5.830
3,10:06,1,6,NYJ 6,7,14,Kyle Boller pass complete to Kevin Johnson for 2 yards (tackle by David Barrett),5.830,5.340
3,9:24,2,4,NYJ 4,7,14,Kyle Boller pass complete to Jamal Lewis for -2 yards (tackle by David Barrett),5.340,4.040
3,8:43,3,6,NYJ 6,7,14,Kyle Boller pass incomplete intended for Randy Hymes (defended by Donnie Abraham),4.040,2.990
3,8:38,4,6,NYJ 6,10,14,Matt Stover 24 yard field goal good,2.990,3.000
3,,,,BAL 30,10,14,"Matt Stover kicks off 61 yards, returned by LaMont Jordan for 17 yards (tackle by Musa Smith)",0.000,0.670
3,8:30,1,10,NYJ 26,10,14,Curtis Martin left tackle for 2 yards (tackle by Will Demps),0.670,0.400
3,7:52,2,8,NYJ 28,10,14,Quincy Carter pass incomplete intended for Justin McCareins,0.400,-0.300
3,7:45,3,8,NYJ 28,10,14,Quincy Carter pass complete to Santana Moss for 11 yards (tackle by Chad Williams),-0.300,1.530
3,7:03,1,10,NYJ 39,10,14,Quincy Carter pass incomplete intended for Wayne Chrebet,1.530,0.990
3,6:59,2,10,NYJ 39,10,14,Curtis Martin left tackle for 2 yards (tackle by Corey Fuller and Ray Lewis),0.990,0.560
3,6:18,3,8,NYJ 41,10,14,Quincy Carter pass complete to Wayne Chrebet for 3 yards (tackle by Ed Reed),0.560,-0.460
3,5:28,4,5,NYJ 44,10,14,"Penalty on Darrell McClover: False Start, 5 yards (no play)",-0.460,-0.780
3,5:28,4,10,NYJ 39,10,14,"Toby Gowin punts 40 yards, returned by B.J. Sams for 19 yards (tackle by B.J. Askew)",-0.780,-1.600
3,5:13,1,10,BAL 40,10,14,Kyle Boller pass incomplete intended for Clarence Moore,1.600,1.050
3,5:06,2,10,BAL 40,10,14,Jamal Lewis up the middle for 1 yard (tackle by Dewayne Robertson and Reggie Tongue),1.050,0.500
3,4:23,3,9,BAL 41,10,14,Kyle Boller pass incomplete intended for Chester Taylor,0.500,-0.650
3,4:17,4,9,BAL 41,10,14,"Kordell Stewart punts 34 yards, returned by Santana Moss for 13 yards (tackle by Musa Smith)",-0.650,-1.470
3,4:07,1,10,NYJ 38,10,14,Quincy Carter pass complete to Jerald Sowell for 2 yards (tackle by Chad Williams),1.470,1.190
3,3:30,2,8,NYJ 40,10,14,Curtis Martin left guard for 3 yards (tackle by Ray Lewis and Bart Scott),1.190,0.890
3,2:55,3,5,NYJ 43,10,14,Quincy Carter pass incomplete intended for Justin McCareins,0.890,-0.520
3,2:51,4,5,NYJ 43,10,14,Toby Gowin punts 28 yards,-0.520,-0.870
3,2:41,1,10,BAL 29,10,14,Jamal Lewis left end for 2 yards (tackle by David Barrett),0.870,0.600
3,1:57,2,8,BAL 31,10,14,"Jamal Lewis right tackle for 3 yards (tackle by James Reed). Penalty on Eric Barton: Face Mask (15 Yards), 15 yards",0.600,2.190
3,1:38,1,10,BAL 49,10,14,"Kyle Boller pass incomplete. Penalty on Terrell Buckley: Illegal Contact, 5 yards (no play)",2.190,2.520
3,1:33,1,10,NYJ 46,10,14,Jamal Lewis right tackle for 1 yard (tackle by Jonathan Vilma and Eric Barton),2.520,2.110
3,0:53,2,9,NYJ 45,10,14,Kyle Boller pass incomplete intended for Alan Ricard (defended by Victor Hobson),2.110,1.420
3,0:47,,,,10,14,Timeout #1 by Baltimore Ravens,0.000,1.420
3,0:47,3,9,NYJ 45,10,14,Kyle Boller pass incomplete intended for Clarence Moore,1.420,0.270
3,0:42,4,9,NYJ 45,10,14,Kordell Stewart punts 39 yards,0.270,0.380
3,0:33,1,10,NYJ 6,10,14,Curtis Martin left end for 2 yards (tackle by Ray Lewis),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,NYJ 8,10,14,Curtis Martin right tackle for 6 yards (tackle by Ma'ake Kemoeatu),-0.630,-0.480
4,13:36,3,2,NYJ 14,10,14,Quincy Carter pass complete to Wayne Chrebet for 13 yards (tackle by Ed Reed),-0.480,0.740
4,13:36,1,10,NYJ 27,10,14,LaMont Jordan left end for 4 yards (tackle by Adalius Thomas and Ed Hartwell),0.740,0.740
4,12:55,2,6,NYJ 31,10,14,Quincy Carter sacked by Marques Douglas and Kelly Gregg for -1 yards,0.740,-0.100
4,12:23,3,7,NYJ 30,10,14,Quincy Carter sacked by Chad Williams for -13 yards,-0.100,-2.320
4,12:09,4,20,NYJ 17,10,14,"Toby Gowin punts 49 yards, returned by B.J. Sams for 8 yards (tackle by Jerricho Cotchery). Penalty on Ovie Mughelli: Tripping, 10 yards",-2.320,-1.070
4,11:57,1,10,BAL 32,10,14,Kyle Boller pass incomplete,1.070,0.530
4,11:49,2,10,BAL 32,10,14,Kyle Boller pass complete to Travis Taylor for 3 yards (tackle by Reggie Tongue),0.530,0.230
4,11:10,3,7,BAL 35,10,14,Kyle Boller pass incomplete intended for Kevin Johnson,0.230,-1.040
4,11:05,4,7,BAL 35,10,14,"Kordell Stewart punts 31 yards, muffed catch by Justin McCareins, recovered by Justin McCareins and returned for no gain",-1.040,-1.330
4,10:56,1,10,NYJ 36,10,14,Curtis Martin right guard for no gain (tackle by Ed Hartwell and Kelly Gregg),1.330,0.790
4,10:19,2,10,NYJ 36,10,14,Curtis Martin left guard for no gain (tackle by Kelly Gregg and Marques Douglas),0.790,0.100
4,9:42,3,10,NYJ 36,10,14,Quincy Carter pass incomplete intended for Jonathan Carter,0.100,-0.980
4,9:38,4,10,NYJ 36,10,14,"Toby Gowin punts 44 yards, returned by B.J. Sams for 5 yards (tackle by Anthony Becht)",-0.980,-0.610
4,9:24,1,10,BAL 25,10,14,"Jamal Lewis right end for 8 yards (tackle by Reggie Tongue). Penalty on Reggie Tongue: Unnecessary Roughness, 15 yards",0.610,2.130
4,9:03,1,10,BAL 48,10,14,Jamal Lewis left guard for -2 yards (tackle by Bryan Thomas),2.130,1.310
4,8:25,2,12,BAL 46,10,14,Kyle Boller pass complete to Jamal Lewis for 5 yards (tackle by Jonathan Vilma),1.310,1.290
4,7:42,3,7,NYJ 49,10,14,Kyle Boller pass complete to Travis Taylor for 23 yards (tackle by Erik Coleman),1.290,3.840
4,6:59,1,10,NYJ 26,10,14,Kyle Boller pass complete to Travis Taylor for 6 yards (tackle by Donnie Abraham),3.840,4.110
4,6:20,2,4,NYJ 20,10,14,Jamal Lewis up the middle for 5 yards (tackle by John Abraham),4.110,4.580
4,5:41,1,10,NYJ 15,10,14,Jamal Lewis left guard for 2 yards (tackle by Victor Hobson and Trevor Johnson),4.580,4.280
4,4:58,2,8,NYJ 13,10,14,Jamal Lewis left tackle for 2 yards (tackle by Dewayne Robertson),4.280,3.780
4,4:21,3,6,NYJ 11,10,14,"Penalty on Orlando Brown: False Start, 5 yards (no play)",3.780,3.040
4,4:20,3,11,NYJ 16,16,14,"Kyle Boller pass complete to Clarence Moore for 16 yards, touchdown",3.040,7.000
4,,,,NYJ 2,17,14,Matt Stover kicks extra point good,0.000,0.000
4,,,,BAL 30,17,14,"Matt Stover kicks off 65 yards, returned by LaMont Jordan for 40 yards (tackle by Raymond Walls)",0.000,1.930
4,4:03,1,10,NYJ 45,17,14,Curtis Martin left end for 3 yards (tackle by Anthony Weaver and Jarret Johnson),1.930,1.790
4,3:23,2,7,NYJ 48,17,14,Quincy Carter pass incomplete intended for Chris Baker,1.790,1.090
4,3:16,3,7,NYJ 48,17,14,Quincy Carter pass complete to Justin McCareins for 14 yards (tackle by Corey Fuller),1.090,3.050
4,2:29,1,10,BAL 38,17,14,Curtis Martin up the middle for 21 yards (tackle by Ed Reed and Will Demps),3.050,4.440
4,2:00,1,10,BAL 17,17,14,Curtis Martin right guard for 5 yards (tackle by Anthony Weaver and Ray Lewis),4.440,4.690
4,1:22,2,5,BAL 12,17,14,Curtis Martin up the middle for -1 yards (tackle by Marques Douglas and Ma'ake Kemoeatu),4.690,3.680
4,0:55,,,,17,14,Timeout #1 by New York Jets,0.000,3.680
4,0:55,3,6,BAL 13,17,14,Quincy Carter up the middle for 9 yards (tackle by Marques Douglas and Bart Scott),3.680,6.280
4,0:18,1,4,BAL 4,17,14,LaMont Jordan right guard for 1 yard (tackle by Ed Hartwell and Ray Lewis),6.280,5.530
4,0:14,,,,17,14,Timeout #2 by New York Jets,0.000,0.000
4,0:14,,,,17,14,Timeout #2 by Baltimore Ravens,0.000,5.530
4,0:14,2,3,BAL 3,17,14,Quincy Carter pass incomplete,5.530,4.720
4,0:08,,,,17,14,Timeout #3 by New York Jets,0.000,4.720
4,0:08,3,3,BAL 3,17,17,Doug Brien 20 yard field goal good,4.720,3.000
4,,,,NYJ 30,17,17,"Toby Gowin kicks off 59 yards, returned by B.J. Sams for 17 yards (tackle by Trevor Johnson)",0.000,-0.170
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,3,3,BAL 30,17,17,"Matt Stover kicks off 70 yards, touchback",0.170,0.280
OT,15:00,1,10,NYJ 20,17,17,Curtis Martin left guard for 2 yards (tackle by Kelly Gregg),0.280,0.000
OT,14:27,2,8,NYJ 22,17,17,Quincy Carter pass incomplete intended for Justin McCareins (defended by Will Demps),0.000,-0.690
OT,14:19,3,8,NYJ 22,17,17,Quincy Carter up the middle for 2 yards (tackle by Marques Douglas and Adalius Thomas),-0.690,-1.770
OT,13:47,4,6,NYJ 24,17,17,"Toby Gowin punts 41 yards, returned by B.J. Sams for 9 yards (tackle by B.J. Askew)",-1.770,-1.860
OT,13:35,1,10,BAL 44,17,17,Kyle Boller right end for 1 yard (tackle by Bryan Thomas),1.860,1.450
OT,13:11,2,9,BAL 45,17,17,Jamal Lewis right tackle for 4 yards (tackle by Dewayne Robertson and Jason Ferguson),1.450,1.290
OT,12:30,3,5,BAL 49,17,17,Kyle Boller pass incomplete intended for Randy Hymes (defended by Terrell Buckley),1.290,-0.130
OT,12:22,4,5,BAL 49,17,17,Kordell Stewart punts 42 yards,-0.130,0.380
OT,12:10,1,10,NYJ 9,17,17,Quincy Carter right end for 4 yards (tackle by Ed Hartwell),-0.380,-0.480
OT,11:30,2,6,NYJ 13,17,17,Curtis Martin left tackle for 3 yards (tackle by Bart Scott),-0.480,-0.600
OT,10:50,3,3,NYJ 16,17,17,Quincy Carter pass incomplete intended for Justin McCareins,-0.600,-2.390
OT,10:42,4,3,NYJ 16,17,17,"Toby Gowin punts 43 yards, returned by B.J. Sams for 3 yards (tackle by James Dearth)",-2.390,-1.860
OT,10:31,1,10,BAL 44,17,17,Jamal Lewis left end for 2 yards (tackle by David Barrett),1.860,1.590
OT,10:08,2,8,BAL 46,17,17,Jamal Lewis right tackle for 3 yards (tackle by Jason Ferguson),1.590,1.290
OT,9:30,3,5,BAL 49,17,17,Kyle Boller pass complete to Kevin Johnson for 21 yards (tackle by Reggie Tongue and Donnie Abraham),1.290,3.580
OT,8:51,1,10,NYJ 30,17,17,Jamal Lewis left end for -4 yards (tackle by Victor Hobson and David Barrett),3.580,2.490
OT,8:11,2,14,NYJ 34,17,17,Kyle Boller pass incomplete intended for Travis Taylor,2.490,1.820
OT,8:06,3,14,NYJ 34,17,17,Kyle Boller pass complete to Travis Taylor for 10 yards (tackle by Reggie Tongue and Donnie Abraham),1.820,1.940
OT,7:39,3,14,NYJ 34,17,17,Timeout #1 by New York Jets,1.820,1.940
OT,7:39,4,4,NYJ 24,20,17,Matt Stover 42 yard field goal good,1.940,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
