Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
3,14:55,1,10,STL 20,13,10,Steven Jackson right tackle for 6 yards (tackle by Corey Williams and Kyle Vanden Bosch),0.280,0.540
3,14:11,2,4,STL 26,13,10,Steven Jackson left tackle for 1 yard (tackle by Stephen Tulloch and Cliff Avril),0.540,-0.030
3,13:31,3,3,STL 27,13,10,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",-0.030,-0.690
3,13:07,3,8,STL 22,13,10,Sam Bradford sacked by Ndamukong Suh for -12 yards,-0.690,-2.490
3,12:36,4,20,STL 10,13,10,"John Hekker punts 46 yards, returned by Stefan Logan for 15 yards (tackle by Josh Hull)",-2.490,-2.850
3,12:23,1,10,STL 41,13,10,Matthew Stafford pass complete short left to Nate Burleson for 10 yards (tackle by Janoris Jenkins),2.850,3.510
3,11:56,1,10,STL 31,13,10,Kevin Smith left tackle for 1 yard (tackle by Quintin Mikell),3.510,3.100
3,11:13,2,9,STL 30,13,10,Matthew Stafford sacked by Robert Quinn for -9 yards,3.100,1.220
3,10:36,3,18,STL 39,13,10,"Penalty on Chris Long: Neutral Zone Infraction, 5 yards (no play)",1.220,1.880
3,10:17,3,13,STL 34,13,10,Matthew Stafford pass complete short middle to Nate Burleson for 8 yards (tackle by Craig Dahl),1.880,1.790
3,9:34,4,5,STL 26,13,13,Jason Hanson 45 yard field goal good,1.790,3.000
3,9:29,,,DET 35,13,13,"Jason Hanson kicks off 72 yards, touchback",0.000,0.280
3,9:29,1,10,STL 20,13,13,Sam Bradford pass complete short middle to Danny Amendola for 9 yards (tackle by Justin Durant),0.280,0.950
3,8:49,2,1,STL 29,13,13,"Sam Bradford pass complete short middle to Danny Amendola for 6 yards (tackle by Stephen Tulloch). Penalty on Rokevious Watkins: Offensive Holding, 10 yards (no play)",0.950,-0.460
3,8:24,2,11,STL 19,13,13,Sam Bradford pass incomplete deep right intended for Danny Amendola,-0.460,-1.140
3,8:18,3,11,STL 19,13,13,Sam Bradford pass complete short right to Steven Jackson for 5 yards (tackle by Stephen Tulloch),-1.140,-1.770
3,7:43,4,6,STL 24,13,13,"John Hekker punts 45 yards, returned by Stefan Logan for 14 yards (tackle by Rodney McLeod)",-1.770,-1.930
3,7:30,1,10,DET 45,13,13,Kevin Smith right tackle for 8 yards (tackle by Kendall Langford),1.930,2.460
3,6:48,2,2,STL 47,13,13,Matthew Stafford pass complete short right to Stefan Logan for -1 yards (tackle by Cortland Finnegan and Rocky McIntosh),2.460,1.620
3,6:07,3,3,STL 48,13,13,Matthew Stafford pass incomplete short right intended for Nate Burleson,1.620,0.070
3,6:03,4,3,STL 48,13,13,"Ben Graham punts 40 yards, fair catch by Danny Amendola. Penalty on Doug Hogue: Illegal Formation, 5 yards",0.070,0.320
3,5:55,1,10,STL 13,13,13,Steven Jackson left tackle for 3 yards (tackle by Justin Durant),-0.320,-0.440
3,5:16,2,7,STL 16,13,13,Sam Bradford pass complete short right to Lance Kendricks for 8 yards (tackle by Justin Durant),-0.440,0.540
3,4:36,1,10,STL 24,13,13,Sam Bradford pass incomplete deep left intended for Steve Smith,0.540,0.000
3,4:30,2,10,STL 24,13,13,Sam Bradford pass complete short left to Brandon Gibson for 7 yards,0.000,0.230
3,3:47,3,3,STL 31,13,13,Sam Bradford pass incomplete short middle intended for Danny Amendola,0.230,-1.310
3,3:43,4,3,STL 31,13,13,"John Hekker punts 43 yards, returned by Stefan Logan for 9 yards (tackle by Chris Givens)",-1.310,-1.270
3,3:30,1,10,DET 35,13,13,Matthew Stafford pass incomplete deep left intended for Tony Scheffler (defended by Cortland Finnegan),1.270,0.720
3,3:24,2,10,DET 35,13,13,Matthew Stafford pass incomplete deep right intended for Titus Young,0.720,0.040
3,3:19,3,10,DET 35,13,13,Matthew Stafford pass complete deep middle to Nate Burleson for 21 yards (tackle by Cortland Finnegan),0.040,2.650
3,2:37,1,10,STL 44,13,13,Kevin Smith left tackle for -3 yards (tackle by Jo-Lonn Dunbar),2.650,1.710
3,1:58,2,13,STL 47,13,13,Matthew Stafford pass complete short middle to Matthew Stafford for 3 yards (tackle by Cortland Finnegan),1.710,0.000
3,1:10,,,,13,13,Timeout #1 by Detroit Lions,0.000,1.420
3,1:10,3,10,STL 44,13,13,Matthew Stafford pass incomplete short left intended for Kevin Smith,1.420,0.330
3,1:05,4,10,STL 44,13,13,"Ben Graham punts 36 yards, fair catch by Danny Amendola",0.330,0.380
3,0:57,1,10,STL 8,13,13,Steven Jackson left tackle for 6 yards (tackle by Corey Williams and Justin Durant),-0.380,-0.320
3,0:14,2,4,STL 14,13,13,Steven Jackson left end for 6 yards (tackle by Justin Durant and Erik Coleman),-0.320,0.280
Quarter,Time,Down,ToGo,Location,STL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 20,13,13,Steven Jackson up the middle for 1 yard (tackle by Stephen Tulloch and Kyle Vanden Bosch),0.280,-0.130
4,14:22,2,9,STL 21,13,13,"Sam Bradford sacked by Corey Williams for -5 yards. Sam Bradford fumbles (forced by Corey Williams), recovered by Harvey Dahl at STL-13",-0.130,-2.190
4,13:44,3,17,STL 13,13,13,Daryl Richardson right end for 9 yards (tackle by Stephen Tulloch),-2.190,-1.900
4,13:05,4,8,STL 22,13,13,"John Hekker punts 57 yards, returned by Stefan Logan for -6 yards (tackle by Quinton Pointer). Penalty on Jonte Green: Offensive Holding, 7 yards",-1.900,0.380
4,12:54,1,10,DET 8,13,13,Matthew Stafford pass incomplete short right intended for Kevin Smith,-0.380,-0.780
4,12:50,2,10,DET 8,13,13,Matthew Stafford pass incomplete deep middle intended for Titus Young,-0.780,-1.420
4,12:45,3,10,DET 8,13,13,Matthew Stafford pass incomplete deep right intended for Brandon Pettigrew,-1.420,-2.490
4,12:39,4,10,DET 8,13,13,"Ben Graham punts 45 yards, returned by Danny Amendola for 6 yards (tackle by Will Heller)",-2.490,-2.460
4,12:27,1,10,DET 47,13,13,Danny Amendola left end for 2 yards (tackle by Corey Williams),2.460,2.180
4,11:49,2,8,DET 45,13,13,Steven Jackson up the middle for 5 yards (tackle by Amari Spievey),2.180,2.150
4,11:08,3,3,DET 40,13,13,Sam Bradford pass complete short middle to Steve Smith for 16 yards (tackle by Drayton Florence),2.150,3.970
4,10:33,1,10,DET 24,13,13,Steven Jackson left end for 1 yard (tackle by Stephen Tulloch and John Wendling),3.970,3.570
4,9:51,2,9,DET 23,19,13,"Sam Bradford pass complete deep left to Brandon Gibson for 23 yards, touchdown",3.570,7.000
4,9:51,,,DET 2,20,13,Greg Zuerlein kicks extra point good,0.000,0.000
4,9:45,,,STL 35,20,13,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.280
4,9:45,1,10,DET 20,20,13,Matthew Stafford pass complete short right to Brandon Pettigrew for 20 yards (tackle by James Laurinaitis and Bradley Fletcher),0.280,1.600
4,9:05,1,10,DET 40,20,13,Matthew Stafford pass complete short right to Brandon Pettigrew for 18 yards (tackle by Quintin Mikell and Jo-Lonn Dunbar),1.600,2.790
4,8:34,1,10,STL 42,20,13,Kevin Smith left tackle for 13 yards (tackle by Craig Dahl),2.790,3.640
4,7:57,1,10,STL 29,20,13,Matthew Stafford pass complete deep middle to Brandon Pettigrew for 24 yards (tackle by Quintin Mikell),3.640,6.060
4,7:24,1,5,STL 5,20,19,"Kevin Smith left tackle for 5 yards, touchdown",6.060,7.000
4,7:24,,,STL 2,20,20,Jason Hanson kicks extra point good,0.000,0.000
4,7:19,,,DET 35,20,20,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
4,7:19,1,10,STL 20,20,20,Sam Bradford pass incomplete short right intended for Brandon Gibson,0.280,-0.270
4,7:13,2,10,STL 20,20,20,Sam Bradford pass complete short middle to Mike McNeill for 10 yards (tackle by Justin Durant and DeAndre Levy),-0.270,0.940
4,6:43,1,10,STL 30,20,20,Steven Jackson up the middle for 1 yard (tackle by Corey Williams and Stephen Tulloch),0.940,0.530
4,6:05,2,9,STL 31,20,20,Sam Bradford pass complete short right to Brandon Gibson for 10 yards (tackle by John Wendling),0.530,1.660
4,5:41,1,10,STL 41,20,20,Steven Jackson left end for 4 yards (tackle by DeAndre Levy),1.660,1.660
4,5:00,2,6,STL 45,20,20,Steven Jackson left tackle for 1 yard (tackle by Kyle Vanden Bosch),1.660,1.090
4,4:18,3,5,STL 46,20,20,Sam Bradford pass complete short middle to Danny Amendola for 14 yards (tackle by Erik Coleman),1.090,2.920
4,3:42,1,10,DET 40,20,20,Steven Jackson right tackle for no gain (tackle by DeAndre Levy),2.920,2.370
4,2:59,2,10,DET 40,20,20,Sam Bradford pass complete short right to Brandon Gibson for 11 yards (tackle by Drayton Florence),2.370,3.640
4,2:51,1,10,DET 29,20,20,Steven Jackson right tackle for -2 yards (tackle by Justin Durant),3.640,0.000
4,2:45,,,,20,20,Timeout #2 by Detroit Lions,0.000,2.830
4,2:45,2,12,DET 31,20,20,Sam Bradford right end for 3 yards (tackle by Justin Durant),2.830,0.000
4,2:03,,,,20,20,Timeout #1 by St. Louis Rams,0.000,2.540
4,2:03,3,9,DET 28,20,20,Sam Bradford pass incomplete short left intended for Danny Amendola,2.540,1.590
4,2:00,4,9,DET 28,23,20,Greg Zuerlein 46 yard field goal good,1.590,3.000
4,1:55,,,STL 35,23,20,"Greg Zuerlein kicks off 72 yards, touchback",0.000,0.280
4,1:55,1,10,DET 20,23,20,Matthew Stafford pass complete deep middle to Calvin Johnson for 20 yards (tackle by Craig Dahl),0.280,1.600
4,1:30,1,10,DET 40,23,20,Matthew Stafford pass incomplete short right intended for Brandon Pettigrew (defended by Bradley Fletcher),1.600,1.050
4,1:25,2,10,DET 40,23,20,Matthew Stafford pass complete short left to Nate Burleson for 20 yards (tackle by Craig Dahl),1.050,2.920
4,1:00,1,10,STL 40,23,20,Matthew Stafford pass complete short middle to Tony Scheffler for 5 yards (tackle by Cortland Finnegan),2.920,3.050
4,0:40,2,5,STL 35,23,20,Matthew Stafford pass complete short middle to Kevin Smith for 9 yards (tackle by Rocky McIntosh),3.050,0.000
4,0:35,,,,23,20,Timeout #3 by Detroit Lions,0.000,3.840
4,0:35,1,10,STL 26,23,20,Matthew Stafford pass complete short right to Tony Scheffler for 3 yards (tackle by Cortland Finnegan),3.840,3.700
4,0:30,2,7,STL 23,23,20,Matthew Stafford pass complete deep middle to Calvin Johnson for 18 yards (tackle by Quintin Mikell),3.700,6.060
4,0:17,1,5,STL 5,23,20,Matthew Stafford spiked the ball,6.060,5.150
4,0:15,2,5,STL 5,23,26,"Matthew Stafford pass complete short right to Kevin Smith for 5 yards, touchdown",5.150,7.000
4,0:15,,,STL 2,23,27,Jason Hanson kicks extra point good,0.000,0.000
4,0:10,,,DET 35,23,27,"Jason Hanson kicks off 72 yards, touchback",0.000,0.280
4,0:10,1,10,STL 20,23,27,"Sam Bradford pass complete short middle to Danny Amendola for 15 yards, lateral to Robert Turner for 4 yards (tackle by DeAndre Levy)",0.280,0.000
4,0:02,,,,23,27,Timeout #2 by St. Louis Rams,0.000,1.530
4,0:02,1,10,STL 39,23,27,Sam Bradford up the middle for 1 yard (tackle by Cliff Avril),1.530,1.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
