Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
1,5:27,1,10,WAS 46,0,0,Ryan Torain right end for 10 yards (tackle by E.J. Biggers and Corey Lynch),1.990,2.650
1,4:46,1,10,TAM 44,0,0,Ryan Torain right end for 1 yard (tackle by Quincy Black and Tim Crowder),2.650,2.250
1,4:02,2,9,TAM 43,0,0,Donovan McNabb pass incomplete short middle intended for Chris Cooley (defended by Tim Crowder),2.250,1.550
1,3:56,3,9,TAM 43,0,0,Donovan McNabb sacked by Quincy Black for -12 yards,1.550,-0.390
1,3:31,4,21,WAS 45,0,0,"Hunter Smith punts 34 yards, fair catch by Micheal Spurlock",-0.390,-0.340
1,3:24,1,10,TAM 21,0,0,LeGarrette Blount left end for 3 yards (tackle by London Fletcher and Phillip Buchanon),0.340,0.210
1,2:49,2,7,TAM 24,0,0,Josh Freeman pass incomplete short middle intended for LeGarrette Blount,0.210,-0.490
1,2:41,3,7,TAM 24,0,0,Josh Freeman pass incomplete short right intended for Micheal Spurlock (defended by DeAngelo Hall),-0.490,-1.770
1,2:37,4,7,TAM 24,0,0,"Robert Malone punts 38 yards, returned by Brandon Banks for 3 yards (tackle by Andrew Economos)",-1.770,-1.660
1,2:22,1,10,WAS 41,0,0,Ryan Torain left tackle for 12 yards (tackle by Sean Jones and E.J. Biggers),1.660,2.460
1,1:49,1,10,TAM 47,0,0,Ryan Torain left end for 4 yards (tackle by Al Woods and Roy Miller),2.460,2.450
1,1:07,2,6,TAM 43,0,0,Ryan Torain middle for 3 yards (tackle by Quincy Black and Barrett Ruud),2.450,2.150
1,0:27,3,3,TAM 40,0,0,Donovan McNabb pass complete short middle to Santana Moss for 8 yards (tackle by Elbert Mack and Ronde Barber),2.150,3.450
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,TAM 32,0,0,Ryan Torain left end for 3 yards (tackle by Ronde Barber),3.450,3.310
2,14:28,2,7,TAM 29,0,0,Ryan Torain left tackle for 2 yards (tackle by Michael Bennett),3.310,2.870
2,13:48,3,5,TAM 27,0,0,Keiland Williams right guard for 7 yards (tackle by Quincy Black and Ronde Barber),2.870,4.240
2,13:12,1,10,TAM 20,0,0,Ryan Torain middle for 12 yards (tackle by Roy Miller and Corey Lynch),4.240,5.370
2,12:31,1,8,TAM 8,0,0,Ryan Torain middle for -4 yards (tackle by Barrett Ruud),5.370,3.860
2,11:49,,,,0,0,Timeout #1 by Washington Redskins,0.000,3.860
2,11:49,2,12,TAM 12,0,0,Donovan McNabb pass incomplete short middle intended for Santana Moss (defended by Tim Crowder),3.860,3.100
2,11:45,3,12,TAM 12,0,0,Keiland Williams right end for 6 yards (tackle by Corey Lynch and Ronde Barber),3.100,2.990
2,11:21,4,6,TAM 6,0,0,Graham Gano 24 yard field goal no good,2.990,-0.280
2,11:16,1,10,TAM 20,0,0,LeGarrette Blount middle for -1 yards (tackle by Adam Carriker),0.280,-0.460
2,10:36,2,11,TAM 19,0,0,Earnest Graham right end for 2 yards (tackle by Brian Orakpo and Rocky McIntosh),-0.460,-0.820
2,9:56,3,9,TAM 21,0,0,Josh Freeman pass complete short left to Sammie Stroughter for 11 yards (tackle by Kareem Moore),-0.820,1.070
2,9:29,1,10,TAM 32,0,0,"LeGarrette Blount right end for 14 yards (tackle by DeAngelo Hall). LeGarrette Blount fumbles (forced by DeAngelo Hall), recovered by DeAngelo Hall at WAS-46 (tackle by John Gilmore)",1.070,-1.990
2,9:17,1,10,WAS 46,0,0,Ryan Torain left tackle for 1 yard (tackle by Al Woods and Sean Jones),1.990,1.590
2,8:43,2,9,WAS 47,0,0,Ryan Torain right end for 4 yards (tackle by Stylez G. White and Al Woods),1.590,1.420
2,8:04,3,5,TAM 49,0,0,Donovan McNabb pass complete short middle to Santana Moss for 22 yards (tackle by E.J. Biggers and Ronde Barber),1.420,3.780
2,7:29,1,10,TAM 27,0,0,Donovan McNabb pass complete short left to Santana Moss for 21 yards (tackle by Ronde Barber),3.780,5.830
2,6:57,1,6,TAM 6,0,0,Ryan Torain middle for no gain (tackle by Sean Jones and Adam Hayward),5.830,4.950
2,6:21,2,6,TAM 6,0,0,Donovan McNabb pass complete short right to Santana Moss for 2 yards (tackle by Quincy Black and E.J. Biggers),4.950,4.490
2,5:36,3,4,TAM 4,0,0,Donovan McNabb pass complete short right to Ryan Torain for 3 yards (tackle by Quincy Black),4.490,3.550
2,4:58,4,1,TAM 1,0,6,"Donovan McNabb pass complete short left to Logan Paulsen for 1 yard, touchdown",3.550,7.000
2,,,,TAM 2,0,7,Graham Gano kicks extra point good,0.000,0.000
2,,,,WAS 30,0,7,"Graham Gano kicks off 64 yards, returned by Micheal Spurlock for 19 yards (tackle by Reed Doughty)",0.000,0.610
2,4:46,1,10,TAM 25,0,7,Josh Freeman pass complete deep right to Arrelious Benn for 64 yards (tackle by DeAngelo Hall and Kareem Moore),0.610,4.840
2,4:00,1,10,WAS 11,0,7,LeGarrette Blount right guard for 2 yards (tackle by Reed Doughty and Brian Orakpo),4.840,4.510
2,3:16,2,8,WAS 9,0,7,Cadillac Williams right guard for 2 yards (tackle by London Fletcher),4.510,3.980
2,2:33,3,6,WAS 7,0,7,Josh Freeman pass incomplete short middle intended for Mike Williams,3.980,2.980
2,2:27,4,6,WAS 7,3,7,Connor Barth 25 yard field goal good,2.980,3.000
2,,,,TAM 30,3,7,"Connor Barth kicks off 48 yards, returned by Mike Sellers for 18 yards (tackle by Maurice Stovall)",0.000,1.600
2,2:17,1,10,WAS 40,3,7,Ryan Torain right end for 19 yards (tackle by E.J. Biggers and Barrett Ruud),1.600,2.850
2,2:00,1,10,TAM 41,3,7,Donovan McNabb pass complete short middle to Keiland Williams for 36 yards (tackle by Barrett Ruud),2.850,6.060
2,1:50,1,5,TAM 5,3,7,Keiland Williams middle for 3 yards (tackle by Corey Lynch and E.J. Biggers),6.060,5.720
2,1:05,,,,3,7,Timeout #2 by Washington Redskins,0.000,5.720
2,1:05,2,2,TAM 2,3,7,Keiland Williams right guard for no gain (tackle by Michael Bennett and Quincy Black),5.720,4.950
2,0:20,,,,3,7,Timeout #3 by Washington Redskins,0.000,4.950
2,0:20,3,2,TAM 2,3,7,"Penalty on Donovan McNabb: Delay of Game, 5 yards (no play)",4.950,3.810
2,0:20,3,7,TAM 7,3,7,Donovan McNabb pass incomplete short left intended for Keiland Williams,3.810,2.970
2,0:14,4,7,TAM 7,3,10,Graham Gano 25 yard field goal good,2.970,3.000
2,,,,WAS 30,3,10,"Graham Gano kicks off 41 yards, muffed catch by Preston Parker, recovered by Preston Parker at TB-34, and returned for 4 yards",0.000,1.470
2,0:10,1,10,TAM 38,3,10,Josh Freeman kneels for -1 yards,1.470,0.790
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,3,10,--,0.000,-3.310
3,14:55,1,10,WAS 34,3,10,LeGarrette Blount middle for no gain (tackle by Reed Doughty),3.310,2.770
3,14:19,2,10,WAS 34,3,10,"Josh Freeman pass complete short middle to John Gilmore for 5 yards (tackle by Brian Orakpo). Penalty on James Lee: Offensive Holding, 9 yards (no play)",2.770,1.550
3,13:44,,,,3,10,Timeout #1 by Tampa Bay Buccaneers,0.000,1.550
3,13:44,2,19,WAS 43,3,10,Josh Freeman pass complete short right to Cadillac Williams for 3 yards (tackle by London Fletcher),1.550,1.290
3,13:04,3,16,WAS 40,3,10,"Josh Freeman pass complete short middle to Sammie Stroughter for 5 yards (tackle by DeAngelo Hall and Vonnie Holliday). Penalty on Rocky McIntosh: Defensive Offside, 5 yards (no play)",1.290,1.950
3,12:41,3,11,WAS 35,3,10,Josh Freeman pass complete short right to Cadillac Williams for 9 yards (tackle by Reed Doughty),1.950,1.860
3,11:54,4,2,WAS 26,6,10,Connor Barth 44 yard field goal good,1.860,3.000
3,,,,TAM 30,6,10,"Connor Barth kicks off 66 yards, returned by Brandon Banks for 21 yards (tackle by Elbert Mack)",0.000,0.610
3,11:41,1,10,WAS 25,6,10,Ryan Torain left tackle for 1 yard (tackle by Michael Bennett),0.610,0.200
3,11:03,2,9,WAS 26,6,10,Ryan Torain left end for no gain (tackle by Roy Miller and Geno Hayes),0.200,-0.490
3,10:21,3,9,WAS 26,6,10,Donovan McNabb pass complete short middle to Anthony Armstrong for 5 yards (tackle by Quincy Black),-0.490,-1.310
3,9:50,4,4,WAS 31,6,10,"Hunter Smith punts 38 yards, returned by Micheal Spurlock for 8 yards (tackle by Lorenzo Alexander)",-1.310,-1.530
3,9:40,1,10,TAM 39,6,10,Arrelious Benn left end for 17 yards (tackle by DeAngelo Hall),1.530,2.650
3,9:11,1,10,WAS 44,6,10,LeGarrette Blount middle for no gain (tackle by Reed Doughty and Lorenzo Alexander),2.650,2.110
3,8:31,2,10,WAS 44,6,10,Josh Freeman pass complete short left to Cadillac Williams for 11 yards (tackle by Rocky McIntosh and London Fletcher),2.110,3.380
3,7:46,1,10,WAS 33,6,10,LeGarrette Blount left guard for 3 yards (tackle by Kedric Golston and Reed Doughty),3.380,3.240
3,7:06,2,7,WAS 30,6,10,Josh Freeman sacked by Phillip Daniels and Kedric Golston for -4 yards,3.240,2.010
3,6:34,3,11,WAS 34,6,10,Josh Freeman pass complete short right to Kellen Winslow for 11 yards (tackle by London Fletcher),2.010,4.040
3,5:52,1,10,WAS 23,6,10,LeGarrette Blount right end for 4 yards (tackle by Reed Doughty),4.040,4.050
3,5:08,2,6,WAS 19,6,10,LeGarrette Blount right guard for 2 yards (tackle by London Fletcher),4.050,3.660
3,4:22,3,4,WAS 17,6,10,Josh Freeman pass incomplete short right intended for Micheal Spurlock (defended by London Fletcher),3.660,2.390
3,4:16,4,4,WAS 17,9,10,Connor Barth 35 yard field goal good,2.390,3.000
3,,,,TAM 30,9,10,"Connor Barth kicks off 49 yards, returned by Mike Sellers for 10 yards (tackle by Maurice Stovall). Penalty on Elbert Mack: Offside on Free Kick, 5 yards",0.000,1.330
3,4:11,1,10,WAS 36,9,10,Donovan McNabb pass complete short left to Fred Davis for -5 yards (tackle by Stylez G. White),1.330,0.120
3,3:21,2,15,WAS 31,9,10,Donovan McNabb pass incomplete short left intended for Anthony Armstrong (defended by Geno Hayes),0.120,-0.560
3,3:18,3,15,WAS 31,9,10,Donovan McNabb pass complete short left to Santana Moss for 14 yards (tackle by Myron Lewis),-0.560,-0.390
3,2:39,4,1,WAS 45,9,10,"Hunter Smith punts 35 yards, fair catch by Micheal Spurlock",-0.390,-0.280
3,2:32,1,10,TAM 20,9,10,Josh Freeman pass complete short middle to Mike Williams for 15 yards (tackle by Rocky McIntosh),0.280,1.270
3,1:52,1,10,TAM 35,9,10,Josh Freeman pass complete short left to Arrelious Benn for 10 yards (tackle by Phillip Buchanon),1.270,1.930
3,1:20,1,10,TAM 45,9,10,Cadillac Williams left tackle for 4 yards (tackle by London Fletcher and Phillip Buchanon),1.930,1.920
3,0:40,2,6,TAM 49,9,10,Josh Freeman pass complete short right to Arrelious Benn for 5 yards (tackle by Reed Doughty and Lorenzo Alexander),1.920,1.880
Quarter,Time,Down,ToGo,Location,TAM,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,WAS 46,9,10,Josh Freeman left guard for 2 yards (tackle by Rocky McIntosh),1.880,2.650
4,14:22,1,10,WAS 44,9,10,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by DeAngelo Hall),2.650,2.110
4,14:13,2,10,WAS 44,9,10,Josh Freeman pass incomplete short right intended for Kellen Winslow,2.110,1.420
4,14:07,3,10,WAS 44,9,10,Josh Freeman pass complete deep middle to Arrelious Benn for 43 yards (tackle by Kareem Moore),1.420,6.970
4,13:18,1,1,WAS 1,9,10,"Josh Freeman for no gain. Josh Freeman fumbles, recovered by London Fletcher at WAS-0",6.970,-0.280
4,13:15,1,10,WAS 20,9,10,Donovan McNabb pass incomplete short right intended for Santana Moss (defended by E.J. Biggers),0.280,-0.270
4,13:09,2,10,WAS 20,9,10,Ryan Torain right end for 3 yards (tackle by Tim Crowder),-0.270,-0.560
4,12:27,3,7,WAS 23,9,10,Donovan McNabb pass incomplete short middle intended for Keiland Williams,-0.560,-1.830
4,12:21,4,7,WAS 23,9,10,"Hunter Smith punts 50 yards, returned by Micheal Spurlock for 11 yards (tackle by H.B. Blades)",-1.830,-1.470
4,12:10,1,10,TAM 38,9,10,Josh Freeman middle for 7 yards (tackle by Rocky McIntosh),1.470,1.870
4,11:29,2,3,TAM 45,9,10,Cadillac Williams left guard for no gain (tackle by Reed Doughty and London Fletcher),1.870,1.160
4,10:44,3,3,TAM 45,9,10,Josh Freeman pass incomplete,1.160,-0.390
4,10:37,4,3,TAM 45,9,10,"Robert Malone punts 53 yards, returned by Brandon Banks for 8 yards (tackle by Earnest Graham)",-0.390,0.380
4,10:21,1,10,WAS 10,9,10,Donovan McNabb pass complete short right to Mike Sellers for 25 yards (tackle by Corey Lynch and Adam Hayward),-0.380,1.270
4,9:34,1,10,WAS 35,9,10,Donovan McNabb pass incomplete short left intended for Mike Sellers (defended by Adam Hayward),1.270,0.720
4,9:29,2,10,WAS 35,9,10,Ryan Torain right end for 12 yards (tackle by Corey Lynch),0.720,2.060
4,8:54,1,10,WAS 47,9,10,Ryan Torain right tackle for 2 yards (tackle by Roy Miller),2.060,1.790
4,8:15,2,8,WAS 49,9,10,Donovan McNabb sacked by Geno Hayes for -5 yards,1.790,0.430
4,7:40,3,13,WAS 44,9,10,Donovan McNabb pass incomplete short middle intended for Keiland Williams,0.430,-0.460
4,7:33,4,13,WAS 44,9,10,Hunter Smith punts 36 yards,-0.460,-0.280
4,7:22,1,10,TAM 20,9,10,LeGarrette Blount left tackle for 10 yards (tackle by Phillip Buchanon and Lorenzo Alexander),0.280,0.940
4,6:46,1,10,TAM 30,9,10,Josh Freeman pass complete short left to John Gilmore for 15 yards (tackle by Phillip Daniels),0.940,1.930
4,6:04,1,10,TAM 45,9,10,LeGarrette Blount left tackle for 3 yards (tackle by Rocky McIntosh and Anthony Bryant),1.930,1.790
4,5:20,2,7,TAM 48,9,10,Josh Freeman pass incomplete short left intended for Mike Williams (defended by Phillip Buchanon),1.790,1.090
4,5:15,3,7,TAM 48,9,10,Josh Freeman pass complete short left to Cadillac Williams for 11 yards (tackle by London Fletcher),1.090,2.850
4,4:40,1,10,WAS 41,9,10,LeGarrette Blount middle for no gain (tackle by Reed Doughty and Vonnie Holliday),2.850,2.310
4,3:56,2,10,WAS 41,15,10,"Josh Freeman pass complete deep middle to Kellen Winslow for 41 yards, touchdown",2.310,7.000
4,,,,,17,10,"Two Point Attempt: Josh Freeman left guard, conversion succeeds",1.000,1.000
4,,,,TAM 30,17,10,"Connor Barth kicks off 58 yards, returned by Brandon Banks for 34 yards (tackle by Dekoda Watson). Penalty on Mike Sellers: Offensive Holding, 10 yards",0.000,0.610
4,3:39,1,10,WAS 25,17,10,Donovan McNabb pass incomplete short middle intended for Santana Moss,0.610,0.060
,,,,,,,"WAS challenged the incomplete pass ruling, and the play was upheld.",,
4,3:30,2,10,WAS 25,17,10,Donovan McNabb pass complete short middle to Chris Cooley for 7 yards (tackle by Ronde Barber),0.060,0.300
4,2:55,3,3,WAS 32,17,10,Donovan McNabb pass complete short middle to Anthony Armstrong for 8 yards (tackle by Ronde Barber and Barrett Ruud),0.300,1.600
4,2:23,1,10,WAS 40,17,10,Donovan McNabb pass complete short middle to Chris Cooley for 15 yards (tackle by Corey Lynch),1.600,2.590
4,2:00,1,10,TAM 45,17,10,Donovan McNabb pass complete short left to Keiland Williams for 15 yards,2.590,3.580
4,1:52,1,10,TAM 30,17,10,Donovan McNabb pass incomplete short left intended for Keiland Williams (defended by Ronde Barber),3.580,3.030
4,1:48,2,10,TAM 30,17,10,Donovan McNabb pass complete short middle to Keiland Williams for 9 yards (tackle by Ronde Barber and Geno Hayes),3.030,3.530
4,1:15,3,1,TAM 21,17,10,Donovan McNabb pass complete short left to Santana Moss for 9 yards (tackle by Barrett Ruud),3.530,4.780
4,0:49,1,10,TAM 12,17,10,Donovan McNabb pass complete short right to Anthony Armstrong for 10 yards (tackle by Corey Lynch),4.780,6.740
4,0:32,,,,17,10,Timeout #2 by Washington Redskins,0.000,6.740
4,0:32,1,2,TAM 2,17,10,Donovan McNabb pass incomplete short right intended for Roydell Williams,6.740,5.720
4,0:28,2,2,TAM 2,17,10,Ryan Torain for -4 yards (tackle by Tim Crowder),5.720,4.040
4,0:18,3,6,TAM 6,17,10,Donovan McNabb pass incomplete short middle intended for Fred Davis,4.040,2.990
4,0:13,4,6,TAM 6,17,16,"Donovan McNabb pass complete short middle to Santana Moss for 6 yards, touchdown",2.990,7.000
4,,,,TAM 2,17,16,Graham Gano kicks extra point no good,0.000,-1.000
4,,,,WAS 30,17,16,Hunter Smith kicks onside 15 yards,0.000,2.590
4,0:09,1,10,WAS 45,17,16,Josh Freeman kneels for -1 yards,2.590,1.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
