Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
1,9:24,1,10,PIT 27,7,0,Najee Harris left tackle for -2 yards (tackle by Fred Warner),0.740,-0.070
1,8:49,2,12,PIT 25,7,0,Kenny Pickett pass complete short right to Calvin Austin for 7 yards (tackle by Deommodore Lenoir),-0.070,0.170
1,8:08,3,5,PIT 32,7,0,Kenny Pickett pass deep right intended for Diontae Johnson is intercepted by Charvarius Ward at SF-43 and returned for 9 yards (tackle by Pat Freiermuth),0.170,-2.390
1,8:00,1,10,PIT 48,7,0,Christian McCaffrey left tackle for -1 yards (tackle by Elandon Roberts),2.390,1.710
1,7:20,2,11,PIT 49,7,0,Brock Purdy pass complete short middle to Brandon Aiyuk for 23 yards (tackle by Keanu Neal and Minkah Fitzpatrick),1.710,3.840
1,6:38,1,10,PIT 26,7,0,"Christian McCaffrey for no gain (tackle by Alex Highsmith). Penalty on Spencer Burford: Offensive Holding, 10 yards (accepted) (no play)",3.840,3.180
1,6:13,1,20,PIT 36,7,0,Brock Purdy pass complete short middle to George Kittle for 6 yards (tackle by Minkah Fitzpatrick),3.180,2.760
1,5:37,2,14,PIT 30,7,0,Brock Purdy pass incomplete short middle intended for Jauan Jennings (defended by Patrick Peterson),2.760,2.080
1,5:32,3,14,PIT 30,7,0,Brock Purdy pass complete short right to George Kittle for 2 yards (tackle by Damontae Kazee and Keanu Neal),2.080,1.670
1,4:41,,,,,,Timeout #1 by Pittsburgh Steelers,,
1,4:41,4,12,PIT 27,7,0,"Penalty on Patrick Peterson: Defensive Offside, 5 yards (accepted) (no play)",1.670,1.990
1,4:41,4,7,PIT 22,10,0,Jake Moody 41 yard field goal good,1.990,3.000
1,4:38,,,SFO 35,10,0,"Mitch Wishnowsky kicks off 65 yards, returned by Anthony McFarland for 32 yards (tackle by Curtis Robinson)",0.000,1.070
1,4:32,1,10,PIT 32,10,0,Kenny Pickett pass complete short left to Allen Robinson for 2 yards (tackle by Deommodore Lenoir),1.070,0.800
1,3:58,2,8,PIT 34,10,0,Najee Harris left guard for no gain (tackle by Javon Hargrave),0.800,0.100
1,3:22,3,8,PIT 34,10,0,Kenny Pickett pass incomplete deep middle intended for Diontae Johnson,0.100,-1.110
1,3:16,4,8,PIT 34,10,0,"Penalty on Elandon Roberts: False Start, 5 yards (accepted) (no play)",-1.110,-1.440
1,3:16,4,13,PIT 29,10,0,"Pressley Harvin punts 54 yards, returned by Ray-Ray McCloud for 15 yards (tackle by Christian Kuntz and Miles Killebrew)",-1.440,-1.070
1,3:05,,,,,,Timeout #1 by San Francisco 49ers,,
1,3:05,1,10,SFO 32,10,0,"Brock Purdy pass complete short middle to Christian McCaffrey for 7 yards. Christian McCaffrey fumbles (forced by Cole Holcomb) (tackle by Kwon Alexander), recovered by Christian McCaffrey at SF-39 (tackle by Kwon Alexander) (tackle by Cole Holcomb) (tackle by Cole Holcomb)",1.070,1.470
1,2:36,2,3,SFO 39,10,0,Christian McCaffrey right tackle for 5 yards (tackle by Cole Holcomb),1.470,1.860
1,2:01,1,10,SFO 44,10,0,Brock Purdy pass incomplete short middle intended for George Kittle (defended by Patrick Peterson),1.860,1.320
1,1:57,2,10,SFO 44,10,0,Christian McCaffrey up the middle for 11 yards (tackle by Minkah Fitzpatrick and DeMarvin Leal),1.320,2.590
1,1:17,1,10,PIT 45,10,0,Elijah Mitchell right tackle for 1 yard (tackle by T.J. Watt),2.590,2.180
1,0:37,2,9,PIT 44,10,0,Brock Purdy pass complete short middle to Brandon Aiyuk for 10 yards (tackle by Kwon Alexander),2.180,3.310
1,0:06,1,10,PIT 34,10,0,"Penalty on Spencer Burford: False Start, 5 yards (accepted) (no play)",3.310,2.980
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,15,PIT 39,10,0,Brock Purdy pass complete deep middle to Deebo Samuel for 22 yards (tackle by Damontae Kazee),2.980,4.440
2,14:18,1,10,PIT 17,10,0,Christian McCaffrey left end for -2 yards (tackle by Kwon Alexander and Alex Highsmith),4.440,3.600
2,13:36,2,12,PIT 19,16,0,"Brock Purdy pass complete deep right to Brandon Aiyuk for 19 yards, touchdown",3.600,7.000
2,13:30,,,PIT 15,17,0,Jake Moody kicks extra point good,0.000,0.000
2,13:30,,,SFO 35,17,0,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
2,13:30,1,10,PIT 25,17,0,"Kenny Pickett pass complete short right to Jaylen Warren for -5 yards (tackle by Talanoa Hufanga). Penalty on Chukwuma Okorafor: Offensive Holding, 10 yards (declined)",0.610,-0.610
2,13:10,2,15,PIT 20,17,0,Kenny Pickett pass incomplete short left intended for Allen Robinson,-0.610,-1.290
2,13:05,3,15,PIT 20,17,0,"Penalty on Isaac Seumalo: False Start, 5 yards (accepted) (no play)",-1.290,-2.350
2,13:05,3,20,PIT 15,17,0,Kenny Pickett sacked by Drake Jackson for no gain,-2.350,-2.440
2,12:30,4,20,PIT 15,17,0,"Pressley Harvin punts 57 yards, returned by Ray-Ray McCloud for 7 yards (tackle by Christian Kuntz and Elijah Riley). Penalty on Christian Kuntz: Offensive Facemask, 15 yards (accepted)",-2.440,-2.260
2,12:17,1,10,SFO 50,17,0,"Christian McCaffrey left guard for no gain (tackle by DeMarvin Leal and Larry Ogunjobi). Penalty on Deebo Samuel: Illegal Motion, 5 yards (accepted) (no play)",2.260,1.930
2,11:53,1,15,SFO 45,17,0,Christian McCaffrey up the middle for 1 yard (tackle by Markus Golden),1.930,1.170
2,11:16,2,14,SFO 46,17,0,Brock Purdy pass complete short middle to Deebo Samuel for 7 yards (tackle by Kwon Alexander),1.170,1.420
2,10:20,3,7,PIT 47,17,0,"Brock Purdy pass complete deep right to Brandon Aiyuk for 16 yards (tackle by Kwon Alexander and Keanu Neal). Penalty on Levi Wallace: Unnecessary Roughness / Defense, 15 yards (accepted)",1.420,4.510
2,9:52,1,10,PIT 16,17,0,Christian McCaffrey left end for 3 yards (tackle by Elandon Roberts),4.510,4.390
2,9:10,2,7,PIT 13,17,0,"Brock Purdy sacked by T.J. Watt for no gain. Brock Purdy fumbles (forced by T.J. Watt), recovered by Brock Purdy at PIT-13 (tackle by T.J. Watt) PIT challenged the loose ball recovery ruling, and the play was upheld.",4.390,3.540
2,8:32,3,7,PIT 13,17,0,"Brock Purdy pass incomplete short left intended for George Kittle (defended by Isaiahh Loudermilk). Penalty on Trent Williams: Offensive Holding, 10 yards (declined)",3.540,2.570
2,8:26,4,7,PIT 13,20,0,Jake Moody 32 yard field goal good,2.570,3.000
2,8:22,,,SFO 35,20,0,"Mitch Wishnowsky kicks off 63 yards, returned by Anthony McFarland for 34 yards (tackle by Isaiah Oliver)",0.000,1.330
2,8:17,1,10,PIT 36,20,0,Jaylen Warren left tackle for 1 yard (tackle by Nick Bosa),1.330,0.930
2,7:44,2,9,PIT 37,20,0,Jaylen Warren left end for 3 yards (tackle by Fred Warner),0.930,0.630
2,7:05,3,6,PIT 40,20,0,Kenny Pickett pass incomplete short right intended for Pat Freiermuth,0.630,-0.720
2,7:00,4,6,PIT 40,20,0,Pressley Harvin punts 36 yards out of bounds,-0.720,-0.540
2,6:53,1,10,SFO 24,20,0,Brock Purdy scrambles left end for 4 yards (tackle by Kwon Alexander),0.540,0.540
2,6:19,2,6,SFO 28,20,0,Brock Purdy pass incomplete short right intended for Christian McCaffrey (defended by T.J. Watt),0.540,-0.160
2,6:13,3,6,SFO 28,20,0,Brock Purdy pass complete short right to Christian McCaffrey for 7 yards (tackle by Kwon Alexander),-0.160,1.270
2,5:27,1,10,SFO 35,20,0,Deebo Samuel left end for 5 yards (tackle by Alex Highsmith),1.270,1.400
2,4:48,2,5,SFO 40,20,0,Elijah Mitchell left tackle for 4 yards (tackle by Larry Ogunjobi),1.400,1.220
2,4:01,,,,,,Timeout #2 by San Francisco 49ers,,
2,4:01,3,1,SFO 44,20,0,Christian McCaffrey left end for 7 yards (tackle by Elandon Roberts),1.220,2.320
2,3:27,1,10,PIT 49,20,0,Christian McCaffrey left guard for 2 yards (tackle by Elandon Roberts and Keeanu Benton),2.320,2.050
2,2:44,2,8,PIT 47,20,0,Brock Purdy pass complete short left to Deebo Samuel for 10 yards (tackle by Levi Wallace),2.050,3.120
2,2:00,1,10,PIT 37,20,0,Brock Purdy pass incomplete short middle intended for George Kittle,3.120,2.570
2,1:55,2,10,PIT 37,20,0,Brock Purdy pass incomplete deep left intended for Deebo Samuel (defended by Isaiahh Loudermilk),2.570,1.880
2,1:50,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,1:50,3,10,PIT 37,20,0,"Penalty on Jake Brendel: False Start, 5 yards (accepted) (no play)",1.880,1.220
2,1:50,3,15,PIT 42,20,0,Brock Purdy pass incomplete short left,1.220,0.460
2,1:43,4,15,PIT 42,20,0,Mitch Wishnowsky punts 37 yards downed by Samuel Womack,0.460,0.380
2,1:35,1,10,PIT 5,20,0,"Kenny Pickett pass complete to George Pickens for 10 yards Replay Assistant challenged the first down ruling, and the original play was overturned. Kenny Pickett pass complete short left to George Pickens for 9 yards (tackle by Ambry Thomas)",-0.380,-0.100
2,1:31,2,1,PIT 14,20,0,Kenny Pickett pass incomplete deep right intended for George Pickens,-0.100,-0.370
2,1:24,3,1,PIT 14,20,0,"Najee Harris right guard for 24 yards (tackle by Talanoa Hufanga). Penalty on Deommodore Lenoir: Unnecessary Roughness / Defense, 15 yards (accepted)",-0.370,2.460
2,1:16,1,10,SFO 47,20,0,Kenny Pickett pass complete short left to Allen Robinson for 9 yards (tackle by Deommodore Lenoir),2.460,3.130
2,0:56,2,1,SFO 38,20,0,Kenny Pickett pass complete short left to Diontae Johnson for 15 yards (tackle by Ambry Thomas),3.130,4.040
2,0:51,1,10,SFO 23,20,0,Kenny Pickett pass complete short left to Diontae Johnson for 7 yards (tackle by Deommodore Lenoir),4.040,4.560
2,0:46,2,3,SFO 16,20,0,Kenny Pickett pass incomplete deep middle intended for Pat Freiermuth (defended by Ambry Thomas),4.560,3.850
2,0:42,3,3,SFO 16,20,0,Kenny Pickett pass incomplete short middle intended for Diontae Johnson,3.850,2.480
2,0:39,,,,,,Timeout #3 by San Francisco 49ers,,
2,0:39,4,3,SFO 16,20,0,Kenny Pickett pass complete short left to Anthony McFarland for 5 yards (tackle by Ambry Thomas),2.480,4.840
2,0:24,1,10,SFO 11,20,0,Kenny Pickett spiked the ball,4.840,4.140
2,0:23,2,10,SFO 11,20,0,Kenny Pickett pass complete short left to George Pickens for 4 yards (tackle by Ambry Thomas),4.140,3.980
2,0:18,3,6,SFO 7,20,0,"Kenny Pickett pass incomplete intended for Diontae Johnson. Penalty on Deommodore Lenoir: Illegal Contact, 4 yards (accepted) (no play)",3.980,6.510
2,0:13,1,3,SFO 3,20,6,"Kenny Pickett pass complete short left to Pat Freiermuth for 3 yards, touchdown",6.510,7.000
2,0:10,,,SFO 15,20,7,Chris Boswell kicks extra point good,0.000,0.000
2,0:10,,,PIT 35,20,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
2,0:10,1,10,SFO 25,20,7,Brock Purdy kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,20,7,"Chris Boswell kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,20,7,Brock Purdy pass complete short left to Deebo Samuel for 10 yards (tackle by Kwon Alexander),0.610,1.270
3,14:15,1,10,SFO 35,26,7,"Christian McCaffrey left tackle for 65 yards, touchdown",1.270,7.000
3,14:02,,,PIT 15,27,7,Jake Moody kicks extra point good,0.000,0.000
3,14:02,,,SFO 35,27,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
3,14:02,1,10,PIT 25,27,7,Kenny Pickett pass complete short right to Diontae Johnson for 26 yards (tackle by Tashaun Gipson),0.610,2.320
3,13:33,1,10,SFO 49,27,7,Kenny Pickett pass complete short right to Jaylen Warren for 2 yards (tackle by Fred Warner),2.320,2.050
3,12:55,2,8,SFO 47,27,7,Jaylen Warren up the middle for 2 yards (tackle by Javon Hargrave and Clelin Ferrell),2.050,1.620
3,12:15,3,6,SFO 45,27,7,Kenny Pickett pass incomplete short right intended for Allen Robinson,1.620,0.270
3,12:07,4,6,SFO 45,27,7,"Pressley Harvin punts 28 yards, fair catch by Ray-Ray McCloud at SF-17",0.270,0.060
3,12:00,1,10,SFO 17,27,7,Brock Purdy pass complete deep middle to Brandon Aiyuk for 16 yards (tackle by Damontae Kazee),-0.060,1.140
3,11:19,1,10,SFO 33,27,7,Christian McCaffrey up the middle for 3 yards (tackle by Alex Highsmith),1.140,1.000
3,10:34,2,7,SFO 36,27,7,Christian McCaffrey left tackle for -1 yards (tackle by Alex Highsmith),1.000,0.170
3,9:52,3,8,SFO 35,27,7,Brock Purdy pass complete short left to Brandon Aiyuk for 15 yards (tackle by Damontae Kazee),0.170,2.260
3,9:11,1,10,SFO 50,27,7,Christian McCaffrey right tackle for 1 yard (tackle by Markus Golden and Nick Herbig),2.260,1.850
3,8:31,2,9,PIT 49,27,7,Elijah Mitchell up the middle for 3 yards (tackle by DeMarvin Leal),1.850,1.550
3,7:52,3,6,PIT 46,27,7,Brock Purdy sacked by T.J. Watt for -9 yards,1.550,-0.390
3,7:14,4,15,SFO 45,27,7,"Penalty on Samuel Womack: False Start, 5 yards (accepted) (no play)",-0.390,-0.720
3,7:06,4,20,SFO 40,27,7,"Mitch Wishnowsky punts 56 yards, returned by Calvin Austin for 2 yards (tackle by Samuel Womack)",-0.720,0.380
3,6:54,1,10,PIT 6,27,7,Kenny Pickett pass complete short left to Calvin Austin for 4 yards (tackle by Deommodore Lenoir),-0.380,-0.490
3,6:21,2,6,PIT 10,27,7,Najee Harris left end for 2 yards (tackle by Javon Kinlaw),-0.490,-0.720
3,5:58,3,4,PIT 12,27,7,Kenny Pickett pass incomplete short left intended for Allen Robinson,-0.720,-2.490
3,5:54,4,4,PIT 12,27,7,"Pressley Harvin punts 45 yards, returned by Ray-Ray McCloud for 19 yards (tackle by Miles Killebrew)",-2.490,-3.050
3,5:42,1,10,PIT 38,27,7,"Brock Purdy sacked by T.J. Watt for -8 yards. Brock Purdy fumbles (forced by T.J. Watt), recovered by T.J. Watt at PIT-46",3.050,-1.990
3,5:35,1,10,PIT 46,27,7,"Penalty on Spencer Burford: Offensive Facemask, 15 yards (accepted) (no play)",1.990,2.980
3,5:35,1,10,SFO 39,27,7,Kenny Pickett pass complete short right to Najee Harris for 4 yards (tackle by Dre Greenlaw and Isaiah Oliver),2.980,2.980
3,4:53,2,6,SFO 35,27,7,"Kenny Pickett pass incomplete short right intended for Calvin Austin. Penalty on Charvarius Ward: Defensive Pass Interference, 11 yards (accepted) (no play)",2.980,3.970
3,4:48,1,10,SFO 24,27,7,Kenny Pickett pass complete short right to Connor Heyward for 8 yards (tackle by Charvarius Ward and Dre Greenlaw),3.970,4.650
3,4:18,2,2,SFO 16,27,7,Kenny Pickett pass incomplete deep right intended for Connor Heyward,4.650,3.950
3,4:10,,,,,,Timeout #1 by Pittsburgh Steelers,,
3,4:10,3,2,SFO 16,27,7,Najee Harris up the middle for 2 yards (tackle by Talanoa Hufanga and Fred Warner),3.950,4.650
3,3:34,1,10,SFO 14,27,7,Kenny Pickett pass incomplete short right intended for George Pickens,4.650,4.000
3,3:29,2,10,SFO 14,27,7,Kenny Pickett pass complete short right to Anthony McFarland for 6 yards (tackle by Dre Greenlaw),4.000,4.280
3,2:52,3,4,SFO 8,27,7,Kenny Pickett pass complete short right to Jaylen Warren for no gain (tackle by Charvarius Ward and Nick Bosa),4.280,2.980
3,2:06,4,4,SFO 8,27,7,Kenny Pickett pass incomplete short middle intended for Pat Freiermuth,2.980,0.380
3,2:02,1,10,SFO 8,27,7,Christian McCaffrey left guard for 11 yards (tackle by Keanu Neal),-0.380,0.150
3,1:20,1,10,SFO 19,27,7,Christian McCaffrey up the middle for 3 yards (tackle by Montravius Adams and Alex Highsmith),0.150,0.070
3,0:37,2,7,SFO 22,27,7,Brock Purdy pass complete short right to Christian McCaffrey for 3 yards (tackle by Markus Golden),0.070,-0.290
Quarter,Time,Down,ToGo,Location,SFO,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,4,SFO 25,27,7,Brock Purdy pass complete short left to Brandon Aiyuk for 22 yards (tackle by Levi Wallace and Cole Holcomb),-0.290,2.060
4,14:19,1,10,SFO 47,27,7,Christian McCaffrey left tackle for 3 yards (tackle by Keeanu Benton),2.060,1.920
4,13:38,2,7,SFO 50,27,7,Christian McCaffrey left tackle for 5 yards (tackle by Alex Highsmith and Keeanu Benton),1.920,1.880
4,12:57,3,2,PIT 45,27,7,Brock Purdy pass incomplete short right intended for Christian McCaffrey,1.880,0.270
4,12:52,4,2,PIT 45,27,7,Mitch Wishnowsky punts 41 yards out of bounds,0.270,0.380
4,12:44,1,10,PIT 4,27,7,Kenny Pickett pass complete short right to Calvin Austin for 9 yards (tackle by Charvarius Ward),-0.380,-0.120
4,12:22,2,1,PIT 13,27,7,Kenny Pickett pass complete short left to Allen Robinson for 12 yards (tackle by Isaiah Oliver and Deommodore Lenoir),-0.120,0.610
4,11:58,1,10,PIT 25,27,7,Kenny Pickett pass complete short left to Calvin Austin for 13 yards (tackle by Deommodore Lenoir),0.610,1.470
4,11:32,1,10,PIT 38,27,7,Kenny Pickett pass complete short left to Najee Harris for -2 yards (tackle by Dre Greenlaw),1.470,0.650
4,11:10,2,12,PIT 36,27,7,Kenny Pickett pass complete short left to Connor Heyward for 11 yards,0.650,1.420
4,10:50,3,1,PIT 47,27,7,Najee Harris up the middle for 5 yards (tackle by Dre Greenlaw and Deommodore Lenoir),1.420,2.390
4,10:23,1,10,SFO 48,27,7,"Kenny Pickett pass deep middle (defended by Fred Warner) intended for Connor Heyward is intercepted by Talanoa Hufanga at SF-26 and returned for 28 yards (tackle by Mason Cole). Penalty on Talanoa Hufanga: Illegal Forward Pass, 5 yards (accepted)",2.390,-2.190
4,10:08,1,10,SFO 49,27,7,Christian McCaffrey left tackle for 6 yards (tackle by Elandon Roberts and Montravius Adams),2.190,2.460
4,9:22,2,4,PIT 45,27,7,Christian McCaffrey left guard for 5 yards (tackle by Patrick Peterson and Isaiahh Loudermilk),2.460,2.920
4,8:38,1,10,PIT 40,27,7,Christian McCaffrey up the middle for -1 yards (tackle by DeMarvin Leal and Alex Highsmith),2.920,2.240
4,7:54,2,11,PIT 41,27,7,Brock Purdy pass incomplete short right intended for Elijah Mitchell,2.240,1.550
4,7:50,3,11,PIT 41,27,7,Brock Purdy scrambles for 17 yards (tackle by Joey Porter),1.550,3.970
4,7:03,1,10,PIT 24,27,7,Elijah Mitchell right guard for -1 yards (tackle by Elandon Roberts),3.970,3.300
4,6:21,2,11,PIT 25,27,7,Elijah Mitchell up the middle for 3 yards (tackle by Cole Holcomb),3.300,3.010
4,5:37,,,,,,Timeout #1 by San Francisco 49ers,,
4,5:37,3,8,PIT 22,27,7,Brock Purdy pass incomplete short left intended for Deebo Samuel,3.010,1.990
4,5:34,4,8,PIT 22,30,7,Jake Moody 40 yard field goal good,1.990,3.000
4,5:30,,,SFO 35,30,7,"Mitch Wishnowsky kicks off 65 yards, touchback.",0.000,0.610
4,5:30,1,10,PIT 25,30,7,Kenny Pickett pass incomplete short left intended for Jaylen Warren,0.610,0.060
4,5:26,2,10,PIT 25,30,7,Kenny Pickett pass complete short left to George Pickens for 8 yards (tackle by Deommodore Lenoir),0.060,0.430
4,4:46,3,2,PIT 33,30,7,"Kenny Pickett pass complete short middle to George Pickens for 9 yards (tackle by Fred Warner). Penalty on George Pickens: Unnecessary Roughness / Offense, 15 yards (accepted)",0.430,0.740
4,4:46,1,10,PIT 27,30,7,Kenny Pickett scrambles for 4 yards (tackle by Talanoa Hufanga),0.740,0.740
4,4:24,2,6,PIT 31,30,7,Kenny Pickett pass complete short left to Jaylen Warren for 9 yards (tackle by Isaiah Oliver and Fred Warner),0.740,1.600
4,4:02,1,10,PIT 40,30,7,Kenny Pickett sacked by Kerry Hyder for -7 yards,1.600,0.110
4,3:35,2,17,PIT 33,30,7,Kenny Pickett pass complete short right to Jaylen Warren for 6 yards (tackle by Dre Greenlaw and Isaiah Oliver),0.110,0.230
4,3:09,3,11,PIT 39,30,7,Kenny Pickett pass complete deep left to Allen Robinson for 31 yards (tackle by Talanoa Hufanga),0.230,3.580
4,2:51,1,10,SFO 30,30,7,Kenny Pickett sacked by Drake Jackson for -10 yards,3.580,1.680
4,2:10,2,20,SFO 40,30,7,Kenny Pickett pass complete short middle to Allen Robinson for 10 yards (tackle by Fred Warner and Ambry Thomas),1.680,2.340
4,2:00,3,10,SFO 30,30,7,Kenny Pickett pass complete short right to Calvin Austin for 5 yards (tackle by Deommodore Lenoir),2.340,1.850
4,1:22,4,5,SFO 25,30,7,Kenny Pickett sacked by Javon Hargrave for -7 yards,1.850,-1.070
4,1:10,1,10,SFO 32,30,7,Sam Darnold kneels for -1 yards,1.070,0.390
4,0:37,2,11,SFO 31,30,7,Sam Darnold kneels for -1 yards,0.390,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
