Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
1,8:44,2,8,ARI 40,0,0,Carson Palmer pass complete short left to Larry Fitzgerald for 3 yards (tackle by Zach Brown),1.190,0.890
1,8:04,3,5,ARI 43,0,0,Carson Palmer sacked by Kyle Williams for -7 yards,0.890,-0.980
1,7:28,4,12,ARI 36,0,0,"Donald Butler punts 50 yards, returned by Brandon Tate for 8 yards (tackle by Justin Bethel)",-0.980,-0.410
1,7:20,1,10,BUF 22,0,0,Tyrod Taylor left end for 49 yards (tackle by Marcus Cooper),0.410,3.640
1,6:46,1,10,ARI 29,0,0,Tyrod Taylor pass complete short left to Robert Woods for 3 yards (tackle by Tyvon Branch),3.640,3.510
1,6:13,2,7,ARI 26,0,0,LeSean McCoy left tackle for 17 yards (tackle by Markus Golden and Tony Jefferson),3.510,5.140
1,5:34,1,9,ARI 9,0,0,Mike Gillislee middle for 6 yards (tackle by Deone Bucannon and Rodney Gunter),5.140,5.530
1,5:01,2,3,ARI 3,0,0,Tyrod Taylor left guard for -3 yards (tackle by Chandler Jones),5.530,4.040
1,4:24,3,6,ARI 6,0,0,Tyrod Taylor pass complete short right to Walt Powell for 5 yards (tackle by Marcus Cooper and Tony Jefferson),4.040,3.550
1,3:32,4,1,ARI 1,0,3,Dan Carpenter 19 yard field goal good,3.550,3.000
1,3:32,,,BUF 35,0,3,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
1,3:29,1,10,ARI 25,0,3,David Johnson left tackle for -3 yards (tackle by Kyle Williams),0.610,-0.340
1,2:47,2,13,ARI 22,0,3,Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Corey Graham),-0.340,-1.020
1,2:40,3,13,ARI 22,0,3,Carson Palmer pass incomplete short right intended for John Brown,-1.020,-1.900
1,2:34,4,13,ARI 22,0,3,"Donald Butler punts 31 yards, out of bounds",-1.900,-2.060
1,2:25,1,10,BUF 47,0,3,LeSean McCoy left end for 6 yards (tackle by Kevin Minter),2.060,2.330
1,2:02,2,4,ARI 47,0,3,Tyrod Taylor pass complete short right to Walt Powell for 9 yards (tackle by Marcus Cooper),2.330,3.050
1,1:39,1,10,ARI 38,0,3,"Tyrod Taylor pass complete short right to Walt Powell for 9 yards. Penalty on Walt Powell: Illegal Touch Pass (Declined), Penalty on Robert Woods: Offensive Pass Interference, 10 yards (no play)",3.050,2.390
1,1:18,1,20,ARI 48,0,3,Tyrod Taylor pass incomplete short right intended for Walt Powell,2.390,1.160
1,1:13,2,20,ARI 48,0,3,Tyrod Taylor pass complete deep left to Robert Woods for 24 yards (tackle by Patrick Peterson). Penalty on Patrick Peterson: Defensive Holding (Declined),1.160,3.970
1,0:59,1,10,ARI 24,0,9,"LeSean McCoy middle for 24 yards, touchdown",3.970,7.000
1,0:59,,,ARI 24,0,10,Dan Carpenter kicks extra point good,0.000,0.000
1,0:59,,,BUF 35,0,10,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
1,0:55,1,10,ARI 25,0,10,Carson Palmer pass incomplete deep left intended for John Brown (defended by Corey Graham),0.610,0.060
1,0:48,2,10,ARI 25,0,10,David Johnson left guard for 5 yards (tackle by Lorenzo Alexander and Zach Brown),0.060,0.040
1,0:07,3,5,ARI 30,0,10,Carson Palmer pass incomplete short right intended for Jaron Brown (defended by Aaron Williams),0.040,-1.370
1,0:02,4,5,ARI 30,0,10,"Donald Butler punts 40 yards, returned by Brandon Tate for 31 yards (tackle by Deone Bucannon)",-1.370,-2.980
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 39,0,10,"Tyrod Taylor pass incomplete short middle intended for Robert Woods. Penalty on Richie Incognito: Illegal Use of Hands, 10 yards (no play)",2.980,2.320
2,14:55,1,20,ARI 49,0,10,Tyrod Taylor pass incomplete short left intended for Walt Powell,2.320,1.090
2,14:51,2,20,ARI 49,0,10,"Tyrod Taylor for no gain. Tyrod Taylor fumbles, recovered by Tyrod Taylor at BUF-48. Tyrod Taylor fumbles, recovered by Tyrod Taylor at BUF-48",1.090,0.040
2,14:14,3,23,BUF 48,0,10,Tyrod Taylor pass incomplete deep right intended for Marquise Goodwin is intercepted by Patrick Peterson at ARI-10,0.040,0.380
2,14:10,1,10,ARI 10,0,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Jerry Hughes),-0.380,-0.780
2,14:06,2,10,ARI 10,0,10,Carson Palmer pass incomplete short left intended for John Brown,-0.780,-1.420
2,14:01,3,10,ARI 10,0,10,"Penalty on Jared Veldheer: False Start, 5 yards (no play)",-1.420,-2.010
2,14:01,3,15,ARI 5,0,10,Carson Palmer pass complete short left to David Johnson for 5 yards (tackle by Preston Brown),-2.010,-2.490
2,13:25,4,10,ARI 10,0,10,"Chandler Catanzaro punts 47 yards. Penalty on Justin Bethel: Illegal Touch Kick, 5 yards",-2.490,-2.130
2,13:16,1,10,BUF 48,0,10,"Penalty on Corey Peters: Encroachment, 5 yards (no play)",2.130,2.860
2,13:16,1,5,ARI 47,0,10,LeSean McCoy right tackle for 18 yards (tackle by Tony Jefferson),2.860,3.640
2,12:34,1,10,ARI 29,0,10,Tyrod Taylor right tackle for 10 yards (tackle by Calais Campbell),3.640,4.310
2,11:56,1,10,ARI 19,0,10,LeSean McCoy right guard for 8 yards (tackle by Patrick Peterson and D.J. Swearinger),4.310,5.140
2,11:18,2,2,ARI 11,0,10,Tyrod Taylor pass incomplete short middle intended for Charles Clay (defended by Calais Campbell),5.140,4.430
2,11:13,3,2,ARI 11,0,10,Mike Gillislee left guard for 6 yards (tackle by D.J. Swearinger and Deone Bucannon),4.430,6.060
2,10:32,1,5,ARI 5,0,16,"LeSean McCoy left end for 5 yards, touchdown",6.060,7.000
2,10:32,,,ARI 5,0,17,Dan Carpenter kicks extra point good,0.000,0.000
2,10:32,,,BUF 35,0,17,"Jordan Gay kicks off 64 yards, returned by Andre Ellington for 15 yards (tackle by Nickell Robey-Coleman)",0.000,0.140
2,10:20,1,10,ARI 16,0,17,Carson Palmer pass incomplete deep middle intended for John Brown (defended by Stephon Gilmore),-0.140,-0.660
2,10:13,2,10,ARI 16,0,17,Carson Palmer pass complete short right to John Brown for 9 yards (tackle by Corey White),-0.660,-0.200
2,9:33,3,1,ARI 25,0,17,David Johnson left guard for 1 yard (tackle by Zach Brown and Adolphus Washington),-0.200,0.670
2,8:57,1,10,ARI 26,0,17,David Johnson left tackle for 11 yards (tackle by Zach Brown),0.670,1.400
2,8:20,1,10,ARI 37,0,17,Carson Palmer pass incomplete deep left intended for Jermaine Gresham (defended by Stephon Gilmore),1.400,0.860
2,8:15,2,10,ARI 37,0,17,David Johnson middle for 6 yards (tackle by Preston Brown and Lorenzo Alexander),0.860,0.960
2,7:35,3,4,ARI 43,0,17,"Carson Palmer pass complete short middle to Larry Fitzgerald for 7 yards (tackle by Nickell Robey-Coleman). Penalty on John Brown: Offensive Pass Interference, 10 yards (no play)",0.960,-0.360
2,7:08,3,14,ARI 33,0,17,"Carson Palmer sacked by Lorenzo Alexander for -4 yards. Penalty on Jerry Hughes: Unnecessary Roughness, 15 yards",-0.360,1.860
2,6:36,1,10,ARI 44,0,17,"Carson Palmer pass complete short middle to Darren Fells for 7 yards (tackle by Corey Graham). Penalty on Michael Floyd: Illegal Formation, 5 yards (no play)",1.860,1.530
2,6:05,1,15,ARI 39,0,17,Carson Palmer pass complete short right to Jaron Brown for 11 yards (tackle by Corbin Bryant),1.530,2.130
2,5:32,2,4,,0,17,Carson Palmer pass complete short right to Michael Floyd for 8 yards (tackle by Corey White),2.130,2.790
2,4:59,1,10,BUF 42,0,17,Carson Palmer pass complete short right to David Johnson for 11 yards (tackle by Zach Brown),2.790,3.510
2,4:19,1,10,BUF 31,0,17,David Johnson left tackle for 4 yards (tackle by Zach Brown),3.510,3.510
2,3:38,2,6,BUF 27,0,17,David Johnson middle for 3 yards (tackle by Leger Douzable),3.510,3.200
2,2:57,3,3,BUF 24,0,17,Carson Palmer pass complete short middle to Darren Fells for 8 yards (tackle by Robert Blanton and Jonathan Meeks),3.200,4.510
2,2:13,1,10,BUF 16,0,17,David Johnson right guard for 6 yards (tackle by Zach Brown),4.510,4.970
2,2:00,2,4,BUF 10,0,17,David Johnson left tackle for 1 yard (tackle by Adolphus Washington and Stephon Gilmore),4.970,4.390
2,1:18,3,3,BUF 9,0,17,"Carson Palmer pass incomplete short left intended for Darren Fells (defended by Stephon Gilmore). Penalty on Lorenzo Alexander: Defensive Holding, 5 yards (no play)",4.390,6.280
2,1:13,1,4,BUF 4,0,17,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,6.280,5.340
2,1:09,2,4,BUF 4,6,17,"David Johnson middle for 4 yards, touchdown",5.340,7.000
2,1:09,,,BUF 4,7,17,Chandler Catanzaro kicks extra point good,0.000,0.000
2,1:09,,,ARI 35,7,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,1:05,1,10,BUF 25,7,17,Tyrod Taylor pass complete short left to Robert Woods for 4 yards (tackle by Tyvon Branch),0.610,0.600
2,0:58,2,6,BUF 29,7,17,Mike Gillislee middle for 8 yards (tackle by Tyvon Branch),0.600,0.600
2,0:52,2,6,BUF 29,7,17,Timeout #1 by Buffalo Bills,0.600,1.400
2,0:52,1,10,BUF 37,7,17,Tyrod Taylor pass complete short middle to LeSean McCoy for 3 yards (tackle by Kevin Minter),1.400,1.260
2,0:34,2,7,BUF 40,7,17,Tyrod Taylor pass incomplete short right intended for Marquise Goodwin,1.260,0.560
2,0:30,3,7,BUF 40,7,17,"LeSean McCoy middle for 9 yards (tackle by Tony Jefferson). LeSean McCoy fumbles (forced by Tony Jefferson), recovered by Jordan Mills at BUF-49",0.560,0.560
2,0:21,3,7,BUF 40,7,17,Timeout #2 by Buffalo Bills,0.560,2.190
2,0:21,1,10,BUF 49,7,17,Tyrod Taylor sacked by Chandler Jones for -2 yards,2.190,2.190
2,0:13,1,10,BUF 49,7,17,Timeout #3 by Buffalo Bills,2.190,1.380
2,0:13,2,12,BUF 47,7,17,Tyrod Taylor pass incomplete deep left intended for Marquise Goodwin (defended by Marcus Cooper),1.380,0.700
2,0:07,3,12,BUF 47,7,17,Tyrod Taylor pass incomplete deep left intended for Marquise Goodwin,0.700,-0.260
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BUF 35,7,17,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,ARI 25,7,17,David Johnson right tackle for 3 yards (tackle by Lorenzo Alexander and Corbin Bryant),0.610,0.470
3,14:17,2,7,ARI 28,7,17,Carson Palmer pass complete short left to Troy Niklas for no gain,0.470,-0.230
3,13:31,3,7,ARI 28,7,17,Carson Palmer pass incomplete short left intended for Larry Fitzgerald,-0.230,-1.500
3,13:27,4,7,ARI 28,7,17,"Chandler Catanzaro punts 19 yards, out of bounds",-1.500,-2.460
3,13:20,1,10,ARI 47,7,17,LeSean McCoy middle for 7 yards (tackle by Marcus Cooper),2.460,2.860
3,12:43,2,3,ARI 40,7,17,LeSean McCoy left tackle for no gain (tackle by Calais Campbell),2.860,2.150
3,12:06,3,3,ARI 40,7,17,Tyrod Taylor pass complete short right to Walt Powell for 14 yards (tackle by Patrick Peterson),2.150,3.840
3,11:27,1,10,ARI 26,7,17,Tyrod Taylor pass incomplete short left intended for LeSean McCoy,3.840,3.300
3,11:21,2,10,ARI 26,7,17,Tyrod Taylor left end for 6 yards (tackle by Marcus Cooper),3.300,3.400
3,10:39,3,4,ARI 20,7,23,"Tyrod Taylor right tackle for 20 yards, touchdown",3.400,7.000
3,10:39,,,ARI 20,7,23,Dan Carpenter kicks extra point no good,0.000,-1.000
3,10:39,,,BUF 35,7,23,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
3,10:31,1,10,ARI 25,7,23,Carson Palmer pass incomplete short middle intended for David Johnson,0.610,0.060
3,10:25,2,10,ARI 25,7,23,David Johnson middle for -1 yards (tackle by Preston Brown and Kyle Williams),0.060,-0.760
3,9:39,3,11,ARI 24,7,23,Carson Palmer pass complete short right to Larry Fitzgerald for 12 yards (tackle by Corey White),-0.760,1.330
3,9:07,1,10,ARI 36,7,23,Carson Palmer pass complete short left to David Johnson for 12 yards (tackle by Kevon Seymour and Preston Brown),1.330,2.130
3,8:25,1,10,ARI 48,7,23,David Johnson left guard for 13 yards (tackle by Corey Graham),2.130,2.980
3,7:46,1,10,BUF 39,7,23,Carson Palmer pass complete short right to Larry Fitzgerald for 11 yards (tackle by Corey White),2.980,3.710
3,7:13,1,10,BUF 28,7,23,Chris Johnson middle for no gain (tackle by Zach Brown),3.710,3.170
3,6:36,2,10,BUF 28,7,23,Chris Johnson right tackle for 5 yards (tackle by Lorenzo Alexander and Corey White),3.170,3.140
3,5:56,3,5,BUF 23,7,23,Carson Palmer pass complete short right to Darren Fells for 7 yards (tackle by Duke Williams),3.140,4.510
3,5:22,1,10,BUF 16,7,23,David Johnson right tackle for 4 yards (tackle by Zach Brown),4.510,4.570
3,4:38,2,6,BUF 12,7,23,"Penalty on Jerry Hughes: Neutral Zone Infraction, 5 yards (no play)",4.570,5.540
3,4:20,2,1,BUF 7,7,23,David Johnson right tackle for no gain (tackle by Corey White),5.540,4.850
3,3:38,3,1,BUF 7,7,23,David Johnson middle for no gain (tackle by Jerry Hughes and Jerel Worthy),4.850,3.010
3,2:49,4,1,BUF 7,7,23,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",3.010,2.660
3,2:40,4,6,BUF 12,7,29,"Donald Butler for no gain. Donald Butler fumbles, recovered by Aaron Williams at BUF-47 and returned for 53 yards, touchdown",2.660,-7.000
3,2:25,,,ARI 12,7,30,Dan Carpenter kicks extra point good,0.000,0.000
3,2:25,,,BUF 35,7,30,"Jordan Gay kicks off 68 yards, returned by Andre Ellington for 20 yards (tackle by Kevon Seymour)",0.000,0.060
3,2:20,1,10,ARI 17,7,30,Carson Palmer pass complete short right to John Brown for 7 yards (tackle by Corey White),-0.060,0.480
3,1:59,2,3,ARI 24,7,30,Carson Palmer pass complete short left to Larry Fitzgerald for 7 yards (tackle by Nickell Robey-Coleman). Penalty on Nickell Robey-Coleman: Defensive Pass Interference (Declined),0.480,1.000
3,1:39,1,10,ARI 31,7,30,Carson Palmer pass complete short right to John Brown for 15 yards (tackle by Corey White),1.000,1.990
3,1:03,1,10,ARI 46,7,30,Carson Palmer pass complete short left to Michael Floyd for 15 yards,1.990,2.980
3,0:42,1,10,BUF 39,7,30,Carson Palmer pass complete deep middle to Michael Floyd for 17 yards (tackle by Robert Blanton),2.980,4.110
3,0:19,1,10,BUF 22,13,30,"David Johnson left end for 22 yards, touchdown",4.110,7.000
3,0:19,1,,BUF 22,13,30,"Two Point Attempt: Carson Palmer pass incomplete intended for Jaron Brown, conversion fails",4.110,-1.000
3,0:19,,,ARI 35,13,30,"Chandler Catanzaro kicks off 45 yards, returned by Jerome Felton for 11 yards (tackle by D.J. Swearinger)",0.000,-1.000
3,0:08,1,10,BUF 31,13,30,Tyrod Taylor sacked by Markus Golden for -8 yards,1.000,-0.620
Quarter,Time,Down,ToGo,Location,ARI,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,18,BUF 23,13,30,"LeSean McCoy right tackle for 2 yards (tackle by Tyrann Mathieu). Penalty on Jordan Mills: Offensive Holding, 10 yards",-0.620,-1.860
4,14:31,2,26,BUF 15,13,30,LeSean McCoy right tackle for -2 yards (tackle by Calais Campbell),-1.860,-3.410
4,13:49,3,28,BUF 13,13,30,Tyrod Taylor pass complete short left to Robert Woods for 7 yards (tackle by Tyrann Mathieu),-3.410,-2.030
4,13:03,4,21,BUF 20,13,30,"Colton Schmidt punts 26 yards, out of bounds",-2.030,-2.520
4,12:55,1,10,BUF 46,13,30,Carson Palmer pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Kevon Seymour),2.520,3.380
4,12:32,1,10,BUF 33,13,30,"Carson Palmer pass incomplete short left intended for Darren Fells (defended by Zach Brown). Penalty on Zach Brown: Defensive Pass Interference, 5 yards (no play)",3.380,3.710
4,12:27,1,10,BUF 28,13,30,"David Johnson left end for 8 yards (tackle by Preston Brown). Penalty on A.Q. Shipley: Offensive Holding, 10 yards (no play)",3.710,3.710
4,11:55,1,10,BUF 28,13,30,Timeout #1 by Buffalo Bills,3.710,3.050
4,11:54,1,20,BUF 38,13,30,Carson Palmer sacked by Corey Graham for -9 yards,3.050,0.600
4,11:28,2,29,BUF 47,13,30,Carson Palmer pass incomplete short left intended for Michael Floyd,0.600,-0.030
4,11:22,3,29,BUF 47,13,30,Carson Palmer pass complete short middle to Larry Fitzgerald for 5 yards (tackle by Corey Graham),-0.030,0.460
4,10:41,4,24,BUF 42,16,30,Chandler Catanzaro 60 yard field goal good,0.460,3.000
4,10:41,,,ARI 35,16,30,"Chandler Catanzaro kicks off 41 yards, returned by Jerome Felton for 7 yards (tackle by D.J. Swearinger)",0.000,-1.000
4,10:32,1,10,BUF 31,16,30,LeSean McCoy right tackle for 5 yards (tackle by Calais Campbell),1.000,1.140
4,9:56,2,5,BUF 36,16,30,LeSean McCoy middle for 6 yards (tackle by Tony Jefferson),1.140,1.730
4,9:19,1,10,BUF 42,16,30,Tyrod Taylor pass complete short right to Nick O'Leary for 28 yards (tackle by Tony Jefferson),1.730,3.580
4,8:44,1,10,ARI 30,16,30,"Tyrod Taylor for -3 yards (tackle by Tyrann Mathieu). Tyrod Taylor fumbles (forced by Tyrann Mathieu), ball out of bounds at ARI-40",3.580,1.680
4,8:17,2,20,ARI 40,16,30,Tyrod Taylor pass incomplete deep right intended for Charles Clay,1.680,1.020
4,8:15,3,20,ARI 40,16,30,Tyrod Taylor sacked by Tony Jefferson for -7 yards. Penalty on Cyrus Kouandjio: Offensive Holding (Declined),1.020,0.130
4,7:45,4,27,ARI 47,16,30,Colton Schmidt punts 43 yards,0.130,0.380
4,7:35,1,10,ARI 4,16,30,Carson Palmer pass incomplete short right intended for Michael Floyd,-0.380,-0.780
4,7:31,2,10,ARI 4,16,30,Carson Palmer pass complete short left to John Brown for 12 yards,-0.780,-0.140
4,7:03,1,10,ARI 16,16,30,Carson Palmer pass complete short left to Larry Fitzgerald for 9 yards (tackle by Corey Graham),-0.140,0.690
4,6:40,2,1,ARI 25,16,30,Carson Palmer pass incomplete deep left intended for John Brown is intercepted by Stephon Gilmore at ARI-44 and returned for 14 yards,0.690,-3.580
4,6:30,1,10,ARI 30,16,30,"LeSean McCoy middle for -3 yards (tackle by Chandler Jones). Penalty on Cyrus Kouandjio: Offensive Holding, 10 yards (no play)",3.580,2.920
4,6:18,1,20,ARI 40,16,30,Tyrod Taylor pass complete short left to Robert Woods for 8 yards (tackle by Marcus Cooper and Tyvon Branch),2.920,2.760
4,5:41,2,12,ARI 32,16,30,LeSean McCoy middle for 1 yard (tackle by Markus Golden),2.760,2.210
4,4:57,3,11,ARI 31,16,30,LeSean McCoy right guard for 4 yards (tackle by D.J. Swearinger and Markus Golden),2.210,2.210
4,4:52,3,11,ARI 31,16,30,Timeout #1 by Arizona Cardinals,2.210,1.670
4,4:52,4,7,ARI 27,16,33,Dan Carpenter 45 yard field goal good,1.670,3.000
4,4:52,,,BUF 35,16,33,"Jordan Gay kicks off 65 yards, touchback",0.000,-0.610
4,4:48,1,10,ARI 25,16,33,Carson Palmer pass incomplete short right intended for Michael Floyd,0.610,0.060
4,4:42,2,10,ARI 25,16,33,Carson Palmer pass complete deep middle to John Brown for 19 yards (tackle by Stephon Gilmore),0.060,1.860
4,4:22,1,10,ARI 44,16,33,Carson Palmer pass incomplete short middle intended for David Johnson,1.860,1.320
4,4:16,2,10,ARI 44,16,33,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",1.320,0.640
4,4:16,2,15,ARI 39,16,33,Carson Palmer pass incomplete short left intended for Jaron Brown,0.640,-0.030
4,4:11,3,15,ARI 39,16,33,"Carson Palmer pass complete short right to Jaron Brown for 23 yards (tackle by Corey White). Carson Palmer fumbles, recovered by Carson Palmer at ARI-35",-0.030,3.050
4,3:45,1,10,BUF 38,16,33,Carson Palmer pass complete deep right to Jaron Brown for 15 yards (tackle by Robert Blanton),3.050,4.040
4,3:23,1,10,BUF 23,16,33,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Nickell Robey-Coleman),4.040,3.500
4,3:16,2,10,BUF 23,16,33,Carson Palmer pass incomplete deep left intended for Jaron Brown is intercepted by Corey Graham at BUF-1,3.500,0.380
4,3:08,1,10,BUF 1,18,33,"LeSean McCoy for -1 yards, safety",-0.380,-2.000
4,3:08,,,BUF 20,18,33,"Colton Schmidt kicks off 45 yards, returned by John Brown for 51 yards (tackle by Jonathan Meeks)",0.000,-4.650
4,2:52,1,10,BUF 14,18,33,Carson Palmer sacked by Jerry Hughes for -6 yards,4.650,3.280
4,2:28,2,16,BUF 20,18,33,Carson Palmer pass incomplete short middle intended for David Johnson,3.280,2.610
4,2:25,3,16,BUF 20,18,33,Carson Palmer pass incomplete deep left intended for Michael Floyd is intercepted by Stephon Gilmore at BUF--1 and returned for 34 yards,2.610,-1.140
4,2:13,1,10,BUF 33,18,33,Jonathan Williams right guard for 1 yard (tackle by Tony Jefferson and Deone Bucannon),1.140,1.140
4,2:09,1,10,BUF 33,18,33,Timeout #2 by Arizona Cardinals,1.140,0.730
4,2:09,2,9,BUF 34,18,33,Jonathan Williams middle for no gain (tackle by Josh Mauro and Tony Jefferson),0.730,0.730
4,2:05,2,9,BUF 34,18,33,Timeout #3 by Arizona Cardinals,0.730,0.040
4,2:05,3,9,BUF 34,18,33,Jonathan Williams right tackle for 1 yard (tackle by Markus Golden and Patrick Peterson),0.040,-1.040
4,2:00,4,8,BUF 35,18,33,"Colton Schmidt punts 25 yards, fair catch by John Brown",-1.040,-1.600
4,1:51,1,10,ARI 40,18,33,"Carson Palmer sacked by Lorenzo Alexander and Kyle Williams for -2 yards. Carson Palmer fumbles (forced by Lorenzo Alexander), recovered by Earl Watford at ARI-39",1.600,0.920
4,1:26,2,11,ARI 39,18,33,Carson Palmer pass complete deep left to Michael Floyd for 25 yards,0.920,3.180
4,1:18,1,10,BUF 36,18,33,Carson Palmer pass complete short left to John Brown for 8 yards (tackle by Stephon Gilmore),3.180,3.720
4,1:14,2,2,BUF 28,18,33,Carson Palmer pass incomplete deep right intended for Michael Floyd is intercepted by Corey White at BUF--5,3.720,-0.280
4,1:07,1,10,BUF 20,18,33,Tyrod Taylor kneels for -1 yards,0.280,-0.460
4,0:38,2,11,BUF 19,18,33,Tyrod Taylor kneels for -2 yards,-0.460,-1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
