Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,IND 38,7,7,"Penalty on Dwayne Allen: False Start, 5 yards (no play)",0.500,-0.160
2,15:00,3,11,IND 33,7,7,Andrew Luck pass complete deep right to T.Y. Hilton for 17 yards,-0.160,2.260
2,14:33,1,10,,7,7,Andrew Luck pass complete short left to T.Y. Hilton for 30 yards (tackle by Adam Jones),2.260,4.240
2,14:05,1,10,CIN 20,7,7,Andrew Luck pass incomplete,4.240,3.690
2,13:57,2,10,CIN 20,7,7,Andrew Luck pass complete short left to Dan Herron for 5 yards (tackle by Vincent Rey and Adam Jones),3.690,3.700
2,13:57,3,5,CIN 15,7,7,"Penalty on Dwayne Allen: False Start, 5 yards (no play)",3.700,3.700
2,12:52,3,5,CIN 15,7,7,Timeout #1 by Indianapolis Colts,3.700,3.010
2,12:52,3,10,CIN 20,7,7,Andrew Luck pass incomplete deep right intended for Reggie Wayne (defended by Dre Kirkpatrick),3.010,2.120
2,12:46,4,10,CIN 20,7,10,Adam Vinatieri 38 yard field goal good,2.120,3.000
2,12:46,,,IND 35,7,10,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
2,12:41,1,10,CIN 20,7,10,Andy Dalton pass complete short left to Rex Burkhead for 4 yards (tackle by Jonathan Newsome and Jerrell Freeman),0.280,0.270
2,12:01,2,6,CIN 24,7,10,Giovani Bernard left tackle for 1 yard (tackle by Montori Hughes),0.270,-0.300
2,11:15,3,5,CIN 25,7,10,Andy Dalton pass incomplete deep left intended for Greg Little,-0.300,-1.700
2,11:08,4,5,CIN 25,7,10,"Kevin Huber punts 54 yards, returned by Josh Cribbs for 15 yards (tackle by Clark Harris)",-1.700,-1.330
2,10:51,1,10,IND 36,7,10,Dan Herron left tackle for 2 yards (tackle by Leon Hall),1.330,1.060
2,10:12,2,8,IND 38,7,10,Andrew Luck pass complete deep right to Hakeem Nicks for 45 yards (tackle by George Iloka),1.060,4.440
2,9:27,1,10,CIN 17,7,10,Andrew Luck pass incomplete short right intended for T.Y. Hilton,4.440,3.850
2,9:22,2,10,CIN 17,7,10,Andrew Luck pass complete short left to Dan Herron for 6 yards (tackle by Vincent Rey),3.850,4.100
2,8:43,3,4,CIN 11,7,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton,4.100,2.770
2,8:39,4,4,CIN 11,7,13,Adam Vinatieri 29 yard field goal good,2.770,3.000
2,8:39,,,IND 35,7,13,"Pat McAfee kicks off 74 yards, returned by Adam Jones for 26 yards (tackle by Colt Anderson). Penalty on Andrew Jackson: Face Mask (15 Yards), 15 yards",0.000,-1.070
2,8:30,1,10,CIN 32,7,13,Jeremy Hill right tackle for 1 yard (tackle by Arthur Jones and Jerrell Freeman),1.070,0.660
2,7:51,2,9,CIN 33,7,13,Andy Dalton pass complete short right to Giovani Bernard for 9 yards (tackle by Greg Toler),0.660,1.730
2,7:06,1,10,CIN 42,7,13,"Penalty on Ryan Hewitt: False Start, 5 yards (no play)",1.730,1.400
2,6:39,1,15,CIN 37,7,13,Andy Dalton right end for -1 yards (tackle by Erik Walden),1.400,0.380
2,6:09,2,16,CIN 36,7,13,Andy Dalton pass complete short right to Ryan Hewitt for 12 yards (tackle by Jerrell Freeman),0.380,1.290
2,5:21,3,4,CIN 48,7,13,Andy Dalton pass incomplete deep left intended for Mohamed Sanu,1.290,-0.190
2,5:16,4,4,CIN 48,7,13,"Kevin Huber punts 43 yards, out of bounds",-0.190,0.380
2,5:07,1,10,IND 9,7,13,Dan Herron left guard for no gain (tackle by Domata Peko),-0.380,-0.780
2,4:27,2,10,IND 9,7,13,Andrew Luck pass complete short left to T.Y. Hilton for 8 yards (tackle by Carlos Dunlap),-0.780,-0.780
2,3:56,2,10,IND 9,7,13,Timeout #1 by Cincinnati Bengals,-0.780,-0.480
2,3:56,3,2,IND 17,7,13,Andrew Luck pass complete short right to Hakeem Nicks for 4 yards (tackle by Adam Jones),-0.480,0.340
2,3:20,1,10,IND 21,7,13,Andrew Luck pass complete short left to Dwayne Allen for 10 yards (tackle by Reggie Nelson),0.340,1.000
2,2:46,1,10,IND 31,7,13,Andrew Luck pass complete deep left to T.Y. Hilton for 25 yards (tackle by Terence Newman),1.000,2.650
2,2:12,1,10,CIN 44,7,13,Andrew Luck sacked by Margus Hunt and Geno Atkins for -8 yards,2.650,1.030
2,2:00,2,18,IND 48,7,13,"Andrew Luck pass complete short left to Dan Herron for 17 yards (tackle by Darqueze Dennard). Dan Herron fumbles (forced by Darqueze Dennard), recovered by Reggie Nelson at CIN-35 and returned for 6 yards (tackle by Coby Fleener)",1.030,-1.660
2,1:49,1,10,CIN 41,7,13,"Andy Dalton pass incomplete deep right intended for Rex Burkhead. Penalty on Greg Toler: Defensive Holding, 5 yards (no play)",1.660,1.990
2,1:44,1,10,CIN 46,7,13,Giovani Bernard up the middle for -1 yards (tackle by Jerrell Freeman and LaRon Landry),1.990,1.320
2,1:04,2,11,CIN 45,7,13,Andy Dalton pass incomplete,1.320,0.630
2,0:58,3,11,CIN 45,7,13,Andy Dalton pass complete short right to Ryan Hewitt for 11 yards (tackle by D'Qwell Jackson),0.630,0.630
2,0:50,3,11,CIN 45,7,13,Timeout #2 by Cincinnati Bengals,0.630,2.650
2,0:50,1,10,IND 44,7,13,Andy Dalton pass complete short left to Giovani Bernard for -3 yards (tackle by Vontae Davis),2.650,1.710
2,0:30,2,13,IND 47,7,13,Andy Dalton pass complete short middle to Giovani Bernard for 7 yards (tackle by Darius Butler),1.710,1.710
2,0:19,2,13,IND 47,7,13,Timeout #3 by Cincinnati Bengals,1.710,1.710
2,0:19,2,13,IND 47,7,13,Timeout #2 by Indianapolis Colts,1.710,1.950
2,0:19,3,6,IND 40,7,13,Andy Dalton pass complete short left to Giovani Bernard for 1 yard (tackle by LaRon Landry),1.950,0.660
2,0:15,4,5,IND 39,10,13,Mike Nugent 57 yard field goal good,0.660,3.000
2,0:15,,,CIN 35,10,13,"Mike Nugent kicks off 70 yards, returned by Josh Cribbs for 29 yards (tackle by Taylor Mays)",0.000,-0.540
2,0:03,1,10,IND 24,10,13,Andrew Luck kneels for no gain,0.540,0.000
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,10,13,"Pat McAfee kicks off 74 yards, returned by Adam Jones for 32 yards (tackle by Jack Doyle)",0.000,-0.480
3,14:55,1,10,CIN 23,10,13,Jeremy Hill right end for 3 yards (tackle by Jerrell Freeman),0.480,0.340
3,14:18,2,7,CIN 26,10,13,Andy Dalton pass incomplete short right intended for Brandon Tate (defended by Greg Toler),0.340,-0.360
3,14:14,3,7,CIN 26,10,13,Andy Dalton pass incomplete short right intended for Ryan Hewitt (defended by Erik Walden),-0.360,-1.630
3,14:10,4,7,CIN 26,10,13,"Kevin Huber punts 62 yards, returned by Josh Cribbs for 13 yards (tackle by Ryan Hewitt)",-1.630,-0.610
3,13:57,1,10,IND 25,10,13,"Zurlon Tipton left guard for 2 yards (tackle by Geno Atkins). Penalty on Jack Mewhort: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,13:33,1,20,IND 15,10,13,Andrew Luck pass complete short middle to Dwayne Allen for 12 yards (tackle by Vincent Rey),-0.410,0.330
3,12:59,2,8,IND 27,10,13,"Andrew Luck pass incomplete short middle intended for Coby Fleener. Penalty on Anthony Castonzo: Illegal Use of Hands, 10 yards (no play)",0.330,-1.150
3,12:54,2,18,IND 17,10,13,Andrew Luck pass complete short middle to Zurlon Tipton for 6 yards (tackle by Leon Hall and Adam Jones),-1.150,-0.890
3,12:14,3,12,IND 23,10,13,Andrew Luck pass complete short left to Dan Herron for 9 yards (tackle by Reggie Nelson),-0.890,-1.240
3,11:34,4,3,IND 32,10,13,"Pat McAfee punts 68 yards, touchback. Penalty on Darqueze Dennard: Unnecessary Roughness, 10 yards",-1.240,0.380
3,11:24,1,10,CIN 10,10,13,Jeremy Hill right tackle for 5 yards (tackle by Mike Adams),-0.380,-0.350
3,10:51,2,5,CIN 15,10,13,Jeremy Hill left end for no gain (tackle by Jerrell Freeman),-0.350,-0.840
3,10:07,3,5,CIN 15,10,13,Andy Dalton pass incomplete short middle intended for Brandon Tate (defended by Vontae Davis). Penalty on Russell Bodine: Illegal Use of Hands (Declined),-0.840,-2.440
3,10:03,4,5,CIN 15,10,13,"Kevin Huber punts 46 yards, fair catch by Josh Cribbs",-2.440,-1.530
3,9:54,1,10,IND 39,10,13,Andrew Luck pass complete short right to Jack Doyle for 2 yards (tackle by Emmanuel Lamur),1.530,1.260
3,9:28,2,8,IND 41,10,13,Andrew Luck pass complete short right to Donte Moncrief for 11 yards (tackle by Terence Newman),1.260,2.390
3,9:07,1,10,CIN 48,10,13,Dan Herron right tackle for 1 yard (tackle by Emmanuel Lamur),2.390,1.980
3,8:34,2,9,CIN 47,10,13,Andrew Luck pass complete short middle to Dan Herron for 11 yards (tackle by Emmanuel Lamur),1.980,3.180
3,8:03,1,10,CIN 36,10,13,Andrew Luck pass incomplete,3.180,2.640
3,7:57,2,10,CIN 36,10,19,"Andrew Luck pass complete deep right to Donte Moncrief for 36 yards, touchdown",2.640,7.000
3,7:57,,,CIN 2,10,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,7:57,,,IND 35,10,20,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
3,7:48,1,10,CIN 20,10,20,Andy Dalton pass incomplete deep middle intended for Brandon Tate (defended by Greg Toler),0.280,-0.270
3,7:41,2,10,CIN 20,10,20,"Andy Dalton pass complete short right to Giovani Bernard for 6 yards (tackle by Mike Adams and Darius Butler). Penalty on Russell Bodine: Offensive Holding, 10 yards",-0.270,-0.940
3,7:07,2,14,CIN 16,10,20,Andy Dalton pass incomplete short right intended for Brandon Tate (defended by Cory Redding),-0.940,-1.690
3,7:03,3,14,CIN 16,10,20,Andy Dalton pass complete short left to Giovani Bernard for 8 yards (tackle by Jerrell Freeman),-1.690,-1.770
3,6:27,4,6,CIN 24,10,20,"Kevin Huber punts 37 yards, returned by Josh Cribbs for 4 yards (tackle by Dre Kirkpatrick)",-1.770,-1.800
3,6:18,1,10,IND 43,10,20,Dan Herron left tackle for 9 yards (tackle by Vincent Rey),1.800,2.470
3,5:57,2,1,CIN 48,10,20,Dan Herron left tackle for 9 yards (tackle by Vincent Rey and Marquis Flowers),2.470,2.980
3,5:15,1,10,CIN 39,10,20,Andrew Luck pass complete short right to Jack Doyle for 3 yards (tackle by Emmanuel Lamur),2.980,2.850
3,4:30,2,7,CIN 36,10,20,Andrew Luck pass complete short right to Dan Herron for 4 yards (tackle by Reggie Nelson),2.850,2.680
3,3:52,3,3,CIN 32,10,20,Andrew Luck pass complete short left to T.Y. Hilton for 14 yards (tackle by Adam Jones),2.680,4.370
3,3:16,1,10,CIN 18,10,20,"Andrew Luck pass complete short left to Coby Fleener for 18 yards. Penalty on Donte Moncrief: Illegal Block Above the Waist, 10 yards",4.370,6.230
3,3:08,1,2,CIN 10,10,20,"Andrew Luck pass incomplete short right intended for Reggie Wayne. Penalty on Emmanuel Lamur: Defensive Holding, 5 yards (no play)",6.230,6.060
3,3:02,1,5,CIN 5,10,20,Andrew Luck pass incomplete short right intended for T.Y. Hilton,6.060,5.150
3,2:57,2,5,CIN 5,10,20,Dan Herron up the middle for 1 yard (tackle by Brandon Thompson and Vincent Rey),5.150,4.490
3,2:15,3,4,CIN 4,10,20,Andrew Luck pass complete short middle to Dan Herron for no gain,4.490,3.030
3,1:36,4,4,CIN 4,10,23,Adam Vinatieri 22 yard field goal good,3.030,3.000
3,1:36,,,IND 35,10,23,"Pat McAfee kicks off 74 yards, returned by Adam Jones for 22 yards (tackle by Andrew Jackson)",0.000,0.320
3,1:25,1,10,CIN 13,10,23,Andy Dalton pass incomplete deep middle intended for Brandon Tate,-0.320,-0.770
3,1:18,2,10,CIN 13,10,23,Jeremy Hill right guard for 2 yards (tackle by Josh Chapman),-0.770,-1.180
3,0:30,3,8,CIN 15,10,23,Andy Dalton sacked by Ricky Jean-Francois and Jerrell Freeman for -5 yards,-1.180,-2.490
Quarter,Time,Down,ToGo,Location,CIN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,13,CIN 10,10,23,"Kevin Huber punts 50 yards, returned by Josh Cribbs for 3 yards (tackle by Clark Harris). Penalty on Cedric Peerman: Defensive Holding, 10 yards",-2.490,-2.460
4,14:50,1,10,CIN 47,10,23,Dan Herron left tackle for 4 yards (tackle by Brandon Thompson),2.460,2.450
4,14:06,2,6,CIN 43,10,23,Andrew Luck pass complete short right to T.Y. Hilton for 9 yards (tackle by Dre Kirkpatrick),2.450,3.310
4,13:36,1,10,CIN 34,10,23,"Dan Herron up the middle for 1 yard (tackle by Vincent Rey). Dan Herron fumbles (forced by Vincent Rey), recovered by Khaled Holmes at CIN-33",3.310,2.910
4,12:53,2,9,CIN 33,10,23,Zurlon Tipton right end for -5 yards (tackle by Carlos Dunlap and Wallace Gilberry),2.910,1.550
4,12:14,3,14,CIN 38,10,23,Zurlon Tipton up the middle for 3 yards (tackle by Geno Atkins),1.550,0.970
4,11:38,4,11,CIN 35,10,26,Adam Vinatieri 53 yard field goal good,0.970,3.000
4,11:38,,,IND 35,10,26,"Pat McAfee kicks off 65 yards, touchback",0.000,-0.280
4,11:31,1,10,CIN 20,10,26,Andy Dalton pass complete short middle to Mohamed Sanu for 11 yards (tackle by Jerrell Freeman and D'Qwell Jackson),0.280,1.000
4,10:59,1,10,CIN 31,10,26,Andy Dalton sacked by Cory Redding for -3 yards,1.000,0.060
4,10:26,2,13,CIN 28,10,26,Andy Dalton pass incomplete short left intended for Mohamed Sanu,0.060,-0.630
4,10:21,3,13,CIN 28,10,26,Andy Dalton left end for 3 yards (tackle by Vontae Davis),-0.630,-1.310
4,9:49,4,10,CIN 31,10,26,"Kevin Huber punts 57 yards, returned by Josh Cribbs for 11 yards (tackle by Clark Harris). Penalty on Dewey McDonald: Offensive Holding, 6 yards",-1.310,0.380
4,9:37,1,10,IND 6,10,26,Zurlon Tipton up the middle for 11 yards (tackle by Marquis Flowers),-0.380,-0.060
4,8:56,1,10,IND 17,10,26,Zurlon Tipton up the middle for 5 yards (tackle by George Iloka),-0.060,0.210
4,8:11,2,5,IND 22,10,26,Zurlon Tipton up the middle for 3 yards (tackle by Marquis Flowers),0.210,-0.240
4,7:32,3,2,IND 25,10,26,Andrew Luck pass complete short right to Reggie Wayne for 12 yards (tackle by Darqueze Dennard),-0.240,1.400
4,6:44,1,10,IND 37,10,26,Zurlon Tipton left tackle for 8 yards (tackle by George Iloka and Marquis Flowers),1.400,1.940
4,5:54,2,2,IND 45,10,26,Zurlon Tipton left end for 8 yards (tackle by Emmanuel Lamur),1.940,2.460
4,5:17,1,10,CIN 47,10,26,Dan Herron left tackle for -3 yards (tackle by Brandon Thompson),2.460,2.460
4,5:12,1,10,CIN 47,10,26,Timeout #1 by Cincinnati Bengals,2.460,1.510
4,5:12,2,13,,10,26,Andrew Luck pass complete short left to Hakeem Nicks for 10 yards (tackle by Reggie Nelson),1.510,2.150
4,4:40,3,3,CIN 40,10,26,Zurlon Tipton left guard for no gain (tackle by George Iloka and Vincent Rey),2.150,2.150
4,4:33,3,3,CIN 40,10,26,Timeout #2 by Cincinnati Bengals,2.150,0.590
4,4:33,4,3,CIN 40,10,26,Penalty on Andrew Luck: Delay of Game (Declined),0.590,0.590
4,4:33,4,3,CIN 40,10,26,"Pat McAfee punts 40 yards, touchback",0.590,-0.280
4,4:25,1,10,CIN 20,10,26,Andy Dalton pass incomplete short middle intended for Ryan Hewitt (defended by Cory Redding),0.280,-0.270
4,4:20,2,10,CIN 20,10,26,Andy Dalton pass incomplete short right intended for Mohamed Sanu (defended by Greg Toler),-0.270,-0.960
4,4:14,3,10,CIN 20,10,26,Andy Dalton left tackle for 16 yards,-0.960,1.330
4,3:45,1,10,CIN 36,10,26,Andy Dalton pass complete short middle to Ryan Hewitt for 14 yards (tackle by Mike Adams),1.330,2.260
4,3:20,1,10,,10,26,Andy Dalton pass complete short right to Kevin Brock for 7 yards (tackle by Jerrell Freeman),2.260,2.660
4,2:56,2,3,IND 43,10,26,"Andy Dalton sacked by Jerrell Freeman for -7 yards. Andy Dalton fumbles (forced by Jerrell Freeman), recovered by Montori Hughes at IND-46 (tackle by Clint Boling)",2.660,-1.990
4,2:47,1,10,IND 46,10,26,Zurlon Tipton up the middle for no gain (tackle by Brandon Thompson and George Iloka),1.990,1.990
4,2:44,1,10,IND 46,10,26,Timeout #3 by Cincinnati Bengals,1.990,1.450
4,2:44,2,10,IND 46,10,26,Zurlon Tipton left end for 5 yards (tackle by Vincent Rey and Domata Peko),1.450,1.420
4,2:00,3,5,CIN 49,10,26,Zurlon Tipton right end for 2 yards (tackle by Margus Hunt and Domata Peko),1.420,1.420
4,1:11,3,5,CIN 49,10,26,Timeout #1 by Indianapolis Colts,1.420,0.130
4,1:11,4,3,CIN 47,10,26,"Pat McAfee punts 39 yards, returned by Brandon Tate for 19 yards (tackle by Jack Doyle)",0.130,-0.740
4,0:59,1,10,CIN 27,10,26,Andy Dalton pass complete short right to Giovani Bernard for 5 yards (tackle by Mike Adams),0.740,0.870
4,0:51,2,5,CIN 32,10,26,Andy Dalton pass incomplete short middle intended for Kevin Brock (defended by Mike Adams),0.870,0.170
4,0:47,3,5,CIN 32,10,26,Andy Dalton right tackle for 16 yards (tackle by Mike Adams),0.170,2.130
4,0:21,1,10,CIN 48,10,26,Andy Dalton pass incomplete short right intended for Cobi Hamilton,2.130,1.580
4,0:16,2,10,CIN 48,10,26,Andy Dalton pass complete short right to Giovani Bernard for 13 yards (tackle by Mike Adams),1.580,2.980
4,0:07,1,10,IND 39,10,26,Andy Dalton pass incomplete deep left intended for Cobi Hamilton (defended by D'Qwell Jackson),2.980,2.440
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
