Quarter,Time,Down,ToGo,Location,SDG,TEN,Detail,EPB,EPA
2,4:58,1,16,SDG 22,0,3,LenDale White right tackle for 3 yards (tackle by Marques Harris and Brandon McKinney),4.110,3.520
2,4:16,2,13,SDG 19,0,3,LenDale White up the middle for 1 yard (tackle by Marques Harris),3.520,2.940
2,3:30,3,12,SDG 18,0,3,Vince Young pass complete short left to Chris Barclay for 7 yards (tackle by Eric Weddle),2.940,2.750
2,2:43,4,5,SDG 11,0,3,Rob Bironas 29 yard field goal no good,2.750,-0.280
2,2:39,1,10,SDG 20,0,3,LaDainian Tomlinson left guard for 6 yards (tackle by Cortland Finnegan),0.280,0.540
2,2:02,2,4,SDG 26,0,3,"LaDainian Tomlinson left tackle for 16 yards (tackle by Cortland Finnegan). Penalty on LaDainian Tomlinson: Unnecessary Roughness, 15 yards",0.540,0.740
2,1:56,1,10,SDG 27,0,3,LaDainian Tomlinson up the middle for no gain (tackle by David Thornton),0.740,0.200
2,1:18,2,10,SDG 27,0,3,Billy Volek sacked by Albert Haynesworth for -7 yards,0.200,-1.420
2,1:06,,,,0,3,Timeout #1 by Tennessee Titans,0.000,-1.420
2,1:06,3,17,SDG 20,0,3,LaDainian Tomlinson up the middle for no gain (tackle by Kyle Vanden Bosch),-1.420,-2.030
2,1:02,,,,0,3,Timeout #2 by Tennessee Titans,0.000,-2.030
2,1:01,4,17,SDG 20,0,3,Mike Scifres punts 47 yards,-2.030,-1.140
2,0:51,1,10,TEN 33,0,3,Kerry Collins pass complete short left to Chris Brown for -2 yards (tackle by Drayton Florence),1.140,0.320
2,0:28,2,12,TEN 31,0,3,Kerry Collins pass incomplete short left intended for Roydell Williams,0.320,-0.360
2,0:23,3,12,TEN 31,0,3,"Kerry Collins pass incomplete short middle intended for Bo Scaife. Penalty on Shaun Phillips: Defensive Offside, 4 yards (no play)",-0.360,0.170
2,0:19,3,8,TEN 35,0,3,Kerry Collins pass incomplete deep left intended for Bo Scaife,0.170,-1.040
2,0:14,4,8,TEN 35,0,3,Craig Hentrich punts 44 yards,-1.040,-0.340
2,0:02,1,10,SDG 21,0,3,Billy Volek kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,SDG,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 30,0,3,"Nate Kaeding kicks off 67 yards, returned by Chris Barclay for 26 yards (tackle by Kassim Osgood)",0.000,0.870
3,14:55,1,10,TEN 29,0,3,LenDale White right tackle for 3 yards (tackle by Matt Wilhelm),0.870,0.730
3,14:15,2,7,TEN 32,0,3,Vince Young pass complete short right to Ben Hartsock for 5 yards (tackle by Quentin Jammer),0.730,0.700
3,13:47,3,2,TEN 37,0,3,Vince Young pass incomplete short left intended for Roydell Williams is intercepted by Matt Wilhelm at TEN-41,0.700,-2.850
3,13:43,1,10,TEN 41,0,3,LaDainian Tomlinson right guard for 32 yards (tackle by Michael Griffin),2.850,5.140
3,13:13,1,9,TEN 9,0,3,LaDainian Tomlinson up the middle for 6 yards (tackle by Cortland Finnegan),5.140,5.530
3,12:29,2,3,TEN 3,0,3,LaDainian Tomlinson left tackle for 1 yard (tackle by Kyle Vanden Bosch and Michael Griffin),5.530,4.950
3,11:50,3,2,TEN 2,0,3,Philip Rivers pass incomplete short right intended for Vincent Jackson,4.950,3.250
3,11:47,4,2,TEN 2,3,3,Nate Kaeding 20 yard field goal good,3.250,3.000
3,,,,SDG 30,3,3,"Nate Kaeding kicks off 68 yards, returned by Chris Barclay for 29 yards (tackle by Eric Weddle)",0.000,1.000
3,11:37,1,10,TEN 31,3,3,Vince Young pass complete short right to Ben Hartsock for 1 yard (tackle by Marlon McCree),1.000,0.600
3,11:04,2,9,TEN 32,3,3,LenDale White right tackle for 3 yards (tackle by Marques Harris),0.600,0.300
3,10:21,3,6,TEN 35,3,3,Vince Young pass complete short left to Bo Scaife for 5 yards (tackle by Clinton Hart),0.300,-0.720
3,9:45,4,1,TEN 40,3,3,"Craig Hentrich punts 47 yards, fair catch by Craig Davis",-0.720,0.320
3,9:37,1,10,SDG 13,3,3,LaDainian Tomlinson up the middle for 15 yards (tackle by Calvin Lowry and Nick Harper),-0.320,0.810
3,8:57,1,10,SDG 28,3,3,Michael Turner up the middle for 2 yards (tackle by Randy Starks and Michael Griffin),0.810,0.530
3,8:16,2,8,SDG 30,3,3,Philip Rivers pass complete short left to Craig Davis for -3 yards (tackle by Vincent Fuller),0.530,-0.560
3,7:29,3,11,SDG 27,3,3,Philip Rivers pass incomplete deep right intended for Vincent Jackson is intercepted by Nick Harper at TEN-49 and returned for 32 yards (tackle by Jeromey Clary),-0.560,-4.310
3,7:17,1,10,SDG 19,3,3,LenDale White right tackle for 5 yards (tackle by Matt Wilhelm),4.310,4.530
3,6:41,2,5,SDG 14,3,3,LenDale White left guard for 4 yards (tackle by Ryon Bingham),4.530,4.690
3,6:16,3,1,SDG 10,3,3,LenDale White up the middle for 3 yards (tackle by Shaun Phillips),4.690,5.600
3,5:24,1,7,SDG 7,3,9,"Chris Brown left end for 7 yards, touchdown",5.600,7.000
3,,,,SDG 2,3,10,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 30,3,10,"Rob Bironas kicks off 65 yards, returned by Antonio Cromartie for 19 yards (tackle by Eric King)",0.000,0.540
3,5:11,1,10,SDG 24,3,10,LaDainian Tomlinson left guard for 2 yards (tackle by Ryan Fowler),0.540,0.270
3,4:36,2,8,SDG 26,3,10,Philip Rivers sacked by Kyle Vanden Bosch for -8 yards. Penalty on SDG: Illegal Shift (Declined),0.270,-1.640
3,4:18,3,16,SDG 18,3,10,LaDainian Tomlinson left tackle for -1 yards (tackle by Kyle Vanden Bosch),-1.640,-2.320
3,3:37,4,17,SDG 17,3,10,"Mike Scifres punts 44 yards, returned by Chris Barclay for 19 yards (tackle by Brandon Siler)",-2.320,-2.790
3,3:27,1,10,SDG 42,3,10,LenDale White left guard for 2 yards (tackle by Shaun Phillips),2.790,2.510
3,2:49,2,8,SDG 40,3,10,Vince Young left guard for 1 yard (tackle by Igor Olshansky),2.510,1.950
3,2:03,3,7,SDG 39,3,10,Vince Young pass complete short right to Justin Gage for 12 yards (tackle by Quentin Jammer),1.950,3.780
3,1:36,1,10,SDG 27,3,10,LenDale White up the middle for 3 yards (tackle by Clinton Hart),3.780,3.640
3,0:52,,,,3,10,Timeout #1 by Tennessee Titans,0.000,3.640
3,0:52,2,7,SDG 24,3,10,Vince Young pass complete short left to Eric Moulds for 15 yards (tackle by Quentin Jammer),3.640,5.140
Quarter,Time,Down,ToGo,Location,SDG,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,9,SDG 9,3,10,LenDale White left guard for 2 yards (tackle by Matt Wilhelm),5.140,4.760
4,14:24,2,7,SDG 7,3,16,"LenDale White up the middle for 7 yards, touchdown",4.760,7.000
4,,,,SDG 2,3,17,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,3,17,"Rob Bironas kicks off 69 yards, returned by Antonio Cromartie for 26 yards (tackle by Donnie Nickey)",0.000,0.740
4,14:15,1,10,SDG 27,3,17,LaDainian Tomlinson left guard for 7 yards (tackle by Kyle Vanden Bosch),0.740,1.140
4,13:33,2,3,SDG 34,3,17,Michael Turner up the middle for -1 yards (tackle by Albert Haynesworth),1.140,0.300
4,12:51,3,4,SDG 33,3,17,Philip Rivers pass complete deep right to Vincent Jackson for 29 yards (tackle by Vincent Fuller),0.300,3.050
4,12:11,1,10,TEN 38,3,17,Philip Rivers pass complete deep left to Antonio Gates for 17 yards,3.050,4.170
4,11:44,1,10,TEN 21,3,17,Philip Rivers sacked by Kyle Vanden Bosch for -10 yards,4.170,2.280
4,11:07,2,20,TEN 31,3,17,Philip Rivers pass incomplete deep left intended for Antonio Gates,2.280,1.620
4,11:02,3,20,TEN 31,3,17,Philip Rivers sacked by Kyle Vanden Bosch for -9 yards,1.620,0.590
4,10:47,4,29,TEN 40,3,17,Mike Scifres punts 39 yards,0.590,0.380
4,10:36,1,10,TEN 1,3,17,LenDale White up the middle for no gain (tackle by Igor Olshansky and Matt Wilhelm),-0.380,-0.780
4,9:59,2,10,TEN 1,3,17,Vince Young pass incomplete short right intended for Ahmard Hall,-0.780,-1.420
4,9:56,3,10,TEN 1,3,17,LenDale White left tackle for 6 yards (tackle by Eric Weddle and Jacques Cesaire),-1.420,-2.490
4,9:09,4,4,TEN 7,3,17,"Craig Hentrich punts 41 yards, fair catch by Craig Davis",-2.490,-2.390
4,9:01,1,10,TEN 48,3,17,Philip Rivers pass complete deep middle to Chris Chambers for 26 yards (tackle by Nick Harper),2.390,4.110
4,8:23,1,10,TEN 22,3,17,Philip Rivers pass incomplete short right intended for Andrew Pinnock,4.110,3.560
4,8:16,2,10,TEN 22,3,17,LaDainian Tomlinson left tackle for 15 yards (tackle by Calvin Lowry),3.560,5.600
4,7:35,1,7,TEN 7,9,17,"Philip Rivers pass complete short right to LaDainian Tomlinson for 7 yards, touchdown",5.600,7.000
4,,,,TEN 2,10,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,10,17,"Nate Kaeding kicks off 64 yards, returned by Chris Barclay for 20 yards (tackle by Brandon Siler)",0.000,0.670
4,7:22,1,10,TEN 26,10,17,LenDale White up the middle for 6 yards (tackle by Eric Weddle),0.670,0.940
4,6:41,2,4,TEN 32,10,17,LenDale White left end for 3 yards (tackle by Matt Wilhelm),0.940,0.630
4,6:01,3,1,TEN 35,10,17,LenDale White right guard for 2 yards (tackle by Jacques Cesaire),0.630,1.400
4,5:14,1,10,TEN 37,10,17,LenDale White up the middle for 7 yards (tackle by Shaun Phillips),1.400,1.800
4,4:29,2,3,TEN 44,10,17,LenDale White left guard for 2 yards (tackle by Brandon McKinney and Ryon Bingham),1.800,1.360
4,3:44,3,1,TEN 46,10,17,LenDale White right tackle for 2 yards (tackle by Stephen Cooper and Jacques Cesaire),1.360,2.130
4,3:27,,,,10,17,Timeout #1 by San Diego Chargers,0.000,2.130
4,3:27,1,10,TEN 48,10,17,LenDale White right guard for 5 yards (tackle by Clinton Hart and Matt Wilhelm),2.130,2.260
4,2:42,2,5,SDG 47,10,17,Chris Brown left guard for 1 yard (tackle by Jyles Tucker and Brandon McKinney),2.260,1.680
4,2:37,,,,10,17,Timeout #2 by San Diego Chargers,0.000,1.680
4,2:37,3,4,SDG 46,10,17,Vince Young pass incomplete short left intended for Bo Scaife (defended by Matt Wilhelm),1.680,0.200
4,2:32,4,4,SDG 46,10,17,"Craig Hentrich punts 26 yards, fair catch by Craig Davis",0.200,-0.280
4,2:24,1,10,SDG 20,10,17,Philip Rivers pass complete short left to LaDainian Tomlinson for 3 yards (tackle by Calvin Lowry),0.280,0.140
4,2:18,2,7,SDG 23,10,17,Philip Rivers pass complete short middle to LaDainian Tomlinson for 2 yards (tackle by David Thornton),0.140,-0.300
4,2:00,3,5,SDG 25,10,17,Philip Rivers pass incomplete intended for LaDainian Tomlinson,-0.300,-1.700
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
4,1:52,4,5,SDG 25,10,17,Philip Rivers pass complete deep middle to Chris Chambers for 19 yards (tackle by Calvin Lowry),-1.700,1.860
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:33,1,10,SDG 44,10,17,Philip Rivers pass incomplete deep left intended for Chris Chambers,1.860,1.320
4,1:29,2,10,SDG 44,10,17,Philip Rivers pass complete deep middle to Chris Chambers for 28 yards (tackle by Calvin Lowry),1.320,3.710
4,1:00,1,10,TEN 28,10,17,Philip Rivers pass incomplete short right intended for Chris Chambers,3.710,3.170
4,0:56,2,10,TEN 28,10,17,"LaDainian Tomlinson up the middle for 8 yards (tackle by Vincent Fuller). Penalty on Travis LaBoy: Defensive Offside, 5 yards (no play)",3.170,3.840
4,0:51,2,5,TEN 23,10,17,Philip Rivers pass complete short right to Antonio Gates for 7 yards (tackle by Nick Harper),3.840,4.510
4,0:46,1,10,TEN 16,10,17,Philip Rivers pass complete short right to Andrew Pinnock for 5 yards (tackle by Ryan Fowler),4.510,4.760
4,0:35,,,,10,17,Timeout #3 by San Diego Chargers,0.000,4.760
4,0:35,2,5,TEN 11,10,17,Philip Rivers pass incomplete short left intended for Brandon Manumaleuna,4.760,3.940
4,0:30,3,5,TEN 11,10,17,Philip Rivers pass complete short left to LaDainian Tomlinson for 9 yards (tackle by Vincent Fuller),3.940,0.000
4,,,,,10,17,--,0.000,6.740
4,0:22,1,2,TEN 2,10,17,Philip Rivers pass incomplete short right intended for Antonio Gates,6.740,5.720
4,0:17,2,2,TEN 2,10,17,Philip Rivers pass incomplete short left intended for Chris Chambers (defended by Cortland Finnegan),5.720,4.950
4,0:13,3,2,TEN 2,16,17,"Philip Rivers pass complete short left to Antonio Gates for 2 yards, touchdown",4.950,7.000
4,,,,TEN 2,17,17,Nate Kaeding kicks extra point good,0.000,0.000
4,,,,SDG 30,17,17,"Nate Kaeding kicks off 56 yards, returned by Chris Barclay for 18 yards (tackle by Brandon Siler)",0.000,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SDG,TEN,Detail,EPB,EPA
,,,,,,,"Chargers won the coin toss, Chargers to receive the overtime kickoff.",,
OT,,,,TEN 30,17,17,"Rob Bironas kicks off 78 yards, touchback",0.000,0.280
OT,15:00,1,10,SDG 20,17,17,Philip Rivers pass incomplete short middle intended for Chris Chambers (defended by Nick Harper),0.280,-0.270
OT,14:56,2,10,SDG 20,17,17,Philip Rivers pass complete short left to Antonio Gates for 14 yards (tackle by Michael Griffin),-0.270,1.200
OT,14:22,1,10,SDG 34,17,17,LaDainian Tomlinson left tackle for 7 yards (tackle by Cortland Finnegan),1.200,1.600
OT,13:47,2,3,SDG 41,17,17,LaDainian Tomlinson right guard for 4 yards (tackle by Nick Harper),1.600,1.930
OT,13:08,1,10,SDG 45,17,17,Philip Rivers right end for 2 yards (tackle by David Thornton),1.930,1.650
OT,12:36,2,8,SDG 47,17,17,Philip Rivers pass incomplete short left intended for Craig Davis,1.650,0.960
OT,12:31,3,8,SDG 47,17,17,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,0.960,-0.260
OT,12:27,4,8,SDG 47,17,17,Mike Scifres punts 51 yards,-0.260,0.380
OT,12:17,1,10,TEN 2,17,17,LenDale White right guard for 1 yard (tackle by Jacques Cesaire and Brandon McKinney),-0.380,-0.710
OT,11:40,2,9,TEN 3,17,17,LenDale White left guard for 2 yards (tackle by Brandon McKinney),-0.710,-1.070
OT,11:00,3,7,TEN 5,17,17,Vince Young pass incomplete short middle intended for Bo Scaife,-1.070,-2.490
OT,10:56,4,7,TEN 5,17,17,"Craig Hentrich punts 57 yards, returned by Craig Davis for 14 yards (tackle by Ben Troupe)",-2.490,-2.390
OT,10:44,1,10,TEN 48,17,17,LaDainian Tomlinson up the middle for 5 yards (tackle by Michael Griffin),2.390,2.520
OT,10:13,2,5,TEN 43,17,17,LaDainian Tomlinson left guard for 1 yard (tackle by Keith Bulluck),2.520,1.950
OT,9:26,,,,17,17,Timeout #1 by San Diego Chargers,0.000,1.950
OT,9:26,3,4,TEN 42,17,17,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Vincent Fuller),1.950,3.510
OT,8:46,1,10,TEN 31,17,17,LaDainian Tomlinson left tackle for 3 yards (tackle by Ryan Fowler and Kyle Vanden Bosch),3.510,3.370
OT,8:07,2,7,TEN 28,17,17,Philip Rivers pass complete short right to Vincent Jackson for 12 yards (tackle by Albert Haynesworth),3.370,4.510
OT,7:35,1,10,TEN 16,23,17,"LaDainian Tomlinson left end for 16 yards, touchdown",4.510,6.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
