Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
1,0:42,1,10,IND 20,0,21,Delone Carter right guard for 5 yards (tackle by Jo-Lonn Dunbar and Jonathan Vilma),0.280,0.410
1,0:04,2,5,IND 25,0,21,Curtis Painter pass incomplete short left intended for Reggie Wayne (defended by Patrick Robinson),0.410,-0.300
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,IND 25,0,21,Curtis Painter sacked by Jonathan Casillas for -5 yards,-0.300,-2.030
2,14:43,4,10,IND 20,0,21,"Pat McAfee punts 52 yards, returned by Darren Sproles for 3 yards (tackle by Jerry Hughes)",-2.030,-1.000
2,14:30,1,10,NOR 31,0,21,Drew Brees pass complete short right to Lance Moore for 26 yards (tackle by Kevin Thomas),1.000,2.720
2,13:50,1,10,IND 43,0,21,Mark Ingram left guard for 5 yards (tackle by Antoine Bethea),2.720,2.850
2,13:18,2,5,IND 38,0,21,Drew Brees pass complete short middle to Robert Meachem for 18 yards (tackle by Antoine Bethea),2.850,4.240
2,12:43,1,10,IND 20,0,21,Drew Brees pass complete short right to Pierre Thomas for 4 yards (tackle by Ernie Sims and Kevin Thomas),4.240,4.280
2,12:00,2,6,IND 16,0,21,Drew Brees pass complete short right to Jimmy Graham for 14 yards (tackle by Ernie Sims and Antoine Bethea),4.280,6.740
2,11:23,1,2,IND 2,0,21,Pierre Thomas left end for 1 yard (tackle by Antonio Johnson),6.740,5.910
2,10:47,2,1,IND 1,0,27,"Jed Collins left guard for 1 yard, touchdown",5.910,7.000
2,,,,IND 2,0,28,John Kasay kicks extra point good,0.000,0.000
2,,,,NOR 35,0,28,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,10:39,1,10,IND 20,0,28,Donald Brown right end for no gain (tackle by Jo-Lonn Dunbar),0.280,-0.270
2,10:12,2,10,IND 20,0,28,Curtis Painter pass incomplete short right intended for Pierre Garcon,-0.270,-0.960
2,10:07,3,10,IND 20,0,28,Curtis Painter pass incomplete deep right intended for Pierre Garcon,-0.960,-2.030
2,10:02,4,10,IND 20,0,28,"Pat McAfee punts 54 yards, returned by Darren Sproles for 16 yards (tackle by Jacob Tamme)",-2.030,-1.730
2,9:48,1,10,NOR 42,0,28,Mark Ingram left guard for 6 yards (tackle by Philip Wheeler),1.730,2.000
2,9:17,2,4,NOR 48,0,28,Drew Brees sacked by Tyler Brayton for -3 yards,2.000,0.890
2,8:45,3,7,NOR 45,0,28,Drew Brees pass complete short middle to Jimmy Graham for 16 yards (tackle by Joe Lefeged),0.890,2.980
2,8:00,1,10,IND 39,0,28,Robert Meachem right end for -1 yards (tackle by Philip Wheeler),2.980,2.300
2,7:23,2,11,IND 40,0,28,Pierre Thomas left end for 9 yards (tackle by Jerraud Powers and Fili Moala),2.300,2.810
2,6:45,3,2,IND 31,0,28,Darren Sproles left end for 11 yards (tackle by Philip Wheeler),2.810,4.240
2,6:07,1,10,IND 20,0,28,"Penalty on Daniel Muir: Encroachment, 5 yards (no play)",4.240,5.190
2,5:55,1,5,IND 15,0,28,Drew Brees pass complete short left to Jimmy Graham for 5 yards (tackle by Ernie Sims and Jerraud Powers),5.190,4.910
2,5:16,1,10,IND 10,0,28,Mark Ingram right guard for 5 yards (tackle by Ricardo Mathews and Antoine Bethea),4.910,5.150
2,4:38,2,5,IND 5,0,28,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Antoine Bethea),5.150,4.260
2,4:27,3,5,IND 5,0,28,Drew Brees pass incomplete short right intended for Lance Moore (defended by Kevin Thomas),4.260,3.010
2,4:23,4,5,IND 5,0,31,John Kasay 23 yard field goal good,3.010,3.000
2,,,,NOR 35,0,31,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
2,4:20,1,10,IND 20,0,31,Delone Carter right end for 42 yards (tackle by Scott Shanle and Jonathan Casillas),0.280,3.050
2,3:51,1,10,NOR 38,0,31,Delone Carter right end for 4 yards (tackle by Roman Harper and Will Smith),3.050,3.050
2,3:29,2,6,NOR 34,0,31,Curtis Painter pass complete short right to Pierre Garcon for 15 yards (tackle by Roman Harper),3.050,4.310
2,3:17,1,10,NOR 19,0,31,Curtis Painter pass complete short left to Reggie Wayne for 8 yards (tackle by Patrick Robinson),4.310,5.140
2,2:55,2,2,NOR 11,0,31,Donald Brown left guard for 8 yards (tackle by Malcolm Jenkins),5.140,6.510
2,2:29,1,3,NOR 3,0,31,Donald Brown left guard for 1 yard (tackle by Sedrick Ellis and Jonathan Vilma),6.510,5.720
2,2:00,2,2,NOR 2,6,31,"Delone Carter right tackle for 2 yards, touchdown",5.720,7.000
2,,,,NOR 2,7,31,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 35,7,31,"Pat McAfee kicks off 74 yards, returned by Darren Sproles for 27 yards (tackle by Chris Gronkowski)",0.000,0.040
2,1:52,1,10,NOR 18,7,31,Drew Brees pass complete short left to Darren Sproles for 1 yard (tackle by Terrence Johnson),0.040,-0.320
2,1:16,2,9,NOR 19,7,31,Darren Sproles for 1 yard (tackle by Terrence Johnson),-0.320,-0.910
2,1:09,3,8,NOR 20,7,31,Drew Brees pass complete short left to Darren Sproles for 9 yards (tackle by Ernie Sims and Jerraud Powers),-0.910,0.870
2,0:38,1,10,NOR 29,7,31,Drew Brees pass complete short right to Marques Colston for 9 yards (tackle by Terrence Johnson),0.870,1.540
2,0:35,,,,7,31,Timeout #2 by New Orleans Saints,0.000,1.540
2,0:35,2,1,NOR 38,7,31,Drew Brees pass complete deep right to Marques Colston for 39 yards (tackle by Kevin Thomas),1.540,4.040
2,0:26,1,10,IND 23,7,31,Drew Brees pass complete short right to Darren Sproles for -7 yards (tackle by Ricardo Mathews),4.040,2.550
2,0:03,,,,7,31,Timeout #3 by New Orleans Saints,0.000,2.550
2,0:03,2,17,IND 30,7,34,John Kasay 47 yard field goal good,2.550,3.000
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,7,34,"Pat McAfee kicks off 69 yards, returned by Darren Sproles for 29 yards (tackle by David Caldwell)",0.000,0.610
3,14:54,1,10,NOR 25,7,34,Mark Ingram right guard for 7 yards (tackle by Kavell Conner),0.610,1.010
3,14:23,2,3,NOR 32,7,34,Drew Brees pass complete short middle to Mark Ingram for 6 yards (tackle by Philip Wheeler and Pat Angerer),1.010,1.470
3,13:43,1,10,NOR 38,7,34,Drew Brees pass complete short right to Jimmy Graham for 13 yards (tackle by Kevin Thomas),1.470,2.320
3,13:10,1,10,IND 49,7,34,Pierre Thomas left guard for 4 yards (tackle by Jamaal Anderson and Antoine Bethea),2.320,2.320
3,12:35,2,6,IND 45,7,34,Drew Brees pass complete short left to Pierre Thomas for 6 yards (tackle by Philip Wheeler and Pat Angerer),2.320,2.980
3,12:01,1,10,IND 39,7,34,Darren Sproles left end for 4 yards (tackle by Jerraud Powers),2.980,2.980
3,11:21,2,6,IND 35,7,34,Darren Sproles right guard for 14 yards (tackle by Antoine Bethea),2.980,4.170
3,10:45,1,10,IND 21,7,34,Drew Brees sacked by Jamaal Anderson for -1 yards,4.170,3.490
3,10:08,2,11,IND 22,7,34,"Drew Brees pass incomplete. Penalty on Dwight Freeney: Defensive Offside, 5 yards (no play)",3.490,4.200
3,10:01,2,6,IND 17,7,34,Drew Brees pass complete short right to Marques Colston for 13 yards (tackle by Kevin Thomas),4.200,6.280
3,9:22,1,4,IND 4,7,40,"Drew Brees pass complete short right to Jimmy Graham for 4 yards, touchdown",6.280,7.000
3,,,,IND 2,7,41,John Kasay kicks extra point good,0.000,0.000
3,,,,NOR 35,7,41,"Thomas Morstead kicks off 70 yards, returned by Joe Lefeged for 18 yards (tackle by Isa Abdul-Quddus)",0.000,-0.320
3,9:12,1,10,IND 13,7,41,Delone Carter right end for 7 yards (tackle by Jonathan Casillas and Jonathan Vilma),-0.320,0.220
3,8:36,2,3,IND 20,7,41,"Curtis Painter pass incomplete. Penalty on Curtis Painter: Intentional Grounding, 10 yards",0.220,-1.770
3,8:32,3,13,IND 10,7,41,Curtis Painter up the middle for 11 yards,-1.770,-1.960
3,7:54,4,2,IND 21,7,41,"Pat McAfee punts 39 yards, fair catch by Darren Sproles",-1.960,-1.600
3,7:46,1,10,NOR 40,7,41,Mark Ingram left guard for 11 yards (tackle by David Caldwell),1.600,2.320
3,7:07,1,10,IND 49,7,41,Drew Brees pass complete short right to Lance Moore for 8 yards (tackle by Kevin Thomas),2.320,2.860
3,6:40,2,2,IND 41,7,41,Mark Ingram right tackle for 4 yards (tackle by Philip Wheeler and Antoine Bethea),2.860,3.120
3,6:05,1,10,IND 37,7,41,"Pierre Thomas left guard for 5 yards (tackle by Antoine Bethea). Penalty on Jahri Evans: Offensive Holding, 10 yards",3.120,2.790
3,5:46,1,15,IND 42,7,41,Drew Brees pass complete short left to Pierre Thomas for 2 yards (tackle by Antonio Johnson),2.790,2.170
3,5:06,2,13,IND 40,7,41,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by Kavell Conner and Kevin Thomas),2.170,3.070
3,4:25,3,1,IND 28,7,41,Mark Ingram left guard for 6 yards (tackle by Daniel Muir),3.070,4.110
3,3:43,1,10,IND 22,7,41,Mark Ingram right guard for 8 yards (tackle by Kevin Thomas),4.110,4.850
3,3:09,2,2,IND 14,7,41,Drew Brees pass complete short right to Pierre Thomas for -1 yards (tackle by Jerraud Powers),4.850,3.930
3,2:28,3,3,IND 15,7,41,Darren Sproles left end for 13 yards (tackle by Ernie Sims),3.930,6.740
3,1:46,1,2,IND 2,7,47,"Drew Brees pass complete short right to Jimmy Graham for 2 yards, touchdown",6.740,7.000
3,,,,IND 2,7,48,John Kasay kicks extra point good,0.000,0.000
3,,,,NOR 35,7,48,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
3,1:41,1,10,IND 20,7,48,Donald Brown right end for 1 yard (tackle by Jeff Charleston and Cameron Jordan),0.280,-0.130
3,1:14,2,9,IND 21,7,48,Curtis Painter pass complete short left to Austin Collie for no gain,-0.130,-0.820
3,0:39,3,9,IND 21,7,48,Curtis Painter pass incomplete short right intended for Austin Collie (defended by Tracy Porter),-0.820,-1.960
3,0:32,4,9,IND 21,7,48,"Pat McAfee punts 37 yards, returned by Darren Sproles for no gain",-1.960,-1.730
3,0:24,1,10,NOR 42,7,48,Mark Ingram right guard for 4 yards (tackle by Philip Wheeler),1.730,1.730
Quarter,Time,Down,ToGo,Location,IND,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,NOR 46,7,48,Mark Ingram right tackle for 5 yards (tackle by Kevin Thomas),1.730,1.690
4,14:24,3,1,IND 49,7,48,Mark Ingram left end for 20 yards (tackle by Antoine Bethea),1.690,3.640
4,13:55,1,10,IND 29,7,48,Pierre Thomas left guard for 11 yards (tackle by Jerraud Powers),3.640,4.370
4,13:14,1,10,IND 18,7,48,Darren Sproles left end for 2 yards (tackle by Pat Angerer),4.370,4.090
4,12:33,2,8,IND 16,7,54,"Darren Sproles right tackle for 16 yards, touchdown",4.090,7.000
4,,,,IND 2,7,55,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,7,55,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,12:26,1,10,IND 20,7,61,"Curtis Painter pass incomplete deep middle intended for Austin Collie is intercepted by Leigh Torrence at IND-42 and returned for 42 yards, touchdown",0.280,-7.000
4,,,,IND 2,7,62,John Kasay kicks extra point good,0.000,0.000
4,,,,NOR 35,7,62,"Thomas Morstead kicks off 65 yards, touchback",0.000,0.280
4,12:12,1,10,IND 20,7,62,Delone Carter left tackle for 2 yards (tackle by Tom Johnson and Shaun Rogers),0.280,0.000
4,11:36,2,8,IND 22,7,62,Delone Carter left tackle for 2 yards (tackle by Tom Johnson and Shaun Rogers),0.000,-0.430
4,11:36,3,6,IND 24,7,62,"Penalty on Jeff Linkenbach: False Start, 5 yards (no play)",-0.430,-1.140
4,10:27,3,11,IND 19,7,62,Dan Orlovsky pass complete deep left to Reggie Wayne for 19 yards (tackle by Tracy Porter),-1.140,1.470
4,9:49,1,10,IND 38,7,62,Donald Brown right end for 2 yards (tackle by Jo-Lonn Dunbar and Tom Johnson),1.470,1.190
4,9:11,2,8,IND 40,7,62,Dan Orlovsky pass incomplete short right intended for Brody Eldridge,1.190,0.500
4,9:06,3,8,IND 40,7,62,Dan Orlovsky pass complete short left to Austin Collie for 12 yards (tackle by Leigh Torrence),0.500,2.390
4,8:30,1,10,NOR 48,7,62,Delone Carter right guard for 2 yards (tackle by Cameron Jordan),2.390,2.120
4,7:49,2,8,NOR 46,7,62,Dan Orlovsky pass complete short right to Brody Eldridge for 4 yards (tackle by Cameron Jordan),2.120,1.950
4,7:00,3,4,NOR 42,7,62,"Dan Orlovsky pass incomplete short right intended for Pierre Garcon. Penalty on Pierre Garcon: Offensive Pass Interference, 10 yards (no play)",1.950,0.630
4,6:54,3,14,IND 48,7,62,Dan Orlovsky pass incomplete short middle intended for Austin Collie (defended by Cameron Jordan),0.630,-0.190
4,6:49,4,14,IND 48,7,62,Pat McAfee punts 41 yards,-0.190,0.370
4,6:41,1,10,NOR 11,7,62,Pierre Thomas right guard for 2 yards (tackle by Philip Wheeler),-0.370,-0.630
4,5:57,2,8,NOR 13,7,62,Pierre Thomas right guard for 9 yards (tackle by David Caldwell and Terrence Johnson),-0.630,0.410
4,5:10,1,10,NOR 22,7,62,Darren Sproles right guard for 4 yards (tackle by Joe Lefeged),0.410,0.410
4,4:26,2,6,NOR 26,7,62,Darren Sproles right guard for 2 yards (tackle by Joe Lefeged),0.410,-0.030
4,3:42,3,4,NOR 28,7,62,Pierre Thomas right guard for 3 yards (tackle by Daniel Muir),-0.030,-1.310
4,2:56,4,1,NOR 31,7,62,"Thomas Morstead punts 53 yards, returned by Blair White for 13 yards (tackle by Ramon Humber)",-1.310,-0.870
4,2:44,1,10,IND 29,7,62,Donald Brown right end for 1 yard (tackle by Martez Wilson),0.870,0.460
4,2:00,2,9,IND 30,7,62,Donald Brown left guard for no gain (tackle by Shaun Rogers),0.460,-0.230
4,1:17,3,9,IND 30,7,62,Donald Brown left end for 24 yards (tackle by Jonathan Amaya),-0.230,2.520
4,0:31,1,10,NOR 46,7,62,Donald Brown right guard for 10 yards (tackle by Jonathan Amaya and Jonathan Casillas),2.520,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
