Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
1,8:59,2,11,PHI 24,0,0,Miles Sanders right end for 4 yards (tackle by Poona Ford),-0.070,-0.230
1,8:15,3,7,PHI 28,0,0,"Carson Wentz pass complete short middle to JJ Arcega-Whiteside for 6 yards (tackle by Tre Flowers). Penalty on Bradley McDougald: Defensive Holding, 5 yards (no play)",-0.230,1.140
1,7:45,1,10,PHI 33,0,0,Miles Sanders up the middle for no gain (tackle by Bradley McDougald),1.140,0.590
1,7:07,2,10,PHI 33,0,0,Carson Wentz pass incomplete short left intended for Miles Sanders (defended by Cody Barton),0.590,-0.100
1,6:59,3,10,PHI 33,0,0,Carson Wentz pass complete short right to Boston Scott for 3 yards (tackle by Ugochukwu Amadi),-0.100,-0.980
1,6:29,4,7,PHI 36,0,0,"Cameron Johnston punts 45 yards, returned by David Moore for 5 yards (tackle by T.J. Edwards)",-0.980,-0.540
1,6:17,1,10,SEA 24,0,0,Marshawn Lynch left end for 3 yards (tackle by Cre'von LeBlanc),0.540,0.400
1,5:50,2,7,SEA 27,0,0,Russell Wilson pass complete short left to Marshawn Lynch for 5 yards (tackle by Malcolm Jenkins),0.400,0.370
1,5:03,3,2,SEA 32,0,0,Russell Wilson pass complete short right to Tyler Lockett for 7 yards (tackle by Jalen Mills),0.370,1.530
1,4:38,1,10,SEA 39,0,0,Travis Homer right end for -1 yards (tackle by Fletcher Cox),1.530,0.850
1,3:55,2,11,SEA 38,0,0,Russell Wilson pass incomplete deep right intended for David Moore,0.850,0.170
1,3:51,3,11,SEA 38,0,0,Russell Wilson pass complete deep right to D.K. Metcalf for 24 yards (tackle by Jalen Mills and Marcus Epps),0.170,3.050
1,3:03,1,10,PHI 38,0,0,"Penalty on Germain Ifedi: False Start, 5 yards (no play)",3.050,2.720
1,2:46,1,15,PHI 43,0,0,Russell Wilson pass complete short right to Tyler Lockett for 13 yards (tackle by Rodney McLeod),2.720,3.590
1,2:18,2,2,PHI 30,0,0,Travis Homer up the middle for no gain (tackle by Rodney McLeod and Malcolm Jenkins),3.590,2.870
1,1:39,3,2,PHI 30,0,0,Russell Wilson pass incomplete deep right intended for Jacob Hollister (defended by Cre'von LeBlanc),2.870,1.500
1,1:34,4,2,PHI 30,3,0,Jason Myers 49 yard field goal good,1.500,3.000
1,1:29,,,SEA 35,3,0,"Jason Myers kicks off 64 yards, returned by Boston Scott for 24 yards (tackle by Ugochukwu Amadi)",0.000,0.610
1,1:22,,,,,,Timeout #1 by Philadelphia Eagles,,
1,1:22,1,10,PHI 25,3,0,Miles Sanders up the middle for 6 yards (tackle by Ezekiel Ansah),0.610,0.870
1,0:52,2,4,PHI 31,3,0,Miles Sanders left end for 12 yards (tackle by Bobby Wagner),0.870,1.800
1,0:17,1,10,PHI 43,3,0,Miles Sanders up the middle for 2 yards (tackle by Bobby Wagner),1.800,1.520
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,PHI 45,3,0,Josh McCown sacked by Cody Barton for -1 yards,1.520,0.690
2,14:17,3,9,PHI 44,3,0,Josh McCown pass complete short right to Miles Sanders for -5 yards (tackle by Bradley McDougald). Penalty on Jason Kelce: Illegal Block Above the Waist (Declined),0.690,-0.780
2,13:57,4,14,PHI 39,3,0,"Cameron Johnston punts 46 yards, fair catch by David Moore at SEA-15",-0.780,0.220
2,13:50,1,10,SEA 15,3,0,Russell Wilson pass complete short right to D.K. Metcalf for 8 yards,-0.220,0.480
2,13:14,2,2,SEA 23,3,0,Russell Wilson pass complete short left to Tyler Lockett for 13 yards (tackle by T.J. Edwards),0.480,1.330
2,12:38,1,10,SEA 36,3,0,Marshawn Lynch up the middle for 2 yards (tackle by Cre'von LeBlanc and Nathan Gerry),1.330,1.060
2,11:53,2,8,SEA 38,3,0,"Russell Wilson pass complete short left to Jacob Hollister for 14 yards (tackle by Malcolm Jenkins). Penalty on Jacob Hollister: Offensive Pass Interference, 10 yards (no play)",1.060,-0.290
2,11:30,2,18,SEA 28,3,0,Russell Wilson pass complete deep left to Tyler Lockett for 29 yards,-0.290,2.720
2,11:04,1,10,PHI 43,3,0,"Russell Wilson pass complete short left to Travis Homer for 3 yards (tackle by Nathan Gerry). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",2.720,2.060
2,10:39,1,20,SEA 47,3,0,Travis Homer left tackle for 1 yard (tackle by Derek Barnett and Fletcher Cox),2.060,0.960
2,9:59,2,19,SEA 48,3,0,Russell Wilson pass complete short right to Travis Homer for 5 yards (tackle by Jalen Mills),0.960,0.960
2,9:11,3,14,PHI 47,3,0,"Penalty on SEA: Delay of Game, 5 yards (no play)",0.960,0.300
2,8:59,3,19,SEA 48,3,0,Russell Wilson pass incomplete short left intended for Marshawn Lynch,0.300,-0.190
2,8:55,4,19,SEA 48,3,0,Michael Dickson punts 44 yards downed by Cody Barton,-0.190,0.380
2,8:46,1,10,PHI 8,3,0,Josh McCown pass complete short left to Deontay Burnett for 5 yards,-0.380,-0.410
2,8:12,2,5,PHI 13,3,0,Boston Scott right end for 10 yards (tackle by Quandre Diggs),-0.410,0.480
2,7:46,1,10,PHI 23,3,0,Josh McCown pass complete short middle to Dallas Goedert for 5 yards (tackle by K.J. Wright),0.480,0.610
2,7:19,2,5,PHI 28,3,0,Boston Scott up the middle for 2 yards (tackle by Jadeveon Clowney),0.610,0.170
2,6:41,3,3,PHI 30,3,0,Miles Sanders left tackle for 13 yards (tackle by Quandre Diggs and Ugochukwu Amadi),0.170,1.800
2,6:12,1,10,PHI 43,3,0,Josh McCown pass incomplete short left intended for Zach Ertz,1.800,1.250
2,6:08,2,10,PHI 43,3,0,Josh McCown left end for 3 yards (tackle by Cody Barton),1.250,0.960
2,5:20,,,,,,Timeout #2 by Philadelphia Eagles,,
2,5:20,3,7,PHI 46,3,0,Josh McCown pass complete short middle to Dallas Goedert for 17 yards (tackle by Bradley McDougald and Shaquill Griffin),0.960,3.120
2,4:47,1,10,SEA 37,3,0,Josh McCown right end for 11 yards (tackle by Bradley McDougald),3.120,3.840
2,4:25,1,10,SEA 26,3,0,Josh McCown pass incomplete short left,3.840,3.300
2,4:19,2,10,SEA 26,3,0,Boston Scott left end for -1 yards (tackle by Cody Barton and Shaquill Griffin),3.300,2.480
2,3:37,3,11,SEA 27,3,0,Josh McCown pass complete short left to Boston Scott for -1 yards (tackle by Bobby Wagner),2.480,1.590
2,2:58,4,12,SEA 28,3,3,Jake Elliott 46 yard field goal good,1.590,3.000
2,2:53,,,PHI 35,3,3,"Jake Elliott kicks off 61 yards, returned by Tyler Lockett for 14 yards (tackle by Duke Riley)",0.000,0.040
2,2:48,1,10,SEA 18,3,3,Russell Wilson pass complete short left to D.K. Metcalf for 4 yards (tackle by Avonte Maddox),0.040,0.140
2,2:19,2,6,SEA 22,3,3,Travis Homer left guard for 2 yards (tackle by Derek Barnett and Malcolm Jenkins),0.140,-0.400
2,2:00,3,4,SEA 24,3,3,Russell Wilson pass complete short right to D.K. Metcalf for 26 yards (tackle by Cre'von LeBlanc),-0.400,2.260
2,1:52,1,10,SEA 50,3,3,"Russell Wilson up the middle for 2 yards (tackle by Nigel Bradham). Penalty on Cre'von LeBlanc: Defensive Holding, 5 yards",2.260,2.720
2,1:47,1,10,PHI 43,3,3,Russell Wilson pass incomplete deep left intended for Tyler Lockett,2.720,2.180
2,1:42,2,10,PHI 43,3,3,Russell Wilson pass incomplete deep right intended for David Moore,2.180,1.490
2,1:36,,,,,,Timeout #1 by Seattle Seahawks,,
2,1:36,3,10,PHI 43,3,3,Russell Wilson pass complete short right to David Moore for 38 yards (tackle by Malcolm Jenkins),1.490,6.060
2,1:17,,,,,,Timeout #3 by Philadelphia Eagles,,
2,1:17,1,5,PHI 5,3,3,Russell Wilson pass incomplete short right intended for Tyler Lockett,6.060,5.150
2,1:14,2,5,PHI 5,3,3,"Penalty on Jacob Hollister: False Start, 5 yards (no play)",5.150,4.190
2,1:14,2,10,PHI 10,3,3,"Russell Wilson pass incomplete short right intended for D.K. Metcalf (defended by Jalen Mills). Penalty on Derek Barnett: Roughing the Passer, 5 yards (no play)",4.190,6.060
2,1:11,1,5,PHI 5,9,3,"Marshawn Lynch left end for 5 yards, touchdown",6.060,7.000
2,1:06,,,PHI 15,10,3,Jason Myers kicks extra point good,0.000,0.000
2,1:06,,,SEA 35,10,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,1:06,1,10,PHI 25,10,3,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
2,1:06,1,5,PHI 30,10,3,Josh McCown pass complete short middle to Dallas Goedert for 6 yards (tackle by Bobby Wagner),1.340,1.330
2,0:45,1,10,PHI 36,10,3,"Penalty on Jason Peters: False Start, 5 yards (no play)",1.330,1.000
2,0:23,1,15,PHI 31,10,3,Josh McCown pass incomplete short left,1.000,0.120
2,0:16,2,15,PHI 31,10,3,Josh McCown sacked by Quinton Jefferson for -5 yards,0.120,-1.220
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,3,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,10,3,Josh McCown pass complete deep right to Zach Ertz for 32 yards (tackle by Quandre Diggs),0.610,2.720
3,14:24,1,10,SEA 43,10,3,Greg Ward left end for 3 yards (tackle by Shaquill Griffin),2.720,2.580
3,13:40,2,7,SEA 40,10,3,"Josh McCown pass incomplete deep right intended for Greg Ward. Penalty on Tre Flowers: Defensive Pass Interference, 20 yards (no play)",2.580,4.240
3,13:34,1,10,SEA 20,10,3,Boston Scott left end for 15 yards (tackle by Bobby Wagner),4.240,6.060
3,12:55,1,5,SEA 5,10,3,"Penalty on PHI: Delay of Game, 5 yards (no play)",6.060,4.910
3,12:37,1,10,SEA 10,10,3,Josh McCown pass complete short left to Dallas Goedert for 2 yards (tackle by Bradley McDougald),4.910,4.570
3,11:59,2,8,SEA 8,10,3,"Josh McCown aborted snap, recovered by Josh McCown at SEA-13",4.570,4.040
3,11:21,3,6,SEA 6,10,3,Josh McCown sacked by K.J. Wright for -2 yards,4.040,2.950
3,10:39,4,8,SEA 8,10,6,Jake Elliott 26 yard field goal good,2.950,3.000
3,10:36,,,PHI 35,10,6,"Jake Elliott kicks off 65 yards, returned by Tyler Lockett for 19 yards (tackle by Craig James)",0.000,0.150
3,10:32,1,10,SEA 19,10,6,Russell Wilson pass complete short left to Jacob Hollister for 9 yards (tackle by Malcolm Jenkins),0.150,0.880
3,10:01,2,1,SEA 28,10,6,Russell Wilson pass incomplete short right intended for Jacob Hollister,0.880,0.100
3,9:57,,,,,,Timeout #1 by Seattle Seahawks,,
3,9:57,3,1,SEA 28,10,6,Russell Wilson pass complete short right to Marshawn Lynch for 20 yards (tackle by Avonte Maddox),0.100,2.130
3,9:30,1,10,SEA 48,10,6,Travis Homer left end for -1 yards (tackle by Avonte Maddox),2.130,1.450
3,8:55,2,11,SEA 47,16,6,"Russell Wilson pass complete deep left to D.K. Metcalf for 53 yards, touchdown",1.450,7.000
3,8:46,,,PHI 15,17,6,Jason Myers kicks extra point good,0.000,0.000
3,8:46,,,SEA 35,17,6,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,8:46,1,10,PHI 25,17,6,Miles Sanders up the middle for 1 yard (tackle by K.J. Wright),0.610,0.200
3,8:11,2,9,PHI 26,17,6,Josh McCown pass complete short left to Dallas Goedert for 14 yards (tackle by Bobby Wagner),0.200,1.600
3,7:41,1,10,PHI 40,17,6,Miles Sanders right end for 3 yards (tackle by Rasheem Green),1.600,1.460
3,7:08,2,7,PHI 43,17,6,Josh McCown pass complete short left to Greg Ward for 14 yards (tackle by Tre Flowers),1.460,2.720
3,6:36,1,10,SEA 43,17,6,"Penalty on Dallas Goedert: False Start, 5 yards (no play)",2.720,2.390
3,6:15,1,15,SEA 48,17,6,"Josh McCown up the middle for 4 yards (tackle by Jadeveon Clowney). Penalty on Bradley McDougald: Defensive Holding, 5 yards",2.390,2.980
3,5:48,1,10,SEA 39,17,6,Josh McCown pass complete short middle to Greg Ward for -6 yards (tackle by Jadeveon Clowney),2.980,1.630
3,5:08,2,16,SEA 45,17,6,"Josh McCown for -128 yards. Josh McCown fumbles, recovered by Josh McCown at PHI-49 Josh McCown pass complete short left to Boston Scott for 21 yards (tackle by Cody Barton)",1.630,3.970
3,4:38,1,10,SEA 24,17,6,Miles Sanders right end for 5 yards (tackle by Quandre Diggs),3.970,4.120
3,4:11,2,5,SEA 19,17,6,Miles Sanders left end for 2 yards (tackle by Cody Barton),4.120,3.750
3,3:31,3,3,SEA 17,17,6,Boston Scott left end for -3 yards (tackle by Poona Ford and Bradley McDougald),3.750,2.150
3,2:53,4,6,SEA 20,17,9,Jake Elliott 38 yard field goal good,2.150,3.000
3,2:49,,,PHI 35,17,9,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,2:49,1,10,SEA 25,17,9,Russell Wilson pass incomplete deep right intended for D.K. Metcalf,0.610,0.060
3,2:45,2,10,SEA 25,17,9,"Penalty on Jacob Hollister: False Start, 5 yards (no play)",0.060,-0.610
3,2:45,2,15,SEA 20,17,9,Travis Homer right end for no gain (tackle by Nigel Bradham and Fletcher Cox),-0.610,-1.290
3,2:04,3,15,SEA 20,17,9,Russell Wilson right end for 18 yards (tackle by Malcolm Jenkins),-1.290,1.470
3,1:20,1,10,SEA 38,17,9,Marshawn Lynch right end for -5 yards (tackle by Fletcher Cox and Timmy Jernigan),1.470,0.250
3,0:40,2,15,SEA 33,17,9,Russell Wilson up the middle for 5 yards (tackle by Nigel Bradham),0.250,0.230
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,SEA 38,17,9,Russell Wilson pass complete short middle to David Moore for 19 yards (tackle by Marcus Epps),0.230,2.720
4,14:26,1,10,PHI 43,17,9,Russell Wilson up the middle for 1 yard (tackle by Nathan Gerry),2.720,2.310
4,13:39,2,9,PHI 42,17,9,Travis Homer up the middle for 1 yard (tackle by Nigel Bradham),2.310,1.750
4,12:56,3,8,PHI 41,17,9,Russell Wilson sacked by Malcolm Jenkins for -7 yards,1.750,0.070
4,12:21,4,15,PHI 48,17,9,"Michael Dickson punts 36 yards, fair catch by Greg Ward at PHI-12",0.070,0.350
4,12:13,1,10,PHI 12,17,9,Miles Sanders up the middle for 18 yards (tackle by Shaquill Griffin),-0.350,0.940
4,11:44,1,10,PHI 30,17,9,Josh McCown pass complete deep right to Greg Ward for 16 yards (tackle by Tre Flowers),0.940,1.990
4,11:02,1,10,PHI 46,17,9,Josh McCown pass complete short right to Zach Ertz for 12 yards (tackle by Bradley McDougald),1.990,2.790
4,10:18,1,10,SEA 42,17,9,Boston Scott up the middle for 2 yards (tackle by Poona Ford),2.790,2.510
4,9:43,2,8,SEA 40,17,9,Josh McCown pass complete short left to Miles Sanders for 7 yards (tackle by Poona Ford),2.510,2.740
4,9:14,3,1,SEA 33,17,9,Josh McCown up the middle for 3 yards (tackle by Poona Ford),2.740,3.580
4,8:39,1,10,SEA 30,17,9,Miles Sanders up the middle for no gain (tackle by Bradley McDougald),3.580,3.030
4,8:05,2,10,SEA 30,17,9,Josh McCown sacked by Quinton Jefferson for -1 yards,3.030,2.210
4,7:24,3,11,SEA 31,17,9,"Penalty on Zach Ertz: False Start, 5 yards (no play)",2.210,1.550
4,7:07,3,16,SEA 36,17,9,Josh McCown pass complete short middle to Dallas Goedert for 12 yards (tackle by Bradley McDougald),1.550,1.940
4,6:24,4,4,SEA 24,17,9,Josh McCown pass incomplete short left intended for Miles Sanders,1.940,-0.540
4,6:21,1,10,SEA 24,17,9,"Russell Wilson aborted snap, recovered by Russell Wilson at SEA-20 and returned for -2 yards",0.540,-0.270
4,5:44,2,12,SEA 22,17,9,Russell Wilson pass incomplete deep right,-0.270,-0.960
4,5:39,3,12,SEA 22,17,9,Russell Wilson pass complete short left to Jacob Hollister for 7 yards (tackle by Cre'von LeBlanc),-0.960,-1.440
4,5:03,4,5,SEA 29,17,9,"Michael Dickson punts 40 yards, fair catch by Greg Ward at PHI-31",-1.440,-1.000
4,4:56,1,10,PHI 31,17,9,Josh McCown pass incomplete short middle intended for Zach Ertz,1.000,0.460
4,4:52,2,10,PHI 31,17,9,Josh McCown pass complete short left to Dallas Goedert for 17 yards (tackle by Tre Flowers),0.460,2.130
4,4:09,1,10,PHI 48,17,9,Josh McCown pass incomplete short right intended for Dallas Goedert (defended by Cody Barton),2.130,1.580
4,4:03,2,10,PHI 48,17,9,"Josh McCown pass incomplete deep left intended for Shelton Gibson (defended by Tre Flowers). Penalty on Tre Flowers: Defensive Pass Interference, 39 yards (no play)",1.580,4.710
4,3:56,1,10,SEA 13,17,9,Josh McCown sacked by Rasheem Green for -4 yards,4.710,3.500
4,3:15,2,14,SEA 17,17,9,Miles Sanders left end for 1 yard (tackle by K.J. Wright),3.500,2.970
4,2:35,3,13,SEA 16,17,9,Josh McCown pass complete short left to Miles Sanders for 6 yards (tackle by Tre Flowers and Bradley McDougald),2.970,2.760
4,2:00,4,7,SEA 10,17,9,Josh McCown sacked by Jadeveon Clowney for -1 yards,2.760,0.370
4,1:56,1,10,SEA 11,17,9,Travis Homer left end for -1 yards (tackle by Nathan Gerry and Timmy Jernigan),-0.370,-0.850
4,1:52,,,,,,Timeout #1 by Philadelphia Eagles,,
4,1:52,2,11,SEA 10,17,9,Marshawn Lynch left end for 1 yard (tackle by Nathan Gerry and Fletcher Cox),-0.850,-1.420
4,1:47,,,,,,Timeout #2 by Philadelphia Eagles,,
4,1:47,3,10,SEA 11,17,9,Russell Wilson pass complete deep right to D.K. Metcalf for 36 yards (tackle by Marcus Epps),-1.420,2.060
4,1:37,,,,,,Timeout #3 by Philadelphia Eagles,,
4,1:37,1,10,SEA 47,17,9,Russell Wilson kneels for -1 yards,2.060,1.380
4,0:56,2,11,SEA 46,17,9,Russell Wilson kneels for -1 yards,1.380,0.560
4,0:14,3,12,SEA 45,17,9,Russell Wilson kneels for -1 yards,0.560,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
