Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
2,1:29,2,8,DEN 49,21,8,Matt Schaub pass incomplete deep left intended for Owen Daniels (defended by Mike Adams),1.920,1.220
2,1:22,3,8,DEN 49,21,8,Matt Schaub pass complete short left to Owen Daniels for 10 yards (tackle by Mike Adams),1.220,0.000
2,1:14,,,,21,8,Timeout #2 by Houston Texans,0.000,2.980
2,1:14,1,10,DEN 39,21,8,Arian Foster right tackle for 1 yard (tackle by Wesley Woodyard),2.980,2.580
2,0:51,2,9,DEN 38,21,8,Matt Schaub pass incomplete short right intended for Keshawn Martin,2.580,1.880
2,0:46,3,9,DEN 38,21,8,Matt Schaub pass incomplete short left intended for Kevin Walter is intercepted by Wesley Woodyard at DEN-33 and returned for 7 yards,1.880,-1.600
2,0:34,1,10,DEN 40,21,8,Peyton Manning sacked by J.J. Watt for -3 yards,1.600,0.000
2,0:22,,,,21,8,Timeout #2 by Denver Broncos,0.000,0.650
2,0:22,2,13,DEN 37,21,8,Peyton Manning pass incomplete short middle intended for Eric Decker,0.650,-0.030
2,0:17,3,13,DEN 37,21,8,Peyton Manning pass complete deep right to Eric Decker for 22 yards,-0.030,2.850
2,0:10,1,10,HOU 41,21,8,Peyton Manning pass complete short middle to Eric Decker for 6 yards (tackle by Kareem Jackson),2.850,0.000
2,0:06,,,,21,8,Timeout #3 by Denver Broncos,0.000,3.120
2,0:06,2,4,HOU 35,21,11,Matt Prater 53 yard field goal good,3.120,3.000
2,0:01,,,DEN 35,21,11,"Matt Prater kicks off 31 yards, returned by James Casey for no gain",0.000,1.270
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,21,11,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,HOU 20,21,11,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Mike Adams),0.280,-0.270
3,14:51,2,10,HOU 20,21,11,Arian Foster right end for 4 yards (tackle by Chris Harris),-0.270,-0.430
3,14:10,3,6,HOU 24,21,11,Matt Schaub pass incomplete deep right intended for Kevin Walter,-0.430,-1.770
3,14:05,4,6,HOU 24,21,11,"Donnie Jones punts 46 yards, returned by Jim Leonhard for 2 yards (tackle by Whitney Mercilus)",-1.770,-1.070
3,13:54,1,10,DEN 32,21,11,Willis McGahee left tackle for -2 yards (tackle by J.J. Watt),1.070,0.260
3,13:22,2,12,DEN 30,21,11,Peyton Manning pass incomplete short right intended for Joel Dreessen,0.260,-0.430
3,13:17,3,12,DEN 30,21,11,Peyton Manning pass incomplete short left intended for Demaryius Thomas,-0.430,-1.370
3,13:11,4,12,DEN 30,21,11,"Britton Colquitt punts 47 yards, fair catch by Trindon Holliday. Penalty on Omar Bolden: Interference with Opportunity to Catch, 15 yards",-1.370,-1.470
3,12:56,1,10,HOU 38,21,11,Arian Foster right guard for 3 yards (tackle by Mitch Unrein),1.470,1.330
3,12:16,2,7,HOU 41,21,11,Arian Foster left guard for 5 yards (tackle by Elvis Dumervil),1.330,1.290
3,11:40,3,2,HOU 46,21,11,"Matt Schaub pass complete short right to Kevin Walter for 3 yards (tackle by Chris Harris). Penalty on Von Miller: Roughing the Passer, 15 yards",1.290,3.180
3,11:17,1,10,DEN 36,21,11,"Matt Schaub pass incomplete deep right intended for Andre Johnson (defended by Champ Bailey). Penalty on Joe Mays: Roughing the Passer, 15 yards (no play)",3.180,4.170
3,11:08,1,10,DEN 21,21,11,Ben Tate left end for 3 yards (tackle by Rahim Moore),4.170,4.040
3,10:29,2,7,DEN 18,21,11,Arian Foster left guard for 5 yards (tackle by Elvis Dumervil),4.040,4.240
3,9:49,3,2,DEN 13,21,11,"Arian Foster right end for 1 yard (tackle by Chris Harris). Penalty on Derek Newton: Offensive Holding, 10 yards (no play)",4.240,2.680
3,9:20,3,12,DEN 23,21,11,Matt Schaub pass incomplete short middle intended for Keshawn Martin (defended by Chris Harris),2.680,1.930
3,9:16,4,12,DEN 23,24,11,Shayne Graham 41 yard field goal good,1.930,3.000
3,9:11,,,HOU 35,24,11,"Shayne Graham kicks off 63 yards, returned by Omar Bolden for 24 yards (tackle by Shiloh Keo)",0.000,0.670
3,9:06,1,10,DEN 26,24,11,Peyton Manning pass incomplete short left intended for Lance Ball (defended by Earl Mitchell),0.670,0.000
3,9:01,,,,24,11,Timeout #1 by Denver Broncos,0.000,0.130
3,9:01,2,10,DEN 26,24,11,Peyton Manning pass complete short left to Lance Ball for -1 yards (tackle by Quintin Demps),0.130,-0.690
3,8:34,3,11,DEN 25,24,11,"Peyton Manning pass complete short right to Brandon Stokley for 10 yards (tackle by Brice McCain). Penalty on Johnathan Joseph: Defensive Holding, 5 yards (no play)",-0.690,0.940
3,8:17,1,10,DEN 30,24,11,Ronnie Hillman left end for 3 yards (tackle by Shaun Cody),0.940,0.800
3,7:41,2,7,DEN 33,24,11,Peyton Manning pass incomplete short left intended for Jacob Tamme (defended by Brooks Reed),0.800,0.100
3,7:34,3,7,DEN 33,24,11,"Peyton Manning pass complete deep right to Eric Decker for 36 yards (tackle by Danieal Manning). Penalty on Manuel Ramirez: Offensive Holding, 10 yards (no play)",0.100,-1.220
3,7:03,3,17,DEN 23,24,11,Peyton Manning pass incomplete deep middle intended for Eric Decker (defended by Kareem Jackson),-1.220,-1.830
3,6:56,4,17,DEN 23,24,11,"Britton Colquitt punts 52 yards, returned by Trindon Holliday for 2 yards (tackle by Jacob Tamme)",-1.830,-0.740
3,6:43,1,10,HOU 27,24,11,Ben Tate left end for 5 yards (tackle by Mike Adams),0.740,0.870
3,6:04,2,5,HOU 32,24,11,Ben Tate right guard for 2 yards (tackle by Kevin Vickerson),0.870,0.430
3,5:24,3,3,HOU 34,24,11,Matt Schaub pass incomplete short right intended for Kevin Walter,0.430,-1.110
3,5:18,4,3,HOU 34,24,11,"Donnie Jones punts 66 yards, touchback",-1.110,-0.280
3,5:07,1,10,DEN 20,24,11,Willis McGahee up the middle for no gain (tackle by J.J. Watt),0.280,-0.270
3,4:43,2,10,DEN 20,24,11,Peyton Manning pass complete short middle to Ronnie Hillman for 1 yard (tackle by Bradie James),-0.270,-0.820
3,4:04,3,9,DEN 21,24,11,Peyton Manning pass incomplete short right intended for Demaryius Thomas,-0.820,-1.960
3,3:57,4,9,DEN 21,24,11,"Britton Colquitt punts 51 yards, fair catch by Trindon Holliday",-1.960,-0.810
3,3:52,1,10,HOU 28,24,11,Matt Schaub pass complete short right to James Casey for 12 yards (tackle by Rahim Moore),0.810,1.600
3,3:05,1,10,HOU 40,24,11,Matt Schaub pass incomplete,1.600,1.050
3,2:57,2,10,HOU 40,24,11,Matt Schaub pass complete short left to Lestar Jean for 46 yards (tackle by Rahim Moore),1.050,4.650
3,2:20,1,10,DEN 14,24,11,Arian Foster up the middle for no gain (tackle by Malik Jackson),4.650,4.000
3,1:39,2,10,DEN 14,30,11,"Matt Schaub pass complete short left to Owen Daniels for 14 yards, touchdown",4.000,7.000
3,1:39,,,DEN 2,31,11,Shayne Graham kicks extra point good,0.000,0.000
3,1:33,,,HOU 35,31,11,"Shayne Graham kicks off 69 yards, returned by Omar Bolden for 25 yards (tackle by Mister Alexander). Penalty on Joel Dreessen: Offensive Holding, 10 yards",0.000,-0.370
3,1:24,1,10,DEN 11,31,11,Peyton Manning pass incomplete deep right intended for Eric Decker,-0.370,-0.780
3,1:20,2,10,DEN 11,31,11,Peyton Manning pass incomplete short left intended for Demaryius Thomas (defended by Johnathan Joseph),-0.780,-1.420
3,1:16,3,10,DEN 11,31,11,Peyton Manning pass complete deep right to Eric Decker for 26 yards (tackle by Kareem Jackson),-1.420,1.400
3,0:48,1,10,DEN 37,31,11,Peyton Manning pass complete short right to Eric Decker for 13 yards (tackle by Quintin Demps),1.400,2.260
3,0:16,1,10,,31,11,Peyton Manning pass complete short right to Demaryius Thomas for 3 yards (tackle by Johnathan Joseph),2.260,2.120
Quarter,Time,Down,ToGo,Location,HOU,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,HOU 47,31,11,Peyton Manning pass incomplete short right intended for Joel Dreessen,2.120,1.420
4,14:56,3,7,HOU 47,31,11,Peyton Manning pass incomplete deep right intended for Jacob Tamme (defended by Glover Quin),1.420,0.130
4,14:50,4,7,HOU 47,31,11,"Britton Colquitt punts 47 yards, touchback",0.130,-0.280
4,14:41,1,10,HOU 20,31,11,Arian Foster left guard for 4 yards (tackle by Justin Bannan),0.280,0.270
4,14:00,2,6,HOU 24,31,11,Arian Foster left end for 8 yards (tackle by Rahim Moore),0.270,1.070
4,13:22,1,10,HOU 32,31,11,Arian Foster right tackle for 1 yard (tackle by Mitch Unrein and Derek Wolfe),1.070,0.660
4,12:40,2,9,HOU 33,31,11,Matt Schaub pass complete short left to James Casey for 2 yards (tackle by Rahim Moore),0.660,0.230
4,11:56,3,7,HOU 35,31,11,"Matt Schaub pass incomplete short left intended for Andre Johnson. Penalty on Champ Bailey: Illegal Contact, 5 yards (no play)",0.230,1.600
4,11:51,1,10,HOU 40,31,11,Arian Foster right tackle for 3 yards (tackle by Chris Harris),1.600,1.460
4,11:13,2,7,HOU 43,31,11,Arian Foster left end for 9 yards (tackle by Tony Carter),1.460,2.390
4,10:28,1,10,DEN 48,31,11,"Ben Tate right guard for -2 yards (tackle by Kevin Vickerson). Ben Tate fumbles (forced by Kevin Vickerson), recovered by Justin Bannan at 50 (tackle by Antoine Caldwell)",2.390,-2.320
4,10:20,1,10,HOU 49,31,11,Lance Ball up the middle for 11 yards (tackle by Kareem Jackson),2.320,3.050
4,9:56,1,10,HOU 38,31,17,"Peyton Manning pass complete deep middle to Brandon Stokley for 38 yards, touchdown",3.050,7.000
4,9:56,,,HOU 2,31,18,Matt Prater kicks extra point good,0.000,0.000
4,9:49,,,DEN 35,31,18,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,9:49,1,10,HOU 20,31,18,Matt Schaub pass incomplete deep middle intended for Garrett Graham,0.280,-0.270
4,9:44,2,10,HOU 20,31,18,Arian Foster up the middle for -2 yards (tackle by Von Miller and Derek Wolfe),-0.270,-1.330
4,9:01,3,12,HOU 18,31,18,Matt Schaub pass complete short left to Keshawn Martin for 2 yards (tackle by Joe Mays),-1.330,-2.030
4,8:21,4,10,HOU 20,31,18,"Donnie Jones punts 55 yards, returned by Jim Leonhard for 1 yard (tackle by Garrett Graham)",-2.030,-0.670
4,8:08,1,10,DEN 26,31,18,Lance Ball up the middle for 4 yards (tackle by Glover Quin),0.670,0.670
4,7:45,2,6,DEN 30,31,18,Peyton Manning pass complete short right to Brandon Stokley for 4 yards (tackle by Quintin Demps),0.670,0.500
4,7:17,3,2,DEN 34,31,18,Peyton Manning pass complete short right to Brandon Stokley for 4 yards (tackle by Brice McCain),0.500,1.470
4,6:47,1,10,DEN 38,31,18,Peyton Manning pass incomplete deep left intended for Jacob Tamme,1.470,0.920
4,6:41,2,10,DEN 38,31,18,Peyton Manning pass complete short middle to Brandon Stokley for 12 yards (tackle by Kareem Jackson),0.920,2.260
4,6:15,1,10,,31,18,Peyton Manning pass incomplete short right intended for Demaryius Thomas,2.260,1.710
4,6:09,2,10,,31,18,Peyton Manning pass complete short middle to Jacob Tamme for 11 yards (tackle by Quintin Demps),1.710,2.980
4,5:44,1,10,HOU 39,31,18,Peyton Manning pass incomplete short right intended for Jacob Tamme (defended by Brice McCain),2.980,2.440
4,5:39,2,10,HOU 39,31,18,Peyton Manning sacked by J.J. Watt for -6 yards,2.440,0.960
4,5:10,3,16,HOU 45,31,18,Peyton Manning pass incomplete deep left intended for Jacob Tamme (defended by Glover Quin),0.960,0.270
4,5:04,4,16,HOU 45,31,18,"Peyton Manning pass incomplete deep right intended for Demaryius Thomas. Penalty on Brice McCain: Illegal Contact, 5 yards (no play)",0.270,2.920
4,4:57,1,10,HOU 40,31,18,Peyton Manning pass complete short middle to Brandon Stokley for 9 yards (tackle by Glover Quin),2.920,3.590
4,4:41,2,1,HOU 31,31,18,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,3.590,2.870
,,,,,,,"Replay Assistant challenged the runner was in bounds ruling, and the original play was overturned.",,
4,4:33,3,1,HOU 31,31,18,Lance Ball up the middle for 4 yards (tackle by Antonio Smith and Brian Cushing),2.870,3.780
4,4:08,1,10,HOU 27,31,18,"Peyton Manning pass incomplete deep left intended for Eric Decker (defended by Kareem Jackson). Penalty on Kareem Jackson: Defensive Pass Interference, 26 yards (no play)",3.780,6.970
4,4:02,1,1,HOU 1,31,18,Lance Ball left tackle for -3 yards (tackle by Bradie James),6.970,5.340
4,3:34,2,4,HOU 4,31,18,Lance Ball up the middle for -2 yards (tackle by J.J. Watt),5.340,4.040
4,3:05,3,6,HOU 6,31,24,"Peyton Manning pass complete short left to Joel Dreessen for 6 yards, touchdown",4.040,7.000
4,3:05,,,HOU 2,31,25,Matt Prater kicks extra point good,0.000,0.000
4,3:00,,,DEN 35,31,25,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,3:00,1,10,HOU 20,31,25,Arian Foster right tackle for 3 yards (tackle by Kevin Vickerson),0.280,0.000
4,2:54,,,,31,25,Timeout #2 by Denver Broncos,0.000,0.140
4,2:54,2,7,HOU 23,31,25,Arian Foster left guard for 2 yards (tackle by Joe Mays and Derek Wolfe),0.140,0.000
4,2:49,,,,31,25,Timeout #3 by Denver Broncos,0.000,-0.300
4,2:49,3,5,HOU 25,31,25,Matt Schaub pass complete short left to Andre Johnson for 12 yards,-0.300,1.400
4,2:43,1,10,HOU 37,31,25,Arian Foster right tackle for 4 yards (tackle by Mitch Unrein and Justin Bannan),1.400,1.400
4,2:00,2,6,HOU 41,31,25,Arian Foster up the middle for 3 yards (tackle by Justin Bannan),1.400,1.090
4,1:17,3,3,HOU 44,31,25,Arian Foster left guard for no gain (tackle by Kevin Vickerson and Von Miller),1.090,0.000
4,0:33,,,,31,25,Timeout #1 by Houston Texans,0.000,-0.460
4,0:33,4,3,HOU 44,31,25,"Donnie Jones punts 55 yards, returned by Eric Decker for 13 yards (tackle by Jon Weeks)",-0.460,0.280
4,0:20,1,10,DEN 14,31,25,Peyton Manning pass complete short middle to Eric Decker for 16 yards (tackle by Kareem Jackson),-0.280,0.940
4,0:20,1,10,DEN 30,31,25,Peyton Manning spiked the ball,0.940,0.390
4,0:00,2,10,DEN 30,31,25,"Peyton Manning pass complete short right to Eric Decker for 13 yards, lateral to Demaryius Thomas for 7 yards, lateral to Lance Ball for 3 yards, lateral to Connor Barwin for no gain (tackle by Jacob Tamme). Demaryius Thomas fumbles, recovered by Connor Barwin at 50 (tackle by Jacob Tamme)",0.390,1.800
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
