Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
2,7:41,2,13,CIN 21,13,3,Carson Palmer pass complete deep middle to Chad Ochocinco for 29 yards (tackle by Kerry Rhodes),-0.410,2.260
2,7:01,1,10,,13,3,Kenny Watson left tackle for 11 yards (tackle by Darrelle Revis),2.260,2.980
2,6:21,1,10,NYJ 39,13,3,Kenny Watson left end for -1 yards (tackle by Eric Barton),2.980,2.300
2,5:40,2,11,NYJ 40,13,3,Kenny Watson right guard for no gain (tackle by Jonathan Vilma and David Harris),2.300,1.620
2,5:01,3,11,NYJ 40,13,3,Carson Palmer pass complete deep middle to T.J. Houshmandzadeh for 19 yards (tackle by Abram Elam),1.620,4.170
2,4:16,1,10,NYJ 21,13,3,Kenny Watson left tackle for 8 yards (tackle by David Harris),4.170,4.950
2,3:39,2,2,NYJ 13,13,3,De De Dorsey right tackle for 7 yards (tackle by Abram Elam),4.950,5.830
2,2:57,1,6,NYJ 6,13,3,De De Dorsey left end for 3 yards (tackle by Kenyon Coleman),5.830,5.530
2,2:18,2,3,NYJ 3,13,3,"Carson Palmer pass incomplete intended for T.J. Houshmandzadeh. Penalty on Jeremi Johnson: Chop Block (Offsetting), Penalty on Hank Poteat: Defensive Pass Interference (Offsetting) (no play)",5.530,5.530
2,2:12,,,,13,3,Timeout #2 by New York Jets,0.000,5.530
2,2:12,2,3,NYJ 3,13,9,"Kenny Watson right tackle for 3 yards, touchdown",5.530,7.000
2,,,,NYJ 2,13,10,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,13,10,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
2,2:08,1,10,NYJ 20,13,10,Chad Pennington pass complete short right to Brad Smith for 12 yards (tackle by Deltha O'Neal),0.280,1.070
2,2:00,1,10,NYJ 32,13,10,Leon Washington right end for 8 yards (tackle by Dexter Jackson),1.070,1.610
2,1:53,2,2,NYJ 40,13,10,Chad Pennington pass complete short right to Jerricho Cotchery for 3 yards (tackle by Leon Hall),1.610,1.800
2,1:47,1,10,NYJ 43,13,10,Chad Pennington pass incomplete short left intended for Leon Washington,1.800,1.250
2,1:43,2,10,NYJ 43,13,10,Chad Pennington pass complete short left to Leon Washington for 15 yards (tackle by Johnathan Joseph),1.250,2.790
2,1:15,1,10,CIN 42,13,10,Chad Pennington pass incomplete short right intended for Joe Kowalewski,2.790,2.240
2,1:11,2,10,CIN 42,13,10,"Leon Washington up the middle for 1 yard (tackle by Justin Smith and Madieu Williams). Penalty on Madieu Williams: Delay of Game, 5 yards",2.240,2.340
2,0:59,3,4,CIN 36,19,10,"Chad Pennington pass complete to Laveranues Coles for 36 yards, touchdown",2.340,7.000
2,,,,CIN 2,20,10,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,20,10,"Mike Nugent kicks off 62 yards, returned by Glenn Holt for 18 yards (tackle by Rashad Washington)",0.000,0.670
2,0:43,1,10,CIN 26,20,10,Carson Palmer pass complete short left to Kenny Watson for 9 yards (tackle by Abram Elam),0.670,1.350
2,0:30,,,,20,10,Timeout #1 by Cincinnati Bengals,0.000,1.350
2,0:30,2,1,CIN 35,20,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 11 yards (tackle by Hank Poteat),1.350,1.990
2,0:20,,,,20,10,Timeout #2 by Cincinnati Bengals,0.000,1.990
2,0:20,1,10,CIN 46,20,10,Carson Palmer pass complete short right to Glenn Holt for 12 yards (tackle by Darrelle Revis),1.990,2.790
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:05,1,10,NYJ 42,20,10,"Carson Palmer pass incomplete short right intended for Glenn Holt. Penalty on Carson Palmer: Intentional Grounding, 10 yards, Penalty on Andrew Whitworth: Offensive Holding (Declined)",2.790,2.240
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,20,10,"Shayne Graham kicks off 60 yards, returned by Leon Washington for 20 yards (tackle by Nedu Ndukwe)",0.000,0.940
3,14:55,1,10,NYJ 30,20,10,Chad Pennington pass complete deep middle to Sean Ryan for 22 yards (tackle by Madieu Williams),0.940,2.390
3,14:20,1,10,CIN 48,20,10,Thomas Jones up the middle for 3 yards (tackle by Bryan Robinson),2.390,2.250
3,13:46,2,7,CIN 45,20,10,Thomas Jones right guard for 10 yards (tackle by Anthony Schlegel and Johnathan Joseph),2.250,3.250
3,13:16,1,10,CIN 35,20,10,Thomas Jones left guard for 5 yards (tackle by Johnathan Joseph),3.250,3.380
3,12:43,2,5,CIN 30,20,10,Chad Pennington pass complete short left to Laveranues Coles for 6 yards (tackle by Johnathan Joseph),3.380,3.970
3,12:11,,,,20,10,Timeout #1 by Cincinnati Bengals,0.000,3.970
3,12:11,1,10,CIN 24,20,10,Thomas Jones right tackle for 3 yards (tackle by Justin Smith),3.970,3.840
3,11:32,2,7,CIN 21,20,10,Chad Pennington pass incomplete short middle intended for Leon Washington (defended by Dhani Jones),3.840,3.140
3,11:25,3,7,CIN 21,20,10,"Penalty on NYJ: Illegal Substitution, 5 yards (no play)",3.140,2.480
3,11:25,3,12,CIN 26,20,10,Chad Pennington pass incomplete deep middle intended for Laveranues Coles,2.480,1.740
3,11:19,4,12,CIN 26,23,10,Mike Nugent 43 yard field goal good,1.740,3.000
3,,,,NYJ 30,23,10,"Mike Nugent kicks off 69 yards, returned by Glenn Holt for 23 yards (tackle by Brad Smith)",0.000,0.540
3,11:09,1,10,CIN 24,23,10,Kenny Watson right tackle for 2 yards (tackle by Eric Barton),0.540,0.270
3,10:30,2,8,CIN 26,23,10,Kenny Watson right tackle for 11 yards (tackle by Kerry Rhodes and Hank Poteat),0.270,1.400
3,9:50,1,10,CIN 37,23,10,Kenny Watson right tackle for 7 yards (tackle by David Harris),1.400,1.800
3,9:13,2,3,CIN 44,23,10,Kenny Watson left tackle for 4 yards (tackle by Dewayne Robertson),1.800,2.130
3,8:37,1,10,CIN 48,23,10,Carson Palmer pass incomplete short left intended for Glenn Holt (defended by Darrelle Revis),2.130,1.580
3,8:32,2,10,CIN 48,23,10,Kenny Watson left tackle for 9 yards (tackle by Hank Poteat),1.580,2.080
3,8:12,3,1,NYJ 43,23,10,Kenny Watson right guard for 3 yards (tackle by Eric Hicks),2.080,2.920
3,7:32,1,10,NYJ 40,23,10,Carson Palmer pass complete short right to Chad Ochocinco for 17 yards. Penalty on Victor Hobson: Defensive Holding (Declined),2.920,4.040
3,7:04,1,10,NYJ 23,23,10,"De De Dorsey up the middle for 12 yards (tackle by Darrelle Revis). Penalty on Bobbie Williams: Offensive Holding, 10 yards (no play)",4.040,3.380
3,6:38,,,,23,10,Timeout #2 by Cincinnati Bengals,0.000,3.380
3,6:38,1,20,NYJ 33,23,10,Kenny Watson right tackle for 9 yards (tackle by Kerry Rhodes),3.380,3.360
3,6:01,2,11,NYJ 24,23,10,Carson Palmer pass incomplete short right intended for Kenny Watson,3.360,2.680
3,5:55,3,11,NYJ 24,23,10,"Carson Palmer pass incomplete short left intended for Glenn Holt. Penalty on Darrelle Revis: Defensive Pass Interference, 11 yards (no play)",2.680,4.710
3,5:49,1,10,NYJ 13,23,10,Kenny Watson right end for 6 yards (tackle by Abram Elam),4.710,5.150
3,5:13,2,4,NYJ 7,23,10,Kenny Watson left guard for 3 yards (tackle by Kenyon Coleman and Eric Barton),5.150,5.010
3,4:31,3,1,NYJ 4,23,10,Kenny Watson left tackle for 1 yard (tackle by Kenyon Coleman),5.010,6.510
3,3:46,1,3,NYJ 3,23,16,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 3 yards, touchdown",6.510,7.000
3,,,,NYJ 2,23,17,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,23,17,"Shayne Graham kicks off 65 yards, returned by Leon Washington for 25 yards (tackle by Rashad Jeanty)",0.000,0.940
3,3:35,1,10,NYJ 30,23,17,Chad Pennington pass incomplete deep left intended for Laveranues Coles,0.940,0.390
3,3:30,2,10,NYJ 30,23,17,Thomas Jones up the middle for 5 yards (tackle by Justin Smith and Dexter Jackson),0.390,0.370
3,2:49,3,5,NYJ 35,23,17,Chad Pennington right end for 2 yards (tackle by Justin Smith and Michael Myers),0.370,-0.910
3,2:13,4,3,NYJ 37,23,17,Ben Graham punts 20 yards,-0.910,-1.800
3,2:06,1,10,CIN 43,23,17,Kenny Watson left tackle for 4 yards (tackle by Shaun Ellis),1.800,1.790
3,1:22,2,6,CIN 47,23,17,Kenny Watson left guard for 4 yards (tackle by Kenyon Coleman),1.790,1.620
3,0:43,3,2,NYJ 49,23,17,De De Dorsey right guard for 5 yards (tackle by Sione Pouha and Eric Hicks),1.620,2.650
3,0:05,1,10,NYJ 44,23,17,Carson Palmer pass incomplete deep right intended for Reggie Kelly,2.650,2.110
Quarter,Time,Down,ToGo,Location,NYJ,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,NYJ 44,23,17,De De Dorsey right tackle for 2 yards (tackle by Dewayne Robertson),2.110,1.690
4,14:20,3,8,NYJ 42,23,17,"Carson Palmer pass incomplete deep left intended for Glenn Holt. Penalty on Darrelle Revis: Defensive Pass Interference, 23 yards (no play)",1.690,4.310
4,14:15,1,10,NYJ 19,23,17,Carson Palmer pass complete short middle to Glenn Holt for 18 yards (tackle by Darrelle Revis),4.310,6.970
4,13:35,1,1,NYJ 1,23,23,"Kenny Watson right guard for 1 yard, touchdown",6.970,7.000
4,,,,NYJ 2,23,24,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,23,24,"Shayne Graham kicks off 75 yards, returned by Leon Washington for 30 yards (tackle by Nedu Ndukwe)",0.000,0.610
4,13:24,1,10,NYJ 25,23,24,Thomas Jones up the middle for 3 yards (tackle by Justin Smith),0.610,0.470
4,12:46,2,7,NYJ 28,23,24,Chad Pennington pass complete short right to Sean Ryan for 2 yards (tackle by Dhani Jones),0.470,0.040
4,12:05,3,5,NYJ 30,23,24,Chad Pennington left end for 5 yards (tackle by Robert Geathers),0.040,1.270
4,11:23,1,10,NYJ 35,23,24,Jerricho Cotchery right end for -1 yards (tackle by Anthony Schlegel),1.270,0.590
4,10:36,2,11,NYJ 34,23,24,"Chad Pennington pass incomplete short right intended for Laveranues Coles. Penalty on Madieu Williams: Roughing the Passer, 15 yards (no play)",0.590,2.190
4,10:31,1,10,NYJ 49,23,24,Thomas Jones up the middle for 2 yards (tackle by Bryan Robinson),2.190,1.920
4,9:54,2,8,CIN 49,23,24,Chad Pennington pass incomplete short left intended for Sean Ryan (defended by Madieu Williams),1.920,1.220
4,9:48,3,8,CIN 49,23,24,"Chad Pennington for no gain. Chad Pennington fumbles, recovered by Domata Peko at tm_-50 (tackle by Chad Pennington)",1.220,-2.260
4,9:44,1,10,,23,24,Chad Ochocinco right end for 15 yards (tackle by Jonathan Vilma),2.260,3.250
4,8:56,1,10,NYJ 35,23,24,Carson Palmer pass complete short left to Glenn Holt for 7 yards (tackle by Darrelle Revis),3.250,3.650
,,,,,,,"NYJ challenged the pass completion ruling, and the play was upheld.",,
4,8:29,2,3,NYJ 28,23,24,"Kenny Watson right guard for 1 yard (tackle by Sione Pouha). Penalty on Abram Elam: Unnecessary Roughness, 13 yards",3.650,4.650
4,8:00,1,10,NYJ 14,23,24,Kenny Watson right tackle for 1 yard (tackle by Sione Pouha),4.650,4.160
4,7:25,2,9,NYJ 13,23,24,Kenny Watson up the middle for 2 yards (tackle by Shaun Ellis),4.160,3.620
4,6:50,3,7,NYJ 11,23,24,Carson Palmer pass complete short middle to Kenny Watson for 9 yards (tackle by Jonathan Vilma),3.620,6.740
4,6:14,1,2,NYJ 2,23,30,"Kenny Watson right end for 2 yards, touchdown",6.740,7.000
4,,,,NYJ 2,23,31,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,23,31,"Shayne Graham kicks off 72 yards, muffed by Leon Washington, recovered by Leon Washington at NYJ-4, and returned for 29 yards. Penalty on Rashad Washington: Offensive Holding",0.000,-0.370
4,6:02,1,10,NYJ 11,23,31,Chad Pennington pass complete short right to Laveranues Coles for 5 yards (tackle by Deltha O'Neal),-0.370,-0.300
4,5:43,2,5,NYJ 16,23,31,Thomas Jones right guard for -1 yards (tackle by Justin Smith and Dexter Jackson),-0.300,-0.950
4,5:00,3,6,NYJ 15,23,31,Chad Pennington sacked by Nedu Ndukwe for -8 yards,-0.950,-2.490
4,4:31,4,14,NYJ 7,23,31,"Ben Graham punts 58 yards, returned by Skyler Green for 2 yards (tackle by Wallace Wright)",-2.490,-1.400
4,4:19,1,10,CIN 37,23,31,Kenny Watson right tackle for -4 yards (tackle by Kerry Rhodes),1.400,0.320
4,3:41,2,14,CIN 33,23,31,Kenny Watson left tackle for 12 yards (tackle by Erik Coleman),0.320,1.220
4,3:06,3,2,CIN 45,23,31,Kenny Watson left end for 6 yards (tackle by Shaun Ellis),1.220,2.320
4,2:26,1,10,NYJ 49,23,31,De De Dorsey right guard for -2 yards (tackle by Eric Hicks),2.320,1.510
4,2:14,,,,23,31,Timeout #2 by New York Jets,0.000,1.510
4,2:14,2,12,CIN 49,23,31,De De Dorsey left tackle for 5 yards (tackle by David Harris),1.510,1.490
4,2:00,3,7,NYJ 46,23,31,Kenny Watson right tackle for 2 yards (tackle by Erik Coleman),1.490,0.330
4,1:51,,,,23,31,Timeout #3 by New York Jets,0.000,0.330
4,1:51,4,5,NYJ 44,23,31,"Kyle Larson punts 32 yards, fair catch by Leon Washington",0.330,0.350
4,1:44,1,10,NYJ 12,23,31,Chad Pennington pass complete short middle to Jerricho Cotchery for 6 yards (tackle by Dexter Jackson),-0.350,-0.070
4,1:26,2,4,NYJ 18,23,31,Chad Pennington pass complete short left to Leon Washington for 6 yards,-0.070,0.540
4,1:19,1,10,NYJ 24,23,31,Chad Pennington pass complete short left to Laveranues Coles for 11 yards,0.540,1.270
4,1:14,1,10,NYJ 35,23,31,Chad Pennington pass complete short left to Laveranues Coles for 5 yards (tackle by Johnathan Joseph),1.270,1.400
4,1:07,2,5,NYJ 40,23,31,Chad Pennington sacked by John Thornton for -6 yards,1.400,-0.100
4,0:46,3,11,NYJ 34,23,37,"Chad Pennington pass incomplete short left intended for Laveranues Coles is intercepted by Johnathan Joseph at NYJ-42 and returned for 42 yards, touchdown",-0.100,-7.000
4,,,,NYJ 2,23,38,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,23,38,"Shayne Graham kicks off 41 yards, returned by Jerricho Cotchery for 32 yards (tackle by John Busing)",0.000,2.980
4,0:28,1,10,CIN 39,23,38,Chad Pennington pass complete short right to Jerricho Cotchery for 7 yards,2.980,3.390
4,0:22,2,3,CIN 32,23,38,Chad Pennington pass incomplete deep middle intended for Brad Smith,3.390,2.680
4,0:11,3,3,CIN 32,23,38,Chad Pennington pass incomplete deep left intended for Laveranues Coles (defended by Madieu Williams),2.680,1.290
4,0:03,4,3,CIN 32,29,38,"Chad Pennington pass complete deep right to Jerricho Cotchery for 32 yards, touchdown",1.290,7.000
4,0:00,,,,29,38,Timeout #3 by Cincinnati Bengals,0.000,0.000
4,,,,,31,38,"Two Point Attempt: Chad Pennington pass complete to Leon Washington, conversion succeeds",1.000,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
