Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
2,13:12,1,10,PHI 37,10,3,"Michael Vick for -11 yards. Michael Vick fumbles, ball out of bounds at PHI-26. Penalty on PHI: Illegal Formation (Declined)",1.400,-0.630
2,12:43,2,21,PHI 26,10,3,Michael Vick pass complete short right to DeSean Jackson for 4 yards (tackle by Shareece Wright),-0.630,-0.760
2,12:19,3,17,PHI 30,10,3,Michael Vick pass complete short left to Bryce Brown for 1 yard (tackle by Jahleel Addae),-0.760,-1.310
2,11:47,4,16,PHI 31,10,3,"Donnie Jones punts 45 yards, returned by Eddie Royal for -3 yards (tackle by Colt Anderson)",-1.310,-0.340
2,11:38,1,10,SDG 21,10,3,Ryan Mathews up the middle for 6 yards (tackle by Mychal Kendricks),0.340,0.610
2,10:59,2,4,SDG 27,10,3,Ryan Mathews left end for 6 yards (tackle by Connor Barwin),0.610,1.140
2,10:14,1,10,SDG 33,10,3,"Philip Rivers pass incomplete deep left intended for Malcom Floyd (defended by Cary Williams). Penalty on Cary Williams: Defensive Pass Interference, 18 yards (no play)",1.140,2.320
2,10:08,1,10,PHI 49,10,3,Philip Rivers pass complete deep middle to Malcom Floyd for 17 yards (tackle by Earl Wolff),2.320,3.450
2,9:30,1,10,PHI 32,10,3,Danny Woodhead left tackle for 4 yards (tackle by DeMeco Ryans),3.450,3.440
2,8:48,2,6,PHI 28,10,3,Philip Rivers pass incomplete short left intended for Danny Woodhead,3.440,2.740
2,8:44,3,6,PHI 28,10,3,Philip Rivers pass complete short right to Danny Woodhead for 2 yards (tackle by DeMeco Ryans),2.740,1.810
2,8:06,4,4,PHI 26,13,3,Nick Novak 44 yard field goal good,1.810,3.000
2,8:06,,,SDG 35,13,3,"Nick Novak kicks off 66 yards, returned by Damaris Johnson for 26 yards (tackle by Johnny Patrick)",0.000,-0.610
2,7:55,1,10,PHI 25,13,3,Michael Vick pass complete short left to DeSean Jackson for 17 yards (tackle by Marcus Gilchrist),0.610,1.730
2,7:31,1,10,PHI 42,13,3,Michael Vick pass complete short left to DeSean Jackson for 41 yards (tackle by Derek Cox),1.730,4.440
2,7:11,1,10,SDG 17,13,3,Michael Vick for 4 yards,4.440,4.500
2,6:46,2,6,SDG 13,13,9,"Michael Vick pass complete short left to Riley Cooper for 13 yards, touchdown",4.500,7.000
2,6:46,,,SDG 2,13,10,Alex Henery kicks extra point good,0.000,0.000
2,6:46,,,PHI 35,13,10,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
2,6:41,1,10,SDG 20,13,10,Philip Rivers pass complete short middle to Antonio Gates for 16 yards (tackle by Earl Wolff),0.280,1.330
2,5:59,1,10,SDG 36,13,10,Philip Rivers pass incomplete deep right intended for Vincent Brown,1.330,0.790
2,5:52,2,10,SDG 36,13,10,Philip Rivers pass complete short right to Antonio Gates for 14 yards (tackle by Patrick Chung),0.790,2.260
2,5:18,1,10,,13,10,Ryan Mathews left end for 3 yards (tackle by Trent Cole),2.260,2.120
2,4:35,2,7,PHI 47,13,10,"Ryan Mathews left end for 2 yards (tackle by DeMeco Ryans). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",2.120,0.770
2,4:08,2,17,SDG 43,13,10,Philip Rivers pass complete deep left to Malcom Floyd for 26 yards (tackle by Cary Williams),0.770,3.510
2,3:18,1,10,PHI 31,13,10,Danny Woodhead right end for 5 yards (tackle by Isaac Sopoaga),3.510,3.640
2,2:31,2,5,PHI 26,13,10,"Philip Rivers pass complete short right to Antonio Gates for 24 yards (tackle by Brandon Boykin). Antonio Gates fumbles (forced by Brandon Boykin), recovered by Casey Matthews at PHI-2 (tackle by Ryan Mathews)",3.640,0.380
2,2:21,1,10,PHI 2,13,10,LeSean McCoy up the middle for 3 yards (tackle by Kendall Reyes),-0.380,-0.560
2,2:00,2,7,PHI 5,13,10,LeSean McCoy left end for 1 yard (tackle by Cam Thomas),-0.560,-0.950
2,1:28,3,6,PHI 6,13,10,Michael Vick pass incomplete short middle intended for Riley Cooper,-0.950,-2.490
2,1:23,4,6,PHI 6,13,10,"Donnie Jones punts 51 yards, returned by Eddie Royal for 8 yards (tackle by Colt Anderson)",-2.490,-2.320
2,1:13,1,10,PHI 49,13,10,Philip Rivers pass complete deep right to Malcom Floyd for 31 yards (tackle by Brandon Hughes),2.320,4.370
2,1:07,1,10,PHI 18,13,10,"Philip Rivers pass incomplete short left intended for Vincent Brown (defended by Cary Williams). Penalty on Cary Williams: Defensive Pass Interference, 9 yards (no play)",4.370,5.140
2,1:03,1,9,PHI 9,13,10,"Ryan Mathews up the middle for 1 yard (tackle by Trent Cole). Ryan Mathews fumbles (forced by Trent Cole), recovered by Mychal Kendricks at PHI-8 and returned for 6 yards (tackle by Jeromey Clary)",5.140,0.280
2,0:52,1,10,PHI 14,13,10,Michael Vick pass incomplete short left intended for Jason Avant,-0.280,-0.750
2,0:50,2,10,PHI 14,13,10,LeSean McCoy left tackle for 17 yards (tackle by Jahleel Addae),-0.750,1.000
2,0:30,1,10,PHI 31,13,10,Michael Vick pass incomplete deep right intended for DeSean Jackson,1.000,0.460
2,0:24,2,10,PHI 31,13,10,Michael Vick pass complete short left to LeSean McCoy for 21 yards (tackle by Kendall Reyes),0.460,0.460
2,0:15,2,10,PHI 31,13,10,Timeout #2 by Philadelphia Eagles,0.460,2.390
2,0:15,1,10,SDG 48,13,10,Michael Vick pass complete deep right to DeSean Jackson for 20 yards (tackle by Shareece Wright),2.390,2.390
2,0:09,1,10,SDG 48,13,10,Timeout #3 by Philadelphia Eagles,2.390,3.710
2,0:09,1,10,SDG 28,13,10,Alex Henery 46 yard field goal no good,3.710,-1.330
2,0:04,1,10,SDG 36,13,10,Philip Rivers kneels for -1 yards,1.330,0.660
Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,13,10,"Alex Henery kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,SDG 20,13,10,Philip Rivers pass incomplete deep middle intended for Malcom Floyd (defended by Nate Allen),0.280,-0.270
3,14:51,2,10,SDG 20,13,10,Ryan Mathews left end for 2 yards (tackle by Patrick Chung),-0.270,-0.690
3,14:05,3,8,SDG 22,13,10,Philip Rivers pass complete deep left to Keenan Allen for 18 yards (tackle by Cary Williams). Penalty on Cary Williams: Defensive Pass Interference (Declined),-0.690,1.600
3,13:38,1,10,SDG 40,13,10,Philip Rivers pass incomplete short left intended for Keenan Allen (defended by Cary Williams),1.600,1.050
3,13:33,2,10,SDG 40,13,10,Ryan Mathews up the middle for 3 yards (tackle by Mychal Kendricks and DeMeco Ryans),1.050,0.760
3,12:48,3,7,SDG 43,13,10,Philip Rivers pass complete deep left to Eddie Royal for 21 yards,0.760,3.180
3,12:18,1,10,PHI 36,13,10,Ronnie Brown left end for 8 yards (tackle by Nate Allen),3.180,3.720
3,11:38,2,2,PHI 28,13,10,Ronnie Brown left tackle for 4 yards (tackle by Patrick Chung),3.720,3.970
3,11:00,1,10,PHI 24,13,10,Philip Rivers pass incomplete short right intended for Antonio Gates,3.970,3.430
3,10:57,2,10,PHI 24,13,10,Danny Woodhead up the middle for no gain (tackle by Fletcher Cox),3.430,3.430
3,10:12,2,10,PHI 24,13,10,Timeout #1 by San Diego Chargers,3.430,2.740
3,10:12,3,10,PHI 24,19,10,"Philip Rivers pass complete deep left to Eddie Royal for 24 yards, touchdown",2.740,7.000
3,10:12,,,PHI 2,20,10,Nick Novak kicks extra point good,0.000,0.000
3,10:12,,,SDG 35,20,10,"Nick Novak kicks off 67 yards, returned by Damaris Johnson for 23 yards (tackle by Eric Weddle)",0.000,-0.340
3,9:59,1,10,PHI 21,20,10,Michael Vick pass incomplete deep right intended for DeSean Jackson,0.340,-0.200
3,9:51,2,10,PHI 21,20,10,Michael Vick pass complete short right to DeSean Jackson for 6 yards (tackle by Donald Butler),-0.200,-0.100
3,9:24,3,4,PHI 27,20,10,Michael Vick pass complete short left to Jason Avant for 5 yards (tackle by Johnny Patrick),-0.100,1.070
3,8:35,1,10,PHI 32,20,10,Michael Vick pass complete deep right to Zach Ertz for 31 yards (tackle by Marcus Gilchrist),1.070,3.120
3,7:59,1,10,SDG 37,20,10,"Michael Vick pass complete deep left to DeSean Jackson for 37 yards. Penalty on Lane Johnson: Illegal Formation, 5 yards (no play)",3.120,2.790
3,7:59,1,15,SDG 42,20,10,Michael Vick pass complete short left to Riley Cooper for 12 yards (tackle by Derek Cox),2.790,3.520
3,7:37,2,3,SDG 30,20,10,Michael Vick pass incomplete short left intended for LeSean McCoy,3.520,2.810
3,7:24,3,3,SDG 30,20,10,LeSean McCoy up the middle for no gain (tackle by Larry English),2.810,1.480
3,6:50,4,3,SDG 30,20,13,Alex Henery 48 yard field goal good,1.480,3.000
3,6:50,,,PHI 35,20,13,"Alex Henery kicks off 65 yards, touchback",0.000,-0.280
3,6:45,1,10,SDG 20,20,13,Ryan Mathews right guard for 4 yards (tackle by Earl Wolff),0.280,0.270
3,6:03,2,6,SDG 24,20,13,Danny Woodhead left end for 1 yard (tackle by Mychal Kendricks),0.270,-0.300
3,5:23,3,5,SDG 25,20,13,Philip Rivers pass incomplete deep right intended for Vincent Brown (defended by Brandon Boykin),-0.300,-1.700
3,5:17,4,5,SDG 25,20,13,Mike Scifres punts 40 yards,-1.700,-1.270
3,5:08,1,10,PHI 35,20,13,LeSean McCoy up the middle for 4 yards (tackle by Reggie Walker),1.270,1.260
3,4:49,2,6,PHI 39,20,19,"Michael Vick pass complete deep right to DeSean Jackson for 61 yards, touchdown",1.260,7.000
3,4:49,,,SDG 2,20,20,Alex Henery kicks extra point good,0.000,0.000
3,4:49,,,PHI 35,20,20,"Alex Henery kicks off 70 yards, returned by Fozzy Whittaker for 27 yards (tackle by Patrick Chung). Penalty on Bront Bird: Offensive Holding, 10 yards",0.000,0.350
3,4:36,1,10,SDG 12,20,20,Philip Rivers pass complete short right to Vincent Brown for 6 yards (tackle by Brandon Boykin),-0.350,-0.070
3,3:51,2,4,SDG 18,20,20,Philip Rivers pass incomplete short right intended for Vincent Brown,-0.070,-0.720
3,3:47,3,4,SDG 18,20,20,"Philip Rivers pass complete short left to Antonio Gates for no gain. Penalty on Patrick Chung: Defensive Holding, 5 yards (no play)",-0.720,0.480
3,3:22,1,10,SDG 23,20,20,Philip Rivers pass complete short right to Ronnie Brown for 3 yards (tackle by Connor Barwin),0.480,0.340
3,2:45,2,7,SDG 26,20,20,Ronnie Brown up the middle for 3 yards (tackle by Connor Barwin and Cedric Thornton),0.340,0.040
3,2:01,3,4,SDG 29,20,20,Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Mychal Kendricks),0.040,1.330
3,1:29,1,10,SDG 36,20,20,Philip Rivers pass complete short left to Vincent Brown for 9 yards (tackle by Cary Williams),1.330,2.010
3,1:03,2,1,SDG 45,20,20,Danny Woodhead up the middle for 2 yards (tackle by Connor Barwin),2.010,2.060
3,0:23,1,10,SDG 47,20,20,Philip Rivers pass complete short left to Danny Woodhead for 2 yards (tackle by Cary Williams),2.060,1.790
Quarter,Time,Down,ToGo,Location,SDG,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,SDG 49,20,20,Philip Rivers pass complete short left to Danny Woodhead for 6 yards (tackle by Cary Williams),1.790,1.880
4,14:28,3,2,PHI 45,20,20,"Penalty on King Dunlap: False Start, 5 yards (no play)",1.880,1.220
4,13:56,3,7,,20,20,Philip Rivers pass complete short right to Keenan Allen for 16 yards (tackle by Brandon Boykin),1.220,3.310
4,13:16,1,10,PHI 34,20,20,Danny Woodhead left tackle for 4 yards (tackle by Bennie Logan),3.310,3.310
4,12:40,2,6,PHI 30,20,20,Philip Rivers pass incomplete (defended by Trent Cole),3.310,2.610
4,12:36,3,6,PHI 30,20,20,Philip Rivers pass complete short right to Eddie Royal for 12 yards (tackle by Earl Wolff),2.610,4.370
4,11:49,1,10,PHI 18,20,20,Philip Rivers pass incomplete middle intended for Eddie Royal,4.370,3.800
4,11:44,2,10,PHI 18,20,20,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.800,3.050
4,11:39,3,10,PHI 18,20,20,Philip Rivers pass complete short right to Vincent Brown for 3 yards (tackle by Mychal Kendricks),3.050,2.440
4,10:51,4,7,PHI 15,23,20,Nick Novak 33 yard field goal good,2.440,3.000
4,10:51,,,SDG 35,23,20,"Nick Novak kicks off 71 yards, returned by Damaris Johnson for 30 yards (tackle by Johnny Patrick)",0.000,-0.540
4,10:42,1,10,PHI 24,23,20,Michael Vick pass incomplete deep right intended for DeSean Jackson (defended by Dwight Freeney),0.540,0.000
4,10:37,2,10,PHI 24,23,20,Michael Vick right end for 8 yards (tackle by Marcus Gilchrist),0.000,0.370
4,10:14,3,2,PHI 32,23,20,LeSean McCoy up the middle for 2 yards (tackle by Kendall Reyes),0.370,1.200
4,9:44,1,10,PHI 34,23,20,Michael Vick pass complete short left to LeSean McCoy for 4 yards (tackle by Corey Liuget),1.200,1.200
4,9:15,2,6,PHI 38,23,20,Michael Vick for 9 yards,1.200,2.060
4,8:57,1,10,PHI 47,23,20,Michael Vick pass complete short middle to Jason Avant for 21 yards (tackle by Derek Cox),2.060,3.450
4,8:23,1,10,SDG 32,23,20,"Penalty on Bryce Brown: False Start, 5 yards (no play)",3.450,3.120
4,8:02,1,15,SDG 37,23,20,Michael Vick pass complete short right to Zach Ertz for 27 yards (tackle by Shareece Wright),3.120,4.910
4,7:49,1,10,SDG 10,23,20,Michael Vick pass incomplete,4.910,4.190
4,7:43,2,10,SDG 10,23,20,Michael Vick pass complete short right to LeSean McCoy for 8 yards (tackle by Eric Weddle),4.190,4.950
4,7:13,3,2,SDG 2,23,26,"Michael Vick left end for 2 yards, touchdown. Penalty on DeSean Jackson: Unnecessary Roughness, 15 yards",4.950,7.000
4,7:13,,,SDG 2,23,27,Alex Henery kicks extra point good,0.000,0.000
4,7:13,,,PHI 20,23,27,"Alex Henery kicks off 69 yards, returned by Fozzy Whittaker for 28 yards (tackle by Colt Anderson). Fozzy Whittaker fumbles, recovered by Darrell Stuckey at PHI-41 and returned for 2 yards (tackle by Earl Wolff)",0.000,-2.980
4,6:53,1,10,PHI 39,23,27,Philip Rivers pass complete short middle to Eddie Royal for 6 yards (tackle by Nate Allen),2.980,3.250
4,6:26,2,4,PHI 33,23,27,Ryan Mathews right tackle for 1 yard (tackle by Cedric Thornton),3.250,2.680
4,5:48,3,3,PHI 32,23,27,Philip Rivers pass complete short left to Antonio Gates for 6 yards (tackle by Mychal Kendricks and Nate Allen),2.680,3.840
4,5:12,1,10,PHI 26,23,27,Danny Woodhead right guard for 8 yards (tackle by Nate Allen),3.840,4.450
4,4:35,2,2,PHI 18,23,27,Philip Rivers pass complete short right to Eddie Royal for 1 yard (tackle by Patrick Chung),4.450,3.950
4,4:01,3,1,PHI 17,23,27,Ryan Mathews right tackle for 2 yards (tackle by DeMeco Ryans),3.950,4.580
4,3:17,1,10,PHI 15,29,27,"Philip Rivers pass complete short left to Eddie Royal for 15 yards, touchdown",4.580,7.000
4,3:17,,,PHI 2,30,27,Nick Novak kicks extra point good,0.000,0.000
4,3:17,,,SDG 35,30,27,"Nick Novak kicks off 69 yards, returned by Damaris Johnson for 33 yards (tackle by Bront Bird)",0.000,-0.870
4,3:05,1,10,PHI 29,30,27,Michael Vick pass incomplete deep middle intended for Jason Avant,0.870,0.330
4,3:00,2,10,PHI 29,30,27,Michael Vick pass complete short right to LeSean McCoy for 11 yards,0.330,1.600
4,2:53,1,10,PHI 40,30,27,Michael Vick for 11 yards,1.600,2.320
4,2:46,1,10,SDG 49,30,27,Michael Vick pass complete short left to DeSean Jackson for 10 yards (tackle by Johnny Patrick),2.320,2.980
4,2:39,1,10,SDG 39,30,27,Michael Vick pass complete deep middle to DeSean Jackson for 25 yards (tackle by Shareece Wright),2.980,4.650
4,2:09,1,10,SDG 14,30,27,Michael Vick pass incomplete short left intended for Brent Celek (defended by Eric Weddle),4.650,4.000
4,2:03,2,10,SDG 14,30,27,Nick Foles pass incomplete short right intended for DeSean Jackson,4.000,3.110
4,1:58,3,10,SDG 14,30,27,Michael Vick pass incomplete short middle intended for Jason Avant,3.110,2.510
4,1:55,4,10,SDG 14,30,30,Alex Henery 32 yard field goal good,2.510,3.000
4,1:55,,,PHI 35,30,30,"Alex Henery kicks off 67 yards, returned by Fozzy Whittaker for 23 yards (tackle by Jake Knott)",0.000,-0.340
4,1:45,1,10,SDG 21,30,30,Philip Rivers pass complete short left to Antonio Gates for 15 yards (tackle by Nate Allen),0.340,1.330
4,1:12,1,10,SDG 36,30,30,Philip Rivers pass complete short left to Antonio Gates for 21 yards (tackle by Earl Wolff),1.330,2.720
4,1:04,1,10,PHI 43,30,30,Philip Rivers pass complete short middle to Danny Woodhead for 6 yards (tackle by DeMeco Ryans),2.720,2.990
4,0:37,2,4,PHI 37,30,30,Philip Rivers pass incomplete,2.990,2.280
4,0:31,3,4,PHI 37,30,30,Philip Rivers pass complete short right to Danny Woodhead for 6 yards (tackle by Connor Barwin),2.280,2.280
4,0:21,3,4,PHI 37,30,30,Timeout #2 by San Diego Chargers,2.280,3.510
4,0:21,1,10,PHI 31,30,30,Danny Woodhead up the middle for 1 yard (tackle by Fletcher Cox and Patrick Chung),3.510,3.510
4,0:17,1,10,PHI 31,30,30,Timeout #1 by Philadelphia Eagles,3.510,3.100
4,0:17,2,9,PHI 30,30,30,Danny Woodhead right tackle for 2 yards (tackle by Trent Cole),3.100,3.100
4,0:14,2,9,PHI 30,30,30,Timeout #2 by Philadelphia Eagles,3.100,2.680
4,0:14,3,7,PHI 28,30,30,Philip Rivers up the middle for no gain,2.680,1.590
4,0:11,4,7,PHI 28,33,30,Nick Novak 46 yard field goal good,1.590,3.000
4,0:11,,,SDG 35,33,30,"Nick Novak kicks off 36 yards, returned by Zach Ertz for no gain",0.000,-0.870
4,0:00,1,10,PHI 29,33,30,--,0.870,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
