Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
1,3:20,1,10,WAS 16,9,0,"Deshaun Watson pass complete short left to DeAndre Hopkins for 16 yards, touchdown",4.510,7.000
1,3:15,,,WAS 15,10,0,Ka'imi Fairbairn kicks extra point good,0.000,0.000
1,3:15,,,HOU 35,10,0,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
1,3:15,1,10,WAS 25,10,0,Byron Marshall up the middle for 4 yards (tackle by Benardrick McKinney and Brian Peters),0.610,0.600
1,2:51,2,6,WAS 29,10,0,Alex Smith pass complete deep left to Jordan Reed for 24 yards (tackle by Kareem Jackson),0.600,2.460
1,2:15,1,10,HOU 47,10,0,Alex Smith pass complete short right to Maurice Harris for 13 yards (tackle by Tyrann Mathieu),2.460,3.310
1,1:55,1,10,HOU 34,10,0,Alex Smith pass incomplete deep right intended for Maurice Harris,3.310,2.770
1,1:50,2,10,HOU 34,10,0,Alex Smith pass incomplete short middle intended for Jordan Reed (defended by Brennan Scarlett),2.770,2.080
1,1:44,3,10,HOU 34,10,0,"Alex Smith sacked by J.J. Watt for no gain. Alex Smith fumbles (forced by J.J. Watt), recovered by Chase Roullier at HOU-47 (tackle by Benardrick McKinney). Penalty on Tyrann Mathieu: Defensive Holding, 5 yards (no play)",2.080,3.640
1,1:14,1,10,HOU 29,10,0,Adrian Peterson right tackle for -1 yards (tackle by Jadeveon Clowney and Brian Peters),3.640,2.970
1,0:47,2,11,HOU 30,10,0,Alex Smith pass complete short middle to Trey Quinn for 15 yards (tackle by Kareem Jackson),2.970,4.580
1,0:05,1,10,HOU 15,10,0,Adrian Peterson right end for 6 yards (tackle by Kareem Jackson),4.580,5.030
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,HOU 9,10,0,Alex Smith right end for 6 yards (tackle by Justin Reid),5.030,6.510
2,14:19,1,3,HOU 3,10,6,"Adrian Peterson left end for 3 yards, touchdown",6.510,7.000
2,14:14,,,HOU 15,10,7,Dustin Hopkins kicks extra point good,0.000,0.000
2,14:14,,,WAS 35,10,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
2,14:14,1,10,HOU 25,10,7,Alfred Blue right tackle for 5 yards (tackle by Zach Brown),0.610,0.740
2,13:39,2,5,HOU 30,10,7,"Deshaun Watson sacked by Ryan Kerrigan for -6 yards. Deshaun Watson fumbles (forced by Ryan Kerrigan), recovered by Julie'n Davenport at HOU-24",0.740,-0.760
2,13:07,3,11,HOU 24,10,7,Deshaun Watson pass deep left (defended by Josh Harvey-Clemons) intended for Keke Coutee is intercepted by Mason Foster at HOU-49 and returned for 4 yards,-0.760,-2.590
2,12:54,1,10,HOU 45,10,7,Adrian Peterson right end for 1 yard (tackle by J.J. Watt),2.590,2.180
2,12:14,2,9,HOU 44,10,7,Alex Smith pass incomplete deep left intended for Vernon Davis,2.180,1.490
2,12:09,,,,,,Timeout #1 by Washington Redskins,,
2,12:09,3,9,HOU 44,10,7,Alex Smith sacked by Tyrann Mathieu for -7 yards,1.490,-0.130
2,11:38,4,16,WAS 49,10,7,Tress Way punts 47 yards downed by Byron Marshall,-0.130,0.380
2,11:29,1,10,HOU 4,10,7,Lamar Miller right end for 21 yards (tackle by Ha Ha Clinton-Dix),-0.380,0.610
2,10:53,1,10,HOU 25,10,7,Lamar Miller right end for 3 yards (tackle by Ha Ha Clinton-Dix),0.610,0.470
2,10:17,2,7,HOU 28,10,7,Deshaun Watson left end for 2 yards (tackle by Zach Brown),0.470,0.040
2,9:32,3,5,HOU 30,10,7,Deshaun Watson pass incomplete short right intended for Keke Coutee,0.040,-1.370
2,9:28,4,5,HOU 30,10,7,Trevor Daniel punts 30 yards out of bounds,-1.370,-1.600
2,9:21,1,10,WAS 40,10,7,Alex Smith pass complete short left to Jordan Reed for 9 yards (tackle by Justin Reid and Tyrann Mathieu),1.600,2.270
2,8:52,2,1,WAS 49,10,7,Alex Smith pass incomplete deep left intended for Jordan Reed,2.270,1.550
2,8:49,3,1,WAS 49,10,7,Adrian Peterson right guard for 5 yards (tackle by Johnathan Joseph),1.550,2.520
2,8:10,1,10,HOU 46,10,7,"Adrian Peterson right end for 3 yards (tackle by Benardrick McKinney). Adrian Peterson fumbles (forced by Benardrick McKinney), recovered by Tony Bergstrom at HOU-42",2.520,2.520
2,7:24,2,6,HOU 42,10,7,Alex Smith pass incomplete short middle intended for Byron Marshall,2.520,1.820
2,7:20,3,6,HOU 42,10,7,Alex Smith right end for 9 yards (tackle by Johnathan Joseph),1.820,3.380
2,6:30,1,10,HOU 33,10,7,Alex Smith pass incomplete short left intended for Maurice Harris,3.380,2.840
2,6:24,2,10,HOU 33,10,7,Alex Smith pass complete short right to Jordan Reed for 4 yards (tackle by Johnathan Joseph and Brennan Scarlett),2.840,2.680
2,5:53,3,6,HOU 29,10,7,"Penalty on Ty Nsekhe: False Start, 5 yards (no play)",2.680,2.010
2,5:30,3,11,HOU 34,10,7,"Penalty on Jadeveon Clowney: Neutral Zone Infraction, 5 yards (no play)",2.010,2.680
2,5:03,3,6,HOU 29,10,7,Alex Smith pass complete short right to Trey Quinn for 13 yards (tackle by Tyrann Mathieu),2.680,4.510
2,4:35,1,10,HOU 16,10,7,Byron Marshall left guard for 1 yard (tackle by Justin Reid),4.510,4.050
2,3:54,2,9,HOU 15,10,7,"Alex Smith left end for 3 yards (tackle by Brian Peters). Penalty on Kareem Jackson: Defensive Holding, 5 yards",4.050,5.600
2,3:32,1,7,HOU 7,10,7,Alex Smith pass incomplete short right intended for Jeremy Sprinkle,5.600,4.760
2,3:26,2,7,HOU 7,10,7,Alex Smith sacked by Whitney Mercilus for -2 yards,4.760,3.360
2,2:38,3,9,HOU 9,16,7,"Alex Smith pass short left intended for Jordan Reed is intercepted by Justin Reid at HOU-0 and returned for 101 yards, touchdown",3.360,-7.000
2,2:23,,,HOU 35,17,7,"Ka'imi Fairbairn kicks off 62 yards, returned by Danny Johnson for no gain (tackle by Johnson Bademosi)",0.000,-0.280
2,2:18,1,10,WAS 14,17,7,Kapri Bibbs left end for no gain (tackle by Whitney Mercilus and Kareem Jackson),-0.280,-0.750
2,2:00,2,10,WAS 14,17,7,Alex Smith pass complete short left to Kapri Bibbs for 6 yards (tackle by Brennan Scarlett),-0.750,-0.680
2,1:31,3,4,WAS 20,17,7,Alex Smith pass short middle intended for Kapri Bibbs is intercepted by Brennan Scarlett at WAS-30 and returned for 8 yards,-0.680,-4.110
2,1:19,1,10,WAS 22,17,7,Deshaun Watson sacked by Preston Smith for -12 yards,4.110,1.940
2,0:48,2,22,WAS 34,17,7,Deshaun Watson pass complete short right to Lamar Miller for 3 yards (tackle by Zach Brown),1.940,1.690
2,0:41,3,19,WAS 31,17,7,Lamar Miller right end for 5 yards (tackle by Matthew Ioannidis and Mason Foster),1.690,1.740
2,0:36,,,,,,Timeout #2 by Washington Redskins,,
2,0:36,4,14,WAS 26,17,7,Ka'imi Fairbairn 44 yard field goal no good,1.740,-1.200
2,0:31,1,10,WAS 34,17,7,Alex Smith pass complete short right to Kapri Bibbs for no gain (tackle by Whitney Mercilus),1.200,0.660
2,0:21,,,,,,Timeout #3 by Washington Redskins,,
2,0:21,2,10,WAS 34,17,7,"Penalty on J.J. Watt: Neutral Zone Infraction, 5 yards (no play)",0.660,1.330
2,0:21,2,5,WAS 39,17,7,Alex Smith pass incomplete deep left intended for Maurice Harris,1.330,0.630
2,0:14,3,5,WAS 39,17,7,Alex Smith pass complete short middle to Trey Quinn for 10 yards (tackle by Tyrann Mathieu),0.630,2.190
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 35,17,7,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,17,7,Deshaun Watson pass complete short right to Keke Coutee for 8 yards (tackle by Ha Ha Clinton-Dix),0.610,1.140
3,14:28,2,2,HOU 33,17,7,Alfred Blue right tackle for no gain (tackle by Da'Ron Payne and Zach Brown),1.140,0.430
3,13:49,3,2,HOU 33,17,7,Deshaun Watson pass complete short middle to Jordan Akins for 14 yards (tackle by Josh Norman and Greg Stroman),0.430,2.060
3,13:12,1,10,HOU 47,17,7,Alfred Blue up the middle for 11 yards (tackle by Mason Foster and Ha Ha Clinton-Dix),2.060,2.790
3,12:42,1,10,WAS 42,17,7,Alfred Blue right guard for no gain (tackle by Da'Ron Payne and Jonathan Allen),2.790,2.240
3,12:11,2,10,WAS 42,17,7,"Deshaun Watson pass complete short middle to DeAndre Hopkins for 7 yards (tackle by Ha Ha Clinton-Dix). DeAndre Hopkins fumbles (forced by Ha Ha Clinton-Dix), recovered by Mason Foster at WAS-35",2.240,-1.270
3,11:46,1,10,WAS 35,17,7,Trey Quinn right end for no gain (tackle by Kareem Jackson),1.270,0.720
3,11:01,2,10,WAS 35,17,7,Alex Smith right end for 15 yards (tackle by Johnathan Joseph),0.720,2.260
3,10:27,1,10,WAS 50,17,7,Alex Smith pass complete short middle to Jordan Reed for 14 yards (tackle by Tyrann Mathieu),2.260,3.180
3,9:47,1,10,HOU 36,17,7,Adrian Peterson right end for 2 yards (tackle by J.J. Watt),3.180,2.910
3,9:14,2,8,HOU 34,17,7,Alex Smith pass complete short left to Josh Doctson for 9 yards (tackle by Shareece Wright),2.910,3.910
3,8:39,1,10,HOU 25,17,7,Adrian Peterson left guard for 1 yard (tackle by D.J. Reader),3.910,3.500
3,8:01,2,9,HOU 24,17,7,Alex Smith pass incomplete deep left intended for Josh Doctson,3.500,2.810
3,7:56,3,9,HOU 24,17,7,Alex Smith sacked by Kareem Jackson for -13 yards,2.810,0.790
3,7:37,4,22,HOU 37,17,7,"Tress Way punts 24 yards, fair catch by DeAndre Carter at HOU-13",0.790,0.320
3,7:31,1,10,HOU 13,17,7,Lamar Miller left end for 6 yards (tackle by Mason Foster),-0.320,0.030
3,6:49,2,4,HOU 19,17,7,Lamar Miller up the middle for 7 yards (tackle by Mason Foster and Zach Brown),0.030,0.670
3,6:15,1,10,HOU 26,17,7,Lamar Miller up the middle for 1 yard (tackle by Jonathan Allen and Da'Ron Payne),0.670,0.270
3,5:39,2,9,HOU 27,17,7,Deshaun Watson pass short left intended for Lamar Miller is intercepted by Preston Smith at HOU-16 and returned for 3 yards,0.270,-4.710
3,5:33,1,10,HOU 13,17,7,Colt McCoy right end for 4 yards (tackle by Tyrann Mathieu),4.710,4.770
3,4:52,2,6,HOU 9,17,13,"Colt McCoy pass complete short left to Jordan Reed for 9 yards, touchdown",4.770,7.000
3,4:47,,,HOU 15,17,14,Dustin Hopkins kicks extra point good,0.000,0.000
3,4:47,,,WAS 35,17,14,"Dustin Hopkins kicks off 65 yards, touchback.",0.000,0.610
3,4:47,1,10,HOU 25,17,14,Deshaun Watson pass complete short left to Keke Coutee for 40 yards (tackle by Ha Ha Clinton-Dix and Greg Stroman),0.610,3.250
3,4:04,1,10,WAS 35,17,14,Deshaun Watson left end for 6 yards (tackle by Ha Ha Clinton-Dix),3.250,3.510
3,3:34,2,4,WAS 29,17,14,Lamar Miller up the middle for 2 yards (tackle by Da'Ron Payne),3.510,3.070
3,2:58,3,2,WAS 27,17,14,"Deshaun Watson pass incomplete short left intended for Lamar Miller (defended by Zach Brown). Penalty on Preston Smith: Roughing the Passer, 14 yards (no play)",3.070,4.710
3,2:53,1,10,WAS 13,17,14,Lamar Miller left end for 2 yards (tackle by Stacy McGee and Zach Brown),4.710,4.390
3,2:19,2,8,WAS 11,17,14,"Deshaun Watson pass incomplete short left intended for Demaryius Thomas. Penalty on Josh Norman: Defensive Holding, 5 yards (no play)",4.390,5.830
3,2:14,1,6,WAS 6,17,14,Deshaun Watson pass incomplete short middle intended for Lamar Miller,5.830,4.950
3,2:10,2,6,WAS 6,17,14,Deshaun Watson sacked by Ryan Kerrigan for -9 yards,4.950,2.930
3,1:27,3,15,WAS 15,17,14,Deshaun Watson pass incomplete short right intended for Keke Coutee,2.930,2.440
3,1:22,4,15,WAS 15,20,14,Ka'imi Fairbairn 33 yard field goal good. Penalty on Montae Nicholson: Defensive Offside (Declined),2.440,3.000
3,1:19,,,HOU 35,20,14,"Ka'imi Fairbairn kicks off 59 yards, returned by Danny Johnson for no gain (tackle by Natrell Jamerson)",0.000,1.140
3,1:13,1,10,WAS 33,20,14,Colt McCoy pass complete short left to Josh Doctson for 12 yards (tackle by Shareece Wright),1.140,1.930
3,0:30,1,10,WAS 45,20,14,Colt McCoy pass complete short left to Jordan Reed for 7 yards (tackle by Shareece Wright),1.930,2.330
3,0:11,2,3,HOU 48,20,14,Colt McCoy right end for 2 yards (tackle by Tyrann Mathieu),2.330,1.880
Quarter,Time,Down,ToGo,Location,HOU,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,HOU 46,20,14,Colt McCoy pass incomplete deep left intended for Josh Doctson (defended by Shareece Wright),1.880,0.200
4,14:54,4,1,HOU 46,20,14,Colt McCoy left end for 5 yards (tackle by Kareem Jackson),0.200,2.850
4,14:14,1,10,HOU 41,20,14,Adrian Peterson up the middle for 3 yards (tackle by Jadeveon Clowney and Brandon Dunn),2.850,2.710
4,13:50,2,7,HOU 38,20,14,Colt McCoy pass complete short left to Josh Doctson for 11 yards (tackle by Kareem Jackson),2.710,3.780
4,13:13,1,10,HOU 27,20,14,Colt McCoy pass incomplete deep left intended for Josh Doctson,3.780,3.230
4,13:08,2,10,HOU 27,20,14,"Colt McCoy pass complete short right to Trey Quinn for 8 yards (tackle by Kareem Jackson). Penalty on Whitney Mercilus: Defensive Offside, 5 yards (no play)",3.230,3.910
4,12:37,2,5,HOU 22,20,14,Colt McCoy right end for 15 yards (tackle by Benardrick McKinney),3.910,5.600
4,12:02,1,7,HOU 7,20,20,"Adrian Peterson left end for 7 yards, touchdown",5.600,7.000
4,11:57,,,HOU 15,20,21,Dustin Hopkins kicks extra point good,0.000,0.000
4,11:57,,,WAS 35,20,21,"Dustin Hopkins kicks off 56 yards, returned by DeAndre Carter for no gain (tackle by Danny Johnson and Deshazor Everett)",0.000,0.740
4,11:52,1,10,HOU 27,20,21,Deshaun Watson pass complete short middle to Keke Coutee for 4 yards (tackle by Mason Foster),0.740,0.740
4,11:17,2,6,HOU 31,20,21,Deshaun Watson pass complete short middle to DeAndre Hopkins for 10 yards (tackle by Mason Foster),0.740,1.660
4,10:41,1,10,HOU 41,20,21,Alfred Blue left guard for 6 yards (tackle by Mason Foster and Ryan Anderson),1.660,1.930
4,10:05,2,4,HOU 47,20,21,Alfred Blue left end for 16 yards (tackle by Ha Ha Clinton-Dix),1.930,3.120
4,9:22,1,10,WAS 37,20,21,Alfred Blue up the middle for no gain (tackle by Da'Ron Payne and Ryan Anderson),3.120,2.570
4,8:40,2,10,WAS 37,20,21,Deshaun Watson pass incomplete short right intended for Keke Coutee,2.570,1.880
4,8:36,,,,,,Timeout #1 by Washington Redskins,,
4,8:36,3,10,WAS 37,20,21,"Deshaun Watson pass complete short left to DeAndre Hopkins for 8 yards (tackle by Jonathan Allen). Penalty on Julie'n Davenport: Illegal Block Above the Waist, 10 yards (no play)",1.880,0.560
4,8:17,3,20,WAS 47,20,21,Deshaun Watson pass complete short right to Jordan Thomas for 11 yards (tackle by Mason Foster and Greg Stroman),0.560,0.880
4,7:35,4,9,WAS 36,23,21,Ka'imi Fairbairn 54 yard field goal good,0.880,3.000
4,7:30,,,HOU 35,23,21,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,7:30,1,10,WAS 25,23,21,Adrian Peterson left end for 9 yards (tackle by Jadeveon Clowney),0.610,1.280
4,6:57,2,1,WAS 34,23,21,Adrian Peterson left end for 2 yards (tackle by Brennan Scarlett),1.280,1.330
4,6:20,1,10,WAS 36,23,21,Colt McCoy sacked by J.J. Watt for -4 yards,1.330,0.250
4,5:42,2,14,WAS 32,23,21,Colt McCoy pass complete short right to Jordan Reed for 4 yards (tackle by Johnathan Joseph),0.250,0.100
4,5:15,3,10,WAS 36,23,21,Colt McCoy sacked by Jadeveon Clowney for -9 yards,0.100,-1.570
4,4:45,4,19,WAS 27,23,21,Tress Way punts 31 yards out of bounds,-1.570,-1.730
4,4:38,1,10,HOU 42,23,21,Lamar Miller left tackle for 3 yards (tackle by Da'Ron Payne and Matthew Ioannidis),1.730,1.590
4,3:56,2,7,HOU 45,23,21,Deshaun Watson pass incomplete short right intended for Demaryius Thomas,1.590,0.890
4,3:51,3,7,HOU 45,23,21,Deshaun Watson pass complete short left to Lamar Miller for 13 yards (tackle by Ha Ha Clinton-Dix),0.890,2.790
4,3:05,1,10,WAS 42,23,21,Lamar Miller left end for 1 yard (tackle by Ryan Anderson and Preston Smith),2.790,2.380
4,2:22,2,9,WAS 41,23,21,Lamar Miller right end for 4 yards (tackle by Jonathan Allen),2.380,2.210
4,2:00,3,5,WAS 37,23,21,"Deshaun Watson up the middle for no gain (tackle by Jonathan Allen and Matthew Ioannidis). Penalty on Josh Norman: Defensive Holding, 5 yards (no play)",2.210,3.450
4,1:51,1,10,WAS 32,23,21,Lamar Miller left end for no gain (tackle by Da'Ron Payne),3.450,2.900
4,1:46,,,,,,Timeout #2 by Washington Redskins,,
4,1:46,2,10,WAS 32,23,21,Lamar Miller left end for 3 yards (tackle by Da'Ron Payne and Preston Smith),2.900,2.610
4,1:41,,,,,,Timeout #3 by Washington Redskins,,
4,1:41,3,7,WAS 29,23,21,Lamar Miller right end for 2 yards (tackle by Preston Smith),2.610,1.720
4,0:56,,,,,,Timeout #1 by Houston Texans,,
4,0:56,4,5,WAS 27,23,21,Ka'imi Fairbairn 45 yard field goal no good,1.720,-1.270
4,0:52,1,10,WAS 35,23,21,Colt McCoy up the middle for 9 yards (tackle by Tyrann Mathieu),1.270,1.940
4,0:34,2,1,WAS 44,23,21,Colt McCoy spiked the ball,1.940,1.220
4,0:33,3,1,WAS 44,23,21,Colt McCoy pass complete short middle to Trey Quinn for 11 yards (tackle by Shareece Wright and Justin Reid),1.220,2.590
4,0:21,1,10,HOU 45,23,21,Colt McCoy spiked the ball,2.590,2.040
4,0:19,2,10,HOU 45,23,21,Colt McCoy pass incomplete short right intended for Michael Floyd,2.040,1.360
4,0:16,3,10,HOU 45,23,21,Colt McCoy pass incomplete deep left intended for Josh Doctson (defended by Justin Reid),1.360,0.270
4,0:08,,,,,,Timeout #2 by Houston Texans,,
4,0:08,4,10,HOU 45,23,21,Dustin Hopkins 63 yard field goal no good,0.270,-2.460
4,0:03,1,10,WAS 47,23,21,Deshaun Watson kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
