Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
1,9:04,,,MIN 10,0,7,Dustin Hopkins kicks extra point good,0.000,0.000
1,9:04,,,WAS 35,0,7,"Dustin Hopkins kicks off 65 yards, touchback",0.000,0.000
1,9:04,,,MIN 15,0,7,"Penalty on Linval Joseph: Encroachment, 5 yards (no play)",0.000,-0.610
1,9:04,1,10,MIN 25,0,7,Jerick McKinnon left tackle for 4 yards (tackle by Mason Foster and Ricky Jean-Francois),0.610,0.600
1,8:36,2,6,MIN 29,0,7,Sam Bradford pass complete short left to Jerick McKinnon for 12 yards (tackle by Mason Foster),0.600,1.660
1,8:04,1,10,MIN 41,0,7,Ronnie Hillman right end for -6 yards (tackle by Su'a Cravens),1.660,0.310
1,7:25,2,16,MIN 35,0,7,Sam Bradford pass complete short middle to Kyle Rudolph for 20 yards (tackle by Kendall Fuller),0.310,2.590
1,6:56,1,10,WAS 45,0,7,"Ronnie Hillman right end for 14 yards (tackle by Mason Foster and Josh Norman). Penalty on Joe Berger: Offensive Holding, 10 yards (no play)",2.590,1.930
1,6:25,1,20,MIN 45,0,7,Jerick McKinnon right tackle for 1 yard (tackle by Mason Foster and Preston Smith),1.930,0.830
1,5:47,2,19,MIN 46,0,7,Sam Bradford pass complete short left to Cordarrelle Patterson for 4 yards (tackle by Duke Ihenacho),0.830,0.700
1,5:05,3,15,,0,7,Sam Bradford sacked by Preston Smith for -2 yards,0.700,-0.190
1,4:24,4,17,MIN 48,0,7,"Jeff Locke punts 43 yards, fair catch by Jamison Crowder",-0.190,0.380
1,4:16,1,10,WAS 9,0,7,Robert Kelley left tackle for 2 yards (tackle by Shamar Stephen),-0.380,-0.630
1,3:34,2,8,WAS 11,0,7,Kirk Cousins pass complete short right to Vernon Davis for 13 yards (tackle by Harrison Smith),-0.630,0.540
1,2:54,1,10,WAS 24,0,7,Kirk Cousins pass complete short middle to Vernon Davis for 15 yards (tackle by Harrison Smith and Shamar Stephen),0.540,1.530
1,2:28,1,10,WAS 39,0,7,Kirk Cousins pass complete short right to Pierre Garcon for 9 yards (tackle by Trae Waynes),1.530,2.200
1,1:47,2,1,WAS 48,0,7,Robert Kelley middle for 2 yards (tackle by Audie Cole and Linval Joseph),2.200,2.260
1,1:09,1,10,,0,7,Robert Kelley right end for 3 yards (tackle by Tom Johnson),2.260,2.120
1,0:30,2,7,MIN 47,0,7,Kirk Cousins pass complete short right to Chris Thompson for 1 yard (tackle by Chad Greenway),2.120,1.550
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,MIN 46,0,7,Kirk Cousins pass complete short right to Maurice Harris for 8 yards (tackle by Trae Waynes),1.550,3.050
2,14:28,1,10,MIN 38,0,13,"Kirk Cousins pass complete deep left to Vernon Davis for 38 yards, touchdown",3.050,7.000
2,14:18,,,MIN 15,0,14,Dustin Hopkins kicks extra point good,0.000,0.000
2,14:18,,,WAS 35,0,14,"Dustin Hopkins kicks off 68 yards, returned by Cordarrelle Patterson for 26 yards (tackle by Bashaud Breeland)",0.000,-0.480
2,14:12,1,10,MIN 23,0,14,Jerick McKinnon right end for 13 yards (tackle by Donte Whitner and Mason Foster),0.480,1.330
2,13:36,1,10,MIN 36,0,14,"Sam Bradford pass complete short left to Jerick McKinnon for 2 yards (tackle by Bashaud Breeland and Preston Smith). Penalty on Jerick McKinnon: Face Mask (15 Yards), 15 yards",1.330,0.480
2,13:17,1,23,MIN 23,0,14,Ronnie Hillman middle for 2 yards (tackle by Su'a Cravens and Trent Murphy),0.480,-0.700
2,12:37,2,21,MIN 25,0,14,Ronnie Hillman middle for 9 yards (tackle by Trent Murphy),-0.700,-0.160
2,11:51,3,12,MIN 34,0,14,"Sam Bradford pass complete short middle to Stefon Diggs for 4 yards (tackle by Kendall Fuller). Penalty on William Compton: Illegal Contact, 5 yards (no play)",-0.160,1.530
2,11:24,1,10,MIN 39,0,14,Ronnie Hillman left end for -3 yards (tackle by Ryan Kerrigan),1.530,0.580
2,11:01,2,13,MIN 36,0,14,Sam Bradford pass complete short middle to Rhett Ellison for 2 yards (tackle by Evander Hood),0.580,0.170
2,10:14,3,11,MIN 38,0,14,Sam Bradford pass incomplete deep left intended for Stefon Diggs,0.170,-0.850
2,10:09,4,11,MIN 38,0,14,"Jeff Locke punts 41 yards, fair catch by Jamison Crowder",-0.850,-0.340
2,10:00,1,10,WAS 21,0,14,Kirk Cousins pass incomplete deep right intended for Jamison Crowder,0.340,-0.200
2,9:54,2,10,WAS 21,0,14,Kirk Cousins pass incomplete short middle intended for Ryan Grant (defended by Harrison Smith),-0.200,-0.890
2,9:48,3,10,WAS 21,0,14,Kirk Cousins pass incomplete deep left intended for Pierre Garcon,-0.890,-1.960
2,9:40,4,10,WAS 21,0,14,"Tress Way punts 51 yards, returned by Stefon Diggs for 5 yards (tackle by Deshazor Everett)",-1.960,-1.140
2,9:31,1,10,MIN 33,0,14,Sam Bradford pass incomplete short left intended for Kyle Rudolph (defended by Mason Foster),1.140,0.590
2,9:24,2,10,MIN 33,0,14,Sam Bradford pass complete deep left to Stefon Diggs for 36 yards (tackle by Kendall Fuller),0.590,3.510
2,9:05,1,10,WAS 31,0,14,Matt Asiata left tackle for 6 yards (tackle by Duke Ihenacho),3.510,3.780
2,8:31,2,4,WAS 25,0,14,Adam Thielen left end for 11 yards (tackle by Bashaud Breeland),3.780,4.650
2,7:53,1,10,WAS 14,0,14,Sam Bradford pass complete short right to Kyle Rudolph for 13 yards (tackle by Bashaud Breeland),4.650,6.970
2,7:05,1,1,WAS 1,0,14,Matt Asiata left tackle for no gain (tackle by Ryan Kerrigan and William Compton),6.970,5.910
2,6:28,2,1,WAS 1,0,14,Matt Asiata right tackle for no gain (tackle by Ricky Jean-Francois and William Compton),5.910,5.170
2,5:44,3,1,WAS 1,6,14,"Matt Asiata right guard for 1 yard, touchdown",5.170,7.000
2,5:39,,,WAS 15,7,14,Blair Walsh kicks extra point good,0.000,0.000
2,5:39,,,MIN 35,7,14,"Blair Walsh kicks off 65 yards, returned by Rashad Ross for 22 yards (tackle by Danielle Hunter)",0.000,-0.410
2,5:34,1,10,WAS 22,7,14,Robert Kelley left tackle for 12 yards (tackle by Andrew Sendejo and Danielle Hunter),0.410,1.200
2,5:01,1,10,WAS 34,7,14,Robert Kelley left end for 4 yards (tackle by Tom Johnson and Shamar Stephen),1.200,1.200
2,4:38,2,6,WAS 38,7,14,"Kirk Cousins pass incomplete short left intended for Jordan Reed. Penalty on Morgan Moses: Offensive Holding, 10 yards (no play)",1.200,-0.150
2,4:32,2,16,WAS 28,7,14,Chris Thompson right tackle for 6 yards (tackle by Harrison Smith and Tom Johnson),-0.150,-0.030
2,3:54,3,10,WAS 34,7,14,Kirk Cousins pass incomplete deep right intended for Ryan Grant,-0.030,-1.110
2,3:46,4,10,WAS 34,7,14,"Tress Way punts 41 yards, fair catch by Stefon Diggs",-1.110,-0.610
2,3:38,1,10,MIN 25,7,14,Sam Bradford pass complete short right to Stefon Diggs for 5 yards (tackle by Bashaud Breeland),0.610,0.740
2,3:09,2,5,MIN 30,7,14,Sam Bradford pass complete short left to Cordarrelle Patterson for 9 yards (tackle by Bashaud Breeland and William Compton),0.740,1.530
2,2:42,1,10,MIN 39,7,14,Sam Bradford pass complete short right to Stefon Diggs for 23 yards (tackle by Mason Foster),1.530,3.050
2,2:08,1,10,WAS 38,7,14,Sam Bradford pass complete short left to Jarius Wright for 9 yards (tackle by Mason Foster and William Compton),3.050,3.720
2,2:00,2,1,WAS 29,7,14,Jerick McKinnon middle for -1 yards (tackle by Quinton Dunbar),3.720,2.870
2,1:33,3,2,WAS 30,7,14,Sam Bradford pass complete short middle to Stefon Diggs for 10 yards (tackle by Su'a Cravens and Kendall Fuller),2.870,4.240
2,1:06,1,10,WAS 20,13,14,"Sam Bradford pass complete short right to Kyle Rudolph for 20 yards, touchdown",4.240,7.000
2,0:58,,,WAS 15,14,14,Blair Walsh kicks extra point good,0.000,0.000
2,0:58,,,MIN 35,14,14,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.610
2,0:58,1,10,WAS 25,14,14,"Chris Thompson right tackle for 7 yards (tackle by Linval Joseph). Chris Thompson fumbles (forced by Linval Joseph), recovered by Everson Griffen at WAS-33 (tackle by Morgan Moses)",0.610,-3.380
2,0:50,1,10,WAS 33,14,14,Sam Bradford pass complete deep right to Stefon Diggs for 28 yards (tackle by Donte Whitner),3.380,6.060
2,0:24,1,5,WAS 5,14,14,Matt Asiata left tackle for 2 yards (tackle by Su'a Cravens and Chris Baker),6.060,0.000
2,0:10,,,,14,14,Timeout #1 by Minnesota Vikings,0.000,-5.530
2,0:10,2,3,WAS 3,14,14,Sam Bradford pass incomplete short right intended for Zach Line,5.530,0.000
2,0:05,,,,14,14,Timeout #2 by Minnesota Vikings,0.000,-4.720
2,0:05,3,3,WAS 3,20,14,"Sam Bradford pass complete short right to Adam Thielen for 3 yards, touchdown",4.720,7.000
2,0:00,,,WAS 15,20,14,Blair Walsh kicks extra point no good,0.000,-1.000
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,20,14,"Blair Walsh kicks off 59 yards, returned by Chris Thompson for 27 yards (tackle by Anthony Harris)",0.000,-1.140
3,14:53,1,10,WAS 33,20,14,"Penalty on Brandon Scherff: False Start, 5 yards (no play)",1.140,0.810
3,14:53,1,15,WAS 28,20,14,Kirk Cousins pass complete deep middle to Jordan Reed for 16 yards (tackle by Mackensie Alexander),0.810,1.860
3,14:22,1,10,WAS 44,20,14,Robert Kelley left end for -1 yards (tackle by Chad Greenway),1.860,1.180
3,13:43,2,11,WAS 43,20,14,Kirk Cousins pass complete short left to Pierre Garcon for 14 yards (tackle by Andrew Sendejo),1.180,2.720
3,13:08,1,10,MIN 43,20,14,Robert Kelley left end for 2 yards (tackle by Everson Griffen and Xavier Rhodes),2.720,2.450
3,12:25,2,8,MIN 41,20,14,Kirk Cousins pass complete short middle to Pierre Garcon for 13 yards (tackle by Xavier Rhodes),2.450,3.710
3,11:45,1,10,MIN 28,20,14,Kirk Cousins pass complete short right to Maurice Harris for 5 yards (tackle by Chad Greenway),3.710,3.840
3,11:07,2,5,MIN 23,20,14,Robert Kelley right guard for 1 yard (tackle by Harrison Smith),3.840,3.270
3,10:27,3,4,MIN 22,20,14,Kirk Cousins pass complete short left to Jamison Crowder for 12 yards (tackle by Andrew Sendejo),3.270,4.910
3,9:50,1,10,MIN 10,20,14,Kirk Cousins pass complete short left to Robert Kelley for -2 yards (tackle by Anthony Barr),4.910,3.860
3,9:09,2,12,MIN 12,20,14,Kirk Cousins pass incomplete short left intended for Pierre Garcon,3.860,3.100
3,9:04,3,12,MIN 12,20,14,Kirk Cousins pass incomplete short right intended for Pierre Garcon,3.100,2.630
3,8:58,4,12,MIN 12,20,17,Dustin Hopkins 30 yard field goal good,2.630,3.000
3,8:53,,,WAS 35,20,17,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,8:53,1,10,MIN 25,20,17,Matt Asiata middle for 4 yards (tackle by Donte Whitner),0.610,0.600
3,8:13,2,6,MIN 29,20,17,Zach Line right end for 5 yards (tackle by Chris Baker and Will Blackmon),0.600,0.560
3,7:31,3,1,MIN 34,20,17,Matt Asiata right guard for no gain (tackle by Evander Hood and Josh Norman),0.560,-1.110
3,6:15,4,1,MIN 34,20,17,"Penalty on Sam Bradford: Delay of Game, 5 yards (no play)",-1.110,-1.440
3,6:05,4,6,MIN 29,20,17,"Jeff Locke punts 44 yards, returned by Jamison Crowder for 5 yards (tackle by Kentrell Brothers)",-1.440,-1.070
3,5:54,1,10,WAS 32,20,17,Robert Kelley right guard for 14 yards (tackle by Anthony Barr and Danielle Hunter),1.070,1.990
3,5:15,1,10,WAS 46,20,17,Robert Kelley left tackle for 5 yards (tackle by Everson Griffen),1.990,2.130
3,4:32,2,5,MIN 49,20,17,Chris Thompson left end for 3 yards (tackle by Anthony Barr),2.130,1.820
3,3:57,3,2,MIN 46,20,17,Kirk Cousins pass complete short left to Chris Thompson for 4 yards (tackle by Anthony Barr),1.820,2.790
3,3:24,1,10,MIN 42,20,17,Robert Kelley left guard for 2 yards (tackle by Tom Johnson),2.790,2.510
3,2:40,2,8,MIN 40,20,17,Kirk Cousins pass incomplete deep left intended for Jamison Crowder,2.510,1.820
3,2:34,3,8,MIN 40,20,17,Kirk Cousins pass complete short right to Maurice Harris for 15 yards,1.820,3.910
3,2:12,1,10,MIN 25,20,17,Robert Kelley middle for 4 yards (tackle by Linval Joseph),3.910,3.900
3,1:29,2,6,MIN 21,20,17,Robert Kelley right guard for 2 yards (tackle by Linval Joseph),3.900,3.490
3,0:48,3,4,MIN 19,20,17,Kirk Cousins pass incomplete short right intended for Ryan Grant (defended by Terence Newman),3.490,2.260
3,0:43,4,4,MIN 19,20,20,Dustin Hopkins 37 yard field goal good,2.260,3.000
3,0:38,,,WAS 35,20,20,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
3,0:38,1,10,MIN 25,20,20,Sam Bradford pass complete short right to Kyle Rudolph for 9 yards (tackle by Josh Norman),0.610,1.280
Quarter,Time,Down,ToGo,Location,MIN,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,1,MIN 34,20,20,Matt Asiata right end for 1 yard (tackle by Donte Whitner),1.280,1.270
4,14:36,1,10,MIN 35,20,20,Sam Bradford pass complete short right to Matt Asiata for 2 yards (tackle by Josh Norman),1.270,0.990
4,14:09,2,8,MIN 37,20,20,Sam Bradford pass complete short right to Kyle Rudolph for 7 yards (tackle by Mason Foster),0.990,1.220
4,13:43,3,1,MIN 44,20,20,Matt Asiata middle for -1 yards (tackle by William Compton and Donte Whitner),1.220,-0.520
4,13:03,4,2,MIN 43,20,20,"Jeff Locke punts 49 yards, fair catch by Jamison Crowder",-0.520,0.380
4,12:54,1,10,WAS 8,20,20,Robert Kelley right tackle for 21 yards (tackle by Xavier Rhodes and Audie Cole),-0.380,0.870
4,12:19,1,10,WAS 29,20,20,Kirk Cousins pass complete short middle to Pierre Garcon for 17 yards (tackle by Mackensie Alexander and Chad Greenway),0.870,1.990
4,11:39,1,10,WAS 46,20,20,Kirk Cousins pass complete short middle to Jamison Crowder for 14 yards (tackle by Harrison Smith and Trae Waynes),1.990,2.920
4,11:04,1,10,MIN 40,20,20,Robert Kelley right tackle for 2 yards (tackle by Linval Joseph and Anthony Barr),2.920,2.640
4,10:19,2,8,MIN 38,20,20,Kirk Cousins pass complete short right to Chris Thompson for 6 yards (tackle by Trae Waynes),2.640,2.740
4,9:43,3,2,MIN 32,20,20,Kirk Cousins pass incomplete short left intended for Pierre Garcon,2.740,1.300
4,9:38,4,2,MIN 32,20,23,Dustin Hopkins 50 yard field goal good,1.300,3.000
4,9:33,,,WAS 35,20,23,"Dustin Hopkins kicks off 71 yards, returned by Cordarrelle Patterson for 18 yards (tackle by Duke Ihenacho)",0.000,0.350
4,9:29,1,10,MIN 12,20,23,Sam Bradford pass complete short left to Jerick McKinnon for 3 yards (tackle by Mason Foster),-0.350,-0.500
4,8:56,2,7,MIN 15,20,23,Sam Bradford pass complete short right to Adam Thielen for 11 yards (tackle by Will Blackmon),-0.500,0.670
4,8:25,1,10,MIN 26,20,23,Sam Bradford pass complete short middle to Cordarrelle Patterson for 4 yards (tackle by Will Blackmon and William Compton),0.670,0.670
4,8:05,2,6,MIN 30,20,23,Jerick McKinnon left tackle for 1 yard (tackle by William Compton and Ricky Jean-Francois),0.670,0.100
4,7:28,3,5,MIN 31,20,23,Sam Bradford pass complete short left to Stefon Diggs for 6 yards (tackle by Bashaud Breeland),0.100,1.400
4,6:45,1,10,MIN 37,20,23,Sam Bradford pass complete short middle to Stefon Diggs for 9 yards (tackle by Kendall Fuller),1.400,2.070
4,6:05,2,1,MIN 46,20,23,"Sam Bradford pass incomplete deep left intended for Cordarrelle Patterson. Penalty on Cullen Jenkins: Roughing the Passer, 15 yards (no play)",2.070,2.980
4,5:59,1,10,WAS 39,20,23,Sam Bradford pass incomplete deep left intended for Stefon Diggs (defended by Kendall Fuller),2.980,2.440
4,5:53,2,10,WAS 39,20,23,Sam Bradford pass incomplete short left intended for Adam Thielen is intercepted by Preston Smith at WAS-36 and returned for 22 yards,2.440,-2.790
4,5:44,1,10,MIN 42,20,23,Robert Kelley left end for 4 yards (tackle by Harrison Smith and Chad Greenway),2.790,2.780
4,5:02,2,6,MIN 38,20,23,Kirk Cousins pass complete short right to Jamison Crowder for 7 yards (tackle by Terence Newman),2.780,3.510
4,4:21,1,10,MIN 31,20,23,Robert Kelley left tackle for 3 yards (tackle by Linval Joseph and Audie Cole),3.510,3.370
4,3:39,2,7,MIN 28,20,23,Kirk Cousins pass complete short right to Pierre Garcon for 16 yards (tackle by Mackensie Alexander),3.370,4.780
4,2:55,1,10,MIN 12,20,23,Robert Kelley left end for 2 yards (tackle by Chad Greenway and Everson Griffen),4.780,0.000
4,2:48,,,,20,23,Timeout #1 by Minnesota Vikings,0.000,-4.450
4,2:48,2,8,MIN 10,20,23,Robert Kelley left guard for 2 yards (tackle by Everson Griffen and Tom Johnson),4.450,0.000
4,2:43,,,,20,23,Timeout #2 by Minnesota Vikings,0.000,-3.930
4,2:43,3,6,MIN 8,20,23,Kirk Cousins sacked by Danielle Hunter for -2 yards,3.930,0.000
4,2:35,,,,20,23,Timeout #3 by Minnesota Vikings,0.000,-2.760
4,2:35,4,8,MIN 10,20,26,Dustin Hopkins 28 yard field goal good,2.760,3.000
4,2:31,,,WAS 35,20,26,"Dustin Hopkins kicks off 65 yards, touchback",0.000,-0.610
4,2:31,1,10,MIN 25,20,26,Sam Bradford pass complete short middle to Stefon Diggs for 6 yards (tackle by Donte Whitner and William Compton),0.610,0.870
4,2:09,2,4,MIN 31,20,26,Sam Bradford pass complete short middle to Stefon Diggs for 6 yards (tackle by Su'a Cravens),0.870,1.400
4,2:00,1,10,MIN 37,20,26,Sam Bradford pass complete short left to Stefon Diggs for 14 yards,1.400,2.320
4,1:52,1,10,WAS 49,20,26,Sam Bradford pass complete short middle to Stefon Diggs for 7 yards (tackle by Donte Whitner),2.320,2.730
4,1:36,2,3,WAS 42,20,26,Sam Bradford pass complete short middle to Stefon Diggs for 9 yards (tackle by Kendall Fuller),2.730,3.380
4,1:29,1,10,WAS 33,20,26,Sam Bradford pass complete short middle to Adam Thielen for 7 yards (tackle by Will Blackmon),3.380,3.780
4,1:11,2,3,WAS 26,20,26,Sam Bradford pass incomplete short right intended for Jerick McKinnon,3.780,3.070
4,1:04,3,3,WAS 26,20,26,Sam Bradford pass incomplete deep right intended for Kyle Rudolph,3.070,3.070
4,1:04,3,3,WAS 26,20,26,Sam Bradford pass complete short middle to Stefon Diggs for 5 yards (tackle by William Compton),3.070,4.170
4,0:45,1,10,WAS 21,20,26,Sam Bradford pass incomplete deep right intended for Kyle Rudolph,4.170,0.000
4,0:40,,,,20,26,Timeout #1 by Washington Redskins,0.000,-3.630
4,0:40,2,10,WAS 21,20,26,Sam Bradford sacked by Trent Murphy for -7 yards,3.630,0.000
4,0:40,,,,20,26,Timeout #2 by Washington Redskins,0.000,-2.020
4,0:19,3,17,WAS 28,20,26,Sam Bradford pass incomplete deep left intended for Cordarrelle Patterson. Penalty on T.J. Clemmings: Offensive Holding (Declined),2.020,1.590
4,0:11,4,17,WAS 28,20,26,Sam Bradford sacked by Preston Smith for -14 yards,1.590,-1.730
4,0:04,1,10,WAS 42,20,26,Kirk Cousins kneels for -1 yards,1.730,1.050
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
