Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
1,0:31,1,10,NYG 20,3,0,Eli Manning pass complete short right to Plaxico Burress for 8 yards (tackle by David Jones),0.280,0.810
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,NYG 28,3,0,Brandon Jacobs left tackle for 5 yards (tackle by Orien Harris),0.810,1.140
2,14:30,1,10,NYG 33,3,0,Eli Manning pass complete short right to Amani Toomer for 9 yards (tackle by David Jones),1.140,1.810
2,13:49,2,1,NYG 42,3,0,Brandon Jacobs right tackle for 7 yards (tackle by Frostee Rucker),1.810,2.190
2,13:15,1,10,NYG 49,3,0,Eli Manning pass incomplete deep middle intended for Plaxico Burress,2.190,1.650
2,12:59,2,10,NYG 49,3,0,Brandon Jacobs right end for 3 yards (tackle by Rashad Jeanty and Dhani Jones),1.650,1.360
2,12:21,3,7,CIN 48,3,0,"Eli Manning pass incomplete short right intended for Plaxico Burress. Penalty on David Jones: Defensive Pass Interference, 12 yards (no play)",1.360,3.180
2,12:10,1,10,CIN 36,3,0,Eli Manning pass complete deep left to Kevin Boss for 21 yards (tackle by Nedu Ndukwe),3.180,4.580
2,11:40,1,10,CIN 15,3,0,"Eli Manning pass complete short right to Steve Smith for 4 yards (tackle by Simeon Castille). Penalty on Simeon Castille: Illegal Contact, 5 yards (no play)",4.580,4.910
2,11:13,1,10,CIN 10,3,0,Eli Manning pass complete short left to Madison Hedgecock for 9 yards (tackle by Leon Hall),4.910,5.910
2,10:44,2,1,CIN 1,3,6,"Brandon Jacobs left guard for 1 yard, touchdown",5.910,7.000
2,,,,CIN 2,3,7,John Carney kicks extra point good,0.000,0.000
2,,,,NYG 30,3,7,"John Carney kicks off 61 yards, returned by Glenn Holt for 17 yards (tackle by Ahmad Bradshaw)",0.000,0.670
2,10:29,1,10,CIN 26,3,7,Chris Perry right end for 3 yards (tackle by Corey Webster),0.670,0.540
2,9:54,2,7,CIN 29,3,7,Carson Palmer pass complete short left to Antonio Chatman for 11 yards (tackle by Kevin Dockery),0.540,1.600
2,9:31,1,10,CIN 40,3,7,Carson Palmer pass complete short right to Chris Perry for 7 yards (tackle by Danny Clark),1.600,2.000
2,9:02,2,3,CIN 47,3,7,Chris Perry left tackle for 3 yards (tackle by Fred Robbins and James Butler),2.000,2.260
2,8:32,1,10,,3,7,Carson Palmer pass incomplete short left intended for Reggie Kelly (defended by Barry Cofield),2.260,1.710
2,8:16,2,10,,3,7,Carson Palmer pass complete short left to Antonio Chatman for 25 yards (tackle by Kevin Dockery),1.710,3.910
2,7:39,1,10,NYG 25,3,7,Carson Palmer pass incomplete deep right intended for T.J. Houshmandzadeh,3.910,3.360
2,7:27,2,10,NYG 25,9,7,"Chris Perry right tackle for 25 yards, touchdown",3.360,7.000
2,,,,NYG 2,10,7,Shayne Graham kicks extra point good,0.000,0.000
2,,,,CIN 30,10,7,"Shayne Graham kicks off 61 yards, returned by Reuben Droughns for 34 yards (tackle by Kyries Hebert)",0.000,1.800
2,7:11,1,10,NYG 43,10,7,Brandon Jacobs right guard for 2 yards (tackle by John Thornton and Domata Peko),1.800,1.520
2,6:36,2,8,NYG 45,10,7,Eli Manning pass complete deep middle to Kevin Boss for 26 yards (tackle by Marvin White),1.520,3.640
2,5:46,1,10,CIN 29,10,7,Derrick Ward right tackle for 22 yards (tackle by David Jones),3.640,5.600
2,4:55,1,7,CIN 7,10,7,Eli Manning pass incomplete short middle intended for Kevin Boss,5.600,4.760
2,4:46,2,7,CIN 7,10,7,Derrick Ward up the middle for 1 yard (tackle by Antwan Odom and Domata Peko),4.760,4.040
2,4:07,3,6,CIN 6,10,7,Eli Manning pass incomplete short right intended for Plaxico Burress,4.040,2.990
2,3:59,4,6,CIN 6,10,10,John Carney 24 yard field goal good,2.990,3.000
2,,,,NYG 30,10,10,"John Carney kicks off 66 yards, returned by Glenn Holt for 18 yards (tackle by Chase Blackburn)",0.000,0.410
2,3:47,1,10,CIN 22,10,10,Chris Perry right end for 2 yards (tackle by Corey Webster and Antonio Pierce),0.410,0.140
2,3:15,2,8,CIN 24,10,10,Carson Palmer pass complete short middle to Reggie Kelly for 8 yards (tackle by Corey Webster),0.140,1.070
2,2:38,1,10,CIN 32,10,10,Carson Palmer sacked by Barry Cofield for -6 yards,1.070,-0.280
2,2:00,2,16,CIN 26,10,10,Carson Palmer pass complete short left to Antonio Chatman for 9 yards (tackle by Justin Tuck),-0.280,0.230
2,1:52,,,,10,10,Timeout #1 by New York Giants,0.000,0.230
2,1:52,3,7,CIN 35,10,10,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 26 yards (tackle by Corey Webster),0.230,2.980
2,1:45,1,10,NYG 39,10,10,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 15 yards (tackle by Corey Webster),2.980,3.970
2,1:45,1,10,NYG 24,10,10,"Carson Palmer spiked the ball. Penalty on Justin Tuck: Defensive Offside, 5 yards (no play)",3.970,4.750
2,1:28,1,5,NYG 19,10,10,Carson Palmer pass incomplete short middle intended for Chad Ochocinco (defended by Kenny Phillips),4.750,4.120
2,1:19,2,5,NYG 19,10,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 2 yards (tackle by Kevin Dockery),4.120,3.750
2,1:13,,,,10,10,Timeout #2 by Cincinnati Bengals,0.000,3.750
2,1:13,3,3,NYG 17,10,10,Carson Palmer pass complete short right to Chad Ochocinco for 6 yards (tackle by Corey Webster),3.750,4.840
2,1:07,1,10,NYG 11,10,10,Carson Palmer pass incomplete short left intended for Daniel Coats (defended by Kevin Dockery),4.840,4.140
2,1:01,2,10,NYG 11,10,10,Carson Palmer pass complete short left to Antonio Chatman for 7 yards (tackle by Kenny Phillips),4.140,4.670
2,0:55,3,3,NYG 4,10,10,Carson Palmer sacked by Mathias Kiwanuka for -8 yards,4.670,2.630
2,0:36,,,,10,10,Timeout #2 by New York Giants,0.000,2.630
2,0:36,4,11,NYG 12,13,10,Shayne Graham 30 yard field goal good,2.630,3.000
2,,,,CIN 30,13,10,"Shayne Graham kicks off 77 yards, touchback",0.000,0.280
2,0:32,1,10,NYG 20,13,10,Eli Manning pass complete short right to Derrick Ward for 9 yards (tackle by Nedu Ndukwe),0.280,0.950
2,0:22,,,,13,10,Timeout #3 by New York Giants,0.000,0.950
2,0:22,2,1,NYG 29,13,10,Eli Manning pass complete short middle to Derrick Ward for 8 yards (tackle by Corey Lynch),0.950,1.400
2,0:05,1,10,NYG 37,13,10,Eli Manning spiked the ball,1.400,0.860
2,0:05,2,10,NYG 37,13,10,Eli Manning pass complete short middle to Derrick Ward for 9 yards (tackle by David Jones),0.860,1.360
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,13,10,"John Carney kicks off 60 yards, returned by Glenn Holt for 21 yards (tackle by Reuben Droughns)",0.000,1.000
3,14:55,1,10,CIN 31,13,10,Chris Perry up the middle for 3 yards (tackle by Justin Tuck),1.000,0.870
3,14:27,2,7,CIN 34,13,10,Antonio Chatman right end for 2 yards (tackle by Mathias Kiwanuka),0.870,0.430
3,13:56,3,5,CIN 36,13,10,Carson Palmer pass incomplete short right intended for Chad Ochocinco (defended by Corey Webster),0.430,-0.980
3,13:44,4,5,CIN 36,13,10,"Kyle Larson punts 39 yards, returned by Domenik Hixon for 4 yards (tackle by Rashad Jeanty)",-0.980,-0.870
3,13:35,1,10,NYG 29,13,10,Eli Manning pass incomplete short left intended for Brandon Jacobs (defended by Rashad Jeanty),0.870,0.330
3,13:28,2,10,NYG 29,13,10,Brandon Jacobs left guard for 3 yards (tackle by Rashad Jeanty and Domata Peko),0.330,0.040
3,12:53,3,7,NYG 32,13,10,Eli Manning pass incomplete short middle intended for Kevin Boss,0.040,-1.240
3,12:39,4,7,NYG 32,13,10,"Jeff Feagles punts 32 yards, fair catch by Antonio Chatman",-1.240,-1.330
3,12:32,1,10,CIN 36,13,10,Carson Palmer for 8 yards (tackle by Aaron Ross),1.330,1.870
3,12:16,2,2,CIN 44,13,10,Chris Perry left end for 4 yards (tackle by Antonio Pierce and Danny Clark),1.870,2.130
3,11:37,1,10,CIN 48,13,10,Carson Palmer sacked by Fred Robbins for -10 yards,2.130,0.230
3,10:53,,,,13,10,Timeout #1 by Cincinnati Bengals,0.000,0.230
3,10:53,2,20,CIN 38,13,10,Carson Palmer pass incomplete short middle intended for Chris Perry (defended by Fred Robbins),0.230,-0.430
3,10:47,3,20,CIN 38,13,10,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",-0.430,-1.090
3,10:47,3,25,CIN 33,13,10,Kenny Watson up the middle for 5 yards (tackle by Antonio Pierce and Justin Tuck),-1.090,-0.850
3,10:17,4,20,CIN 38,13,10,"Kyle Larson punts 46 yards, returned by Domenik Hixon for 26 yards (tackle by Kyle Larson)",-0.850,-1.730
3,10:01,1,10,NYG 42,13,10,Derrick Ward right tackle for no gain (tackle by Dhani Jones and Frostee Rucker),1.730,1.190
3,9:19,2,10,NYG 42,13,10,Eli Manning pass incomplete short right intended for Plaxico Burress,1.190,0.500
3,9:11,3,10,NYG 42,13,10,Eli Manning pass complete short right to Domenik Hixon for 12 yards (tackle by Nedu Ndukwe),0.500,2.520
3,8:40,1,10,CIN 46,13,10,Eli Manning pass incomplete short left intended for Amani Toomer (defended by Leon Hall),2.520,1.980
3,8:31,,,,13,10,Timeout #1 by New York Giants,0.000,1.980
3,8:31,2,10,CIN 46,13,10,Derrick Ward right tackle for 13 yards (tackle by Marvin White),1.980,3.380
3,8:00,1,10,CIN 33,13,10,Derrick Ward right tackle for 3 yards (tackle by Robert Geathers and Keith Rivers),3.380,3.240
3,7:20,2,7,CIN 30,13,10,Eli Manning pass incomplete short right intended for Plaxico Burress (defended by Leon Hall),3.240,2.540
3,7:05,3,7,CIN 30,13,10,Eli Manning pass complete short right to Domenik Hixon for 2 yards (tackle by Dhani Jones),2.540,1.630
3,6:33,4,5,CIN 28,13,13,John Carney 46 yard field goal good,1.630,3.000
3,,,,NYG 30,13,13,"John Carney kicks off 62 yards, returned by Glenn Holt for 27 yards (tackle by Sammy Knight)",0.000,1.270
3,6:16,1,10,CIN 35,13,13,Chris Perry left end for -1 yards (tackle by James Butler),1.270,0.590
3,5:46,2,11,CIN 34,13,13,Chris Perry right guard for 2 yards (tackle by Kevin Dockery),0.590,0.170
3,5:02,3,9,CIN 36,13,13,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 15 yards (tackle by Sam Madison),0.170,2.320
3,4:23,1,10,NYG 49,13,13,De De Dorsey right end for -4 yards (tackle by Kevin Dockery),2.320,1.240
3,3:43,2,14,CIN 47,13,13,Chris Perry left end for -2 yards (tackle by Sam Madison),1.240,0.300
3,2:58,3,16,CIN 45,13,13,Carson Palmer sacked by Dave Tollefson for -8 yards,0.300,-0.910
3,2:33,4,24,CIN 37,13,13,"Kyle Larson punts 47 yards, returned by Domenik Hixon for 9 yards (tackle by Rashad Jeanty)",-0.910,-0.610
3,2:17,1,10,NYG 25,13,13,Brandon Jacobs right guard for 9 yards (tackle by Marvin White and Dhani Jones),0.610,1.280
3,1:47,2,1,NYG 34,13,13,Eli Manning pass complete short right to Domenik Hixon for 15 yards (tackle by Nedu Ndukwe),1.280,2.190
3,0:59,1,10,NYG 49,13,13,Brandon Jacobs right guard for -1 yards (tackle by Robert Geathers),2.190,1.510
3,0:18,2,11,NYG 48,13,13,"Eli Manning pass incomplete deep left intended for Steve Smith. Penalty on Simeon Castille: Illegal Contact, 5 yards (no play)",1.510,2.460
3,0:07,1,10,CIN 47,13,13,Eli Manning pass complete short left to Amani Toomer for 6 yards (tackle by Dhani Jones),2.460,2.720
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,CIN 41,13,13,"Eli Manning pass incomplete short left intended for Plaxico Burress. Penalty on Ahmad Bradshaw: Offensive Holding, 10 yards (no play)",2.720,1.370
4,14:56,2,14,NYG 49,13,13,Eli Manning pass incomplete deep middle intended for Amani Toomer (defended by David Jones),1.370,0.700
4,14:50,3,14,NYG 49,13,13,Eli Manning pass complete short right to Steve Smith for 15 yards (tackle by David Jones),0.700,3.180
4,14:20,1,10,CIN 36,13,13,"Ahmad Bradshaw left guard for 4 yards (tackle by Rashad Jeanty). Penalty on Antwan Odom: Face Mask (15 Yards), 15 yards",3.180,4.440
4,13:49,1,10,CIN 17,13,13,Eli Manning pass complete short middle to Ahmad Bradshaw for 5 yards (tackle by Rashad Jeanty),4.440,4.690
4,13:07,2,5,CIN 12,13,13,Ahmad Bradshaw right end for -2 yards (tackle by Brandon Johnson and Robert Geathers),4.690,3.500
4,12:21,,,,13,13,Timeout #2 by New York Giants,0.000,3.500
4,12:21,3,7,CIN 14,13,13,Eli Manning pass complete short middle to Steve Smith for 6 yards (tackle by David Jones),3.500,2.990
4,11:43,4,1,CIN 8,13,16,John Carney 26 yard field goal good,2.990,3.000
4,,,,NYG 30,13,16,"John Carney kicks off 64 yards, returned by Glenn Holt for 12 yards (tackle by Reuben Droughns)",0.000,0.040
4,11:26,1,10,CIN 18,13,16,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 6 yards (tackle by James Butler),0.040,0.410
4,10:58,2,4,CIN 24,13,16,Chris Perry up the middle for 3 yards (tackle by Danny Clark),0.410,-0.020
4,10:21,3,1,CIN 27,13,16,Chris Perry up the middle for 2 yards (tackle by Danny Clark and Barry Cofield),-0.020,0.870
4,9:38,1,10,CIN 29,13,16,"Penalty on Antonio Pierce: Encroachment, 5 yards (no play)",0.870,1.600
4,9:22,1,5,CIN 34,13,16,Chris Perry right end for 6 yards (tackle by Corey Webster),1.600,1.600
4,8:54,1,10,CIN 40,13,16,Chris Perry left tackle for -1 yards (tackle by Renaldo Wynn and Dave Tollefson),1.600,0.920
4,8:24,2,11,CIN 39,13,16,Carson Palmer pass complete short left to Chad Ochocinco for 7 yards (tackle by Kenny Phillips),0.920,1.160
4,7:49,3,4,CIN 46,13,16,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 5 yards (tackle by Antonio Pierce),1.160,2.320
4,7:08,1,10,NYG 49,13,16,Carson Palmer pass complete short right to Chad Ochocinco for 16 yards (tackle by Aaron Ross),2.320,3.380
4,6:38,1,10,NYG 33,13,16,Carson Palmer pass complete short middle to Chris Perry for 12 yards (tackle by Antonio Pierce),3.380,4.170
4,6:10,1,10,NYG 21,13,16,Chris Perry right tackle for 2 yards (tackle by Antonio Pierce and Danny Clark),4.170,3.900
4,5:24,2,8,NYG 19,13,16,De De Dorsey left tackle for 2 yards (tackle by Barry Cofield),3.900,3.460
4,4:50,3,6,NYG 17,19,16,"Carson Palmer pass complete deep middle to T.J. Houshmandzadeh for 17 yards, touchdown",3.460,7.000
4,,,,NYG 2,20,16,Shayne Graham kicks extra point good,0.000,0.000
4,,,,CIN 30,20,16,"Shayne Graham kicks off 70 yards, returned by Ahmad Bradshaw for 32 yards (tackle by Kyries Hebert)",0.000,1.070
4,4:31,1,10,NYG 32,20,16,Derrick Ward left end for 22 yards (tackle by Marvin White),1.070,2.520
4,4:24,1,10,CIN 46,20,16,Eli Manning pass complete short middle to Amani Toomer for 14 yards (tackle by Marvin White),2.520,3.450
4,3:42,1,10,CIN 32,20,16,Eli Manning pass incomplete short right intended for Plaxico Burress,3.450,2.900
4,3:37,2,10,CIN 32,20,16,Eli Manning pass incomplete short right intended for Derrick Ward,2.900,2.210
4,3:33,3,10,CIN 32,20,16,Eli Manning pass complete short middle to Steve Smith for 15 yards (tackle by Marvin White),2.210,4.440
4,2:51,1,10,CIN 17,20,16,Derrick Ward up the middle for 14 yards (tackle by Nedu Ndukwe),4.440,6.510
4,2:11,1,3,CIN 3,20,16,Brandon Jacobs left end for -3 yards (tackle by Nedu Ndukwe),6.510,4.950
4,2:00,2,6,CIN 6,20,16,Derrick Ward up the middle for 2 yards (tackle by John Thornton and Domata Peko),4.950,4.490
4,1:54,,,,20,16,Timeout #2 by Cincinnati Bengals,0.000,4.490
4,1:54,3,4,CIN 4,20,22,"Eli Manning pass complete short middle to Kevin Boss for 4 yards, touchdown",4.490,7.000
4,,,,CIN 2,20,23,John Carney kicks extra point good,0.000,0.000
4,,,,NYG 30,20,23,"John Carney kicks off 63 yards, returned by Glenn Holt for 19 yards (tackle by Kenny Phillips)",0.000,0.670
4,1:45,1,10,CIN 26,20,23,Carson Palmer pass incomplete short right intended for Chad Ochocinco,0.670,0.130
4,1:39,2,10,CIN 26,20,23,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 20 yards (tackle by Kevin Dockery),0.130,1.990
4,1:34,1,10,CIN 46,20,23,Carson Palmer pass incomplete deep left intended for Chad Ochocinco (defended by Kevin Dockery),1.990,1.450
4,1:27,2,10,CIN 46,20,23,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 8 yards (tackle by Renaldo Wynn),1.450,1.820
4,1:06,3,2,NYG 46,20,23,Carson Palmer pass complete short middle to Reggie Kelly for 12 yards (tackle by Michael Johnson),1.820,3.310
4,0:51,,,,20,23,Timeout #3 by New York Giants,0.000,3.310
4,0:51,1,10,NYG 34,20,23,"Penalty on Levi Jones: False Start, 5 yards (no play)",3.310,2.980
4,0:51,1,15,NYG 39,20,23,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 16 yards (tackle by Kenny Phillips),2.980,4.040
4,0:36,1,10,NYG 23,20,23,Carson Palmer spiked the ball,4.040,3.500
4,0:35,2,10,NYG 23,20,23,Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 9 yards (tackle by Antonio Pierce),3.500,4.280
4,0:12,3,1,NYG 14,20,23,Carson Palmer pass complete short right to Antonio Chatman for 11 yards (tackle by Kenny Phillips),4.280,6.510
4,0:04,,,,20,23,Timeout #3 by Cincinnati Bengals,0.000,6.510
4,0:04,1,3,NYG 3,23,23,Shayne Graham 21 yard field goal good,6.510,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,CIN,NYG,Detail,EPB,EPA
,,,,,,,"Giants won the coin toss, Giants to receive the overtime kickoff.",,
OT,,,,CIN 30,23,23,"Shayne Graham kicks off 70 yards, touchback",0.000,0.280
OT,15:00,1,10,NYG 20,23,23,Eli Manning pass complete short middle to Steve Smith for 6 yards (tackle by Dhani Jones),0.280,0.540
OT,14:29,2,4,NYG 26,23,23,Eli Manning pass complete short middle to Plaxico Burress for 9 yards (tackle by Leon Hall),0.540,1.270
OT,13:38,1,10,NYG 35,23,23,Eli Manning pass complete short left to Amani Toomer for 4 yards (tackle by Dhani Jones),1.270,1.260
OT,12:55,2,6,NYG 39,23,23,Eli Manning pass incomplete short middle intended for Plaxico Burress,1.260,0.560
OT,12:47,3,6,NYG 39,23,23,Eli Manning pass complete short right to Steve Smith for 5 yards (tackle by Simeon Castille),0.560,-0.460
OT,12:09,4,1,NYG 44,23,23,"Jeff Feagles punts 41 yards, returned by Antonio Chatman for 10 yards (tackle by James Butler)",-0.460,-0.610
OT,11:56,1,10,CIN 25,23,23,Chris Perry right guard for 2 yards (tackle by Dave Tollefson and Michael Johnson),0.610,0.330
OT,11:25,2,8,CIN 27,23,23,Chris Perry up the middle for no gain (tackle by Barry Cofield),0.330,-0.360
OT,10:47,3,8,CIN 27,23,23,Carson Palmer pass incomplete short left intended for T.J. Houshmandzadeh (defended by Sam Madison),-0.360,-1.570
OT,10:40,4,8,CIN 27,23,23,"Kyle Larson punts 46 yards, returned by Domenik Hixon for 7 yards (tackle by Kyries Hebert)",-1.570,-1.200
OT,10:28,1,10,NYG 34,23,23,Eli Manning pass incomplete deep middle intended for Domenik Hixon,1.200,0.660
OT,10:21,2,10,NYG 34,23,23,Eli Manning pass complete deep left to Plaxico Burress for 28 yards (tackle by Leon Hall),0.660,3.050
OT,9:52,1,10,CIN 38,23,23,Eli Manning pass incomplete short right intended for Amani Toomer (defended by Dhani Jones),3.050,2.510
OT,9:47,2,10,CIN 38,23,23,Eli Manning pass incomplete deep left intended for Steve Smith (defended by Antwan Odom),2.510,1.820
OT,9:39,3,10,CIN 38,23,23,Eli Manning pass complete deep left to Amani Toomer for 31 yards,1.820,5.600
OT,9:26,1,7,CIN 7,23,23,Derrick Ward right guard for 3 yards (tackle by Dhani Jones),5.600,5.340
OT,8:43,,,,23,23,Timeout #1 by Cincinnati Bengals,0.000,5.340
OT,8:43,2,4,CIN 4,23,26,John Carney 22 yard field goal good,5.340,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
