Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
2,7:44,2,7,NOR 23,14,14,Latavius Murray up the middle for 6 yards (tackle by Jamie Collins),0.140,0.230
2,7:04,3,1,NOR 29,14,14,Drew Brees pass complete deep left to Emmanuel Sanders for 25 yards (tackle by Duron Harmon),0.230,2.520
2,6:22,1,10,DET 46,14,14,Drew Brees pass complete short left to Deonte Harris for 10 yards (tackle by Will Harris and Tracy Walker),2.520,3.180
2,5:36,1,10,DET 36,14,14,Latavius Murray up the middle for 6 yards (tackle by Danny Shelton),3.180,3.450
2,5:05,2,4,DET 30,14,14,Alvin Kamara right tackle for 12 yards (tackle by Duron Harmon),3.450,4.370
2,4:19,1,10,DET 18,14,14,Alvin Kamara up the middle for 10 yards (tackle by Will Harris),4.370,5.370
2,3:44,1,8,DET 8,14,14,Alvin Kamara left end for 6 yards (tackle by Duron Harmon),5.370,5.720
2,3:08,2,2,DET 2,20,14,"Drew Brees pass complete short right to Tre'Quan Smith for 2 yards, touchdown",5.720,7.000
2,3:03,,,DET 15,21,14,Wil Lutz kicks extra point good,0.000,0.000
2,3:03,,,NOR 35,21,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,3:03,1,10,DET 25,21,14,Kerryon Johnson right end for 5 yards (tackle by Patrick Robinson),0.610,0.740
2,2:30,2,5,DET 30,21,14,Kerryon Johnson up the middle for -1 yards (tackle by Alex Anzalone),0.740,-0.100
2,2:00,3,6,DET 29,21,14,"Matthew Stafford pass incomplete short right intended for Danny Amendola. Penalty on Danny Amendola: Unsportsmanlike Conduct, 14 yards",-0.100,-2.440
2,1:56,4,20,DET 15,21,14,"Jack Fox punts 56 yards, returned by Deonte Harris for 22 yards (tackle by Jahlani Tavai)",-2.440,-2.320
2,1:43,1,10,DET 49,21,14,Drew Brees pass incomplete short left intended for Emmanuel Sanders,2.320,1.780
2,1:39,2,10,DET 49,21,14,Alvin Kamara left end for 1 yard (tackle by Jeff Okudah),1.780,1.220
2,0:56,3,9,DET 48,21,14,"Drew Brees pass complete short right to Tre'Quan Smith for 13 yards (tackle by Desmond Trufant). Penalty on Trey Flowers: Roughing the Passer, 15 yards",1.220,4.240
2,0:50,1,10,DET 20,27,14,"Drew Brees pass complete deep right to Tre'Quan Smith for 20 yards, touchdown",4.240,7.000
2,0:44,,,DET 15,28,14,Wil Lutz kicks extra point good,0.000,0.000
2,0:44,,,NOR 35,28,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
2,0:44,1,10,DET 25,28,14,Matthew Stafford pass incomplete short middle intended for Kenny Golladay (defended by Malcolm Jenkins),0.610,0.060
2,0:41,2,10,DET 25,28,14,Matthew Stafford pass complete short right to Kenny Golladay for 16 yards (tackle by Patrick Robinson),0.060,1.660
2,0:30,1,10,DET 41,28,14,Matthew Stafford sacked by Trey Hendrickson for -2 yards,1.660,0.850
2,0:23,,,,,,Timeout #2 by Detroit Lions,,
2,0:23,2,12,DET 39,28,14,Matthew Stafford pass complete short right to D'Andre Swift for no gain (tackle by Malcolm Jenkins),0.850,0.170
2,0:17,,,,,,Timeout #3 by Detroit Lions,,
2,0:17,3,12,DET 39,28,14,Matthew Stafford pass incomplete deep right intended for Jamal Agnew,0.170,-0.780
2,0:10,4,12,DET 39,28,14,Jack Fox punts 57 yards downed by Jayron Kearse,-0.780,1.530
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,28,14,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NOR 25,28,14,Drew Brees pass complete short middle to Emmanuel Sanders for 15 yards (tackle by Jamie Collins),0.610,1.600
3,14:17,1,10,NOR 40,28,14,Alvin Kamara left end for 5 yards (tackle by Jamie Collins). Penalty on Terron Armstead: Offensive Holding (Offsetting) . Penalty on Ryan Ramczyk: Defensive Holding (Offsetting) (no play),1.600,1.600
3,13:52,1,10,NOR 40,28,14,Latavius Murray left tackle for 2 yards (tackle by John Penisini and Reggie Ragland),1.600,1.320
3,13:07,2,8,NOR 42,28,14,Latavius Murray right tackle for 9 yards (tackle by Jamie Collins),1.320,2.320
3,12:29,1,10,DET 49,28,14,"Drew Brees pass complete short middle to Josh Hill for 7 yards (tackle by Jarrad Davis). Josh Hill fumbles (forced by Jarrad Davis), recovered by Tre'Quan Smith at DET-25",2.320,3.910
3,11:41,1,10,DET 25,28,14,Drew Brees pass complete short right to Emmanuel Sanders for 4 yards,3.910,3.900
3,11:11,2,6,DET 21,28,14,Drew Brees pass incomplete deep left intended for Deonte Harris,3.900,3.200
3,11:06,3,6,DET 21,28,14,Drew Brees pass complete short right to Emmanuel Sanders for 12 yards (tackle by Jamie Collins),3.200,5.140
3,10:19,1,9,DET 9,28,14,Alvin Kamara up the middle for 5 yards (tackle by Jamie Collins),5.140,5.340
3,9:46,2,4,DET 4,28,14,Drew Brees pass complete short left to Alvin Kamara for -2 yards (tackle by Christian Jones),5.340,4.040
3,8:58,3,6,DET 6,34,14,"Latavius Murray up the middle for 6 yards, touchdown",4.040,7.000
3,8:52,,,DET 15,35,14,Wil Lutz kicks extra point good,0.000,0.000
3,8:52,,,NOR 35,35,14,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
3,8:52,1,10,DET 25,35,14,Adrian Peterson right tackle for no gain (tackle by Cameron Jordan),0.610,0.060
3,8:21,2,10,DET 25,35,14,Matthew Stafford pass complete short right to Danny Amendola for 7 yards (tackle by Demario Davis),0.060,0.300
3,8:00,3,3,DET 32,35,14,Matthew Stafford pass complete short middle to Marvin Jones for 9 yards (tackle by Patrick Robinson),0.300,1.660
3,7:40,1,10,DET 41,35,14,"Adrian Peterson right tackle for 10 yards (tackle by Ken Crawley). Penalty on Marvin Jones: Offensive Holding, 10 yards",1.660,1.660
3,7:27,1,10,DET 41,35,14,Matthew Stafford pass incomplete short left,1.660,1.120
3,7:23,2,10,DET 41,35,14,D'Andre Swift left end for 7 yards (tackle by Malcolm Jenkins),1.120,1.360
3,7:09,3,3,DET 48,35,14,Matthew Stafford pass complete short left to T.J. Hockenson for 8 yards (tackle by Demario Davis),1.360,2.650
3,6:34,1,10,NOR 44,35,14,D'Andre Swift up the middle for 1 yard (tackle by Chauncey Gardner-Johnson),2.650,2.250
3,5:56,2,9,NOR 43,35,14,D'Andre Swift right end for 7 yards (tackle by Chauncey Gardner-Johnson),2.250,2.480
3,5:22,3,2,NOR 36,35,14,Jamal Agnew left tackle for 2 yards (tackle by Cameron Jordan),2.480,3.310
3,4:44,1,10,NOR 34,35,14,"Matthew Stafford pass incomplete deep middle intended for Marvin Jones. Penalty on Alex Anzalone: Defensive Pass Interference, 32 yards (no play)",3.310,6.740
3,4:38,1,2,NOR 2,35,14,"Adrian Peterson up the middle for 1 yard (tackle by Malcolm Jenkins and Demario Davis). Penalty on Sheldon Rankins: Defensive Offside, 1 yard (no play)",6.740,6.970
3,4:24,1,1,NOR 1,35,20,"Matthew Stafford pass complete short left to T.J. Hockenson for 1 yard, touchdown",6.970,7.000
3,4:19,,,NOR 15,35,21,Matt Prater kicks extra point good,0.000,0.000
3,4:19,,,DET 35,35,21,"Jack Fox kicks off 65 yards, touchback.",0.000,0.610
3,4:19,1,10,NOR 25,35,21,Alvin Kamara left tackle for 1 yard (tackle by Danny Shelton and Trey Flowers),0.610,0.200
3,3:44,2,9,NOR 26,35,21,Drew Brees pass complete short right to Alvin Kamara for 9 yards (tackle by Tracy Walker),0.200,1.270
3,3:02,1,10,NOR 35,35,21,Latavius Murray up the middle for 1 yard (tackle by John Penisini and Da'Shawn Hand),1.270,0.860
3,2:18,2,9,NOR 36,35,21,Alvin Kamara left tackle for 8 yards (tackle by Christian Jones),0.860,1.220
3,1:35,3,1,NOR 44,35,21,Michael Burton up the middle for 4 yards (tackle by Reggie Ragland),1.220,2.130
3,0:53,1,10,NOR 48,35,21,Alvin Kamara left tackle for 4 yards (tackle by Trey Flowers),2.130,2.120
3,0:13,2,6,DET 48,35,21,Latavius Murray left tackle for 11 yards (tackle by Tracy Walker),2.120,3.120
Quarter,Time,Down,ToGo,Location,NOR,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 37,35,21,Alvin Kamara left end for -1 yards (tackle by Trey Flowers),3.120,2.440
4,14:26,2,11,DET 38,35,21,Latavius Murray left tackle for -2 yards (tackle by Danny Shelton and Christian Jones),2.440,1.490
4,13:39,3,13,DET 40,35,21,Drew Brees pass incomplete deep middle intended for Emmanuel Sanders (defended by Amani Oruwariye),1.490,0.590
4,13:37,4,13,DET 40,35,21,Thomas Morstead punts 38 yards downed by Bennie Fowler,0.590,0.380
4,13:30,1,10,DET 2,35,21,Adrian Peterson left tackle for 3 yards (tackle by Malcolm Jenkins),-0.380,-0.560
4,13:01,2,7,DET 5,35,21,Matthew Stafford pass complete short right to Jason Cabinda for 4 yards (tackle by Chauncey Gardner-Johnson),-0.560,-0.600
4,12:20,3,3,DET 9,35,21,Matthew Stafford pass complete short middle to Kenny Golladay for 17 yards (tackle by Marcus Williams),-0.600,0.670
4,11:45,1,10,DET 26,35,21,Matthew Stafford up the middle for 8 yards (tackle by Malcolm Jenkins),0.670,1.210
4,11:04,2,2,DET 34,35,21,Adrian Peterson left end for -2 yards (tackle by Demario Davis),1.210,0.230
4,10:25,3,4,DET 32,35,21,Matthew Stafford sacked by David Onyemata for -9 yards,0.230,-1.830
4,9:46,4,13,DET 23,35,21,"Jack Fox punts 53 yards, returned by Alvin Kamara for no gain (tackle by Duron Harmon)",-1.830,-0.540
4,9:34,1,10,NOR 24,35,21,Alvin Kamara right tackle for -2 yards (tackle by John Penisini),0.540,-0.270
4,8:55,2,12,NOR 22,35,21,Drew Brees pass incomplete short middle intended for Latavius Murray,-0.270,-0.960
4,8:51,3,12,NOR 22,35,21,Drew Brees sacked by Reggie Ragland for -7 yards,-0.960,-2.440
4,8:08,4,19,NOR 15,35,21,Thomas Morstead punts 28 yards out of bounds,-2.440,-2.720
4,8:01,1,10,NOR 43,35,21,Matthew Stafford pass incomplete deep middle intended for Marvin Hall,2.720,2.180
4,7:54,2,10,NOR 43,35,21,Adrian Peterson left tackle for 3 yards (tackle by Carl Granderson and Sheldon Rankins),2.180,1.880
4,7:16,3,7,NOR 40,35,21,Kerryon Johnson up the middle for 5 yards (tackle by D.J. Swearinger),1.880,0.990
4,6:32,4,2,NOR 35,35,21,Matthew Stafford pass complete short right to Kerryon Johnson for 3 yards (tackle by Marcus Williams),0.990,3.450
4,6:20,1,10,NOR 32,35,21,Adrian Peterson up the middle for 3 yards (tackle by Demario Davis),3.450,3.310
4,5:50,2,7,NOR 29,35,21,"Penalty on Jonah Jackson: False Start, 5 yards (no play)",3.310,2.630
4,5:49,2,12,NOR 34,35,21,Matthew Stafford pass complete short left to Jamal Agnew for 1 yard (tackle by Chauncey Gardner-Johnson),2.630,2.080
4,5:13,3,11,NOR 33,35,21,Matthew Stafford pass incomplete deep right intended for Marvin Jones,2.080,1.150
4,5:06,4,11,NOR 33,35,21,Matthew Stafford pass complete short left to Kenny Golladay for 14 yards (tackle by P.J. Williams),1.150,4.310
4,4:44,,,,,,Timeout #1 by New Orleans Saints,,
4,4:44,1,10,NOR 19,35,21,"Matthew Stafford pass deep middle is intercepted by Marcus Williams at NO-0 and returned for 14 yards. Penalty on Alex Anzalone: Illegal Contact, 5 yards (no play)",4.310,4.650
4,4:35,1,10,NOR 14,35,21,Matthew Stafford pass incomplete short middle intended for Kenny Golladay,4.650,4.000
4,4:31,2,10,NOR 14,35,21,Matthew Stafford pass incomplete short left intended for Jesse James,4.000,3.110
4,4:26,3,10,NOR 14,35,21,Matthew Stafford pass complete short left to D'Andre Swift for 9 yards (tackle by Marcus Williams),3.110,3.030
4,3:44,4,1,NOR 5,35,27,"Adrian Peterson left tackle for 5 yards, touchdown",3.030,7.000
4,3:40,,,NOR 2,35,29,"Two Point Attempt: Matthew Stafford pass complete to T.J. Hockenson, conversion succeeds",1.000,1.000
4,3:40,,,DET 35,35,29,"Matt Prater kicks off 61 yards, returned by Alvin Kamara for 13 yards (tackle by Miles Killebrew). Penalty on Tracy Walker: Illegal Formation, 5 yards",0.000,0.410
4,3:36,1,10,NOR 22,35,29,Drew Brees pass complete short middle to Michael Burton for 3 yards (tackle by Jamie Collins and John Penisini),0.410,0.270
4,3:29,,,,,,Timeout #1 by Detroit Lions,,
4,3:29,2,7,NOR 25,35,29,Alvin Kamara up the middle for 2 yards (tackle by Reggie Ragland),0.270,-0.160
4,3:25,,,,,,Timeout #2 by Detroit Lions,,
4,3:25,3,5,NOR 27,35,29,Drew Brees pass complete deep left to Tre'Quan Smith for 19 yards (tackle by Jeff Okudah),-0.160,1.990
4,2:38,1,10,NOR 46,35,29,Latavius Murray right tackle for 1 yard (tackle by Danny Shelton and Jeff Okudah),1.990,1.590
4,2:33,,,,,,Timeout #3 by Detroit Lions,,
4,2:33,2,9,NOR 47,35,29,Taysom Hill right tackle for 6 yards (tackle by Reggie Ragland),1.590,1.690
4,2:00,3,3,DET 47,35,29,Alvin Kamara left end for 5 yards (tackle by Jeff Okudah),1.690,2.790
4,1:55,1,10,DET 42,35,29,Drew Brees kneels for -1 yards,2.790,2.110
4,1:15,2,11,DET 43,35,29,Drew Brees kneels for -1 yards,2.110,1.290
4,0:37,3,12,DET 44,35,29,Drew Brees kneels for -1 yards,1.290,0.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
