Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
2,12:13,3,8,NYJ 41,0,0,Peyton Manning pass complete short left to Reggie Wayne for 1 yard (tackle by Darrelle Revis),1.750,0.590
2,11:36,4,7,NYJ 40,0,0,"Pat McAfee punts 30 yards, fair catch by Jerricho Cotchery",0.590,0.380
2,11:28,1,10,NYJ 10,0,0,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 13 yards (tackle by Kavell Conner),-0.380,0.480
2,10:54,1,10,NYJ 23,0,0,LaDainian Tomlinson middle for 1 yard (tackle by Fili Moala),0.480,0.070
2,10:17,2,9,NYJ 24,0,0,Mark Sanchez pass complete deep right to Braylon Edwards for 24 yards (tackle by Aaron Francisco),0.070,2.130
2,9:35,1,10,NYJ 48,0,0,LaDainian Tomlinson right tackle for 3 yards (tackle by Pat Angerer),2.130,1.990
2,8:55,2,7,IND 49,0,0,Mark Sanchez pass incomplete short middle intended for Dustin Keller,1.990,1.290
2,8:50,3,7,IND 49,0,0,"Penalty on Mark Sanchez: Delay of Game, 5 yards (no play)",1.290,0.630
2,8:50,3,12,NYJ 46,0,0,Mark Sanchez pass complete short left to LaDainian Tomlinson for no gain,0.630,-0.320
2,8:21,4,12,NYJ 46,0,0,"Steve Weatherford punts 54 yards, touchback",-0.320,-0.280
2,8:09,1,10,IND 20,0,0,Peyton Manning pass complete short left to Blair White for 11 yards (tackle by Bart Scott),0.280,1.000
2,7:34,1,10,IND 31,0,0,Joseph Addai left end for 8 yards (tackle by Calvin Pace and Eric Smith),1.000,1.540
2,6:56,2,2,IND 39,0,0,Dominic Rhodes middle for 1 yard (tackle by Mike DeVito),1.540,0.960
2,6:18,3,1,IND 40,0,0,Dominic Rhodes middle for 3 yards (tackle by Eric Smith and Sione Pouha),0.960,1.800
2,5:35,1,10,IND 43,0,6,"Peyton Manning pass complete deep right to Pierre Garcon for 57 yards, touchdown",1.800,7.000
2,,,,NYJ 2,0,7,Adam Vinatieri kicks extra point good,0.000,0.000
2,,,,IND 30,0,7,"Pat McAfee kicks off 75 yards, returned by Kyle Wilson for 26 yards (tackle by Cornelius Brown)",0.000,0.340
2,5:19,1,10,NYJ 21,0,7,LaDainian Tomlinson left end for 8 yards (tackle by Aaron Francisco),0.340,0.880
2,4:53,2,2,NYJ 29,0,7,Shonn Greene middle for 2 yards (tackle by Fili Moala and Gary Brackett),0.880,1.000
2,4:12,1,10,NYJ 31,0,7,Mark Sanchez pass incomplete deep right intended for Dustin Keller,1.000,0.460
2,4:05,2,10,NYJ 31,0,7,Mark Sanchez pass complete short right to Santonio Holmes for 6 yards (tackle by Jacob Lacey),0.460,0.560
2,3:24,3,4,NYJ 37,0,7,Mark Sanchez pass complete short left to Santonio Holmes for 15 yards (tackle by Aaron Francisco),0.560,2.390
2,2:44,1,10,IND 48,0,7,Shonn Greene middle for 7 yards (tackle by Eric Foster),2.390,2.790
2,2:00,2,3,IND 41,0,7,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson,2.790,2.080
2,1:54,3,3,IND 41,0,7,LaDainian Tomlinson for 11 yards (tackle by Antoine Bethea),2.080,3.580
2,1:47,1,10,IND 30,0,7,LaDainian Tomlinson left tackle for 2 yards (tackle by Robert Mathis),3.580,3.300
2,1:16,2,8,IND 28,0,7,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",3.300,2.630
2,1:15,2,13,IND 33,0,7,Mark Sanchez pass complete short right to Santonio Holmes for 14 yards (tackle by Jacob Lacey),2.630,4.310
2,1:10,,,,0,7,Timeout #1 by New York Jets,0.000,4.310
2,1:10,1,10,IND 19,0,7,Mark Sanchez pass incomplete deep right intended for Dustin Keller,4.310,3.750
2,1:05,2,10,IND 19,0,7,Mark Sanchez pass incomplete deep middle intended for Dustin Keller,3.750,3.030
2,1:01,3,10,IND 19,0,7,Mark Sanchez pass incomplete deep left intended for Dustin Keller is intercepted by Justin Tryon at IND-0 and returned for 23 yards,3.030,-0.480
2,0:45,1,10,IND 23,0,7,Dominic Rhodes middle for 6 yards (tackle by Sione Pouha),0.480,0.740
2,0:28,2,4,IND 29,0,7,Peyton Manning sacked by Calvin Pace for -6 yards,0.740,-0.760
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,0,7,"Pat McAfee kicks off 74 yards, returned by Antonio Cromartie for 41 yards (tackle by Pat McAfee)",0.000,1.400
3,14:55,1,10,NYJ 37,0,7,Shonn Greene left end for 5 yards (tackle by Kavell Conner),1.400,1.530
3,14:20,2,5,NYJ 42,0,7,Shonn Greene middle for 3 yards (tackle by Aaron Francisco),1.530,1.220
3,13:36,3,2,NYJ 45,0,7,Shonn Greene left tackle for 5 yards (tackle by Tyjuan Hagler and Cornelius Brown),1.220,2.260
3,13:01,1,10,,0,7,Mark Sanchez pass incomplete short right intended for Matthew Mulligan,2.260,1.710
3,12:55,2,10,,0,7,Shonn Greene middle for 7 yards (tackle by Pat Angerer),1.710,1.950
3,12:18,3,3,IND 43,0,7,Mark Sanchez pass complete short middle to Dustin Keller for 20 yards (tackle by Ken Hamlin and Gary Brackett),1.950,4.040
3,11:45,1,10,IND 23,0,7,LaDainian Tomlinson middle for 11 yards (tackle by Antoine Bethea),4.040,4.780
3,11:11,1,10,IND 12,0,7,Shonn Greene middle for 8 yards (tackle by Antoine Bethea and Ken Hamlin),4.780,5.600
3,10:29,2,2,IND 4,0,7,LaDainian Tomlinson middle for 3 yards (tackle by Keyunta Dawson and Gary Brackett),5.600,6.970
3,9:53,1,1,IND 1,6,7,"LaDainian Tomlinson middle for 1 yard, touchdown",6.970,7.000
3,,,,IND 2,7,7,Nick Folk kicks extra point good,0.000,0.000
3,,,,NYJ 30,7,7,"Nick Folk kicks off 69 yards, returned by Dominic Rhodes for 25 yards (tackle by Jamaal Westerman)",0.000,0.670
3,9:41,1,10,IND 26,7,7,Joseph Addai left end for -1 yards (tackle by Shaun Ellis and Mike DeVito),0.670,-0.010
3,9:02,2,11,IND 25,7,7,Peyton Manning pass complete short middle to Blair White for 23 yards (tackle by Eric Smith and Drew Coleman),-0.010,2.130
3,8:31,1,10,IND 48,7,7,"Penalty on Jacob Tamme: False Start, 5 yards (no play)",2.130,1.800
3,8:15,1,15,IND 43,7,7,Joseph Addai right end for 6 yards (tackle by Brodney Pool and Sione Pouha),1.800,1.720
3,7:29,2,9,IND 49,7,7,Peyton Manning pass incomplete short left intended for Jacob Tamme (defended by Eric Smith),1.720,1.020
3,7:25,3,9,IND 49,7,7,Joseph Addai right tackle for 14 yards (tackle by Eric Smith),1.020,3.120
3,6:54,1,10,NYJ 37,7,7,Joseph Addai middle for 5 yards (tackle by Jason Taylor),3.120,3.250
3,6:12,2,5,NYJ 32,7,7,Peyton Manning pass complete short left to Jacob Tamme for 4 yards (tackle by Eric Smith),3.250,3.070
3,5:34,3,1,NYJ 28,7,7,Dominic Rhodes right guard for -1 yards (tackle by David Harris),3.070,1.600
3,4:59,4,2,NYJ 29,7,10,Adam Vinatieri 47 yard field goal good,1.600,3.000
3,,,,IND 30,7,10,"Pat McAfee kicks off 75 yards, returned by Brad Smith for 18 yards (tackle by Cornelius Brown)",0.000,-0.320
3,4:49,1,10,NYJ 13,7,10,LaDainian Tomlinson middle for 4 yards (tackle by Eric Foster and Gary Brackett),-0.320,-0.300
3,4:08,2,6,NYJ 17,7,10,Mark Sanchez pass complete short middle to Dustin Keller for 11 yards (tackle by Antoine Bethea),-0.300,0.810
3,3:31,1,10,NYJ 28,7,10,LaDainian Tomlinson right end for 8 yards (tackle by Kavell Conner),0.810,1.340
3,2:49,2,2,NYJ 36,7,10,Mark Sanchez pass complete short right to Braylon Edwards for 11 yards (tackle by Jacob Lacey),1.340,2.060
3,2:12,1,10,NYJ 47,7,10,Brad Smith right end for 8 yards (tackle by Pat Angerer),2.060,2.600
3,1:34,2,2,IND 45,7,10,Shonn Greene right end for 3 yards (tackle by Antoine Bethea),2.600,2.790
3,0:52,1,10,IND 42,7,10,Shonn Greene middle for -2 yards (tackle by Pat Angerer),2.790,1.970
3,0:11,2,12,IND 44,7,10,Mark Sanchez pass complete short right to Ben Hartsock for 5 yards (tackle by Kavell Conner and Jacob Lacey),1.970,1.950
Quarter,Time,Down,ToGo,Location,NYJ,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,IND 39,7,10,Mark Sanchez pass complete short right to LaDainian Tomlinson for 9 yards (tackle by Tyjuan Hagler and Jacob Lacey),1.950,3.580
4,14:16,1,10,IND 30,7,10,LaDainian Tomlinson right end for 3 yards (tackle by Antoine Bethea),3.580,3.440
4,13:44,2,7,IND 27,7,10,Shonn Greene right tackle for 6 yards (tackle by Kavell Conner),3.440,3.530
4,13:05,3,1,IND 21,7,10,Mark Sanchez for 6 yards,3.530,4.580
4,12:32,1,10,IND 15,7,10,Shonn Greene middle for 1 yard (tackle by Dwight Freeney and Daniel Muir),4.580,4.110
4,11:51,2,9,IND 14,7,10,Mark Sanchez pass complete short middle to Dustin Keller for 11 yards (tackle by Kavell Conner),4.110,6.510
4,11:11,1,3,IND 3,7,10,Shonn Greene right tackle for 2 yards (tackle by Gary Brackett and Jacob Lacey),6.510,5.910
4,10:37,2,1,IND 1,7,10,LaDainian Tomlinson right guard for no gain (tackle by Ken Hamlin),5.910,5.170
4,10:03,3,1,IND 1,13,10,"LaDainian Tomlinson right guard for 1 yard, touchdown",5.170,7.000
4,,,,IND 2,14,10,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,14,10,"Nick Folk kicks off 70 yards, returned by Dominic Rhodes for 19 yards (tackle by Emanuel Cook)",0.000,0.150
4,9:53,1,10,IND 19,14,10,Joseph Addai left tackle for 9 yards (tackle by David Harris),0.150,0.880
4,9:20,2,1,IND 28,14,10,Joseph Addai middle for 5 yards (tackle by David Harris and Sione Pouha),0.880,1.140
4,8:50,1,10,IND 33,14,10,Peyton Manning pass complete short right to Pierre Garcon for 14 yards,1.140,2.060
4,8:24,1,10,IND 47,14,10,Joseph Addai right end for 3 yards (tackle by Bryan Thomas),2.060,1.920
4,7:43,2,7,,14,10,Peyton Manning pass incomplete short right intended for Joseph Addai (defended by Eric Smith),1.920,1.220
4,7:38,3,7,,14,10,Dominic Rhodes middle for 9 yards (tackle by Eric Smith),1.220,2.850
4,7:05,1,10,NYJ 41,14,10,Peyton Manning pass incomplete deep right intended for Pierre Garcon,2.850,2.310
4,6:59,2,10,NYJ 41,14,10,Dominic Rhodes middle for 2 yards (tackle by Trevor Pryce),2.310,1.880
4,6:36,3,8,NYJ 39,14,10,Peyton Manning pass complete short right to Pierre Garcon for 21 yards (tackle by Antonio Cromartie),1.880,4.370
4,6:01,1,10,NYJ 18,14,10,Peyton Manning pass incomplete short middle intended for Jacob Tamme,4.370,3.800
4,5:57,2,10,NYJ 18,14,10,Dominic Rhodes left guard for 3 yards (tackle by Mike DeVito and Jamaal Westerman),3.800,3.460
4,5:16,3,7,NYJ 15,14,10,Dominic Rhodes left end for 1 yard (tackle by Brodney Pool),3.460,2.530
4,4:41,4,6,NYJ 14,14,13,Adam Vinatieri 32 yard field goal good,2.530,3.000
4,,,,IND 30,14,13,"Pat McAfee kicks off 70 yards, touchback",0.000,0.280
4,4:37,1,10,NYJ 20,14,13,Shonn Greene right guard for 3 yards (tackle by Dwight Freeney),0.280,0.140
4,3:58,2,7,NYJ 23,14,13,Shonn Greene right guard for 2 yards (tackle by Kavell Conner and Dwight Freeney),0.140,-0.300
4,3:14,3,5,NYJ 25,14,13,Mark Sanchez pass incomplete short right intended for Santonio Holmes,-0.300,-1.700
4,3:10,4,5,NYJ 25,14,13,"Steve Weatherford punts 46 yards, fair catch by Blair White. Penalty on Taj Smith: Running Into the Kicker, 5 yards (no play)",-1.700,0.940
4,3:02,1,10,NYJ 30,14,13,Shonn Greene middle for 2 yards (tackle by Dwight Freeney),0.940,0.660
4,2:57,,,,14,13,Timeout #1 by Indianapolis Colts,0.000,0.660
4,2:57,2,8,NYJ 32,14,13,Brad Smith middle for 3 yards (tackle by Jacob Lacey),0.660,0.370
4,2:51,,,,14,13,Timeout #2 by Indianapolis Colts,0.000,0.370
4,2:51,3,5,NYJ 35,14,13,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,0.370,-1.040
4,2:45,4,5,NYJ 35,14,13,"Steve Weatherford punts 65 yards, touchback",-1.040,-0.280
4,2:36,1,10,IND 20,14,13,Peyton Manning pass complete short right to Jacob Tamme for 15 yards (tackle by Eric Smith),0.280,1.270
4,2:30,1,10,IND 35,14,13,Peyton Manning pass complete short left to Jacob Tamme for 11 yards (tackle by Dwight Lowery),1.270,1.990
4,2:08,1,10,IND 46,14,13,Joseph Addai middle for 6 yards (tackle by Eric Smith),1.990,2.260
4,2:00,2,4,NYJ 48,14,13,Peyton Manning pass complete short right to Blair White for 12 yards (tackle by Drew Coleman),2.260,3.180
4,1:42,1,10,NYJ 36,14,13,Joseph Addai middle for 1 yard (tackle by Calvin Pace),3.180,2.770
4,1:10,2,9,NYJ 35,14,13,Peyton Manning pass complete short left to Blair White for 3 yards (tackle by Bart Scott),2.770,2.480
4,1:02,,,,14,13,Timeout #1 by New York Jets,0.000,2.480
4,1:02,3,6,NYJ 32,14,13,Peyton Manning pass incomplete short right intended for Blair White,2.480,1.250
4,0:57,4,6,NYJ 32,14,16,Adam Vinatieri 50 yard field goal good,1.250,3.000
4,,,,IND 30,14,16,"Pat McAfee kicks off 71 yards, returned by Antonio Cromartie for 47 yards (tackle by Taj Smith)",0.000,1.990
4,0:45,1,10,NYJ 46,14,16,"Mark Sanchez pass complete short right to Braylon Edwards for 9 yards (tackle by Antoine Bethea). Braylon Edwards fumbles (forced by Antoine Bethea), recovered by Braylon Edwards at IND-45",1.990,2.670
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,0:40,,,,14,16,Timeout #2 by New York Jets,0.000,2.670
4,0:40,2,1,IND 45,14,16,Mark Sanchez pass complete short left to Santonio Holmes for 11 yards (tackle by Justin Tryon),2.670,3.310
4,0:36,1,10,IND 34,14,16,LaDainian Tomlinson middle for 2 yards (tackle by Eric Foster),3.310,3.040
4,0:29,,,,14,16,Timeout #3 by Indianapolis Colts,0.000,3.040
4,0:29,2,8,IND 32,14,16,Mark Sanchez pass complete deep right to Braylon Edwards for 18 yards (tackle by Jacob Lacey),3.040,4.650
4,0:03,,,,14,16,Timeout #3 by New York Jets,0.000,4.650
4,0:03,1,10,IND 14,17,16,Nick Folk 32 yard field goal good,4.650,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
