Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1,1:23,1,10,NYJ 48,3,0,Bilal Powell up the middle for 2 yards (tackle by John Jenkins),2.130,1.850
1,0:50,2,8,NYJ 50,3,0,Sam Darnold pass complete short left to Bilal Powell for 5 yards (tackle by Vince Biegel and Jomal Wiltz),1.850,1.820
1,0:09,3,3,MIA 45,3,0,Sam Darnold pass complete short right to Robby Anderson for 8 yards (tackle by Ryan Lewis),1.820,3.120
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 37,3,0,Sam Darnold left tackle for 4 yards (tackle by Davon Godchaux and Eric Rowe),3.120,3.110
2,14:22,2,6,MIA 33,3,0,Sam Darnold pass complete short right to Daniel Brown for 7 yards (tackle by Jomal Wiltz),3.110,3.840
2,13:53,1,10,MIA 26,3,6,"Sam Darnold pass complete deep middle to Robby Anderson for 26 yards, touchdown",3.840,7.000
2,13:45,,,MIA 15,3,6,Sam Ficken kicks extra point no good wide left,0.000,-1.000
2,13:45,,,NYJ 35,3,6,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,13:45,1,10,MIA 25,3,6,Ryan Fitzpatrick pass deep middle intended for Allen Hurns is intercepted by Nate Hairston at MIA-44 and returned for no gain,0.610,-2.650
2,13:37,1,10,MIA 44,3,6,Robby Anderson right end for 4 yards (tackle by Jerome Baker),2.650,2.650
2,13:08,2,6,MIA 40,3,6,Ty Montgomery up the middle for 2 yards (tackle by Avery Moss),2.650,2.210
2,12:24,3,4,MIA 38,3,6,Sam Darnold pass complete short left to Demaryius Thomas for 14 yards (tackle by Nik Needham),2.210,3.970
2,11:49,1,10,MIA 24,3,6,Ty Montgomery left tackle for 5 yards (tackle by Nik Needham and Eric Rowe),3.970,4.120
2,11:15,2,5,MIA 19,3,6,Sam Darnold pass incomplete short middle intended for Vyncint Smith (defended by Nik Needham),4.120,3.410
2,11:10,3,5,MIA 19,3,6,Sam Darnold pass incomplete short middle intended for Demaryius Thomas,3.410,2.240
2,11:05,4,5,MIA 19,3,9,Sam Ficken 37 yard field goal good,2.240,3.000
2,11:01,,,NYJ 35,3,9,"Sam Ficken kicks off 51 yards, returned by Durham Smythe for 13 yards (tackle by Harvey Langi)",0.000,0.740
2,10:57,1,10,MIA 27,3,9,Patrick Laird right tackle for 6 yards (tackle by Neville Hewitt),0.740,1.010
2,10:19,2,4,MIA 33,3,9,Patrick Laird right end for -2 yards (tackle by Marcus Maye),1.010,0.040
2,9:37,3,6,MIA 31,3,9,Ryan Fitzpatrick pass complete deep right to DeVante Parker for 21 yards (tackle by Blessuan Austin),0.040,2.390
2,8:59,1,10,NYJ 48,3,9,Patrick Laird left tackle for 1 yard (tackle by Nate Hairston),2.390,1.980
2,8:22,2,9,NYJ 47,3,9,"Ryan Fitzpatrick pass incomplete short middle intended for Albert Wilson (defended by James Burgess). Penalty on James Burgess: Unnecessary Roughness, 15 yards (no play)",1.980,3.450
2,8:18,1,10,NYJ 32,3,9,Myles Gaskin left tackle for 6 yards (tackle by Steve McLendon),3.450,3.710
2,7:42,2,4,NYJ 26,3,9,Ryan Fitzpatrick pass complete short right to Isaiah Ford for 14 yards (tackle by Darryl Roberts),3.710,4.780
2,7:16,1,10,NYJ 12,3,9,Myles Gaskin up the middle for 2 yards (tackle by Steve McLendon and Neville Hewitt),4.780,4.450
2,6:32,2,8,NYJ 10,3,9,Ryan Fitzpatrick up the middle for 4 yards (tackle by James Burgess),4.450,4.380
2,5:48,3,4,NYJ 6,3,9,Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki,4.380,3.000
2,5:44,4,4,NYJ 6,6,9,Jason Sanders 25 yard field goal good,3.000,3.000
2,5:41,,,MIA 35,6,9,"Jason Sanders kicks off 68 yards, returned by Ty Montgomery for 26 yards (tackle by Adrian Colbert)",0.000,0.480
2,5:35,1,10,NYJ 23,6,9,Sam Darnold pass incomplete deep left intended for Robby Anderson,0.480,-0.070
2,5:30,2,10,NYJ 23,6,9,Bilal Powell left guard for -1 yards (tackle by Vince Biegel and Davon Godchaux),-0.070,-0.890
2,4:50,3,11,NYJ 22,6,9,Sam Darnold pass complete deep right to Robby Anderson for 39 yards (tackle by Ken Webster),-0.890,2.980
2,4:15,1,10,MIA 39,6,9,Bilal Powell right guard for 6 yards (tackle by John Jenkins and Eric Rowe),2.980,3.250
2,3:33,2,4,MIA 33,6,9,Sam Darnold pass complete short middle to Jamison Crowder for 17 yards (tackle by Adrian Colbert and Jerome Baker),3.250,4.510
2,2:44,1,10,MIA 16,6,9,Bilal Powell right tackle for 2 yards (tackle by Eric Rowe),4.510,4.210
2,2:00,2,8,MIA 14,6,15,"Sam Darnold pass complete short left to Demaryius Thomas for 14 yards, touchdown",4.210,7.000
2,1:55,,,MIA 15,6,16,Sam Ficken kicks extra point good,0.000,0.000
2,1:55,,,NYJ 35,6,16,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,1:55,1,10,MIA 25,6,16,Ryan Fitzpatrick pass complete short middle to Allen Hurns for 16 yards (tackle by Darryl Roberts),0.610,1.660
2,1:16,1,10,MIA 41,6,16,"Ryan Fitzpatrick pass short middle is intercepted by James Burgess at MIA-49 and returned for 49 yards. Penalty on James Burgess: Defensive Holding, 5 yards (no play)",1.660,1.990
2,1:01,1,10,MIA 46,6,16,Ryan Fitzpatrick up the middle for 20 yards (tackle by Neville Hewitt),1.990,3.310
2,0:53,,,,,,Timeout #1 by Miami Dolphins,,
2,0:53,1,10,NYJ 34,6,16,Ryan Fitzpatrick pass incomplete short left intended for Isaiah Ford,3.310,2.770
2,0:49,2,10,NYJ 34,6,16,"Ryan Fitzpatrick left end for 14 yards, lateral to Marcus Maye for 4 yards, lateral to Clive Walford for 4 yards",2.770,4.510
2,0:38,,,,,,Timeout #2 by Miami Dolphins,,
2,0:38,1,10,NYJ 16,6,16,Ryan Fitzpatrick left end for 6 yards (tackle by James Burgess),4.510,4.970
2,0:31,,,,,,Timeout #3 by Miami Dolphins,,
2,0:31,2,4,NYJ 10,6,16,Ryan Fitzpatrick pass incomplete short left intended for Mike Gesicki,4.970,4.170
2,0:25,3,4,NYJ 10,6,16,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki,4.170,2.840
2,0:22,4,4,NYJ 10,9,16,Jason Sanders 28 yard field goal good,2.840,3.000
2,0:19,,,MIA 35,9,16,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
2,0:19,1,10,NYJ 25,9,16,Sam Darnold kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,9,16,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,MIA 25,9,16,Patrick Laird right tackle for 2 yards (tackle by Henry Anderson and Blessuan Austin),0.610,0.330
3,14:27,2,8,MIA 27,9,16,Ryan Fitzpatrick pass complete short right to Durham Smythe for 2 yards (tackle by James Burgess),0.330,-0.100
3,13:42,3,6,MIA 29,9,16,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 25 yards (tackle by Kyron Brown),-0.100,2.520
3,13:00,1,10,NYJ 46,9,16,Patrick Laird right tackle for 1 yard (tackle by Neville Hewitt and Marcus Maye),2.520,2.110
3,12:22,2,9,NYJ 45,9,16,Ryan Fitzpatrick sacked by Jordan Jenkins for -2 yards,2.110,1.160
3,11:36,3,11,NYJ 47,9,16,"Ryan Fitzpatrick pass incomplete deep right. Penalty on Blessuan Austin: Defensive Pass Interference, 38 yards (no play)",1.160,5.140
3,11:31,1,9,NYJ 9,9,16,Myles Gaskin up the middle for -4 yards (tackle by Steve McLendon),5.140,3.720
3,10:54,2,13,NYJ 13,9,16,Ryan Fitzpatrick pass incomplete short right intended for Patrick Laird,3.720,3.060
3,10:50,3,13,NYJ 13,9,16,Ryan Fitzpatrick pass incomplete short right intended for Allen Hurns,3.060,2.570
3,10:46,4,13,NYJ 13,12,16,Jason Sanders 31 yard field goal good,2.570,3.000
3,10:43,,,MIA 35,12,16,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
3,10:43,1,10,NYJ 25,12,16,Bilal Powell left guard for 3 yards (tackle by Christian Wilkins and Jerome Baker),0.610,0.470
3,10:12,2,7,NYJ 28,12,16,Bilal Powell right guard for 3 yards (tackle by Vince Biegel),0.470,0.170
3,9:35,3,4,NYJ 31,12,16,"Sam Darnold pass complete short middle to Robby Anderson for 6 yards (tackle by Ryan Lewis and Eric Rowe). Robby Anderson fumbles, ball out of bounds at NYJ-37 (forced by Eric Rowe)",0.170,1.400
3,8:56,1,10,NYJ 37,12,16,Sam Darnold pass complete short right to Ty Montgomery for 1 yard (tackle by Jerome Baker),1.400,0.990
3,8:21,2,9,NYJ 38,12,16,Bilal Powell up the middle for 6 yards (tackle by Samuel Eguavoen and Jerome Baker),0.990,1.090
3,7:47,3,3,NYJ 44,12,16,Sam Darnold pass short right intended for Vyncint Smith is intercepted by Steven Parker at MIA-42 and returned for 35 yards,1.090,-4.040
3,7:36,1,10,NYJ 23,12,16,Myles Gaskin left guard for 1 yard (tackle by James Burgess and Folorunso Fatukasi),4.040,3.630
3,6:57,2,9,NYJ 22,12,16,Ryan Fitzpatrick pass complete short middle to Myles Gaskin for 6 yards (tackle by Neville Hewitt),3.630,3.850
3,6:13,3,3,NYJ 16,12,16,Ryan Fitzpatrick pass incomplete short middle intended for Myles Gaskin (defended by James Burgess),3.850,2.480
3,6:09,4,3,NYJ 16,12,16,Jason Sanders 34 yard field goal no good,2.480,-0.540
3,6:06,1,10,NYJ 24,12,16,"Sam Darnold aborted snap, recovered by Bilal Powell at NYJ-20 (tackle by Vince Biegel)",0.540,-0.540
3,5:30,2,14,NYJ 20,12,16,Bilal Powell left tackle for 3 yards (tackle by Nik Needham),-0.540,-0.820
3,4:56,3,11,NYJ 23,12,16,"Sam Darnold pass complete short right to Bilal Powell for 9 yards (tackle by Vince Biegel). Penalty on Jerome Baker: Face Mask (15 Yards), 15 yards",-0.820,2.060
3,4:30,1,10,NYJ 47,12,16,Ty Montgomery right end for 9 yards (tackle by Ryan Lewis),2.060,2.730
3,4:00,2,1,MIA 44,12,16,Bilal Powell left guard for no gain (tackle by Davon Godchaux and Raekwon McMillan),2.730,2.020
3,3:34,3,1,MIA 44,12,16,Bilal Powell up the middle for 4 yards (tackle by Raekwon McMillan and Davon Godchaux),2.020,2.920
3,3:02,1,10,MIA 40,12,16,Sam Darnold pass complete deep left to Ty Montgomery for 17 yards (tackle by Jomal Wiltz),2.920,4.040
3,2:19,1,10,MIA 23,12,16,Ty Montgomery right end for 9 yards (tackle by Eric Rowe),4.040,4.950
3,1:50,2,1,MIA 14,12,16,Ty Montgomery left guard for no gain (tackle by Eric Rowe and Vince Biegel),4.950,4.280
3,1:11,3,1,MIA 14,12,16,Sam Darnold pass incomplete short right intended for Jamison Crowder,4.280,2.660
3,1:06,4,1,MIA 14,12,16,Bilal Powell left guard for no gain (tackle by Ryan Lewis and Raekwon McMillan),2.660,0.280
3,1:00,1,10,MIA 14,12,16,Ryan Fitzpatrick pass incomplete short left,-0.280,-0.750
3,0:56,2,10,MIA 14,12,16,Ryan Fitzpatrick pass incomplete short left intended for Isaiah Ford (defended by Nate Hairston),-0.750,-1.400
3,0:52,3,10,MIA 14,12,16,Ryan Fitzpatrick pass incomplete short middle intended for Mike Gesicki Penalty on MIA: Illegal Shift (Declined),-1.400,-2.470
3,0:46,4,10,MIA 14,12,16,"Matt Haack punts 45 yards, returned by Braxton Berrios for 12 yards (tackle by Vince Biegel)",-2.470,-2.460
3,0:37,1,10,MIA 47,12,16,Sam Darnold pass incomplete deep left intended for Robby Anderson (defended by Adrian Colbert),2.460,1.910
3,0:31,2,10,MIA 47,12,16,Bilal Powell left guard for 3 yards (tackle by Samuel Eguavoen and Jerome Baker),1.910,1.620
Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,MIA 44,12,16,Sam Darnold pass incomplete deep right intended for Braxton Berrios,1.620,0.330
4,14:51,4,7,MIA 44,12,16,"Lac Edwards punts 44 yards, touchback.",0.330,-0.280
4,14:43,1,10,MIA 20,12,16,Patrick Laird right tackle for 16 yards (tackle by Darryl Roberts),0.280,1.330
4,14:11,1,10,MIA 36,12,16,"Ryan Fitzpatrick aborted snap, recovered by Patrick Laird at MIA-32 (tackle by Folorunso Fatukasi)",1.330,1.330
4,13:35,2,6,MIA 40,12,16,Ryan Fitzpatrick pass complete short left to Isaiah Ford for 13 yards (tackle by Kyron Brown),1.330,2.460
4,13:01,1,10,NYJ 47,12,16,Patrick Laird up the middle for 14 yards (tackle by Darryl Roberts),2.460,3.380
4,12:34,1,10,NYJ 33,12,16,Ryan Fitzpatrick up the middle for 6 yards (tackle by Jordan Jenkins),3.380,3.650
4,11:59,2,4,NYJ 27,12,16,Patrick Laird left tackle for 2 yards (tackle by James Burgess),3.650,3.200
4,11:25,3,2,NYJ 25,12,16,"Patrick Laird left tackle for no gain (tackle by Kyle Phillips). Penalty on Daniel Kilgore: Offensive Holding, 10 yards (no play)",3.200,1.880
4,11:01,3,12,NYJ 35,12,16,Ryan Fitzpatrick pass incomplete deep left,1.880,0.970
4,10:56,4,12,NYJ 35,15,16,Jason Sanders 53 yard field goal good,0.970,3.000
4,10:52,,,MIA 35,15,16,"Jason Sanders kicks off 62 yards, returned by Ty Montgomery for 20 yards (tackle by Walt Aikens)",0.000,0.480
4,10:45,1,10,NYJ 23,15,16,Ty Montgomery up the middle for 2 yards (tackle by Christian Wilkins and Raekwon McMillan),0.480,0.200
4,10:09,2,8,NYJ 25,15,16,Ty Montgomery right guard for 2 yards (tackle by Christian Wilkins),0.200,-0.230
4,9:31,3,6,NYJ 27,15,16,Sam Darnold pass incomplete short right intended for Jamison Crowder (defended by Nik Needham),-0.230,-1.570
4,9:27,4,6,NYJ 27,15,16,"Lac Edwards punts 45 yards, muffed catch by Marcus Sherels, recovered by Marcus Sherels at MIA-28, returned by Marcus Sherels for 7 yards (tackle by Daniel Brown)",-1.570,-1.270
4,9:17,1,10,MIA 35,15,16,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 12 yards (tackle by Maurice Canady),1.270,2.060
4,8:39,1,10,MIA 47,15,16,"Ryan Fitzpatrick pass incomplete short right intended for Mike Gesicki. Penalty on Nathan Shepherd: Roughing the Passer, 15 yards (no play)",2.060,3.050
4,8:35,1,10,NYJ 38,15,16,Ryan Fitzpatrick right end for 9 yards (tackle by Maurice Canady),3.050,3.720
4,7:50,2,1,NYJ 29,15,16,Ryan Fitzpatrick pass complete short left to Patrick Laird for no gain (tackle by Blessuan Austin),3.720,3.010
4,7:06,3,1,NYJ 29,15,16,Ryan Fitzpatrick pass incomplete short right intended for Isaiah Ford (defended by Maurice Canady),3.010,1.620
4,7:03,,,,,,Timeout #1 by Miami Dolphins,,
4,7:03,4,1,NYJ 29,18,16,Jason Sanders 48 yard field goal good,1.620,3.000
4,6:59,,,MIA 35,18,16,"Jason Sanders kicks off 65 yards, touchback.",0.000,0.610
4,6:59,1,10,NYJ 25,18,16,Sam Darnold pass complete short right to Robby Anderson for 18 yards (tackle by Ryan Lewis),0.610,1.800
4,6:19,1,10,NYJ 43,18,16,Sam Darnold pass incomplete deep right intended for Daniel Brown,1.800,1.250
4,6:11,2,10,NYJ 43,18,16,Sam Darnold pass complete short middle to Jamison Crowder for 9 yards (tackle by Jerome Baker),1.250,1.750
4,5:32,3,1,MIA 48,18,16,Sam Darnold pass complete short left to Robby Anderson for 7 yards (tackle by Ryan Lewis),1.750,2.850
4,5:02,1,10,MIA 41,18,16,Sam Darnold pass complete short right to Robby Anderson for 13 yards (tackle by Ryan Lewis). Penalty on Eric Rowe: Illegal Contact (Declined),2.850,3.710
4,4:56,1,10,MIA 28,18,16,Sam Darnold pass incomplete deep right intended for Robby Anderson (defended by Ryan Lewis),3.710,3.170
4,4:50,2,10,MIA 28,18,16,Bilal Powell right guard for 4 yards (tackle by Christian Wilkins and Nik Needham),3.170,3.010
4,4:14,3,6,MIA 24,18,16,Sam Darnold pass incomplete deep left intended for Robby Anderson,3.010,1.890
4,4:09,4,6,MIA 24,18,19,Sam Ficken 42 yard field goal good,1.890,3.000
4,4:05,,,NYJ 35,18,19,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,4:05,1,10,MIA 25,18,19,Ryan Fitzpatrick pass complete deep middle to Isaiah Ford for 16 yards (tackle by Blessuan Austin),0.610,1.660
4,3:25,1,10,MIA 41,18,19,Ryan Fitzpatrick pass complete short middle to Allen Hurns for 6 yards (tackle by Henry Anderson),1.660,1.930
4,2:50,2,4,MIA 47,18,19,Ryan Fitzpatrick pass complete short middle to Isaiah Ford for 12 yards (tackle by Blessuan Austin),1.930,2.850
4,2:23,1,10,NYJ 41,18,19,"Ryan Fitzpatrick right tackle for 7 yards (tackle by Nathan Shepherd). Penalty on Michael Deiter: Offensive Holding, 10 yards (no play)",2.850,2.190
4,2:19,1,20,MIA 49,18,19,Ryan Fitzpatrick pass complete short middle to Allen Hurns for 15 yards (tackle by Marcus Maye),2.190,2.980
4,2:00,2,5,NYJ 36,18,19,Ryan Fitzpatrick pass complete deep left to Patrick Laird for 21 yards (tackle by Darryl Roberts),2.980,4.580
4,1:55,1,10,NYJ 15,18,19,Patrick Laird up the middle for -2 yards (tackle by James Burgess),4.580,3.680
4,1:50,,,,,,Timeout #1 by New York Jets,,
4,1:50,2,12,NYJ 17,18,19,Ryan Fitzpatrick sacked by Jordan Jenkins for -3 yards,3.680,2.680
4,1:42,,,,,,Timeout #2 by New York Jets,,
4,1:42,3,15,NYJ 20,18,19,Patrick Laird up the middle for 1 yard (tackle by Tarell Basham),2.680,2.180
4,1:37,,,,,,Timeout #2 by New York Jets,,
4,1:37,4,14,NYJ 19,21,19,Jason Sanders 37 yard field goal good,2.180,3.000
4,1:33,,,MIA 35,21,19,"Jason Sanders kicks off 55 yards, returned by Ty Montgomery for 15 yards (tackle by Adrian Colbert)",0.000,0.610
4,1:29,1,10,NYJ 25,21,19,Sam Darnold pass complete short right to Vyncint Smith for 37 yards (tackle by Jerome Baker),0.610,3.050
4,1:22,1,10,MIA 38,21,19,Sam Darnold pass incomplete short left intended for Jamison Crowder,3.050,2.510
4,1:17,2,10,MIA 38,21,19,Sam Darnold sacked by Andrew Van Ginkel for -8 yards,2.510,0.760
4,0:47,3,18,MIA 46,21,19,"Sam Darnold pass incomplete short left intended for Vyncint Smith (defended by Nik Needham). Penalty on Nik Needham: Defensive Pass Interference, 8 yards (no play)",0.760,3.050
4,0:43,1,10,MIA 38,21,19,Sam Darnold pass complete short left to Ty Montgomery for 12 yards (tackle by Steven Parker),3.050,3.840
4,0:37,1,10,MIA 26,21,19,Ty Montgomery up the middle for no gain (tackle by Christian Wilkins and Vince Biegel),3.840,3.300
4,0:04,2,10,MIA 26,21,19,Sam Darnold spiked the ball,3.300,2.610
4,0:03,3,10,MIA 26,21,22,Sam Ficken 44 yard field goal good,2.610,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
