Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
2,12:45,3,8,NYJ 22,12,21,Geno Smith pass complete short right to Eric Decker for 14 yards. Penalty on Gerald Hodges: Defensive Holding (Declined),-0.690,1.330
2,12:24,1,10,NYJ 36,12,21,"Percy Harvin up the middle for 5 yards (tackle by Everson Griffen). Penalty on Willie Colon: Offensive Holding, 10 yards (no play)",1.330,0.670
2,12:05,1,20,NYJ 26,12,21,"Penalty on Everson Griffen: Neutral Zone Infraction, 5 yards (no play)",0.670,1.000
2,11:49,1,15,NYJ 31,12,21,Geno Smith pass complete short right to Percy Harvin for 17 yards (tackle by Josh Robinson),1.000,2.130
2,11:18,1,10,NYJ 48,12,21,"Chris Ivory right end for 1 yard (tackle by Jasper Brinkley). Chris Ivory fumbles (forced by Jasper Brinkley), recovered by Breno Giacomini at NYJ-49. Penalty on Jeff Cumberland: Offensive Holding, 10 yards (no play)",2.130,1.470
2,10:54,1,20,NYJ 38,12,21,Geno Smith pass complete short middle to Jeremy Kerley for 17 yards (tackle by Xavier Rhodes),1.470,2.530
2,10:13,2,3,MIN 45,12,21,Geno Smith pass complete short right to Chris Owusu for 7 yards (tackle by Josh Robinson),2.530,3.050
2,9:34,1,10,MIN 38,12,21,Chris Johnson left guard for 8 yards (tackle by Robert Blanton),3.050,3.590
2,8:58,2,2,MIN 30,12,21,Chris Johnson up the middle for 3 yards (tackle by Chad Greenway),3.590,3.780
2,8:23,1,10,MIN 27,12,21,Chris Ivory right end for 15 yards (tackle by Jasper Brinkley),3.780,4.780
2,7:44,1,10,MIN 12,12,21,Chris Ivory left end for 7 yards (tackle by Robert Blanton),4.780,5.410
2,7:38,2,3,MIN 5,12,21,"Chris Ivory up the middle for 1 yard (tackle by Andrew Sendejo). Chris Ivory fumbles (forced by Andrew Sendejo), recovered by Captain Munnerlyn at MIN-4 (tackle by Oday Aboushi)",5.410,0.380
2,7:31,1,10,MIN 4,12,21,Matt Asiata right tackle for 1 yard (tackle by Jason Babin),-0.380,-0.710
2,6:58,2,9,MIN 5,12,21,Matt Asiata left guard for 4 yards (tackle by Damon Harrison),-0.710,-0.840
2,6:11,3,5,MIN 9,12,21,Teddy Bridgewater pass complete short middle to Charles Johnson for 8 yards (tackle by Phillip Adams),-0.840,-0.060
2,5:26,1,10,MIN 17,12,21,Teddy Bridgewater pass incomplete short right intended for Charles Johnson,-0.060,-0.580
2,5:22,2,10,MIN 17,12,21,Joe Banyard up the middle for 9 yards (tackle by Phillip Adams),-0.580,-0.120
2,4:41,3,1,MIN 26,12,21,Matt Asiata up the middle for no gain (tackle by Sheldon Richardson and David Harris),-0.120,-1.630
2,3:56,4,1,MIN 26,12,21,"Jeff Locke punts 52 yards, returned by Jeremy Kerley for 13 yards (tackle by Gerald Hodges)",-1.630,-1.270
2,3:47,1,10,NYJ 35,12,21,Chris Johnson right end for 6 yards (tackle by Robert Blanton),1.270,1.530
2,3:21,2,4,NYJ 41,12,21,Chris Johnson left guard for 2 yards (tackle by Jasper Brinkley),1.530,1.090
2,2:50,3,2,NYJ 43,12,21,Percy Harvin left end for 4 yards (tackle by Harrison Smith),1.090,2.060
2,2:14,1,10,NYJ 47,12,21,Geno Smith pass incomplete short middle intended for Jeff Cumberland (defended by Gerald Hodges),2.060,1.520
2,2:09,2,10,NYJ 47,12,21,Chris Ivory left tackle for 5 yards (tackle by Everson Griffen and Chad Greenway),1.520,1.490
2,2:00,3,5,MIN 48,12,21,"Geno Smith pass incomplete deep right intended for Jeremy Kerley. Penalty on Captain Munnerlyn: Defensive Pass Interference, 14 yards, Penalty on Xavier Rhodes: Defensive Holding (Declined) (no play)",1.490,3.310
2,1:54,1,10,MIN 34,12,21,Geno Smith up the middle for 7 yards (tackle by Linval Joseph),3.310,3.720
2,1:30,2,3,MIN 27,12,21,Chris Johnson right tackle for 2 yards (tackle by Gerald Hodges),3.720,3.270
2,0:58,3,1,MIN 25,12,21,Chris Ivory up the middle for 6 yards (tackle by Robert Blanton and Harrison Smith),3.270,3.270
2,0:54,3,1,MIN 25,12,21,Timeout #1 by New York Jets,3.270,4.310
2,0:53,1,10,MIN 19,12,21,Geno Smith pass incomplete short middle intended for Chris Ivory,4.310,3.750
2,0:50,2,10,MIN 19,12,21,Geno Smith pass complete short right to Chris Ivory for 4 yards (tackle by Jasper Brinkley),3.750,3.750
2,0:40,2,10,MIN 19,12,21,Timeout #2 by New York Jets,3.750,3.580
2,0:40,3,6,MIN 15,12,21,Geno Smith sacked by Everson Griffen for 0 yards,3.580,3.580
2,0:21,3,6,MIN 15,12,21,Timeout #1 by Minnesota Vikings,3.580,2.470
2,0:20,4,6,MIN 15,15,21,Nick Folk 33 yard field goal good,2.470,3.000
2,0:20,,,NYJ 35,15,21,"Nick Folk kicks off 30 yards, returned by Justin Trattou for 6 yards (tackle by Nick Bellore)",0.000,-1.660
2,0:12,1,10,MIN 41,15,21,Teddy Bridgewater pass complete short right to Joe Banyard for 12 yards (tackle by Jaiquawn Jarrett),1.660,1.660
2,0:04,1,10,MIN 41,15,21,Timeout #2 by Minnesota Vikings,1.660,2.460
2,0:04,1,10,NYJ 47,15,21,Teddy Bridgewater pass incomplete deep right intended for Jarius Wright is intercepted by Darrin Walls at NYJ--8,2.460,0.000
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,15,21,"Nick Folk kicks off 61 yards, returned by Cordarrelle Patterson for 21 yards (tackle by Bilal Powell). Cordarrelle Patterson fumbles (forced by Bilal Powell), recovered by T.J. Graham at MIN-26",0.000,-3.840
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,14:56,1,10,MIN 26,15,21,Chris Ivory up the middle for 9 yards (tackle by Chad Greenway and Robert Blanton),3.840,4.640
3,14:27,2,1,MIN 17,15,21,Chris Ivory right guard for 14 yards (tackle by Harrison Smith),4.640,6.510
3,13:50,1,3,MIN 3,15,21,Chris Ivory up the middle for -2 yards (tackle by Robert Blanton and Gerald Hodges),6.510,5.150
3,13:13,2,5,MIN 5,15,21,Geno Smith right guard for 1 yard (tackle by Robert Blanton and Linval Joseph),5.150,4.490
3,12:32,3,4,MIN 4,15,21,Geno Smith pass incomplete short right intended for Jeff Cumberland,4.490,3.030
3,12:27,4,4,MIN 4,18,21,Nick Folk 22 yard field goal good,3.030,3.000
3,12:27,,,NYJ 35,18,21,"Nick Folk kicks off 65 yards, returned by Cordarrelle Patterson for 14 yards (tackle by T.J. Graham)",0.000,0.280
3,12:17,1,10,MIN 14,18,21,Matt Asiata up the middle for 5 yards (tackle by Jaiquawn Jarrett),-0.280,-0.040
3,11:40,2,5,MIN 19,18,21,Teddy Bridgewater up the middle for 1 yard (tackle by David Harris),-0.040,-0.680
3,10:53,3,4,MIN 20,18,21,"Teddy Bridgewater right guard for 3 yards (tackle by Demario Davis). Penalty on Demario Davis: Unnecessary Roughness, 15 yards",-0.680,1.470
3,10:38,1,10,MIN 38,18,21,Matt Asiata up the middle for -3 yards (tackle by David Harris),1.470,0.520
3,9:51,2,13,MIN 35,18,21,Teddy Bridgewater pass incomplete short middle intended for Matt Asiata,0.520,-0.160
3,9:47,3,13,MIN 35,18,21,"Teddy Bridgewater sacked by Antonio Allen for -9 yards. Penalty on Kyle Wilson: Defensive Holding, 5 yards (no play)",-0.160,1.600
3,9:27,1,10,MIN 40,18,21,Matt Asiata up the middle for 5 yards (tackle by Jason Babin),1.600,1.730
3,8:56,2,5,MIN 45,18,21,Matt Asiata up the middle for 4 yards (tackle by Jason Babin),1.730,1.550
3,8:20,3,1,MIN 49,18,21,Matt Asiata left end for 5 yards (tackle by Jason Babin),1.550,2.520
3,7:42,1,10,NYJ 46,18,21,Matt Asiata up the middle for 6 yards (tackle by Damon Harrison and David Harris),2.520,2.790
3,7:05,2,4,NYJ 40,18,21,Teddy Bridgewater pass complete deep right to Greg Jennings for 17 yards (tackle by Darrin Walls),2.790,4.040
,,,,,,,"NYJ challenged the pass completion ruling, and the play was upheld.",,
3,6:39,1,10,NYJ 23,18,21,Matt Asiata up the middle for 1 yard (tackle by Kenrick Ellis and Leger Douzable),4.040,3.630
3,5:57,2,9,NYJ 22,18,21,Teddy Bridgewater pass complete short left to Matt Asiata for 1 yard (tackle by Kyle Wilson),3.630,3.070
3,5:14,3,8,NYJ 21,18,21,Teddy Bridgewater pass incomplete short right intended for Greg Jennings,3.070,2.060
3,5:08,4,8,NYJ 21,18,21,Blair Walsh 39 yard field goal no good,2.060,-0.870
3,5:03,1,10,NYJ 29,18,21,Chris Johnson up the middle for -1 yards (tackle by Chad Greenway),0.870,0.190
3,4:28,2,11,NYJ 28,18,21,Geno Smith pass complete short middle to Percy Harvin for 9 yards (tackle by Jasper Brinkley),0.190,0.190
3,3:41,2,11,NYJ 28,18,21,Timeout #2 by New York Jets,0.190,0.700
3,3:41,3,2,NYJ 37,18,21,Geno Smith pass complete short left to Percy Harvin for 9 yards (tackle by Jasper Brinkley and Robert Blanton),0.700,1.990
3,2:58,1,10,NYJ 46,18,21,Chris Johnson right guard for 1 yard (tackle by Jasper Brinkley and Chad Greenway),1.990,1.590
3,2:17,2,9,NYJ 47,18,21,Geno Smith pass complete short left to Eric Decker for 29 yards (tackle by Robert Blanton),1.590,3.970
3,1:30,1,10,MIN 24,18,21,Chris Johnson right tackle for 3 yards (tackle by Gerald Hodges),3.970,3.840
3,0:55,2,7,MIN 21,18,21,Geno Smith pass complete short right to Chris Johnson for 8 yards (tackle by Chad Greenway),3.840,4.710
3,0:13,1,10,MIN 13,18,21,Geno Smith up the middle for no gain (tackle by Tom Johnson),4.710,4.050
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIN 13,18,21,Geno Smith pass complete short left to Eric Decker for 7 yards (tackle by Xavier Rhodes),4.050,4.560
4,14:23,3,3,MIN 6,18,21,Geno Smith pass incomplete short right intended for Eric Decker (defended by Brian Robison),4.560,3.010
4,14:17,4,3,MIN 6,21,21,Nick Folk 24 yard field goal good,3.010,3.000
4,14:17,,,NYJ 35,21,21,"Nick Folk kicks off 71 yards, returned by Cordarrelle Patterson for 29 yards (tackle by Nick Bellore)",0.000,-0.480
4,14:10,1,10,MIN 23,21,21,Teddy Bridgewater pass complete short right to Kyle Rudolph for 6 yards (tackle by David Harris and Calvin Pace),0.480,0.740
4,13:41,2,4,MIN 29,21,21,Ben Tate left guard for 8 yards (tackle by Dawan Landry and Demario Davis),0.740,1.400
4,13:11,1,10,MIN 37,21,21,Teddy Bridgewater pass complete short left to Greg Jennings for 8 yards (tackle by Phillip Adams),1.400,1.940
4,12:51,2,2,MIN 45,21,21,Ben Tate left guard for 3 yards (tackle by Jaiquawn Jarrett),1.940,2.130
4,12:20,1,10,MIN 48,21,21,Ben Tate left end for 4 yards (tackle by Phillip Adams),2.130,2.120
4,11:50,2,6,NYJ 48,21,21,Teddy Bridgewater pass complete short right to Jarius Wright for 5 yards (tackle by Jaiquawn Jarrett),2.120,2.080
4,11:10,3,1,NYJ 43,21,21,Teddy Bridgewater pass complete short right to Kyle Rudolph for 3 yards (tackle by Demario Davis),2.080,2.920
4,10:41,1,10,NYJ 40,21,21,Teddy Bridgewater pass incomplete deep left intended for Charles Johnson,2.920,2.920
4,10:35,1,10,NYJ 40,21,21,Timeout #1 by Minnesota Vikings,2.920,2.370
4,10:35,2,10,NYJ 40,21,21,Teddy Bridgewater pass incomplete short right intended for Charles Johnson (defended by Darrin Walls),2.370,1.680
4,10:32,3,10,NYJ 40,21,21,Teddy Bridgewater sacked by Sheldon Richardson for -3 yards,1.680,0.400
4,9:50,4,13,NYJ 43,21,21,Jeff Locke punts 38 yards,0.400,0.380
4,9:39,1,10,NYJ 5,21,21,Chris Johnson up the middle for 5 yards (tackle by Gerald Hodges),-0.380,-0.420
4,9:04,2,5,NYJ 10,21,21,Geno Smith pass incomplete deep left intended for Eric Decker (defended by Xavier Rhodes),-0.420,-0.840
4,8:58,3,5,NYJ 10,21,21,Geno Smith right end for 3 yards (tackle by Josh Robinson),-0.840,-2.490
4,8:45,4,2,NYJ 13,21,21,"Ryan Quigley punts 34 yards, fair catch by Marcus Sherels",-2.490,-2.460
4,8:40,1,10,NYJ 47,21,21,Matt Asiata up the middle for no gain (tackle by Leger Douzable),2.460,1.910
4,7:58,2,10,NYJ 47,21,21,Teddy Bridgewater pass complete short left to Charles Johnson for 17 yards (tackle by Marcus Williams),1.910,3.580
4,7:31,1,10,NYJ 30,21,21,Jarius Wright left end for 23 yards (tackle by Jaiquawn Jarrett),3.580,5.600
4,6:58,1,7,NYJ 7,21,21,Matt Asiata left guard for 2 yards (tackle by Damon Harrison),5.600,5.150
4,6:18,2,5,NYJ 5,21,21,Teddy Bridgewater up the middle for 3 yards (tackle by Sheldon Richardson),5.150,4.950
4,5:37,3,2,NYJ 2,21,21,Teddy Bridgewater pass incomplete short left intended for Greg Jennings,4.950,3.250
4,5:28,4,2,NYJ 2,21,24,Blair Walsh 20 yard field goal good,3.250,3.000
4,5:28,,,MIN 35,21,24,"Blair Walsh kicks off 65 yards, returned by Percy Harvin for 21 yards (tackle by Marcus Sherels). Percy Harvin fumbles, ball out of bounds at NYJ-25",0.000,-0.340
4,5:23,1,10,NYJ 21,21,24,Geno Smith pass incomplete short left intended for Percy Harvin (defended by Xavier Rhodes),0.340,-0.200
4,5:16,2,10,NYJ 21,21,24,Chris Ivory right guard for 4 yards (tackle by Harrison Smith),-0.200,-0.360
4,4:38,3,6,NYJ 25,21,24,Geno Smith pass complete short right to Chris Johnson for 5 yards (tackle by Robert Blanton),-0.360,-1.370
4,4:28,4,1,NYJ 30,21,24,"Ryan Quigley punts 58 yards, returned by Marcus Sherels for 18 yards (tackle by Tanner Purdum). Penalty on Audie Cole: Illegal Block Above the Waist, 10 yards",-1.370,0.350
4,4:15,1,10,MIN 12,21,24,Matt Asiata up the middle for 1 yard (tackle by Jason Babin),-0.350,-0.700
4,3:37,2,9,MIN 13,21,24,Teddy Bridgewater sacked by Sheldon Richardson for -1 yards. Penalty on Matt Kalil: Offensive Holding (Declined),-0.700,-1.420
4,3:29,3,10,MIN 12,21,24,Teddy Bridgewater pass incomplete deep left intended for Charles Johnson,-1.420,-2.490
4,3:10,4,10,MIN 12,21,24,"Jeff Locke punts 53 yards, muffed catch by Jeremy Kerley, recovered by Phillip Adams and returned for no gain",-2.490,-0.870
4,3:07,1,10,NYJ 29,21,24,Geno Smith pass complete short left to Eric Decker for 5 yards (tackle by Xavier Rhodes),0.870,1.000
4,2:45,2,5,NYJ 34,21,24,Chris Johnson left guard for 4 yards (tackle by Harrison Smith and Gerald Hodges),1.000,0.830
4,2:10,3,1,NYJ 38,21,24,Chris Johnson up the middle for 3 yards,0.830,1.660
4,2:00,1,10,NYJ 41,21,24,Geno Smith pass complete short right to Percy Harvin for 9 yards (tackle by Josh Robinson),1.660,2.340
4,1:31,2,1,,21,24,Geno Smith left end for 18 yards,2.340,3.450
4,1:04,1,10,MIN 32,21,24,Bilal Powell left tackle for 6 yards (tackle by Xavier Rhodes),3.450,3.710
4,0:40,2,4,MIN 26,21,24,Geno Smith pass incomplete deep right intended for T.J. Graham,3.710,3.010
4,0:33,3,4,MIN 26,21,24,Geno Smith pass incomplete deep right intended for Jeremy Kerley (defended by Xavier Rhodes),3.010,1.810
4,0:28,4,4,MIN 26,24,24,Nick Folk 44 yard field goal good,1.810,3.000
4,0:28,,,NYJ 35,24,24,"Nick Folk kicks off 65 yards, returned by Cordarrelle Patterson for 22 yards (tackle by T.J. Graham)",0.000,-0.410
4,0:16,1,10,MIN 22,24,24,Teddy Bridgewater pass complete deep right to Jarius Wright for 27 yards (tackle by Darrin Walls). Penalty on Ben Ijalana: Neutral Zone Infraction (Declined),0.410,2.190
4,0:07,1,10,MIN 49,24,24,Teddy Bridgewater pass complete short left to Greg Jennings for 13 yards,2.190,2.190
4,0:03,1,10,MIN 49,24,24,Timeout #3 by New York Jets,2.190,3.050
4,0:03,1,10,NYJ 38,24,24,Blair Walsh 56 yard field goal no good,3.050,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYJ,MIN,Detail,EPB,EPA
,,,,,,,"Jets won the coin toss, Jets to receive the overtime kickoff.",,
OT,15:00,,,MIN 35,24,24,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
OT,15:00,1,10,NYJ 20,24,24,Chris Johnson right end for 5 yards (tackle by Gerald Hodges),0.280,0.410
OT,14:32,2,5,NYJ 25,24,24,Chris Johnson right end for 2 yards (tackle by Jasper Brinkley),0.410,-0.030
OT,13:49,3,3,NYJ 27,24,24,Geno Smith pass complete deep left to Eric Decker for 26 yards (tackle by Josh Robinson and Robert Blanton),-0.030,2.460
OT,13:20,1,10,MIN 47,24,24,Chris Ivory up the middle for no gain (tackle by Everson Griffen),2.460,1.910
OT,12:47,2,10,MIN 47,24,24,Geno Smith for 4 yards (tackle by Chad Greenway),1.910,1.750
OT,12:18,3,6,MIN 43,24,24,Geno Smith pass incomplete short left intended for Jeremy Kerley (defended by Everson Griffen),1.750,0.400
OT,12:08,4,6,MIN 43,24,24,Ryan Quigley punts 35 yards,0.400,0.380
OT,12:00,1,10,MIN 8,24,24,Matt Asiata left guard for 2 yards (tackle by Jason Babin and David Harris),-0.380,-0.630
OT,11:20,2,8,MIN 10,24,24,Teddy Bridgewater pass complete short right to Matt Asiata for 3 yards (tackle by David Harris),-0.630,-0.840
OT,10:35,3,5,MIN 13,24,30,"Teddy Bridgewater pass complete short right to Jarius Wright for 87 yards, touchdown",-0.840,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
