Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
2,15:00,2,7,IND 9,7,7,Priest Holmes up the middle for 2 yards (tackle by David Thornton),4.640,4.160
2,14:26,3,5,IND 7,7,13,"Trent Green pass complete to Johnnie Morton for 7 yards, touchdown",4.160,7.000
2,,,,IND 2,7,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,7,14,"Lawrence Tynes kicks off 61 yards, returned by Dominic Rhodes for 23 yards (tackle by Gary Stills)",0.000,1.070
2,14:14,1,10,IND 32,7,14,"Penalty on Peyton Manning: False Start, 5 yards (no play)",1.070,0.740
2,14:14,1,15,IND 27,7,14,Peyton Manning pass complete to Edgerrin James for 14 yards (tackle by Scott Fujita),0.740,1.740
2,13:42,2,1,IND 41,7,14,Edgerrin James left end for 4 yards (tackle by Kawika Mitchell),1.740,1.930
2,13:07,1,10,IND 45,7,14,Peyton Manning pass incomplete intended for Marvin Harrison,1.930,1.380
2,13:00,2,10,IND 45,7,14,Edgerrin James right end for 6 yards (tackle by Eric Warfield and John Browning),1.380,1.490
2,12:24,3,4,KAN 49,7,14,Peyton Manning pass incomplete intended for Brandon Stokley,1.490,0.000
2,12:20,4,4,KAN 49,7,14,"Hunter Smith punts 32 yards, fair catch by Dante Hall",0.000,0.060
2,12:12,1,10,KAN 17,7,14,Trent Green pass complete to Eddie Kennison for 5 yards (tackle by Jason David),-0.060,0.210
2,11:40,2,5,KAN 22,7,14,"Priest Holmes up the middle for no gain (tackle by Rob Morris and Josh Williams). Penalty on Casey Wiegmann: Offensive Holding, 10 yards (no play)",0.210,-1.150
2,11:18,2,15,KAN 12,7,14,Priest Holmes up the middle for 21 yards (tackle by Idrees Bashir),-1.150,1.140
2,10:35,1,10,KAN 33,7,14,Johnnie Morton left end for 14 yards (tackle by Gilbert Gardner),1.140,2.060
2,9:55,1,10,KAN 47,7,14,Trent Green pass complete to Tony Gonzalez for 32 yards (tackle by Idrees Bashir),2.060,4.170
2,9:13,1,10,IND 21,7,20,"Priest Holmes up the middle for 21 yards, touchdown",4.170,7.000
2,,,,IND 2,7,21,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,7,21,"Lawrence Tynes kicks off 55 yards, returned by Dominic Rhodes for 15 yards (tackle by Benny Sapp)",0.000,0.940
2,9:03,1,10,IND 30,7,21,Edgerrin James left end for 6 yards (tackle by Shawn Barber),0.940,1.200
2,8:25,2,4,IND 36,7,21,Peyton Manning pass complete to Edgerrin James for 56 yards (tackle by Eric Warfield),1.200,5.370
2,7:32,1,8,KAN 8,7,21,Dominic Rhodes left end for -3 yards (tackle by Shawn Barber),5.370,4.020
2,6:52,2,11,KAN 11,7,21,Peyton Manning pass complete to Marcus Pollard for 6 yards (tackle by Eric Warfield),4.020,4.260
2,6:07,3,5,KAN 5,13,21,"Peyton Manning pass complete to Marcus Pollard for 5 yards, touchdown",4.260,7.000
2,,,,KAN 2,14,21,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,IND 30,14,21,"Mike Vanderjagt kicks off 64 yards, returned by Dante Hall for 31 yards (tackle by Waine Bacon)",0.000,1.400
2,5:56,1,10,KAN 37,14,21,Trent Green pass complete to Priest Holmes for 52 yards (tackle by Idrees Bashir),1.400,4.840
2,5:06,1,10,IND 11,14,27,"Priest Holmes right tackle for 11 yards, touchdown",4.840,7.000
2,,,,IND 2,14,28,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,28,"Lawrence Tynes kicks off 64 yards, returned by Dominic Rhodes for 21 yards (tackle by Keyaron Fox)",0.000,0.740
2,4:54,1,10,IND 27,14,28,Peyton Manning pass complete to Marvin Harrison for 17 yards (tackle by Greg Wesley),0.740,1.860
2,4:20,1,10,IND 44,14,28,Edgerrin James right end for -1 yards (tackle by Kawika Mitchell),1.860,1.180
2,3:43,2,11,IND 43,14,28,Peyton Manning pass incomplete intended for Reggie Wayne (defended by William Bartee),1.180,0.500
2,3:37,,,,14,28,Timeout #2 by Kansas City Chiefs,0.000,0.500
2,3:37,3,11,IND 43,14,28,Peyton Manning pass incomplete intended for Brandon Stokley,0.500,-0.520
2,3:33,4,11,IND 43,14,28,Hunter Smith punts 50 yards,-0.520,0.380
2,3:23,1,10,KAN 7,14,28,Trent Green pass complete to Priest Holmes for 18 yards (tackle by Cato June),-0.380,0.610
2,2:45,1,10,KAN 25,14,28,Derrick Blaylock up the middle for 7 yards (tackle by Cato June and Mike Doss),0.610,1.010
2,2:13,2,3,KAN 32,14,28,Trent Green pass complete to Tony Gonzalez for 4 yards (tackle by Cato June),1.010,1.330
2,2:00,1,10,KAN 36,14,28,"Trent Green pass complete to Priest Holmes for 5 yards (tackle by David Thornton). Penalty on Jason David: Defensive Holding, 5 yards (no play)",1.330,1.660
2,1:55,1,10,KAN 41,14,28,Trent Green pass complete to Dante Hall for 9 yards (tackle by Von Hutchins),1.660,2.340
2,1:46,2,1,KAN 50,14,28,"Trent Green pass complete to Derrick Blaylock for 16 yards (tackle by Bob Sanders). Penalty on Jim Nelson: Roughing the Passer, 15 yards",2.340,4.310
2,1:30,1,10,IND 19,14,28,Trent Green pass incomplete intended for Johnnie Morton,4.310,3.750
2,1:17,2,10,IND 19,14,28,Derrick Blaylock for 6 yards (tackle by Idrees Bashir),3.750,3.960
2,1:01,3,4,IND 13,14,28,Trent Green pass incomplete intended for Eddie Kennison (defended by Nick Harper),3.960,2.640
2,0:50,4,4,IND 13,14,31,Lawrence Tynes 32 yard field goal good,2.640,3.000
2,,,,KAN 30,14,31,"Lawrence Tynes kicks off 55 yards, returned by Dominic Rhodes for 16 yards (tackle by Willie Pile)",0.000,1.000
2,0:43,1,10,IND 31,14,31,Peyton Manning pass complete to Dallas Clark for 24 yards (tackle by Greg Wesley),1.000,2.590
2,0:34,,,,14,31,Timeout #1 by Indianapolis Colts,0.000,2.590
2,0:34,1,10,KAN 45,14,31,Peyton Manning pass incomplete intended for Brandon Stokley,2.590,2.040
2,0:30,2,10,KAN 45,14,31,Peyton Manning pass incomplete intended for Reggie Wayne,2.040,1.360
2,0:26,3,10,KAN 45,14,31,Peyton Manning pass complete to Brandon Stokley for 14 yards (tackle by Kawika Mitchell),1.360,3.510
2,0:18,,,,14,31,Timeout #2 by Indianapolis Colts,0.000,3.510
2,0:18,1,10,KAN 31,14,31,Peyton Manning pass incomplete intended for Marvin Harrison,3.510,2.970
2,0:15,2,10,KAN 31,14,31,Peyton Manning pass incomplete intended for Brandon Stokley,2.970,2.280
2,0:15,3,10,KAN 31,14,31,"Penalty on Tarik Glenn: False Start, 5 yards (no play)",2.280,1.620
2,0:11,3,15,KAN 36,14,31,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Eric Warfield),1.620,0.880
2,0:11,4,15,KAN 36,14,31,Mike Vanderjagt 54 yard field goal no good,0.880,-1.930
2,0:04,1,10,KAN 45,14,31,Larry Johnson up the middle for 19 yards (tackle by Robert Mathis),1.930,3.180
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,14,31,"Mike Vanderjagt kicks off 55 yards, returned by Dante Hall for 18 yards (tackle by Waine Bacon)",0.000,1.140
3,14:56,1,10,KAN 33,14,31,Trent Green pass complete to Tony Gonzalez for 22 yards (tackle by David Thornton),1.140,2.590
3,14:19,1,10,IND 45,14,31,"Priest Holmes up the middle for 5 yards (tackle by Mike Doss). Priest Holmes fumbles (forced by Mike Doss), recovered by Casey Wiegmann at IND-40",2.590,2.720
3,13:31,2,5,IND 40,14,31,Priest Holmes up the middle for -3 yards (tackle by Raheem Brock),2.720,1.620
3,12:56,3,8,IND 43,14,31,Trent Green pass incomplete intended for Dante Hall,1.620,0.400
3,12:56,4,8,IND 43,14,31,"Stephen Cheek punts 35 yards, fair catch by Jason David",0.400,0.380
3,12:48,1,10,IND 8,14,31,"Peyton Manning pass complete to Dallas Clark for 44 yards (tackle by Eric Warfield). Dallas Clark fumbles (forced by Eric Warfield), ball out of bounds at KAN-48",-0.380,2.390
3,12:26,1,10,KAN 48,14,31,Peyton Manning pass complete to Marvin Harrison for 26 yards (tackle by Greg Wesley),2.390,4.110
3,11:50,1,10,KAN 22,20,31,"Peyton Manning pass complete to Marvin Harrison for 22 yards, touchdown",4.110,7.000
3,,,,KAN 2,21,31,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,21,31,"Mike Vanderjagt kicks off 58 yards, returned by Dante Hall for 15 yards (tackle by Mike Doss)",0.000,0.740
3,11:37,1,10,KAN 27,21,31,Priest Holmes left end for 5 yards (tackle by Larry Tripplett),0.740,0.870
3,10:53,2,5,KAN 32,21,31,Trent Green pass complete to Eddie Kennison for 5 yards (tackle by Nick Harper),0.870,1.400
3,10:11,1,10,KAN 37,21,31,Trent Green sacked by Mike Doss for -2 yards,1.400,0.590
3,9:48,2,12,KAN 35,21,31,Priest Holmes left end for 8 yards (tackle by Mike Doss),0.590,0.960
3,9:06,3,4,KAN 43,21,31,Trent Green pass complete to Dante Hall for 22 yards (tackle by Nick Harper),0.960,3.250
3,8:33,1,10,IND 35,21,31,"Johnnie Morton right end for 12 yards (tackle by Mike Doss). Johnnie Morton fumbles (forced by Mike Doss), recovered by Johnnie Morton at IND-23",3.250,4.040
3,7:50,1,10,IND 23,21,31,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Cato June),4.040,4.840
3,7:20,1,10,IND 11,21,31,Priest Holmes up the middle for -4 yards (tackle by Mike Doss),4.840,3.560
3,6:45,2,14,IND 15,21,31,Trent Green pass incomplete intended for Tony Gonzalez,3.560,2.970
3,6:39,3,14,IND 15,21,31,Priest Holmes up the middle for -2 yards (tackle by Robert Mathis),2.970,2.310
3,6:39,4,16,IND 17,21,31,"Stephen Cheek for no gain. Stephen Cheek fumbles, recovered by Bob Sanders at IND-24",2.310,-0.540
3,5:53,1,10,IND 24,21,31,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by Scott Fujita),0.540,0.810
3,5:09,2,4,IND 30,21,31,"Peyton Manning pass incomplete intended for Dallas Clark. Penalty on Jerome Woods: Defensive Pass Interference, 6 yards (no play)",0.810,1.330
3,5:05,1,10,IND 36,21,31,Peyton Manning pass complete to Reggie Wayne for 23 yards (tackle by Greg Wesley),1.330,2.850
3,4:23,1,10,KAN 41,27,31,"Peyton Manning pass complete to Reggie Wayne for 41 yards, touchdown",2.850,7.000
3,,,,KAN 2,28,31,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,IND 30,28,31,"Mike Vanderjagt kicks off 53 yards, returned by Dante Hall for 20 yards (tackle by Gary Brackett)",0.000,1.400
3,4:12,1,10,KAN 37,28,31,Priest Holmes up the middle for 3 yards (tackle by Idrees Bashir),1.400,1.260
3,3:31,2,7,KAN 40,28,31,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Dwight Freeney),1.260,2.590
3,2:53,1,10,IND 45,28,31,Trent Green pass incomplete intended for Eddie Kennison,2.590,2.040
3,2:47,2,10,IND 45,28,31,Priest Holmes up the middle for 2 yards (tackle by Montae Reagor),2.040,1.620
3,2:06,3,8,IND 43,28,31,Trent Green pass complete to Dante Hall for 12 yards (tackle by Von Hutchins),1.620,3.510
3,1:26,1,10,IND 31,28,31,Derrick Blaylock left end for 5 yards (tackle by Bob Sanders),3.510,3.640
3,0:50,2,5,IND 26,28,31,Priest Holmes right end for 12 yards (tackle by Bob Sanders),3.640,4.650
Quarter,Time,Down,ToGo,Location,IND,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,IND 14,28,31,Priest Holmes left end for 10 yards (tackle by Cato June),4.650,6.280
4,14:31,1,4,IND 4,28,31,Priest Holmes left end for 3 yards (tackle by Bob Sanders),6.280,5.910
4,13:48,2,1,IND 1,28,31,Priest Holmes up the middle for no gain (tackle by Mike Doss),5.910,5.170
4,13:48,3,1,IND 1,28,31,Penalty on Larry Tripplett: Encroachment (no play),5.170,5.170
4,13:02,3,1,IND 1,28,37,"Priest Holmes left end for 1 yard, touchdown",5.170,7.000
4,,,,IND 2,28,38,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,28,38,"Lawrence Tynes kicks off 55 yards, returned by Dominic Rhodes for 29 yards (tackle by Gary Stills)",0.000,1.860
4,12:51,1,10,IND 44,28,38,Peyton Manning pass complete to Edgerrin James for 2 yards (tackle by Kawika Mitchell),1.860,1.590
4,12:16,2,8,IND 46,28,38,Peyton Manning pass incomplete intended for Edgerrin James,1.590,0.890
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
4,12:16,3,8,IND 46,28,38,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Eric Warfield),0.890,-0.190
4,11:21,4,6,IND 48,28,38,"Penalty on Hunter Smith: Delay of Game, 5 yards (no play)",-0.190,-0.520
4,11:21,4,11,IND 43,28,38,"Hunter Smith punts 57 yards, touchback",-0.520,-0.280
4,11:15,1,10,KAN 20,28,38,Priest Holmes left end for 3 yards (tackle by Josh Williams),0.280,0.140
4,10:37,2,7,KAN 23,28,38,Trent Green pass complete to Johnnie Morton for 16 yards (tackle by Nick Harper),0.140,1.530
4,9:57,1,10,KAN 39,28,38,Priest Holmes up the middle for -1 yards (tackle by Dwight Freeney),1.530,0.850
4,9:16,2,11,KAN 38,28,38,Trent Green pass incomplete intended for Priest Holmes,0.850,0.170
4,9:13,3,11,KAN 38,28,38,Priest Holmes up the middle for 3 yards (tackle by Bob Sanders),0.170,-0.650
4,8:34,4,8,KAN 41,28,38,"Stephen Cheek punts 42 yards, returned by Jason David for 7 yards (tackle by Fred Jones)",-0.650,-0.540
4,8:25,1,10,IND 24,28,38,Peyton Manning pass complete to Dallas Clark for 20 yards (tackle by Eric Warfield),0.540,1.860
4,7:44,1,10,IND 44,28,38,Peyton Manning pass complete to Reggie Wayne for 31 yards (tackle by Greg Wesley),1.860,3.910
4,7:04,1,10,KAN 25,28,38,Peyton Manning pass incomplete intended for Reggie Wayne (defended by Jerome Woods),3.910,3.360
4,6:58,2,10,KAN 25,28,38,Peyton Manning pass complete to Edgerrin James for 12 yards (tackle by Shawn Barber),3.360,4.710
4,6:25,1,10,KAN 13,28,38,Peyton Manning pass incomplete intended for Marvin Harrison,4.710,4.050
4,6:15,2,10,KAN 13,28,38,Peyton Manning pass incomplete intended for Marvin Harrison,4.050,3.120
4,5:40,3,10,KAN 13,28,38,Peyton Manning pass complete to Reggie Wayne for 7 yards (tackle by Julian Battle),3.120,3.010
4,5:31,4,3,KAN 6,34,38,"Peyton Manning pass complete to Reggie Wayne for 6 yards, touchdown",3.010,7.000
4,,,,KAN 2,35,38,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,IND 30,35,38,"Mike Vanderjagt kicks off 62 yards, returned by Dante Hall for 22 yards",,
4,5:19,1,10,KAN 30,35,38,Trent Green pass complete to Johnnie Morton for 7 yards (tackle by Cato June),0.940,1.340
4,4:51,2,3,KAN 37,35,38,Priest Holmes up the middle for 15 yards (tackle by Cato June and Bob Sanders),1.340,2.390
4,4:09,1,10,IND 48,35,38,Trent Green pass complete to Tony Richardson for 1 yard (tackle by David Thornton),2.390,1.980
4,3:28,2,9,IND 47,35,38,Priest Holmes up the middle for 3 yards (tackle by Rob Morris),1.980,1.690
4,2:49,3,6,IND 44,35,38,Trent Green pass complete to Eddie Kennison for 25 yards (tackle by Bob Sanders),1.690,4.310
4,2:35,,,,35,38,Timeout #1 by Indianapolis Colts,0.000,4.310
4,2:35,1,10,IND 19,35,38,Priest Holmes up the middle for 2 yards (tackle by Raheem Brock),4.310,4.030
4,2:28,,,,35,38,Timeout #2 by Indianapolis Colts,0.000,4.030
4,2:28,2,8,IND 17,35,38,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Cato June),4.030,3.760
4,2:18,,,,35,38,Timeout #3 by Indianapolis Colts,0.000,3.760
4,2:18,3,5,IND 14,35,44,"Trent Green pass complete to Tony Gonzalez for 14 yards, touchdown. Penalty on Raheem Brock: Defensive Offside (Declined)",3.760,7.000
4,,,,IND 2,35,45,Lawrence Tynes kicks extra point good,0.000,0.000
4,,,,KAN 30,35,45,"Lawrence Tynes kicks off 56 yards, returned by Dominic Rhodes for 30 yards (tackle by Julian Battle)",0.000,1.860
4,2:10,1,10,IND 44,35,45,Peyton Manning pass complete to Brandon Stokley for 21 yards (tackle by Scott Fujita),1.860,3.250
4,2:00,1,10,KAN 35,35,45,Peyton Manning pass complete to Marcus Pollard for 10 yards,3.250,3.910
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,1:54,1,10,KAN 25,35,45,Peyton Manning pass incomplete is intercepted by Greg Wesley and returned for 65 yards (tackle by Jake Scott),3.910,-2.980
4,1:35,1,10,IND 39,35,45,Trent Green kneels for -1 yards,2.980,2.300
4,1:00,2,11,IND 40,35,45,Trent Green kneels for -1 yards,2.300,1.490
4,0:30,3,12,IND 41,35,45,Trent Green kneels for -1 yards,1.490,0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
