Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
2,2:42,,,,17,10,Timeout #2 by New England Patriots,0.000,2.210
2,2:42,3,10,NWE 32,17,10,Trent Green pass complete to Derrick Blaylock for 9 yards (tackle by Rodney Harrison),2.210,2.080
2,2:00,,,,17,10,Timeout #3 by New England Patriots,0.000,2.080
2,2:00,4,1,NWE 23,17,10,Derrick Blaylock up the middle for 1 yard (tackle by Tedy Bruschi),2.080,4.110
2,1:23,1,10,NWE 22,17,10,Trent Green right end for 6 yards (tackle by Ty Warren),4.110,4.460
2,1:11,,,,17,10,Timeout #1 by Kansas City Chiefs,0.000,4.460
2,1:11,2,4,NWE 16,17,10,Trent Green pass complete to Derrick Blaylock for 7 yards (tackle by Mike Vrabel),4.460,5.140
2,1:04,,,,17,10,Timeout #2 by Kansas City Chiefs,0.000,5.140
2,1:04,1,9,NWE 9,17,10,Trent Green pass incomplete intended for Jason Dunn,5.140,4.380
2,1:00,2,9,NWE 9,17,10,Trent Green pass incomplete intended for Dante Hall,4.380,3.360
2,0:54,3,9,NWE 9,17,10,Trent Green pass incomplete intended for Tony Gonzalez is intercepted by Rodney Harrison and returned for 12 yards (tackle by Trent Green),3.360,0.380
2,0:43,1,10,NWE 6,17,10,Tom Brady kneels for -1 yards,-0.380,-0.850
2,0:29,,,,17,10,Timeout #3 by Kansas City Chiefs,0.000,-0.850
2,0:26,2,11,NWE 5,17,10,Tom Brady kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,17,10,"Adam Vinatieri kicks off 68 yards, returned by Dante Hall for 25 yards (tackle by Tully Banta-Cain)",0.000,0.740
3,14:55,1,10,KAN 27,17,10,Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Tedy Bruschi),0.740,1.410
3,14:26,2,1,KAN 36,17,10,Derrick Blaylock up the middle for 4 yards (tackle by Ty Warren),1.410,1.600
3,13:49,1,10,KAN 40,17,10,"Penalty on Willie Roaf: False Start, 5 yards (no play)",1.600,1.270
3,13:29,1,15,KAN 35,17,10,Trent Green pass incomplete intended for Derrick Blaylock,1.270,0.380
3,13:24,2,15,KAN 35,17,10,Derrick Blaylock up the middle for 2 yards (tackle by Richard Seymour),0.380,-0.030
3,12:46,3,13,KAN 37,17,10,Trent Green pass complete to Johnnie Morton for 17 yards,-0.030,2.520
3,12:19,1,10,NWE 46,17,10,"Trent Green pass incomplete intended for Johnnie Morton. Penalty on Willie Roaf: Offensive Holding, 10 yards (no play)",2.520,1.860
3,12:13,1,20,KAN 44,17,10,Derrick Blaylock right end for 3 yards (tackle by Ty Warren),1.860,1.030
3,11:29,2,17,KAN 47,17,10,Trent Green pass incomplete (defended by Ty Warren),1.030,0.370
3,11:24,3,17,KAN 47,17,10,Trent Green pass complete to Johnnie Morton for 19 yards (tackle by Randall Gay),0.370,3.310
3,10:44,1,10,NWE 34,17,10,Derrick Blaylock left tackle for 4 yards (tackle by Mike Vrabel),3.310,3.310
3,10:08,2,6,NWE 30,17,10,Derrick Blaylock right tackle for 2 yards (tackle by Ty Warren),3.310,2.870
3,9:27,3,4,NWE 28,17,10,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Tedy Bruschi),2.870,4.710
3,8:48,1,10,NWE 13,17,10,Derrick Blaylock up the middle for 1 yard (tackle by Keith Traylor),4.710,4.220
3,8:11,2,9,NWE 12,17,10,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Rodney Harrison),4.220,5.010
3,7:33,3,1,NWE 4,17,10,Derrick Blaylock up the middle for -1 yards (tackle by Tedy Bruschi),5.010,3.030
3,6:48,4,2,NWE 5,17,13,Lawrence Tynes 24 yard field goal good,3.030,3.000
3,,,,KAN 30,17,13,"Lawrence Tynes kicks off 63 yards, returned by Bethel Johnson for 18 yards (tackle by William Bartee)",0.000,0.610
3,6:39,1,10,NWE 25,17,13,Tom Brady pass incomplete intended for David Patten (defended by Julian Battle),0.610,0.060
3,6:31,2,10,NWE 25,17,13,Corey Dillon up the middle for 3 yards (tackle by Eric Hicks),0.060,-0.230
3,5:49,3,7,NWE 28,17,13,Tom Brady pass complete to David Patten for 46 yards (tackle by Julian Battle),-0.230,3.840
3,5:03,1,10,KAN 26,23,13,"Tom Brady pass complete to Deion Branch for 26 yards, touchdown. Penalty on Benny Sapp: Defensive Offside (Declined)",3.840,7.000
3,,,,KAN 2,24,13,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,24,13,"Adam Vinatieri kicks off 68 yards, returned by Dante Hall for 26 yards (tackle by Dexter Reid)",0.000,0.810
3,4:48,1,10,KAN 28,24,13,Trent Green pass complete to Jason Dunn for 7 yards (tackle by Rodney Harrison),0.810,1.210
3,4:10,2,3,KAN 35,24,13,Derrick Blaylock up the middle for 3 yards (tackle by Jarvis Green),1.210,1.470
3,3:39,1,10,KAN 38,24,13,Trent Green pass complete to Dante Hall for 19 yards (tackle by Rodney Harrison),1.470,2.720
3,2:59,1,10,NWE 43,24,13,"Penalty on Eddie Kennison: False Start, 5 yards (no play)",2.720,2.390
3,2:38,1,15,NWE 48,24,13,Derrick Blaylock up the middle for 6 yards (tackle by Mike Vrabel),2.390,2.310
3,2:03,2,9,NWE 42,24,13,Trent Green pass incomplete intended for Johnnie Morton,2.310,1.620
3,1:55,3,9,NWE 42,24,13,Trent Green pass incomplete intended for Eddie Kennison. Penalty on Brian Waters: Offensive Holding (Declined),1.620,0.460
3,1:51,4,9,NWE 42,24,13,"Stephen Cheek punts 27 yards, fair catch by Kevin Faulk",0.460,0.220
3,1:42,1,10,NWE 15,24,13,Tom Brady pass complete to Corey Dillon for 20 yards (tackle by Quinton Caver),-0.220,1.270
3,0:56,1,10,NWE 35,24,13,"Tom Brady pass incomplete intended for Deion Branch. Penalty on Gary Stills: Defensive Offside, 5 yards (no play)",1.270,2.000
3,0:51,1,5,NWE 40,24,13,Corey Dillon up the middle for 3 yards (tackle by Ryan Sims),2.000,1.800
3,0:18,2,2,NWE 43,24,13,Corey Dillon up the middle for 18 yards (tackle by Greg Wesley),1.800,2.980
Quarter,Time,Down,ToGo,Location,NWE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 39,24,13,Tom Brady pass incomplete intended for David Patten,2.980,2.440
4,14:54,2,10,KAN 39,24,13,Corey Dillon left end for no gain (tackle by Kawika Mitchell),2.440,1.750
4,14:10,3,10,KAN 39,24,13,Tom Brady pass complete to Deion Branch for 22 yards (tackle by Greg Wesley). Penalty on Dexter McCleon: Defensive Holding (Declined),1.750,4.440
4,13:47,1,10,KAN 17,24,13,Corey Dillon left tackle for 2 yards (tackle by Jared Allen),4.440,4.150
4,13:09,2,8,KAN 15,24,13,Corey Dillon up the middle for no gain (tackle by Vonnie Holliday),4.150,3.340
4,12:30,3,8,KAN 15,24,13,Tom Brady pass complete to Patrick Pass for 10 yards,3.340,6.060
4,12:04,1,5,KAN 5,24,13,"Corey Dillon up the middle for no gain (tackle by Fred Jones). Corey Dillon fumbles (forced by Fred Jones), recovered by Lional Dalton at KAN-3 (tackle by Steve Neal)",6.060,0.380
4,11:58,1,10,KAN 3,24,13,Trent Green pass complete to Tony Richardson for 7 yards (tackle by Asante Samuel),-0.380,-0.270
4,11:13,2,3,KAN 10,24,13,Derrick Blaylock left end for 14 yards (tackle by Rodney Harrison and Mike Vrabel),-0.270,0.540
4,10:26,1,10,KAN 24,24,13,Trent Green pass complete to Derrick Blaylock for 4 yards (tackle by Roman Phifer),0.540,0.540
4,9:44,2,6,KAN 28,24,13,Trent Green pass incomplete intended for Tony Gonzalez,0.540,-0.160
4,9:42,3,6,KAN 28,24,13,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Tedy Bruschi),-0.160,1.990
4,9:01,1,10,KAN 46,24,13,Derrick Blaylock up the middle for 6 yards (tackle by Mike Vrabel),1.990,2.260
4,8:34,2,4,NWE 48,24,13,Trent Green pass complete to Dante Hall for 9 yards (tackle by Mike Vrabel),2.260,2.980
4,8:03,1,10,NWE 39,24,13,"Trent Green sacked by Ty Warren for -6 yards. Trent Green fumbles (forced by Ty Warren), recovered by Trent Green at NWE-45",2.980,1.630
4,7:32,2,16,NWE 45,24,13,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Rodney Harrison),1.630,1.620
4,6:52,3,11,NWE 40,24,13,Trent Green pass complete to Derrick Blaylock for 14 yards (tackle by Tedy Bruschi),1.620,3.840
4,6:19,1,10,NWE 26,24,19,"Trent Green pass complete to Eddie Kennison for 26 yards, touchdown",3.840,7.000
4,6:13,,,,24,19,Timeout #1 by New England Patriots,0.000,0.000
4,,,,,24,19,"Two Point Attempt: Trent Green pass incomplete intended for Eddie Kennison, conversion fails",1.000,-1.000
4,,,,KAN 30,24,19,"Lawrence Tynes kicks off 50 yards, returned by Bethel Johnson for 16 yards (tackle by Quinton Caver)",0.000,1.330
4,6:07,1,10,NWE 36,24,19,Corey Dillon up the middle for 5 yards (tackle by Kawika Mitchell),1.330,1.470
4,5:36,2,5,NWE 41,24,19,Corey Dillon up the middle for 9 yards (tackle by Benny Sapp),1.470,2.260
4,4:58,1,10,KAN 50,24,19,Tom Brady pass complete to Christian Fauria for 14 yards (tackle by Kawika Mitchell),2.260,3.180
4,4:12,1,10,KAN 36,24,19,Tom Brady pass complete to Deion Branch for 9 yards (tackle by Shaunard Harts),3.180,3.850
4,3:29,2,1,KAN 27,24,19,Tom Brady pass incomplete,3.850,3.140
4,3:23,3,1,KAN 27,24,19,Tom Brady up the middle for 3 yards (tackle by Lional Dalton),3.140,3.970
4,2:41,1,10,KAN 24,24,19,Corey Dillon left tackle for 6 yards (tackle by John Browning),3.970,4.290
4,2:35,,,,24,19,Timeout #1 by Kansas City Chiefs,0.000,4.290
4,2:35,2,4,KAN 18,24,19,"Corey Dillon up the middle for no gain (tackle by Shaunard Harts). Penalty on John Browning: Defensive Offside, 5 yards (no play)",4.290,4.710
4,2:31,1,10,KAN 13,24,19,"Penalty on Christian Fauria: False Start, 5 yards (no play)",4.710,4.290
4,2:31,1,15,KAN 18,24,19,Corey Dillon left end for 3 yards (tackle by John Browning),4.290,3.760
4,2:00,2,12,KAN 15,24,19,Corey Dillon up the middle for 4 yards (tackle by Greg Wesley),3.760,3.450
4,1:55,,,,24,19,Timeout #2 by Kansas City Chiefs,0.000,3.450
4,1:55,3,8,KAN 11,24,19,Corey Dillon right tackle for 1 yard (tackle by Kawika Mitchell),3.450,2.760
4,1:48,,,,24,19,Timeout #3 by Kansas City Chiefs,0.000,2.760
4,1:47,4,7,KAN 10,27,19,Adam Vinatieri 28 yard field goal good,2.760,3.000
4,,,,NWE 30,27,19,"Adam Vinatieri kicks off 57 yards, returned by Dante Hall for 19 yards (tackle by Eugene Wilson)",0.000,1.070
4,1:39,1,10,KAN 32,27,19,Trent Green pass incomplete intended for Eddie Kennison (defended by Asante Samuel),1.070,0.530
4,1:33,,,,27,19,Timeout #2 by New England Patriots,0.000,0.530
4,1:33,2,10,KAN 32,27,19,Trent Green pass incomplete intended for Derrick Blaylock,0.530,-0.160
4,1:28,3,10,KAN 32,27,19,Trent Green pass complete to Dante Hall for 4 yards (tackle by Randall Gay),-0.160,-0.980
4,1:02,4,6,KAN 36,27,19,Trent Green sacked by Willie McGinest for -10 yards,-0.980,-3.840
4,0:53,1,10,KAN 26,27,19,Tom Brady kneels for -1 yards,3.840,3.160
4,0:53,2,11,KAN 27,27,19,Tom Brady kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
