Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
2,0:32,2,1,DEN 43,7,10,Russell Wilson pass complete short right to Melvin Gordon for 9 yards (tackle by Foyesade Oluokun and Rayshawn Jenkins),1.870,2.390
2,0:16,1,10,JAX 48,7,10,Russell Wilson spiked the ball,2.390,1.850
2,0:15,,,,,,Timeout #2 by Jacksonville Jaguars,,
2,0:15,2,10,JAX 48,7,10,Russell Wilson sacked by Dawuane Smoot for -7 yards,1.850,0.230
2,0:10,,,,,,Timeout #3 by Denver Broncos,,
2,0:10,3,17,DEN 45,7,10,Russell Wilson pass incomplete deep right intended for KJ Hamler (defended by Andre Cisco),0.230,-0.390
2,0:03,4,17,DEN 45,7,10,Russell Wilson pass incomplete deep right,-0.390,1.930
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,10,"Brandon McManus kicks off 66 yards, returned by Chris Claybrooks for 22 yards (tackle by Justin Strnad and Jonas Griffith)",0.000,0.540
3,14:54,1,10,JAX 24,7,10,Travis Etienne right end for 1 yard (tackle by D.J. Jones),0.540,0.130
3,14:20,2,9,JAX 25,7,10,Trevor Lawrence pass complete short right to Evan Engram for 18 yards (tackle by Kareem Jackson),0.130,1.800
3,13:43,1,10,JAX 43,7,10,Travis Etienne left tackle for 5 yards (tackle by Bradley Chubb and Patrick Surtain),1.800,1.930
3,13:02,2,5,JAX 48,7,10,Trevor Lawrence pass complete short left to Zay Jones for 4 yards (tackle by Damarri Mathis),1.930,1.750
3,12:26,3,1,DEN 48,7,10,Travis Etienne up the middle for 7 yards (tackle by Kareem Jackson),1.750,2.850
3,11:44,1,10,DEN 41,7,10,Trevor Lawrence pass complete short right to Jamycal Hasty for -4 yards (tackle by Patrick Surtain),2.850,1.770
3,11:05,2,14,DEN 45,7,10,"Trevor Lawrence sacked by Nik Bonitto for -13 yards. Trevor Lawrence fumbles (forced by Nik Bonitto), recovered by Tyler Shatley at JAC-41 (tackle by Nik Bonitto)",1.770,-0.760
3,10:06,3,28,JAX 41,7,10,Jamycal Hasty right guard for 12 yards (tackle by Bradley Chubb),-0.760,0.130
3,9:41,4,16,DEN 47,7,10,Logan Cooke punts 45 yards downed by Daniel Thomas,0.130,0.380
3,9:29,1,10,DEN 2,7,10,Russell Wilson pass complete short right to Greg Dulcich for 18 yards (tackle by Andre Cisco),-0.380,0.280
3,8:58,1,10,DEN 20,7,10,Latavius Murray right tackle for 4 yards (tackle by Josh Allen),0.280,0.270
3,8:28,2,6,DEN 24,7,10,Russell Wilson pass complete short middle to Greg Dulcich for 22 yards (tackle by Rayshawn Jenkins),0.270,1.990
3,7:57,1,10,DEN 46,7,10,Latavius Murray up the middle for 5 yards (tackle by DaVon Hamilton and Travon Walker),1.990,2.130
3,7:21,2,5,JAX 49,7,10,Russell Wilson pass complete short left to Jerry Jeudy for 5 yards (tackle by Tyson Campbell and Devin Lloyd),2.130,2.650
3,6:36,1,10,JAX 44,7,10,Russell Wilson pass complete short middle to KJ Hamler for 5 yards (tackle by Tre Herndon),2.650,2.780
3,6:22,2,5,JAX 39,7,10,Russell Wilson pass complete deep right to Greg Dulcich for 38 yards (tackle by Tre Herndon and Rayshawn Jenkins),2.780,6.970
3,5:44,1,1,JAX 1,7,10,Melvin Gordon up the middle for no gain (tackle by Travon Walker and Folorunso Fatukasi),6.970,5.910
3,5:10,2,1,JAX 1,13,10,"Melvin Gordon left tackle for 1 yard, touchdown",5.910,7.000
3,5:07,,,JAX 15,14,10,Brandon McManus kicks extra point good,0.000,0.000
3,5:07,,,DEN 35,14,10,"Penalty on Roy Robertson-Harris: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.000,-2.260
3,5:07,1,10,DEN 50,14,10,"Brandon McManus kicks off 50 yards, touchback.",2.260,0.610
3,5:07,1,10,JAX 25,14,10,"Trevor Lawrence pass complete short middle to Travis Etienne for 4 yards (tackle by Alex Singleton and Josey Jewell). Penalty on Damarri Mathis: Illegal Contact, 5 yards (accepted) (no play)",0.610,0.940
3,4:52,1,10,JAX 30,14,10,Travis Etienne left guard for 9 yards (tackle by K'Waun Williams and Kareem Jackson),0.940,1.610
3,4:13,2,1,JAX 39,14,10,Travis Etienne left tackle for 3 yards (tackle by Matt Henningsen),1.610,1.730
3,3:41,1,10,JAX 42,14,10,Travis Etienne up the middle for 3 yards (tackle by Alex Singleton),1.730,1.590
3,3:04,2,7,JAX 45,14,10,Trevor Lawrence pass complete short right to Chris Manhertz for -1 yards (tackle by Josey Jewell),1.590,0.760
3,2:20,3,8,JAX 44,14,10,Trevor Lawrence pass incomplete short right intended for Marvin Jones,0.760,-0.460
3,2:17,4,8,JAX 44,14,10,"Logan Cooke punts 43 yards, returned by Montrell Washington for 12 yards (tackle by Shaquille Quarterman)",-0.460,-0.610
3,2:06,1,10,DEN 25,14,10,Russell Wilson pass incomplete deep left intended for Jerry Jeudy,0.610,0.060
3,2:01,2,10,DEN 25,14,10,Latavius Murray up the middle for 2 yards (tackle by DaVon Hamilton),0.060,-0.360
3,1:15,3,8,DEN 27,14,10,Russell Wilson sacked by and Dawuane Smoot for -8 yards and Travon Walker for -8 yards,-0.360,-2.140
3,0:38,4,16,DEN 19,14,10,"Corliss Waitman punts 51 yards, returned by Christian Kirk for 9 yards (tackle by Justin Strnad)",-2.140,-1.530
3,0:30,1,10,JAX 39,14,10,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",1.530,1.200
3,0:30,1,15,JAX 34,14,10,Trevor Lawrence pass incomplete short right intended for Christian Kirk,1.200,0.310
3,0:23,2,15,JAX 34,14,10,Trevor Lawrence pass complete short left to Travis Etienne for -6 yards (tackle by Josey Jewell),0.310,-1.150
Quarter,Time,Down,ToGo,Location,DEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,21,JAX 28,14,10,Trevor Lawrence scrambles left end for 9 yards (tackle by Jonas Griffith),-1.150,-0.910
4,14:27,4,12,JAX 37,14,10,"Logan Cooke punts 63 yards, touchback.",-0.910,-0.280
4,14:20,1,10,DEN 20,14,10,Melvin Gordon up the middle for 4 yards (tackle by Roy Robertson-Harris and Folorunso Fatukasi),0.280,0.270
4,13:49,2,6,DEN 24,14,10,Russell Wilson scrambles left end for 4 yards (tackle by Foyesade Oluokun),0.270,0.100
4,13:25,3,2,DEN 28,14,10,"Penalty on Dalton Risner: False Start, 5 yards (accepted) (no play)",0.100,-0.560
4,13:08,3,7,DEN 23,14,10,Russell Wilson pass incomplete short right intended for Melvin Gordon (defended by Arden Key),-0.560,-1.830
4,13:04,4,7,DEN 23,14,10,"Corliss Waitman punts 54 yards, returned by Christian Kirk for 6 yards (tackle by Mitchell Fraboni)",-1.830,-0.870
4,12:51,1,10,JAX 29,14,10,Travis Etienne right tackle for 8 yards (tackle by Patrick Surtain),0.870,1.410
4,12:11,2,2,JAX 37,14,10,"Travis Etienne left guard for no gain (tackle by Justin Simmons). Penalty on Luke Fortner: Offensive Holding, 10 yards (accepted) (no play)",1.410,0.060
4,11:45,2,12,JAX 27,14,10,Trevor Lawrence pass complete short middle to Zay Jones for 17 yards (tackle by Josey Jewell),0.060,1.860
4,11:08,1,10,JAX 44,14,10,Trevor Lawrence pass incomplete short left intended for Jamycal Hasty,1.860,1.320
4,11:03,2,10,JAX 44,14,10,Travis Etienne left tackle for 9 yards (tackle by Kareem Jackson and Jonas Griffith),1.320,1.820
4,10:18,3,1,DEN 47,14,10,Trevor Lawrence up the middle for 3 yards (tackle by Dre'Mont Jones),1.820,2.650
4,9:33,1,10,DEN 44,14,10,Travis Etienne left tackle for 2 yards (tackle by Matt Henningsen and D.J. Jones),2.650,2.380
4,8:56,2,8,DEN 42,14,10,Trevor Lawrence pass incomplete deep middle intended for Marvin Jones,2.380,1.690
4,8:51,3,8,DEN 42,14,10,"Trevor Lawrence sacked by Dre'Mont Jones for -6 yards. Penalty on Cam Robinson: Offensive Holding, 10 yards (declined)",1.690,0.070
4,8:23,4,15,DEN 48,14,10,"Logan Cooke punts 42 yards, returned by Montrell Washington for 1 yard (tackle by Chris Claybrooks)",0.070,0.380
4,8:18,1,10,DEN 7,14,10,Russell Wilson pass incomplete short left,-0.380,-0.780
4,8:12,2,10,DEN 7,14,10,Melvin Gordon right guard for no gain (tackle by Foyesade Oluokun and Folorunso Fatukasi),-0.780,-1.420
4,7:28,3,10,DEN 7,14,10,Russell Wilson pass incomplete deep left intended for Greg Dulcich,-1.420,-2.490
4,7:18,4,10,DEN 7,14,10,"Corliss Waitman punts 50 yards, returned by Christian Kirk for 10 yards (tackle by Jonas Griffith and Mitchell Fraboni)",-2.490,-2.460
4,7:06,1,10,DEN 47,14,10,Trevor Lawrence pass complete short middle to Christian Kirk for 25 yards (tackle by Patrick Surtain),2.460,4.110
4,6:22,1,10,DEN 22,14,10,Travis Etienne right tackle for 11 yards (tackle by Matt Henningsen),4.110,4.840
4,5:33,1,10,DEN 11,14,10,Zay Jones right end for 7 yards (tackle by Kareem Jackson),4.840,5.470
4,5:07,2,3,DEN 4,14,10,Travis Etienne up the middle for 3 yards (tackle by Mike Purcell and Dre'Mont Jones),5.470,6.970
4,4:33,1,1,DEN 1,14,10,Travis Etienne right guard for no gain (tackle by Josey Jewell and Jonathon Cooper),6.970,5.910
4,3:57,2,1,DEN 1,14,16,"Travis Etienne right guard for 1 yard, touchdown",5.910,7.000
4,3:54,,,DEN 15,14,17,Riley Patterson kicks extra point good,0.000,0.000
4,3:54,,,JAX 35,14,17,"Riley Patterson kicks off 65 yards, returned by Montrell Washington for 20 yards (tackle by Chad Muma)",0.000,0.280
4,3:49,1,10,DEN 20,14,17,Russell Wilson pass complete deep right to KJ Hamler for 47 yards (tackle by Tre Herndon),0.280,3.380
4,2:59,1,10,JAX 33,14,17,Russell Wilson pass incomplete short middle intended for Courtland Sutton,3.380,2.840
4,2:53,2,10,JAX 33,14,17,Latavius Murray right guard for 5 yards (tackle by Foyesade Oluokun and Andre Cisco),2.840,2.810
4,2:10,3,5,JAX 28,14,17,Russell Wilson scrambles left end for 10 yards (tackle by Andre Cisco),2.810,4.370
4,2:00,1,10,JAX 18,14,17,KJ Hamler right end for 9 yards (tackle by Tre Herndon),4.370,5.420
4,1:54,2,1,JAX 9,14,17,Latavius Murray right tackle for 7 yards (tackle by Foyesade Oluokun),5.420,6.740
4,1:47,,,,,,Timeout #1 by Jacksonville Jaguars,,
4,1:47,1,2,JAX 2,20,17,"Latavius Murray up the middle for 2 yards, touchdown",6.740,7.000
4,1:43,,,JAX 15,21,17,Brandon McManus kicks extra point good,0.000,0.000
4,1:43,,,DEN 35,21,17,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,1:43,1,10,JAX 25,21,17,Trevor Lawrence pass short right intended for Christian Kirk is intercepted by K'Waun Williams at JAC-35 and returned for no gain (tackle by Christian Kirk),0.610,-3.250
4,1:36,1,10,JAX 35,21,17,Latavius Murray left guard for no gain (tackle by Roy Robertson-Harris and Folorunso Fatukasi),3.250,2.700
4,1:30,,,,,,Timeout #2 by Jacksonville Jaguars,,
4,1:30,2,10,JAX 35,21,17,Latavius Murray right guard for 6 yards (tackle by Foyesade Oluokun),2.700,2.810
4,1:24,,,,,,Timeout #3 by Jacksonville Jaguars,,
4,1:24,3,4,JAX 29,21,17,Latavius Murray left guard for 3 yards (tackle by Tyson Campbell and Devin Lloyd),2.810,1.890
4,0:36,,,,,,Timeout #1 by Denver Broncos,,
4,0:36,4,1,JAX 26,21,17,"Russell Wilson for 1 yard (tackle by Folorunso Fatukasi) Replay Assistant challenged the first down ruling, and the play was upheld.",1.890,3.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
