Quarter,Time,Down,ToGo,Location,IND,CLE,Detail,EPB,EPA
4,7:05,1,10,IND 30,20,29,Philip Rivers pass complete short right to T.Y. Hilton for 13 yards (tackle by Denzel Ward). Penalty on Denzel Ward: Defensive Holding (Declined),0.940,1.800
4,6:53,1,10,IND 43,20,29,Philip Rivers pass complete short middle to Trey Burton for 6 yards (tackle by B.J. Goodson),1.800,2.060
4,6:22,2,4,IND 49,20,29,Philip Rivers pass complete short right to T.Y. Hilton for 11 yards (tackle by Denzel Ward),2.060,2.920
4,5:47,1,10,CLE 40,20,29,Philip Rivers pass incomplete deep right intended for T.Y. Hilton,2.920,2.370
4,5:43,2,10,CLE 40,20,29,Philip Rivers pass complete short left to Trey Burton for 6 yards (tackle by Kevin Johnson),2.370,2.480
4,5:21,3,4,CLE 34,20,29,Philip Rivers pass complete short middle to Marcus Johnson for 13 yards (tackle by Andrew Sendejo),2.480,4.170
4,4:45,1,10,CLE 21,20,29,"Philip Rivers pass complete short right to Nyheim Hines for 12 yards (tackle by B.J. Goodson and Andrew Sendejo). Penalty on Quenton Nelson: Offensive Holding, 10 yards (no play)",4.170,3.510
4,4:38,1,20,CLE 31,20,29,Philip Rivers pass complete short right to Trey Burton for 10 yards (tackle by Kevin Johnson and B.J. Goodson),3.510,3.630
4,4:06,2,10,CLE 21,20,29,Philip Rivers pass complete short right to Trey Burton for 10 yards (tackle by Denzel Ward),3.630,4.840
4,3:40,1,10,CLE 11,20,29,Philip Rivers pass incomplete short right intended for Trey Burton,4.840,4.140
4,3:36,2,10,CLE 11,20,29,Philip Rivers pass incomplete short right intended for T.Y. Hilton (defended by Denzel Ward),4.140,3.130
4,3:32,3,10,CLE 11,20,29,Philip Rivers pass complete short left to Marcus Johnson for 4 yards (tackle by Kevin Johnson),3.130,2.980
4,2:54,4,6,CLE 7,23,29,Rodrigo Blankenship 25 yard field goal good,2.980,3.000
4,2:50,,,IND 35,23,29,"Rigoberto Sanchez kicks off 61 yards, returned by Donovan Peoples-Jones for 28 yards (tackle by George Odum and E.J. Speed)",0.000,1.070
4,2:44,1,10,CLE 32,23,29,Kareem Hunt right tackle for 10 yards (tackle by Khari Willis and Kenny Moore),1.070,1.730
4,2:35,,,,,,Timeout #1 by Indianapolis Colts,,
4,2:35,1,10,CLE 42,23,29,Kareem Hunt left guard for 1 yard (tackle by Denico Autry and Zaire Franklin),1.730,1.320
4,2:30,,,,,,Timeout #2 by Indianapolis Colts,,
4,2:30,2,9,CLE 43,23,29,Baker Mayfield pass incomplete short left intended for Austin Hooper,1.320,0.630
4,2:27,3,9,CLE 43,23,29,D'Ernest Johnson left guard for 28 yards (tackle by Julian Blackmon),0.630,3.640
4,2:00,1,10,IND 29,23,29,D'Ernest Johnson left tackle for 2 yards (tackle by Grover Stewart),3.640,3.370
4,1:56,,,,,,Timeout #3 by Indianapolis Colts,,
4,1:56,2,8,IND 27,23,29,D'Ernest Johnson left guard for 1 yard (tackle by DeForest Buckner),3.370,2.810
4,1:10,3,7,IND 26,23,29,D'Ernest Johnson left tackle for -2 yards (tackle by Anthony Walker and Bobby Okereke),2.810,1.590
4,0:25,,,,,,Timeout #1 by Cleveland Browns,,
4,0:25,4,9,IND 28,23,32,Cody Parkey 46 yard field goal good,1.590,3.000
4,0:21,,,CLE 35,23,32,"Cody Parkey kicks off 74 yards, returned by Isaiah Rodgers for 31 yards (tackle by Sione Takitaki)",0.000,0.410
4,0:16,1,10,IND 22,23,32,Philip Rivers pass complete short left to Trey Burton for 1 yard (tackle by Malcolm Smith),0.410,0.000
4,0:12,2,9,IND 23,23,32,Philip Rivers pass complete short right to Nyheim Hines for 18 yards (tackle by B.J. Goodson and Kevin Johnson),0.000,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
