Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
1,9:12,1,2,PHI 2,6,7,"Kevin Jones up the middle for 2 yards, touchdown",6.740,7.000
1,,,,PHI 2,7,7,Jason Hanson kicks extra point good,0.000,0.000
1,,,,DET 30,7,7,"Jason Hanson kicks off 68 yards, returned by Correll Buckhalter for 21 yards (tackle by Casey Fitzsimmons)",0.000,0.480
1,9:01,1,10,PHI 23,7,7,Brian Westbrook left tackle for 3 yards (tackle by Shaun Rogers),0.480,0.340
1,8:20,2,7,PHI 26,7,7,Donovan McNabb pass incomplete short right intended for Kevin Curtis,0.340,-0.360
1,8:12,3,7,PHI 26,7,7,Donovan McNabb pass complete short left to Reggie Brown for 19 yards (tackle by Stanley Wilson),-0.360,1.930
1,7:30,1,10,PHI 45,7,7,"Donovan McNabb for 6 yards. Penalty on Paris Lenon: Illegal Contact, 5 yards",1.930,2.650
1,7:06,1,10,DET 44,7,7,Brian Westbrook left tackle for 15 yards (tackle by Gerald Alexander),2.650,3.640
1,6:22,1,10,DET 29,7,7,Correll Buckhalter up the middle for 3 yards (tackle by Corey Smith),3.640,3.510
1,5:42,2,7,DET 26,7,7,Donovan McNabb pass complete short left to Kevin Curtis for 6 yards (tackle by Gerald Alexander),3.510,3.600
1,5:04,3,1,DET 20,7,7,Thomas Tapeh up the middle for 3 yards (tackle by Kenoy Kennedy),3.600,4.440
1,4:19,1,10,DET 17,7,7,Brian Westbrook right end for 12 yards (tackle by Gerald Alexander),4.440,6.060
1,3:46,1,5,DET 5,7,13,"Brian Westbrook left end for 5 yards, touchdown",6.060,7.000
,,,,,,,"DET challenged the fumble ruling, and the play was upheld.",,
1,,,,DET 2,7,14,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,14,"David Akers kicks off 69 yards, returned by Brian Calhoun for 24 yards (tackle by Matt McCoy)",0.000,0.610
1,3:35,1,10,DET 25,7,14,Jon Kitna pass incomplete short middle intended for Tatum Bell,0.610,0.060
1,3:30,2,10,DET 25,7,14,Jon Kitna pass incomplete short right intended for Roy E. Williams (defended by Omar Gaither),0.060,-0.620
1,3:26,3,10,DET 25,7,14,Jon Kitna pass incomplete short right intended for Roy E. Williams. Penalty on George Foster: Illegal Formation (Declined),-0.620,-1.700
1,3:24,4,10,DET 25,7,14,"Nick Harris punts 52 yards, returned by Reno Mahe for 9 yards (tackle by Casey Fitzsimmons)",-1.700,-1.070
1,3:13,1,10,PHI 32,7,20,"Donovan McNabb pass complete deep middle to Kevin Curtis for 68 yards, touchdown",1.070,7.000
1,,,,DET 2,7,21,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,21,"David Akers kicks off 66 yards, returned by Brian Calhoun for 31 yards (tackle by Thomas Tapeh)",0.000,1.270
1,2:58,1,10,DET 35,7,21,Kevin Jones right end for 1 yard (tackle by Takeo Spikes),1.270,0.860
1,2:38,2,9,DET 36,7,21,Jon Kitna pass complete short left to Roy E. Williams for 6 yards (tackle by Sheldon Brown),0.860,0.960
1,2:01,3,3,DET 42,7,21,Jon Kitna pass incomplete short left intended for Roy E. Williams,0.960,-0.590
1,1:57,4,3,DET 42,7,21,Nick Harris punts 36 yards,-0.590,-0.410
1,1:47,1,10,PHI 22,7,21,Donovan McNabb pass complete deep middle to Kevin Curtis for 23 yards (tackle by Gerald Alexander),0.410,1.930
1,1:08,1,10,PHI 45,7,21,Donovan McNabb pass complete short left to Kevin Curtis for 8 yards (tackle by Stanley Wilson),1.930,2.460
1,0:28,2,2,DET 47,7,21,Donovan McNabb pass complete short left to Brian Westbrook for 8 yards (tackle by Keith Smith),2.460,2.980
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 39,7,21,Brian Westbrook left tackle for 4 yards (tackle by Cory Redding),2.980,2.980
2,14:15,2,6,DET 35,7,21,Correll Buckhalter left end for 24 yards (tackle by Gerald Alexander),2.980,4.840
2,13:31,1,10,DET 11,7,21,Brian Westbrook right end for -1 yards (tackle by Kenoy Kennedy and Shaun Rogers),4.840,3.980
2,12:51,2,11,DET 12,7,27,"Donovan McNabb pass complete short left to Kevin Curtis for 12 yards, touchdown",3.980,7.000
2,,,,DET 2,7,28,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,28,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,12:45,1,10,DET 20,7,28,Jon Kitna sacked by Juqua Parker for 0 yards,0.280,-0.270
2,12:11,2,10,DET 20,7,28,Jon Kitna pass incomplete deep left intended for Shaun McDonald,-0.270,-0.960
2,12:11,3,10,DET 20,7,28,Jon Kitna sacked by Quintin Mikell for -12 yards,-0.960,-2.490
2,11:50,4,22,DET 8,7,28,"Nick Harris punts 47 yards, returned by Reno Mahe for 12 yards (tackle by Idrees Bashir)",-2.490,-2.720
2,11:40,1,10,DET 43,7,34,"Donovan McNabb pass complete deep left to Kevin Curtis for 43 yards, touchdown",2.720,7.000
2,,,,DET 2,7,35,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,7,35,"David Akers kicks off 70 yards, touchback",0.000,0.280
2,11:31,1,10,DET 20,7,35,Jon Kitna pass complete short right to Calvin Johnson for 19 yards (tackle by Joselio Hanson),0.280,1.530
2,10:58,1,10,DET 39,7,35,Jon Kitna pass complete short right to Kevin Jones for 16 yards (tackle by Sean Considine),1.530,2.590
2,10:33,1,10,PHI 45,7,35,"Penalty on George Foster: False Start, 5 yards (no play)",2.590,2.260
2,10:20,1,15,,7,35,Jon Kitna pass complete short left to Mike Furrey for 5 yards (tackle by Joselio Hanson),2.260,2.040
2,9:49,2,10,PHI 45,7,35,"Jon Kitna sacked by Trent Cole for -5 yards. Jon Kitna fumbles (forced by Trent Cole), recovered by Jon Kitna at tm_-50",2.040,0.700
2,9:18,3,15,,7,35,Jon Kitna pass complete deep left to Calvin Johnson for 39 yards (tackle by Sean Considine),0.700,4.840
2,8:58,1,10,PHI 11,7,35,Jon Kitna pass incomplete short right intended for Roy E. Williams,4.840,4.140
2,8:51,2,10,PHI 11,13,35,"Jon Kitna pass complete short right to Shaun McDonald for 11 yards, touchdown",4.140,7.000
2,,,,PHI 2,14,35,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,35,"Jason Hanson kicks off 73 yards, returned by Correll Buckhalter for 25 yards (tackle by Eric Frampton)",0.000,0.410
2,8:40,1,10,PHI 22,14,35,Donovan McNabb pass complete short right to Brian Westbrook for 47 yards (tackle by Gerald Alexander),0.410,3.510
2,8:00,,,,14,35,Timeout #1 by Philadelphia Eagles,0.000,3.510
2,8:00,1,10,DET 31,14,35,Donovan McNabb pass complete short middle to Matt Schobel for 10 yards (tackle by Ernie Sims),3.510,4.170
2,7:22,1,10,DET 21,14,35,Brian Westbrook left end for 14 yards (tackle by Gerald Alexander),4.170,5.600
2,6:36,1,7,DET 7,14,35,Brian Westbrook up the middle for 3 yards (tackle by Travis Fisher),5.600,5.340
2,5:57,2,4,DET 4,14,35,"Donovan McNabb sacked by Corey Smith for -8 yards. Donovan McNabb fumbles (forced by Corey Smith), recovered by Dewayne White at DET-9",5.340,0.380
2,5:34,1,10,DET 9,14,35,Jon Kitna pass complete short left to Tatum Bell for no gain,-0.380,-0.780
2,5:15,2,10,DET 9,20,35,"Jon Kitna pass complete short right to Roy E. Williams for 91 yards, touchdown. Penalty on Jevon Kearse: Defensive Offside (Declined)",-0.780,7.000
2,,,,PHI 2,21,35,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,21,35,"Jason Hanson kicks off 72 yards, returned by Correll Buckhalter for 14 yards (tackle by Idrees Bashir)",0.000,-0.350
2,4:56,1,10,PHI 12,21,35,Donovan McNabb for 2 yards,-0.350,-0.610
2,4:30,2,8,PHI 14,21,35,Brian Westbrook up the middle for 18 yards (tackle by Dewayne White),-0.610,1.070
2,3:49,1,10,PHI 32,21,35,Correll Buckhalter up the middle for 5 yards (tackle by Ernie Sims),1.070,1.200
2,3:09,2,5,PHI 37,21,35,Donovan McNabb pass complete deep right to Kevin Curtis for 18 yards (tackle by Kenoy Kennedy),1.200,2.590
2,2:28,1,10,DET 45,21,35,Correll Buckhalter up the middle for 2 yards (tackle by Dewayne White),2.590,2.310
2,2:00,2,8,DET 43,21,41,"Donovan McNabb pass complete short right to Brian Westbrook for 43 yards, touchdown",2.310,7.000
2,1:49,,,,21,41,Timeout #2 by Detroit Lions,0.000,0.000
2,,,,DET 2,21,42,David Akers kicks extra point good,0.000,0.000
2,,,,PHI 30,21,42,"David Akers kicks off 67 yards, returned by Brian Calhoun for 23 yards (tackle by Thomas Tapeh)",0.000,0.670
2,1:43,1,10,DET 26,21,42,Jon Kitna pass complete short middle to Roy E. Williams for 7 yards (tackle by Omar Gaither),0.670,1.070
2,1:23,2,3,DET 33,21,42,"Penalty on George Foster: False Start, 5 yards (no play)",1.070,0.400
2,1:22,2,8,DET 28,21,42,"Jon Kitna pass incomplete left intended for Calvin Johnson (defended by Darren Howard). Penalty on Will James: Illegal Contact, 5 yards (no play)",0.400,1.140
2,1:16,1,10,DET 33,21,42,Jon Kitna pass complete short left to Roy E. Williams for 9 yards (tackle by Sheldon Brown),1.140,1.810
2,1:12,2,1,DET 42,21,42,Jon Kitna pass incomplete deep left intended for Roy E. Williams,1.810,1.090
2,1:05,3,1,DET 42,21,42,Jon Kitna pass complete short right to Troy Walters for 13 yards (tackle by Joselio Hanson),1.090,2.590
2,0:58,1,10,PHI 45,21,42,Jon Kitna pass complete deep middle to Shaun McDonald for 23 yards (tackle by Will James),2.590,4.110
2,0:50,,,,21,42,Timeout #3 by Detroit Lions,0.000,4.110
2,0:49,1,10,PHI 22,21,42,Jon Kitna pass incomplete short right intended for Mike Furrey,4.110,3.560
2,0:46,2,10,PHI 22,21,42,Jon Kitna pass incomplete short left intended for Shaun McDonald (defended by Joselio Hanson),3.560,2.870
2,0:43,3,10,PHI 22,21,42,Jon Kitna pass incomplete deep right intended for Shaun McDonald is intercepted by Sean Considine,2.870,-0.280
2,0:33,1,10,PHI 20,21,42,Donovan McNabb kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,21,42,"Jason Hanson kicks off 71 yards, returned by Correll Buckhalter for 22 yards (tackle by Keith Smith)",0.000,0.340
3,14:55,1,10,PHI 21,21,42,Donovan McNabb pass complete short right to Reggie Brown for 4 yards (tackle by Fernando Bryant),0.340,0.340
3,14:13,2,6,PHI 25,21,42,Donovan McNabb pass complete short left to Brian Westbrook for 4 yards (tackle by Stanley Wilson),0.340,0.170
3,13:31,3,2,PHI 29,21,42,Tony Hunt right end for -3 yards (tackle by Langston Moore),0.170,-1.630
3,12:58,4,5,PHI 26,21,42,Saverio Rocca punts 45 yards,-1.630,-0.870
3,12:46,1,10,DET 29,21,42,Tatum Bell up the middle for 7 yards (tackle by Takeo Spikes),0.870,1.270
3,12:16,2,3,DET 36,21,42,Tatum Bell left end for 14 yards (tackle by Will James),1.270,2.260
3,11:32,1,10,,21,42,Jon Kitna pass complete deep middle to Mike Furrey for 16 yards (tackle by Sean Considine),2.260,3.310
3,10:59,1,10,PHI 34,21,42,Kevin Jones left tackle for 2 yards (tackle by Trent Cole),3.310,3.040
3,10:25,2,8,PHI 32,21,42,Jon Kitna sacked by Trent Cole for -8 yards,3.040,1.290
3,9:50,3,16,PHI 40,21,42,"Jon Kitna left end for 6 yards (tackle by Jevon Kearse). Penalty on Jevon Kearse: Defensive Offside, 5 yards (no play)",1.290,1.950
3,9:27,3,11,PHI 35,21,42,Jon Kitna pass complete short middle to Mike Furrey for 7 yards (tackle by Takeo Spikes),1.950,1.650
3,8:40,4,4,PHI 28,21,42,Jason Hanson 46 yard field goal no good,1.650,-1.400
3,8:35,1,10,PHI 37,21,42,Brian Westbrook right end for 1 yard (tackle by Ernie Sims),1.400,0.990
3,7:57,2,9,PHI 38,21,42,Donovan McNabb pass complete short left to Kevin Curtis for 11 yards (tackle by Stanley Wilson),0.990,2.190
3,7:19,1,10,PHI 49,21,42,Brian Westbrook left end for 2 yards (tackle by Dewayne White),2.190,1.920
3,6:39,2,8,DET 49,21,42,Donovan McNabb pass complete short left to Jason Avant for 9 yards (tackle by Ernie Sims),1.920,2.920
3,5:57,1,10,DET 40,21,42,Donovan McNabb pass complete short right to Brian Westbrook for 9 yards (tackle by Shaun Cody),2.920,3.590
3,5:13,2,1,DET 31,21,42,Thomas Tapeh right end for 11 yards (tackle by Stanley Wilson),3.590,4.240
3,4:41,1,10,DET 20,21,42,Donovan McNabb pass complete short middle to Matt Schobel for 7 yards (tackle by Ernie Sims),4.240,4.830
3,4:00,2,3,DET 13,21,42,Brian Westbrook right tackle for 5 yards (tackle by Boss Bailey),4.830,5.370
3,3:18,1,8,DET 8,21,42,"Donovan McNabb pass incomplete short right intended for Kevin Curtis. Penalty on Fernando Bryant: Illegal Contact, 4 yards (no play)",5.370,6.280
3,3:13,1,4,DET 4,21,42,Donovan McNabb pass incomplete short right intended for Hank Baskett,6.280,5.340
3,3:08,2,4,DET 4,21,42,Tony Hunt up the middle for 3 yards (tackle by Ernie Sims and Gerald Alexander),5.340,5.170
3,2:26,3,1,DET 1,21,48,"Correll Buckhalter up the middle for 1 yard, touchdown",5.170,7.000
3,,,,DET 2,21,49,David Akers kicks extra point good,0.000,0.000
3,,,,PHI 30,,,"David Akers kicks off 73 yards, returned by Troy Walters for 29 yards",,
3,2:18,1,10,DET 26,21,49,Jon Kitna pass complete short right to Tatum Bell for 15 yards (tackle by Chris Gocong),0.670,1.660
3,2:01,1,10,DET 41,21,49,Tatum Bell up the middle for 2 yards (tackle by Sheldon Brown),1.660,1.390
3,1:20,2,8,DET 43,21,49,Jon Kitna pass incomplete deep middle intended for Roy E. Williams,1.390,0.700
3,0:58,3,8,DET 43,21,49,Jon Kitna pass complete short left to Roy E. Williams for no gain,0.700,-0.520
3,0:35,4,8,DET 43,21,49,"Nick Harris punts 44 yards, returned by Reno Mahe for 10 yards (tackle by Corey Smith)",-0.520,-0.480
3,0:05,1,10,PHI 23,21,49,Donovan McNabb pass complete short left to Kevin Curtis for 5 yards (tackle by Ernie Sims),0.480,0.610
Quarter,Time,Down,ToGo,Location,DET,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,PHI 28,21,49,Donovan McNabb pass incomplete short middle intended for Correll Buckhalter,0.610,-0.100
4,14:56,3,5,PHI 28,21,49,Donovan McNabb pass incomplete deep left intended for Kevin Curtis,-0.100,-1.500
4,14:52,4,5,PHI 28,21,49,"Saverio Rocca punts 36 yards, returned by Troy Walters for -2 yards (tackle by Nick Graham)",-1.500,-1.200
4,14:44,1,10,DET 34,21,49,Jon Kitna pass complete short right to Tatum Bell for 3 yards (tackle by Brodrick Bunkley),1.200,1.060
4,14:08,2,7,DET 37,21,49,Jon Kitna pass complete short left to Roy E. Williams for 5 yards (tackle by Sheldon Brown),1.060,1.030
4,13:31,3,2,DET 42,21,49,Jon Kitna pass complete deep middle to Roy E. Williams for 24 yards (tackle by Sean Considine),1.030,3.310
4,12:53,1,10,PHI 34,21,49,Jon Kitna pass complete short middle to Roy E. Williams for 8 yards (tackle by Sheldon Brown),3.310,3.850
4,12:07,2,2,PHI 26,21,49,Jon Kitna pass complete short middle to Brian Calhoun for 11 yards (tackle by Takeo Spikes),3.850,4.580
4,11:29,1,10,PHI 15,21,49,Jon Kitna pass incomplete short left intended for Shaun McDonald,4.580,3.950
4,11:24,2,10,PHI 15,21,49,Brian Calhoun left end for 1 yard (tackle by Mike Patterson),3.950,3.240
4,10:43,3,9,PHI 14,21,49,"Jon Kitna sacked for 0 yards. Jon Kitna fumbles, recovered by Quintin Mikell at PHI-12. Penalty on Quintin Mikell: Delay of Game, 5 yards",3.240,0.380
4,10:28,1,10,PHI 7,21,49,Correll Buckhalter up the middle for 6 yards (tackle by Shaun Rogers),-0.380,-0.340
4,9:47,2,4,PHI 13,21,49,Correll Buckhalter left guard for 2 yards (tackle by Travis Fisher),-0.340,-0.480
4,9:10,3,2,PHI 15,21,49,Donovan McNabb pass incomplete short left intended for Kevin Curtis,-0.480,-2.440
4,9:02,4,2,PHI 15,21,49,"Saverio Rocca punts 50 yards, returned by Troy Walters for 8 yards (tackle by Brent Celek). Penalty on Casey Fitzsimmons: Illegal Block Above the Waist, 10 yards",-2.440,-1.140
4,8:49,1,10,DET 33,21,49,"Penalty on Casey Fitzsimmons: False Start, 5 yards (no play)",1.140,0.810
4,8:49,1,15,DET 28,21,49,Jon Kitna sacked by Brodrick Bunkley for -5 yards,0.810,-0.760
4,8:22,2,20,DET 23,21,49,"Jon Kitna sacked by Juqua Parker for -6 yards. Jon Kitna fumbles (forced by Juqua Parker), recovered by Juqua Parker at DET-17 (tackle by George Foster)",-0.760,-4.440
4,8:13,1,10,DET 17,21,49,"Donovan McNabb pass incomplete deep middle intended for Matt Schobel. Penalty on Paris Lenon: Defensive Pass Interference, 16 yards (no play)",4.440,6.970
4,8:10,1,1,DET 1,21,49,Thomas Tapeh up the middle for no gain (tackle by Shaun Rogers),6.970,5.910
4,7:31,2,1,DET 1,21,55,"Tony Hunt up the middle for 1 yard, touchdown",5.910,7.000
4,,,,DET 2,21,56,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,21,56,"David Akers kicks off 70 yards, touchback",0.000,0.280
4,7:26,1,10,DET 20,21,56,"Brian Calhoun up the middle for 12 yards (tackle by Takeo Spikes). Penalty on Omar Gaither: Face Mask (15 Yards), 15 yards",0.280,2.060
4,7:07,1,10,DET 47,21,56,Jon Kitna pass incomplete deep right intended for Mike Furrey,2.060,1.520
4,7:02,2,10,DET 47,21,56,"Jon Kitna pass incomplete. Penalty on Darren Howard: Defensive Offside, 5 yards (no play)",1.520,2.190
4,6:57,2,5,PHI 48,21,56,Jon Kitna pass complete short middle to Mike Furrey for 9 yards (tackle by Stewart Bradley),2.190,2.980
4,6:19,1,10,PHI 39,21,56,Jon Kitna pass complete short left to Shaun McDonald for 4 yards (tackle by Joselio Hanson),2.980,2.980
4,5:42,2,6,PHI 35,21,56,Jon Kitna pass complete short right to Shaun McDonald for 17 yards,2.980,4.370
4,5:14,1,10,PHI 18,21,56,"Jon Kitna pass incomplete short right intended for Tatum Bell. Penalty on Blaine Saipaia: Offensive Holding, 10 yards (no play)",4.370,3.710
4,5:11,1,20,PHI 28,21,56,Jon Kitna pass complete short right to Tatum Bell for -3 yards (tackle by Quintin Mikell),3.710,2.070
4,4:31,2,23,PHI 31,21,56,Jon Kitna pass complete short middle to Mike Furrey for 6 yards (tackle by Sean Considine),2.070,2.210
4,3:49,3,17,PHI 25,21,56,Jon Kitna sacked by Trent Cole for -6 yards,2.210,1.320
4,3:09,4,23,PHI 31,21,56,Jon Kitna pass complete short middle to Tatum Bell for 10 yards (tackle by Matt McCoy),1.320,-0.340
4,3:00,1,10,PHI 21,21,56,Kevin Kolb sacked by Langston Moore for -7 yards,0.340,-1.250
4,2:30,2,17,PHI 14,21,56,Tony Hunt up the middle for no gain (tackle by Shaun Cody),-1.250,-2.130
4,2:23,,,,21,56,Timeout #1 by Detroit Lions,0.000,-2.130
4,2:23,3,17,PHI 14,21,56,"Kevin Kolb sacked by Paris Lenon for -6 yards. Kevin Kolb fumbles (forced by Paris Lenon), recovered by Idrees Bashir at PHI-8 (tackle by Max Jean-Gilles)",-2.130,-5.370
4,2:12,1,8,PHI 8,21,56,Jon Kitna pass incomplete,5.370,4.570
4,2:10,2,8,PHI 8,21,56,Jon Kitna pass incomplete,4.570,3.580
4,2:03,3,8,PHI 8,21,56,Jon Kitna up the middle for 1 yard (tackle by Mike Patterson),3.580,2.970
4,1:58,4,7,PHI 7,21,56,Jon Kitna sacked by Trent Cole and Mike Patterson for -4 yards,2.970,0.370
4,1:51,1,10,PHI 11,21,56,"Penalty on Langston Moore: Delay of Game, 5 yards (no play)",-0.370,0.170
4,1:04,1,5,PHI 16,21,56,Kevin Kolb kneels for -1 yards,0.170,-0.430
4,0:36,2,6,PHI 15,21,56,Kevin Kolb kneels for no gain,-0.430,-0.950
4,0:23,3,6,PHI 15,21,56,Kevin Kolb kneels for -1 yards,-0.950,-2.470
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
