Quarter,Time,Down,ToGo,Location,MIN,PIT,Detail,EPB,EPA
2,13:11,2,7,MIN 36,0,3,Adrian Peterson right tackle for -2 yards (tackle by James Harrison and James Farrior),1.000,0.040
2,12:32,3,9,MIN 34,0,3,Brett Favre pass incomplete short middle intended for Percy Harvin,0.040,-1.110
2,12:27,4,9,MIN 34,0,3,"Chris Kluwe punts 54 yards, returned by Stefan Logan for 11 yards (tackle by Eric Frampton)",-1.110,-0.480
2,12:12,1,10,PIT 23,0,3,Rashard Mendenhall middle for 2 yards (tackle by Chad Greenway and Madieu Williams),0.480,0.200
2,11:35,2,8,PIT 25,0,3,Ben Roethlisberger pass complete short right to Heath Miller for 6 yards (tackle by E.J. Henderson),0.200,0.300
2,10:49,3,2,PIT 31,0,3,Ben Roethlisberger pass incomplete deep middle intended for Hines Ward (defended by Karl Paymah),0.300,-1.310
2,10:42,4,2,PIT 31,0,3,"Daniel Sepulveda punts 45 yards, fair catch by Jaymar Johnson",-1.310,-0.540
2,10:34,1,10,MIN 24,0,3,Adrian Peterson left tackle for 4 yards (tackle by Casey Hampton and Travis Kirschke),0.540,0.540
2,9:50,2,6,MIN 28,0,3,Brett Favre pass incomplete short right intended for Sidney Rice (defended by James Farrior),0.540,-0.160
2,9:46,3,6,MIN 28,0,3,Brett Favre pass complete deep left to Percy Harvin for 28 yards (tackle by Ryan Clark),-0.160,2.650
2,9:13,1,10,PIT 44,0,3,Brett Favre pass complete short right to Sidney Rice for 5 yards (tackle by James Farrior and Ike Taylor),2.650,2.780
2,8:39,2,5,PIT 39,0,3,Brett Favre pass complete short right to Bernard Berrian for 7 yards (tackle by William Gay),2.780,3.450
2,7:57,1,10,PIT 32,0,3,Brett Favre pass incomplete deep middle intended for Visanthe Shiancoe (defended by Troy Polamalu),3.450,2.900
2,7:51,2,10,PIT 32,0,3,Brett Favre pass complete short left to Bernard Berrian for 11 yards (tackle by James Harrison),2.900,4.170
2,7:23,1,10,PIT 21,0,3,Brett Favre pass incomplete short left intended for Bernard Berrian,4.170,3.630
2,7:19,2,10,PIT 21,0,3,Brett Favre pass complete short right to Visanthe Shiancoe for 9 yards (tackle by James Farrior),3.630,4.490
2,6:41,3,1,PIT 12,0,3,Adrian Peterson left guard for 9 yards (tackle by Ryan Clark and William Gay),4.490,6.510
2,6:05,1,3,PIT 3,0,3,Adrian Peterson left guard for 1 yard (tackle by James Farrior and Chris Hoke),6.510,5.720
2,5:22,,,,0,3,Timeout #2 by Minnesota Vikings,0.000,5.720
2,5:22,2,2,PIT 2,0,3,Brett Favre pass incomplete short middle intended for Naufahu Tahi,5.720,4.950
2,5:17,3,2,PIT 2,6,3,"Adrian Peterson left guard for 2 yards, touchdown",4.950,7.000
2,,,,PIT 2,7,3,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,7,3,"Ryan Longwell kicks off 74 yards, returned by Stefan Logan for 31 yards (tackle by Eric Frampton)",0.000,0.740
2,5:05,1,10,PIT 27,7,3,Rashard Mendenhall right tackle for -2 yards (tackle by Brian Robison and Benny Sapp),0.740,-0.070
2,4:28,2,12,PIT 25,7,3,Ben Roethlisberger pass complete short left to Heath Miller for 7 yards (tackle by Cedric Griffin),-0.070,0.170
2,3:45,3,5,PIT 32,7,3,Ben Roethlisberger pass incomplete short middle intended for Mewelde Moore (defended by Kevin Williams),0.170,-1.240
2,3:34,4,5,PIT 32,7,3,"Daniel Sepulveda punts 41 yards, returned by Jaymar Johnson for 3 yards (tackle by Stefan Logan)",-1.240,-0.940
2,3:30,1,10,MIN 30,7,3,Brett Favre pass complete short middle to Adrian Peterson for 3 yards (tackle by Lawrence Timmons),0.940,0.800
2,2:50,2,7,MIN 33,7,3,Adrian Peterson right tackle for no gain (tackle by James Farrior and Ike Taylor),0.800,0.100
2,2:09,3,7,MIN 33,7,3,Brett Favre pass complete short right to Visanthe Shiancoe for 7 yards (tackle by Lawrence Timmons),0.100,1.600
2,2:00,1,10,MIN 40,7,3,Brett Favre pass incomplete short right intended for Visanthe Shiancoe,1.600,1.050
2,1:56,2,10,MIN 40,7,3,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",1.050,0.380
2,1:56,2,15,MIN 35,7,3,Brett Favre pass incomplete short middle intended for Percy Harvin,0.380,-0.300
2,1:51,3,15,MIN 35,7,3,Chester Taylor middle for 10 yards (tackle by Ryan Clark),-0.300,-0.390
2,1:46,,,,7,3,Timeout #1 by Pittsburgh Steelers,0.000,-0.390
2,1:46,4,5,MIN 45,7,3,"Chris Kluwe punts 46 yards, fair catch by Stefan Logan",-0.390,0.380
2,1:39,1,10,PIT 9,7,3,Ben Roethlisberger pass complete short left to Santonio Holmes for 14 yards (tackle by E.J. Henderson),-0.380,0.480
2,1:34,1,10,PIT 23,7,3,Ben Roethlisberger pass incomplete deep middle intended for Mike Wallace (defended by Tyrell Johnson),0.480,-0.070
2,1:27,2,10,PIT 23,7,3,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by E.J. Henderson),-0.070,0.430
2,1:05,3,1,PIT 32,7,3,Mewelde Moore left end for 6 yards (tackle by Tyrell Johnson and E.J. Henderson),0.430,1.470
2,0:54,,,,7,3,Timeout #2 by Pittsburgh Steelers,0.000,1.470
2,0:54,1,10,PIT 38,7,3,Ben Roethlisberger pass incomplete deep left intended for Santonio Holmes (defended by E.J. Henderson),1.470,0.920
2,0:49,2,10,PIT 38,7,3,Ben Roethlisberger pass complete deep middle to Mike Wallace for 22 yards (tackle by Chad Greenway),0.920,2.920
2,0:32,1,10,MIN 40,7,3,Ben Roethlisberger spiked the ball,2.920,2.370
2,0:31,2,10,MIN 40,7,9,"Ben Roethlisberger pass complete deep middle to Mike Wallace for 40 yards, touchdown",2.370,7.000
2,,,,MIN 2,7,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,10,"Jeff Reed kicks off 42 yards, fair catch by Brian Robison",0.000,0.810
2,0:24,1,10,MIN 28,7,10,Brett Favre kneels for -1 yards,0.810,0.130
Quarter,Time,Down,ToGo,Location,MIN,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 30,7,10,"Ryan Longwell kicks off 60 yards, returned by Stefan Logan for 26 yards (tackle by Madieu Williams)",0.000,1.330
3,14:44,1,10,PIT 36,7,10,Rashard Mendenhall right end for 16 yards (tackle by Karl Paymah),1.330,2.390
3,14:19,1,10,MIN 48,7,10,"Mike Wallace right end for 6 yards (tackle by Pat Williams). Penalty on Pat Williams: Face Mask (15 Yards), 15 yards",2.390,3.780
3,13:43,1,10,MIN 27,7,10,Rashard Mendenhall right tackle for 9 yards (tackle by E.J. Henderson),3.780,4.530
3,13:05,2,1,MIN 18,7,10,Rashard Mendenhall middle for no gain (tackle by Pat Williams),4.530,3.840
3,12:29,3,1,MIN 18,7,10,"Ben Roethlisberger left end for 2 yards (tackle by Benny Sapp). Penalty on Benny Sapp: Personal Foul, 8 yards",3.840,5.370
3,11:55,1,8,MIN 8,7,10,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,5.370,4.570
3,11:51,2,8,MIN 8,7,10,Ben Roethlisberger sacked by Kevin Williams for -1 yards,4.570,3.360
3,11:12,3,9,MIN 9,7,10,Ben Roethlisberger pass incomplete short right intended for Hines Ward (defended by Benny Sapp),3.360,2.830
3,11:09,4,9,MIN 9,7,13,Jeff Reed 27 yard field goal good,2.830,3.000
3,,,,PIT 30,7,13,"Jeff Reed kicks off 63 yards, returned by Percy Harvin for 28 yards (tackle by Keiwan Ratliff)",0.000,1.270
3,10:59,1,10,MIN 35,7,13,Brett Favre pass complete short right to Sidney Rice for 9 yards (tackle by Ike Taylor),1.270,1.940
3,10:29,2,1,MIN 44,7,13,Adrian Peterson middle for 2 yards (tackle by Casey Hampton and Lawrence Timmons),1.940,1.990
3,9:53,1,10,MIN 46,7,13,Brett Favre pass complete short right to Naufahu Tahi for -2 yards (tackle by Lawrence Timmons),1.990,1.180
3,9:13,2,12,MIN 44,7,13,Brett Favre pass complete short right to Sidney Rice for 5 yards,1.180,1.160
3,8:42,3,7,MIN 49,7,13,Brett Favre pass complete short left to Percy Harvin for 7 yards (tackle by Ike Taylor and James Farrior). Penalty on Lawrence Timmons: Defensive Offside (Declined),1.160,2.650
3,8:11,1,10,PIT 44,7,13,Brett Favre pass complete short left to Greg Lewis for no gain,2.650,2.110
3,7:32,2,10,PIT 44,7,13,Brett Favre pass incomplete short right intended for Chester Taylor (defended by LaMarr Woodley),2.110,1.420
3,7:28,3,10,PIT 44,7,13,Brett Favre pass complete short left to Jaymar Johnson for 9 yards (tackle by Ryan Clark),1.420,1.000
3,6:47,4,1,PIT 35,7,13,Brett Favre pass complete short middle to Sidney Rice for 34 yards (tackle by Troy Polamalu),1.000,6.970
3,6:07,1,1,PIT 1,7,13,Adrian Peterson left tackle for -1 yards (tackle by James Harrison and Lawrence Timmons). Penalty on Casey Hampton: Defensive Offside (no play),6.970,6.970
3,5:41,1,1,PIT 1,7,13,Adrian Peterson middle for no gain (tackle by Keyaron Fox and James Farrior),6.970,5.910
3,4:59,2,1,PIT 1,7,13,Brett Favre pass incomplete short middle intended for Sidney Rice,5.910,5.170
3,4:52,3,1,PIT 1,7,13,Brett Favre pass incomplete short middle intended for Jim Kleinsasser,5.170,3.550
3,4:47,4,1,PIT 1,10,13,Ryan Longwell 18 yard field goal good,3.550,3.000
3,,,,MIN 30,10,13,"Ryan Longwell kicks off 67 yards, returned by Stefan Logan for 20 yards (tackle by Husain Abdullah)",0.000,0.480
3,4:36,1,10,PIT 23,10,13,Santonio Holmes left end for 1 yard (tackle by Jared Allen and Cedric Griffin),0.480,0.070
3,3:53,2,9,PIT 24,10,13,Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Chad Greenway and E.J. Henderson),0.070,0.300
3,3:13,3,2,PIT 31,10,13,Ben Roethlisberger pass incomplete short left intended for Santonio Holmes,0.300,-1.310
3,3:05,4,2,PIT 31,10,13,"Daniel Sepulveda punts 45 yards, fair catch by Jaymar Johnson",-1.310,-0.540
3,2:59,1,10,MIN 24,10,13,Adrian Peterson right tackle for 1 yard (tackle by James Farrior),0.540,0.130
3,2:15,2,9,MIN 25,10,13,Brett Favre pass complete short right to Jim Kleinsasser for 4 yards (tackle by Ike Taylor),0.130,-0.030
3,1:32,3,5,MIN 29,10,13,"Penalty on Phil Loadholt: False Start, 5 yards (no play)",-0.030,-0.690
3,1:08,3,10,MIN 24,10,13,Brett Favre pass incomplete deep middle intended for Percy Harvin (defended by Ryan Clark),-0.690,-1.770
3,1:02,4,10,MIN 24,10,13,Chris Kluwe punts 52 yards,-1.770,-0.540
3,0:50,1,10,PIT 24,10,13,Rashard Mendenhall right end for 17 yards (tackle by Tyrell Johnson),0.540,1.660
3,0:21,1,10,PIT 41,10,13,Ben Roethlisberger pass incomplete short right intended for Rashard Mendenhall,1.660,1.120
3,0:15,2,10,PIT 41,10,13,Rashard Mendenhall right guard for 5 yards (tackle by Tyrell Johnson),1.120,1.090
Quarter,Time,Down,ToGo,Location,MIN,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PIT 46,10,13,Ben Roethlisberger pass complete short right to Santonio Holmes for 45 yards (tackle by Jared Allen and Cedric Griffin),1.090,5.140
4,14:17,1,9,MIN 9,10,13,"Rashard Mendenhall middle for 5 yards (tackle by Pat Williams). Rashard Mendenhall fumbles (forced by Pat Williams), recovered by Madieu Williams at MIN-4",5.140,0.380
4,14:08,1,10,MIN 3,10,13,Adrian Peterson right guard for 5 yards (tackle by Travis Kirschke and Brett Keisel),-0.380,-0.420
4,13:38,2,5,MIN 8,10,13,Brett Favre pass complete short right to Sidney Rice for 6 yards (tackle by Ike Taylor),-0.420,-0.280
4,13:03,1,10,MIN 14,10,13,Brett Favre pass complete short left to Visanthe Shiancoe for 6 yards (tackle by Troy Polamalu),-0.280,0.150
4,12:25,2,4,MIN 20,10,13,Brett Favre pass incomplete deep right intended for Percy Harvin (defended by William Gay),0.150,-0.680
4,12:17,3,4,MIN 20,10,13,Brett Favre pass complete short left to Sidney Rice for 17 yards (tackle by Ryan Clark),-0.680,1.400
4,11:49,1,10,MIN 37,10,13,Percy Harvin left end for 7 yards (tackle by Ike Taylor),1.400,1.800
4,11:24,2,3,MIN 44,10,13,"Brett Favre pass complete deep right to Sidney Rice for 35 yards (tackle by Ike Taylor). Penalty on Bryant McKinnie: Offensive Holding, 10 yards (no play)",1.800,0.450
4,11:00,2,13,MIN 34,10,13,Brett Favre pass complete short left to Greg Lewis for 5 yards (tackle by William Gay),0.450,0.430
4,10:34,3,8,MIN 39,10,13,"Brett Favre pass complete short right to Greg Lewis for 8 yards (tackle by William Gay). Penalty on Greg Lewis: Illegal Shift, 5 yards (no play)",0.430,-0.230
4,10:16,3,13,MIN 34,10,13,"Penalty on Steve Hutchinson: False Start, 5 yards (no play)",-0.230,-0.890
4,10:00,3,18,MIN 29,10,13,Brett Favre pass complete deep right to Sidney Rice for 25 yards (tackle by Troy Polamalu),-0.890,2.520
,,,,,,,"MIN challenged the incomplete pass ruling, and the original play was overturned.",,
4,9:45,1,10,PIT 46,10,13,Brett Favre pass complete short left to Greg Lewis for 6 yards (tackle by William Gay),2.520,2.790
4,9:13,2,4,PIT 40,10,13,Adrian Peterson right tackle for 19 yards (tackle by Troy Polamalu),2.790,4.170
4,8:39,1,10,PIT 21,10,13,Brett Favre pass complete short right to Adrian Peterson for 11 yards (tackle by Ryan Clark),4.170,4.910
4,8:16,1,10,PIT 10,10,13,"Brett Favre pass complete short right to Sidney Rice for 10 yards. Penalty on Jeff Dugan: Tripping, 10 yards (no play)",4.910,4.240
4,8:10,1,20,PIT 20,10,13,Brett Favre pass complete short right to Visanthe Shiancoe for 5 yards (tackle by James Farrior),4.240,3.460
4,7:27,2,15,PIT 15,10,13,Brett Favre pass complete short right to Naufahu Tahi for 7 yards (tackle by James Farrior),3.460,3.580
4,6:42,3,8,PIT 8,10,19,"Brett Favre sacked by Brett Keisel for -6 yards. Brett Favre fumbles (forced by Brett Keisel), recovered by LaMarr Woodley at PIT-23 and returned for 77 yards, touchdown",3.580,-7.000
4,,,,MIN 2,10,20,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,16,20,"Jeff Reed kicks off 58 yards, returned by Percy Harvin for 88 yards, touchdown",0.000,7.000
4,,,,PIT 2,17,20,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,17,20,"Ryan Longwell kicks off 68 yards, returned by Stefan Logan for 28 yards (tackle by Asher Allen)",0.000,0.940
4,6:02,1,10,PIT 30,17,20,Ben Roethlisberger pass complete short left to Heath Miller for 3 yards (tackle by Chad Greenway and Cedric Griffin),0.940,0.800
4,5:21,2,7,PIT 33,17,20,Mewelde Moore middle for 4 yards (tackle by Ray Edwards),0.800,0.630
4,4:38,3,3,PIT 37,17,20,"Penalty on Cedric Griffin: Defensive Delay of Game, 5 yards (no play)",0.630,1.730
4,4:30,1,10,PIT 42,17,20,Mewelde Moore right tackle for 6 yards (tackle by Asher Allen and Karl Paymah),1.730,2.000
4,3:48,2,4,PIT 48,17,20,Mewelde Moore right tackle for -2 yards (tackle by Karl Paymah),2.000,1.030
4,3:45,,,,17,20,Timeout #1 by Minnesota Vikings,0.000,1.030
4,3:45,3,6,PIT 46,17,20,"Ben Roethlisberger sacked by Asher Allen for -10 yards. Ben Roethlisberger fumbles (forced by Asher Allen), ball out of bounds at PIT-36",1.030,-0.980
4,3:31,4,16,PIT 36,17,20,"Daniel Sepulveda punts 43 yards, returned by Jaymar Johnson for 5 yards (tackle by Keyaron Fox)",-0.980,-0.670
4,3:21,1,10,MIN 26,17,20,Adrian Peterson middle for 5 yards (tackle by Deshea Townsend and LaMarr Woodley),0.670,0.810
4,2:48,2,5,MIN 31,17,20,Brett Favre pass complete short right to Naufahu Tahi for 8 yards (tackle by LaMarr Woodley and James Farrior),0.810,1.530
4,2:20,1,10,MIN 39,17,20,Brett Favre pass incomplete deep right intended for Sidney Rice,1.530,0.990
4,2:14,2,10,MIN 39,17,20,Adrian Peterson right guard for 6 yards (tackle by James Harrison and Nick Eason),0.990,1.090
4,2:00,3,4,MIN 45,17,20,Brett Favre pass complete short middle to Adrian Peterson for 29 yards (tackle by Keyaron Fox),1.090,3.840
4,1:49,1,10,PIT 26,17,20,Brett Favre pass complete short middle to Chester Taylor for 7 yards (tackle by Troy Polamalu),3.840,4.270
4,1:15,2,3,PIT 19,17,26,"Brett Favre pass incomplete short middle intended for Chester Taylor is intercepted by Keyaron Fox at PIT-18 and returned for 82 yards, touchdown",4.270,-7.000
4,,,,MIN 2,17,27,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,17,27,"Jeff Reed kicks off 43 yards, returned by Percy Harvin for 10 yards (tackle by William Gay)",0.000,1.400
4,0:54,1,10,MIN 37,17,27,Brett Favre pass complete short left to Sidney Rice for 11 yards (tackle by Ike Taylor),1.400,2.130
4,0:28,1,10,MIN 48,17,27,Brett Favre pass incomplete deep right intended for Percy Harvin,2.130,1.580
4,0:20,2,10,MIN 48,17,27,Brett Favre pass complete deep left to Sidney Rice for 16 yards (tackle by Ike Taylor),1.580,3.180
4,0:13,1,10,PIT 36,17,27,Brett Favre pass complete short left to Adrian Peterson for 17 yards (tackle by James Farrior),3.180,4.310
4,0:03,1,10,PIT 19,17,27,Brett Favre sacked by James Harrison for -8 yards,4.310,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
