Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
1,7:42,3,3,PHI 3,0,0,Carlos Hyde up the middle for 1 yard (tackle by Alex Singleton and Brandon Graham),4.720,3.250
1,7:01,,,,,,Timeout #1 by Seattle Seahawks,,
1,7:01,4,2,PHI 2,0,0,Russell Wilson pass complete short middle to David Moore for -5 yards (tackle by Derek Barnett and Javon Hargrave),3.250,0.380
1,6:57,1,10,PHI 7,0,0,Miles Sanders right tackle for no gain (tackle by Jamal Adams and Poona Ford),-0.380,-0.780
1,6:18,2,10,PHI 7,0,0,Miles Sanders up the middle for 1 yard (tackle by Tre Flowers),-0.780,-1.300
1,5:32,3,9,PHI 8,0,0,Carson Wentz pass incomplete deep right intended for Jalen Reagor (defended by Shaquill Griffin),-1.300,-2.490
1,5:27,4,9,PHI 8,0,0,"Cameron Johnston punts 37 yards, fair catch by David Moore at PHI-45",-2.490,-2.590
1,5:19,1,10,PHI 45,0,0,Russell Wilson pass incomplete short left intended for Jacob Hollister,2.590,2.040
1,5:13,2,10,PHI 45,0,0,Russell Wilson up the middle for 1 yard (tackle by T.J. Edwards),2.040,1.490
1,4:32,3,9,PHI 44,0,0,Russell Wilson pass complete short left to D.K. Metcalf for 7 yards (tackle by Darius Slay and Rodney McLeod),1.490,0.790
1,3:44,,,,,,Timeout #2 by Seattle Seahawks,,
1,3:44,4,2,PHI 37,0,0,Russell Wilson sacked by Derek Barnett for -1 yards,0.790,-1.470
1,3:39,1,10,PHI 38,0,0,Carson Wentz pass complete short middle to Jalen Reagor for 3 yards (tackle by Jordyn Brooks),1.470,1.330
1,2:59,2,7,PHI 41,0,0,"Penalty on Isaac Seumalo: False Start, 5 yards (no play)",1.330,0.650
1,2:43,2,12,PHI 36,0,0,Carson Wentz pass incomplete deep right intended for Dallas Goedert (defended by Bobby Wagner),0.650,-0.030
1,2:36,3,12,PHI 36,0,0,Carson Wentz sacked by Rasheem Green for -9 yards,-0.030,-1.570
1,1:59,4,21,PHI 27,0,0,"Cameron Johnston punts 63 yards, returned by David Moore for 6 yards (tackle by Michael Jacquet and Marcus Epps)",-1.570,0.140
1,1:46,1,10,SEA 16,0,0,Carlos Hyde left end for 1 yard (tackle by Jalen Mills and Alex Singleton),-0.140,-0.510
1,1:04,2,9,SEA 17,0,0,Russell Wilson pass incomplete short left intended for Carlos Hyde,-0.510,-1.200
1,1:01,3,9,SEA 17,0,0,"Penalty on SEA: Delay of Game, 5 yards (no play)",-1.200,-1.890
1,1:01,3,14,SEA 12,0,0,Russell Wilson pass complete short right to D.K. Metcalf for 11 yards (tackle by Darius Slay),-1.890,-1.830
1,0:26,4,3,SEA 23,0,0,"Michael Dickson punts 57 yards, returned by Greg Ward for 7 yards (tackle by Jacob Hollister and Shaquem Griffin)",-1.830,-0.740
1,0:15,1,10,PHI 27,0,0,Carson Wentz pass complete short left to John Hightower for 1 yard (tackle by Jordyn Brooks),0.740,0.330
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,PHI 28,0,0,"Penalty on Matt Pryor: False Start, 5 yards (no play)",0.330,-0.340
2,15:00,2,14,PHI 23,0,0,Jalen Hurts pass complete short left to Alshon Jeffery for 6 yards (tackle by Tre Flowers),-0.340,-0.230
2,14:27,3,8,PHI 29,0,0,Carson Wentz sacked by and Carlos Dunlap for -6 yards and Jarran Reed for -6 yards,-0.230,-1.830
2,13:49,4,14,PHI 23,0,0,"Cameron Johnston punts 57 yards, returned by D.J. Reed for 12 yards (tackle by Marcus Epps)",-1.830,-1.070
2,13:37,1,10,SEA 32,0,0,Russell Wilson pass complete short right to Tyler Lockett for 18 yards (tackle by Nickell Robey-Coleman),1.070,2.260
2,13:07,1,10,SEA 50,0,0,Carlos Hyde right end for -3 yards (tackle by Jalen Mills),2.260,1.310
2,12:22,2,13,SEA 47,0,0,Russell Wilson pass incomplete short right intended for Jacob Hollister,1.310,0.630
2,12:17,3,13,SEA 47,0,0,Russell Wilson pass complete deep middle to D.K. Metcalf for 52 yards (tackle by Darius Slay),0.630,6.970
2,11:46,1,1,PHI 1,0,0,Chris Carson left tackle for no gain (tackle by Derek Barnett and Javon Hargrave),6.970,5.910
2,11:01,2,1,PHI 1,6,0,"Russell Wilson pass complete short left to David Moore for 1 yard, touchdown",5.910,7.000
2,10:56,,,PHI 15,7,0,Jason Myers kicks extra point good,0.000,0.000
2,10:56,,,SEA 35,7,0,"Jason Myers kicks off 62 yards, returned by Boston Scott for 17 yards (tackle by Cody Barton)",0.000,0.280
2,10:52,1,10,PHI 20,7,0,Carson Wentz pass incomplete short middle,0.280,-0.270
2,10:48,2,10,PHI 20,7,0,Miles Sanders right end for 8 yards (tackle by Shaquill Griffin),-0.270,0.100
2,10:14,,,,,,Timeout #1 by Philadelphia Eagles,,
2,10:14,3,2,PHI 28,7,0,Miles Sanders right end for no gain (tackle by L.J. Collier),0.100,-1.500
2,9:35,4,2,PHI 28,7,0,"Cameron Johnston punts 45 yards, returned by D.J. Reed for 7 yards (tackle by Davion Taylor)",-1.500,-1.200
2,9:25,1,10,SEA 34,7,0,"Chris Carson left end for no gain (tackle by Alex Singleton and Duke Riley). Penalty on Duke Riley: Horse Collar Tackle, 15 yards (no play)",1.200,2.190
2,8:55,1,10,SEA 49,7,0,Russell Wilson pass complete short middle to Chris Carson for 6 yards (tackle by Fletcher Cox and Duke Riley),2.190,2.460
2,8:06,2,4,PHI 45,7,0,Chris Carson left end for 7 yards (tackle by Nickell Robey-Coleman),2.460,3.050
2,7:36,1,10,PHI 38,7,0,"Russell Wilson pass incomplete short left. Penalty on Darius Slay: Illegal Contact, 5 yards (no play)",3.050,3.380
2,7:27,1,10,PHI 33,7,0,Carlos Hyde up the middle for 8 yards (tackle by Rodney McLeod),3.380,3.920
2,6:53,2,2,PHI 25,7,0,Russell Wilson pass complete short left to Tyler Lockett for 2 yards (tackle by Darius Slay),3.920,4.040
2,6:18,1,10,PHI 23,7,0,Russell Wilson pass complete short right to D.K. Metcalf for 17 yards (tackle by Darius Slay),4.040,5.830
2,5:40,1,6,PHI 6,7,0,"Russell Wilson pass incomplete short left. Penalty on Russell Wilson: Intentional Grounding, 10 yards",5.830,3.340
2,5:35,2,16,PHI 16,13,0,"Chris Carson up the middle for 16 yards, touchdown",3.340,7.000
2,5:27,,,PHI 15,14,0,Jason Myers kicks extra point good,0.000,0.000
2,5:27,,,SEA 35,14,0,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
2,5:27,1,10,PHI 25,14,0,Carson Wentz sacked by Poona Ford for -6 yards,0.610,-0.810
2,4:56,2,16,PHI 19,14,0,Carson Wentz up the middle for 20 yards (tackle by Jamal Adams),-0.810,1.530
2,4:28,1,10,PHI 39,14,0,Carson Wentz pass incomplete short right intended for Jalen Reagor,1.530,0.990
2,4:22,2,10,PHI 39,14,0,Carson Wentz pass complete short right to Boston Scott for 10 yards (tackle by Bobby Wagner),0.990,2.190
2,3:59,1,10,PHI 49,14,0,Carson Wentz pass incomplete short left intended for Greg Ward,2.190,1.650
2,3:55,2,10,PHI 49,14,0,Carson Wentz pass complete short left to Jalen Reagor for 8 yards (tackle by Jamal Adams),1.650,2.010
2,3:21,3,2,SEA 43,14,0,Carson Wentz pass complete short left to Miles Sanders for 2 yards (tackle by Jarran Reed),2.010,2.850
2,2:46,1,10,SEA 41,14,0,"Carson Wentz pass incomplete short left intended for Miles Sanders. Penalty on Tre Flowers: Illegal Use of Hands, 5 yards (no play)",2.850,3.180
2,2:41,1,10,SEA 36,14,0,"Jason Kelce for no gain. Jason Kelce fumbles, recovered by Carson Wentz at PHI-45 Carson Wentz pass incomplete short right",3.180,2.640
2,2:33,2,10,SEA 36,14,0,Boston Scott up the middle for 5 yards (tackle by Benson Mayowa),2.640,2.610
2,2:00,3,5,SEA 31,14,0,Carson Wentz up the middle for 13 yards (tackle by Quandre Diggs),2.610,4.370
2,1:35,1,10,SEA 18,14,0,Corey Clement up the middle for 6 yards (tackle by Carlos Dunlap),4.370,4.810
2,1:10,2,4,SEA 12,14,0,Carson Wentz pass incomplete short left,4.810,4.030
2,1:04,3,4,SEA 12,14,0,Miles Sanders left end for 6 yards (tackle by Jamal Adams),4.030,5.830
2,0:23,1,6,SEA 6,14,0,Carson Wentz pass complete short right to Dallas Goedert for 3 yards (tackle by Shaquill Griffin and Ugo Amadi),5.830,5.530
2,0:17,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:17,2,3,SEA 3,14,6,"Carson Wentz pass complete short middle to Dallas Goedert for 3 yards, touchdown",5.530,7.000
2,0:12,,,SEA 15,14,6,Jake Elliott kicks extra point no good wide left,0.000,-1.000
2,0:12,,,PHI 35,14,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,SEA 25,14,6,Russell Wilson kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,14,6,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SEA 25,14,6,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,0.610,0.060
3,14:53,2,10,SEA 25,14,6,Russell Wilson pass complete short left to Jacob Hollister for 3 yards (tackle by T.J. Edwards),0.060,-0.230
3,14:07,3,7,SEA 28,14,6,Russell Wilson pass complete short right to Carlos Hyde for no gain,-0.230,-1.500
3,13:33,4,7,SEA 28,14,6,"Michael Dickson punts 56 yards, returned by Greg Ward for 12 yards (tackle by Nick Bellore)",-1.500,-0.810
3,13:22,1,10,PHI 28,14,6,Boston Scott left end for 2 yards (tackle by Jarran Reed),0.810,0.530
3,12:55,2,8,PHI 30,14,6,Carson Wentz up the middle for 1 yard (tackle by L.J. Collier),0.530,-0.030
3,12:13,3,7,PHI 31,14,6,Carson Wentz pass complete short left to Alshon Jeffery for 9 yards (tackle by Tre Flowers),-0.030,1.600
3,11:50,1,10,PHI 40,14,6,Carson Wentz pass incomplete short right intended for Miles Sanders,1.600,1.050
3,11:45,2,10,PHI 40,14,6,Carson Wentz pass complete short left to Dallas Goedert for 9 yards (tackle by Jamal Adams),1.050,1.550
3,11:02,3,1,PHI 49,14,6,Carson Wentz up the middle for 1 yard (tackle by Jordyn Brooks and Bobby Wagner),1.550,2.260
3,10:23,1,10,PHI 50,14,6,Carson Wentz pass complete short right to Richard Rodgers for 17 yards (tackle by Shaquill Griffin),2.260,3.380
3,9:44,1,10,SEA 33,14,6,Carson Wentz pass complete short right to Dallas Goedert for 16 yards (tackle by Quandre Diggs),3.380,4.440
3,9:02,1,10,SEA 17,14,6,Carson Wentz pass complete short left to Jalen Reagor for no gain (tackle by L.J. Collier and Jamal Adams),4.440,3.850
3,8:20,2,10,SEA 17,14,6,Carson Wentz pass incomplete short middle intended for Richard Rodgers,3.850,3.070
3,8:16,,,,,,Timeout #1 by Philadelphia Eagles,,
3,8:16,3,10,SEA 17,14,6,Carson Wentz sacked by Jamal Adams for -7 yards,3.070,1.870
3,7:37,4,17,SEA 24,14,9,Jake Elliott 42 yard field goal good. Penalty on Tre Flowers: Defensive Offside (Declined),1.870,3.000
3,7:33,,,PHI 35,14,9,"Jake Elliott kicks off 64 yards, returned by D.J. Reed for 21 yards (tackle by Shaun Bradley)",0.000,0.410
3,7:27,1,10,SEA 22,14,9,Chris Carson left guard for 2 yards (tackle by Jalen Mills),0.410,0.140
3,6:51,2,8,SEA 24,14,9,Russell Wilson pass complete short left to D.K. Metcalf for 9 yards (tackle by Darius Slay),0.140,1.140
3,6:20,1,10,SEA 33,14,9,Chris Carson right end for 9 yards (tackle by Rodney McLeod),1.140,1.810
3,5:39,2,1,SEA 42,14,9,Carlos Hyde up the middle for 4 yards (tackle by Fletcher Cox),1.810,1.990
3,4:58,1,10,SEA 46,14,9,Russell Wilson pass complete deep middle to D.K. Metcalf for 19 yards (tackle by Darius Slay),1.990,3.250
3,4:19,1,10,PHI 35,14,9,Russell Wilson pass complete short right to Jacob Hollister for 8 yards (tackle by Will Parks),3.250,3.780
3,3:34,2,2,PHI 27,14,9,Russell Wilson pass complete short left to David Moore for -2 yards (tackle by Duke Riley),3.780,2.810
3,2:53,3,4,PHI 29,14,9,Russell Wilson pass complete short right to Tyler Lockett for 3 yards (tackle by Nickell Robey-Coleman),2.810,1.890
3,2:10,4,1,PHI 26,17,9,Jason Myers 44 yard field goal good,1.890,3.000
3,2:06,,,SEA 35,17,9,"Jason Myers kicks off 65 yards, touchback.",0.000,0.610
3,2:06,1,10,PHI 25,17,9,Carson Wentz pass complete short left to Miles Sanders for 5 yards (tackle by Jordyn Brooks),0.610,0.740
3,1:38,2,5,PHI 30,17,9,Carson Wentz pass complete short right to Greg Ward for 3 yards (tackle by Bobby Wagner),0.740,0.430
3,0:55,3,2,PHI 33,17,9,Carson Wentz pass complete short right to Dallas Goedert for 7 yards (tackle by Jordyn Brooks),0.430,1.600
3,0:15,1,10,PHI 40,17,9,Carson Wentz pass complete short right to Richard Rodgers for 3 yards (tackle by K.J. Wright and Poona Ford),1.600,1.460
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,PHI 43,17,9,Miles Sanders up the middle for no gain (tackle by Poona Ford),1.460,0.760
4,14:14,3,7,PHI 43,17,9,Carson Wentz pass complete short left to Travis Fulgham for 5 yards (tackle by Tre Flowers),0.760,-0.190
4,13:33,4,2,PHI 48,17,9,Carson Wentz pass incomplete short left intended for Richard Rodgers (defended by K.J. Wright),-0.190,-2.390
4,13:30,1,10,PHI 48,17,9,Carlos Hyde up the middle for no gain (tackle by Alex Singleton),2.390,1.850
4,12:49,2,10,PHI 48,17,9,Russell Wilson pass complete deep left to D.K. Metcalf for 31 yards (tackle by Darius Slay),1.850,4.440
4,12:12,1,10,PHI 17,17,9,Russell Wilson pass incomplete short right intended for Jacob Hollister,4.440,3.850
4,12:07,2,10,PHI 17,17,9,"Carlos Hyde up the middle for 5 yards. Penalty on Cedric Ogbuehi: Offensive Holding, 10 yards",3.850,3.220
4,12:01,2,15,PHI 22,17,9,Russell Wilson pass incomplete deep left intended for D.K. Metcalf,3.220,2.540
4,11:55,3,15,PHI 22,17,9,Russell Wilson pass complete short left to Carlos Hyde for 7 yards (tackle by Marcus Epps),2.540,2.440
4,11:12,4,8,PHI 15,20,9,Jason Myers 33 yard field goal good,2.440,3.000
4,11:08,,,SEA 35,20,9,"Jason Myers kicks off 60 yards, returned by Boston Scott for 18 yards (tackle by Penny Hart)",0.000,0.480
4,11:04,1,10,PHI 23,20,9,Carson Wentz sacked by K.J. Wright for -3 yards,0.480,-0.470
4,10:33,2,13,PHI 20,20,9,Carson Wentz pass complete short right to Travis Fulgham for 11 yards (tackle by Jamal Adams),-0.470,0.300
4,10:10,3,2,PHI 31,20,9,Carson Wentz pass complete short right to Dallas Goedert for 10 yards (tackle by Shaquill Griffin),0.300,1.660
4,9:47,1,10,PHI 41,20,9,"Carson Wentz pass incomplete short right intended for Travis Fulgham (defended by Shaquill Griffin). Penalty on Shaquill Griffin: Defensive Pass Interference, 9 yards (no play)",1.660,2.260
4,9:42,1,10,PHI 50,20,9,"Carson Wentz pass incomplete deep right intended for Dallas Goedert (defended by Jordyn Brooks). Penalty on Jordyn Brooks: Defensive Pass Interference, 29 yards (no play)",2.260,4.170
4,9:36,1,10,SEA 21,20,9,Carson Wentz pass incomplete deep right intended for Dallas Goedert,4.170,3.630
4,9:30,2,10,SEA 21,20,9,Carson Wentz pass incomplete deep left intended for Jalen Reagor,3.630,2.940
4,9:26,3,10,SEA 21,20,9,Carson Wentz pass complete short right to Boston Scott for 6 yards (tackle by Jamal Adams),2.940,2.520
4,8:40,4,4,SEA 15,20,9,Carson Wentz pass deep right intended for Dallas Goedert is intercepted by Quandre Diggs at SEA-0 and returned for no gain,2.520,-0.280
4,8:35,1,10,SEA 20,20,9,Russell Wilson right end for 5 yards (tackle by Jalen Mills),0.280,0.410
4,7:53,2,5,SEA 25,20,9,Russell Wilson right end for 10 yards (tackle by T.J. Edwards),0.410,1.270
4,7:07,1,10,SEA 35,20,9,Carlos Hyde up the middle for -1 yards (tackle by Jalen Mills and T.J. Edwards),1.270,0.590
4,6:22,2,11,SEA 34,20,9,Russell Wilson pass incomplete short left intended for Tyler Lockett,0.590,-0.100
4,6:18,3,11,SEA 34,20,9,"Russell Wilson pass incomplete deep left intended for Tyler Lockett. Penalty on Avonte Maddox: Defensive Pass Interference, 18 yards (no play)",-0.100,2.390
4,6:14,1,10,PHI 48,20,9,Chris Carson left end for -2 yards (tackle by Brandon Graham),2.390,1.580
4,5:31,2,12,SEA 50,20,9,Russell Wilson left end for -2 yards (tackle by Alex Singleton),1.580,0.630
4,4:45,3,14,SEA 48,20,9,Carlos Hyde left tackle for -3 yards (tackle by Javon Hargrave),0.630,-0.390
4,4:01,4,17,SEA 45,20,9,"Michael Dickson punts 43 yards, fair catch by Greg Ward at PHI-12",-0.390,0.350
4,3:54,1,10,PHI 12,20,9,Carson Wentz left tackle for 7 yards (tackle by K.J. Wright),-0.350,0.100
4,3:30,2,3,PHI 19,20,9,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,0.100,-0.600
4,3:27,3,3,PHI 19,20,9,Carson Wentz pass complete short right to Dallas Goedert for 27 yards (tackle by Quandre Diggs),-0.600,1.990
4,3:09,1,10,PHI 46,20,9,Carson Wentz sacked by Benson Mayowa for -10 yards,1.990,0.100
4,2:39,2,20,PHI 36,20,9,"Carson Wentz pass complete short middle to Miles Sanders for 10 yards (tackle by K.J. Wright). Penalty on Jordan Mailata: Offensive Holding, 10 yards (no play)",0.100,-1.250
4,2:33,2,30,PHI 26,20,9,Carson Wentz pass incomplete short right intended for Boston Scott,-1.250,-1.880
4,2:26,3,30,PHI 26,20,9,Carson Wentz pass complete short right to Boston Scott for -1 yards (tackle by K.J. Wright),-1.880,-1.700
4,2:21,4,31,PHI 25,20,9,Carson Wentz pass incomplete short left intended for Jalen Reagor,-1.700,-3.970
4,2:14,1,10,PHI 24,20,9,Carlos Hyde left end for -2 yards (tackle by T.J. Edwards),3.970,3.160
4,2:09,,,,,,Timeout #3 by Philadelphia Eagles,,
4,2:09,2,12,PHI 26,20,9,Carlos Hyde up the middle for 1 yard (tackle by Brandon Graham),3.160,2.610
4,2:00,3,11,PHI 25,20,9,Carlos Hyde left end for 4 yards (tackle by Fletcher Cox),2.610,2.060
4,1:16,,,,,,Timeout #1 by Seattle Seahawks,,
4,1:16,4,7,PHI 21,23,9,Jason Myers 39 yard field goal good,2.060,3.000
4,1:13,,,SEA 35,23,9,"Jason Myers kicks off 63 yards, returned by Boston Scott for 40 yards (tackle by Ugo Amadi and Damarious Randall)",0.000,1.730
4,1:05,1,10,PHI 42,23,9,Carson Wentz pass complete short right to Boston Scott for 8 yards (tackle by K.J. Wright),1.730,2.270
4,0:43,2,2,PHI 50,23,9,Carson Wentz pass complete short right to Boston Scott for 17 yards (tackle by Bobby Wagner),2.270,3.380
4,0:22,1,10,SEA 33,23,9,Carson Wentz spiked the ball,3.380,2.840
4,0:21,2,10,SEA 33,23,15,"Carson Wentz pass complete deep middle to Richard Rodgers for 33 yards, touchdown",2.840,7.000
4,0:12,,,,,,Timeout #2 by Seattle Seahawks,,
4,0:12,,,SEA 2,23,17,"Two Point Attempt: Miles Sanders rushes, conversion succeeds.",1.000,1.000
4,0:12,,,PHI 35,23,17,"Jake Elliott kicks onside 21 yards, returned by D.K. Metcalf for no gain. Penalty on Duke Riley: Offside on Free Kick, 5 yards",0.000,2.190
4,0:11,1,10,SEA 49,23,17,Russell Wilson kneels for -1 yards,2.190,1.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
