Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
1,3:04,1,5,OAK 33,3,7,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Adrian Amos),1.540,1.480
1,2:42,2,1,OAK 37,3,7,Josh Jacobs left guard for 5 yards (tackle by Rashan Gary),1.480,1.730
1,2:03,1,10,OAK 42,3,7,"Derek Carr pass complete short middle to Derek Carrier for 16 yards (tackle by Will Redmond). Penalty on David Sharpe: Offensive Holding, 10 yards (no play)",1.730,1.070
1,1:35,1,20,OAK 32,3,7,Josh Jacobs up the middle for 4 yards (tackle by Oren Burks),1.070,0.380
1,0:51,2,16,OAK 36,3,7,Derek Carr pass complete short middle to Jalen Richard for 5 yards (tackle by Kevin King),0.380,0.370
1,0:13,3,11,OAK 41,3,7,Derek Carr pass complete deep middle to Keelan Doss for 31 yards (tackle by Chandon Sullivan),0.370,3.710
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 28,3,7,Josh Jacobs left end for no gain (tackle by Adrian Amos),3.710,3.170
2,14:26,2,10,GNB 28,3,7,"Derek Carr pass complete deep right to Darren Waller for 28 yards. Penalty on David Sharpe: Offensive Holding, 10 yards (no play)",3.170,1.820
2,14:20,2,20,GNB 38,3,7,Derek Carr pass complete short left to Derek Carrier for 17 yards (tackle by Will Redmond and Blake Martinez),1.820,3.400
2,13:34,3,3,GNB 21,3,7,Derek Carr pass complete short left to Hunter Renfrow for 4 yards (tackle by Blake Martinez),3.400,4.440
2,12:55,1,10,GNB 17,3,7,Josh Jacobs up the middle for 3 yards (tackle by Blake Martinez),4.440,4.320
2,12:22,2,7,GNB 14,3,7,Derek Carr pass complete short middle to Keelan Doss for 4 yards (tackle by Blake Martinez),4.320,4.340
2,11:38,3,3,GNB 10,9,7,"Derek Carr pass complete short middle to Foster Moreau for 10 yards, touchdown",4.340,7.000
2,11:33,,,GNB 15,10,7,Daniel Carlson kicks extra point good,0.000,0.000
2,11:33,,,OAK 35,10,7,"Daniel Carlson kicks off 62 yards, returned by Darrius Shepherd for 15 yards (tackle by Erik Harris)",0.000,0.040
2,11:29,1,10,GNB 18,10,7,Aaron Jones left end for 4 yards (tackle by Justin Phillips),0.040,0.140
2,10:42,2,6,GNB 22,10,7,Aaron Rodgers pass complete short right to Danny Vitale for 21 yards (tackle by Karl Joseph),0.140,1.800
2,10:05,1,10,GNB 43,10,7,Aaron Jones up the middle for 3 yards (tackle by Daryl Worley),1.800,1.660
2,9:26,2,7,GNB 46,10,7,"Aaron Rodgers pass complete short right to Aaron Jones for 19 yards (tackle by Daryl Worley). Penalty on Jake Kumerow: Offensive Pass Interference, 10 yards (no play)",1.660,0.310
2,8:55,2,17,GNB 36,10,7,Aaron Rodgers pass complete short left to Jamaal Williams for 9 yards (tackle by Lamarcus Joyner and Gareon Conley),0.310,0.830
2,8:04,3,8,GNB 45,10,7,Aaron Rodgers pass complete short middle to Geronimo Allison for 15 yards (tackle by Erik Harris),0.830,2.920
2,7:20,1,10,OAK 40,10,7,Aaron Jones left guard for 5 yards (tackle by Johnathan Hankins and P.J. Hall),2.920,3.050
2,6:38,2,5,OAK 35,10,7,Aaron Jones up the middle for 4 yards (tackle by Nicholas Morrow and Tahir Whitehead),3.050,2.870
2,5:55,3,1,OAK 31,10,7,Aaron Jones up the middle for 3 yards (tackle by Tahir Whitehead),2.870,3.640
2,5:12,,,,,,Timeout #1 by Green Bay Packers,,
2,5:12,1,10,OAK 29,10,7,Aaron Rodgers pass complete short middle to Allen Lazard for 9 yards (tackle by Lamarcus Joyner),3.640,4.320
2,4:33,2,1,OAK 20,10,7,"Penalty on Billy Turner: False Start, 5 yards (no play)",4.320,3.640
2,4:14,2,6,OAK 25,10,7,"Aaron Rodgers pass incomplete deep left intended for Jimmy Graham. Penalty on Erik Harris: Defensive Pass Interference, 22 yards (no play)",3.640,6.510
2,4:08,1,3,OAK 3,10,7,Aaron Rodgers pass complete short middle to Aaron Jones for 1 yard (tackle by Corey Liuget and Nicholas Morrow),6.510,5.720
2,3:30,2,2,OAK 2,10,13,"Aaron Rodgers pass complete short right to Jamaal Williams for 2 yards, touchdown",5.720,7.000
2,3:27,,,OAK 15,10,14,"Mason Crosby kicks extra point good. Penalty on Johnathan Hankins: Unnecessary Roughness, 15 yards",0.000,0.000
2,3:27,,,GNB 50,10,14,"Mason Crosby kicks off 50 yards, touchback.",0.000,0.610
2,3:27,1,10,OAK 25,10,14,DeAndre Washington up the middle for 8 yards (tackle by Blake Martinez),0.610,1.140
2,2:57,2,2,OAK 33,10,14,Derek Carr pass complete deep left to Darren Waller for 16 yards (tackle by Will Redmond),1.140,2.190
2,2:41,1,10,OAK 49,10,14,Derek Carr pass complete deep middle to Darren Waller for 48 yards (tackle by Will Redmond),2.190,6.510
2,2:00,1,3,GNB 3,10,14,Josh Jacobs left end for 1 yard (tackle by Preston Smith and B.J. Goodson),6.510,5.720
2,1:55,,,,,,Timeout #2 by Green Bay Packers,,
2,1:55,2,2,GNB 2,10,14,"Derek Carr right end for 1 yard (tackle by Blake Martinez). Derek Carr fumbles, ball out of bounds at GB-1 (forced by Blake Martinez)",5.720,-0.280
2,1:49,1,10,GNB 20,10,14,Aaron Rodgers pass complete short left to Jamaal Williams for 7 yards (tackle by Gareon Conley and Nicholas Morrow),0.280,0.680
2,1:17,2,3,GNB 27,10,14,Aaron Rodgers pass incomplete short left,0.680,-0.030
2,1:09,3,3,GNB 27,10,14,"Aaron Rodgers pass incomplete deep left intended for Marcedes Lewis (defended by Gareon Conley). Penalty on Benson Mayowa: Roughing the Passer, 15 yards (no play)",-0.030,1.730
2,1:01,1,10,GNB 42,10,14,Aaron Rodgers pass incomplete deep right intended for Allen Lazard,1.730,1.190
2,0:56,2,10,GNB 42,10,14,Aaron Rodgers pass complete short right to Geronimo Allison for 5 yards (tackle by Daryl Worley),1.190,1.160
2,0:31,3,5,GNB 47,10,14,Aaron Rodgers pass complete short right to Geronimo Allison for 9 yards (tackle by Daryl Worley),1.160,2.650
2,0:24,,,,,,Timeout #3 by Green Bay Packers,,
2,0:24,1,10,OAK 44,10,14,Aaron Rodgers pass complete short right to Allen Lazard for 7 yards (tackle by Daryl Worley),2.650,3.060
2,0:20,2,3,OAK 37,10,20,"Aaron Rodgers pass complete deep right to Jake Kumerow for 37 yards, touchdown",3.060,7.000
2,0:12,,,OAK 15,10,21,Mason Crosby kicks extra point good,0.000,0.000
2,0:12,,,GNB 35,10,21,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,0:12,1,10,OAK 25,10,21,Derek Carr kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 35,10,21,"Daniel Carlson kicks off 63 yards, returned by Darrius Shepherd for 20 yards (tackle by Justin Phillips)",0.000,0.410
3,14:54,1,10,GNB 22,10,21,Aaron Rodgers pass complete deep left to Marquez Valdes-Scantling for 59 yards (tackle by Gareon Conley),0.410,4.310
3,14:06,1,10,OAK 19,10,21,Aaron Rodgers pass complete short right to Aaron Jones for 4 yards (tackle by Justin Phillips and Gareon Conley),4.310,4.350
3,13:23,2,6,OAK 15,10,21,Aaron Rodgers pass complete short right to Jimmy Graham for 8 yards (tackle by Karl Joseph),4.350,5.600
3,12:38,,,,,,Timeout #1 by Green Bay Packers,,
3,12:38,1,7,OAK 7,10,21,Aaron Rodgers pass complete short right to Geronimo Allison for 4 yards,5.600,5.530
3,12:09,2,3,OAK 3,10,27,"Aaron Rodgers right end for 3 yards, touchdown",5.530,7.000
3,12:04,,,OAK 15,10,28,Mason Crosby kicks extra point good,0.000,0.000
3,12:04,,,GNB 35,10,28,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,12:03,1,10,OAK 25,10,28,Josh Jacobs left tackle for 8 yards (tackle by Blake Martinez and Adrian Amos),0.610,1.140
3,11:41,2,2,OAK 33,10,28,Josh Jacobs left tackle for 4 yards (tackle by Kenny Clark),1.140,1.400
3,11:10,1,10,OAK 37,10,28,Josh Jacobs right guard for 3 yards (tackle by Kenny Clark),1.400,1.260
3,10:36,2,7,OAK 40,10,28,Derek Carr pass complete deep right to Darren Waller for 18 yards,1.260,2.790
3,10:02,1,10,GNB 42,10,28,Derek Carr pass complete short right to Darren Waller for 12 yards (tackle by Adrian Amos),2.790,3.580
3,9:33,1,10,GNB 30,10,28,Josh Jacobs right end for 5 yards (tackle by Blake Martinez),3.580,3.710
3,8:51,2,5,GNB 25,10,28,Derek Carr pass incomplete deep right intended for Derek Carrier (defended by Adrian Amos),3.710,3.010
3,8:46,3,5,GNB 25,10,28,Derek Carr pass complete short middle to Hunter Renfrow for 10 yards (tackle by Jaire Alexander),3.010,4.580
3,8:06,1,10,GNB 15,10,28,Josh Jacobs up the middle for 3 yards (tackle by Tyler Lancaster and Kenny Clark),4.580,4.450
3,7:31,2,7,GNB 12,10,28,Derek Carr pass complete short middle to Derek Carrier for 5 yards (tackle by Will Redmond),4.450,4.680
3,6:45,3,2,GNB 7,16,28,"Derek Carr pass complete short middle to Darren Waller for 7 yards, touchdown",4.680,7.000
3,6:41,,,GNB 15,17,28,Daniel Carlson kicks extra point good,0.000,0.000
3,6:41,,,OAK 35,17,28,"Daniel Carlson kicks off 65 yards, returned by Darrius Shepherd for 15 yards (tackle by Justin Phillips and Dallin Leavitt)",0.000,-0.220
3,6:36,1,10,GNB 15,17,28,Aaron Rodgers pass complete short right to Jimmy Graham for 25 yards (tackle by Nicholas Morrow),-0.220,1.600
3,5:49,1,10,GNB 40,17,28,Aaron Jones up the middle for 2 yards (tackle by Tahir Whitehead),1.600,1.320
3,5:08,2,8,GNB 42,17,28,Aaron Rodgers pass incomplete short right intended for Jamaal Williams,1.320,0.630
3,5:06,3,8,GNB 42,17,28,Aaron Rodgers pass complete short right to Jake Kumerow for 17 yards (tackle by Gareon Conley),0.630,2.850
3,4:30,1,10,OAK 41,17,28,Aaron Rodgers pass complete short left to Jamaal Williams for 8 yards (tackle by Tahir Whitehead and Nicholas Morrow),2.850,3.390
3,3:42,2,2,OAK 33,17,28,Aaron Jones left guard for 4 yards (tackle by Nicholas Morrow),3.390,3.640
3,2:58,1,10,OAK 29,17,28,Aaron Rodgers pass complete deep left to Allen Lazard for 26 yards (tackle by Daryl Worley),3.640,6.510
3,2:12,1,3,OAK 3,17,34,"Aaron Rodgers pass complete short left to Jimmy Graham for 3 yards, touchdown",6.510,7.000
3,2:06,,,OAK 15,17,35,Mason Crosby kicks extra point good,0.000,0.000
3,2:06,,,GNB 35,17,35,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,2:06,1,10,OAK 25,17,35,Josh Jacobs left end for 4 yards (tackle by B.J. Goodson and Adrian Amos),0.610,0.600
3,1:32,2,6,OAK 29,17,35,Derek Carr pass complete short middle to Darren Waller for 8 yards (tackle by Will Redmond),0.600,1.400
3,0:54,1,10,OAK 37,17,35,Josh Jacobs right tackle for 27 yards (tackle by Adrian Amos),1.400,3.180
3,0:11,1,10,GNB 36,17,35,Josh Jacobs left end for no gain (tackle by Za'Darius Smith and Kenny Clark),3.180,2.640
Quarter,Time,Down,ToGo,Location,OAK,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,GNB 36,17,35,Derek Carr pass complete short middle to DeAndre Washington for 12 yards (tackle by B.J. Goodson and Blake Martinez),2.640,3.970
4,14:27,1,10,GNB 24,17,35,DeAndre Washington left tackle for 3 yards (tackle by Oren Burks and Dean Lowry),3.970,3.840
4,13:47,2,7,GNB 21,17,35,Derek Carr pass complete short right to Foster Moreau for 14 yards (tackle by Chandon Sullivan),3.840,5.600
4,13:13,1,7,GNB 7,17,35,Josh Jacobs right tackle for 1 yard (tackle by Dean Lowry and Rashan Gary),5.600,4.950
4,12:33,2,6,GNB 6,17,35,Derek Carr pass complete short left to Josh Jacobs for 4 yards (tackle by Kevin King and Kyler Fackrell),4.950,4.950
4,11:51,3,2,GNB 2,17,35,Josh Jacobs right guard for 1 yard (tackle by Will Redmond and Blake Martinez),4.950,3.550
4,11:15,4,1,GNB 1,17,35,Josh Jacobs up the middle for no gain (tackle by B.J. Goodson and Jaire Alexander),3.550,0.380
4,11:11,1,10,GNB 1,17,35,Jamaal Williams right guard for 3 yards (tackle by Nicholas Morrow),-0.380,-0.560
4,10:28,2,7,GNB 4,17,35,Jamaal Williams up the middle for 2 yards (tackle by Karl Joseph),-0.560,-0.840
4,9:42,,,,,,Timeout #2 by Green Bay Packers,,
4,9:42,3,5,GNB 6,17,35,Aaron Rodgers pass incomplete short left,-0.840,-2.490
4,9:39,4,5,GNB 6,17,35,"JK Scott punts 57 yards, returned by Trevor Davis for 15 yards (tackle by Jamaal Williams). Penalty on Nevin Lawson: Offensive Holding, 10 yards",-2.490,-1.730
4,9:28,1,10,OAK 42,17,35,DeAndre Washington left end for 7 yards (tackle by Kevin King),1.730,2.130
4,9:01,2,3,OAK 49,17,35,Derek Carr pass incomplete short middle intended for Foster Moreau,2.130,1.420
4,8:57,3,3,OAK 49,17,35,Derek Carr pass complete deep left to Marcell Ateman for 36 yards (tackle by Kevin King),1.420,4.580
4,8:14,1,10,GNB 15,17,35,Derek Carr pass deep middle (defended by Adrian Amos) intended for Darren Waller is intercepted by Kevin King at GB-0 and returned for no gain,4.580,-0.280
4,8:09,1,10,GNB 20,17,35,Aaron Jones right end for -1 yards (tackle by Daryl Worley),0.280,-0.460
4,7:25,2,11,GNB 19,17,35,Aaron Jones up the middle for 7 yards (tackle by Tahir Whitehead),-0.460,-0.160
4,6:39,3,4,GNB 26,17,41,"Aaron Rodgers pass complete short left to Marquez Valdes-Scantling for 74 yards, touchdown",-0.160,7.000
4,6:28,,,OAK 15,17,42,Mason Crosby kicks extra point good,0.000,0.000
4,6:28,,,GNB 35,17,42,"Mason Crosby kicks off 65 yards, returned by Trevor Davis for 34 yards (tackle by B.J. Goodson)",0.000,1.200
4,6:21,1,10,OAK 34,17,42,DeAndre Washington left guard for 6 yards (tackle by Blake Martinez and Kingsley Keke),1.200,1.470
4,5:51,2,4,OAK 40,17,42,DeAndre Washington left end for 2 yards (tackle by Montravius Adams and Kingsley Keke),1.470,1.030
4,5:17,3,2,OAK 42,17,42,Jalen Richard left end for -2 yards (tackle by Kyler Fackrell and Blake Martinez),1.030,-0.720
4,4:43,4,4,OAK 40,17,42,"A.J. Cole punts 47 yards, fair catch by Darrius Shepherd at GB-13",-0.720,0.320
4,4:36,1,10,GNB 13,17,42,Dexter Williams up the middle for no gain (tackle by Erik Harris and Tahir Whitehead),-0.320,-0.770
4,3:52,2,10,GNB 13,17,42,Dexter Williams up the middle for 2 yards (tackle by Johnathan Hankins and Josh Mauro),-0.770,-1.180
4,3:07,3,8,GNB 15,17,42,Dexter Williams left tackle for no gain (tackle by Johnathan Hankins),-1.180,-2.440
4,2:24,4,8,GNB 15,17,42,"JK Scott punts 57 yards, returned by Trevor Davis for 32 yards (tackle by Evan Baylis)",-2.440,-2.920
4,2:09,1,10,GNB 40,17,42,Mike Glennon pass incomplete deep right intended for Derek Carrier,2.920,2.370
4,2:04,2,10,GNB 40,17,42,Mike Glennon pass complete deep left to Keelan Doss for 19 yards (tackle by Josh Jackson),2.370,4.170
4,1:58,1,10,GNB 21,17,42,Jalen Richard left guard for 4 yards (tackle by Montravius Adams),4.170,4.200
4,1:37,2,6,GNB 17,23,42,"Mike Glennon pass complete short left to Darren Waller for 17 yards, touchdown",4.200,7.000
4,1:32,,,GNB 15,24,42,Daniel Carlson kicks extra point good,0.000,0.000
4,1:32,,,OAK 35,24,42,"Daniel Carlson kicks off 53 yards, returned by Darrius Shepherd for 10 yards (tackle by Dallin Leavitt)",0.000,0.410
4,1:29,1,10,GNB 22,24,42,Tim Boyle kneels for no gain,0.410,-0.130
4,0:48,2,10,GNB 22,24,42,Tim Boyle kneels for -2 yards,-0.130,-1.090
4,0:27,3,12,GNB 20,24,42,Tim Boyle kneels for -1 yards,-1.090,-2.140
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
