Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
2,10:54,2,20,CIN 25,3,14,Samaje Perine right end for 8 yards (tackle by L'Jarius Sneed and Juan Thornhill),-0.630,-0.230
2,10:13,3,12,CIN 33,3,14,Joe Burrow scrambles right end for 8 yards (tackle by George Karlaftis),-0.230,-0.650
2,9:33,4,4,CIN 41,3,14,"Drue Chrisman punts 40 yards, fair catch by Justin Watson at KC-19",-0.650,-0.150
2,9:28,1,10,KAN 19,3,14,Patrick Mahomes pass complete short middle to Noah Gray for 15 yards (tackle by Jessie Bates),0.150,1.200
2,8:54,1,10,KAN 34,3,14,Patrick Mahomes pass complete short middle to JuJu Smith-Schuster for 12 yards (tackle by Logan Wilson),1.200,1.990
2,8:20,1,10,KAN 46,3,14,Isiah Pacheco right guard for 9 yards (tackle by Vonn Bell),1.990,2.670
2,7:45,2,1,CIN 45,3,14,Isiah Pacheco right tackle for 2 yards (tackle by B.J. Hill),2.670,2.720
2,7:03,1,10,CIN 43,3,14,Patrick Mahomes pass incomplete deep left intended for JuJu Smith-Schuster (defended by Cam Taylor-Britt),2.720,2.180
2,6:55,2,10,CIN 43,3,14,Patrick Mahomes scrambles right guard for 6 yards (tackle by Germaine Pratt),2.180,2.280
2,6:14,3,4,CIN 37,3,14,Patrick Mahomes pass incomplete deep right intended for Travis Kelce (defended by Vonn Bell),2.280,0.790
2,6:08,4,4,CIN 37,3,14,Patrick Mahomes pass complete short left to JuJu Smith-Schuster for 5 yards (tackle by Cam Taylor-Britt),0.790,3.450
2,5:14,1,10,CIN 32,3,14,Jerick McKinnon left tackle for 8 yards (tackle by Cameron Sample),3.450,3.980
2,4:38,2,2,CIN 24,3,14,Skyy Moore right end for 12 yards (tackle by Cameron Sample and Jessie Bates),3.980,4.780
2,3:59,1,10,CIN 12,3,14,Jerick McKinnon right end for 11 yards (tackle by Vonn Bell and Jessie Bates),4.780,6.970
2,3:17,1,1,CIN 1,3,14,Jerick McKinnon right tackle for -1 yards (tackle by Logan Wilson),6.970,5.720
2,2:34,2,2,CIN 2,3,14,Patrick Mahomes pass incomplete short left intended for Marquez Valdes-Scantling,5.720,4.950
2,2:28,3,2,CIN 2,9,14,"Patrick Mahomes pass complete short left to Jerick McKinnon for 2 yards, touchdown",4.950,7.000
2,2:23,,,CIN 15,10,14,Harrison Butker kicks extra point good,0.000,0.000
2,2:23,,,KAN 35,10,14,"Penalty on D.J. Reader: Unnecessary Roughness / Defense, 15 yards (accepted) (no play)",0.000,0.000
2,2:23,,,KAN 50,10,14,"Harrison Butker kicks off 38 yards, returned by Trayveon Williams for 11 yards (tackle by Leo Chenal)",0.000,0.480
2,2:20,1,10,CIN 23,10,14,Samaje Perine left guard for 9 yards (tackle by Frank Clark),0.480,1.150
2,2:00,2,1,CIN 32,10,14,Samaje Perine left guard for 6 yards (tackle by Carlos Dunlap and Nick Bolton),1.150,1.470
2,1:42,1,10,CIN 38,10,14,Joe Burrow pass complete short middle to Tee Higgins for 9 yards (tackle by Trent McDuffie),1.470,2.140
2,1:21,2,1,CIN 47,10,14,Joe Burrow pass complete deep right to Ja'Marr Chase for 40 yards (tackle by Juan Thornhill),2.140,4.710
2,1:10,1,10,KAN 13,10,14,Samaje Perine right guard for 7 yards (tackle by Justin Reid and Juan Thornhill),4.710,5.340
2,1:01,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:01,2,3,KAN 6,10,14,Samaje Perine up the middle for 2 yards (tackle by Chris Jones and Trent McDuffie),5.340,5.010
2,0:55,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:55,3,1,KAN 4,10,14,Joe Burrow right guard for no gain (tackle by Carlos Dunlap),5.010,3.040
2,0:51,,,,,,Timeout #3 by Kansas City Chiefs,,
2,0:51,,,,,,Timeout #1 by Cincinnati Bengals,,
2,0:51,4,1,KAN 4,10,14,Trent Taylor right end for -3 yards (tackle by Carlos Dunlap),3.040,0.380
2,0:49,1,10,KAN 7,10,14,Isiah Pacheco left guard for 3 yards (tackle by Cameron Sample),-0.380,-0.560
2,0:06,2,7,KAN 10,10,14,Isiah Pacheco left guard for 16 yards (tackle by Tre Flowers),-0.560,0.670
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,10,14,"Evan McPherson kicks off 59 yards, returned by Isiah Pacheco for 17 yards (tackle by Akeem Davis-Gaither)",0.000,0.480
3,14:56,1,10,KAN 23,10,14,Isiah Pacheco left guard for 3 yards (tackle by D.J. Reader and Logan Wilson),0.480,0.340
3,14:21,2,7,KAN 26,10,14,Patrick Mahomes pass incomplete deep middle intended for Marquez Valdes-Scantling (defended by Vonn Bell),0.340,-0.360
3,14:15,3,7,KAN 26,10,14,Patrick Mahomes pass complete short middle to Marquez Valdes-Scantling for 42 yards (tackle by Eli Apple),-0.360,3.450
3,13:30,1,10,CIN 32,10,14,Patrick Mahomes pass complete short right to Travis Kelce for 18 yards (tackle by Vonn Bell and Josh Tupou),3.450,4.650
3,12:52,1,10,CIN 14,10,14,Jerick McKinnon right tackle for 6 yards (tackle by D.J. Reader),4.650,5.090
3,12:15,2,4,CIN 8,10,14,Patrick Mahomes pass incomplete short right,5.090,4.280
3,12:07,3,4,CIN 8,16,14,"Isiah Pacheco left guard for 8 yards, touchdown",4.280,7.000
3,12:03,,,CIN 15,17,14,Harrison Butker kicks extra point good,0.000,0.000
3,12:03,,,KAN 35,17,14,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,12:03,1,10,CIN 25,17,14,Samaje Perine left guard for 2 yards (tackle by Chris Jones and Nick Bolton),0.610,0.330
3,11:26,2,8,CIN 27,17,14,Joe Burrow pass complete short left to Tyler Boyd for 18 yards (tackle by Juan Thornhill),0.330,1.930
3,10:42,1,10,CIN 45,17,14,Joe Burrow pass complete short middle to Tyler Boyd for 19 yards (tackle by Justin Reid),1.930,3.180
3,10:03,1,10,KAN 36,17,14,Samaje Perine left end for 9 yards (tackle by Nick Bolton and Derrick Nnadi),3.180,3.850
3,9:28,2,1,KAN 27,17,14,Joe Burrow right guard for 2 yards (tackle by Willie Gay),3.850,3.910
3,8:44,1,10,KAN 25,17,14,Samaje Perine right guard for 3 yards (tackle by Nick Bolton and Chris Jones),3.910,3.770
3,8:08,2,7,KAN 22,17,14,Joe Burrow pass complete short right to Samaje Perine for 4 yards (tackle by Joshua Williams),3.770,3.660
3,7:25,3,3,KAN 18,17,14,Joe Burrow pass incomplete deep left intended for Tyler Boyd,3.660,2.350
3,7:20,4,3,KAN 18,17,17,Evan McPherson 36 yard field goal good,2.350,3.000
3,7:16,,,CIN 35,17,17,"Evan McPherson kicks off 62 yards, returned by Isiah Pacheco for 44 yards (tackle by Evan McPherson)",0.000,2.060
3,7:08,1,10,KAN 47,17,17,Patrick Mahomes pass complete short left to Justin Watson for 15 yards (tackle by Vonn Bell),2.060,3.050
3,6:24,1,10,CIN 38,17,17,Isiah Pacheco left end for no gain (tackle by Sam Hubbard),3.050,2.510
3,5:50,2,10,CIN 38,17,17,Patrick Mahomes pass incomplete short right intended for Marquez Valdes-Scantling,2.510,1.820
3,5:45,3,10,CIN 38,17,17,Patrick Mahomes pass complete deep right to Marquez Valdes-Scantling for 29 yards (tackle by Mike Hilton),1.820,5.140
3,5:18,1,9,CIN 9,17,17,Isiah Pacheco right end for 6 yards (tackle by Eli Apple),5.140,5.530
3,4:40,2,3,CIN 3,17,17,Jerick McKinnon left tackle for no gain (tackle by Logan Wilson),5.530,4.720
3,4:03,3,3,CIN 3,17,17,Patrick Mahomes pass incomplete short left,4.720,3.040
3,3:56,4,3,CIN 3,23,17,"Patrick Mahomes scrambles up the middle for 3 yards, touchdown",3.040,7.000
3,3:49,,,CIN 15,24,17,Harrison Butker kicks extra point good,0.000,0.000
3,3:49,,,KAN 35,24,17,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,3:49,1,10,CIN 25,24,17,Joe Burrow pass complete short left to Samaje Perine for 3 yards (tackle by L'Jarius Sneed),0.610,0.470
3,3:05,2,7,CIN 28,24,17,Joe Burrow pass complete deep right to Ja'Marr Chase for 22 yards (tackle by Joshua Williams),0.470,0.000
3,2:28,1,10,CIN 0,24,17,"Joe Burrow pass incomplete short left intended for Samaje Perine. Penalty on Jonah Williams: Offensive Holding, 10 yards (accepted) (no play)",0.000,1.600
3,2:21,1,20,CIN 40,24,17,Joe Burrow pass complete short left to Trenton Irwin for 12 yards (tackle by L'Jarius Sneed and Nick Bolton),1.600,1.980
3,1:38,2,8,KAN 48,24,17,Joe Burrow right tackle for 16 yards (tackle by Juan Thornhill),1.980,3.450
3,0:55,1,10,KAN 32,24,17,"Joe Burrow pass incomplete short right. Penalty on Carlos Dunlap: Defensive Holding, 5 yards (accepted) (no play)",3.450,3.780
3,0:51,1,10,KAN 27,24,17,Samaje Perine left guard for 8 yards (tackle by Nick Bolton and Khalen Saunders),3.780,4.350
3,0:15,2,2,KAN 19,24,17,Samaje Perine left end for 1 yard (tackle by Willie Gay),4.350,3.840
Quarter,Time,Down,ToGo,Location,KAN,CIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,KAN 18,24,17,"Joe Burrow pass incomplete deep left intended for Tee Higgins (tackle by Trent McDuffie). Penalty on Jonah Williams: Ineligible Downfield Pass, 5 yards (accepted) (no play)",3.840,3.070
4,14:56,3,6,KAN 23,24,17,Joe Burrow pass incomplete short middle intended for Tee Higgins (defended by Willie Gay),3.070,1.950
4,14:52,4,6,KAN 23,24,20,Evan McPherson 41 yard field goal good,1.950,3.000
4,14:47,,,CIN 35,24,20,"Evan McPherson kicks off 63 yards, returned by Isiah Pacheco for 22 yards (tackle by Michael Thomas and Daxton Hill)",0.000,0.540
4,14:41,1,10,KAN 24,24,20,Isiah Pacheco left tackle for 2 yards (tackle by B.J. Hill),0.540,0.270
4,14:07,2,8,KAN 26,24,20,"Patrick Mahomes pass complete short middle to Travis Kelce for 19 yards. Travis Kelce fumbles (forced by Germaine Pratt), recovered by Germaine Pratt at KC-45 and returned for -8 yards (tackle by Isiah Pacheco) Replay Assistant challenged the fumble ruling, and the play was upheld.",0.270,-2.060
4,13:52,1,10,CIN 47,24,20,Joe Burrow pass complete short right to Samaje Perine for 8 yards (tackle by Darius Harris),2.060,2.600
4,13:06,2,2,KAN 45,24,20,Joe Burrow pass complete short right to Samaje Perine for 16 yards (tackle by Justin Reid),2.600,3.640
4,12:19,1,10,KAN 29,24,20,Trayveon Williams right guard for 3 yards (tackle by George Karlaftis),3.640,3.510
4,11:41,2,7,KAN 26,24,20,Joe Burrow pass incomplete deep right intended for Tee Higgins,3.510,2.810
4,11:36,,,,,,Timeout #1 by Cincinnati Bengals,,
4,11:36,3,7,KAN 26,24,20,Joe Burrow pass complete short right to Samaje Perine for 7 yards (tackle by Nick Bolton),2.810,4.310
4,10:53,1,10,KAN 19,24,20,"Samaje Perine left guard for 2 yards (tackle by Trent McDuffie and L'Jarius Sneed). Penalty on Ted Karras: Offensive Holding, 10 yards (accepted)",4.310,3.780
4,10:36,1,18,KAN 27,24,20,Joe Burrow scrambles up the middle for 5 yards (tackle by Carlos Dunlap),3.780,3.360
4,9:58,2,13,KAN 22,24,20,Joe Burrow pass complete short middle to Ja'Marr Chase for 8 yards (tackle by Trent McDuffie),3.360,3.760
4,9:19,3,5,KAN 14,24,20,"Joe Burrow pass complete short middle to Tyler Boyd for 6 yards (tackle by Nick Bolton and Juan Thornhill). Penalty on Joshua Williams: Illegal Use of Hands / Defense, 5 yards (declined)",3.760,5.370
4,9:00,1,8,KAN 8,24,26,"Joe Burrow pass complete short left to Chris Evans for 8 yards, touchdown",5.370,7.000
4,8:54,,,KAN 15,24,27,Evan McPherson kicks extra point good,0.000,0.000
4,8:54,,,CIN 35,24,27,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,8:54,1,10,KAN 25,24,27,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Cam Taylor-Britt and Logan Wilson),0.610,0.870
4,8:16,2,4,KAN 31,24,27,Isiah Pacheco left tackle for 3 yards (tackle by Germaine Pratt),0.870,0.560
4,7:35,3,1,KAN 34,24,27,Isiah Pacheco right end for 3 yards (tackle by Jessie Bates),0.560,1.400
4,7:00,1,10,KAN 37,24,27,Patrick Mahomes pass complete short left to Travis Kelce for 13 yards (tackle by Jessie Bates and Germaine Pratt),1.400,2.260
4,6:18,1,10,CIN 50,24,27,Jerick McKinnon left tackle for 6 yards (tackle by Cam Taylor-Britt),2.260,2.520
4,5:45,2,4,CIN 44,24,27,Isiah Pacheco left guard for 4 yards (tackle by B.J. Hill and Logan Wilson),2.520,2.920
4,5:03,1,10,CIN 40,24,27,Patrick Mahomes pass incomplete short left,2.920,2.370
4,4:54,2,10,CIN 40,24,27,Patrick Mahomes pass complete short left to Jerick McKinnon for 7 yards (tackle by Mike Hilton),2.370,2.610
4,4:10,3,3,CIN 33,24,27,Patrick Mahomes sacked by Joseph Ossai for -4 yards,2.610,0.790
4,3:25,4,7,CIN 37,24,27,Harrison Butker 55 yard field goal no good,0.790,-1.930
4,3:19,1,10,CIN 45,24,27,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Nick Bolton),1.930,2.460
4,3:12,2,2,KAN 47,24,27,Samaje Perine right guard for 10 yards (tackle by Juan Thornhill and Nick Bolton),2.460,3.120
4,3:07,,,,,,Timeout #1 by Kansas City Chiefs,,
4,3:07,1,10,KAN 37,24,27,Samaje Perine right guard for 3 yards (tackle by Khalen Saunders),3.120,2.980
4,3:03,,,,,,Timeout #2 by Kansas City Chiefs,,
4,3:03,2,7,KAN 34,24,27,Joe Burrow scrambles up the middle for 2 yards (tackle by Chris Jones and Frank Clark),2.980,2.540
4,2:55,,,,,,Timeout #3 by Kansas City Chiefs,,
4,2:55,3,5,KAN 32,24,27,Joe Burrow pass complete short right to Ja'Marr Chase for 5 yards (tackle by Trent McDuffie),2.540,3.780
4,2:49,1,10,KAN 27,24,27,Samaje Perine left tackle for 6 yards (tackle by Trent McDuffie and Juan Thornhill),3.780,4.040
4,2:05,,,,,,Timeout #2 by Cincinnati Bengals,,
4,2:05,2,4,KAN 21,24,27,Joe Burrow sacked by George Karlaftis for -7 yards,4.040,2.410
4,1:59,3,11,KAN 28,24,27,Joe Burrow pass complete short middle to Tee Higgins for 14 yards (tackle by Joshua Williams),2.410,4.650
4,1:13,1,10,KAN 14,24,27,Joe Burrow kneels for -1 yards,4.650,3.850
4,0:38,2,11,KAN 15,24,27,Joe Burrow kneels for -1 yards,3.850,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
