Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
2,1:36,1,15,,17,3,Tony Romo pass complete short left to Dez Bryant for 8 yards (tackle by Alterraun Verner),2.260,2.450
2,1:30,2,7,TEN 42,17,3,Tony Romo pass incomplete short middle intended for Miles Austin,2.450,1.750
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
2,1:25,3,7,TEN 42,17,3,Tony Romo pass complete short middle to Dez Bryant for 9 yards (tackle by Cortland Finnegan),1.750,3.380
2,1:18,,,,17,3,Timeout #1 by Dallas Cowboys,0.000,3.380
2,1:18,1,10,TEN 33,17,3,Tony Romo pass complete deep right to Roy Williams for 27 yards (tackle by Chris Hope),3.380,5.830
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,1:11,,,,17,3,Timeout #1 by Tennessee Titans,0.000,5.830
2,1:11,1,6,TEN 6,17,9,"Tony Romo pass complete short right to Roy Williams for 6 yards, touchdown",5.830,7.000
2,,,,TEN 2,17,10,David Buehler kicks extra point good,0.000,0.000
2,,,,DAL 30,17,10,"David Buehler kicks off 62 yards, returned by Marc Mariani for 7 yards (tackle by Sean Lee)",0.000,-0.220
2,0:59,1,10,TEN 15,17,10,Vince Young pass complete short right to Bo Scaife for 8 yards (tackle by Terence Newman),-0.220,0.480
2,0:54,2,2,TEN 23,17,10,Chris Johnson right end for 8 yards (tackle by Gerald Sensabaugh and Terence Newman),0.480,1.000
2,0:30,1,10,TEN 31,17,10,Vince Young right end for 7 yards (tackle by Jason Williams),1.000,1.410
2,0:24,2,3,TEN 38,17,10,Vince Young pass incomplete deep middle intended for Kenny Britt (defended by Mike Jenkins),1.410,0.700
2,0:17,3,3,TEN 38,17,10,Chris Johnson middle for 3 yards (tackle by Jason Hatcher),0.700,1.660
2,0:12,,,,17,10,Timeout #2 by Tennessee Titans,0.000,1.660
2,0:09,1,10,TEN 41,17,10,Vince Young pass incomplete deep right intended for Nate Washington,1.660,1.120
2,0:09,2,10,TEN 41,17,10,Vince Young kneels for -1 yards,1.120,0.300
Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,17,10,"Rob Bironas kicks off 68 yards, returned by Akwasi Owusu-Ansah for 23 yards (tackle by Jared Cook)",0.000,0.610
3,14:53,1,10,DAL 25,17,10,Felix Jones left end for 1 yard (tackle by Michael Griffin),0.610,0.200
3,14:28,2,9,DAL 26,17,10,Tony Romo pass complete short left to Miles Austin for 5 yards (tackle by Alterraun Verner),0.200,0.170
3,13:44,3,4,DAL 31,17,16,"Tony Romo pass complete deep left to Miles Austin for 69 yards, touchdown",0.170,7.000
3,,,,TEN 2,17,17,David Buehler kicks extra point good,0.000,0.000
3,,,,DAL 30,17,17,"David Buehler kicks off 75 yards, touchback",0.000,0.280
3,13:34,1,10,TEN 20,17,17,Vince Young pass incomplete short middle intended for Bo Scaife,0.280,-0.270
3,13:29,2,10,TEN 20,17,17,Vince Young pass complete short right to Kenny Britt for 4 yards (tackle by Terence Newman),-0.270,-0.430
3,13:02,3,6,TEN 24,17,17,Vince Young pass incomplete deep middle intended for Nate Washington,-0.430,-1.770
3,12:56,4,6,TEN 24,17,17,"Brett Kern punts 43 yards, returned by Dez Bryant for 2 yards (tackle by Alterraun Verner)",-1.770,-1.270
3,12:45,1,10,DAL 35,17,17,Tony Romo pass complete short left to Roy Williams for 6 yards (tackle by Will Witherspoon and Alterraun Verner),1.270,1.530
3,12:12,2,4,DAL 41,17,17,Felix Jones left end for 34 yards (tackle by Chris Hope),1.530,3.910
3,11:50,1,10,TEN 25,17,17,Tony Romo pass complete short left to Felix Jones for 3 yards (tackle by Jacob Ford),3.910,3.770
3,11:13,2,7,TEN 22,17,17,Marion Barber right tackle for 3 yards (tackle by Stephen Tulloch),3.770,3.490
3,10:35,3,4,TEN 19,17,17,Tony Romo sacked by Tony Brown for -7 yards,3.490,1.740
3,9:57,4,11,TEN 26,17,17,David Buehler 44 yard field goal no good,1.740,-1.200
3,9:53,1,10,TEN 34,17,17,Chris Johnson left tackle for 3 yards (tackle by Jay Ratliff),1.200,1.060
3,9:23,2,7,TEN 37,17,17,Vince Young pass incomplete deep left intended for Bo Scaife (defended by Keith Brooking),1.060,0.370
3,9:16,3,7,TEN 37,17,17,Vince Young pass complete short right to Bo Scaife for 4 yards (tackle by Danny McCray),0.370,-0.650
3,8:39,4,3,TEN 41,17,17,"Brett Kern punts 40 yards, returned by Dez Bryant for -1 yards (tackle by Tim Shaw). Penalty on Barry Church: Illegal Block Above the , 9 yards",-0.650,0.380
3,8:28,1,10,DAL 9,17,17,Felix Jones left guard for 6 yards (tackle by Chris Hope),-0.380,-0.280
3,7:40,,,,17,17,Timeout #1 by Dallas Cowboys,0.000,-0.280
3,7:40,2,4,DAL 15,17,17,Tony Romo pass incomplete short right intended for Dez Bryant (defended by Cortland Finnegan),-0.280,-0.720
3,7:35,3,4,DAL 15,17,17,Tony Romo pass complete short right to Miles Austin for 12 yards (tackle by Alterraun Verner),-0.720,0.740
3,6:52,1,10,DAL 27,17,17,Felix Jones right tackle for 3 yards (tackle by Gerald McRath),0.740,0.600
3,6:06,2,7,DAL 30,17,17,Marion Barber right tackle for 2 yards (tackle by Stephen Tulloch and Jason Babin),0.600,0.170
3,5:24,3,5,DAL 32,17,17,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Gerald McRath),0.170,1.600
3,4:40,1,10,DAL 40,17,17,Tony Romo pass complete short left to Sam Hurd for 6 yards (tackle by Alterraun Verner),1.600,1.860
3,4:06,2,4,DAL 46,17,17,Marion Barber left tackle for 7 yards (tackle by Michael Griffin),1.860,2.460
3,3:31,1,10,TEN 47,17,17,Marion Barber middle for 2 yards (tackle by Jovan Haye and Stephen Tulloch),2.460,2.180
3,2:53,2,8,TEN 45,17,17,Tony Romo pass complete short right to Jason Witten for 24 yards (tackle by Will Witherspoon),2.180,4.170
3,2:18,1,10,TEN 21,17,17,Tony Romo pass incomplete deep right intended for Martellus Bennett is intercepted by Michael Griffin,4.170,-0.280
,,,,,,,"TEN challenged the touchback ruling, and the original play was overturned.",,
3,2:12,1,10,TEN 20,17,17,Vince Young pass complete deep middle to Kenny Britt for 52 yards (tackle by Mike Jenkins),0.280,3.710
,,,,,,,"DAL challenged the runner was down by contact ruling, and the original play was overturned.",,
3,1:43,1,10,DAL 28,17,17,"Vince Young pass complete short right to Chris Johnson for 1 yard (tackle by Bradie James). Chris Johnson fumbles (forced by Bradie James), recovered by Fernando Velasco at DAL-27",3.710,3.300
3,1:43,2,9,DAL 27,17,17,Chris Johnson middle for 6 yards (tackle by Jay Ratliff and Bradie James),3.300,3.400
3,0:28,3,3,DAL 21,17,17,Vince Young pass incomplete,3.400,2.160
3,0:28,4,3,DAL 21,20,17,Rob Bironas 40 yard field goal good,2.160,3.000
3,,,,TEN 30,20,17,"Rob Bironas kicks off 49 yards, returned by Kevin Ogletree for 15 yards (tackle by Vincent Fuller)",0.000,1.330
3,0:13,1,10,DAL 36,20,17,"Felix Jones left end for 7 yards (tackle by Gerald McRath). Penalty on Dave Ball: Illegal Use of Hands, 5 yards",1.330,2.130
Quarter,Time,Down,ToGo,Location,TEN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 48,20,17,Tony Romo pass complete deep middle to Jason Witten for 31 yards (tackle by Chris Hope),2.130,4.170
4,14:22,1,10,TEN 21,20,17,Marion Barber left tackle for 3 yards (tackle by Dave Ball and Colin Allred),4.170,4.040
4,13:49,2,7,TEN 18,20,17,Tony Romo pass complete short left to Roy Williams for 4 yards (tackle by Stephen Tulloch),4.040,4.020
4,13:08,3,3,TEN 14,20,17,Tony Romo pass complete short left to Miles Austin for 5 yards (tackle by Alterraun Verner),4.020,5.140
4,12:34,1,9,TEN 9,20,17,Felix Jones left end for 6 yards (tackle by Gerald McRath),5.140,5.530
4,12:01,2,3,TEN 3,20,17,Felix Jones left guard for no gain (tackle by Stephen Tulloch),5.530,4.720
4,11:20,3,3,TEN 3,20,17,"Penalty on Doug Free: False Start, 5 yards (no play)",4.720,3.580
4,10:55,3,8,TEN 8,20,17,Tony Romo pass complete short right to Felix Jones for no gain,3.580,2.950
4,10:19,4,8,TEN 8,20,20,David Buehler 26 yard field goal good,2.950,3.000
4,,,,DAL 30,20,20,"David Buehler kicks off 79 yards, touchback",0.000,0.280
4,10:14,1,10,TEN 20,20,20,Chris Johnson left end for 42 yards (tackle by Mike Jenkins),0.280,3.050
4,9:53,1,10,DAL 38,20,20,Javon Ringer middle for 1 yard (tackle by Josh Brent),3.050,2.640
4,9:19,2,9,DAL 37,20,20,Vince Young sacked by Anthony Spencer for -7 yards,2.640,1.030
4,8:36,3,16,DAL 44,20,20,Vince Young pass incomplete short middle intended for Kenny Britt (defended by Keith Brooking),1.030,0.330
4,8:30,4,16,DAL 44,20,20,Brett Kern punts 32 yards,0.330,0.350
4,8:20,1,10,DAL 12,20,20,Felix Jones left tackle for 4 yards (tackle by Dave Ball),-0.350,-0.370
4,7:40,2,6,DAL 16,20,20,Tony Romo pass incomplete short left intended for Martellus Bennett is intercepted by Alterraun Verner at DAL-13 and returned for 12 yards,-0.370,-6.970
4,7:30,1,1,DAL 1,26,20,"Chris Johnson middle for 1 yard, touchdown",6.970,7.000
4,,,,DAL 2,27,20,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,27,20,Rob Bironas kicks off 58 yards,0.000,1.600
4,7:26,1,10,DAL 40,27,20,Tony Romo pass incomplete short left intended for Dez Bryant,1.600,1.050
4,7:21,2,10,DAL 40,27,20,Tony Romo pass complete deep right to Roy Williams for 27 yards,1.050,3.380
4,6:49,1,10,TEN 33,27,20,"Tony Romo pass incomplete deep right intended for Miles Austin. Penalty on Andre Gurode: Offensive Holding, 10 yards (no play)",3.380,2.720
4,6:44,1,20,TEN 43,27,20,Felix Jones right end for 13 yards (tackle by Chris Hope),2.720,3.240
4,6:06,2,7,TEN 30,27,20,Tony Romo pass incomplete short left intended for Miles Austin,3.240,2.540
4,6:01,3,7,TEN 30,27,20,Tony Romo pass complete short middle to Dez Bryant for 5 yards (tackle by Alterraun Verner),2.540,1.930
4,5:17,4,2,TEN 25,27,20,Tony Romo pass complete short middle to Miles Austin for 7 yards (tackle by Stephen Tulloch),1.930,4.370
4,4:36,1,10,TEN 18,27,26,"Tony Romo pass complete short middle to Jason Witten for 18 yards, touchdown. Penalty on Marc Colombo: Unsportsmanlike Conduct, 15 yards",4.370,7.000
4,,,,TEN 2,27,26,"David Buehler kicks extra point good. Penalty on Doug Free: False Start, 5 yards (no play)",0.000,0.000
4,,,,TEN 2,27,27,David Buehler kicks extra point good,0.000,0.000
4,,,,DAL 15,27,27,"David Buehler kicks off 69 yards, returned by Marc Mariani for 73 yards (tackle by David Buehler). Penalty on David Buehler: Face Mask (15 Yards), 6 yards",0.000,6.060
4,4:17,1,5,DAL 5,27,27,Vince Young pass incomplete short left intended for Nate Washington,6.060,5.150
4,4:14,2,5,DAL 5,27,27,Chris Johnson right tackle for 4 yards (tackle by Igor Olshansky),5.150,5.170
4,3:32,3,1,DAL 1,33,27,"Chris Johnson middle for 1 yard, touchdown",5.170,7.000
4,,,,DAL 2,34,27,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 30,34,27,"Rob Bironas kicks off 70 yards, returned by Akwasi Owusu-Ansah for 24 yards (tackle by Patrick Bailey)",0.000,0.540
4,3:22,1,10,DAL 24,34,27,Tony Romo pass complete short right to Felix Jones for 3 yards (tackle by Vincent Fuller),0.540,0.400
4,2:51,2,7,DAL 27,34,27,"Tony Romo pass incomplete short middle intended for Jason Witten. Penalty on Stephen Tulloch: Unnecessary Roughness, 15 yards",0.400,1.730
4,2:47,1,10,DAL 42,34,27,"Tony Romo pass complete short left to Dez Bryant for no gain. Penalty on Miles Austin: Offensive Pass Interfere, 10 yards (no play)",1.730,1.070
4,2:39,1,20,DAL 32,34,27,Tony Romo pass incomplete deep right intended for Roy Williams,1.070,-0.160
4,2:34,2,20,DAL 32,34,27,Tony Romo pass complete short middle to Felix Jones for 11 yards (tackle by Stephen Tulloch),-0.160,0.630
4,2:05,3,9,DAL 43,34,27,Tony Romo pass incomplete short right intended for Jason Witten (defended by Will Witherspoon),0.630,-0.520
4,1:59,4,9,DAL 43,34,27,Tony Romo pass incomplete short right intended for Jason Witten (defended by Will Witherspoon),-0.520,-2.720
4,1:54,1,10,DAL 43,34,27,Chris Johnson right tackle for 7 yards (tackle by Sean Lee and Alan Ball),2.720,3.120
4,1:48,,,,34,27,Timeout #2 by Dallas Cowboys,0.000,3.120
4,1:45,2,3,DAL 36,34,27,Chris Johnson right tackle for -3 yards (tackle by Sean Lee),3.120,2.010
4,1:43,,,,34,27,Timeout #3 by Dallas Cowboys,0.000,2.010
4,1:43,3,6,DAL 39,34,27,Chris Johnson right tackle for 2 yards (tackle by Marcus Spears),2.010,0.790
4,0:58,,,,34,27,Timeout #1 by Tennessee Titans,0.000,0.790
4,0:58,4,4,DAL 37,34,27,Brett Kern punts 14 yards,0.790,-0.480
4,0:47,1,10,DAL 23,34,27,Tony Romo pass incomplete deep middle intended for Roy Williams is intercepted by Stephen Tulloch at DAL-40 and returned for 18 yards,0.480,-4.110
4,0:38,1,10,DAL 22,34,27,Vince Young kneels for -1 yards,4.110,3.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
