Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
3,12:51,1,10,LAC 38,0,42,Aidan O'Connell pass incomplete short left intended for Jakobi Meyers,3.050,2.510
3,12:45,2,10,LAC 38,0,42,Aidan O'Connell pass incomplete short left intended for Austin Hooper (defended by Kenneth Murray),2.510,1.820
3,12:41,3,10,LAC 38,0,42,Ameer Abdullah left tackle for 5 yards (tackle by Michael Davis and Khalil Mack),1.820,4.370
3,12:41,1,10,LAC 18,0,42,"Penalty on Justin Hollins: Face Mask (15 Yards), 15 yards (accepted) (no play)",4.370,4.370
3,12:19,1,10,LAC 18,0,42,Aidan O'Connell pass complete short right to Jakobi Meyers for 10 yards (tackle by Derwin James),4.370,5.370
3,11:32,1,8,LAC 8,0,42,Aidan O'Connell pass complete short left to Zamir White for 5 yards (tackle by Kenneth Murray and Alohi Gilman),5.370,5.530
3,10:47,2,3,LAC 3,0,48,"Jakobi Meyers pass complete short right to Davante Adams for 3 yards, touchdown",5.530,7.000
3,10:42,,,LAC 15,0,49,Daniel Carlson kicks extra point good,0.000,0.000
3,10:42,,,LVR 35,0,49,"Daniel Carlson kicks off 63 yards, returned by Derius Davis for 19 yards (tackle by Ameer Abdullah)",0.000,0.340
3,10:37,1,10,LAC 21,6,49,"Easton Stick pass complete deep left to Josh Palmer for 79 yards, touchdown",0.340,7.000
3,10:27,,,LVR 15,7,49,Cameron Dicker kicks extra point good,0.000,0.000
3,10:27,,,LAC 35,7,49,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
3,10:27,1,10,LVR 25,7,49,Zamir White right guard for 4 yards (tackle by Christopher Hinton and Sebastian Joseph-Day),0.610,0.600
3,9:45,2,6,LVR 29,7,49,Zamir White left guard for 2 yards (tackle by Sebastian Joseph-Day),0.600,0.170
3,9:03,3,4,LVR 31,7,49,Aidan O'Connell sacked by Eric Kendricks for -6 yards,0.170,-1.700
3,8:26,4,10,LVR 25,7,49,"AJ Cole punts 68 yards, returned by Derius Davis for 3 yards (tackle by DJ Turner and Jakob Johnson)",-1.700,0.380
3,8:13,1,10,LAC 10,7,49,Easton Stick pass complete short right to Austin Ekeler for 4 yards (tackle by Divine Deablo),-0.380,-0.460
3,7:54,2,6,LAC 14,7,49,Austin Ekeler right guard for 2 yards (tackle by John Jenkins and Divine Deablo),-0.460,-0.720
3,7:17,3,4,LAC 16,7,49,Easton Stick pass complete short right to Josh Palmer for 2 yards (tackle by Jack Jones),-0.720,-2.240
3,6:38,4,2,LAC 18,7,49,"JK Scott punts 60 yards, fair catch by DeAndre Carter at LV-22",-2.240,-0.410
3,6:29,1,10,LVR 22,7,49,Zamir White right guard for 5 yards (tackle by Austin Johnson and Andrew Farmer),0.410,0.540
3,5:53,2,5,LVR 27,7,49,Aidan O'Connell pass incomplete short right,0.540,-0.160
3,5:47,3,5,LVR 27,7,49,Aidan O'Connell pass complete short left to Michael Mayer for 5 yards (tackle by Eric Kendricks),-0.160,1.070
3,5:05,1,10,LVR 32,7,49,Aidan O'Connell pass incomplete short right,1.070,0.530
3,4:58,2,10,LVR 32,7,49,Zamir White right guard for 2 yards (tackle by Scott Matlock and Austin Johnson),0.530,0.100
3,4:13,3,8,LVR 34,7,49,Aidan O'Connell pass complete short right to Ameer Abdullah for 5 yards (tackle by Kenneth Murray),0.100,-0.780
3,3:33,4,3,LVR 39,7,49,AJ Cole punts 41 yards out of bounds,-0.780,-0.280
3,3:27,1,10,LAC 20,7,49,Isaiah Spiller left end for 5 yards (tackle by Jakorian Bennett),0.280,0.410
3,2:55,2,5,LAC 25,7,49,Easton Stick pass complete short left to Gerald Everett for 4 yards (tackle by Jakorian Bennett and Divine Deablo),0.410,0.230
3,2:20,3,1,LAC 29,7,49,Easton Stick up the middle for 2 yards (tackle by Bilal Nichols),0.230,1.000
3,1:44,1,10,LAC 31,7,49,Easton Stick pass complete short right to Austin Ekeler for 12 yards (tackle by Bilal Nichols),1.000,1.800
3,1:05,1,10,LAC 43,7,49,Easton Stick pass incomplete deep right intended for Quentin Johnston,1.800,1.250
3,0:58,2,10,LAC 43,7,49,Easton Stick pass complete short right to Joshua Kelley for 6 yards (tackle by Divine Deablo),1.250,1.350
3,0:34,3,4,LAC 49,7,49,Easton Stick pass complete short middle to Jalen Guyton for 5 yards (tackle by Robert Spillane),1.350,2.520
3,0:12,1,10,LVR 46,7,55,"Easton Stick sacked by Malcolm Koonce for -10 yards. Easton Stick fumbles (forced by Malcolm Koonce), recovered by John Jenkins at LAC-44 and returned for 44 yards, touchdown",2.520,-7.000
3,0:00,,,LAC 15,7,56,Daniel Carlson kicks extra point good,0.000,0.000
Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,LVR 35,7,56,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,15:00,1,10,LAC 25,7,56,Isaiah Spiller left tackle for -3 yards (tackle by Adam Butler),0.610,-0.340
4,14:35,2,13,LAC 22,7,62,"Easton Stick pass short right intended for Austin Ekeler is intercepted by Jack Jones at LAC-16 and returned for 16 yards, touchdown",-0.340,-7.000
4,14:31,,,LAC 15,7,63,Daniel Carlson kicks extra point good,0.000,0.000
4,14:31,,,LVR 35,7,63,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
4,14:31,1,10,LAC 25,7,63,Isaiah Spiller right guard for 1 yard (tackle by Tyler Hall and Janarius Robinson),0.610,0.200
4,14:07,,,,,,Timeout #1 by Las Vegas Raiders,,
4,14:07,2,9,LAC 26,7,63,Isaiah Spiller up the middle for 5 yards (tackle by Adam Butler and Jakorian Bennett),0.200,0.170
4,13:33,3,4,LAC 31,7,63,Easton Stick pass complete short middle to Stone Smartt for 5 yards (tackle by Jakorian Bennett),0.170,1.330
4,12:56,1,10,LAC 36,7,63,Joshua Kelley up the middle for 1 yard (tackle by Janarius Robinson),1.330,0.930
4,12:15,2,9,LAC 37,7,63,Isaiah Spiller left guard for 4 yards (tackle by Curtis Bolton),0.930,0.760
4,11:33,3,5,LAC 41,7,63,Easton Stick scrambles right tackle for 9 yards (tackle by Luke Masterson),0.760,2.260
4,10:48,1,10,LAC 50,7,63,Easton Stick pass incomplete short left intended for Derius Davis,2.260,1.710
4,10:43,2,10,LAC 50,7,63,Easton Stick pass complete short left to Austin Ekeler for 12 yards (tackle by Isaiah Pola-Mao),1.710,3.050
4,10:05,1,10,LVR 38,7,63,Isaiah Spiller up the middle for no gain (tackle by Janarius Robinson),3.050,2.510
4,9:25,2,10,LVR 38,7,63,Easton Stick pass complete deep left to Josh Palmer for 25 yards (tackle by Tyler Hall),2.510,4.710
4,8:43,1,10,LVR 13,13,63,"Easton Stick pass complete short left to Alex Erickson for 13 yards, touchdown",4.710,7.000
4,8:39,,,LVR 15,14,63,Cameron Dicker kicks extra point good,0.000,0.000
4,8:39,,,LAC 35,14,63,"Cameron Dicker kicks off 67 yards, returned by DeAndre Carter for 25 yards (tackle by Blake Lynch and Dean Marlowe)",0.000,0.480
4,8:34,1,10,LVR 23,14,63,Aidan O'Connell pass complete short left to Davante Adams for 7 yards (tackle by Michael Davis),0.480,0.880
4,7:58,2,3,LVR 30,14,63,Aidan O'Connell pass incomplete short left intended for Hunter Renfrow (defended by Derwin James),0.880,0.170
4,7:50,3,3,LVR 30,14,63,Ameer Abdullah right tackle for 2 yards (tackle by Justin Hollins),0.170,-1.240
4,7:10,4,1,LVR 32,14,63,"AJ Cole punts 51 yards, returned by Derius Davis for 38 yards, touchdown. Penalty on Stone Smartt: Offensive Holding, 10 yards (accepted)",-1.240,-1.930
4,6:53,1,10,LAC 45,14,63,Easton Stick pass incomplete short left,1.930,1.380
4,6:50,2,10,LAC 45,14,63,Isaiah Spiller right tackle for 5 yards (tackle by Isaiah Pola-Mao),1.380,1.360
4,6:13,3,5,LAC 50,14,63,Easton Stick pass complete short left to Josh Palmer for 7 yards (tackle by Tyler Hall),1.360,2.720
4,5:32,1,10,LVR 43,14,63,Joshua Kelley up the middle for 6 yards (tackle by Amari Burney),2.720,2.990
4,4:58,2,4,LVR 37,14,63,Joshua Kelley left tackle for 11 yards (tackle by Jack Jones),2.990,3.840
4,4:53,1,10,LVR 26,14,63,Easton Stick pass complete short left to Gerald Everett for 2 yards (tackle by Isaiah Pola-Mao),3.840,3.570
4,4:10,2,8,LVR 24,14,63,"Penalty on Janarius Robinson: Neutral Zone Infraction, 5 yards (accepted) (no play)",3.570,4.270
4,4:10,2,3,LVR 19,14,63,Isaiah Spiller left end for 6 yards (tackle by Amari Burney),4.270,4.710
4,3:39,1,10,LVR 13,14,63,Isaiah Spiller right tackle for 7 yards (tackle by Tyree Wilson),4.710,5.340
4,3:21,,,,,,Timeout #2 by Las Vegas Raiders,,
4,3:21,2,3,LVR 6,14,63,Isaiah Spiller right guard for no gain (tackle by Luke Masterson),5.340,4.560
4,2:42,3,3,LVR 6,20,63,"Easton Stick pass complete short left to Quentin Johnston for 6 yards, touchdown",4.560,7.000
4,2:38,,,LVR 15,21,63,Cameron Dicker kicks extra point good,0.000,0.000
4,2:38,,,LAC 35,21,63,"Cameron Dicker kicks off 65 yards, touchback.",0.000,0.610
4,2:38,1,10,LVR 25,21,63,Zamir White up the middle for 7 yards (tackle by Daiyan Henley and Ja'Sir Taylor),0.610,1.010
4,2:00,2,3,LVR 32,21,63,Zamir White up the middle for 1 yard (tackle by Austin Johnson),1.010,0.430
4,1:21,3,2,LVR 33,21,63,Zamir White up the middle for 1 yard (tackle by Nick Niemann and Christopher Hinton),0.430,-1.110
4,0:38,4,1,LVR 34,21,63,AJ Cole punts 44 yards out of bounds,-1.110,-0.410
4,0:31,1,10,LAC 22,21,63,Isaiah Spiller right guard for 4 yards (tackle by Tyree Wilson and Adam Butler),0.410,0.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
