Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
2,2:38,1,10,JAX 47,21,7,Ben Roethlisberger pass incomplete short left intended for Vance McDonald,2.460,1.910
2,2:33,2,10,JAX 47,27,7,"Ben Roethlisberger sacked by Yannick Ngakoue for -5 yards. Ben Roethlisberger fumbles (forced by Yannick Ngakoue), recovered by Telvin Smith and returned for 50 yards, touchdown. Penalty on Telvin Smith: Taunting, 15 yards",1.910,-7.000
2,,,,PIT 15,28,7,Josh Lambo kicks extra point good,,
2,2:20,,,JAX 20,28,7,"Josh Lambo kicks off 53 yards, returned by Cameron Sutton for 22 yards (tackle by Tyler Patmon)",0.000,-2.190
2,2:14,1,10,PIT 49,28,7,Ben Roethlisberger pass complete short left to Le'Veon Bell for 3 yards (tackle by Telvin Smith),2.190,2.050
2,2:00,2,7,JAX 48,28,7,Ben Roethlisberger pass incomplete short right intended for Vance McDonald,2.050,1.360
2,1:56,3,7,JAX 48,28,7,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by A.J. Bouye),1.360,3.250
2,1:31,1,10,JAX 35,28,7,Ben Roethlisberger pass complete short right to JuJu Smith-Schuster for -1 yards (tackle by Myles Jack),3.250,0.000
2,1:23,,,,,,Timeout #1 by Pittsburgh Steelers,0.000,-2.570
2,1:23,2,11,JAX 36,28,7,Ben Roethlisberger sacked by Marcell Dareus for -4 yards,2.570,0.000
2,1:16,,,,,,Timeout #2 by Pittsburgh Steelers,0.000,-1.350
2,1:16,3,15,JAX 40,28,7,Ben Roethlisberger pass complete short right to Antonio Brown for 4 yards (tackle by Aaron Colvin),1.350,0.000
2,0:32,,,,,,Timeout #3 by Pittsburgh Steelers,0.000,-0.880
2,0:32,4,11,JAX 36,28,13,"Ben Roethlisberger pass complete deep right to Martavis Bryant for 36 yards, touchdown",0.880,7.000
2,0:25,,,JAX 15,28,14,Chris Boswell kicks extra point good,0.000,0.000
2,0:25,,,PIT 35,28,14,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
2,0:25,1,10,JAX 25,28,14,Blake Bortles kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 35,28,14,"Josh Lambo kicks off 65 yards, returned by JuJu Smith-Schuster for 23 yards (tackle by Donald Payne)",0.000,-0.480
3,14:53,1,10,PIT 23,28,14,Le'Veon Bell middle for 2 yards (tackle by Barry Church),0.480,0.200
3,14:16,2,8,PIT 25,28,14,Ben Roethlisberger pass complete short left to Le'Veon Bell for 7 yards (tackle by Telvin Smith),0.200,0.430
3,13:33,3,1,PIT 32,28,14,Ben Roethlisberger pass complete short middle to Vance McDonald for 2 yards (tackle by Abry Jones and Yannick Ngakoue),0.430,1.200
3,12:54,1,10,PIT 34,28,14,"Ben Roethlisberger pass complete short right to Le'Veon Bell for 4 yards (tackle by Telvin Smith). Penalty on Jalen Ramsey: Unsportsmanlike Conduct, 15 yards",1.200,2.460
3,12:37,1,10,JAX 47,28,14,Le'Veon Bell left guard for no gain (tackle by Paul Posluszny),2.460,1.910
3,12:00,2,10,JAX 47,28,14,Ben Roethlisberger pass complete short right to Vance McDonald for 15 yards (tackle by Barry Church),1.910,3.450
3,11:20,1,10,JAX 32,28,14,Ben Roethlisberger pass complete short right to Jesse James for 12 yards (tackle by Jalen Ramsey),3.450,4.240
3,10:45,1,10,JAX 20,28,14,Le'Veon Bell middle for 2 yards (tackle by Telvin Smith),4.240,3.960
3,10:00,2,8,JAX 18,28,14,Le'Veon Bell right end for -1 yards (tackle by Yannick Ngakoue and Abry Jones),3.960,3.100
3,9:15,3,9,JAX 19,28,20,"Ben Roethlisberger pass complete deep right to Le'Veon Bell for 19 yards, touchdown",3.100,7.000
3,9:09,,,JAX 15,28,21,Chris Boswell kicks extra point good,0.000,0.000
3,9:09,,,PIT 35,28,21,"Chris Boswell kicks off 64 yards, returned by Corey Grant for 21 yards (tackle by Mike Hilton)",0.000,-0.410
3,9:02,1,10,JAX 22,28,21,Leonard Fournette middle for 4 yards (tackle by T.J. Watt and Vince Williams),0.410,0.410
3,8:28,2,6,JAX 26,28,21,"Blake Bortles for no gain. Blake Bortles fumbles, recovered by Blake Bortles at JAX-24",0.410,-0.560
3,7:44,3,8,JAX 24,28,21,Blake Bortles for 16 yards,-0.560,1.600
3,7:04,1,10,JAX 40,28,21,Leonard Fournette right guard for 1 yard (tackle by Joe Haden),1.600,1.190
3,6:24,2,9,JAX 41,28,21,Blake Bortles pass incomplete short middle intended for Leonard Fournette,1.190,0.500
3,6:19,3,9,JAX 41,28,21,Blake Bortles pass incomplete short left intended for Marcedes Lewis (defended by L.J. Fort),0.500,-0.650
3,6:10,4,9,JAX 41,28,21,"Brad Nortman punts 40 yards, fair catch by Eli Rogers",-0.650,-0.150
3,6:02,1,10,PIT 19,28,21,Ben Roethlisberger pass complete short middle to Eli Rogers for 6 yards (tackle by Telvin Smith),0.150,0.480
3,5:19,2,4,PIT 25,28,21,Ben Roethlisberger pass complete short right to Vance McDonald for 22 yards (tackle by Barry Church),0.480,2.060
3,4:31,1,10,PIT 47,28,21,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 13 yards (tackle by Telvin Smith and Paul Posluszny),2.060,2.920
3,3:45,1,10,JAX 40,28,21,Le'Veon Bell middle for 1 yard (tackle by Malik Jackson),2.920,2.510
3,3:07,2,9,JAX 39,28,21,Ben Roethlisberger pass complete short right to Le'Veon Bell for no gain,2.510,1.820
3,2:28,3,9,JAX 39,28,21,Ben Roethlisberger pass incomplete short middle intended for Vance McDonald (defended by Dante Fowler),1.820,0.660
3,2:22,4,9,JAX 39,28,21,"Jordan Berry punts 39 yards, touchback",0.660,-0.280
3,2:13,1,10,JAX 20,28,21,Leonard Fournette right end for no gain (tackle by Sean Spence),0.280,-0.270
3,1:43,2,10,JAX 20,28,21,Blake Bortles pass complete short middle to Leonard Fournette for no gain,-0.270,-0.960
3,1:01,3,10,JAX 20,28,21,Blake Bortles pass complete short left to T.J. Yeldon for 13 yards (tackle by Mike Mitchell),-0.960,1.140
3,0:31,1,10,JAX 33,28,21,Blake Bortles pass incomplete short right intended for Dede Westbrook,1.140,0.590
3,0:26,2,10,JAX 33,28,21,Leonard Fournette middle for no gain (tackle by Sean Davis),0.590,-0.100
Quarter,Time,Down,ToGo,Location,JAX,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,10,JAX 33,28,21,Blake Bortles pass incomplete deep middle intended for Dede Westbrook (defended by Artie Burns),-0.100,-1.180
4,14:55,4,10,JAX 33,28,21,Brad Nortman punts 15 yards,-1.180,-2.390
4,14:45,1,10,JAX 48,28,21,Le'Veon Bell middle for 6 yards (tackle by Malik Jackson),2.390,2.660
4,14:11,2,4,JAX 42,28,21,Le'Veon Bell right tackle for 3 yards (tackle by Myles Jack),2.660,2.340
4,13:28,3,1,JAX 39,28,21,Le'Veon Bell middle for no gain (tackle by Calais Campbell),2.340,0.660
4,12:50,4,1,JAX 39,28,21,Ben Roethlisberger pass incomplete deep left intended for JuJu Smith-Schuster,0.660,-1.530
4,12:44,1,10,JAX 39,28,21,Leonard Fournette middle for 2 yards (tackle by Vince Williams),1.530,1.260
4,12:11,2,8,JAX 41,28,21,Blake Bortles pass incomplete deep middle intended for Marqise Lee,1.260,0.560
4,12:04,3,8,JAX 41,28,21,Blake Bortles pass complete short right to Marqise Lee for 11 yards (tackle by Sean Davis),0.560,2.390
4,11:22,1,10,PIT 48,28,21,Blake Bortles pass complete deep left to Keelan Cole for 45 yards (tackle by Joe Haden),2.390,6.510
4,10:39,1,3,PIT 3,34,21,"Leonard Fournette middle for 3 yards, touchdown",6.510,7.000
4,10:34,,,PIT 15,35,21,"Penalty on Bud Dupree: Encroachment, 5 yards",0.000,0.000
4,10:34,,,PIT 15,35,21,Josh Lambo kicks extra point good,0.000,0.000
4,10:34,,,JAX 40,35,21,"Josh Lambo kicks off 60 yards, touchback",0.000,-0.610
4,10:34,1,10,PIT 25,35,21,Ben Roethlisberger pass complete deep left to Antonio Brown for 27 yards,0.610,2.390
4,9:58,1,10,JAX 48,35,21,Ben Roethlisberger pass complete short middle to Vance McDonald for 5 yards (tackle by Telvin Smith),2.390,2.520
4,9:26,2,5,JAX 43,35,21,Ben Roethlisberger pass incomplete short middle intended for Le'Veon Bell (defended by Abry Jones),2.520,1.820
4,9:20,3,5,JAX 43,35,21,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell (defended by Yannick Ngakoue),1.820,0.400
4,9:14,4,5,JAX 43,35,27,"Ben Roethlisberger pass complete deep left to Antonio Brown for 43 yards, touchdown. Penalty on A.J. Bouye: Defensive Pass Interference (Declined)",0.400,7.000
4,9:05,,,JAX 15,35,28,Chris Boswell kicks extra point good,0.000,0.000
4,9:05,,,PIT 35,35,28,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.610
4,9:05,1,10,JAX 25,35,28,Leonard Fournette right tackle for 2 yards (tackle by Joe Haden),0.610,0.330
4,8:29,2,8,JAX 27,35,28,Leonard Fournette middle for 3 yards (tackle by Vince Williams and Sean Davis),0.330,0.040
4,7:49,3,5,JAX 30,35,28,Blake Bortles pass complete short left to T.J. Yeldon for 40 yards (tackle by Mike Mitchell),0.040,3.580
4,7:14,1,10,PIT 30,35,28,T.J. Yeldon middle for 5 yards (tackle by Sean Davis),3.580,3.710
4,6:33,2,5,PIT 25,35,28,Leonard Fournette left guard for 1 yard (tackle by Bud Dupree),3.710,3.140
4,5:47,3,4,PIT 24,35,28,Blake Bortles pass complete short middle to Dede Westbrook for 8 yards (tackle by Vince Williams and Sean Spence),3.140,4.510
4,5:06,1,10,PIT 16,35,28,Leonard Fournette middle for 2 yards (tackle by Tyson Alualu and Robert Golden),4.510,4.210
4,4:24,2,8,PIT 14,41,28,"Blake Bortles pass complete short middle to Tommy Bohanon for 14 yards, touchdown",4.210,7.000
4,4:19,,,PIT 15,42,28,Josh Lambo kicks extra point good,0.000,0.000
4,4:19,,,JAX 35,42,28,"Josh Lambo kicks off 65 yards, returned by Fitzgerald Toussaint for 25 yards (tackle by Jalen Myrick)",0.000,-0.610
4,4:13,1,10,PIT 25,42,28,Ben Roethlisberger pass incomplete short middle intended for Antonio Brown,0.610,0.060
4,4:09,2,10,PIT 25,42,28,Ben Roethlisberger pass incomplete deep right intended for Martavis Bryant (defended by Jarrod Wilson),0.060,-0.620
4,4:00,3,10,PIT 25,42,28,Ben Roethlisberger pass complete short middle to Vance McDonald for 15 yards (tackle by A.J. Bouye and Barry Church),-0.620,1.600
4,3:40,1,10,PIT 40,42,28,Ben Roethlisberger pass incomplete short middle intended for JuJu Smith-Schuster,1.600,1.050
4,3:34,2,10,PIT 40,42,28,Ben Roethlisberger pass incomplete short middle intended for Vance McDonald,1.050,0.370
4,3:29,3,10,PIT 40,42,28,Ben Roethlisberger left guard for 15 yards (tackle by Telvin Smith),0.370,0.000
4,3:20,,,,,,Timeout #1 by Pittsburgh Steelers,0.000,-2.590
4,3:20,1,10,JAX 45,42,28,Ben Roethlisberger pass incomplete deep left intended for Martavis Bryant (defended by Jarrod Wilson),2.590,2.040
4,3:12,2,10,JAX 45,42,28,Ben Roethlisberger pass complete short left to Le'Veon Bell for 22 yards,2.040,4.040
4,3:04,1,10,JAX 23,42,28,Ben Roethlisberger pass complete short right to Vance McDonald for 5 yards (tackle by A.J. Bouye),4.040,4.210
4,2:58,2,5,JAX 18,42,28,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,4.210,3.490
4,2:53,3,5,JAX 18,42,28,Ben Roethlisberger pass complete short left to Vance McDonald for 9 yards (tackle by Myles Jack),3.490,5.140
4,2:27,1,9,JAX 9,42,34,"Ben Roethlisberger middle for 1 yard, lateral to Le'Veon Bell for 8 yards, touchdown",5.140,7.000
4,2:18,,,JAX 15,42,35,Chris Boswell kicks extra point good,0.000,0.000
4,2:18,,,PIT 35,42,35,"Chris Boswell kicks onside 6 yards, recovered by James O'Shaughnessy. Penalty on Tyler Matakevich: Illegal Touch Kick, 5 yards",0.000,-3.180
4,2:18,1,10,PIT 36,42,35,Leonard Fournette middle for 1 yard (tackle by Mike Mitchell),3.180,2.770
4,2:00,2,9,PIT 35,42,35,Leonard Fournette right guard for 3 yards (tackle by Leterrius Walton and Sean Spence),2.770,0.000
4,1:56,,,,,,Timeout #2 by Pittsburgh Steelers,0.000,-2.480
4,1:56,3,6,PIT 32,42,35,Leonard Fournette middle for 5 yards (tackle by Robert Golden and Bud Dupree),2.480,0.000
4,1:50,,,,,,Timeout #3 by Pittsburgh Steelers,0.000,-1.820
4,1:50,4,1,PIT 27,45,35,Josh Lambo 45 yard field goal good,1.820,3.000
4,1:45,,,JAX 35,45,35,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,1:45,1,10,PIT 25,45,35,Ben Roethlisberger pass incomplete short middle intended for Darrius Heyward-Bey (defended by Telvin Smith),0.610,0.060
4,1:40,2,10,PIT 25,45,35,Ben Roethlisberger pass incomplete short right intended for Le'Veon Bell,0.060,-0.620
4,1:35,3,10,PIT 25,45,35,Ben Roethlisberger pass incomplete short middle intended for Vance McDonald,-0.620,-1.700
4,1:27,4,10,PIT 25,45,35,Ben Roethlisberger pass complete short right to Vance McDonald for 12 yards (tackle by Jalen Ramsey),-1.700,1.400
4,1:04,1,10,PIT 37,45,35,Ben Roethlisberger pass complete short left to Vance McDonald for 16 yards (tackle by A.J. Bouye),1.400,2.460
4,0:58,1,10,JAX 47,45,35,Ben Roethlisberger pass complete deep right to Martavis Bryant for 42 yards (tackle by Barry Church),2.460,6.060
4,0:47,1,5,JAX 5,45,35,"Ben Roethlisberger pass incomplete. Penalty on Ben Roethlisberger: Intentional Grounding, 10 yards",6.060,3.460
4,0:32,2,15,JAX 15,45,35,Ben Roethlisberger pass complete short right to Antonio Brown for 11 yards (tackle by Malik Jackson),3.460,4.490
4,0:10,3,4,JAX 4,45,35,Ben Roethlisberger pass incomplete short middle intended for Xavier Grimble,4.490,3.030
4,0:04,4,4,JAX 4,45,41,"Ben Roethlisberger pass complete short middle to JuJu Smith-Schuster for 4 yards, touchdown",3.030,7.000
4,0:01,,,JAX 15,45,42,Chris Boswell kicks extra point good,0.000,0.000
4,0:01,,,PIT 35,45,42,"Chris Boswell kicks off 49 yards, returned by Keelan Cole for 3 yards",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
