Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
2,9:49,4,18,PHI 18,7,10,"Sean Landeta punts 48 yards, returned by Dane Looker for 6 yards (tackle by Keith Adams)",-2.240,-1.600
2,9:37,1,10,STL 40,7,10,Ryan Fitzpatrick pass complete to Isaac Bruce for 10 yards (tackle by Sheldon Brown),1.600,2.260
2,9:04,1,10,STL 50,7,10,Steven Jackson up the middle for 2 yards (tackle by Mark Simoneau),2.260,1.980
2,8:28,2,8,PHI 48,7,10,Steven Jackson left tackle for 11 yards (tackle by Brian Dawkins),1.980,3.120
2,7:44,1,10,PHI 37,7,10,Ryan Fitzpatrick pass incomplete intended for Shaun McDonald,3.120,2.570
2,7:36,2,10,PHI 37,7,10,"Penalty on Orlando Pace: False Start, 5 yards (no play)",2.570,1.900
2,7:36,2,15,PHI 42,7,10,Ryan Fitzpatrick pass complete to Marshall Faulk for 4 yards (tackle by Sheldon Brown),1.900,1.750
2,7:00,3,11,PHI 38,7,10,Ryan Fitzpatrick up the middle for 3 yards (tackle by Jevon Kearse),1.750,0.970
2,6:19,4,8,PHI 35,7,13,Jeff Wilkins 53 yard field goal good,0.970,3.000
2,,,,STL 30,7,13,"Jeff Wilkins kicks off 69 yards, returned by Roderick Hood for 23 yards (tackle by Corey Ivy). Penalty on Stephen Spach: Offensive Holding, 10 yards",0.000,-0.280
2,6:05,1,10,PHI 14,7,13,Lamar Gordon left tackle for 5 yards (tackle by Trev Faulk and Ryan Pickett),-0.280,-0.040
2,5:27,2,5,PHI 19,7,13,"Ryan Moats right end for -3 yards. Ryan Moats fumbles, ball out of bounds at PHI-15. Penalty on Anthony Hargrove: Face Mask (5 Yards), 5 yards",-0.040,0.150
2,5:19,2,4,PHI 20,7,13,Ryan Moats right tackle for no gain (tackle by Pisa Tinoisamoa and Brandon Chillar),0.150,-0.680
2,4:41,3,4,PHI 20,7,13,Mike McMahon pass complete to Greg Lewis for 7 yards (tackle by Ronald Bartell),-0.680,0.740
2,4:03,1,10,PHI 27,7,13,Mike McMahon pass complete to Reggie Brown for 8 yards (tackle by Brandon Chillar),0.740,1.280
2,3:40,2,2,PHI 35,7,13,Ryan Moats left end for 3 yards (tackle by Trev Faulk),1.280,1.470
2,2:59,1,10,PHI 38,7,13,Ryan Moats right end for -1 yards (tackle by Ryan Pickett and Trev Faulk),1.470,0.790
2,2:20,2,11,PHI 37,7,13,Mike McMahon sacked by Anthony Hargrove for -5 yards,0.790,-0.560
2,2:00,3,16,PHI 32,7,13,Mike McMahon pass incomplete intended for Reno Mahe,-0.560,-1.240
2,1:55,4,16,PHI 32,7,13,"Sean Landeta punts 44 yards, returned by Dane Looker for 5 yards (tackle by Darnerien McCants)",-1.240,-0.870
2,1:46,1,10,STL 29,7,13,Marshall Faulk left tackle for 20 yards (tackle by Brian Dawkins),0.870,2.190
2,1:20,1,10,STL 49,7,13,Ryan Fitzpatrick pass complete to Shaun McDonald for 5 yards (tackle by Roderick Hood),2.190,2.320
2,1:08,,,,7,13,Timeout #1 by St. Louis Rams,0.000,2.320
2,1:08,2,5,PHI 46,7,13,"Ryan Fitzpatrick pass complete to Kevin Curtis for 10 yards. Penalty on Alex Barron: Chop Block, 15 yards (no play)",2.320,0.300
2,1:01,2,20,STL 39,7,13,Ryan Fitzpatrick pass complete to Torry Holt for 5 yards (tackle by Roderick Hood),0.300,0.300
2,0:57,3,15,STL 44,7,13,Ryan Fitzpatrick pass complete to Marshall Faulk for 4 yards (tackle by Trent Cole),0.300,-0.190
2,0:45,,,,7,13,Timeout #2 by Philadelphia Eagles,0.000,-0.190
2,0:45,4,11,STL 48,7,13,Bryan Barker punts 35 yards,-0.190,0.060
2,0:36,1,10,PHI 17,7,13,Mike McMahon pass complete to Greg Lewis for 1 yard (tackle by DeJuan Groce),-0.060,-0.420
Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 30,7,13,"Jeff Wilkins kicks off 62 yards, returned by Roderick Hood for 21 yards (tackle by Jeremy Loyd)",0.000,0.870
3,14:56,1,10,PHI 29,7,13,Ryan Moats left tackle for 3 yards (tackle by Trev Faulk),0.870,0.730
3,14:26,2,7,PHI 32,7,13,Mike McMahon pass incomplete intended for Greg Lewis,0.730,0.040
,,,,,,,"STL challenged the ruling, and the original play was overturned.",,
3,14:17,3,7,PHI 32,7,13,Mike McMahon pass incomplete intended for Greg Lewis,0.040,-1.240
3,14:17,4,7,PHI 32,7,13,"Penalty on Ryan Moats: False Start, 5 yards (no play)",-1.240,-1.570
3,14:15,4,12,PHI 27,7,13,"Sean Landeta punts 55 yards, returned by Dane Looker for 13 yards (tackle by Quintin Mikell)",-1.570,-1.000
3,14:04,1,10,STL 31,7,13,"Penalty on Claude Terrell: False Start, 5 yards (no play)",1.000,0.670
3,14:04,1,15,STL 26,7,13,Steven Jackson left end for 1 yard (tackle by Keith Adams and Mike Patterson),0.670,-0.080
3,13:29,2,14,STL 27,7,13,Steven Jackson left tackle for no gain (tackle by Dhani Jones),-0.080,-0.760
3,12:53,3,14,STL 27,7,13,"Ryan Fitzpatrick pass incomplete intended for Marshall Faulk. Penalty on Darwin Walker: Roughing the Passer, 15 yards, Penalty on Jevon Kearse: Defensive Offside (Declined) (no play)",-0.760,1.730
3,12:47,1,10,STL 42,7,13,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,1.730,1.190
3,12:43,2,10,STL 42,7,13,"Marshall Faulk right guard for 4 yards. Penalty on Madison Hedgecock: Face Mask (15 Yards), 15 yards",1.190,-0.300
3,12:15,2,21,STL 31,7,13,Marshall Faulk left tackle for 4 yards (tackle by Mike Patterson),-0.300,-0.430
3,12:15,3,17,STL 35,7,13,Ryan Fitzpatrick pass incomplete intended for Torry Holt,-0.430,-1.040
3,11:26,4,17,STL 35,7,13,Bryan Barker punts 36 yards,-1.040,-0.870
3,11:26,1,10,PHI 29,7,13,Mike McMahon pass incomplete intended for Billy McMullen,0.870,0.330
3,11:21,2,10,PHI 29,7,13,"Mike McMahon pass complete to Lamar Gordon for 5 yards (tackle by Ronald Bartell). Lamar Gordon fumbles (forced by Ronald Bartell), recovered by Leonard Little at PHI-37 (tackle by L.J. Smith)",0.330,-3.120
,,,,,,,"PHI challenged the ruling, and the play was upheld.",,
3,11:11,1,10,PHI 37,7,13,Marshall Faulk left guard for 13 yards (tackle by Keith Adams),3.120,3.970
3,10:38,1,10,PHI 24,7,13,Marshall Faulk left tackle for 12 yards (tackle by Michael Lewis),3.970,4.780
3,9:56,1,10,PHI 12,7,13,Arlen Harris up the middle for no gain (tackle by Dhani Jones),4.780,4.100
3,9:15,2,10,PHI 12,7,13,Ryan Fitzpatrick pass incomplete intended for Torry Holt (defended by Matt Ware),4.100,3.120
3,9:09,3,10,PHI 12,7,13,Marshall Faulk up the middle for 2 yards (tackle by Darwin Walker),3.120,2.760
3,8:33,4,8,PHI 10,7,16,Jeff Wilkins 28 yard field goal good,2.760,3.000
3,,,,STL 30,7,16,"Jeff Wilkins kicks off 66 yards, returned by Roderick Hood for 53 yards (tackle by Dwight Anderson)",0.000,2.720
3,8:22,1,10,STL 43,7,16,Mike McMahon pass incomplete intended for Reggie Brown is intercepted by DeJuan Groce at STL-8,2.720,0.380
3,8:14,1,10,STL 8,7,16,Marshall Faulk up the middle for -1 yards (tackle by Sam Rayburn),-0.380,-0.850
3,7:41,2,11,STL 7,7,16,Steven Jackson right tackle for no gain (tackle by Jevon Kearse),-0.850,-1.540
3,6:58,3,11,STL 7,7,16,Ryan Fitzpatrick pass complete to Torry Holt for 6 yards (tackle by Roderick Hood),-1.540,-2.490
3,6:26,4,5,STL 13,7,16,"Bryan Barker punts 38 yards, returned by Reno Mahe for 13 yards (tackle by Dwight Anderson)",-2.490,-3.050
3,6:16,1,10,STL 38,7,16,Reno Mahe right tackle for 10 yards (tackle by Trev Faulk),3.050,3.710
3,5:52,1,10,STL 28,7,16,Ryan Moats up the middle for 7 yards (tackle by Adam Archuleta),3.710,4.110
3,5:21,2,3,STL 21,7,16,Mike McMahon pass complete to Reno Mahe for 4 yards (tackle by Anthony Hargrove),4.110,4.440
3,4:44,1,10,STL 17,7,16,Mike McMahon pass incomplete intended for L.J. Smith (defended by Adam Archuleta),4.440,3.850
3,4:35,2,10,STL 17,7,16,Reno Mahe right guard for 3 yards (tackle by Trev Faulk),3.850,3.500
3,3:57,3,7,STL 14,7,16,Mike McMahon up the middle for 1 yard (tackle by Anthony Hargrove),3.500,2.590
3,3:15,4,6,STL 13,10,16,David Akers 31 yard field goal good,2.590,3.000
3,,,,PHI 30,10,16,"David Akers kicks off 75 yards, touchback",0.000,0.280
3,3:10,1,10,STL 20,10,16,Ryan Fitzpatrick pass incomplete intended for Torry Holt,0.280,-0.270
3,3:04,2,10,STL 20,10,16,Ryan Fitzpatrick pass incomplete intended for Steven Jackson,-0.270,-0.960
3,3:00,3,10,STL 20,10,16,Ryan Fitzpatrick pass incomplete intended for Brandon Manumaleuna is intercepted by Brian Dawkins at PHI-48 and returned for 24 yards,-0.960,-3.710
3,2:49,1,10,STL 28,10,16,Ryan Moats left tackle for -3 yards (tackle by Adam Archuleta),3.710,2.760
3,2:18,2,13,STL 31,10,16,Mike McMahon pass complete to Greg Lewis for 12 yards (tackle by DeJuan Groce),2.760,3.720
3,1:52,3,1,STL 19,10,16,"Mike McMahon up the middle for no gain (tackle by Damione Lewis). Penalty on Artis Hicks: Illegal Formation, 5 yards (no play)",3.720,3.010
3,1:34,3,6,STL 24,10,16,Mike McMahon pass complete to Reggie Brown for 13 yards (tackle by Ronald Bartell),3.010,4.840
3,0:57,1,10,STL 11,10,16,Mike McMahon right guard for 1 yard (tackle by Brandon Chillar),4.840,4.320
3,0:17,2,9,STL 10,10,16,Mike McMahon right end for 7 yards (tackle by Trev Faulk),4.320,4.890
Quarter,Time,Down,ToGo,Location,PHI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,STL 3,16,16,"Mike McMahon pass complete to Mike Bartrum for 3 yards, touchdown",4.890,7.000
4,,,,STL 2,17,16,David Akers kicks extra point good,0.000,0.000
4,,,,PHI 30,17,16,"David Akers kicks off 73 yards, returned by Chris Johnson for 24 yards (tackle by Billy McMullen)",0.000,0.340
4,14:46,1,10,STL 21,17,16,Steven Jackson left end for -4 yards (tackle by Juqua Thomas),0.340,-0.860
4,14:07,2,14,STL 17,17,16,Ryan Fitzpatrick pass incomplete intended for Marshall Faulk,-0.860,-1.590
4,14:02,3,14,STL 17,17,16,"Penalty on Brandon Manumaleuna: False Start, 5 yards (no play)",-1.590,-2.470
4,14:02,3,19,STL 12,17,16,Marshall Faulk up the middle for 8 yards (tackle by Darwin Walker),-2.470,-2.030
4,13:31,4,11,STL 20,17,16,"Bryan Barker punts 47 yards, muffed catch by Reno Mahe, recovered by Reno Mahe and returned for 6 yards (tackle by Chris Massey)",-2.030,-1.530
4,13:16,1,10,PHI 39,17,16,Reno Mahe left guard for 2 yards (tackle by Pisa Tinoisamoa),1.530,1.260
4,12:46,2,8,PHI 41,17,16,Mike McMahon pass complete to Billy McMullen for 8 yards (tackle by Corey Ivy),1.260,2.190
4,12:18,1,10,PHI 49,17,16,Mike McMahon pass complete to Josh Parry for 6 yards (tackle by Trev Faulk),2.190,2.460
4,11:40,2,4,STL 45,17,16,Mike McMahon pass incomplete intended for Billy McMullen,2.460,1.750
4,11:35,3,4,STL 45,17,16,Mike McMahon pass complete to Greg Lewis for 6 yards (tackle by Mike Furrey),1.750,2.980
4,10:56,1,10,STL 39,17,16,Mike McMahon pass incomplete intended for Reggie Brown,2.980,2.440
4,10:48,2,10,STL 39,17,16,Ryan Moats up the middle for 3 yards (tackle by Brandon Green),2.440,2.150
4,10:12,3,7,STL 36,17,16,Mike McMahon pass incomplete intended for Greg Lewis is intercepted by Mike Furrey at STL-3 and returned for 6 yards,2.150,0.380
4,10:00,1,10,STL 9,17,16,Marshall Faulk left tackle for 4 yards (tackle by Sam Rayburn),-0.380,-0.480
4,9:27,2,6,STL 13,17,16,Ryan Fitzpatrick pass incomplete intended for Isaac Bruce,-0.480,-0.950
4,9:23,3,6,STL 13,17,16,Ryan Fitzpatrick pass incomplete intended for Shaun McDonald,-0.950,-2.490
4,9:17,4,6,STL 13,17,16,"Bryan Barker punts 56 yards, returned by Reno Mahe for 7 yards (tackle by Corey Ivy). Penalty on Matt McCoy: Personal Foul, 15 yards",-2.490,-0.480
4,9:06,1,10,PHI 23,17,16,Ryan Moats right tackle for 2 yards (tackle by Ryan Pickett),0.480,0.200
4,8:33,2,8,PHI 25,17,16,"Ryan Moats left end for 3 yards (tackle by DeJuan Groce). Penalty on L.J. Smith: Offensive Holding, 10 yards (no play)",0.200,-1.280
4,8:10,2,18,PHI 15,17,16,Mike McMahon pass complete to Reno Mahe for 7 yards (tackle by Brandon Chillar),-1.280,-0.890
4,7:24,3,11,PHI 22,17,16,Mike McMahon pass complete to L.J. Smith for 2 yards (tackle by Ronald Bartell),-0.890,-1.770
4,6:47,4,9,PHI 24,17,16,"Sean Landeta punts 33 yards, fair catch by Dane Looker",-1.770,-1.800
4,6:40,1,10,STL 43,17,16,Marshall Faulk left tackle for 4 yards (tackle by Trent Cole),1.800,1.790
4,6:04,2,6,STL 47,17,16,Jamie Martin pass complete to Kevin Curtis for 7 yards (tackle by Sheldon Brown),1.790,2.520
4,5:21,1,10,PHI 46,17,16,Arlen Harris left end for 3 yards (tackle by Trent Cole),2.520,2.380
4,4:38,2,7,PHI 43,17,16,"Penalty on Orlando Pace: False Start, 5 yards (no play)",2.380,1.710
4,4:36,2,12,PHI 48,17,16,Jamie Martin pass complete to Isaac Bruce for 6 yards (tackle by Roderick Hood),1.710,1.820
4,3:55,3,6,PHI 42,17,16,Marshall Faulk up the middle for 5 yards (tackle by Darwin Walker),1.820,0.790
4,3:17,4,1,PHI 37,17,16,Marshall Faulk left tackle for -2 yards (tackle by Dhani Jones),0.790,-1.530
4,3:14,1,10,PHI 39,17,16,Mike McMahon for -5 yards (tackle by Ryan Pickett),1.530,0.310
4,3:09,,,,17,16,Timeout #1 by St. Louis Rams,0.000,0.310
4,3:09,2,15,PHI 34,17,16,Ryan Moats right tackle for 2 yards (tackle by Pisa Tinoisamoa),0.310,-0.100
4,3:04,,,,17,16,Timeout #2 by St. Louis Rams,0.000,-0.100
4,3:04,3,13,PHI 36,17,16,Mike McMahon sacked by Leonard Little for -5 yards,-0.100,-1.310
4,2:58,,,,17,16,Timeout #3 by St. Louis Rams,0.000,-1.310
4,2:58,4,18,PHI 31,17,16,"Sean Landeta punts 50 yards, returned by Dane Looker for 2 yards (tackle by Justin Ena). Penalty on Corey Ivy: Illegal Block Above the , 10 yards",-1.310,0.370
4,2:48,1,10,STL 11,17,16,"Penalty on Torry Holt: False Start, 5 yards (no play)",-0.370,-0.570
4,2:48,1,15,STL 6,17,16,Jamie Martin pass complete to Arlen Harris for 5 yards (tackle by N.D. Kalu),-0.570,-0.780
4,2:27,2,10,STL 11,17,16,Arlen Harris up the middle for 3 yards (tackle by Jeremiah Trotter),-0.780,-1.070
4,2:06,3,7,STL 14,17,16,Jamie Martin pass complete to Shaun McDonald for 14 yards (tackle by Roderick Hood),-1.070,0.810
4,1:59,1,10,STL 28,17,16,Jamie Martin pass incomplete intended for Isaac Bruce (defended by Brian Dawkins),0.810,0.260
4,1:55,2,10,STL 28,17,16,Jamie Martin pass complete to Arlen Harris for 7 yards (tackle by N.D. Kalu),0.260,0.500
4,1:36,3,3,STL 35,17,16,Jamie Martin pass complete to Shaun McDonald for 6 yards (tackle by Matt Ware),0.500,1.660
4,1:18,1,10,STL 41,17,16,Jamie Martin pass complete to Shaun McDonald for 9 yards (tackle by Brian Dawkins),1.660,2.340
4,1:12,2,1,STL 50,17,16,"Arlen Harris right tackle for 4 yards. Penalty on Andy McCollum: Offensive Holding, 10 yards (no play)",2.340,0.990
4,1:06,2,11,STL 40,17,16,Jamie Martin pass complete to Dane Looker for 4 yards (tackle by Donald Strickland),0.990,0.830
4,1:02,3,7,STL 44,17,16,Jamie Martin pass incomplete intended for Shaun McDonald,0.830,-0.460
4,0:57,4,7,STL 44,17,16,Jamie Martin pass incomplete intended for Shaun McDonald,-0.460,-2.650
4,0:53,1,10,STL 44,17,16,"Penalty on Jamaal Jackson: False Start, 5 yards (no play)",2.650,2.320
4,0:53,1,15,STL 49,17,16,Mike McMahon kneels for -1 yards (tackle by Ryan Pickett),2.320,1.300
4,0:32,2,16,STL 50,17,16,Mike McMahon kneels for -1 yards (tackle by Damione Lewis),1.300,0.500
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
