Quarter,Time,Down,ToGo,Location,SDG,HOU,Detail,EPB,EPA
2,5:31,2,3,HOU 45,7,7,Lamar Miller left guard for 4 yards (tackle by Jahleel Addae and Joey Bosa),1.870,2.190
2,4:55,1,10,HOU 49,7,7,Brock Osweiler pass incomplete short right intended for DeAndre Hopkins is intercepted by Casey Hayward at SDG-36 and returned for 1 yard,2.190,-1.400
2,4:47,1,10,SDG 37,7,7,Philip Rivers pass complete short left to Dontrelle Inman for 15 yards (tackle by Kareem Jackson),1.400,2.390
2,3:58,1,10,HOU 48,7,7,Philip Rivers pass complete short left to Travis Benjamin for 8 yards (tackle by A.J. Bouye),2.390,2.930
2,3:14,2,2,HOU 40,7,7,Melvin Gordon left end for 1 yard (tackle by Benardrick McKinney),2.930,2.340
2,2:35,3,1,HOU 39,7,7,Melvin Gordon right guard for 18 yards (tackle by Quintin Demps),2.340,4.170
2,2:00,1,10,HOU 21,13,7,"Philip Rivers pass complete deep middle to Tyrell Williams for 21 yards, touchdown",4.170,7.000
2,1:54,,,HOU 15,14,7,Josh Lambo kicks extra point good,0.000,0.000
2,1:54,,,SDG 35,14,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
2,1:54,1,10,HOU 25,14,7,"Brock Osweiler pass complete short right to Braxton Miller for 8 yards (tackle by Adrian Phillips). Penalty on Chris Clark: Offensive Holding, 10 yards (no play)",0.610,-0.410
2,1:47,1,20,HOU 15,14,7,Brock Osweiler sacked by Damion Square and Joey Bosa for -7 yards,-0.410,0.000
2,1:39,,,,14,7,Timeout #2 by Los Angeles Chargers,0.000,2.020
2,1:39,2,27,HOU 8,14,7,Jonathan Grimes middle for 9 yards (tackle by Jahleel Addae),-2.020,0.000
2,1:34,,,,14,7,Timeout #3 by Los Angeles Chargers,0.000,1.930
2,1:34,3,18,HOU 17,14,7,Jonathan Grimes left guard for 5 yards (tackle by Darius Philon),-1.930,0.000
2,0:48,,,,14,7,Timeout #1 by Houston Texans,0.000,1.900
2,0:48,4,13,HOU 22,14,7,"Shane Lechler punts 61 yards, returned by Isaiah Burse for 5 yards (tackle by Don Jones). Penalty on HOU: Ineligible Downfield Kick, 5 yards (no play)",-1.900,-2.320
2,0:33,4,18,HOU 17,14,7,"Shane Lechler punts 45 yards, returned by Isaiah Burse for 11 yards (tackle by Don Jones)",-2.320,-2.190
2,0:20,1,10,SDG 49,14,7,Philip Rivers pass complete short right to Tyrell Williams for 15 yards (tackle by Jadeveon Clowney). Penalty on Jadeveon Clowney: Defensive Offside (Declined),2.190,3.180
2,0:14,1,10,HOU 36,14,7,Philip Rivers pass incomplete deep right intended for Tyrell Williams,3.180,2.640
2,0:09,2,10,HOU 36,14,7,Philip Rivers pass incomplete short left intended for Tyrell Williams,2.640,1.950
2,0:04,3,10,HOU 36,14,7,Josh Lambo 54 yard field goal no good,1.950,1.800
Quarter,Time,Down,ToGo,Location,SDG,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,14,7,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,HOU 25,14,7,Lamar Miller left guard for no gain (tackle by Jahleel Addae and Korey Toomer),0.610,0.060
3,14:30,2,10,HOU 25,14,7,Lamar Miller middle for -2 yards (tackle by Joey Bosa),0.060,-0.890
3,13:47,3,12,HOU 23,14,7,Brock Osweiler pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Dwight Lowery),-0.890,1.530
3,13:10,1,10,HOU 39,14,7,Brock Osweiler pass complete short middle to DeAndre Hopkins for 11 yards (tackle by Denzel Perryman and Casey Hayward),1.530,2.260
3,12:35,1,10,,14,7,Brock Osweiler pass incomplete short left intended for DeAndre Hopkins (defended by Casey Hayward),2.260,1.710
3,12:31,2,10,,14,7,Lamar Miller left tackle for 2 yards (tackle by Tourek Williams and Korey Toomer),1.710,1.290
3,11:48,3,8,SDG 48,14,7,Brock Osweiler pass complete short right to Ryan Griffin for 2 yards (tackle by Jahleel Addae and Korey Toomer),1.290,0.200
3,11:11,4,6,SDG 46,14,7,"Shane Lechler punts 38 yards, fair catch by Isaiah Burse",0.200,0.380
3,11:02,1,10,SDG 8,14,7,Melvin Gordon left end for -3 yards (tackle by Brian Cushing and Quintin Demps),-0.380,-1.000
3,10:16,2,13,SDG 5,14,7,Philip Rivers pass complete short middle to Hunter Henry for 8 yards (tackle by Brian Cushing and Benardrick McKinney),-1.000,-0.840
3,9:28,3,5,SDG 13,14,7,Philip Rivers pass complete short middle to Tyrell Williams for 6 yards (tackle by Kareem Jackson),-0.840,0.150
3,8:45,1,10,SDG 19,14,7,Melvin Gordon left guard for 3 yards (tackle by Quintin Demps and Benardrick McKinney),0.150,0.070
3,8:01,2,7,SDG 22,14,7,Philip Rivers pass incomplete deep middle intended for Travis Benjamin,0.070,-0.680
3,7:55,3,7,SDG 22,14,7,Philip Rivers pass incomplete deep left intended for Tyrell Williams,-0.680,-1.900
3,7:48,4,7,SDG 22,14,7,"Drew Kaser punts 53 yards, returned by Will Fuller for 12 yards (tackle by Adrian Phillips). Penalty on Adrian Phillips: Unnecessary Roughness, 15 yards",-1.900,-2.390
3,7:36,1,10,SDG 48,14,7,Lamar Miller middle for no gain (tackle by Melvin Ingram and Korey Toomer),2.390,1.850
3,6:59,2,10,SDG 48,14,7,"Brock Osweiler pass incomplete short left intended for DeAndre Hopkins. Penalty on Tourek Williams: Defensive Holding, 5 yards (no play)",1.850,2.720
3,6:54,1,10,SDG 43,14,7,"Lamar Miller middle for 20 yards (tackle by Dwight Lowery). Lamar Miller fumbles (forced by Dwight Lowery), recovered by Tourek Williams at SDG-21 (tackle by Will Fuller)",2.720,-0.340
,,,,,,,"SDG challenged the runner was down by contact ruling, and the original play was overturned.",,
3,6:47,1,10,SDG 21,14,7,Melvin Gordon middle for -1 yards (tackle by Jadeveon Clowney and Christian Covington),0.340,-0.340
3,6:05,2,11,SDG 20,14,7,"Philip Rivers pass complete short middle to Tyrell Williams for 3 yards (tackle by A.J. Bouye and Brian Cushing). Penalty on Orlando Franklin: Offensive Holding, 10 yards (no play)",-0.340,-1.580
3,5:34,2,21,SDG 10,14,7,Philip Rivers pass complete short right to Dontrelle Inman for 11 yards (tackle by Johnathan Joseph),-1.580,-0.890
3,4:49,3,10,SDG 21,14,7,Philip Rivers pass incomplete deep middle intended for Tyrell Williams is intercepted by Quintin Demps at SDG-40 and returned for 2 yards,-0.890,-3.050
3,4:37,1,10,SDG 38,14,7,Brock Osweiler pass complete short right to Will Fuller for 7 yards (tackle by Craig Mager),3.050,3.450
3,4:02,2,3,SDG 31,14,7,Lamar Miller middle for -5 yards (tackle by Joey Bosa),3.450,2.080
3,3:17,3,8,SDG 36,14,7,Brock Osweiler pass complete short left to DeAndre Hopkins for 8 yards (tackle by Casey Hayward),2.080,3.710
3,2:29,1,10,SDG 28,14,7,Lamar Miller left end for 11 yards (tackle by Melvin Ingram),3.710,4.440
3,1:46,1,10,SDG 17,14,7,Brock Osweiler pass complete short left to Lamar Miller for 11 yards (tackle by Denzel Perryman),4.440,5.830
3,1:06,1,6,SDG 6,14,7,Lamar Miller left end for -3 yards (tackle by Damion Square),5.830,4.380
3,0:26,2,9,SDG 9,14,7,Braxton Miller middle for 1 yard (tackle by Jahleel Addae and Korey Toomer),4.380,3.580
Quarter,Time,Down,ToGo,Location,SDG,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,SDG 8,14,7,Brock Osweiler pass complete short left to C.J. Fiedorowicz for 6 yards (tackle by Casey Hayward),3.580,3.250
4,14:13,4,2,SDG 2,14,10,Nick Novak 19 yard field goal good,3.250,3.000
4,14:09,,,HOU 35,14,10,"Nick Novak kicks off 65 yards, touchback",0.000,-0.610
4,14:09,1,10,SDG 25,14,10,Philip Rivers pass complete short left to Melvin Gordon for 5 yards (tackle by A.J. Bouye and Quintin Demps),0.610,0.740
4,13:34,2,5,SDG 30,14,10,Melvin Gordon middle for 9 yards (tackle by Benardrick McKinney),0.740,1.530
4,12:48,1,10,SDG 39,14,10,"Melvin Gordon left end for 2 yards (tackle by A.J. Bouye). Penalty on King Dunlap: Offensive Holding, 10 yards (no play)",1.530,0.870
4,12:14,1,20,SDG 29,14,10,Philip Rivers pass complete short right to Melvin Gordon for 10 yards (tackle by Brian Cushing),0.870,0.990
4,11:26,2,10,SDG 39,14,10,Philip Rivers pass incomplete short left intended for Tyrell Williams (defended by Johnathan Joseph),0.990,0.300
4,11:19,3,10,SDG 39,14,10,Philip Rivers pass complete short left to Dontrelle Inman for 11 yards (tackle by Kareem Jackson and Eddie Pleasant),0.300,2.260
4,10:36,1,10,,14,10,"Philip Rivers pass complete deep right to Dontrelle Inman for 25 yards (tackle by Kareem Jackson). Penalty on Kareem Jackson: Unnecessary Roughness, 13 yards",2.260,4.780
4,9:59,1,10,HOU 12,20,10,"Philip Rivers pass complete short right to Hunter Henry for 12 yards, touchdown",4.780,7.000
4,9:52,,,HOU 15,21,10,Josh Lambo kicks extra point good,0.000,0.000
4,9:52,,,SDG 35,21,10,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
4,9:52,1,10,HOU 25,21,10,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 16 yards (tackle by Dwight Lowery and Craig Mager),0.610,1.660
4,9:17,1,10,HOU 41,21,10,"Brock Osweiler pass incomplete deep middle intended for C.J. Fiedorowicz is intercepted by Dwight Lowery at SDG-34 and returned for 25 yards. Penalty on SDG: Unsportsmanlike Conduct, 15 yards",1.660,-1.860
4,9:04,1,10,SDG 44,21,10,Melvin Gordon right guard for 3 yards (tackle by Benardrick McKinney and Brian Cushing),1.860,1.720
4,8:22,2,7,SDG 47,21,10,Philip Rivers pass incomplete short middle intended for Tyrell Williams (defended by Johnathan Joseph),1.720,1.030
4,8:17,3,7,SDG 47,21,10,Philip Rivers pass complete short right to Jeremy Butler for 6 yards (tackle by Johnathan Joseph),1.030,0.130
4,7:27,4,1,HOU 47,21,10,"Penalty on Philip Rivers: Delay of Game, 5 yards (no play)",0.130,-0.190
4,7:15,4,6,SDG 48,21,10,"Drew Kaser punts 52 yards, touchback",-0.190,-0.280
4,7:06,1,10,HOU 20,21,10,Lamar Miller middle for 1 yard (tackle by Denzel Perryman and Corey Liuget),0.280,-0.130
4,6:39,2,9,HOU 21,21,10,Brock Osweiler pass complete short middle to C.J. Fiedorowicz for 12 yards (tackle by Dwight Lowery and Denzel Perryman),-0.130,1.140
4,6:14,1,10,HOU 33,21,10,Brock Osweiler pass complete short right to Braxton Miller for 12 yards (tackle by Tourek Williams and Denzel Perryman),1.140,1.930
4,5:46,1,10,HOU 45,21,10,Brock Osweiler pass incomplete deep right intended for Will Fuller,1.930,1.380
4,5:37,2,10,HOU 45,21,10,Brock Osweiler pass complete short middle to DeAndre Hopkins for 16 yards (tackle by Casey Hayward),1.380,2.980
4,5:06,1,10,SDG 39,21,10,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins,2.980,2.440
4,5:00,2,10,SDG 39,21,10,Brock Osweiler pass incomplete short left intended for Ryan Griffin,2.440,1.750
4,4:55,3,10,SDG 39,21,10,Brock Osweiler right tackle for 1 yard (tackle by Joey Bosa),1.750,0.000
4,4:34,,,,21,10,Timeout #1 by Los Angeles Chargers,0.000,-0.720
4,4:34,4,9,SDG 38,21,10,Brock Osweiler pass incomplete short middle intended for Braxton Miller,0.720,-1.470
4,4:25,1,10,SDG 38,21,10,Melvin Gordon middle for 7 yards (tackle by Andre Hal),1.470,1.870
4,3:42,2,3,SDG 45,21,10,Melvin Gordon middle for 8 yards (tackle by Brian Cushing),1.870,0.000
4,3:31,,,,21,10,Timeout #1 by Houston Texans,0.000,-2.460
4,3:31,1,10,HOU 47,21,10,Melvin Gordon right tackle for 4 yards (tackle by Brian Cushing and Benardrick McKinney),2.460,0.000
4,3:25,,,,21,10,Timeout #2 by Houston Texans,0.000,-2.450
4,3:25,2,6,HOU 43,21,10,Melvin Gordon middle for 5 yards (tackle by Benardrick McKinney),2.450,0.000
4,3:17,,,,21,10,Timeout #3 by Houston Texans,0.000,0.000
4,3:17,,,,21,10,Timeout #2 by Los Angeles Chargers,0.000,-2.410
4,3:17,3,1,HOU 38,21,10,"Penalty on D.J. Fluker: False Start, 5 yards (no play)",2.410,1.750
4,3:17,3,6,HOU 43,21,10,Melvin Gordon middle for -3 yards (tackle by Whitney Mercilus),1.750,0.200
4,3:17,4,9,HOU 46,21,10,"Penalty on Drew Kaser: Delay of Game, 5 yards (no play)",0.200,-0.130
4,2:30,4,14,SDG 49,21,10,"Drew Kaser punts 38 yards, out of bounds",-0.130,0.320
4,2:17,1,10,HOU 13,21,10,Brock Osweiler pass complete short left to Ryan Griffin for 7 yards (tackle by Jahleel Addae),-0.320,0.220
4,2:00,2,3,HOU 20,21,10,Brock Osweiler pass incomplete deep middle intended for Will Fuller (defended by Tourek Williams),0.220,-0.590
4,1:54,3,3,HOU 20,21,10,Brock Osweiler pass incomplete short left intended for Lamar Miller,-0.590,-2.030
4,1:47,4,3,HOU 20,21,10,Brock Osweiler middle for 21 yards (tackle by Adrian Phillips),-2.030,1.660
4,1:20,1,10,HOU 41,21,10,Brock Osweiler pass complete short right to Ryan Griffin for 15 yards (tackle by Korey Toomer),1.660,2.650
4,1:01,1,10,SDG 44,21,10,Brock Osweiler pass complete short middle to Lamar Miller for 5 yards (tackle by Kyle Emanuel),2.650,2.780
4,0:37,2,5,SDG 39,21,10,Brock Osweiler pass complete short left to Ryan Griffin for 12 yards (tackle by Craig Mager and Kyle Emanuel),2.780,3.780
4,0:19,1,10,SDG 27,21,10,Brock Osweiler spiked the ball,3.780,3.230
4,0:18,2,10,SDG 27,21,13,Nick Novak 45 yard field goal good,3.230,3.000
4,0:14,,,HOU 35,21,13,"Nick Novak kicks onside 24 yards, recovered by Jonathan Grimes (onside kick successful)",0.000,2.850
4,0:12,1,10,SDG 41,21,13,Brock Osweiler pass incomplete deep right intended for DeAndre Hopkins (defended by Dwight Lowery),2.850,2.310
4,0:03,2,10,SDG 41,21,13,Brock Osweiler pass incomplete deep middle intended for Braxton Miller is intercepted by Dexter McCoil at SDG-0,2.310,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
