Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3,3:35,4,4,DEN 14,3,19,Josh Lambo 32 yard field goal good,2.580,3.000
3,3:35,,,SDG 35,3,19,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.610
3,3:31,1,10,DEN 25,3,19,Devontae Booker left end for 17 yards (tackle by Adrian Phillips),0.610,1.730
3,2:56,1,10,DEN 42,3,19,Trevor Siemian pass complete short left to Devontae Booker for 5 yards (tackle by Jatavis Brown),1.730,1.860
3,2:32,2,5,DEN 47,3,19,Devontae Booker left tackle for 16 yards (tackle by Dwight Lowery and Adrian Phillips),1.860,3.120
3,1:58,1,10,SDG 37,3,19,Trevor Siemian pass complete short left to Jordan Norwood for 7 yards (tackle by Dwight Lowery),3.120,3.520
3,1:29,2,3,SDG 30,3,19,"C.J. Anderson right end for 15 yards (tackle by Adrian Phillips). Penalty on Matt Paradis: Offensive Holding, 10 yards (no play)",3.520,2.170
3,0:56,2,13,SDG 40,3,19,Trevor Siemian pass complete short right to Devontae Booker for 2 yards (tackle by Casey Hayward),2.170,1.750
3,0:21,3,11,SDG 38,3,19,Trevor Siemian pass incomplete,1.750,0.720
3,0:14,4,11,SDG 38,3,19,Brandon McManus 56 yard field goal no good,0.720,-1.990
3,0:09,1,10,SDG 46,3,19,Melvin Gordon middle for 8 yards (tackle by Brandon Marshall),1.990,2.530
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,DEN 46,3,19,Melvin Gordon left tackle for 2 yards (tackle by Billy Winn),2.530,2.650
4,14:17,1,10,DEN 44,3,19,Melvin Gordon middle for 1 yard (tackle by Von Miller),2.650,2.250
4,13:39,2,9,DEN 43,3,19,Kenneth Farrow middle for -1 yards (tackle by Darian Stewart),2.250,1.420
4,12:57,3,10,DEN 44,3,19,Kenneth Farrow middle for 6 yards (tackle by Todd Davis),1.420,0.720
4,12:14,4,4,DEN 38,3,19,Drew Kaser punts 35 yards,0.720,0.380
4,12:04,1,10,DEN 3,3,21,"Trevor Siemian pass complete short right to Demaryius Thomas for 15 yards, safety. Penalty on Russell Okung: Offensive Holding, 3 yards, Penalty on Virgil Green: Unnecessary Roughness (Declined)",-0.380,-2.000
4,12:04,,,DEN 20,3,21,"Riley Dixon kicks off 34 yards, muffed catch by Kenny Wiggins, recovered by Shiloh Keo and returned for no gain",0.000,2.190
4,11:57,1,10,DEN 49,3,21,Trevor Siemian pass complete short middle to Virgil Green for 6 yards (tackle by Korey Toomer),2.190,2.460
4,11:33,2,4,SDG 45,3,21,Trevor Siemian pass complete short right to Emmanuel Sanders for 8 yards (tackle by Jatavis Brown),2.460,3.120
4,11:10,1,10,SDG 37,3,21,"Trevor Siemian for 7 yards (tackle by Korey Toomer). Penalty on Michael Schofield: Offensive Holding, 10 yards (no play)",3.120,2.460
4,10:45,1,20,SDG 47,3,21,Trevor Siemian pass incomplete,2.460,1.220
4,10:38,2,20,SDG 47,3,21,Trevor Siemian pass complete short left to Jordan Norwood for 11 yards (tackle by Jeremiah Attaochu and Adrian Phillips),1.220,2.010
4,10:07,3,9,SDG 36,3,21,"Penalty on Donald Stephenson: False Start, 5 yards (no play)",2.010,1.360
4,9:43,3,14,SDG 41,3,21,Trevor Siemian pass complete deep middle to Emmanuel Sanders for 20 yards (tackle by Dwight Lowery and Adrian Phillips),1.360,4.170
4,9:15,1,10,SDG 21,3,21,Trevor Siemian pass incomplete deep middle intended for Jordan Norwood (defended by Craig Mager),4.170,3.630
4,9:10,2,10,SDG 21,3,21,C.J. Anderson middle for 9 yards (tackle by Jatavis Brown and Korey Toomer),3.630,4.490
4,8:50,3,1,SDG 12,3,21,C.J. Anderson right tackle for 7 yards (tackle by Korey Toomer),4.490,4.490
4,8:22,3,1,SDG 12,3,21,Timeout #1 by Los Angeles Chargers,4.490,6.060
4,8:22,1,5,SDG 5,3,21,Trevor Siemian pass incomplete short right intended for Demaryius Thomas (defended by Casey Hayward),6.060,5.150
4,8:17,2,5,SDG 5,3,21,Trevor Siemian pass incomplete short left intended for Demaryius Thomas (defended by Craig Mager),5.150,4.260
4,8:13,3,5,SDG 5,9,21,"Trevor Siemian pass complete short right to Bennie Fowler for 5 yards, touchdown",4.260,7.000
4,8:13,,,SDG 5,10,21,Brandon McManus kicks extra point good,0.000,0.000
4,8:13,,,DEN 35,10,21,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,8:08,1,10,SDG 25,10,21,Melvin Gordon middle for 1 yard (tackle by T.J. Ward),0.610,0.200
4,7:30,2,9,SDG 26,10,21,Melvin Gordon right tackle for no gain (tackle by Jared Crick),0.200,-0.490
4,6:46,3,9,SDG 26,10,21,Philip Rivers sacked by Jared Crick and Shane Ray for -12 yards,-0.490,-2.470
4,6:00,4,21,SDG 14,10,21,"Drew Kaser punts 59 yards, returned by Jordan Norwood for 10 yards (tackle by Tourek Williams)",-2.470,-1.400
4,5:45,1,10,DEN 37,10,21,Trevor Siemian pass complete short left to Emmanuel Sanders for 6 yards (tackle by Steve Williams),1.400,1.670
4,5:23,2,4,DEN 43,10,21,Trevor Siemian pass complete short left to Bennie Fowler for 10 yards (tackle by Steve Williams),1.670,2.460
4,5:03,1,10,SDG 47,10,21,Trevor Siemian pass incomplete deep left intended for Bennie Fowler,2.460,1.910
4,4:57,2,10,SDG 47,10,21,Trevor Siemian pass complete short right to John Phillips for 16 yards (tackle by Casey Hayward),1.910,3.510
4,4:50,1,10,SDG 31,10,21,C.J. Anderson middle for 11 yards (tackle by Jatavis Brown and Korey Toomer),3.510,4.240
4,4:24,1,10,SDG 20,10,21,"Trevor Siemian pass complete short middle to C.J. Anderson for 20 yards. Penalty on Russell Okung: Offensive Holding, 10 yards (no play)",4.240,3.580
4,4:13,1,20,SDG 30,10,21,Trevor Siemian sacked by Jatavis Brown for -10 yards,3.580,0.990
4,3:43,2,30,SDG 40,10,21,"Trevor Siemian pass complete short left to Demaryius Thomas for 11 yards (tackle by Jatavis Brown). Demaryius Thomas fumbles (forced by Jatavis Brown), recovered by Craig Mager at SDG-29",0.990,-0.870
4,3:35,1,10,SDG 29,10,21,Melvin Gordon middle for -2 yards (tackle by Aqib Talib),0.870,0.870
4,3:31,1,10,SDG 29,10,21,Timeout #1 by Denver Broncos,0.870,0.060
4,3:31,2,12,SDG 27,10,21,Melvin Gordon left tackle for 6 yards (tackle by Darian Stewart),0.060,0.060
4,3:25,2,12,SDG 27,10,21,Timeout #2 by Denver Broncos,0.060,0.170
4,3:25,3,6,SDG 33,10,21,"Melvin Gordon middle for 3 yards (tackle by Von Miller). Penalty on Derek Wolfe: Defensive Offside, 5 yards (no play)",0.170,0.830
4,3:20,3,1,SDG 38,10,21,Melvin Gordon middle for no gain (tackle by Corey Nelson and Todd Davis),0.830,0.830
4,3:14,3,1,SDG 38,10,21,Timeout #3 by Denver Broncos,0.830,-0.850
4,3:14,4,1,SDG 38,10,21,"Drew Kaser punts 47 yards, returned by Aqib Talib for 1 yard (tackle by Darrell Stuckey)",-0.850,0.140
4,3:03,1,10,DEN 16,10,21,Trevor Siemian pass complete short middle to C.J. Anderson for 7 yards (tackle by Melvin Ingram),-0.140,0.420
4,2:41,2,3,DEN 23,10,21,Trevor Siemian pass complete short right to Demaryius Thomas for 8 yards (tackle by Craig Mager),0.420,1.000
4,2:18,1,10,DEN 31,10,21,Trevor Siemian pass complete short middle to C.J. Anderson for 7 yards (tackle by Jatavis Brown and Melvin Ingram),1.000,1.410
4,2:00,2,3,DEN 38,10,21,Trevor Siemian pass complete short middle to C.J. Anderson for 11 yards (tackle by Melvin Ingram),1.410,2.190
4,1:39,1,10,DEN 49,10,21,Trevor Siemian pass complete short left to Bennie Fowler for 7 yards (tackle by Jatavis Brown),2.190,2.590
4,1:20,2,3,SDG 44,10,21,Trevor Siemian pass incomplete (defended by Corey Liuget),2.590,1.880
4,1:14,3,3,SDG 44,10,21,Trevor Siemian pass complete short right to Virgil Green for 6 yards (tackle by Casey Hayward and Craig Mager),1.880,3.050
4,1:07,1,10,SDG 38,10,21,Trevor Siemian pass incomplete short left intended for Jordan Taylor (defended by Steve Williams),3.050,2.510
4,1:01,2,10,SDG 38,10,21,Trevor Siemian pass incomplete deep left intended for Jordan Norwood,2.510,1.820
4,0:57,3,10,SDG 38,10,21,Trevor Siemian pass complete short right to John Phillips for 10 yards (tackle by Casey Hayward and Jatavis Brown),1.820,3.710
4,0:32,1,10,SDG 28,13,21,Brandon McManus 46 yard field goal good,3.710,3.000
4,0:27,1,10,SDG 28,13,21,Timeout #2 by Los Angeles Chargers,3.710,0.000
4,0:27,,,DEN 35,13,21,"Brandon McManus kicks onside 11 yards, recovered by Jordan Taylor (onside kick successful)",0.000,1.990
4,0:26,1,10,DEN 46,13,21,Trevor Siemian pass complete short left to Virgil Green for 9 yards,1.990,2.670
4,0:22,2,1,SDG 45,13,21,Trevor Siemian pass incomplete short left intended for C.J. Anderson,2.670,1.950
4,0:15,3,1,SDG 45,13,21,Trevor Siemian sacked by Tourek Williams for 0 yards,1.950,0.270
4,0:07,4,1,SDG 45,13,21,Trevor Siemian pass incomplete deep right intended for Jordan Taylor (defended by Dexter McCoil),0.270,1.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
