Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
2,9:57,2,10,CAR 36,7,14,Cam Newton pass incomplete short right intended for Devin Funchess (defended by Xavier Rhodes),0.790,0.100
2,9:53,3,10,CAR 36,7,14,Cam Newton pass complete short right to Chris Manhertz for 6 yards (tackle by Xavier Rhodes and Eric Kendricks),0.100,-0.590
2,9:15,4,4,CAR 42,7,14,"Michael Palardy punts 41 yards, returned by Marcus Sherels for 9 yards (tackle by J.J. Jansen)",-0.590,-0.670
2,9:05,1,10,MIN 26,7,14,Jerick McKinnon right guard for 7 yards (tackle by James Bradberry),0.670,1.070
2,8:46,2,3,MIN 33,7,14,Case Keenum pass complete short right to Kyle Rudolph for 13 yards (tackle by Kurt Coleman),1.070,1.990
2,8:12,1,10,MIN 46,7,14,Case Keenum pass complete short right to Kyle Rudolph for 10 yards (tackle by Kurt Coleman),1.990,2.650
2,7:42,1,10,CAR 44,7,14,Jerick McKinnon middle for 8 yards (tackle by Kevon Seymour and Mike Adams),2.650,3.190
2,7:04,2,2,CAR 36,7,14,Jerick McKinnon right tackle for 17 yards (tackle by Mike Adams),3.190,0.000
2,6:35,,,,,,Timeout #1 by Carolina Panthers,0.000,-4.310
2,6:35,1,10,CAR 19,7,14,Case Keenum pass incomplete short left intended for Jerick McKinnon,4.310,3.750
2,6:31,2,10,CAR 19,7,14,Case Keenum pass complete short right to Jerick McKinnon for 3 yards (tackle by Thomas Davis),3.750,3.410
2,5:49,3,7,CAR 16,7,14,Case Keenum pass complete short left to Adam Thielen for 4 yards (tackle by James Bradberry),3.410,2.730
2,5:08,4,3,CAR 12,10,14,Kai Forbath 30 yard field goal good,2.730,3.000
2,5:02,,,MIN 35,10,14,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
2,5:02,1,10,CAR 25,10,14,Jonathan Stewart left tackle for 9 yards (tackle by Andrew Sendejo and Anthony Barr),0.610,1.280
2,4:39,2,1,CAR 34,10,14,Jonathan Stewart middle for 5 yards (tackle by Eric Kendricks and Linval Joseph),1.280,1.530
2,4:06,1,10,CAR 39,10,14,Jonathan Stewart right guard for 1 yard (tackle by Danielle Hunter and Linval Joseph),1.530,1.120
2,3:32,2,9,CAR 40,10,14,Cam Newton right end for -1 yards (tackle by Danielle Hunter),1.120,0.300
2,2:52,3,10,CAR 39,10,14,Cam Newton pass incomplete deep left intended for Devin Funchess,0.300,-0.780
2,2:45,4,10,CAR 39,10,14,"Michael Palardy punts 35 yards, returned by Marcus Sherels for 6 yards (tackle by David Mayo)",-0.780,-1.070
2,2:33,1,10,MIN 32,10,14,Case Keenum pass incomplete short left intended for Adam Thielen,1.070,0.530
2,2:27,2,10,MIN 32,10,14,Jerick McKinnon right guard for 3 yards (tackle by Mario Addison and Luke Kuechly),0.530,0.230
2,2:00,3,7,MIN 35,10,14,Case Keenum pass complete short left to Laquon Treadwell for 8 yards (tackle by Daryl Worley),0.230,1.800
2,1:41,1,10,MIN 43,10,14,Case Keenum sacked by Julius Peppers for -6 yards,1.800,0.440
2,1:23,2,16,MIN 37,10,14,Case Keenum middle for 15 yards (tackle by Mike Adams),0.440,1.750
2,0:56,3,1,CAR 48,10,14,Case Keenum pass complete short right to Laquon Treadwell for 15 yards (tackle by James Bradberry),1.750,0.000
2,0:53,,,,,,Timeout #1 by Minnesota Vikings,0.000,-3.380
2,0:53,1,10,CAR 33,10,14,Case Keenum middle for 12 yards (tackle by Kurt Coleman),3.380,4.170
2,0:31,1,10,CAR 21,10,14,"Case Keenum pass incomplete deep left intended for Laquon Treadwell. Penalty on Kevon Seymour: Defensive Pass Interference, 17 yards (no play)",4.170,6.280
2,0:25,1,4,CAR 4,10,14,Case Keenum pass incomplete short right intended for Adam Thielen,6.280,5.340
2,0:20,2,4,CAR 4,10,14,Case Keenum pass incomplete short left intended for Kyle Rudolph (defended by Mike Adams),5.340,4.490
2,0:16,3,4,CAR 4,10,14,Case Keenum pass incomplete short right intended for Adam Thielen,4.490,3.030
2,0:09,4,4,CAR 4,13,14,Kai Forbath 22 yard field goal good,3.030,3.000
2,0:07,,,MIN 35,13,14,"Kai Forbath kicks off 47 yards, returned by David Mayo for 10 yards (tackle by C.J. Ham)",0.000,1.270
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,13,14,"Kai Forbath kicks off 62 yards, returned by Damiere Byrd for 22 yards (tackle by Kentrell Brothers)",0.000,-0.610
3,14:54,1,10,CAR 25,13,14,Christian McCaffrey left guard for -1 yards (tackle by Tom Johnson),0.610,-0.070
3,14:14,2,11,CAR 24,13,14,Cam Newton pass complete short left to Christian McCaffrey for 15 yards (tackle by Xavier Rhodes and Anthony Barr),-0.070,1.530
3,13:28,1,10,CAR 39,13,14,Russell Shepard left tackle for 8 yards (tackle by Andrew Sendejo),1.530,2.070
3,12:46,2,2,CAR 47,13,14,Jonathan Stewart middle for -1 yards (tackle by Linval Joseph and Andrew Sendejo),2.070,1.220
3,12:07,3,3,CAR 46,13,14,Cam Newton pass complete short right to Damiere Byrd for 21 yards (tackle by Andrew Sendejo),1.220,3.380
3,11:30,1,10,MIN 33,13,14,"Christian McCaffrey left end for 1 yard (tackle by Xavier Rhodes). Penalty on Brenton Bersin: Illegal Shift, 5 yards (no play)",3.380,3.050
3,11:00,1,15,MIN 38,13,14,Cam Newton pass complete short right to Christian McCaffrey for -2 yards (tackle by Danielle Hunter),3.050,1.890
3,10:13,2,17,MIN 40,13,14,Cam Newton pass complete deep middle to Devin Funchess for 19 yards (tackle by Trae Waynes),1.890,4.170
3,9:41,1,10,MIN 21,13,14,Christian McCaffrey right guard for 3 yards (tackle by Linval Joseph),4.170,4.040
3,8:58,2,7,MIN 18,13,14,Cam Newton pass incomplete short left intended for Russell Shepard,4.040,3.310
3,8:51,3,7,MIN 18,13,20,"Cam Newton pass complete deep right to Devin Funchess for 18 yards, touchdown",3.310,7.000
3,8:42,,,MIN 15,13,21,Graham Gano kicks extra point good,0.000,0.000
3,8:42,,,CAR 35,13,21,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,8:42,1,10,MIN 25,13,21,"Case Keenum sacked by Mario Addison for -8 yards. Case Keenum fumbles (forced by Mario Addison), recovered by Mike Adams at MIN-35 and returned for 4 yards",0.610,-3.510
3,8:28,1,10,MIN 31,13,21,Cam Newton pass incomplete short right intended for Ed Dickson,3.510,2.970
3,8:23,2,10,MIN 31,13,21,Christian McCaffrey left guard for 8 yards (tackle by Andrew Sendejo),2.970,3.340
3,7:40,3,2,MIN 23,13,21,Cam Newton middle for no gain (tackle by Shamar Stephen and Harrison Smith),3.340,2.050
3,6:57,4,2,MIN 23,13,24,Graham Gano 41 yard field goal good,2.050,3.000
3,6:51,,,CAR 35,13,24,"Graham Gano kicks off 65 yards, touchback",0.000,-0.610
3,6:51,1,10,MIN 25,13,24,Latavius Murray right tackle for -2 yards (tackle by Kurt Coleman and Wes Horton),0.610,-0.210
3,6:25,2,12,MIN 23,13,24,Case Keenum pass complete short right to C.J. Ham for 9 yards (tackle by Luke Kuechly and Colin Jones),-0.210,0.300
3,5:44,3,3,MIN 32,13,24,Case Keenum pass complete short middle to Jarius Wright for 8 yards (tackle by Thomas Davis),0.300,1.600
3,5:12,1,10,MIN 40,13,24,Case Keenum pass complete short left to Stefon Diggs for 9 yards (tackle by Daryl Worley),1.600,2.270
3,4:40,2,1,MIN 49,13,24,Case Keenum pass incomplete deep left intended for Adam Thielen,2.270,1.550
3,4:36,3,1,MIN 49,13,24,Latavius Murray middle for 11 yards (tackle by Luke Kuechly),1.550,2.920
3,4:12,1,10,CAR 40,13,24,Case Keenum pass complete short middle to Latavius Murray for 2 yards (tackle by Luke Kuechly),2.920,2.640
3,3:32,2,8,CAR 38,13,24,Case Keenum middle for 6 yards (tackle by Captain Munnerlyn),2.640,2.740
3,2:45,3,2,CAR 32,13,24,Case Keenum sacked by Kyle Love for -7 yards,2.740,0.660
3,2:10,4,9,CAR 39,13,24,Ryan Quigley punts 37 yards,0.660,0.380
3,2:00,1,10,CAR 2,13,24,--,-0.380,-0.420
3,2:00,1,11,CAR 1,13,24,Jonathan Stewart right guard for no gain (tackle by Brian Robison),-0.420,-0.850
3,1:21,2,11,CAR 1,13,24,Cam Newton middle for 2 yards (tackle by Shamar Stephen and Brian Robison),-0.850,-1.300
3,0:36,3,9,CAR 3,13,24,Cam Newton pass incomplete deep left intended for Devin Funchess,-1.300,-2.490
3,0:30,4,9,CAR 3,13,24,"Michael Palardy punts 56 yards, returned by Marcus Sherels for 29 yards (tackle by Cameron Artis-Payne)",-2.490,-3.580
3,0:16,1,10,CAR 30,13,24,Latavius Murray right guard for -3 yards (tackle by Thomas Davis),3.580,2.630
Quarter,Time,Down,ToGo,Location,MIN,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,13,CAR 33,13,24,Case Keenum pass incomplete short left intended for Michael Floyd,2.630,1.950
4,14:57,3,13,CAR 33,13,24,Case Keenum sacked by Luke Kuechly for -3 yards,1.950,0.880
4,14:25,4,16,CAR 36,13,24,Kai Forbath 54 yard field goal no good,0.880,-1.860
4,14:20,1,10,CAR 44,13,24,Jonathan Stewart right guard for 6 yards (tackle by Anthony Barr and Tom Johnson),1.860,2.130
4,13:37,2,4,,13,24,Cam Newton pass complete short right to Damiere Byrd for 7 yards (tackle by Trae Waynes),2.130,2.720
4,13:11,1,10,MIN 43,13,24,Jonathan Stewart left tackle for no gain (tackle by Andrew Sendejo),2.720,2.180
4,12:35,2,10,MIN 43,13,24,Cam Newton pass incomplete,2.180,0.000
4,12:27,,,,,,Timeout #1 by Carolina Panthers,0.000,-1.490
4,12:27,3,10,MIN 43,13,24,Cam Newton pass complete short right to Damiere Byrd for 2 yards (tackle by Eric Kendricks),1.490,0.530
4,11:55,4,8,MIN 41,13,24,"Michael Palardy punts 28 yards, fair catch by Marcus Sherels",0.530,0.320
4,11:47,1,10,MIN 13,13,24,Case Keenum pass complete short left to Adam Thielen for 7 yards (tackle by Daryl Worley),-0.320,0.220
4,11:31,2,3,MIN 20,13,24,Case Keenum pass complete short right to Stefon Diggs for 6 yards (tackle by James Bradberry),0.220,0.670
4,11:07,1,10,MIN 26,13,24,Case Keenum pass complete short right to Stefon Diggs for 22 yards (tackle by Kurt Coleman),0.670,2.130
4,10:41,1,10,MIN 48,13,24,Case Keenum pass complete short left to Jarius Wright for 5 yards (tackle by Daryl Worley),2.130,2.260
4,10:04,2,5,CAR 47,13,24,Latavius Murray middle for 3 yards (tackle by Luke Kuechly),2.260,1.950
4,9:42,3,2,CAR 44,13,24,Case Keenum pass complete short left to Adam Thielen for 15 yards (tackle by Daryl Worley),1.950,3.640
4,9:17,1,10,CAR 29,13,24,Case Keenum pass complete short left to Michael Floyd for 3 yards (tackle by Captain Munnerlyn),3.640,3.510
4,8:54,2,7,CAR 26,13,24,Case Keenum pass incomplete short right intended for Stefon Diggs is intercepted by James Bradberry at CAR-25 and returned for 3 yards,3.510,-0.810
4,8:48,1,10,CAR 28,13,24,Cam Newton left tackle for 5 yards (tackle by Andrew Sendejo),0.810,0.940
4,8:03,2,5,CAR 33,13,24,Jonathan Stewart left tackle for 3 yards (tackle by Terence Newman and Xavier Rhodes),0.940,0.630
4,7:17,3,2,CAR 36,13,24,Cam Newton pass incomplete short left intended for Fozzy Whittaker,0.630,-0.980
4,7:13,4,2,CAR 36,13,24,"Michael Palardy punts 45 yards, returned by Marcus Sherels for 8 yards (tackle by Ben Jacobs)",-0.980,-0.740
4,7:04,1,10,MIN 27,13,24,Case Keenum pass complete short right to Jerick McKinnon for 6 yards (tackle by James Bradberry and Captain Munnerlyn),0.740,1.010
4,6:34,2,4,MIN 33,13,24,Case Keenum pass complete short right to Stefon Diggs for 9 yards (tackle by James Bradberry),1.010,1.730
4,6:07,1,10,MIN 42,13,24,Case Keenum pass complete short right to Blake Bell for 6 yards (tackle by Thomas Davis),1.730,2.000
4,5:47,2,4,MIN 48,19,24,"Case Keenum pass complete short left to Adam Thielen for 52 yards, touchdown",2.000,7.000
4,5:36,,,CAR 2,21,24,"Two Point Attempt: Case Keenum pass complete to Blake Bell, conversion succeeds",0.000,1.000
4,5:36,,,MIN 35,21,24,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,5:36,1,10,CAR 25,21,24,Cam Newton pass incomplete short right intended for Jonathan Stewart,0.610,0.060
4,5:32,2,10,CAR 25,21,24,Christian McCaffrey middle for 5 yards (tackle by Everson Griffen and Linval Joseph),0.060,0.040
4,4:47,3,5,CAR 30,21,24,Cam Newton pass incomplete short middle intended for Christian McCaffrey is intercepted by Andrew Sendejo at CAR-40 and returned for 34 yards,0.040,-5.830
4,4:36,1,6,CAR 6,21,24,Latavius Murray middle for no gain (tackle by Luke Kuechly and Star Lotulelei),5.830,4.950
4,3:55,2,6,CAR 6,21,24,Case Keenum pass incomplete short right intended for Stefon Diggs (defended by James Bradberry),4.950,4.040
4,3:49,3,6,CAR 6,21,24,Case Keenum sacked by Kawann Short for -3 yards,4.040,2.830
4,3:11,4,9,CAR 9,24,24,Kai Forbath 27 yard field goal good,2.830,3.000
4,3:07,,,MIN 35,24,24,"Kai Forbath kicks off 65 yards, touchback",0.000,-0.610
4,3:07,1,10,CAR 25,24,24,Christian McCaffrey left end for 5 yards (tackle by Linval Joseph),0.610,0.740
4,2:33,2,5,CAR 30,24,24,Cam Newton middle for 62 yards (tackle by Trae Waynes),0.740,5.370
4,2:00,1,8,MIN 8,24,24,Jonathan Stewart middle for 3 yards (tackle by Shamar Stephen),5.370,0.000
4,1:56,,,,,,Timeout #1 by Minnesota Vikings,0.000,-5.150
4,1:56,2,5,MIN 5,24,24,Jonathan Stewart right guard for 4 yards (tackle by Mackensie Alexander and Eric Kendricks),5.150,0.000
4,1:50,,,,,,Timeout #2 by Minnesota Vikings,0.000,-5.170
4,1:50,3,1,MIN 1,24,30,"Jonathan Stewart middle for 1 yard, touchdown",5.170,7.000
4,1:47,,,MIN 15,24,31,Graham Gano kicks extra point good,0.000,0.000
4,1:47,,,CAR 35,24,31,"Graham Gano kicks off 70 yards, returned by Marcus Sherels for 27 yards (tackle by Ben Jacobs)",0.000,-0.410
4,1:41,1,10,MIN 22,24,31,Case Keenum sacked by Kawann Short for -5 yards,0.410,-0.940
4,1:19,2,15,MIN 17,24,31,Case Keenum pass incomplete short right intended for Stefon Diggs,-0.940,-1.680
4,1:14,3,15,MIN 17,24,31,Case Keenum pass incomplete short right intended for Laquon Treadwell,-1.680,-2.320
4,1:11,4,15,MIN 17,24,31,Case Keenum pass incomplete deep left intended for Adam Thielen (defended by Kurt Coleman),-2.320,-4.440
4,1:05,1,10,MIN 17,24,31,Cam Newton kneels for -2 yards,4.440,0.000
4,1:03,,,,,,Timeout #3 by Minnesota Vikings,0.000,-3.600
4,1:03,2,12,MIN 19,24,31,Cam Newton kneels for -2 yards,3.600,2.680
4,0:35,3,14,MIN 21,24,31,Cam Newton kneels for -1 yards,2.680,1.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
