Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
3,11:34,1,10,NWE 25,24,0,Mac Jones pass complete deep left to Kendrick Bourne for 28 yards (tackle by Paulson Adebo),0.610,2.460
3,11:02,1,10,NOR 47,24,0,Ezekiel Elliott left guard for 1 yard (tackle by Pete Werner and Malcolm Roach),2.460,2.050
3,10:33,2,9,NOR 46,24,0,Mac Jones pass complete short left to DeVante Parker for 6 yards (tackle by Marshon Lattimore),2.050,2.150
3,10:00,3,3,NOR 40,24,0,Mac Jones pass incomplete short middle intended for JuJu Smith-Schuster (defended by Malcolm Roach),2.150,0.590
3,9:55,4,3,NOR 40,24,0,"Bryce Baringer punts 27 yards, fair catch by Rashid Shaheed at NO-13",0.590,0.320
3,9:48,1,10,NOR 13,24,0,Alvin Kamara left guard for 3 yards (tackle by Davon Godchaux),-0.320,-0.440
3,9:12,2,7,NOR 16,24,0,Derek Carr pass complete short right to Rashid Shaheed for 3 yards (tackle by Myles Bryant),-0.440,-0.710
3,8:41,3,4,NOR 19,24,0,Alvin Kamara left end for 2 yards (tackle by Jonathan Jones and Myles Bryant),-0.710,-1.960
3,8:00,4,2,NOR 21,24,0,"Lou Hedley punts 44 yards, fair catch by Jabrill Peppers at NE-35",-1.960,-1.270
3,7:52,1,10,NWE 35,24,0,Rhamondre Stevenson left end for -5 yards (tackle by Carl Granderson),1.270,0.050
3,7:18,2,15,NWE 30,24,0,Mac Jones pass complete short left to JuJu Smith-Schuster for 3 yards (tackle by Demario Davis and Johnathan Abram),0.050,-0.230
3,6:55,3,12,NWE 33,24,0,Mac Jones pass incomplete short middle intended for Mike Gesicki (defended by Demario Davis),-0.230,-1.180
3,6:39,4,12,NWE 33,24,0,"Bryce Baringer punts 57 yards, returned by Rashid Shaheed for no gain (tackle by Adrian Phillips). Penalty on Alontae Taylor: Defensive Holding, 5 yards (accepted)",-1.180,0.380
3,6:39,1,10,NOR 5,24,0,Derek Carr pass incomplete deep left intended for Michael Thomas,-0.380,-0.780
3,6:34,2,10,NOR 5,24,0,Alvin Kamara up the middle for 2 yards (tackle by Ja'Whaun Bentley and Jabrill Peppers),-0.780,-1.190
3,6:01,3,8,NOR 7,24,0,Alvin Kamara right guard for 10 yards (tackle by Ja'Whaun Bentley and Kyle Dugger),-1.190,-0.060
3,5:31,1,10,NOR 17,24,0,Alvin Kamara up the middle for 1 yard (tackle by Anfernee Jennings and Lawrence Guy),-0.060,-0.420
3,4:47,2,9,NOR 18,24,0,Alvin Kamara up the middle for 2 yards (tackle by Jahlani Tavai and Davon Godchaux),-0.420,-0.870
3,4:05,3,7,NOR 20,24,0,Derek Carr pass complete short right to Michael Thomas for 13 yards (tackle by Myles Bryant),-0.870,1.140
3,3:25,1,10,NOR 33,24,0,Alvin Kamara right guard for 9 yards (tackle by Jahlani Tavai and Kyle Dugger),1.140,1.810
3,2:49,2,1,NOR 42,24,0,Alvin Kamara up the middle for 3 yards (tackle by Ja'Whaun Bentley and Deatrich Wise),1.810,1.930
3,2:14,1,10,NOR 45,24,0,Alvin Kamara up the middle for 2 yards (tackle by Davon Godchaux and Lawrence Guy),1.930,1.650
3,1:38,2,8,NOR 47,24,0,Derek Carr pass incomplete short right,1.650,0.960
3,1:31,3,8,NOR 47,24,0,Derek Carr pass incomplete deep right intended for Michael Thomas,0.960,-0.260
3,1:21,4,8,NOR 47,24,0,"Lou Hedley punts 43 yards, fair catch by Myles Bryant at NE-10",-0.260,0.380
3,1:13,1,10,NWE 10,24,0,Mac Jones pass deep right (defended by Jordan Howden) intended for Ty Montgomery is intercepted by Pete Werner at NE-31 and returned for no gain (tackle by Ty Montgomery),-0.380,-3.510
3,1:07,1,10,NWE 31,24,0,Kendre Miller left tackle for 5 yards (tackle by Deatrich Wise),3.510,3.640
3,0:31,2,5,NWE 26,24,0,Derek Carr pass complete short left to Kendre Miller for 7 yards (tackle by Mack Wilson),3.640,4.310
Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 19,24,0,Alvin Kamara right guard for no gain (tackle by Lawrence Guy and Davon Godchaux),4.310,3.750
4,14:28,2,10,NWE 19,24,0,Derek Carr pass complete short right to Alvin Kamara for 12 yards (tackle by Jahlani Tavai),3.750,5.600
4,13:47,1,7,NWE 7,24,0,Taysom Hill left tackle for 1 yard (tackle by Jahlani Tavai and Kyle Dugger),5.600,4.950
4,13:10,2,6,NWE 6,30,0,"Derek Carr pass complete short middle to Foster Moreau for 6 yards, touchdown",4.950,7.000
4,13:03,,,NWE 15,31,0,Blake Grupe kicks extra point good,0.000,0.000
4,13:03,,,NOR 35,31,0,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
4,13:03,1,10,NWE 25,31,0,Ezekiel Elliott left guard for 3 yards (tackle by Pete Werner and Cameron Jordan),0.610,0.470
4,12:28,2,7,NWE 28,31,0,Ezekiel Elliott up the middle for 3 yards (tackle by Khalen Saunders and Isaiah Foskey),0.470,0.170
4,11:48,3,4,NWE 31,31,0,Bailey Zappe pass incomplete deep left intended for Hunter Henry,0.170,-1.310
4,11:44,4,4,NWE 31,31,0,"Bryce Baringer punts 51 yards, fair catch by Rashid Shaheed at NO-18",-1.310,-0.040
4,11:36,1,10,NOR 18,31,0,"Kendre Miller up the middle for 4 yards (tackle by Shaun Wade). Penalty on Trevor Penning: Offensive Holding, 9 yards (accepted) (no play)",0.040,-0.720
4,11:16,1,19,NOR 9,31,0,Kendre Miller right tackle for 8 yards (tackle by Keion White and Mack Wilson),-0.720,-0.650
4,10:32,2,11,NOR 17,31,0,Kendre Miller left tackle for 2 yards (tackle by Christian Barmore),-0.650,-1.040
4,9:51,3,9,NOR 19,31,0,Derek Carr pass complete short right to Kendre Miller for 2 yards (tackle by Shaun Wade),-1.040,-1.960
4,9:11,4,7,NOR 21,31,0,Lou Hedley punts 55 yards downed by Ty Summers,-1.960,-0.540
4,8:59,1,10,NWE 24,31,0,Bailey Zappe pass complete short left to Ty Montgomery for 5 yards (tackle by Alontae Taylor),0.540,0.670
4,8:27,2,5,NWE 29,31,0,"Rhamondre Stevenson up the middle for no gain (tackle by Pete Werner). Penalty on Ty Montgomery: Illegal Shift, 5 yards (accepted) (no play)",0.670,0.000
4,8:06,2,10,NWE 24,31,0,Bailey Zappe pass complete short right to Mike Gesicki for 9 yards (tackle by Alontae Taylor and Tyrann Mathieu),0.000,0.500
4,7:28,3,1,NWE 33,31,0,Bailey Zappe pass incomplete deep right intended for Kendrick Bourne,0.500,-1.180
4,7:22,4,1,NWE 33,31,0,Rhamondre Stevenson up the middle for no gain (tackle by Demario Davis),-1.180,-3.380
4,7:15,1,10,NWE 33,31,0,Kendre Miller left guard for 2 yards (tackle by Sam Roberts),3.380,3.110
4,6:33,2,8,NWE 31,31,0,Kendre Miller up the middle for 1 yard (tackle by Jeremiah Pharms and Christian Barmore),3.110,2.540
4,5:53,3,7,NWE 30,31,0,Derek Carr pass incomplete deep left intended for Chris Olave,2.540,1.410
4,5:47,4,7,NWE 30,31,0,"Penalty on NOR: Delay of Game, 5 yards (accepted) (no play)",1.410,0.970
4,5:47,4,12,NWE 35,34,0,Blake Grupe 53 yard field goal good,0.970,3.000
4,5:43,,,NOR 35,34,0,"Blake Grupe kicks off 65 yards, touchback.",0.000,0.610
4,5:43,1,10,NWE 25,34,0,"Penalty on Kendrick Bourne: False Start, 5 yards (accepted) (no play)",0.610,0.280
4,5:43,1,15,NWE 20,34,0,Bailey Zappe pass incomplete deep middle intended for Ty Montgomery,0.280,-0.610
4,5:39,2,15,NWE 20,34,0,Ezekiel Elliott up the middle for 5 yards (tackle by Paulson Adebo),-0.610,-0.620
4,5:02,3,10,NWE 25,34,0,Bailey Zappe pass complete short right to Ezekiel Elliott for 8 yards (tackle by Nephi Sewell),-0.620,-1.180
4,4:16,4,2,NWE 33,34,0,"Bryce Baringer punts 50 yards, returned by Rashid Shaheed for 12 yards (tackle by Chris Board)",-1.180,-0.870
4,4:07,1,10,NOR 29,34,0,Kendre Miller right end for 6 yards (tackle by Mack Wilson),0.870,1.140
4,3:22,2,4,NOR 35,34,0,Kendre Miller left end for 2 yards (tackle by Ameer Speed),1.140,0.700
4,2:36,3,2,NOR 37,34,0,"Kendre Miller left end for 1 yard (tackle by Ameer Speed). Penalty on Trevor Penning: Offensive Holding, 10 yards (accepted)",0.700,-0.490
4,2:30,3,11,NOR 28,34,0,Kendre Miller right guard for 1 yard (tackle by Anfernee Jennings),-0.490,-1.440
4,2:26,,,,,,Timeout #1 by New England Patriots,,
4,2:26,4,10,NOR 29,34,0,"Lou Hedley punts 50 yards, returned by Jabrill Peppers for 1 yard (tackle by Isaac Yiadom). Penalty on Matthew Slater: Illegal Blindside Block, 10 yards (accepted)",-1.440,0.350
4,2:16,1,10,NWE 12,34,0,Bailey Zappe pass incomplete deep right intended for Kendrick Bourne,-0.350,-0.780
4,2:10,2,10,NWE 12,34,0,Rhamondre Stevenson up the middle for 5 yards (tackle by Johnathan Abram),-0.780,-0.840
4,2:00,3,5,NWE 17,34,0,Bailey Zappe pass incomplete short left intended for Mike Gesicki (defended by Jordan Howden),-0.840,-2.320
4,1:55,4,5,NWE 17,34,0,Bailey Zappe pass incomplete short right intended for Ty Montgomery,-2.320,-4.440
4,1:50,1,10,NWE 17,34,0,Jameis Winston kneels for -1 yards,4.440,3.720
4,1:07,2,11,NWE 18,34,0,Jameis Winston kneels for -2 yards,3.720,2.810
4,0:34,3,13,NWE 20,34,0,Jameis Winston kneels for -1 yards,2.810,2.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
