Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
3,1:43,1,10,TAM 35,24,0,Tom Brady pass complete short left to Russell Gage for 7 yards (tackle by Israel Mukuamu),1.270,1.670
3,1:24,2,3,TAM 42,24,0,Tom Brady pass complete short left to Julio Jones for 7 yards (tackle by Xavier Rhodes),1.670,2.190
3,1:02,1,10,TAM 49,24,0,Tom Brady pass complete short right to Russell Gage for 3 yards (tackle by Johnathan Hankins),2.190,2.050
3,0:40,2,7,DAL 48,24,0,Tom Brady pass incomplete short middle intended for Chris Godwin (defended by Israel Mukuamu),2.050,1.360
3,0:30,3,7,DAL 48,24,0,Tom Brady pass complete to Mike Evans for 18 yards (tackle by Donovan Wilson),1.360,3.580
3,0:05,1,10,DAL 30,24,6,"Tom Brady pass complete deep left to Julio Jones for 30 yards, touchdown",3.580,7.000
3,0:00,,,DAL 2,24,6,Two Point Attempt: Tom Brady pass incomplete,1.000,-1.000
Quarter,Time,Down,ToGo,Location,DAL,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,,,TAM 35,24,6,"Jake Camarda kicks off 66 yards, returned by KaVontae Turpin for 35 yards (tackle by Jake Camarda)",0.000,1.200
4,14:55,1,10,DAL 34,24,6,Dak Prescott pass complete short right to Noah Brown for 15 yards (tackle by Carlton Davis),1.200,2.190
4,14:25,1,10,DAL 49,24,6,Tony Pollard up the middle for 5 yards (tackle by Anthony Nelson),2.190,2.320
4,13:41,2,5,TAM 46,24,6,Tony Pollard up the middle for -1 yards (tackle by Carl Nassib),2.320,1.490
4,13:02,3,6,TAM 47,24,6,Dak Prescott pass complete short right to Michael Gallup for 12 yards (tackle by Sean Murphy-Bunting),1.490,3.250
4,12:26,1,10,TAM 35,24,6,Tony Pollard up the middle for 11 yards (tackle by Anthony Nelson),3.250,3.970
4,11:46,1,10,TAM 24,24,6,Ezekiel Elliott left guard for 1 yard (tackle by Joe Tryon-Shoyinka),3.970,3.570
4,11:09,2,9,TAM 23,24,6,Dak Prescott pass incomplete short right intended for Dalton Schultz (defended by Mike Edwards),3.570,2.870
4,10:59,3,9,TAM 23,24,6,Dak Prescott pass complete short right to Tony Pollard for 5 yards (tackle by Lavonte David),2.870,2.320
4,10:18,4,4,TAM 18,30,6,"Dak Prescott pass complete short left to CeeDee Lamb for 18 yards, touchdown",2.320,7.000
4,10:13,,,TAM 15,31,6,Brett Maher kicks extra point good,0.000,0.000
4,10:13,,,DAL 35,31,6,"Brett Maher kicks off 66 yards, returned by Deven Thompkins for 17 yards (tackle by Luke Gifford and C.J. Goodwin)",0.000,-0.140
4,10:07,1,10,TAM 16,31,6,Tom Brady pass complete short right to Chris Godwin for 7 yards (tackle by Leighton Vander Esch),-0.140,0.420
4,9:39,2,3,TAM 23,31,6,Tom Brady pass incomplete short right,0.420,-0.450
4,9:34,3,3,TAM 23,31,6,Tom Brady pass complete short left to Chris Godwin for 7 yards (tackle by Leighton Vander Esch),-0.450,0.940
4,9:11,1,10,TAM 30,31,6,Tom Brady pass complete short right to Mike Evans for 13 yards (tackle by Trevon Diggs),0.940,1.800
4,8:36,1,10,TAM 43,31,6,"Tom Brady pass incomplete intended for Mike Evans TAM challenged the pass completion ruling, and the original play was overturned. Tom Brady pass complete deep right to Mike Evans for 20 yards (tackle by Donovan Wilson)",1.800,3.120
4,8:30,1,10,DAL 37,31,6,Tom Brady pass complete short left to Cade Otton for 15 yards (tackle by Malik Hooker),3.120,4.110
4,8:07,1,10,DAL 22,31,6,Tom Brady pass complete short left to Julio Jones for 6 yards (tackle by DaRon Bland),4.110,4.460
4,7:31,2,4,DAL 16,31,6,Tom Brady pass complete short middle to Cade Otton for 14 yards (tackle by Israel Mukuamu),4.460,6.740
4,7:08,1,2,DAL 2,31,6,Tom Brady pass incomplete short left intended for Julio Jones,6.740,5.720
4,7:02,2,2,DAL 2,31,6,Tom Brady pass incomplete short middle intended for Julio Jones (defended by Leighton Vander Esch),5.720,4.950
4,6:57,3,2,DAL 2,31,6,Tom Brady sacked by Johnathan Hankins for -9 yards,4.950,2.700
4,6:25,4,11,DAL 11,31,6,Tom Brady pass incomplete short middle,2.700,0.350
4,6:20,1,10,DAL 12,31,6,Ezekiel Elliott for no gain (tackle by Joe Tryon-Shoyinka and Lavonte David),-0.350,-0.780
4,5:48,2,10,DAL 12,31,6,Ezekiel Elliott left guard for 2 yards (tackle by William Gholston),-0.780,-1.190
4,5:05,3,8,DAL 14,31,6,Dak Prescott pass incomplete deep right intended for T.Y. Hilton,-1.190,-2.470
4,4:53,4,8,DAL 14,31,6,"Bryan Anger punts 52 yards, returned by Deven Thompkins for 14 yards (tackle by Jake Ferguson)",-2.470,-2.130
4,4:43,1,10,TAM 48,31,6,Rachaad White up the middle for 9 yards (tackle by DaRon Bland and Anthony Barr),2.130,2.800
4,4:21,2,1,DAL 43,31,6,"Tom Brady fumbles, recovered by Tom Brady at DAL-49 and returned for 6 yards Tom Brady pass incomplete short left intended for Cade Otton",2.800,2.080
4,4:14,3,1,DAL 43,31,6,Rachaad White right end for 8 yards (tackle by DaRon Bland and Donovan Wilson),2.080,3.250
4,3:54,1,10,DAL 35,31,6,Tom Brady pass complete short right to Mike Evans for 9 yards (tackle by Xavier Rhodes),3.250,3.920
4,3:30,2,1,DAL 26,31,6,Tom Brady pass incomplete short left intended for Chris Godwin,3.920,3.200
4,3:24,3,1,DAL 26,31,6,Rachaad White up the middle for 7 yards (tackle by Leighton Vander Esch),3.200,4.310
4,3:00,1,10,DAL 19,31,6,Tom Brady pass incomplete short left intended for Russell Gage,4.310,3.750
4,2:58,2,10,DAL 19,31,6,Tom Brady pass incomplete short left intended for Russell Gage,3.750,3.030
4,2:55,3,10,DAL 19,31,6,Tom Brady pass complete short middle to Julio Jones for 6 yards (tackle by DaRon Bland),3.030,2.640
4,2:30,4,4,DAL 13,31,6,Tom Brady pass complete short left to Julio Jones for 5 yards (tackle by Leighton Vander Esch),2.640,5.370
4,2:09,1,8,DAL 8,31,12,"Tom Brady pass complete short left to Cameron Brate for 8 yards, touchdown",5.370,7.000
4,2:04,,,DAL 2,31,14,Two Point Attempt: Tom Brady pass complete to to Mike Evans for no gain,1.000,1.000
4,2:04,,,TAM 35,31,14,"Jake Camarda kicks onside 14 yards, recovered by Giovani Bernard",0.000,-2.190
4,2:00,1,10,TAM 49,31,14,Tom Brady pass incomplete deep right intended for Mike Evans,2.190,1.650
4,1:53,2,10,TAM 49,31,14,Tom Brady pass complete short left to Cade Otton for 12 yards (tackle by Anthony Barr),1.650,2.980
4,1:34,1,10,DAL 39,31,14,Tom Brady pass incomplete deep middle intended for Cade Otton (defended by Leighton Vander Esch),2.980,2.440
4,1:29,2,10,DAL 39,31,14,Tom Brady sacked by Micah Parsons for -8 yards,2.440,0.700
4,1:22,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
4,1:22,3,18,DAL 47,31,14,Tom Brady pass complete short right to Julio Jones for 12 yards (tackle by DaRon Bland),0.700,0.970
4,1:12,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,1:12,4,6,DAL 35,31,14,Tom Brady pass incomplete short middle intended for Julio Jones,0.970,-1.270
4,1:08,1,10,DAL 35,31,14,Dak Prescott kneels for no gain,1.270,0.720
4,0:34,2,10,DAL 35,31,14,Dak Prescott kneels for -1 yards,0.720,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
