Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
1,0:47,1,10,TAM 15,0,0,David Johnson middle for no gain (tackle by Kwon Alexander),4.580,3.950
1,0:08,2,10,TAM 15,0,0,Carson Palmer pass complete short left to Darren Fells for 7 yards (tackle by Gerald McCoy),3.950,4.450
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,TAM 8,0,0,"Penalty on Gerald McCoy: Encroachment, 4 yards (no play)",4.450,6.280
2,14:59,1,4,TAM 4,0,6,"Carson Palmer pass complete short middle to Larry Fitzgerald for 4 yards, touchdown. Penalty on Brent Grimes: Defensive Pass Interference (Declined)",6.280,7.000
2,14:59,,,TAM 4,0,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,14:59,,,ARI 35,0,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,14:54,1,10,TAM 25,0,7,Doug Martin right tackle for 1 yard (tackle by Tony Jefferson),0.610,0.200
2,14:17,2,9,TAM 26,0,7,Jameis Winston pass incomplete deep middle intended for Vincent Jackson is intercepted by Marcus Cooper at TAM-42 and returned for 23 yards,0.200,-4.310
2,14:05,1,10,TAM 19,0,7,Chris Johnson left end for 9 yards (tackle by Chris Conte),4.310,5.360
2,13:25,2,1,TAM 10,0,7,Chris Johnson middle for 1 yard (tackle by Robert Ayers),5.360,5.140
2,12:45,1,9,TAM 9,0,7,Carson Palmer pass incomplete short left intended for Jermaine Gresham,5.140,4.380
2,12:40,2,9,TAM 9,0,7,David Johnson left end for 4 yards (tackle by Bradley McDougald),4.380,4.260
2,11:53,3,5,TAM 5,0,7,Carson Palmer pass incomplete short left intended for Michael Floyd,4.260,3.010
2,11:48,4,5,TAM 5,0,10,Chandler Catanzaro 22 yard field goal good,3.010,3.000
2,11:48,,,ARI 35,0,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,11:44,1,10,TAM 25,0,10,Jameis Winston pass complete short right to Charles Sims for 2 yards (tackle by Deone Bucannon),0.610,0.330
2,11:07,2,8,TAM 27,0,10,Jameis Winston pass complete short middle to Mike Evans for 11 yards (tackle by Patrick Peterson),0.330,1.470
2,10:29,1,10,TAM 38,0,10,Jameis Winston pass complete short right to Charles Sims for -1 yards (tackle by Tony Jefferson and Josh Mauro),1.470,0.790
2,9:50,2,11,TAM 37,0,10,Charles Sims middle for 1 yard (tackle by Tony Jefferson),0.790,0.230
2,9:08,3,10,TAM 38,0,10,"Jameis Winston pass incomplete short left intended for Vincent Jackson. Penalty on Marcus Cooper: Defensive Pass Interference, 15 yards (no play)",0.230,2.460
2,9:02,1,10,ARI 47,0,10,Charles Sims left tackle for 1 yard (tackle by Josh Mauro),2.460,2.050
2,8:22,2,9,ARI 46,0,10,Jameis Winston pass complete short left to Charles Sims for 3 yards (tackle by Marcus Cooper),2.050,1.750
2,7:46,3,6,ARI 43,0,10,Jameis Winston pass incomplete short right intended for Adam Humphries,1.750,0.400
2,7:41,4,6,ARI 43,0,10,Bryan Anger punts 34 yards,0.400,0.380
2,7:31,1,10,ARI 9,0,10,Chris Johnson left tackle for 3 yards (tackle by Clinton McDonald),-0.380,-0.560
2,6:55,2,7,ARI 12,0,10,Chris Johnson middle for 2 yards (tackle by Daryl Smith),-0.560,-0.840
2,6:12,3,5,ARI 14,0,10,Carson Palmer pass complete short right to Darren Fells for 4 yards (tackle by Vernon Hargreaves),-0.840,-2.240
2,5:36,4,1,ARI 18,0,10,"Donald Butler punts 50 yards, returned by Adam Humphries for 17 yards",-2.240,-2.190
,,,,,,,"ARI challenged the runner was in bounds ruling, and the play was upheld.",,
2,5:23,1,10,TAM 49,0,10,Jameis Winston pass complete short left to Austin Seferian-Jenkins for 5 yards (tackle by Marcus Cooper),2.190,2.320
2,4:48,2,5,ARI 46,0,10,Charles Sims right end for 1 yard (tackle by Patrick Peterson),2.320,1.750
2,4:12,3,4,ARI 45,0,10,Jameis Winston pass complete short right to Cameron Brate for 15 yards (tackle by Patrick Peterson),1.750,3.580
2,3:51,1,10,ARI 30,0,10,Jameis Winston pass complete short right to Cameron Brate for 1 yard (tackle by Deone Bucannon and Tony Jefferson),3.580,3.170
2,3:12,2,9,ARI 29,0,10,Jameis Winston sacked,3.170,-1.070
2,3:06,1,10,ARI 32,0,10,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald,1.070,0.530
2,3:00,2,10,ARI 32,0,10,Carson Palmer pass incomplete short right intended for David Johnson,0.530,-0.160
2,2:54,3,10,ARI 32,0,10,Carson Palmer pass complete deep right to Jaron Brown for 27 yards (tackle by Chris Conte),-0.160,2.850
2,2:26,1,10,TAM 41,0,10,Carson Palmer pass complete short left to David Johnson for 16 yards (tackle by Vernon Hargreaves),2.850,3.910
2,2:00,1,10,TAM 25,0,10,Carson Palmer pass complete deep right to Larry Fitzgerald for 24 yards (tackle by Brent Grimes),3.910,6.970
2,1:44,1,1,TAM 1,0,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,6.970,5.910
2,1:40,2,1,TAM 1,0,10,Carson Palmer pass incomplete short right intended for Larry Fitzgerald,5.910,5.170
2,1:35,3,1,TAM 1,0,16,"Carson Palmer pass complete short middle to Michael Floyd for 1 yard, touchdown",5.170,7.000
2,1:35,,,TAM 1,0,17,Chandler Catanzaro kicks extra point good,0.000,0.000
2,1:35,,,ARI 35,0,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,1:30,1,10,TAM 25,0,17,Jameis Winston pass incomplete deep right intended for Cecil Shorts,0.610,0.060
2,1:24,2,10,TAM 25,0,17,Jameis Winston pass incomplete short middle intended for Cameron Brate,0.060,-0.620
2,1:20,3,10,TAM 25,0,17,Jameis Winston pass incomplete deep left intended for Adam Humphries,-0.620,-1.700
2,1:13,4,10,TAM 25,0,17,"Bryan Anger punts 49 yards, fair catch by John Brown",-1.700,-0.670
2,1:05,1,10,ARI 26,0,17,"Carson Palmer pass incomplete short right intended for Darren Fells. Penalty on Jared Veldheer: Offensive Holding, 10 yards (no play)",0.670,-0.300
2,0:59,1,20,ARI 16,0,17,David Johnson middle for 10 yards (tackle by Chris Conte),-0.300,0.130
2,0:40,2,10,ARI 26,0,17,Carson Palmer pass complete short left to John Brown for 14 yards,0.130,1.600
2,0:35,1,10,ARI 40,0,17,Carson Palmer pass complete short right to Darren Fells for 9 yards (tackle by Brent Grimes),1.600,1.600
2,0:26,1,10,ARI 40,0,17,Timeout #2 by Arizona Cardinals,1.600,2.270
2,0:26,2,1,ARI 49,0,23,"Carson Palmer pass complete deep left to Jaron Brown for 51 yards, touchdown",2.270,7.000
2,0:26,,,TAM 49,0,24,Chandler Catanzaro kicks extra point good,0.000,0.000
2,0:26,,,ARI 35,0,24,"Chandler Catanzaro kicks off 71 yards, returned by Cecil Shorts for 19 yards (tackle by Brandon Williams)",0.000,0.320
2,0:16,1,10,TAM 13,0,24,"Jameis Winston for 2 yards (tackle by Kevin Minter). Penalty on Markus Golden: Illegal Use of Hands, 5 yards",-0.320,0.280
2,0:08,1,10,TAM 20,0,24,Jameis Winston sacked by Markus Golden for -9 yards. Penalty on Ali Marpet: Offensive Holding (Declined),0.280,-1.440
2,0:01,2,19,TAM 11,0,24,Jameis Winston kneels for -1 yards,-1.440,-2.590
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,0,24,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,TAM 25,0,24,Jameis Winston pass complete short left to Adam Humphries for 9 yards (tackle by Kevin Minter),0.610,1.280
3,14:35,2,1,TAM 34,0,24,Charles Sims right end for 4 yards (tackle by Tyvon Branch and Marcus Cooper),1.280,1.470
3,14:07,1,10,TAM 38,0,24,Jameis Winston pass complete short left to Adam Humphries for 5 yards (tackle by Calais Campbell),1.470,1.600
3,13:37,2,5,TAM 43,0,24,Jameis Winston pass incomplete short left intended for Mike Evans,1.600,0.890
3,13:33,3,5,TAM 43,0,24,Jameis Winston pass complete short left to Austin Seferian-Jenkins for 9 yards (tackle by Tony Jefferson),0.890,2.390
3,12:52,1,10,ARI 48,0,24,"Jameis Winston pass incomplete deep left intended for Mike Evans. Penalty on Mike Evans: Offensive Pass Interference, 10 yards (no play)",2.390,1.730
3,12:46,1,20,TAM 42,0,24,Jameis Winston pass complete short right to Adam Humphries for 24 yards (tackle by Tony Jefferson),1.730,3.310
3,12:10,1,10,ARI 34,0,24,Jameis Winston middle for 8 yards (tackle by Deone Bucannon),3.310,3.850
3,11:31,2,2,ARI 26,0,24,Jameis Winston pass complete short left to Russell Shepard for 10 yards (tackle by Tyvon Branch),3.850,4.510
3,10:50,1,10,ARI 16,0,24,Jameis Winston pass incomplete deep left intended for Mike Evans,4.510,3.900
3,10:44,2,10,ARI 16,0,24,Charles Sims left tackle for -3 yards (tackle by Deone Bucannon),3.900,2.850
3,10:06,3,13,ARI 19,6,24,"Jameis Winston pass complete deep left to Mike Evans for 19 yards, touchdown",2.850,7.000
3,10:06,,,ARI 19,7,24,Roberto Aguayo kicks extra point good,0.000,0.000
3,10:06,,,TAM 35,7,24,"Roberto Aguayo kicks off 65 yards, touchback",0.000,-0.610
3,10:01,1,10,ARI 25,7,24,Carson Palmer pass complete short right to David Johnson for 58 yards (tackle by Brent Grimes),0.610,4.440
3,9:27,1,10,TAM 17,7,24,Chris Johnson left end for -1 yards (tackle by Vernon Hargreaves),4.440,3.720
3,8:46,2,11,TAM 18,7,24,Carson Palmer pass incomplete deep right intended for David Johnson,3.720,3.000
3,8:40,3,11,TAM 18,7,24,Carson Palmer sacked by Noah Spence for -4 yards,3.000,1.990
3,8:00,4,15,TAM 22,7,27,Chandler Catanzaro 40 yard field goal good,1.990,3.000
3,8:00,,,ARI 35,7,27,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,7:56,1,10,TAM 25,7,27,"Jameis Winston pass complete short right to Adam Humphries for 10 yards (tackle by Kevin Minter). Penalty on Demar Dotson: Illegal Use of Hands, 10 yards (no play)",0.610,-0.410
3,7:35,1,20,TAM 15,7,27,Jameis Winston pass complete short middle to Vincent Jackson for 15 yards (tackle by Tony Jefferson and Marcus Cooper),-0.410,0.740
3,6:57,2,5,TAM 30,7,27,Jameis Winston pass incomplete short right intended for Mike Evans,0.740,0.040
3,6:52,3,5,TAM 30,7,27,Jameis Winston pass complete short middle to Mike Evans for 10 yards (tackle by Tyrann Mathieu),0.040,1.600
3,6:28,1,10,TAM 40,7,27,Charles Sims middle for 7 yards (tackle by Tyvon Branch),1.600,2.000
3,5:59,2,3,TAM 47,7,27,Jameis Winston pass complete short middle to Cecil Shorts for 12 yards (tackle by Marcus Cooper),2.000,2.850
3,5:15,1,10,ARI 41,7,33,"Jameis Winston pass incomplete short left intended for Charles Sims is intercepted by Marcus Cooper at ARI-40 and returned for 60 yards, touchdown",2.850,-7.000
3,5:03,,,TAM 41,7,33,Chandler Catanzaro kicks extra point no good,0.000,-1.000
3,5:03,,,ARI 35,7,33,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,5:03,1,10,TAM 25,7,33,Charles Sims right end for 9 yards (tackle by Tyvon Branch),0.610,1.280
3,4:27,2,1,TAM 34,7,33,Jacquizz Rodgers middle for 5 yards (tackle by Alex Okafor),1.280,1.530
3,3:54,1,10,TAM 39,7,33,Jameis Winston pass complete short left to Adam Humphries for 7 yards (tackle by Tyvon Branch),1.530,1.930
3,3:24,2,3,TAM 46,7,33,Jacquizz Rodgers right end for 24 yards (tackle by Tyvon Branch),1.930,3.580
3,2:47,1,10,ARI 30,7,33,Jameis Winston pass complete short left to Vincent Jackson for 4 yards (tackle by Tyvon Branch),3.580,3.570
3,2:16,2,6,ARI 26,7,33,Jameis Winston pass incomplete short right intended for Mike Evans (defended by Marcus Cooper),3.570,2.870
3,2:12,3,6,ARI 26,7,33,Jameis Winston pass incomplete deep middle intended for Vincent Jackson (defended by Tyvon Branch),2.870,1.760
3,2:03,4,6,ARI 26,7,33,Roberto Aguayo 45 yard field goal no good,1.760,-1.270
3,1:58,1,10,ARI 35,7,33,David Johnson right tackle for 2 yards (tackle by Gerald McCoy and William Gholston),1.270,0.990
3,1:20,2,8,ARI 37,7,33,David Johnson left tackle for 4 yards (tackle by Alterraun Verner),0.990,0.830
3,0:37,3,4,ARI 41,7,33,Carson Palmer pass complete short left to David Johnson for 24 yards (tackle by Chris Conte),0.830,3.250
Quarter,Time,Down,ToGo,Location,TAM,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 35,7,33,Carson Palmer pass complete short left to Larry Fitzgerald for 13 yards (tackle by Brent Grimes),3.250,4.110
4,14:14,1,10,TAM 22,7,33,Chris Johnson middle for 8 yards (tackle by Bradley McDougald),4.110,4.850
4,13:34,2,2,TAM 14,7,33,Chris Johnson middle for 9 yards (tackle by Kwon Alexander),4.850,6.060
4,12:53,1,5,TAM 5,7,33,Chris Johnson middle for 2 yards (tackle by Keith Tandy),6.060,5.530
4,12:15,2,3,TAM 3,7,39,"Chris Johnson middle for 3 yards, touchdown",5.530,7.000
4,12:15,,,TAM 3,7,40,Chandler Catanzaro kicks extra point good,0.000,0.000
4,12:15,,,ARI 35,7,40,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
4,12:11,1,10,TAM 25,7,40,Charles Sims middle for -1 yards (tackle by Tony Jefferson),0.610,-0.070
4,11:24,2,11,TAM 24,7,40,Jameis Winston pass complete short right to Vincent Jackson for 12 yards (tackle by Marcus Cooper),-0.070,1.330
4,10:49,1,10,TAM 36,7,40,Jameis Winston pass incomplete deep left intended for Mike Evans,1.330,0.790
4,10:42,2,10,TAM 36,7,40,Charles Sims left end for 5 yards (tackle by Calais Campbell),0.790,0.760
4,10:01,3,5,TAM 41,7,40,Jameis Winston pass incomplete short right intended for Mike Evans,0.760,-0.650
4,9:52,4,5,TAM 41,7,40,"Bryan Anger punts 59 yards, touchback",-0.650,-0.280
4,9:42,1,10,ARI 20,7,40,Chris Johnson left tackle for 3 yards (tackle by Kwon Alexander),0.280,0.140
4,9:04,2,7,ARI 23,7,40,Drew Stanton pass incomplete short right intended for Troy Niklas,0.140,-0.560
4,8:59,3,7,ARI 23,7,40,Drew Stanton pass incomplete short left intended for John Brown,-0.560,-1.830
4,8:53,4,7,ARI 23,7,40,"Donald Butler punts 46 yards, returned by Adam Humphries for 4 yards (tackle by Alex Okafor). Penalty on Alterraun Verner: Illegal Block Above the Waist, 10 yards",-1.830,-0.340
4,8:42,1,10,TAM 21,7,40,Jameis Winston pass incomplete,0.340,-0.200
4,8:35,2,10,TAM 21,7,40,Jameis Winston pass complete short middle to Mike Evans for 11 yards (tackle by Tony Jefferson),-0.200,1.070
4,8:02,1,10,TAM 32,7,40,Jameis Winston pass incomplete short right intended for Charles Sims,1.070,0.530
4,7:55,2,10,TAM 32,7,40,Jameis Winston pass incomplete deep right intended for Mike Evans,0.530,-0.160
4,7:49,3,10,TAM 32,7,40,Jameis Winston pass incomplete short right intended for Jacquizz Rodgers,-0.160,-1.240
4,7:44,4,10,TAM 32,7,40,"Bryan Anger punts 50 yards, fair catch by John Brown",-1.240,-0.040
4,7:35,1,10,ARI 18,7,40,Chris Johnson right tackle for 5 yards (tackle by Brent Grimes and Kwon Alexander),0.040,0.280
4,6:53,2,5,ARI 23,7,40,Chris Johnson left tackle for 2 yards (tackle by Kwon Alexander),0.280,-0.270
4,6:13,3,3,ARI 25,7,40,Drew Stanton pass complete short middle to Darren Fells for 11 yards (tackle by Vernon Hargreaves),-0.270,1.330
4,5:27,1,10,ARI 36,7,40,Chris Johnson right tackle for -1 yards (tackle by Kwon Alexander),1.330,0.660
4,4:44,2,11,ARI 35,7,40,Chris Johnson right tackle for 5 yards (tackle by Kwon Alexander),0.660,0.630
4,4:02,3,6,ARI 40,7,40,Drew Stanton pass incomplete short middle intended for Larry Fitzgerald,0.630,-0.720
4,3:56,4,6,ARI 40,7,40,"Donald Butler punts 41 yards, fair catch by Adam Humphries",-0.720,-0.150
4,3:48,1,10,TAM 19,7,40,Jameis Winston pass complete short left to Vincent Jackson for 13 yards (tackle by Marcus Cooper). Penalty on Brandon Williams: Defensive Holding (Declined),0.150,1.070
4,3:43,1,10,TAM 32,7,40,Jameis Winston pass complete short right to Cameron Brate for no gain,1.070,0.530
4,3:17,2,10,TAM 32,7,40,Jameis Winston pass incomplete short middle intended for Mike Evans,0.530,-0.160
4,3:12,3,10,TAM 32,7,40,Jameis Winston pass incomplete deep right intended for Mike Evans,-0.160,-1.240
4,3:05,4,10,TAM 32,7,40,"Bryan Anger punts 52 yards, fair catch by John Brown",-1.240,0.140
4,2:57,1,10,ARI 16,7,40,Chris Johnson middle for 1 yard (tackle by Clinton McDonald),-0.140,-0.510
4,2:16,2,9,ARI 17,7,40,Chris Johnson middle for 3 yards (tackle by Akeem Spence),-0.510,-0.820
4,2:00,3,6,ARI 20,7,40,Andre Ellington middle for 2 yards (tackle by Clinton McDonald),-0.820,-1.900
4,1:18,4,4,ARI 22,7,40,"Donald Butler punts 44 yards, returned by Adam Humphries for 25 yards (tackle by Justin Bethel)",-1.900,-2.850
4,1:04,1,10,ARI 41,7,40,Jameis Winston pass complete short left to Russell Shepard for 6 yards (tackle by Tyvon Branch),2.850,3.120
4,0:57,2,4,ARI 35,7,40,Jameis Winston pass incomplete short middle intended for Mike Evans,3.120,2.410
4,0:52,3,4,ARI 35,7,40,"Penalty on Jameis Winston: Delay of Game, 5 yards (no play)",2.410,1.750
4,0:52,3,9,ARI 40,7,40,Jameis Winston sacked by Chandler Jones for -10 yards,1.750,-0.060
4,0:09,4,19,,7,40,Jameis Winston pass incomplete deep right intended for Mike Evans is intercepted by D.J. Swearinger at ARI-0,-0.060,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
