Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
2,7:42,2,5,GNB 39,6,0,Aaron Rodgers pass complete short left to Donald Driver for 4 yards (tackle by Reggie Smith),1.330,1.160
2,7:11,3,1,GNB 43,6,6,"Aaron Rodgers pass complete deep left to Greg Jennings for 57 yards, touchdown. Penalty on Ahmad Brooks: Defensive Offside (Declined)",1.160,7.000
2,,,,SFO 2,6,7,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,,,"Mason Crosby kicks off 67 yards, returned by Ted Ginn for 29 yards (tackle by Brandon Underwood). Penalty on C.J. Spillman: Illegal Block Above the Waist, 7 yards",,
2,6:55,1,10,SFO 8,6,7,Anthony Dixon middle for -2 yards (tackle by Ryan Pickett),-0.380,-0.930
2,6:16,2,12,SFO 6,6,7,Anthony Dixon left end for 1 yard (tackle by Desmond Bishop),-0.930,-1.540
2,5:32,3,11,SFO 7,6,7,Troy Smith pass incomplete deep left intended for Michael Crabtree,-1.540,-2.490
2,5:28,4,11,SFO 7,6,7,"Andy Lee punts 47 yards, returned by Tramon Williams for 4 yards (tackle by Taylor Mays)",-2.490,-2.260
2,5:13,1,10,,6,7,James Starks left tackle for 3 yards (tackle by Aubrayo Franklin),2.260,2.120
2,4:34,2,7,SFO 47,6,7,James Starks right end for 6 yards (tackle by Takeo Spikes),2.120,2.210
2,3:52,3,1,SFO 41,6,7,John Kuhn right guard for 2 yards (tackle by Dashon Goldson and Takeo Spikes),2.210,2.980
2,3:52,1,10,SFO 39,6,7,"Penalty on Aaron Rodgers: False Start, 5 yards (no play)",2.980,2.650
2,2:44,1,15,SFO 44,6,7,Aaron Rodgers pass complete short left to Greg Jennings for 6 yards (tackle by Shawntae Spencer),2.650,2.580
2,2:03,2,9,SFO 38,6,7,Aaron Rodgers pass complete short left to Brandon Jackson for 37 yards (tackle by Nate Clements),2.580,6.970
2,1:53,1,1,SFO 1,6,13,"John Kuhn right tackle for 1 yard, touchdown",6.970,7.000
2,,,,SFO 2,6,14,Mason Crosby kicks extra point good,0.000,0.000
2,,,,GNB 30,6,14,"Mason Crosby kicks off 47 yards, returned by Delanie Walker for 11 yards (tackle by Diyral Briggs)",0.000,1.200
2,1:40,1,10,SFO 34,6,14,Troy Smith pass incomplete short middle intended for Brian Westbrook,1.200,0.660
2,1:36,2,10,SFO 34,12,14,"Troy Smith pass complete deep right to Vernon Davis for 66 yards, touchdown",0.660,7.000
2,,,,GNB 2,13,14,Jeff Reed kicks extra point good,0.000,0.000
2,,,,SFO 30,,,"Jeff Reed kicks off 67 yards, returned by Sam Shields for 31 yards (tackle by NaVorro Bowman)",,
2,1:19,1,10,GNB 34,13,14,Aaron Rodgers pass incomplete deep left intended for James Jones,1.200,0.660
2,1:14,2,10,GNB 34,13,14,Aaron Rodgers pass incomplete deep middle intended for Donald Driver,0.660,-0.030
2,1:10,3,10,GNB 34,13,14,"Penalty on Travis LaBoy: Neutral Zone Infraction, 5 yards (no play)",-0.030,0.630
2,1:10,3,5,GNB 39,13,14,Aaron Rodgers pass incomplete deep middle intended for Andrew Quarless (defended by Takeo Spikes),0.630,-0.780
2,1:05,4,5,GNB 39,13,14,Tim Masthay punts 44 yards,-0.780,0.060
2,0:53,1,10,SFO 17,13,14,Brian Westbrook middle for 11 yards (tackle by Jarrett Bush and Charlie Peprah),-0.060,0.810
2,0:46,,,,13,14,Timeout #2 by San Francisco 49ers,0.000,0.810
2,0:46,1,10,SFO 28,13,14,Brian Westbrook middle for 2 yards (tackle by Jarrett Bush and Charlie Peprah),0.810,0.530
2,0:08,2,8,SFO 30,13,14,Brian Westbrook middle for 2 yards (tackle by A.J. Hawk),0.530,0.100
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SFO 30,13,14,"Jeff Reed kicks off 47 yards, returned by James Starks for 8 yards (tackle by NaVorro Bowman)",0.000,1.000
3,14:54,1,10,GNB 31,13,14,James Starks right end for 2 yards (tackle by Dashon Goldson),1.000,0.730
3,14:13,2,8,GNB 33,13,14,Aaron Rodgers left end for 12 yards (tackle by Nate Clements),0.730,1.930
3,13:25,1,10,GNB 45,13,14,Aaron Rodgers pass complete short middle to John Kuhn for 4 yards (tackle by Takeo Spikes),1.930,1.920
3,12:41,2,6,GNB 49,13,14,"James Starks right end for 4 yards (tackle by Isaac Sopoaga). Penalty on Donald Lee: Offensive Holding, 10 yards (no play)",1.920,0.570
3,12:05,2,16,GNB 39,13,20,"Aaron Rodgers pass complete deep right to Donald Driver for 61 yards, touchdown",0.570,7.000
3,,,,SFO 2,13,21,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,13,21,"Mason Crosby kicks off 46 yards, returned by Ted Ginn for 7 yards (tackle by Josh Gordy)",0.000,1.000
3,11:45,1,10,SFO 31,13,21,Anthony Dixon middle for 4 yards (tackle by Ryan Pickett),1.000,1.000
3,11:12,2,6,SFO 35,13,21,Anthony Dixon middle for no gain (tackle by Clay Matthews and Desmond Bishop),1.000,0.300
3,10:28,3,6,SFO 35,13,21,Troy Smith pass complete short right to Vernon Davis for 20 yards (tackle by Tramon Williams and Charlie Peprah),0.300,2.590
3,9:51,1,10,GNB 45,13,21,Anthony Dixon middle for 3 yards (tackle by Clay Matthews),2.590,2.450
3,9:15,2,7,GNB 42,13,21,Troy Smith pass complete short left to Delanie Walker for 15 yards (tackle by Desmond Bishop),2.450,3.780
3,8:46,1,10,GNB 27,13,21,Anthony Dixon right end for 17 yards (tackle by Nick Collins),3.780,4.910
3,8:05,1,10,GNB 10,13,21,Anthony Dixon left end for 5 yards (tackle by Clay Matthews),4.910,5.150
3,7:23,2,5,GNB 5,13,21,Brian Westbrook middle for no gain (tackle by Nick Collins),5.150,4.260
3,6:47,3,5,GNB 5,13,21,Troy Smith pass incomplete short right intended for Michael Crabtree (defended by Clay Matthews),4.260,3.010
3,6:43,4,5,GNB 5,16,21,Jeff Reed 23 yard field goal good,3.010,3.000
3,,,,SFO 30,16,21,"Jeff Reed kicks off 43 yards, returned by James Starks for 17 yards (tackle by Taylor Mays)",0.000,1.860
3,6:34,1,10,GNB 44,16,21,James Starks right tackle for 5 yards (tackle by Dashon Goldson and Isaac Sopoaga),1.860,1.990
3,5:55,2,5,GNB 49,16,21,Aaron Rodgers pass complete deep middle to Greg Jennings for 48 yards (tackle by Nate Clements),1.990,6.510
3,5:06,1,3,SFO 3,16,21,Aaron Rodgers sacked by Ahmad Brooks for -6 yards,6.510,4.380
3,4:28,2,9,SFO 9,16,21,Aaron Rodgers left end for 8 yards (tackle by Reggie Smith),4.380,5.170
3,3:41,3,1,SFO 1,16,27,"Aaron Rodgers pass complete short right to Greg Jennings for 1 yard, touchdown",5.170,7.000
3,,,,SFO 2,16,28,Mason Crosby kicks extra point good,0.000,0.000
3,,,,GNB 30,16,28,"Mason Crosby kicks off 67 yards, returned by Ted Ginn for 24 yards (tackle by Diyral Briggs)",0.000,0.740
3,3:31,1,10,SFO 27,16,28,Troy Smith pass incomplete deep middle intended for Vernon Davis,0.740,0.200
3,3:23,2,10,SFO 27,16,28,Troy Smith pass incomplete short right intended for Delanie Walker,0.200,-0.490
3,3:18,3,10,SFO 27,16,28,Troy Smith pass incomplete deep left intended for Ted Ginn,-0.490,-1.570
3,3:11,4,10,SFO 27,16,28,"Andy Lee punts 36 yards, returned by Tramon Williams for 20 yards (tackle by C.J. Spillman)",-1.570,-2.720
3,3:01,1,10,SFO 43,16,28,James Starks left tackle for 5 yards (tackle by Justin Smith and Travis LaBoy),2.720,2.850
3,2:20,2,5,SFO 38,16,28,Aaron Rodgers pass complete short right to Jordy Nelson for 6 yards (tackle by Nate Clements),2.850,3.450
3,1:52,1,10,SFO 32,16,28,Brandon Jackson left tackle for no gain (tackle by Travis LaBoy),3.450,2.900
3,1:12,2,10,SFO 32,16,28,Aaron Rodgers pass complete short middle to Brandon Jackson for 9 yards (tackle by Isaac Sopoaga),2.900,3.400
3,0:28,3,1,SFO 23,16,28,John Kuhn middle for 3 yards (tackle by Takeo Spikes and Patrick Willis),3.400,4.240
Quarter,Time,Down,ToGo,Location,SFO,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SFO 20,16,28,Brandon Jackson right end for 1 yard (tackle by Takeo Spikes),4.240,3.820
4,14:19,2,9,SFO 19,16,28,Aaron Rodgers pass incomplete short right intended for Greg Jennings,3.820,3.100
4,14:15,3,9,SFO 19,16,28,Aaron Rodgers sacked by Travis LaBoy for -6 yards,3.100,1.800
4,13:54,4,15,SFO 25,16,31,Mason Crosby 43 yard field goal good,1.800,3.000
4,,,,GNB 30,,,"Mason Crosby kicks off 55 yards, returned by Ted Ginn for 32 yards (tackle by Diyral Briggs)",,
4,13:42,1,10,SFO 47,16,31,Troy Smith pass complete short middle to Delanie Walker for 4 yards (tackle by Clay Matthews and Charlie Peprah),2.060,2.060
4,13:02,2,6,GNB 49,16,31,Troy Smith pass complete short right to Anthony Dixon for 4 yards (tackle by A.J. Hawk),2.060,1.880
4,12:18,3,2,GNB 45,16,31,Troy Smith sacked by Frank Zombo for -5 yards,1.880,-0.060
4,11:52,4,7,,16,31,"Andy Lee punts 50 yards, touchback",-0.060,-0.280
4,11:45,1,10,GNB 20,16,31,James Starks left tackle for no gain (tackle by Ricky Jean-Francois),0.280,-0.270
4,11:02,2,10,GNB 20,16,31,James Starks right guard for 16 yards (tackle by Takeo Spikes),-0.270,1.330
4,10:18,1,10,GNB 36,16,31,John Kuhn middle for 4 yards (tackle by Takeo Spikes),1.330,1.330
4,9:36,2,6,GNB 40,16,31,James Starks left tackle for 1 yard (tackle by Patrick Willis),1.330,0.760
4,8:54,3,5,GNB 41,16,31,Aaron Rodgers left guard for 11 yards (tackle by Dashon Goldson),0.760,2.390
4,8:11,1,10,SFO 48,16,31,James Starks right guard for 3 yards (tackle by Patrick Willis and Takeo Spikes),2.390,2.250
4,7:30,2,7,SFO 45,16,31,James Starks middle for 7 yards (tackle by Dashon Goldson),2.250,3.050
4,6:45,,,,16,31,Timeout #1 by Green Bay Packers,0.000,3.050
4,6:45,1,10,SFO 38,16,31,Brandon Jackson left tackle for 4 yards (tackle by Ahmad Brooks and Shawntae Spencer),3.050,3.050
4,6:02,2,6,SFO 34,16,31,James Starks left tackle for 4 yards (tackle by Ahmad Brooks),3.050,2.870
4,5:17,3,2,SFO 30,16,31,Aaron Rodgers pass complete short right to James Jones for 7 yards (tackle by Patrick Willis),2.870,4.040
4,4:30,1,10,SFO 23,16,31,James Starks right end for 1 yard (tackle by Dashon Goldson),4.040,3.630
4,4:25,2,9,SFO 22,16,31,James Starks right tackle for 3 yards (tackle by Takeo Spikes),3.630,3.340
4,3:49,3,6,SFO 19,16,31,"Aaron Rodgers pass incomplete deep right intended for Brett Swain. Penalty on Ray McDonald: Defensive Offside, 5 yards (no play)",3.340,4.280
4,3:44,3,1,SFO 14,16,31,John Kuhn right tackle for 2 yards (tackle by Demetric Evans),4.280,4.780
4,3:29,,,,16,31,Timeout #1 by San Francisco 49ers,0.000,4.780
4,3:29,1,10,SFO 12,16,31,James Starks middle for no gain (tackle by Demetric Evans),4.780,4.100
4,3:26,,,,16,31,Timeout #2 by San Francisco 49ers,0.000,4.100
4,3:26,2,10,SFO 12,16,31,Aaron Rodgers pass complete short right to Andrew Quarless for 4 yards (tackle by Dashon Goldson),4.100,3.930
4,3:19,,,,16,31,Timeout #2 by Green Bay Packers,0.000,3.930
4,3:19,3,6,SFO 8,16,31,Aaron Rodgers pass complete short right to Donald Driver for 2 yards (tackle by Phillip Adams),3.930,3.000
4,3:19,,,,16,31,Timeout #3 by San Francisco 49ers,0.000,3.000
4,3:13,4,4,SFO 6,16,34,Mason Crosby 24 yard field goal good,3.000,3.000
4,,,,GNB 30,16,34,"Mason Crosby kicks off 50 yards, returned by Ted Ginn for 6 yards (tackle by Quinn Johnson)",0.000,0.670
4,3:05,1,10,SFO 26,16,34,Brian Westbrook left end for 3 yards (tackle by A.J. Hawk),0.670,0.540
4,2:59,2,7,SFO 29,16,34,Troy Smith pass incomplete deep left intended for Josh Morgan,0.540,-0.160
4,2:51,3,7,SFO 29,16,34,Troy Smith pass complete short right to Vernon Davis for 15 yards (tackle by Jarrett Bush),-0.160,1.860
4,2:18,1,10,SFO 44,16,34,Troy Smith pass incomplete short left intended for Ted Ginn. Penalty on Anthony Davis: Illegal Formation (Declined),1.860,1.320
4,2:11,2,10,SFO 44,16,34,Troy Smith pass incomplete deep right intended for Josh Morgan,1.320,0.630
4,2:04,3,10,SFO 44,16,34,Troy Smith pass incomplete short left intended for Ted Ginn (defended by Sam Shields),0.630,-0.460
4,1:59,4,10,SFO 44,16,34,Troy Smith for 16 yards (tackle by A.J. Hawk),-0.460,2.920
4,1:51,1,10,GNB 40,16,34,Troy Smith sacked by B.J. Raji for -6 yards,2.920,1.560
4,1:23,2,16,GNB 46,16,34,Troy Smith pass incomplete short middle intended for Vernon Davis is intercepted by Nick Collins at GNB-38 and returned for 7 yards. Penalty on SFO: Illegal Formation (Declined),1.560,-1.930
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:13,1,10,GNB 45,16,34,Matt Flynn kneels for -1 yards,1.930,1.250
4,0:34,2,11,GNB 44,16,34,Matt Flynn kneels for -1 yards,1.250,0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
