Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
2,9:17,3,8,ATL 30,3,14,Dak Prescott pass complete short right to CeeDee Lamb for 5 yards (tackle by AJ Terrell),,
2,8:43,4,3,ATL 25,3,14,Dak Prescott pass complete deep left to Michael Gallup for 23 yards (tackle by Fabian Moreau),,
2,8:12,1,2,ATL 2,3,20,"Ezekiel Elliott for 2 yards, touchdown",,
2,8:07,,,ATL 15,3,21,Lirim Hajrullahu kicks extra point good,,
2,8:07,,,DAL 35,3,21,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
2,8:07,1,10,ATL 25,3,21,Wayne Gallman left tackle for -3 yards (tackle by Micah Parsons),,
2,7:25,2,13,ATL 22,3,21,Mike Davis up the middle for 4 yards (tackle by Leighton Vander Esch),,
2,6:43,3,9,ATL 26,3,21,Matt Ryan sacked by Dorance Armstrong for -11 yards,,
2,6:02,4,20,ATL 15,3,21,"Dustin Colquitt punts 60 yards, returned by CeeDee Lamb for 16 yards (tackle by Josh Harris)",,
2,5:48,1,10,DAL 41,3,21,Dak Prescott pass complete short left to Amari Cooper for 7 yards (tackle by Fabian Moreau),,
2,5:13,2,3,DAL 48,3,21,Ezekiel Elliott left guard for 2 yards (tackle by Fabian Moreau and Foyesade Oluokun),,
2,4:39,3,1,DAL 50,3,21,Ezekiel Elliott up the middle for 1 yard (tackle by Marlon Davidson),,
2,3:55,1,10,ATL 49,3,21,Dak Prescott pass complete to Ezekiel Elliott for 4 yards (tackle by Erik Harris),,
2,3:22,2,6,ATL 45,3,21,Dak Prescott pass complete short left to CeeDee Lamb for 9 yards (tackle by Dante Fowler),,
2,2:42,1,10,ATL 36,3,21,Dak Prescott pass complete short right to Michael Gallup for 8 yards (tackle by AJ Terrell),,
2,2:02,2,1,ATL 28,3,21,Dak Prescott pass complete short middle to Amari Cooper for 16 yards (tackle by Duron Harmon),,
2,1:57,1,10,ATL 12,3,21,Tony Pollard right guard for no gain (tackle by Brandon Copeland),,
2,1:18,2,10,ATL 12,3,21,Ezekiel Elliott for 3 yards (tackle by Grady Jarrett and Avery Williams),,
2,1:15,,,,,,Timeout #1 by Atlanta Falcons,,
2,1:15,3,7,ATL 9,3,27,"Dak Prescott pass complete short left to CeeDee Lamb for 9 yards, touchdown",,
2,1:10,,,ATL 15,3,28,Lirim Hajrullahu kicks extra point good,,
2,1:10,,,DAL 35,3,28,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
2,1:10,1,10,ATL 25,3,28,"Matt Ryan sacked by Micah Parsons for -9 yards. Matt Ryan fumbles (forced by Micah Parsons), recovered by Kaleb McGary at ATL-16 (tackle by Micah Parsons)",,
2,0:55,,,,,,Timeout #1 by Dallas Cowboys,,
2,0:55,2,19,ATL 16,3,28,Matt Ryan pass incomplete short right intended for Olamide Zaccheaus (defended by Anthony Brown),,
2,0:52,3,19,ATL 16,3,28,Mike Davis for 1 yard (tackle by Micah Parsons),,
2,0:44,,,,,,Timeout #2 by Dallas Cowboys,,
2,0:44,4,18,ATL 17,3,34,"Dustin Colquitt punts blocked by Dorance Armstrong, touchdown",,
2,0:37,,,ATL 15,3,34,Lirim Hajrullahu kicks extra point good (no play),,
2,0:37,1,1,ATL 2,3,36,"Two Point Attempt: Ezekiel Elliott rushes, conversion succeeds.",,
2,0:37,,,DAL 35,3,36,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
2,0:37,1,10,ATL 25,3,36,Wayne Gallman left tackle for -5 yards (tackle by Tarell Basham and Chauncey Golston),,
2,0:32,,,,,,Timeout #3 by Dallas Cowboys,,
2,0:32,2,15,ATL 20,3,36,Wayne Gallman left tackle for 1 yard (tackle by Osa Odighizuwa and Jayron Kearse),,
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,3,36,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
3,15:00,1,10,ATL 25,3,36,Matt Ryan pass incomplete deep middle intended for Russell Gage,,
3,14:55,2,10,ATL 25,3,36,Matt Ryan pass complete to Kyle Pitts for 8 yards (tackle by Leighton Vander Esch),,
3,14:16,3,2,ATL 33,3,36,Matt Ryan pass incomplete short left intended for Mike Davis,,
3,14:13,4,2,ATL 33,3,36,Dustin Colquitt punts 66 yards downed by Frank Darby,,
3,13:57,1,10,DAL 1,3,36,Penalty on Terence Steele: False Start (accepted) (no play),,
3,13:57,1,10,DAL 1,3,36,Dak Prescott up the middle for 1 yard (tackle by Foyesade Oluokun),,
3,13:24,2,9,DAL 2,3,36,Ezekiel Elliott right tackle for 3 yards (tackle by Foyesade Oluokun and Brandon Copeland),,
3,12:43,3,6,DAL 5,3,36,Dak Prescott pass incomplete short right intended for Michael Gallup,,
3,12:39,4,6,DAL 5,3,36,"Bryan Anger punts 60 yards, returned by Avery Williams for no gain (tackle by C.J. Goodwin). Penalty on Feleipe Franks: Offensive Holding, 10 yards (accepted)",,
3,12:28,1,10,ATL 25,3,36,"Penalty on Kaleb McGary: False Start, 5 yards (accepted) (no play)",,
3,12:28,1,15,ATL 20,3,36,Wayne Gallman left guard for 6 yards (tackle by Trysten Hill),,
3,12:01,2,9,ATL 26,3,36,Matt Ryan pass complete short left to Olamide Zaccheaus for 13 yards (tackle by Trevon Diggs),,
3,11:39,1,10,ATL 39,3,36,Wayne Gallman left end for 2 yards (tackle by Dorance Armstrong),,
3,11:13,2,8,ATL 41,3,36,Matt Ryan pass complete to Wayne Gallman for 21 yards (tackle by Keanu Neal),,
3,10:30,1,10,DAL 38,3,36,Wayne Gallman right tackle for 4 yards (tackle by Jayron Kearse),,
3,10:00,2,6,DAL 34,3,36,Matt Ryan pass incomplete short right intended for Wayne Gallman,,
3,9:54,3,6,DAL 34,3,36,Matt Ryan pass short right intended for Olamide Zaccheaus is intercepted by Anthony Brown at DAL-30 and returned for no gain (tackle by Olamide Zaccheaus),,
3,9:45,1,10,DAL 30,3,36,Dak Prescott pass complete short right to Dalton Schultz for 14 yards (tackle by Foyesade Oluokun and AJ Terrell),,
3,9:09,1,10,DAL 44,3,36,Dak Prescott pass complete short right to Tony Pollard for 9 yards (tackle by Foyesade Oluokun),,
3,8:22,2,1,ATL 47,3,36,Tony Pollard left guard for 15 yards (tackle by Foyesade Oluokun and Erik Harris),,
3,7:43,1,10,ATL 32,3,36,"Tony Pollard right tackle for 5 yards (tackle by Duron Harmon). Penalty on Connor Williams: Offensive Holding, 10 yards (accepted)",,
3,7:23,1,15,ATL 37,3,36,CeeDee Lamb for 12 yards (tackle by Foyesade Oluokun),,
3,6:39,2,3,ATL 25,3,36,"Ezekiel Elliott up the middle for 7 yards. Ezekiel Elliott fumbles (forced by Richie Grant), recovered by Fabian Moreau at ATL-15 (tackle by Richie Grant). Penalty on Connor Williams: Offensive Holding, 10 yards (declined)",,
3,6:33,1,10,ATL 15,3,36,Mike Davis for 7 yards (tackle by Micah Parsons),,
3,6:08,2,3,ATL 22,3,36,Matt Ryan pass complete to Olamide Zaccheaus for 9 yards (tackle by Damontae Kazee),,
3,5:37,1,10,ATL 31,3,36,Matt Ryan pass deep left intended for Kyle Pitts is intercepted by Trevon Diggs at ATL-47 and returned for no gain (tackle by Kyle Pitts),,
3,5:28,1,10,ATL 47,3,36,Tony Pollard right tackle for 2 yards (tackle by Marlon Davidson and Adetokunbo Ogundeji),,
3,4:53,2,8,ATL 45,3,36,Dak Prescott pass complete short right to Tony Pollard for 19 yards (tackle by Duron Harmon and AJ Terrell),,
3,4:14,1,10,ATL 26,3,36,"Tony Pollard for no gain. Penalty on Connor Williams: Chop Block, 15 yards (accepted) (no play)",,
3,3:46,1,25,ATL 41,3,36,Dak Prescott pass complete short middle to Malik Turner for 7 yards (tackle by Foyesade Oluokun),,
3,3:13,2,18,ATL 34,3,36,Dak Prescott pass complete deep middle to Amari Cooper for 22 yards (tackle by Deion Jones),,
3,2:29,1,10,ATL 12,3,36,"Ezekiel Elliott pass complete to Tony Pollard for 4 yards (tackle by Deion Jones). Penalty on Noah Brown: Offensive Holding, 10 yards (accepted)",,
3,2:21,1,16,ATL 18,3,36,"Dak Prescott pass incomplete deep left intended for Malik Turner. Penalty on Anthony Rush: Defensive Offside, 5 yards (accepted) (no play)",,
3,2:04,1,11,ATL 13,3,36,Dak Prescott pass incomplete short middle intended for Dalton Schultz,,
3,1:59,2,11,ATL 13,3,36,Dak Prescott pass complete short right to Tony Pollard for 6 yards (tackle by Duron Harmon),,
3,1:23,,,,,,Timeout #1 by Dallas Cowboys,,
3,1:23,3,5,ATL 7,3,36,Ezekiel Elliott left tackle for 3 yards (tackle by Dante Fowler and Foyesade Oluokun),,
3,0:39,4,1,ATL 4,3,42,"Dak Prescott scrambles for 4 yards, touchdown",,
3,0:31,,,ATL 15,3,43,Lirim Hajrullahu kicks extra point good,,
3,0:31,,,DAL 35,3,43,"Lirim Hajrullahu kicks off 65 yards, touchback.",,
3,0:31,1,10,ATL 25,3,43,Wayne Gallman right tackle for 17 yards (tackle by Damontae Kazee),,
Quarter,Time,Down,ToGo,Location,ATL,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ATL 42,3,43,Wayne Gallman right tackle for 7 yards (tackle by Keanu Neal and Tarell Basham),,
4,14:25,2,3,ATL 49,3,43,Wayne Gallman up the middle for 1 yard (tackle by Tarell Basham and Keanu Neal),,
4,13:41,3,2,ATL 50,3,43,"Josh Rosen pass short middle (defended by Anthony Brown) intended for Kyle Pitts is intercepted by Jourdan Lewis at DAL-42 and returned for 4 yards (tackle by Chris Lindstrom). Penalty on Damontae Kazee: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,13:33,1,10,DAL 31,3,43,"Tony Pollard up the middle for 2 yards (tackle by Mykal Walker). Penalty on La'el Collins: Face Mask (15 Yards), 15 yards (accepted)",,
4,13:03,1,23,DAL 18,3,43,Cooper Rush pass complete short middle to Tony Pollard for 9 yards (tackle by Darren Hall),,
4,12:33,2,14,DAL 27,3,43,Cooper Rush pass complete to Corey Clement for 5 yards (tackle by Erik Harris),,
4,12:01,3,9,DAL 32,3,43,Cooper Rush pass complete short left to Sean McKeon for 3 yards (tackle by Daren Bates),,
4,11:22,4,6,DAL 35,3,43,"Bryan Anger punts 37 yards, fair catch by Avery Williams at ATL-28",,
4,11:15,1,10,ATL 28,3,43,Wayne Gallman right tackle for 5 yards (tackle by Jayron Kearse and Malik Hooker),,
4,10:36,2,5,ATL 33,3,43,Wayne Gallman for 3 yards (tackle by Chauncey Golston and Jayron Kearse),,
4,10:07,3,2,ATL 36,3,43,Josh Rosen pass incomplete short right intended for Frank Darby,,
4,10:03,4,2,ATL 36,3,43,"Dustin Colquitt punts 64 yards, touchback.",,
4,9:54,1,10,DAL 20,3,43,Corey Clement up the middle for no gain (tackle by Marlon Davidson and Daren Bates),,
4,9:19,2,10,DAL 20,3,43,Corey Clement left tackle for 2 yards (tackle by Richie Grant),,
4,8:38,3,8,DAL 22,3,43,"Cooper Rush pass complete deep left to Michael Gallup for no gain. Penalty on Connor McGovern: Offensive Holding, 10 yards (accepted) (no play)",,
4,8:12,3,18,DAL 12,3,43,Corey Clement up the middle for 6 yards (tackle by Tyeler Davison and Brandon Copeland),,
4,7:29,4,13,DAL 18,3,43,"Bryan Anger punts 42 yards, returned by Avery Williams for 6 yards (tackle by Noah Brown and Luke Gifford)",,
4,7:16,1,10,ATL 46,3,43,Wayne Gallman left tackle for 2 yards (tackle by Justin Hamilton and Carlos Watkins),,
4,6:50,2,8,ATL 48,3,43,Wayne Gallman left tackle for 3 yards (tackle by Francis Bernard and Osa Odighizuwa),,
4,6:15,3,5,DAL 49,3,43,Josh Rosen pass complete to Frank Darby for 14 yards (tackle by Donovan Wilson and Malik Hooker),,
4,5:47,1,10,DAL 35,3,43,Wayne Gallman right end for 10 yards (tackle by Anthony Brown and Donovan Wilson),,
4,5:15,1,10,DAL 24,3,43,"Wayne Gallman for no gain (tackle by Luke Gifford). Penalty on Jason Spriggs: Chop Block, 15 yards (accepted) (no play)",,
4,4:50,1,26,DAL 40,3,43,Josh Rosen pass incomplete short left intended for Olamide Zaccheaus,,
4,4:46,2,26,DAL 40,3,43,Keith Smith up the middle for 5 yards (tackle by Dorance Armstrong),,
4,4:17,3,21,DAL 35,3,43,Josh Rosen pass incomplete deep left intended for Christian Blake (defended by Kelvin Joseph),,
4,4:12,4,21,DAL 35,3,43,Josh Rosen pass incomplete deep left intended for Frank Darby,,
4,4:05,1,10,DAL 35,3,43,Corey Clement left tackle for 5 yards (tackle by Mykal Walker),,
4,3:22,2,5,DAL 40,3,43,Corey Clement up the middle for 2 yards (tackle by Adetokunbo Ogundeji),,
4,2:40,3,3,DAL 42,3,43,Corey Clement up the middle for 5 yards (tackle by Erik Harris),,
4,2:00,1,10,DAL 47,3,43,Cooper Rush kneels for -2 yards,,
4,1:12,2,12,DAL 45,3,43,Cooper Rush kneels for -2 yards,,
4,0:36,3,14,DAL 43,3,43,Cooper Rush kneels for -2 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
