Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
2,1:46,2,4,TEN 21,17,7,Jake Locker pass complete short right to Kendall Wright for 9 yards (tackle by Cassius Vaughn),0.210,0.940
2,1:42,1,10,TEN 30,17,7,Jake Locker pass incomplete short middle intended for Chris Johnson,0.940,0.390
2,1:37,2,10,TEN 30,17,7,--,0.390,1.660
2,1:14,1,10,TEN 41,17,7,Jake Locker pass complete deep left to Kenny Britt for 46 yards (tackle by Vontae Davis). Penalty on Vontae Davis: Defensive Pass Interference (Declined),1.660,4.710
2,1:06,1,10,IND 13,17,7,Jake Locker pass incomplete short right intended for Kendall Wright,4.710,4.050
2,1:02,2,10,IND 13,17,7,Jake Locker pass complete short right to Jared Cook for 3 yards (tackle by Moise Fokou),4.050,3.650
2,0:56,3,7,IND 10,17,7,Jake Locker sacked by Vontae Davis for -3 yards,3.650,0.000
2,0:40,,,,17,7,Timeout #2 by Indianapolis Colts,0.000,2.570
2,0:40,4,10,IND 13,20,7,Rob Bironas 31 yard field goal good,2.570,3.000
2,0:37,,,TEN 35,20,7,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
2,0:37,1,10,IND 20,20,7,Andrew Luck pass incomplete short left intended for Donnie Avery (defended by Alterraun Verner),0.280,-0.270
2,0:33,2,10,IND 20,20,7,Andrew Luck pass complete short left to Donnie Avery for 12 yards,-0.270,1.070
2,0:29,1,10,IND 32,20,7,Andrew Luck pass incomplete deep left intended for Donnie Avery,1.070,0.530
2,0:22,2,10,IND 32,20,7,Andrew Luck pass incomplete short right intended for Dwayne Allen (defended by Coty Sensabaugh),0.530,-0.160
2,0:17,3,10,IND 32,20,7,"Andrew Luck pass incomplete short middle intended for Reggie Wayne. Penalty on Jordan Babineaux: Defensive Pass Interference, 15 yards (no play)",-0.160,0.000
2,0:12,,,,20,7,Timeout #3 by Indianapolis Colts,0.000,2.060
2,0:12,1,10,IND 47,20,7,Andrew Luck pass incomplete short left intended for Donnie Avery,2.060,1.520
2,0:05,2,10,IND 47,20,7,Andrew Luck pass incomplete deep middle intended for T.Y. Hilton is intercepted by Al Afalava at TEN-0,1.520,0.000
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,20,7,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,IND 20,20,7,Andrew Luck for 9 yards (tackle by Jurrell Casey),0.280,0.950
3,14:31,2,1,IND 29,20,7,Vick Ballard left tackle for 8 yards (tackle by Coty Sensabaugh),0.950,1.400
3,13:54,1,10,IND 37,20,7,Vick Ballard up the middle for 3 yards (tackle by Michael Griffin and Jurrell Casey),1.400,1.260
3,13:21,2,7,IND 40,20,7,T.Y. Hilton left end for -2 yards (tackle by Alterraun Verner),1.260,0.300
3,12:44,3,9,IND 38,20,7,Andrew Luck pass complete short middle to Reggie Wayne for 12 yards (tackle by Ryan Mouton),0.300,2.260
3,12:08,1,10,,20,7,Vick Ballard left end for 13 yards (tackle by Markelle Martin and Michael Griffin),2.260,3.120
3,11:37,1,10,TEN 37,20,7,Andrew Luck pass incomplete short middle intended for Reggie Wayne,3.120,2.570
3,11:31,2,10,TEN 37,20,7,Andrew Luck sacked by Jarius Wynn for -1 yards,2.570,1.750
3,10:49,3,11,TEN 38,20,7,Andrew Luck pass complete deep right to Reggie Wayne for 20 yards (tackle by Jordan Babineaux),1.750,4.370
3,10:01,1,10,TEN 18,20,7,Andrew Luck pass incomplete short left intended for Reggie Wayne,4.370,3.800
3,9:55,2,10,TEN 18,20,7,Vick Ballard up the middle for 11 yards (tackle by Jordan Babineaux),3.800,5.600
3,9:14,1,7,TEN 7,20,7,Vick Ballard up the middle for 6 yards (tackle by Jordan Babineaux),5.600,5.910
3,8:43,2,1,TEN 1,20,7,Andrew Luck pass incomplete short left intended for Donnie Avery (defended by Alterraun Verner),5.910,5.170
3,8:39,3,1,TEN 1,20,13,"Delone Carter up the middle for 1 yard, touchdown",5.170,7.000
3,8:39,,,TEN 2,20,14,Adam Vinatieri kicks extra point good,0.000,0.000
3,8:36,,,IND 35,20,14,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,8:36,1,10,TEN 20,20,14,Jake Locker pass incomplete short right intended for Nate Washington (defended by Robert Mathis),0.280,-0.270
3,8:32,2,10,TEN 20,20,14,"Penalty on Craig Stevens: False Start, 5 yards (no play)",-0.270,-1.070
3,8:32,2,15,TEN 15,20,14,Jake Locker pass complete short left to Kenny Britt for 6 yards (tackle by Vontae Davis),-1.070,-0.820
3,7:54,3,9,TEN 21,20,14,Jake Locker pass incomplete deep right intended for Nate Washington (defended by Cassius Vaughn),-0.820,-1.960
3,7:48,4,9,TEN 21,20,14,"Brett Kern punts 55 yards, returned by T.Y. Hilton for 17 yards (tackle by Beau Brinkley)",-1.960,-1.660
3,7:34,1,10,IND 41,20,14,Vick Ballard up the middle for no gain (tackle by SenDerrick Marks),1.660,1.120
3,6:58,2,10,IND 41,20,14,Andrew Luck pass complete short right to Donnie Avery for 1 yard (tackle by Will Witherspoon),1.120,0.560
3,6:17,3,9,IND 42,20,14,"Penalty on Derrick Morgan: Neutral Zone Infraction, 5 yards (no play)",0.560,1.220
3,5:54,3,4,IND 47,20,14,Andrew Luck pass incomplete short middle intended for Dwayne Allen (defended by Will Witherspoon),1.220,-0.260
3,5:48,4,4,IND 47,20,14,"Pat McAfee punts 52 yards, out of bounds",-0.260,0.380
3,5:40,1,10,TEN 1,20,20,"Jake Locker pass incomplete short right intended for Nate Washington is intercepted by Cassius Vaughn at TEN-3 and returned for 3 yards, touchdown",-0.380,-7.000
3,,,,TEN 2,20,21,Adam Vinatieri kicks extra point good,0.000,0.000
3,5:36,,,IND 35,20,21,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,5:36,1,10,TEN 20,20,21,Jake Locker pass complete short right to Chris Johnson for no gain,0.280,-0.270
3,4:56,2,10,TEN 20,20,21,Jake Locker pass complete short left to Jared Cook for -1 yards (tackle by Vontae Davis),-0.270,-1.140
3,4:15,3,11,TEN 19,20,21,Jake Locker pass complete short right to Craig Stevens for 19 yards (tackle by Cassius Vaughn),-1.140,1.470
3,3:35,1,10,TEN 38,20,21,Chris Johnson up the middle for 1 yard (tackle by Joe Lefeged),1.470,1.060
3,2:55,2,9,TEN 39,20,21,Chris Johnson right end for 1 yard (tackle by Lawrence Guy),1.060,0.500
3,2:08,3,8,TEN 40,20,21,"Jake Locker sacked by Robert Mathis for -7 yards. Penalty on Moise Fokou: Defensive Holding, 5 yards (no play)",0.500,1.930
3,1:42,1,10,TEN 45,20,21,Chris Johnson up the middle for 4 yards (tackle by Pat Angerer),1.930,1.920
3,1:09,2,6,TEN 49,20,21,"Penalty on Fernando Velasco: False Start, 5 yards (no play)",1.920,1.250
3,0:43,2,11,TEN 44,20,21,Jake Locker pass complete short left to Kenny Britt for 6 yards (tackle by Pat Angerer and Darius Butler),1.250,1.360
Quarter,Time,Down,ToGo,Location,TEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,,20,21,"Jake Locker pass incomplete short middle intended for Craig Stevens (defended by Antoine Bethea). Penalty on Antoine Bethea: Defensive Pass Interference, 10 yards (no play)",1.360,2.920
4,14:53,1,10,IND 40,20,21,Jake Locker pass incomplete short left intended for Kendall Wright,2.920,2.370
4,14:50,2,10,IND 40,20,21,Chris Johnson up the middle for 8 yards (tackle by Moise Fokou),2.370,2.740
4,14:10,3,2,IND 32,20,21,Jake Locker up the middle for 11 yards (tackle by Jerrell Freeman),2.740,4.170
4,13:28,1,10,IND 21,20,21,Chris Johnson up the middle for 1 yard (tackle by Pat Angerer),4.170,3.760
4,12:53,2,9,IND 20,20,21,Jake Locker pass complete short right to Nate Washington for 15 yards (tackle by Jerry Hughes),3.760,6.060
4,12:24,1,5,IND 5,20,21,Chris Johnson left end for -5 yards (tackle by Vontae Davis),6.060,4.190
4,11:45,2,10,IND 10,20,21,Jake Locker right end for 8 yards (tackle by Jerrell Freeman and Dwight Freeney),4.190,4.950
4,10:59,3,2,IND 2,20,21,"Penalty on Fernando Velasco: False Start, 5 yards (no play)",4.950,3.810
4,10:37,3,7,IND 7,20,21,Jake Locker pass incomplete short left intended for Nate Washington (defended by Vontae Davis),3.810,2.970
4,10:33,4,7,IND 7,23,21,Rob Bironas 25 yard field goal good,2.970,3.000
4,10:28,,,TEN 35,23,21,"Rob Bironas kicks off 74 yards, touchback",0.000,0.280
4,10:28,1,10,IND 20,23,21,Vick Ballard up the middle for 5 yards (tackle by Zach Brown),0.280,0.410
4,9:52,2,5,IND 25,23,21,Andrew Luck pass complete short right to Reggie Wayne for 3 yards (tackle by Coty Sensabaugh),0.410,0.100
4,9:27,3,2,IND 28,23,21,"Andrew Luck for no gain. Andrew Luck fumbles, recovered by Zach Brown at IND-23 (tackle by Vick Ballard). Penalty on Will Witherspoon: Defensive Offside, 5 yards (no play)",0.100,1.140
4,9:27,1,10,IND 33,23,21,"Penalty on Andrew Luck: Delay of Game, 5 yards (no play)",1.140,0.810
4,9:22,1,15,IND 28,23,21,Andrew Luck pass incomplete short right intended for Donnie Avery,0.810,-0.080
4,9:18,2,15,IND 28,23,21,Andrew Luck pass complete deep right to Donnie Avery for 18 yards (tackle by Michael Griffin and Jason McCourty),-0.080,1.990
4,8:36,1,10,IND 46,23,21,Andrew Luck pass incomplete deep left intended for T.Y. Hilton (defended by Karl Klug),1.990,1.450
4,8:32,2,10,IND 46,23,21,Vick Ballard left end for 14 yards (tackle by Jordan Babineaux),1.450,2.920
4,7:50,1,10,TEN 40,23,21,"Andrew Luck for no gain. Andrew Luck fumbles, recovered by Andrew Luck at TEN-43",2.920,1.970
4,7:16,2,13,TEN 43,23,21,Andrew Luck pass complete short right to LaVon Brazill for 8 yards (tackle by Jason McCourty),1.970,2.340
4,6:38,3,5,TEN 35,23,21,Andrew Luck pass incomplete deep right intended for Donnie Avery,2.340,0.980
4,6:28,4,5,TEN 35,23,24,Adam Vinatieri 53 yard field goal good,0.980,3.000
4,6:23,,,IND 35,23,24,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
4,6:23,1,10,TEN 20,23,24,Chris Johnson up the middle for 2 yards (tackle by Antoine Bethea),0.280,0.000
4,5:42,2,8,TEN 22,23,24,Jake Locker pass incomplete short right intended for Nate Washington is intercepted by Darius Butler at TEN-35 and returned for 7 yards (tackle by Michael Roos),0.000,-3.710
4,5:32,1,10,TEN 28,23,24,Vick Ballard up the middle for 3 yards (tackle by SenDerrick Marks),3.710,0.000
4,4:44,,,,23,24,Timeout #1 by Indianapolis Colts,0.000,3.570
4,4:44,2,7,TEN 25,23,24,Donnie Avery right end for 3 yards (tackle by Jason McCourty),3.570,3.270
4,3:59,3,4,TEN 22,23,24,Andrew Luck pass incomplete deep left intended for Reggie Wayne,3.270,2.070
4,3:53,4,4,TEN 22,23,27,Adam Vinatieri 40 yard field goal good,2.070,3.000
4,3:48,,,IND 35,23,27,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
4,3:48,1,10,TEN 20,23,27,Jake Locker pass complete short left to Kenny Britt for 4 yards (tackle by Moise Fokou),0.280,0.270
4,3:41,2,6,TEN 24,23,27,Chris Johnson right tackle for 6 yards (tackle by Antoine Bethea and Jerrell Freeman),0.270,0.940
4,3:22,1,10,TEN 30,23,27,Jake Locker up the middle for no gain (tackle by Cory Redding),0.940,0.390
4,3:01,2,10,TEN 30,23,27,Jake Locker pass incomplete short right intended for Kendall Wright (defended by Cassius Vaughn),0.390,-0.300
4,2:57,3,10,TEN 30,23,27,Jake Locker pass incomplete deep left intended for Kenny Britt,-0.300,-1.370
4,2:52,4,10,TEN 30,23,27,"Brett Kern punts 57 yards, returned by T.Y. Hilton for 7 yards (tackle by Patrick Bailey). Penalty on Cassius Vaughn: Personal Foul, 10 yards",-1.370,0.380
4,2:42,1,10,IND 10,23,27,Vick Ballard up the middle for 1 yard (tackle by Derrick Morgan),-0.380,0.000
4,2:37,,,,23,27,Timeout #1 by Tennessee Titans,0.000,-0.710
4,2:37,2,9,IND 11,23,27,Vick Ballard left end for 13 yards (tackle by Derrick Morgan),-0.710,0.000
4,2:30,,,,23,27,Timeout #2 by Tennessee Titans,0.000,0.540
4,2:30,1,10,IND 24,23,27,Vick Ballard up the middle for no gain (tackle by Jordan Babineaux and Akeem Ayers),0.540,0.000
4,2:25,,,,23,27,Timeout #3 by Tennessee Titans,0.000,0.000
4,2:25,2,10,IND 24,23,27,Andrew Luck pass complete short middle to Dwayne Allen for 11 yards (tackle by Zach Brown),0.000,1.270
4,2:00,1,10,IND 35,23,27,Andrew Luck kneels for -1 yards,1.270,0.590
4,1:19,2,11,IND 34,23,27,Andrew Luck kneels for no gain,0.590,-0.100
4,0:39,3,11,IND 34,23,27,Andrew Luck kneels for -1 yards,-0.100,-1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
