Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
1,10:06,1,10,DET 38,0,0,Ameer Abdullah right tackle for 4 yards (tackle by Alex Okafor),1.470,1.460
1,9:28,2,6,DET 42,0,0,Zach Zenner right end for -2 yards (tackle by Kevin Minter),1.460,0.500
1,8:46,3,8,DET 40,0,0,Matthew Stafford pass complete short right to Calvin Johnson for 18 yards (tackle by Tony Jefferson and Rashad Johnson),0.500,2.790
1,8:09,1,10,ARI 42,0,0,"Ameer Abdullah right tackle for 2 yards (tackle by Tony Jefferson). Ameer Abdullah fumbles (forced by Tony Jefferson), recovered by Josh Mauro at ARI-39 (tackle by Ameer Abdullah)",2.790,-1.530
1,8:01,1,10,ARI 39,0,0,Carson Palmer sacked by Jason Jones for -6 yards,1.530,0.180
1,7:26,2,16,ARI 33,0,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 12 yards (tackle by Josh Wilson),0.180,1.090
1,6:45,3,4,ARI 45,0,0,Carson Palmer sacked by Ezekiel Ansah for -7 yards,1.090,-0.850
1,6:17,4,11,ARI 38,0,0,"Drew Butler punts 34 yards, fair catch by T.J. Jones. Penalty on Corey Fuller: Illegal Use of Hands, 10 yards",-0.850,-0.040
1,6:09,1,10,DET 18,0,0,"Matthew Stafford sacked by Frostee Rucker and Calais Campbell for 0 yards. Penalty on Patrick Peterson: Illegal Use of Hands, 5 yards (no play)",0.040,0.480
1,5:53,1,10,DET 23,0,0,Zach Zenner left tackle for -1 yards (tackle by Calais Campbell),0.480,-0.200
1,5:15,2,11,DET 22,0,0,Matthew Stafford pass complete short middle to Calvin Johnson for 13 yards (tackle by Patrick Peterson),-0.200,1.270
1,4:39,1,10,DET 35,0,0,Ameer Abdullah right tackle for 3 yards (tackle by Kevin Minter),1.270,1.130
1,4:04,2,7,DET 38,0,0,Matthew Stafford pass complete short left to Michael Burton for 6 yards (tackle by Kevin Minter),1.130,1.220
1,3:36,3,1,DET 44,0,0,Matthew Stafford middle for 2 yards (tackle by Alex Okafor),1.220,1.990
1,3:01,1,10,DET 46,0,0,Matthew Stafford pass complete deep middle to Corey Fuller for 48 yards (tackle by Jerraud Powers). Penalty on Cory Redding: Defensive Offside (Declined),1.990,5.830
1,2:27,1,6,ARI 6,0,6,"Matthew Stafford pass complete short middle to Theo Riddick for 6 yards, touchdown",5.830,7.000
1,2:27,,,ARI 6,0,7,Matt Prater kicks extra point good,0.000,0.000
1,2:27,,,DET 35,0,7,"Sam Martin kicks off 71 yards, returned by David Johnson for 35 yards (tackle by Quandre Diggs)",0.000,-0.870
1,2:13,1,10,ARI 29,0,7,"Chris Johnson left tackle for 25 yards (tackle by Glover Quin). Penalty on James Ihedigbo: Face Mask (15 Yards), 15 yards",0.870,3.510
1,1:49,1,10,DET 31,0,7,Chris Johnson left tackle for 5 yards (tackle by James Ihedigbo),3.510,3.640
1,1:15,2,5,DET 26,0,7,Carson Palmer pass complete short middle to Darren Fells for 11 yards (tackle by James Ihedigbo),3.640,4.580
1,0:33,1,10,DET 15,0,7,Chris Johnson left tackle for 1 yard (tackle by Jermelle Cudjo),4.580,4.110
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,DET 14,6,7,"Carson Palmer pass complete short middle to Darren Fells for 14 yards, touchdown",4.110,7.000
2,15:00,,,DET 14,7,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,15:00,,,ARI 35,7,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,14:55,1,10,DET 20,7,7,Matthew Stafford pass incomplete deep left intended for Golden Tate,0.280,-0.270
2,14:47,2,10,DET 20,7,7,Matthew Stafford pass complete short left to Golden Tate for 8 yards (tackle by Deone Bucannon and Rashad Johnson),-0.270,0.100
2,14:16,3,2,DET 28,7,7,Matthew Stafford pass complete short left to Calvin Johnson for 4 yards (tackle by Patrick Peterson),0.100,1.070
2,13:36,1,10,DET 32,7,7,Matthew Stafford pass complete short right to Brandon Pettigrew for 9 yards (tackle by Kevin Minter and Rashad Johnson),1.070,1.740
2,12:59,2,1,DET 41,7,7,Ameer Abdullah right end for -1 yards (tackle by Deone Bucannon),1.740,0.890
2,12:19,3,2,DET 40,7,7,Matthew Stafford pass complete short middle to Golden Tate for 7 yards (tackle by Jerraud Powers and Tyrann Mathieu),0.890,2.060
2,11:38,1,10,DET 47,7,7,Matthew Stafford pass complete short left to Theo Riddick for -5 yards (tackle by Kevin Minter). Penalty on Laken Tomlinson: Offensive Holding (Declined),2.060,0.840
2,11:10,2,15,DET 42,7,7,Matthew Stafford pass incomplete short left intended for Ameer Abdullah is intercepted by Cory Redding at DET-34 and returned for 30 yards,0.840,-6.280
2,11:01,1,4,DET 4,13,7,"David Johnson middle for 4 yards, touchdown",6.280,7.000
2,11:01,,,DET 4,14,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,11:01,,,ARI 35,14,7,"Chandler Catanzaro kicks off 73 yards, returned by Ameer Abdullah for 41 yards (tackle by Stepfan Taylor). Ameer Abdullah fumbles, ball out of bounds at DET-33",0.000,-1.140
,,,,,,,"ARI challenged the loose ball recovery ruling, and the play was upheld.",,
2,10:46,1,10,DET 33,14,7,Zach Zenner left tackle for 2 yards (tackle by Jerraud Powers),1.140,0.860
2,10:11,2,8,DET 35,14,7,Matthew Stafford pass complete short right to Lance Moore for 9 yards (tackle by Jerraud Powers),0.860,1.860
2,9:32,1,10,DET 44,14,7,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Jerraud Powers),1.860,1.320
2,9:26,2,10,DET 44,14,7,Zach Zenner right tackle for 12 yards (tackle by Tony Jefferson),1.320,2.650
2,8:53,1,10,ARI 44,14,7,Zach Zenner right tackle for 1 yard (tackle by Tony Jefferson and Alex Okafor),2.650,2.250
2,8:13,2,9,ARI 43,14,7,Matthew Stafford pass incomplete,2.250,1.550
2,8:05,3,9,ARI 43,14,7,"Matthew Stafford sacked by Justin Bethel for -12 yards. Penalty on Patrick Peterson: Defensive Holding, 5 yards (no play)",1.550,3.050
2,7:34,1,10,ARI 38,14,7,Matthew Stafford pass complete short right to Zach Zenner for 7 yards (tackle by Deone Bucannon),3.050,3.450
2,7:04,2,3,ARI 31,14,7,Zach Zenner middle for 2 yards (tackle by Kevin Minter),3.450,3.010
2,6:23,3,1,ARI 29,14,7,"Zach Zenner left tackle for 10 yards (tackle by Tyrann Mathieu). Penalty on Golden Tate: Chop Block, 14 yards (no play)",3.010,1.160
2,5:54,3,15,ARI 43,14,7,Matthew Stafford pass incomplete deep left intended for Golden Tate,1.160,0.400
2,5:47,4,15,ARI 43,14,7,Sam Martin punts 42 yards,0.400,0.380
2,5:36,1,10,ARI 1,14,7,Chris Johnson left tackle for no gain (tackle by Darryl Tapp),-0.380,-0.780
2,5:05,2,10,ARI 1,14,7,Carson Palmer pass complete deep right to John Brown for 49 yards (tackle by Darius Slay),-0.780,2.260
2,4:32,1,10,,14,7,Chris Johnson right tackle for 8 yards (tackle by James Ihedigbo and Josh Bynes),2.260,2.790
2,3:52,2,2,DET 42,14,7,Chris Johnson left end for 40 yards (tackle by Glover Quin),2.790,6.740
2,3:16,1,2,DET 2,20,7,"David Johnson middle for 2 yards, touchdown",6.740,7.000
2,3:16,,,DET 2,21,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,3:16,,,ARI 35,21,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
2,3:11,1,10,DET 20,21,7,Matthew Stafford pass incomplete short right intended for Zach Zenner,0.280,-0.270
2,3:07,2,10,DET 20,21,7,"Penalty on Manuel Ramirez: False Start, 5 yards (no play)",-0.270,-1.070
2,3:07,2,15,DET 15,21,7,Matthew Stafford pass incomplete short middle intended for Theo Riddick,-1.070,-1.860
2,3:03,3,15,DET 15,21,7,"Matthew Stafford pass complete short middle to Golden Tate for 6 yards (tackle by Tony Jefferson). Golden Tate fumbles (forced by Tony Jefferson), recovered by Rashad Johnson at DET-26 and returned for 4 yards (tackle by Laken Tomlinson)",-1.860,-4.110
2,2:55,1,10,DET 22,21,7,Carson Palmer pass incomplete deep right intended for Larry Fitzgerald (defended by Darius Slay),4.110,3.560
2,2:49,2,10,DET 22,21,7,Carson Palmer pass complete short right to John Brown for 4 yards (tackle by Darius Slay),3.560,3.400
2,2:13,3,6,DET 18,27,7,"Carson Palmer pass complete deep middle to John Brown for 18 yards, touchdown. Penalty on John Brown: Unsportsmanlike Conduct, 15 yards, Penalty on Jaron Brown: Unsportsmanlike Conduct (Declined)",3.400,7.000
2,2:13,,,DET 18,28,7,Chandler Catanzaro kicks extra point good,0.000,0.000
2,2:13,,,ARI 20,28,7,"Chandler Catanzaro kicks off 69 yards, returned by T.J. Jones for 62 yards (tackle by Jerraud Powers). Penalty on Brandon Copeland: Offensive Holding, 10 yards",0.000,-0.280
2,1:56,1,10,DET 20,28,7,Matthew Stafford pass complete short left to Theo Riddick for 5 yards (tackle by Tony Jefferson),0.280,0.410
2,1:38,2,5,DET 25,28,7,Matthew Stafford pass complete short middle to Theo Riddick for 20 yards (tackle by Tony Jefferson),0.410,1.930
2,1:19,1,10,DET 45,28,7,Matthew Stafford pass complete short middle to Theo Riddick for no gain,1.930,1.380
2,0:57,2,10,DET 45,28,7,Matthew Stafford pass complete short right to Theo Riddick for -1 yards (tackle by Deone Bucannon),1.380,1.380
2,0:54,2,10,DET 45,28,7,Timeout #2 by Detroit Lions,1.380,0.560
2,0:54,3,11,DET 44,28,7,Matthew Stafford pass incomplete short left intended for Golden Tate,0.560,-0.460
2,0:48,4,11,DET 44,28,7,"Sam Martin punts 50 yards, returned by Patrick Peterson for 10 yards (tackle by Brandon Copeland)",-0.460,0.140
2,0:39,1,10,ARI 16,28,7,Carson Palmer kneels for -1 yards,-0.140,-0.780
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,28,7,"Sam Martin kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ARI 20,28,7,Carson Palmer pass incomplete short middle intended for Jermaine Gresham,0.280,-0.270
3,14:57,2,10,ARI 20,28,7,Andre Ellington left tackle for -1 yards (tackle by Stephen Tulloch and Josh Bynes),-0.270,-1.140
3,14:15,3,11,ARI 19,28,7,"Penalty on Jonathan Cooper: False Start, 5 yards (no play)",-1.140,-2.030
3,13:59,3,16,ARI 14,28,7,Carson Palmer pass complete short middle to Michael Floyd for 15 yards (tackle by James Ihedigbo),-2.030,-1.440
3,13:10,4,1,ARI 29,28,7,"Drew Butler punts 35 yards, returned by T.J. Jones for 2 yards (tackle by Brittan Golden)",-1.440,-1.470
3,13:02,1,10,DET 38,28,7,Matthew Stafford sacked by Jerraud Powers for 0 yards,1.470,0.920
3,12:25,2,10,DET 38,28,7,Matthew Stafford pass complete short left to Golden Tate for 10 yards (tackle by Jerraud Powers),0.920,2.130
3,11:46,1,10,DET 48,28,7,Zach Zenner left tackle for 7 yards (tackle by Calais Campbell),2.130,2.530
3,11:10,2,3,ARI 45,28,7,Zach Zenner right tackle for no gain (tackle by Deone Bucannon),2.530,1.820
3,10:29,3,3,ARI 45,28,7,Matthew Stafford pass incomplete short left intended for Golden Tate (defended by Kevin Minter),1.820,0.270
3,10:25,4,3,ARI 45,28,7,Matthew Stafford pass incomplete deep right intended for Calvin Johnson is intercepted by Patrick Peterson at ARI-28 and returned for 40 yards,0.270,-3.450
3,10:14,1,10,DET 32,28,7,Chris Johnson right tackle for 4 yards (tackle by Travis Lewis and Stephen Tulloch),3.450,3.440
3,9:28,2,6,DET 28,28,7,Chris Johnson left tackle for 13 yards (tackle by Glover Quin),3.440,4.580
3,8:49,1,10,DET 15,28,7,"Chris Johnson middle for 3 yards (tackle by James Ihedigbo). Penalty on Jared Veldheer: Tripping, 10 yards (no play)",4.580,3.910
3,8:22,1,20,DET 25,28,7,Carson Palmer pass complete short right to John Brown for 2 yards (tackle by Stephen Tulloch),3.910,2.940
3,7:34,2,18,DET 23,28,7,"Penalty on Bobby Massie: False Start, 5 yards (no play)",2.940,2.270
3,7:16,2,23,DET 28,28,7,Carson Palmer pass complete deep middle to Larry Fitzgerald for 26 yards (tackle by Glover Quin and Josh Bynes),2.270,6.740
3,6:31,1,2,DET 2,34,7,"Carson Palmer pass complete short right to Larry Fitzgerald for 2 yards, touchdown",6.740,7.000
3,6:31,,,DET 2,35,7,Chandler Catanzaro kicks extra point good,0.000,0.000
3,6:31,,,ARI 35,35,7,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,6:27,1,10,DET 20,35,7,Zach Zenner left end for 9 yards (tackle by Tyrann Mathieu),0.280,0.950
3,6:00,2,1,DET 29,35,7,Zach Zenner left tackle for no gain (tackle by Rodney Gunter),0.950,0.230
3,5:19,3,1,DET 29,35,7,Dan Orlovsky pass complete deep middle to Calvin Johnson for 23 yards (tackle by Patrick Peterson),0.230,2.390
3,4:43,1,10,ARI 48,35,7,Dan Orlovsky pass incomplete short middle intended for Golden Tate,2.390,1.850
3,4:38,2,10,ARI 48,35,7,Dan Orlovsky pass complete short right to Golden Tate for 4 yards (tackle by Tyrann Mathieu),1.850,1.690
3,4:24,3,6,ARI 44,35,7,"Penalty on Cornelius Lucas: False Start, 5 yards (no play)",1.690,1.030
3,3:38,3,11,ARI 49,35,7,Dan Orlovsky pass complete deep middle to Golden Tate for 21 yards (tackle by Rashad Johnson),1.030,3.710
3,2:55,1,10,ARI 28,35,7,Dan Orlovsky pass complete short right to Tim Wright for 1 yard (tackle by LaMarr Woodley),3.710,3.300
3,2:21,2,9,ARI 27,35,7,"Dan Orlovsky pass complete short left to Corey Fuller for 10 yards. Penalty on Riley Reiff: Offensive Holding, 10 yards (no play)",3.300,1.950
3,1:52,2,19,ARI 37,35,7,Dan Orlovsky pass complete short left to Lance Moore for -2 yards (tackle by Jerraud Powers),1.950,1.020
3,1:07,3,21,ARI 39,35,7,Dan Orlovsky pass incomplete short right intended for Golden Tate (defended by Alex Okafor),1.020,0.660
3,1:03,4,21,ARI 39,35,7,"Sam Martin punts 26 yards, fair catch by Patrick Peterson",0.660,0.320
3,0:56,1,10,ARI 13,35,7,Andre Ellington left end for 1 yard (tackle by Stephen Tulloch),-0.320,-0.680
3,0:14,2,9,ARI 14,35,7,Carson Palmer pass complete short right to Larry Fitzgerald for 8 yards (tackle by Glover Quin),-0.680,-0.350
Quarter,Time,Down,ToGo,Location,ARI,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ARI 22,35,7,David Johnson middle for no gain (tackle by James Ihedigbo),-0.350,-1.900
4,14:12,4,1,ARI 22,35,7,"Drew Butler punts 48 yards, returned by T.J. Jones for 10 yards (tackle by Tony Jefferson). Penalty on Don Carey: Offensive Holding, 10 yards",-1.900,-0.040
4,14:04,1,10,DET 18,35,7,Dan Orlovsky pass incomplete short right intended for Lance Moore,0.040,-0.490
4,14:00,2,10,DET 18,35,7,Dan Orlovsky pass complete short right to Brandon Pettigrew for 13 yards (tackle by Tony Jefferson and Rodney Gunter),-0.490,1.000
4,13:33,1,10,DET 31,35,7,Dan Orlovsky pass complete short left to Golden Tate for 11 yards (tackle by Kevin Minter),1.000,1.730
4,13:08,1,10,DET 42,35,7,Dan Orlovsky pass complete deep right to Lance Moore for 22 yards (tackle by Jerraud Powers),1.730,3.180
4,12:37,1,10,ARI 36,35,7,Dan Orlovsky pass incomplete short right intended for Calvin Johnson,3.180,2.640
4,12:32,2,10,ARI 36,35,7,Dan Orlovsky pass complete short middle to Lance Moore for 14 yards (tackle by Jerraud Powers),2.640,4.110
4,12:12,1,10,ARI 22,35,7,Dan Orlovsky pass incomplete short right intended for Lance Moore,4.110,3.560
4,12:07,2,10,ARI 22,35,7,Dan Orlovsky pass incomplete deep right intended for Theo Riddick,3.560,2.870
4,12:02,3,10,ARI 22,35,7,Dan Orlovsky pass incomplete short left intended for Golden Tate,2.870,1.990
4,11:56,4,10,ARI 22,35,10,Matt Prater 40 yard field goal good,1.990,3.000
4,11:51,4,10,ARI 22,35,10,Timeout #1 by Arizona Cardinals,1.990,0.000
4,11:56,,,DET 35,35,10,"Sam Martin kicks off 65 yards, touchback",0.000,-0.280
4,11:51,1,10,ARI 20,35,10,Drew Stanton pass complete short middle to Larry Fitzgerald for 10 yards (tackle by Glover Quin),0.280,0.940
4,11:12,1,10,ARI 30,35,10,Chris Johnson left tackle for 7 yards (tackle by James Ihedigbo),0.940,0.940
4,10:31,1,10,ARI 30,35,10,Timeout #2 by Arizona Cardinals,0.940,1.340
4,10:31,2,3,ARI 37,41,10,"Andre Ellington left tackle for 63 yards, touchdown",1.340,7.000
4,10:31,,,DET 37,42,10,Chandler Catanzaro kicks extra point good,0.000,0.000
4,10:31,,,ARI 35,42,10,"Chandler Catanzaro kicks off 65 yards, returned by T.J. Jones for 34 yards (tackle by Stepfan Taylor)",0.000,-1.200
4,10:13,1,10,DET 34,42,10,Dan Orlovsky pass complete short left to Theo Riddick for 11 yards (tackle by Markus Golden),1.200,1.930
4,9:47,1,10,DET 45,42,10,Dan Orlovsky pass incomplete deep left intended for Corey Fuller,1.930,1.380
4,9:41,2,10,DET 45,42,10,Dan Orlovsky pass incomplete short left intended for Corey Fuller,1.380,0.700
4,9:36,3,10,DET 45,42,10,Dan Orlovsky pass incomplete deep middle intended for T.J. Jones is intercepted by Rashad Johnson at ARI-31 and returned for 11 yards,0.700,-1.730
4,9:26,1,10,ARI 42,42,10,Stepfan Taylor right tackle for 16 yards (tackle by Don Carey and Travis Lewis),1.730,2.790
4,8:41,1,10,DET 42,42,10,Stepfan Taylor middle for -1 yards (tackle by Stephen Tulloch),2.790,2.110
4,8:03,2,11,DET 43,42,10,Drew Stanton pass incomplete deep left intended for Michael Floyd,2.110,1.420
4,7:57,3,11,DET 43,42,10,Drew Stanton pass incomplete short left intended for Stepfan Taylor,1.420,0.400
4,7:53,4,11,DET 43,42,10,"Drew Butler punts 31 yards, fair catch by T.J. Jones",0.400,0.350
4,7:46,1,10,DET 12,42,10,Dan Orlovsky pass incomplete short left intended for Brandon Pettigrew,-0.350,-0.780
4,7:41,2,10,DET 12,42,10,Dan Orlovsky pass complete short left to Brandon Pettigrew for 7 yards (tackle by Deone Bucannon),-0.780,-0.600
4,7:10,3,3,DET 19,42,10,Dan Orlovsky pass incomplete short middle intended for Brandon Pettigrew (defended by Tony Jefferson),-0.600,-2.140
4,7:04,4,3,DET 19,42,10,"Sam Martin punts 54 yards, returned by Brittan Golden for 6 yards (tackle by Don Carey)",-2.140,-1.140
4,6:51,1,10,ARI 33,42,10,Stepfan Taylor left tackle for 1 yard (tackle by Jermelle Cudjo),1.140,0.730
4,6:09,2,9,ARI 34,42,10,Drew Stanton pass incomplete deep left intended for Michael Floyd,0.730,0.040
4,6:03,3,9,ARI 34,42,10,Stepfan Taylor left end for 3 yards (tackle by Nevin Lawson),0.040,-0.910
4,5:32,4,6,ARI 37,42,10,Drew Butler punts 49 yards,-0.910,0.280
4,5:19,1,10,DET 14,42,10,Dan Orlovsky pass complete short right to Theo Riddick for 3 yards (tackle by Kareem Martin),-0.280,-0.370
4,4:50,2,7,DET 17,42,10,Dan Orlovsky pass complete short right to Tim Wright for 8 yards (tackle by Deone Bucannon),-0.370,0.610
4,4:29,1,10,DET 25,42,10,Dan Orlovsky pass complete short right to Corey Fuller for 8 yards (tackle by Patrick Peterson),0.610,1.140
4,4:06,2,2,DET 33,42,10,Dan Orlovsky pass incomplete short middle intended for Theo Riddick,1.140,0.430
4,4:03,3,2,DET 33,42,10,Dan Orlovsky pass complete short right to Theo Riddick for 5 yards (tackle by Deone Bucannon),0.430,1.470
4,3:58,1,10,DET 38,42,10,Dan Orlovsky pass complete short middle to Golden Tate for 7 yards (tackle by Kevin Minter),1.470,1.870
4,3:38,2,3,DET 45,42,10,Dan Orlovsky pass incomplete short left intended for T.J. Jones,1.870,1.160
4,3:32,3,3,DET 45,42,10,Dan Orlovsky pass complete short right to Tim Wright for 3 yards (tackle by Tony Jefferson),1.160,2.130
4,3:07,1,10,DET 48,42,10,Dan Orlovsky pass complete short middle to Theo Riddick for 9 yards (tackle by Tony Jefferson and Kevin Minter),2.130,2.800
4,2:44,2,1,ARI 43,42,10,Dan Orlovsky pass incomplete short left intended for Golden Tate,2.800,2.080
4,2:38,3,1,ARI 43,42,10,"Penalty on LaMarr Woodley: Neutral Zone Infraction, 5 yards (no play)",2.080,3.050
4,2:38,1,10,ARI 38,42,10,Dan Orlovsky pass incomplete short middle intended for Tim Wright,3.050,2.510
4,2:30,2,10,ARI 38,42,10,"Dan Orlovsky pass incomplete deep left intended for T.J. Jones. Penalty on Tyrann Mathieu: Unnecessary Roughness, 15 yards (no play)",2.510,4.040
4,2:23,1,10,ARI 23,42,10,Dan Orlovsky pass incomplete,4.040,3.500
4,2:17,2,10,ARI 23,42,10,Dan Orlovsky pass complete short left to T.J. Jones for 11 yards (tackle by Jerraud Powers),3.500,4.780
4,2:00,1,10,ARI 12,42,10,Dan Orlovsky pass complete short right to Lance Moore for -1 yards (tackle by Tyrann Mathieu),4.780,3.940
4,1:36,2,11,ARI 13,42,16,"Dan Orlovsky pass complete short left to Lance Moore for 13 yards, touchdown",3.940,7.000
4,1:36,,,ARI 13,42,17,Matt Prater kicks extra point good,0.000,0.000
4,1:36,,,DET 35,42,17,"Matt Prater kicks off 60 yards, fair catch by Patrick Peterson",0.000,0.380
4,1:29,1,10,ARI 5,42,17,Drew Stanton kneels for -1 yards,-0.380,-0.850
4,0:48,2,11,ARI 4,42,17,Drew Stanton kneels for -1 yards,-0.850,-1.650
4,0:32,3,12,ARI 3,42,17,Drew Stanton kneels for -1 yards,-1.650,-2.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
