Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
2,1:08,3,4,IND 31,7,10,Jacoby Brissett for 2 yards (tackle by Aqib Talib),0.170,-1.180
2,1:00,4,2,IND 33,7,10,"Rigoberto Sanchez punts 46 yards, fair catch by Jordan Taylor",-1.180,-0.340
2,0:53,1,10,DEN 21,7,10,Brock Osweiler pass incomplete deep right intended for Emmanuel Sanders (defended by Darius Butler),0.340,-0.200
2,0:47,2,10,DEN 21,7,10,Brock Osweiler pass complete short right to Devontae Booker for 10 yards (tackle by Clayton Geathers),-0.200,1.000
2,0:40,1,10,DEN 31,7,10,"Brock Osweiler pass incomplete. Penalty on Donald Stephenson: Offensive Holding, 10 yards (no play)",1.000,0.340
2,0:34,1,20,DEN 21,7,10,Devontae Booker middle for 11 yards (tackle by Jonathan Bostic and Matthias Farley),0.340,0.000
2,0:26,,,,,,Timeout #3 by Denver Broncos,0.000,-0.600
2,0:26,2,9,DEN 32,7,10,Brock Osweiler for 3 yards (tackle by D.J. White),0.600,0.300
2,0:19,3,6,DEN 35,7,10,Brock Osweiler pass incomplete deep left intended for Demaryius Thomas,0.300,-1.040
2,0:13,4,6,DEN 35,7,10,"Riley Dixon punts 54 yards, returned by Chester Rogers for 5 yards (tackle by Jordan Taylor). Penalty on Marcus Rios: Illegal Formation, 5 yards (no play)",-1.040,0.000
2,0:02,,,,,,Timeout #2 by Indianapolis Colts,0.000,1.370
2,0:02,4,11,DEN 30,7,10,Brock Osweiler kneels for -4 yards,-1.370,1.200
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 35,7,10,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,IND 25,7,10,Frank Gore middle for 2 yards (tackle by Adam Gotsis),0.610,0.330
3,14:19,2,8,IND 27,7,10,Jacoby Brissett pass complete short middle to Jack Doyle for 5 yards (tackle by Will Parks),0.330,0.300
3,13:32,3,3,IND 32,7,10,Jacoby Brissett pass complete short right to Jack Doyle for 15 yards (tackle by Jamal Carter). Penalty on Von Miller: Defensive Offside (Declined),0.300,2.060
3,13:10,1,10,IND 47,7,10,Jacoby Brissett pass incomplete short left intended for Frank Gore,2.060,1.520
3,13:04,2,10,IND 47,7,10,Frank Gore left guard for no gain (tackle by Zach Kerr),1.520,0.830
3,12:26,3,10,IND 47,7,10,Jacoby Brissett pass complete short right to Frank Gore for 10 yards (tackle by Aqib Talib and Will Parks),0.830,2.720
3,11:47,1,10,DEN 43,7,10,Marlon Mack middle for 2 yards (tackle by Von Miller),2.720,2.450
3,11:09,2,8,DEN 41,7,10,Jacoby Brissett pass complete short right to Ross Travis for 13 yards (tackle by Darian Stewart),2.450,3.710
3,10:33,1,10,DEN 28,7,10,Jacoby Brissett pass complete short right to Frank Gore for 5 yards (tackle by Jamal Carter),3.710,3.840
3,10:02,2,5,DEN 23,7,10,Frank Gore middle for 2 yards (tackle by Zach Kerr and Aqib Talib),3.840,3.400
3,9:21,3,3,DEN 21,7,10,Jacoby Brissett pass incomplete short middle intended for Chester Rogers (defended by Darian Stewart),3.400,2.160
3,9:17,4,3,DEN 21,7,13,Adam Vinatieri 39 yard field goal good,2.160,3.000
3,9:13,,,IND 35,7,13,"Rigoberto Sanchez kicks off 67 yards, returned by Devontae Booker for 23 yards (tackle by T.J. Green)",0.000,-0.340
3,9:06,1,10,DEN 21,7,13,C.J. Anderson right end for 6 yards,0.340,0.610
3,8:46,2,4,DEN 27,7,13,Brock Osweiler pass complete short left to Cody Latimer for 18 yards (tackle by Antonio Morrison and Jonathan Bostic),0.610,1.930
3,8:03,1,10,DEN 45,7,13,"Brock Osweiler pass incomplete deep left intended for Bennie Fowler (defended by Quincy Wilson). Penalty on Bennie Fowler: Offensive Pass Interference, 10 yards (no play)",1.930,1.270
3,7:57,1,20,DEN 35,7,13,Devontae Booker middle for 12 yards (tackle by Matthias Farley and Jonathan Bostic),1.270,1.650
3,7:15,2,8,DEN 47,7,13,Brock Osweiler pass complete short right to Emmanuel Sanders for 6 yards,1.650,1.750
3,6:44,3,2,IND 47,7,13,Devontae Booker right tackle for 1 yard (tackle by Johnathan Hankins and Margus Hunt),1.750,0.200
3,6:02,4,1,IND 46,7,13,"Brock Osweiler pass incomplete short right intended for Demaryius Thomas. Penalty on Quincy Wilson: Defensive Holding, 4 yards (no play)",0.200,2.790
3,5:57,1,10,IND 42,7,13,C.J. Anderson middle for 6 yards (tackle by Jabaal Sheard),2.790,3.050
3,5:22,2,4,IND 36,7,13,C.J. Anderson right end for 8 yards (tackle by Grover Stewart and Antonio Morrison). Penalty on Johnathan Hankins: Defensive Offside (Declined),3.050,3.710
3,4:56,1,10,IND 28,7,13,C.J. Anderson left end for 6 yards (tackle by Antonio Morrison),3.710,3.980
3,4:22,2,4,IND 22,13,13,"Brock Osweiler pass complete deep left to Cody Latimer for 22 yards, touchdown",3.980,7.000
3,4:16,,,IND 15,14,13,Brandon McManus kicks extra point good,0.000,0.000
3,4:16,,,DEN 35,14,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,4:16,1,10,IND 25,14,13,Jacoby Brissett pass incomplete deep right intended for Josh Ferguson,0.610,0.060
3,4:10,2,10,IND 25,14,13,Jacoby Brissett pass incomplete short middle intended for T.Y. Hilton,0.060,-0.620
3,4:05,3,10,IND 25,14,13,Jacoby Brissett pass incomplete short left intended for Chester Rogers,-0.620,-1.700
3,4:00,4,10,IND 25,14,13,"Penalty on Barkevious Mingo: False Start, 5 yards (no play)",-1.700,-2.030
3,4:00,4,15,IND 20,14,13,"Rigoberto Sanchez punts 47 yards, fair catch by Jordan Taylor",-2.030,-1.140
3,3:54,1,10,DEN 33,14,13,C.J. Anderson middle for 11 yards (tackle by Matthias Farley and Antonio Morrison),1.140,1.860
3,3:17,1,10,DEN 44,14,13,C.J. Anderson right tackle for 2 yards (tackle by Anthony Walker and Matthias Farley),1.860,1.590
3,2:47,2,8,DEN 46,20,13,"Brock Osweiler pass complete deep middle to Jeff Heuerman for 54 yards, touchdown",1.590,7.000
3,2:37,,,,,,Timeout #1 by Denver Broncos,0.000,0.000
3,2:37,,,IND 2,22,13,"Two Point Attempt: Brock Osweiler pass complete to Cody Latimer, conversion succeeds",0.000,1.000
3,2:37,,,DEN 35,22,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
3,2:37,1,10,IND 25,22,13,Frank Gore middle for 3 yards (tackle by Will Parks and Von Miller),0.610,0.470
3,2:05,2,7,IND 28,22,13,Jacoby Brissett pass complete short left to T.Y. Hilton for 8 yards (tackle by Jamal Carter),0.470,1.330
3,1:29,1,10,IND 36,22,13,Jacoby Brissett pass incomplete,1.330,0.790
3,1:21,2,10,IND 36,22,13,Frank Gore left guard for 5 yards (tackle by Zach Kerr and Will Parks),0.790,0.760
3,0:44,3,5,IND 41,22,13,Jacoby Brissett sacked by Bradley Roby for 0 yards,0.760,-0.650
Quarter,Time,Down,ToGo,Location,DEN,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,IND 41,22,13,"Rigoberto Sanchez punts 44 yards, muffed catch by Jordan Taylor, recovered by Jordan Taylor and returned for no gain",-0.650,0.140
4,14:53,1,10,DEN 16,22,13,C.J. Anderson left tackle for 7 yards (tackle by Barkevious Mingo),-0.140,0.420
4,14:18,2,3,DEN 23,22,13,C.J. Anderson middle for 9 yards (tackle by Matthias Farley and T.J. Green),0.420,1.070
4,13:37,1,10,DEN 32,22,13,"Devontae Booker left tackle for 6 yards (tackle by Barkevious Mingo). Devontae Booker fumbles (forced by Barkevious Mingo), recovered by Devontae Booker at DEN-38",1.070,1.340
4,12:57,2,4,DEN 38,22,13,"Penalty on Devontae Booker: False Start, 5 yards (no play)",1.340,0.660
4,12:40,2,9,DEN 33,22,13,"C.J. Anderson middle for 3 yards (tackle by Johnathan Hankins). Penalty on Jeff Heuerman: Face Mask (15 Yards), 15 yards",0.660,-0.960
4,12:13,2,21,DEN 21,22,13,"Penalty on Connor McGovern: False Start, 5 yards (no play)",-0.960,-1.790
4,12:03,2,26,DEN 16,22,13,C.J. Anderson left tackle for 5 yards (tackle by Antonio Morrison),-1.790,-1.620
4,11:26,3,21,DEN 21,22,13,"Devontae Booker left tackle for 3 yards (tackle by Antonio Morrison). Penalty on Antonio Morrison: Face Mask (15 Yards), 15 yards",-1.620,1.530
4,11:02,1,10,DEN 39,22,13,C.J. Anderson left tackle for 2 yards (tackle by Margus Hunt),1.530,1.260
4,10:25,2,8,DEN 41,22,13,C.J. Anderson middle for 2 yards (tackle by Matthias Farley and Anthony Walker),1.260,0.830
4,9:46,3,6,DEN 43,22,13,Brock Osweiler pass complete deep left to Cody Latimer for 20 yards (tackle by D.J. White),0.830,3.120
4,9:02,1,10,IND 37,22,13,C.J. Anderson left guard for 1 yard (tackle by Anthony Walker and Al Woods),3.120,2.710
4,8:22,2,9,IND 36,22,13,C.J. Anderson middle for 5 yards (tackle by Jabaal Sheard and Antonio Morrison),2.710,2.680
4,7:40,3,4,IND 31,22,13,C.J. Anderson right tackle for 7 yards,2.680,3.970
4,6:56,1,10,IND 24,22,13,Devontae Booker left end for 2 yards (tackle by Quincy Wilson),3.970,3.700
4,6:10,2,8,IND 22,22,13,Devontae Booker right end for no gain (tackle by Matthias Farley),3.700,3.010
4,5:25,3,8,IND 22,22,13,Brock Osweiler pass incomplete short right intended for C.J. Anderson. Penalty on C.J. Anderson: Illegal Touch Pass,3.010,1.990
4,5:18,4,8,IND 22,25,13,Brandon McManus 40 yard field goal good,1.990,3.000
4,5:13,,,DEN 35,25,13,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.610
4,5:13,1,10,IND 25,25,13,Jacoby Brissett pass incomplete short right intended for Jack Doyle,0.610,0.060
4,5:07,2,10,IND 25,25,13,Jacoby Brissett pass complete short right to Jack Doyle for 4 yards (tackle by Aqib Talib),0.060,-0.100
4,4:43,3,6,IND 29,25,13,Jacoby Brissett pass complete short right to Jack Doyle for 7 yards,-0.100,1.330
4,4:35,1,10,IND 36,25,13,Jacoby Brissett pass incomplete short left intended for Kamar Aiken,1.330,0.790
4,4:30,2,10,IND 36,25,13,Jacoby Brissett pass complete short middle to Jack Doyle for 4 yards (tackle by Shane Ray),0.790,0.630
4,4:04,3,6,IND 40,25,13,Jacoby Brissett pass complete short right to Jack Doyle for 5 yards (tackle by Will Parks),0.630,-0.390
4,3:59,4,1,IND 45,25,13,Jacoby Brissett pass incomplete short middle intended for Chester Rogers,-0.390,-2.590
4,3:55,1,10,IND 45,25,13,C.J. Anderson middle for 2 yards (tackle by Jabaal Sheard and Grover Stewart),2.590,0.000
4,3:50,,,,,,Timeout #1 by Indianapolis Colts,0.000,-2.310
4,3:50,2,8,IND 43,25,13,C.J. Anderson right tackle for 16 yards (tackle by Matthias Farley),2.310,3.780
4,3:05,1,10,IND 27,25,13,C.J. Anderson middle for 6 yards,3.780,0.000
4,3:00,,,,,,Timeout #2 by Indianapolis Colts,0.000,-4.040
4,3:00,2,4,IND 21,25,13,C.J. Anderson right tackle for 1 yard (tackle by T.J. Green),4.040,0.000
4,2:56,,,,,,Timeout #3 by Indianapolis Colts,0.000,-3.470
4,2:56,3,3,IND 20,25,13,C.J. Anderson right tackle for 7 yards (tackle by Antonio Morrison and Hassan Ridgeway),3.470,4.710
4,2:12,1,10,IND 13,25,13,C.J. Anderson right tackle for -1 yards (tackle by T.J. Green),4.710,3.900
4,2:00,2,11,IND 14,25,13,Devontae Booker middle for 2 yards (tackle by Grover Stewart),3.900,3.280
4,1:16,3,9,IND 12,25,13,Devontae Booker middle for -1 yards (tackle by Joey Mbu),3.280,0.000
4,0:31,,,,,,Timeout #2 by Denver Broncos,0.000,-2.570
4,0:31,4,10,IND 13,25,13,Devontae Booker middle for no gain (tackle by T.J. Green and Antonio Morrison),2.570,0.320
4,0:27,1,10,IND 13,25,13,Jacoby Brissett kneels for -1 yards,-0.320,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
