Quarter,Time,Down,ToGo,Location,GNB,HOU,Detail,EPB,EPA
2,5:04,1,10,HOU 46,14,0,"Deshaun Watson sacked by Rashan Gary for no gain. Penalty on Kenny Clark: Defensive Offside, 5 yards (no play)",1.990,2.720
2,4:46,1,5,GNB 49,14,0,Deshaun Watson pass complete deep left to Randall Cobb for 28 yards,2.720,4.170
2,4:27,1,10,GNB 21,14,0,"Deshaun Watson pass complete short left to Brandin Cooks for 16 yards (tackle by Adrian Amos). Penalty on Nick Martin: Offensive Holding, 10 yards (no play)",4.170,3.510
2,3:58,1,20,GNB 31,14,0,Deshaun Watson pass incomplete short middle intended for Will Fuller (defended by Raven Greene),3.510,2.280
2,3:55,2,20,GNB 31,14,0,Deshaun Watson sacked by Krys Barnes for -5 yards,2.280,0.960
2,3:16,3,25,GNB 36,14,0,Deshaun Watson pass complete short right to Randall Cobb for 14 yards,0.960,1.990
2,2:41,4,11,GNB 22,14,0,Ka'imi Fairbairn 41 yard field goal no good,1.990,-1.000
2,2:38,1,10,GNB 31,14,0,Aaron Rodgers pass complete short left to Davante Adams for 15 yards (tackle by Tyrell Adams),1.000,1.990
2,2:06,1,10,GNB 46,14,0,Aaron Rodgers pass incomplete short left intended for Davante Adams,1.990,1.450
2,2:03,2,10,GNB 46,14,0,Jamaal Williams right guard for no gain (tackle by Charles Omenihu),1.450,0.760
2,1:58,3,10,GNB 46,14,0,Aaron Rodgers pass complete short left to Davante Adams for 16 yards (tackle by Phillip Gaines),0.760,3.050
2,1:51,1,10,HOU 38,14,0,Aaron Rodgers pass complete short left to Jamaal Williams for 6 yards (tackle by Justin Reid and Tyrell Adams),3.050,3.320
2,1:28,2,4,HOU 32,14,0,Jamaal Williams left guard for 9 yards (tackle by Michael Thomas and Justin Reid),3.320,4.040
2,0:49,1,10,HOU 23,14,0,Aaron Rodgers pass complete short left to Jamaal Williams for 15 yards (tackle by Justin Reid),4.040,5.370
2,0:30,,,,,,Timeout #1 by Green Bay Packers,,
2,0:30,1,8,HOU 8,14,0,Jamaal Williams up the middle for 7 yards (tackle by Michael Thomas and Lonnie Johnson),5.370,5.910
2,0:18,,,,,,Timeout #2 by Green Bay Packers,,
2,0:18,2,1,HOU 1,20,0,"Aaron Rodgers pass complete short left to Malik Taylor for 1 yard, touchdown",5.910,7.000
2,0:14,,,HOU 15,21,0,Mason Crosby kicks extra point good,0.000,0.000
2,0:14,,,GNB 35,21,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
2,0:14,1,10,HOU 25,21,0,David Johnson left guard for 3 yards (tackle by Chandon Sullivan),0.610,0.470
Quarter,Time,Down,ToGo,Location,GNB,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 35,21,0,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,HOU 25,21,0,David Johnson right tackle for 3 yards (tackle by Krys Barnes and Will Redmond),0.610,0.470
3,14:33,2,7,HOU 28,21,0,David Johnson up the middle for 4 yards (tackle by Ty Summers),0.470,0.300
3,13:51,3,3,HOU 32,21,0,Deshaun Watson left end for 3 yards (tackle by Preston Smith),0.300,1.270
3,13:20,1,10,HOU 35,21,0,Deshaun Watson pass complete short middle to Randall Cobb for 9 yards (tackle by Ty Summers),1.270,1.940
3,12:46,2,1,HOU 44,21,0,Deshaun Watson pass complete short right to Brandin Cooks for 11 yards (tackle by Josh Jackson),1.940,2.590
3,12:15,1,10,GNB 45,21,0,"Deshaun Watson pass incomplete short left intended for Kenny Stills (defended by Will Redmond). Penalty on Will Redmond: Unnecessary Roughness, 15 yards (no play)",2.590,3.580
3,12:12,1,10,GNB 30,21,0,"Penalty on Senio Kelemete: False Start, 5 yards (no play)",3.580,3.250
3,12:12,1,15,GNB 35,21,0,Deshaun Watson pass complete short left to Brandin Cooks for 8 yards (tackle by Will Redmond),3.250,3.440
3,11:46,2,7,GNB 27,21,0,David Johnson right guard for 1 yard (tackle by Kenny Clark and Will Redmond),3.440,2.870
3,11:06,3,6,GNB 26,21,0,Deshaun Watson pass complete short middle to Brandin Cooks for 8 yards (tackle by Raven Greene),2.870,4.370
3,10:28,1,10,GNB 18,21,0,Deshaun Watson pass complete short left to David Johnson for 16 yards (tackle by Will Redmond),4.370,6.740
3,9:44,1,2,GNB 2,21,0,David Johnson up the middle for -1 yards (tackle by Kamal Martin and Kingsley Keke),6.740,5.530
3,9:02,2,3,GNB 3,21,6,"Deshaun Watson pass complete short left to David Johnson for 3 yards, touchdown",5.530,7.000
3,8:55,,,GNB 15,21,7,Ka'imi Fairbairn kicks extra point good,0.000,0.000
3,8:55,,,HOU 35,21,7,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,8:55,1,10,GNB 25,21,7,Aaron Rodgers pass complete short right to Davante Adams for 6 yards (tackle by Phillip Gaines),0.610,0.870
3,8:15,2,4,GNB 31,21,7,Aaron Rodgers pass complete short middle to Jamaal Williams for -1 yards (tackle by Tyrell Adams),0.870,0.040
3,7:29,3,5,GNB 30,21,7,Aaron Rodgers pass complete short right to Davante Adams for 9 yards (tackle by Eric Murray),0.040,1.530
3,6:55,1,10,GNB 39,21,7,Aaron Rodgers pass complete short left to Malik Taylor for 5 yards (tackle by Eric Murray),1.530,1.660
3,6:18,2,5,GNB 44,21,7,Jamaal Williams right tackle for 5 yards (tackle by Zach Cunningham and Phillip Gaines),1.660,2.190
3,5:36,1,10,GNB 49,21,7,Jamaal Williams left guard for 6 yards (tackle by J.J. Watt),2.190,2.460
3,4:55,2,4,HOU 45,21,7,Aaron Rodgers pass incomplete short left intended for Davante Adams,2.460,1.750
3,4:51,3,4,HOU 45,27,7,"Aaron Rodgers pass complete deep right to Davante Adams for 45 yards, touchdown",1.750,7.000
3,4:44,,,HOU 15,28,7,Mason Crosby kicks extra point good,0.000,0.000
3,4:44,,,GNB 35,28,7,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
3,4:44,1,10,HOU 25,28,7,Deshaun Watson pass incomplete short right intended for Brandin Cooks,0.610,0.060
3,4:40,2,10,HOU 25,28,7,Deshaun Watson pass complete short right to Duke Johnson for 6 yards (tackle by Raven Greene),0.060,0.170
3,4:03,3,4,HOU 31,28,7,Deshaun Watson pass incomplete short left intended for Randall Cobb (defended by Chandon Sullivan),0.170,-1.310
3,3:59,4,4,HOU 31,28,7,"Bryan Anger punts 45 yards, fair catch by Darrius Shepherd at GB-24",-1.310,-0.540
3,3:52,1,10,GNB 24,28,7,AJ Dillon left guard for no gain (tackle by Tyrell Adams),0.540,0.000
3,3:10,2,10,GNB 24,28,7,Aaron Rodgers pass incomplete short right intended for Marcedes Lewis,0.000,-0.690
3,3:04,3,10,GNB 24,28,7,Aaron Rodgers pass incomplete deep left intended for Davante Adams,-0.690,-1.770
3,3:00,4,10,GNB 24,28,7,"JK Scott punts 57 yards, returned by DeAndre Carter for 14 yards (tackle by Hunter Bradley and Ty Summers)",-1.770,-1.140
3,2:48,1,10,HOU 33,28,7,David Johnson right guard for 13 yards (tackle by Adrian Amos),1.140,1.990
3,2:14,1,10,HOU 46,28,7,"Deshaun Watson pass complete short right to Duke Johnson for 9 yards (tackle by Billy Winn and Oren Burks). Duke Johnson fumbles (forced by Oren Burks), recovered by Duke Johnson at GB-45",1.990,2.670
3,1:43,2,1,GNB 45,28,7,Deshaun Watson pass complete short right to Duke Johnson for 30 yards (tackle by Josh Jackson),2.670,4.580
3,1:11,1,10,GNB 15,28,7,Deshaun Watson pass complete short left to Duke Johnson for 1 yard (tackle by Kamal Martin),4.580,4.110
3,0:27,2,9,GNB 14,28,7,Deshaun Watson left end for 6 yards (tackle by Oren Burks),4.110,4.450
Quarter,Time,Down,ToGo,Location,GNB,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,GNB 8,28,7,Deshaun Watson sacked by Adrian Amos for -12 yards,4.450,2.120
4,14:16,4,15,GNB 20,28,10,Ka'imi Fairbairn 38 yard field goal good,2.120,3.000
4,14:12,,,HOU 35,28,10,"Ka'imi Fairbairn kicks off 56 yards, returned by Darrius Shepherd for 17 yards (tackle by Dylan Cole)",0.000,0.670
4,14:07,1,10,GNB 26,28,10,Jamaal Williams right guard for 3 yards (tackle by Eric Murray and Zach Cunningham),0.670,0.540
4,13:27,2,7,GNB 29,28,10,Aaron Rodgers pass complete short left to Davante Adams for 6 yards (tackle by Justin Reid),0.540,0.630
4,12:53,3,1,GNB 35,28,10,Jamaal Williams up the middle for -3 yards (tackle by J.J. Watt),0.630,-1.240
4,12:17,4,4,GNB 32,28,10,"JK Scott punts blocked by Buddy Howell, recovered by Dylan Cole. Penalty on Ka'dar Hollman: Illegal Use of Hands, 10 yards",-1.240,-4.110
4,12:08,1,10,GNB 22,28,10,Deshaun Watson pass complete short right to Randall Cobb for 5 yards (tackle by Chandon Sullivan),4.110,4.290
4,11:38,2,5,GNB 17,28,10,Deshaun Watson pass incomplete short right,4.290,3.560
4,11:31,3,5,GNB 17,28,10,Deshaun Watson left end for 9 yards (tackle by Kamal Martin),3.560,5.370
4,10:51,1,8,GNB 8,28,10,Deshaun Watson pass incomplete short middle intended for Randall Cobb,5.370,4.570
4,10:47,2,8,GNB 8,28,10,Deshaun Watson pass incomplete short right intended for Kenny Stills,4.570,3.580
4,10:44,3,8,GNB 8,28,10,Deshaun Watson pass complete short left to Duke Johnson for -3 yards (tackle by Vernon Scott),3.580,2.700
4,9:59,4,11,GNB 11,28,13,Ka'imi Fairbairn 29 yard field goal good,2.700,3.000
4,9:56,,,HOU 35,28,13,"Ka'imi Fairbairn kicks off 63 yards, returned by Darrius Shepherd for 19 yards (tackle by Kyle Emanuel and Cullen Gillaspia)",0.000,0.340
4,9:52,1,10,GNB 21,28,13,Aaron Rodgers pass incomplete deep right intended for Marquez Valdes-Scantling,0.340,-0.200
4,9:46,2,10,GNB 21,28,13,Aaron Rodgers pass incomplete short left intended for Jamaal Williams,-0.200,-0.890
4,9:44,3,10,GNB 21,28,13,Aaron Rodgers pass incomplete short left intended for Marquez Valdes-Scantling,-0.890,-1.960
4,9:39,4,10,GNB 21,28,13,"JK Scott punts 41 yards, fair catch by DeAndre Carter at HOU-38",-1.960,-1.470
4,9:32,1,10,HOU 38,28,13,David Johnson up the middle for 4 yards (tackle by Billy Winn),1.470,1.460
4,9:05,2,6,HOU 42,28,13,David Johnson right tackle for 1 yard (tackle by Kamal Martin),1.460,0.890
4,8:26,3,5,HOU 43,28,13,"Deshaun Watson pass complete deep left to Brandin Cooks for 16 yards (tackle by Jaire Alexander). Penalty on Laremy Tunsil: Offensive Holding, 10 yards (no play)",0.890,-0.430
4,7:53,3,15,HOU 33,28,13,Deshaun Watson up the middle for 14 yards (tackle by Za'Darius Smith),-0.430,-0.260
4,7:04,,,,,,Timeout #1 by Houston Texans,,
4,7:04,4,1,HOU 47,28,13,Deshaun Watson left tackle for -1 yards (tackle by Preston Smith),-0.260,-2.520
4,6:58,1,10,HOU 46,28,13,Jamaal Williams up the middle for 4 yards (tackle by Brandon Dunn),2.520,2.520
4,6:22,2,6,HOU 42,28,13,Marquez Valdes-Scantling left end for 9 yards (tackle by Lonnie Johnson),2.520,3.380
4,5:33,1,10,HOU 33,28,13,Jamaal Williams up the middle for -2 yards (tackle by J.J. Watt),3.380,2.570
4,4:48,2,12,HOU 35,28,13,Jamaal Williams left end for 5 yards (tackle by Zach Cunningham),2.570,2.540
4,4:41,,,,,,Timeout #2 by Houston Texans,,
4,4:41,3,7,HOU 30,28,13,Aaron Rodgers pass complete short right to Davante Adams for 16 yards (tackle by Phillip Gaines),2.540,4.650
4,4:30,,,,,,Timeout #3 by Houston Texans,,
4,4:30,1,10,HOU 14,28,13,Jamaal Williams left end for 13 yards (tackle by Zach Cunningham and Eric Murray),4.650,6.970
4,3:43,1,1,HOU 1,34,13,"Jamaal Williams right guard for 1 yard, touchdown",6.970,7.000
4,3:40,,,HOU 15,35,13,Mason Crosby kicks extra point good,0.000,0.000
4,3:40,,,GNB 35,35,13,"Mason Crosby kicks off 65 yards, touchback.",0.000,0.610
4,3:40,1,10,HOU 25,35,13,Deshaun Watson pass complete short middle to David Johnson for 15 yards (tackle by Kamal Martin),0.610,1.600
4,3:16,1,10,HOU 40,35,13,Deshaun Watson pass complete short right to Randall Cobb for 13 yards (tackle by Kamal Martin),1.600,2.460
4,2:49,1,10,GNB 47,35,13,Deshaun Watson pass complete deep middle to Kenny Stills for 18 yards (tackle by Adrian Amos),2.460,3.640
4,2:25,1,10,GNB 29,35,13,Deshaun Watson left end for 3 yards (tackle by Chandon Sullivan),3.640,3.510
4,2:01,2,7,GNB 26,35,13,Deshaun Watson pass complete short middle to Brandin Cooks for 8 yards (tackle by Henry Black),3.510,4.370
4,1:55,1,10,GNB 18,35,13,Deshaun Watson pass complete short left to Brandin Cooks for 12 yards (tackle by Josh Jackson),4.370,5.830
4,1:49,1,6,GNB 6,35,13,Deshaun Watson pass incomplete short right intended for Brandin Cooks,5.830,4.950
4,1:43,2,6,GNB 6,35,13,Deshaun Watson pass incomplete short middle intended for Will Fuller (defended by Jaire Alexander),4.950,4.040
4,1:37,3,6,GNB 6,35,19,"Deshaun Watson pass complete short left to Will Fuller for 6 yards, touchdown",4.040,7.000
4,1:33,,,GNB 15,35,20,Ka'imi Fairbairn kicks extra point,0.000,0.000
4,1:33,,,HOU 35,35,20,"Ka'imi Fairbairn kicks onside 18 yards, recovered by Michael Thomas",0.000,-2.460
4,1:30,1,10,GNB 47,35,20,"Deshaun Watson pass complete short middle to David Johnson for 8 yards (tackle by Henry Black). David Johnson fumbles (forced by Henry Black), recovered by Adrian Amos at GB-32 (tackle by Brandin Cooks)",2.460,-1.070
4,1:22,1,10,GNB 32,35,20,Tim Boyle kneels for -1 yards,1.070,0.390
4,0:40,2,11,GNB 31,35,20,Tim Boyle kneels for no gain,0.390,-0.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
