Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
3,6:51,2,8,BUF 28,21,7,Josh Allen pass incomplete short left intended for Tommy Sweeney,0.400,-0.300
3,6:45,3,8,BUF 28,21,7,Josh Allen pass complete short right to John Brown for 3 yards (tackle by B.J. Hill),-0.300,-1.310
3,6:10,4,5,BUF 31,21,7,"Corey Bojorquez punts 51 yards, returned by T.J. Jones for 2 yards (tackle by Siran Neal)",-1.310,-0.280
3,5:58,1,10,NYG 20,21,7,Saquon Barkley up the middle for -1 yards (tackle by Darryl Johnson and Siran Neal),0.280,-0.460
3,5:37,2,11,NYG 19,21,7,Eli Manning pass complete short middle to Bennie Fowler for 8 yards (tackle by Dean Marlowe),-0.460,-0.030
3,5:02,3,3,NYG 27,21,7,Eli Manning pass incomplete short left intended for Evan Engram (defended by Levi Wallace),-0.030,-1.570
3,4:57,4,3,NYG 27,21,7,Riley Dixon punts 48 yards out of bounds,-1.570,-0.610
3,4:49,1,10,BUF 25,21,7,"Penalty on Dion Dawkins: False Start, 5 yards (no play)",0.610,0.280
3,4:49,1,15,BUF 20,21,7,Josh Allen pass incomplete short right intended for Zay Jones,0.280,-0.610
3,4:46,2,15,BUF 20,21,7,Josh Allen sacked by and Oshane Ximines for -4 yards,-0.610,-2.140
3,4:01,3,19,BUF 16,21,7,Josh Allen pass complete short middle to Cole Beasley for 11 yards (tackle by Michael Thomas),-2.140,-1.570
3,3:21,4,8,BUF 27,21,7,Corey Bojorquez punts 49 yards out of bounds,-1.570,-0.540
3,3:13,1,10,NYG 24,21,7,Saquon Barkley right end for 1 yard (tackle by Jerry Hughes and Harrison Phillips),0.540,0.130
3,2:36,2,9,NYG 25,21,7,Eli Manning pass complete short right to Bennie Fowler for 12 yards (tackle by Tre'Davious White),0.130,1.400
3,2:04,1,10,NYG 37,21,7,Eli Manning pass complete short right to Bennie Fowler for 14 yards (tackle by Micah Hyde),1.400,2.320
3,1:27,1,10,BUF 49,21,7,Saquon Barkley right tackle for 5 yards (tackle by Tremaine Edmunds and Matt Milano),2.320,2.460
3,0:51,2,5,BUF 44,21,7,Eli Manning pass complete short middle to Cody Core for 11 yards (tackle by Tre'Davious White),2.460,3.380
3,0:14,1,10,BUF 33,21,7,Saquon Barkley right tackle for 10 yards (tackle by Jordan Phillips and Siran Neal),3.380,4.040
Quarter,Time,Down,ToGo,Location,BUF,NYG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 23,21,7,Eli Manning pass complete short left to T.J. Jones for 6 yards (tackle by Levi Wallace),4.040,4.380
4,14:28,2,4,BUF 17,21,7,Saquon Barkley right guard for 2 yards (tackle by Tre'Davious White and Darryl Johnson),4.380,4.050
4,13:45,3,2,BUF 15,21,7,Eli Manning pass complete short left to Evan Engram for no gain (tackle by Kevin Johnson),4.050,2.570
4,13:05,4,2,BUF 15,21,7,Eli Manning pass complete short middle to Cody Latimer for 9 yards (tackle by Jordan Poyer),2.570,5.830
4,12:40,1,6,BUF 6,21,7,Saquon Barkley right guard for 2 yards (tackle by Jerry Hughes),5.830,5.340
4,12:03,2,4,BUF 4,21,13,"Eli Manning pass complete short left to T.J. Jones for 4 yards, touchdown",5.340,7.000
4,11:56,,,BUF 15,21,14,Aldrick Rosas kicks extra point good,0.000,0.000
4,11:56,,,NYG 35,21,14,"Aldrick Rosas kicks off 65 yards, touchback.",0.000,0.610
4,11:56,1,10,BUF 25,21,14,Josh Allen pass complete short right to John Brown for 12 yards (tackle by Janoris Jenkins),0.610,1.400
4,11:17,1,10,BUF 37,21,14,"Devin Singletary right tackle for 16 yards (tackle by Janoris Jenkins and Antoine Bethea). Penalty on Dawson Knox: Illegal Blindside Block, 15 yards",1.400,1.550
4,10:41,1,9,BUF 38,21,14,"Josh Allen pass incomplete short left intended for Zay Jones (defended by Alec Ogletree). Penalty on Janoris Jenkins: Defensive Holding, 5 yards (no play)",1.550,1.800
4,10:36,1,10,BUF 43,21,14,Josh Allen up the middle for 9 yards (tackle by Markus Golden),1.800,2.470
4,9:52,2,1,NYG 48,21,14,Frank Gore left tackle for 4 yards (tackle by Dexter Lawrence and Lorenzo Carter),2.470,2.650
4,9:13,1,10,NYG 44,21,14,Isaiah McKenzie right end for 4 yards (tackle by Markus Golden),2.650,2.650
4,8:31,2,6,NYG 40,21,14,Josh Allen pass incomplete deep middle intended for Robert Foster (defended by Alec Ogletree),2.650,1.950
4,8:23,3,6,NYG 40,21,14,Josh Allen pass complete short right to John Brown for 17 yards (tackle by Janoris Jenkins),1.950,4.040
4,8:02,1,10,NYG 23,21,14,Devin Singletary left end for 20 yards (tackle by Antoine Bethea),4.040,6.510
4,7:30,1,3,NYG 3,21,14,Frank Gore right guard for no gain (tackle by B.J. Hill and Antoine Bethea),6.510,5.530
4,6:53,2,3,NYG 3,21,14,Josh Allen pass incomplete short left intended for Zay Jones,5.530,4.720
4,6:47,3,3,NYG 3,21,14,Josh Allen pass incomplete short right,4.720,3.040
4,6:40,4,3,NYG 3,21,14,"Stephen Hauschka yard field goal good. Penalty on Dexter Lawrence: Unnecessary Roughness, 1 yard (no play)",3.040,6.740
4,6:36,1,2,NYG 2,21,14,Frank Gore right end for 1 yard (tackle by Ryan Connelly),6.740,5.910
4,5:56,2,1,NYG 1,27,14,"Frank Gore left guard for 1 yard, touchdown",5.910,7.000
4,5:53,,,NYG 15,28,14,Stephen Hauschka kicks extra point good,0.000,0.000
4,5:53,,,BUF 35,28,14,"Stephen Hauschka kicks off 65 yards, touchback.",0.000,0.610
4,5:53,1,10,NYG 25,28,14,"Penalty on Ed Oliver: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
4,5:53,1,5,NYG 30,28,14,Eli Manning pass incomplete deep right intended for Bennie Fowler,1.340,0.740
4,5:47,2,5,NYG 30,28,14,Saquon Barkley right guard for 12 yards (tackle by Tremaine Edmunds and Micah Hyde),0.740,1.730
4,5:21,1,10,NYG 42,28,14,Eli Manning pass incomplete short right intended for Saquon Barkley,1.730,1.190
4,5:14,2,10,NYG 42,28,14,Eli Manning pass incomplete short middle intended for Wayne Gallman (defended by Harrison Phillips),1.190,0.500
4,5:10,3,10,NYG 42,28,14,Eli Manning pass incomplete short left intended for Russell Shepard (defended by Tremaine Edmunds),0.500,-0.590
4,5:06,4,10,NYG 42,28,14,Eli Manning pass incomplete short left intended for T.J. Jones,-0.590,-2.790
4,5:01,1,10,NYG 42,28,14,Frank Gore left guard for no gain (tackle by Ryan Connelly and Dexter Lawrence),2.790,2.240
4,4:56,,,,,,Timeout #1 by New York Giants,,
4,4:56,2,10,NYG 42,28,14,"Penalty on Ty Nsekhe: False Start, 5 yards (no play)",2.240,1.570
4,4:56,2,15,NYG 47,28,14,Devin Singletary left end for 4 yards (tackle by Deandre Baker),1.570,1.420
4,4:51,3,11,NYG 43,28,14,Frank Gore left end for 3 yards (tackle by Jabrill Peppers and Michael Thomas),1.420,0.590
4,4:46,,,,,,Timeout #2 by New York Giants,,
4,4:46,4,8,NYG 40,28,14,Corey Bojorquez punts 27 yards out of bounds,0.590,0.320
4,4:39,1,10,NYG 13,28,14,Eli Manning pass complete deep right to Evan Engram for 33 yards (tackle by Kevin Johnson),-0.320,1.990
4,4:10,1,10,NYG 46,28,14,Eli Manning pass complete short middle to Evan Engram for 3 yards (tackle by Matt Milano),1.990,1.860
4,3:45,,,,,,Timeout #1 by Buffalo Bills,,
4,3:45,2,7,NYG 49,28,14,Eli Manning pass incomplete short right intended for Saquon Barkley,1.860,1.160
4,3:42,3,7,NYG 49,28,14,Eli Manning pass deep middle intended for Bennie Fowler is intercepted by Jordan Poyer at BUF-2 and returned for no gain,1.160,0.380
4,3:34,1,10,BUF 2,28,14,"Penalty on Lee Smith: False Start, 1 yard (no play)",-0.380,-0.420
4,3:34,1,11,BUF 1,28,14,Frank Gore right guard for 3 yards (tackle by Ryan Connelly and R.J. McIntosh),-0.420,-0.630
4,3:29,,,,,,Timeout #3 by New York Giants,,
4,3:29,2,8,BUF 4,28,14,Frank Gore left guard for 9 yards (tackle by Antoine Bethea and Markus Golden),-0.630,-0.320
4,2:44,1,10,BUF 13,28,14,Frank Gore up the middle for 3 yards (tackle by Dexter Lawrence),-0.320,-0.440
4,2:00,2,7,BUF 16,28,14,Frank Gore right tackle for 6 yards (tackle by Markus Golden),-0.440,-0.350
4,1:18,3,1,BUF 22,28,14,Frank Gore right end for -2 yards (tackle by Dalvin Tomlinson and Ryan Connelly),-0.350,-2.030
4,0:35,4,3,BUF 20,28,14,Corey Bojorquez punts 40 yards out of bounds,-2.030,-1.600
4,0:26,1,10,NYG 40,28,14,Eli Manning pass complete short left to Evan Engram for 8 yards (tackle by Levi Wallace),1.600,2.130
4,0:06,2,2,NYG 48,28,14,Eli Manning pass complete short left to Russell Shepard for 12 yards (tackle by Levi Wallace),2.130,2.920
4,0:03,1,10,BUF 40,28,14,Eli Manning pass complete short left to T.J. Jones for 28 yards (tackle by Kevin Johnson),2.920,1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
