Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
1,5:39,1,10,ARI 16,7,7,Kareem Hunt left end for -2 yards (tackle by Corey Peters),4.510,3.640
1,4:56,2,12,ARI 18,7,7,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Tre Boston),3.640,3.370
1,4:08,3,8,ARI 14,7,7,"Penalty on Travis Kelce: False Start, 5 yards (no play)",3.370,2.850
1,3:44,3,13,ARI 19,7,7,Patrick Mahomes sacked by Chandler Jones for -8 yards,2.850,1.670
1,3:05,4,21,ARI 27,7,10,Harrison Butker 45 yard field goal good,1.670,3.000
1,3:00,,,KAN 35,7,10,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,3:00,1,10,ARI 25,7,10,David Johnson right guard for 2 yards (tackle by Derrick Nnadi),0.610,0.330
1,2:23,2,8,ARI 27,7,10,David Johnson right guard for no gain (tackle by Allen Bailey),0.330,-0.360
1,1:44,3,8,ARI 27,7,10,Josh Rosen pass incomplete short left intended for Larry Fitzgerald (defended by Chris Jones),-0.360,-1.570
1,1:39,4,8,ARI 27,7,10,"Andy Lee punts 53 yards, returned by Tyreek Hill for -2 yards (tackle by Dennis Gardeck)",-1.570,-0.040
1,1:27,1,10,KAN 18,7,10,Tyreek Hill right end for 20 yards (tackle by Antoine Bethea),0.040,1.470
1,0:53,1,10,KAN 38,7,10,Patrick Mahomes pass incomplete short left intended for Travis Kelce,1.470,0.920
1,0:47,2,10,KAN 38,7,10,Patrick Mahomes pass incomplete short right intended for Marcus Kemp,0.920,0.230
1,0:42,3,10,KAN 38,7,10,Patrick Mahomes pass complete deep middle to Demarcus Robinson for 17 yards (tackle by Antoine Bethea),0.230,2.590
Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,ARI 45,7,10,Kareem Hunt right tackle for 18 yards (tackle by Patrick Peterson),2.590,3.780
2,14:18,1,10,ARI 27,7,10,Patrick Mahomes pass complete short right to Kareem Hunt for 9 yards (tackle by Bene Benwikere),3.780,4.530
2,14:00,2,1,ARI 18,7,10,Kareem Hunt right end for -3 yards (tackle by Benson Mayowa),4.530,3.340
2,13:19,3,4,ARI 21,7,10,Patrick Mahomes sacked by Chandler Jones for -7 yards,3.340,1.590
2,12:35,4,11,ARI 28,7,13,Harrison Butker 46 yard field goal good,1.590,3.000
2,12:29,,,KAN 35,7,13,"Harrison Butker kicks off 62 yards, returned by T.J. Logan for 25 yards (tackle by Charvarius Ward)",0.000,0.810
2,12:24,1,10,ARI 28,7,13,Chase Edmonds up the middle for 2 yards (tackle by Xavier Williams),0.810,0.530
2,11:49,2,8,ARI 30,7,13,Josh Rosen pass incomplete deep right intended for Ricky Seals-Jones,0.530,-0.160
2,11:40,3,8,ARI 30,7,13,"Josh Rosen pass complete deep right to Christian Kirk for 15 yards (tackle by Dorian O'Daniel). Penalty on Andre Smith: Offensive Holding, 10 yards (no play)",-0.160,-1.480
2,11:15,3,18,ARI 20,7,13,Josh Rosen pass complete short right to T.J. Logan for 10 yards (tackle by Eric Murray and Daniel Sorensen),-1.480,-1.370
2,10:32,4,8,ARI 30,7,13,Andy Lee punts 43 yards out of bounds,-1.370,-0.740
2,10:24,1,10,KAN 27,7,13,Patrick Mahomes pass incomplete short right intended for Chris Conley,0.740,0.200
2,10:19,2,10,KAN 27,7,13,Kareem Hunt up the middle for 17 yards (tackle by Tre Boston),0.200,1.860
2,9:37,1,10,KAN 44,7,13,Kareem Hunt left tackle for 13 yards (tackle by Bene Benwikere and Tre Boston),1.860,2.720
2,9:01,1,10,ARI 43,7,13,Spencer Ware up the middle for 3 yards (tackle by Haason Reddick and Bene Benwikere),2.720,2.580
2,8:22,2,7,ARI 40,7,13,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Haason Reddick),2.580,3.580
2,7:44,1,10,ARI 30,7,13,Patrick Mahomes pass complete short right to Chris Conley for 22 yards (tackle by Budda Baker),3.580,5.370
2,6:59,1,8,ARI 8,7,13,Patrick Mahomes sacked by Rodney Gunter for -7 yards,5.370,3.460
2,6:19,2,15,ARI 15,7,13,Patrick Mahomes pass complete short middle to Travis Kelce for 1 yard (tackle by Corey Peters and Olsen Pierre),3.460,3.000
2,5:36,3,14,ARI 14,7,19,"Patrick Mahomes pass complete short middle to Tyreek Hill for 14 yards, touchdown. Penalty on Tyreek Hill: Unsportsmanlike Conduct, 15 yards",3.000,7.000
2,5:31,,,ARI 15,7,20,Harrison Butker kicks extra point good,0.000,0.000
2,5:31,,,KAN 20,7,20,"Harrison Butker kicks off 76 yards, returned by T.J. Logan for 28 yards (tackle by Jordan Lucas)",0.000,1.070
2,5:23,1,10,ARI 32,7,20,David Johnson up the middle for 7 yards (tackle by Reggie Ragland),1.070,1.470
2,4:42,2,3,ARI 39,7,20,David Johnson up the middle for 7 yards (tackle by Ben Niemann),1.470,1.990
2,4:02,1,10,ARI 46,7,20,Josh Rosen pass complete short right to David Johnson for 24 yards (tackle by Ron Parker),1.990,3.580
2,3:18,1,10,KAN 30,7,20,Josh Rosen sacked by Ron Parker for -6 yards,3.580,2.220
2,2:36,2,16,KAN 36,7,20,"Josh Rosen sacked by Chris Jones for -14 yards. Josh Rosen fumbles (forced by Chris Jones), recovered by Mason Cole at ARI-47 (tackle by Dee Ford)",2.220,-0.690
2,2:00,3,33,ARI 47,7,20,Josh Rosen pass complete short middle to T.J. Logan for 4 yards (tackle by Dorian O'Daniel). Penalty on Andre Smith: Offensive Holding (Declined),-0.690,0.000
2,1:53,4,29,KAN 49,7,20,"Andy Lee punts 49 yards, touchback.",0.000,-0.280
2,1:46,1,10,KAN 20,7,20,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards (tackle by Patrick Peterson),0.280,0.270
2,1:26,2,6,KAN 24,7,20,Patrick Mahomes pass complete short left to Demarcus Robinson for 5 yards (tackle by Bene Benwikere),0.270,0.230
2,1:19,3,1,KAN 29,7,20,Patrick Mahomes pass complete short right to Demarcus Robinson for 8 yards (tackle by Josh Bynes and Bene Benwikere),0.230,1.400
2,1:11,,,,,,Timeout #1 by Kansas City Chiefs,,
2,1:11,1,10,KAN 37,7,20,Patrick Mahomes pass complete short right to Spencer Ware for 7 yards (tackle by Corey Peters),1.400,1.800
2,0:49,2,3,KAN 44,7,20,Patrick Mahomes sacked by Benson Mayowa for -8 yards,1.800,0.040
2,0:42,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:42,3,11,KAN 36,7,20,Patrick Mahomes pass incomplete short right intended for Demarcus Robinson,0.040,-0.980
2,0:26,4,11,KAN 36,7,20,"Dustin Colquitt punts 52 yards, returned by Christian Kirk for 6 yards (tackle by Charvarius Ward)",-0.980,-0.040
2,0:25,1,10,ARI 18,7,20,Josh Rosen pass incomplete short left intended for David Johnson (defended by Chris Jones),0.040,-0.490
2,0:16,2,10,ARI 18,7,20,Josh Rosen kneels for -1 yards,-0.490,-1.340
Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,20,"Harrison Butker kicks off 62 yards, returned by T.J. Logan for 36 yards (tackle by Harrison Butker)",0.000,1.530
3,14:52,1,10,ARI 39,7,20,David Johnson right tackle for 3 yards (tackle by Dee Ford),1.530,1.390
3,14:13,2,7,ARI 42,7,20,David Johnson up the middle for 3 yards (tackle by Chris Jones and Dorian O'Daniel),1.390,1.090
3,13:30,3,4,ARI 45,7,20,Josh Rosen pass complete short right to Larry Fitzgerald for 5 yards (tackle by Kendall Fuller),1.090,2.260
3,12:46,1,10,ARI 50,7,20,David Johnson right tackle for 11 yards (tackle by Reggie Ragland),2.260,2.980
3,12:09,1,10,KAN 39,7,20,David Johnson up the middle for 4 yards (tackle by Ben Niemann),2.980,2.980
3,11:31,2,6,KAN 35,7,20,Josh Rosen pass complete short left to David Johnson for 1 yard (tackle by Justin Houston),2.980,2.410
3,10:46,3,5,KAN 34,7,20,Josh Rosen pass complete short right to Christian Kirk for 6 yards (tackle by Orlando Scandrick),2.410,3.710
3,10:08,1,10,KAN 28,7,20,Josh Rosen pass complete short middle to Larry Fitzgerald for 13 yards (tackle by Eric Murray),3.710,4.580
3,9:22,1,10,KAN 15,7,20,David Johnson up the middle for 2 yards (tackle by Reggie Ragland),4.580,4.280
3,8:42,2,8,KAN 13,7,20,Josh Rosen pass incomplete short right,4.280,3.400
3,8:37,3,8,KAN 13,7,20,"Josh Rosen pass incomplete short right intended for Christian Kirk. Penalty on Dee Ford: Roughing the Passer, 7 yards (no play)",3.400,5.830
3,8:32,1,6,KAN 6,7,20,Chase Edmonds left tackle for 5 yards (tackle by Reggie Ragland),5.830,5.910
3,7:51,,,,,,Timeout #1 by Kansas City Chiefs,,
3,7:50,2,1,KAN 1,13,20,"David Johnson up the middle for 1 yard, touchdown",5.910,7.000
3,7:48,,,KAN 15,14,20,Phil Dawson kicks extra point good,0.000,0.000
3,7:48,,,ARI 35,14,20,"Phil Dawson kicks off 59 yards, (tackle by Deone Bucannon)",0.000,-0.320
3,7:42,1,10,KAN 13,14,20,Kareem Hunt up the middle for -1 yards (tackle by Markus Golden),-0.320,-0.850
3,7:04,2,11,KAN 12,14,20,Patrick Mahomes pass complete short right to Travis Kelce for 10 yards (tackle by Haason Reddick),-0.850,-0.350
3,6:30,3,1,KAN 22,14,20,Patrick Mahomes right end for 3 yards (tackle by Haason Reddick and Markus Golden),-0.350,0.610
3,5:53,1,10,KAN 25,14,20,Kareem Hunt right tackle for 14 yards (tackle by Chandler Jones),0.610,1.530
3,5:07,1,10,KAN 39,14,20,Patrick Mahomes right end for 5 yards (tackle by Patrick Peterson),1.530,1.660
3,4:23,2,5,KAN 44,14,20,"Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Antoine Bethea). Travis Kelce fumbles, ball out of bounds at ARI-46 (forced by Antoine Bethea)",1.660,2.460
3,3:58,1,10,ARI 47,14,20,Kareem Hunt left end for -4 yards (tackle by Zach Moore),2.460,1.370
3,3:18,2,14,KAN 49,14,20,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill (defended by Josh Bynes),1.370,0.700
3,3:12,3,14,KAN 49,14,20,Patrick Mahomes pass complete short right to Anthony Sherman for 2 yards (tackle by Olsen Pierre and Budda Baker),0.700,0.000
3,2:38,4,12,ARI 49,14,20,"Dustin Colquitt punts 49 yards, touchback.",0.000,-0.280
3,2:32,1,10,ARI 20,14,20,David Johnson right tackle for 3 yards (tackle by Xavier Williams),0.280,0.140
3,1:48,2,7,ARI 23,14,20,Josh Rosen pass complete short right to Christian Kirk for 2 yards (tackle by Ben Niemann),0.140,-0.300
3,1:11,3,5,ARI 25,14,20,Josh Rosen pass complete short left to Larry Fitzgerald for 4 yards (tackle by Orlando Scandrick and Kendall Fuller),-0.300,-1.440
3,0:28,4,1,ARI 29,14,20,Andy Lee punts 47 yards out of bounds,-1.440,-0.540
3,0:20,1,10,KAN 24,14,20,Patrick Mahomes pass complete short left to Tyreek Hill for 16 yards (tackle by Bene Benwikere),0.540,1.600
Quarter,Time,Down,ToGo,Location,ARI,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 40,14,20,Patrick Mahomes pass complete short right to Tyreek Hill for 4 yards,1.600,1.590
4,14:23,2,6,KAN 44,14,20,"Patrick Mahomes pass incomplete short right. Penalty on Eric Fisher: Offensive Holding, 10 yards (no play)",1.590,0.240
4,14:15,2,16,KAN 34,14,20,Kareem Hunt up the middle for 6 yards (tackle by Budda Baker),0.240,0.370
4,13:32,3,10,KAN 40,14,20,Patrick Mahomes sacked by Josh Bynes for -7 yards,0.370,-1.180
4,12:58,4,17,KAN 33,14,20,"Dustin Colquitt punts 52 yards, returned by Christian Kirk for 2 yards (tackle by Marcus Kemp)",-1.180,0.060
4,12:50,1,10,ARI 17,14,20,Josh Rosen pass complete deep left to David Johnson for 23 yards (tackle by Ben Niemann),-0.060,1.600
4,12:19,1,10,ARI 40,14,20,Josh Rosen pass short left intended for David Johnson is intercepted by Justin Houston at ARI-35 and returned for 4 yards,1.600,-3.510
4,12:12,1,10,ARI 31,14,20,Kareem Hunt left end for 6 yards (tackle by Patrick Peterson),3.510,3.780
4,11:40,2,4,ARI 25,14,20,Patrick Mahomes pass complete short left to Travis Kelce for 6 yards (tackle by Bene Benwikere),3.780,4.310
4,11:01,1,10,ARI 19,14,20,Patrick Mahomes pass complete short left to Kareem Hunt for 16 yards (tackle by Antoine Bethea),4.310,6.510
4,10:24,1,3,ARI 3,14,26,"Spencer Ware up the middle for 3 yards, touchdown",6.510,7.000
4,10:14,,,ARI 2,14,26,"Two Point Attempt: Patrick Mahomes pass incomplete intended for Travis Kelce, conversion fails",0.000,-1.000
4,10:14,,,KAN 35,14,26,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
4,10:14,1,10,ARI 25,14,26,David Johnson up the middle for 8 yards (tackle by Orlando Scandrick),0.610,1.140
4,9:40,2,2,ARI 33,14,26,David Johnson up the middle for 4 yards (tackle by Xavier Williams and Jarvis Jenkins),1.140,1.400
4,9:03,1,10,ARI 37,14,26,JJ Nelson left end for -10 yards (tackle by Dee Ford),1.400,-0.490
4,8:23,2,20,ARI 27,14,26,Josh Rosen pass incomplete short left,-0.490,-1.150
4,8:19,3,20,ARI 27,14,26,Josh Rosen pass incomplete deep middle intended for JJ Nelson (defended by Orlando Scandrick). Penalty on Andre Smith: Offensive Holding (Declined),-1.150,-1.570
4,8:11,4,20,ARI 27,14,26,"Andy Lee punts 55 yards, returned by Tyreek Hill for 2 yards. Penalty on Demetrius Harris: Illegal Block Above the Waist, 10 yards",-1.570,0.380
4,7:49,1,10,KAN 10,14,26,Kareem Hunt left guard for 3 yards (tackle by Markus Golden),-0.380,-0.560
4,7:15,2,7,KAN 13,14,26,Kareem Hunt left end for no gain (tackle by Bene Benwikere),-0.560,-1.070
4,6:30,3,7,KAN 13,14,26,Patrick Mahomes pass incomplete deep right intended for Tyreek Hill,-1.070,-2.490
4,6:22,4,7,KAN 13,14,26,"Dustin Colquitt punts 48 yards, returned by Christian Kirk for no gain. Penalty on Trent Sherfield: Illegal Block Above the Waist, 10 yards",-2.490,-0.540
4,6:11,1,10,ARI 24,14,26,Josh Rosen pass complete short middle to Ricky Seals-Jones for 6 yards (tackle by Eric Murray),0.540,0.810
4,5:50,2,4,ARI 30,14,26,Josh Rosen pass incomplete short left intended for Christian Kirk,0.810,0.100
4,5:48,3,4,ARI 30,14,26,David Johnson up the middle for 10 yards (tackle by Eric Murray),0.100,1.600
4,5:21,1,10,ARI 40,14,26,Josh Rosen sacked by Chris Jones for -7 yards,1.600,0.110
4,4:55,2,17,ARI 33,14,26,Josh Rosen pass complete short middle to David Johnson for 7 yards (tackle by Dorian O'Daniel and Daniel Sorensen),0.110,0.370
4,4:31,3,10,ARI 40,14,26,Josh Rosen pass complete short right to Ricky Seals-Jones for 10 yards (tackle by Daniel Sorensen),0.370,2.260
4,4:01,1,10,ARI 50,14,26,Josh Rosen pass complete short left to Larry Fitzgerald for 15 yards (tackle by Kendall Fuller),2.260,3.250
4,3:36,1,10,KAN 35,14,26,Josh Rosen pass incomplete short right intended for Ricky Seals-Jones,3.250,2.700
4,3:30,2,10,KAN 35,14,26,"Chase Edmonds up the middle for no gain (tackle by Eric Murray). Penalty on Jeremy Vujnovich: Offensive Holding, 10 yards (no play)",2.700,1.350
4,3:23,2,20,KAN 45,14,26,Josh Rosen sacked by Allen Bailey for -8 yards,1.350,-0.360
4,2:54,3,28,ARI 47,14,26,Josh Rosen pass incomplete short left intended for Ricky Seals-Jones,-0.360,-0.260
4,2:49,4,28,ARI 47,14,26,Josh Rosen sacked by Dee Ford for -7 yards,-0.260,-2.920
4,2:43,1,10,ARI 40,14,26,Kareem Hunt right end for -2 yards (tackle by Rodney Gunter),2.920,2.100
4,2:38,,,,,,Timeout #1 by Arizona Cardinals,,
4,2:38,2,12,ARI 42,14,26,Kareem Hunt up the middle for 1 yard (tackle by Bene Benwikere),2.100,1.550
4,2:32,,,,,,Timeout #2 by Arizona Cardinals,,
4,2:32,3,11,ARI 41,14,26,Kareem Hunt right guard for 1 yard (tackle by Josh Bynes). Penalty on Eric Fisher: Offensive Holding (Declined),1.550,0.590
4,2:27,4,10,ARI 40,14,26,"Dustin Colquitt punts 32 yards, fair catch by Christian Kirk at ARI-8",0.590,0.380
4,2:20,1,10,ARI 8,14,26,David Johnson up the middle for 9 yards (tackle by Eric Murray),-0.380,0.050
4,2:00,2,1,ARI 17,14,26,Josh Rosen pass complete short middle to Ricky Seals-Jones for 8 yards (tackle by Eric Murray),0.050,0.610
4,1:39,1,10,ARI 25,14,26,Josh Rosen pass incomplete short right intended for Larry Fitzgerald,0.610,0.060
4,1:36,2,10,ARI 25,14,26,Josh Rosen pass complete short left to David Johnson for 10 yards (tackle by Dorian O'Daniel),0.060,1.270
4,1:29,1,10,ARI 35,14,26,Josh Rosen pass incomplete short left intended for Christian Kirk (defended by Steven Nelson),1.270,0.720
4,1:25,2,10,ARI 35,14,26,Josh Rosen pass complete short middle to Ricky Seals-Jones for 6 yards (tackle by Daniel Sorensen and Dorian O'Daniel),0.720,0.830
4,1:01,3,4,ARI 41,14,26,Josh Rosen pass incomplete short left intended for Christian Kirk,0.830,-0.650
4,0:59,4,4,ARI 41,14,26,Josh Rosen pass complete short right to Larry Fitzgerald for 9 yards (tackle by Kendall Fuller),-0.650,2.260
4,0:49,,,,,,Timeout #3 by Arizona Cardinals,,
4,0:49,1,10,ARI 50,14,26,Josh Rosen pass complete short left to Larry Fitzgerald for 4 yards (tackle by Dorian O'Daniel and Daniel Sorensen),2.260,2.250
4,0:22,2,6,KAN 46,14,26,Josh Rosen pass short left intended for Ricky Seals-Jones is intercepted by Steven Nelson at KC-35 and returned for 35 yards,2.250,-3.580
4,0:17,1,10,ARI 30,14,26,Patrick Mahomes kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
