Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA
2,1:06,2,5,SEA 49,3,10,Timeout #1 by Seattle Seahawks,1.990,3.250
2,1:06,1,10,DEN 35,3,10,Marshawn Lynch up the middle for 8 yards (tackle by T.J. Ward and Quanterus Smith),3.250,3.250
2,0:53,1,10,DEN 35,3,10,Timeout #2 by Seattle Seahawks,3.250,3.780
2,0:53,2,2,DEN 27,3,10,Marshawn Lynch right guard for 1 yard (tackle by Von Miller),3.780,3.200
2,0:29,3,1,DEN 26,3,10,Russell Wilson pass complete short right to Percy Harvin for 9 yards (tackle by Chris Harris),3.200,4.440
2,0:23,1,10,DEN 17,3,10,Russell Wilson pass complete short right to Doug Baldwin for 12 yards (tackle by Aqib Talib),4.440,6.060
2,0:17,1,5,DEN 5,3,16,"Russell Wilson pass complete short middle to Marshawn Lynch for 5 yards, touchdown. Penalty on Chris Harris: Defensive Holding (Declined)",6.060,7.000
2,0:17,,,DEN 2,3,17,Steven Hauschka kicks extra point good,0.000,0.000
2,0:17,,,SEA 35,3,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,0:12,1,10,DEN 20,3,17,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,3,17,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,3,17,Peyton Manning pass complete short left to Montee Ball for 2 yards (tackle by Earl Thomas),0.280,0.000
3,15:00,2,8,DEN 22,3,17,Montee Ball up the middle for 6 yards (tackle by Earl Thomas),0.000,0.100
3,14:06,3,2,DEN 28,3,17,Peyton Manning pass incomplete short left intended for Wes Welker (defended by Marcus Burley),0.100,-1.500
3,13:57,4,2,DEN 28,3,17,"Britton Colquitt punts 47 yards, returned by Bryan Walters for 4 yards (tackle by Omar Bolden)",-1.500,-0.870
3,13:45,1,10,SEA 29,3,17,Marshawn Lynch left tackle for 2 yards (tackle by Malik Jackson and T.J. Ward),0.870,0.600
3,13:04,2,8,SEA 31,3,17,Russell Wilson pass complete short right to Jermaine Kearse for 10 yards (tackle by Aqib Talib and Brandon Marshall),0.600,1.660
3,12:20,1,10,SEA 41,3,17,Marshawn Lynch left guard for 3 yards (tackle by Von Miller and Malik Jackson),1.660,1.530
3,11:40,2,7,SEA 44,3,17,Russell Wilson pass complete short right to Percy Harvin for -1 yards (tackle by Chris Harris),1.530,0.700
3,10:57,3,8,SEA 43,3,17,Russell Wilson pass complete short left to Paul Richardson for 7 yards (tackle by Bradley Roby),0.700,-0.060
3,10:16,4,1,,3,17,Jon Ryan punts 43 yards,-0.060,0.380
3,10:04,1,10,DEN 7,3,17,Peyton Manning pass complete short right to Wes Welker for 7 yards (tackle by Marcus Burley),-0.380,-0.250
3,9:37,2,3,DEN 14,3,17,Peyton Manning pass complete short middle to Emmanuel Sanders for 19 yards (tackle by Richard Sherman),-0.250,1.140
3,9:05,1,10,DEN 33,3,17,Peyton Manning pass complete short middle to Ronnie Hillman for 7 yards (tackle by Bobby Wagner and K.J. Wright),1.140,1.540
3,8:42,2,3,DEN 40,3,17,Ronnie Hillman up the middle for 2 yards (tackle by K.J. Wright),1.540,1.090
3,8:21,3,1,DEN 42,3,17,Ronnie Hillman up the middle for no gain (tackle by Kam Chancellor),1.090,-0.590
3,8:16,4,1,DEN 42,3,17,"Britton Colquitt punts 41 yards, fair catch by Bryan Walters",-0.590,0.060
3,8:00,1,10,SEA 17,3,17,Russell Wilson pass incomplete short right intended for Marshawn Lynch,-0.060,-0.580
3,7:55,2,10,SEA 17,3,17,Marshawn Lynch left tackle for no gain (tackle by Marvin Austin and Brandon Marshall),-0.580,-1.250
3,7:15,3,10,SEA 17,3,17,Russell Wilson pass complete short left to Zach Miller for 8 yards (tackle by Bradley Roby),-1.250,-1.700
3,6:40,4,2,SEA 25,3,17,"Jon Ryan punts 58 yards, returned by Isaiah Burse for no gain",-1.700,0.060
3,6:31,1,10,DEN 17,3,17,Peyton Manning pass incomplete short right intended for Emmanuel Sanders,-0.060,-0.580
3,6:26,2,10,DEN 17,3,17,Peyton Manning pass incomplete short right intended for Ronnie Hillman,-0.580,-1.250
3,6:22,3,10,DEN 17,3,17,Peyton Manning pass incomplete short left intended for Wes Welker (defended by Kam Chancellor),-1.250,-2.320
3,6:16,4,10,DEN 17,3,17,"Britton Colquitt punts 47 yards, returned by Bryan Walters for 3 yards (tackle by Omar Bolden)",-2.320,-1.530
3,6:04,1,10,SEA 39,3,17,Robert Turbin right tackle for no gain (tackle by Sylvester Williams),1.530,0.990
3,5:22,2,10,SEA 39,3,17,Russell Wilson pass complete short left to Robert Turbin for 4 yards (tackle by Brandon Marshall),0.990,0.830
3,4:35,3,6,SEA 43,3,17,Russell Wilson up the middle for 9 yards (tackle by Brandon Marshall),0.830,2.390
3,3:49,1,10,DEN 48,3,17,Russell Wilson pass complete short left to Marshawn Lynch for 14 yards (tackle by T.J. Ward),2.390,3.310
3,3:13,1,10,DEN 34,3,17,Marshawn Lynch left tackle for -2 yards (tackle by Brandon Marshall and Terrance Knighton),3.310,2.500
3,2:31,2,12,DEN 36,3,17,Marshawn Lynch up the middle for 8 yards (tackle by Nate Irving and Lamin Barrow),2.500,2.870
3,1:48,3,4,DEN 28,3,17,Russell Wilson pass incomplete deep left intended for Bryan Walters,2.870,1.650
3,1:42,4,4,DEN 28,3,17,"Steven Hauschka 46 yard field goal no good, blocked by Terrance Knighton",1.650,-1.330
3,1:38,1,10,DEN 36,3,17,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders (defended by Byron Maxwell),1.330,0.790
3,1:33,2,10,DEN 36,3,17,Peyton Manning pass complete short left to Demaryius Thomas for 11 yards (tackle by Byron Maxwell),0.790,2.060
3,1:02,1,10,DEN 47,3,17,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",2.060,1.730
3,0:55,1,15,DEN 42,3,17,Peyton Manning pass incomplete deep middle intended for Demaryius Thomas,1.730,0.840
3,0:47,2,15,DEN 42,3,17,Peyton Manning pass complete short right to Emmanuel Sanders for 12 yards (tackle by Richard Sherman),0.840,1.750
3,0:09,3,3,SEA 46,3,17,Peyton Manning pass complete short left to Jacob Tamme for -4 yards (tackle by K.J. Wright and Byron Maxwell),1.750,-0.060
Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,7,,3,17,"Britton Colquitt punts 42 yards, fair catch by Bryan Walters",-0.060,0.380
4,14:53,1,10,SEA 8,3,17,Marshawn Lynch right tackle for no gain (tackle by Nate Irving and T.J. Ward),-0.380,-0.780
4,14:09,2,10,SEA 8,3,17,"Russell Wilson sacked by DeMarcus Ware for -7 yards. Russell Wilson fumbles (forced by DeMarcus Ware), recovered by Russell Wilson at SEA-1",-0.780,-2.240
4,13:35,3,17,SEA 1,3,17,Penalty on Russell Okung: False Start (no play),-2.240,-2.240
4,13:22,3,17,SEA 1,5,17,"Marshawn Lynch for -1 yards, safety",-2.240,-2.000
4,13:22,,,SEA 20,5,17,"Jon Ryan kicks off 79 yards, returned by Emmanuel Sanders for 22 yards (tackle by Kevin Pierre-Louis)",0.000,-0.480
4,13:00,1,10,DEN 23,5,17,"Penalty on Brandon Mebane: Encroachment, 5 yards (no play)",0.480,1.210
4,13:00,1,5,DEN 28,5,17,Peyton Manning pass complete short middle to Emmanuel Sanders for 7 yards (tackle by Bobby Wagner),1.210,1.270
4,12:33,1,10,DEN 35,5,17,Peyton Manning pass complete short right to Demaryius Thomas for no gain,1.270,0.720
4,12:01,2,10,DEN 35,5,17,Peyton Manning pass complete short middle to Julius Thomas for 5 yards (tackle by Bobby Wagner),0.720,0.700
4,11:24,3,5,DEN 40,5,17,Peyton Manning pass incomplete short middle intended for Jacob Tamme,0.700,-0.720
4,11:19,4,5,DEN 40,5,17,"Britton Colquitt punts 46 yards, fair catch by Bryan Walters",-0.720,0.280
4,11:12,1,10,SEA 14,5,17,Russell Wilson pass incomplete deep right intended for Percy Harvin is intercepted by Chris Harris at SEA-32 and returned for 13 yards,-0.280,-4.310
4,11:02,1,10,SEA 19,5,17,Peyton Manning pass incomplete short middle intended for Montee Ball (defended by Jordan Hill),4.310,3.750
4,10:56,2,10,SEA 19,5,17,Peyton Manning pass complete short left to Demaryius Thomas for 8 yards (tackle by Byron Maxwell),3.750,4.430
4,10:31,3,2,SEA 11,5,17,Montee Ball right guard for 4 yards (tackle by Kam Chancellor and Bobby Wagner),4.430,5.600
4,10:01,1,7,SEA 7,5,17,Peyton Manning pass complete short middle to Montee Ball for 4 yards (tackle by Bobby Wagner),5.600,5.530
4,9:24,2,3,SEA 3,11,17,"Peyton Manning pass complete short middle to Julius Thomas for 3 yards, touchdown",5.530,7.000
4,9:24,,,SEA 2,12,17,Brandon McManus kicks extra point good,0.000,0.000
4,9:24,,,DEN 35,12,17,"Brandon McManus kicks off 69 yards, returned by Percy Harvin for 13 yards (tackle by Steven Johnson)",0.000,0.380
4,9:15,1,10,SEA 9,12,17,"Marshawn Lynch up the middle for 7 yards (tackle by Bradley Roby). Penalty on Russell Okung: Offensive Holding, 4 yards (no play)",-0.380,-0.530
4,8:56,1,14,SEA 5,12,17,Russell Wilson pass complete short right to Bryan Walters for 11 yards (tackle by Rahim Moore),-0.530,-0.160
4,8:25,2,3,SEA 16,12,17,Russell Wilson pass incomplete short left intended for Bryan Walters,-0.160,-0.600
4,8:21,3,3,SEA 16,12,17,Russell Wilson pass complete short middle to Bryan Walters for 11 yards (tackle by Bradley Roby),-0.600,0.740
4,7:39,1,10,SEA 27,12,17,Russell Wilson pass complete short right to Derrick Coleman for 14 yards (tackle by Aqib Talib),0.740,1.660
4,7:06,1,10,SEA 41,12,17,Robert Turbin up the middle for 1 yard (tackle by Sylvester Williams and Von Miller),1.660,1.260
4,6:30,2,9,SEA 42,12,17,Russell Wilson pass incomplete,1.260,0.560
4,6:19,3,9,SEA 42,12,17,Russell Wilson pass incomplete short right intended for Bryan Walters,0.560,-0.590
4,6:15,4,9,SEA 42,12,17,"Jon Ryan punts 39 yards, fair catch by Isaiah Burse",-0.590,-0.150
4,6:07,1,10,DEN 19,12,17,Peyton Manning pass complete short middle to Wes Welker for 13 yards (tackle by Richard Sherman),0.150,1.070
4,5:39,1,10,DEN 32,12,17,Peyton Manning sacked by Kevin Williams for -7 yards,1.070,-0.420
4,4:56,2,17,DEN 25,12,17,Montee Ball left tackle for 10 yards (tackle by Kam Chancellor),-0.420,0.230
4,4:22,3,7,DEN 35,12,17,Peyton Manning pass complete short middle to Emmanuel Sanders for 14 yards (tackle by Earl Thomas and Byron Maxwell),0.230,2.190
4,3:40,1,10,DEN 49,12,17,Peyton Manning pass complete short middle to Wes Welker for 15 yards (tackle by Byron Maxwell),2.190,3.180
4,3:06,1,10,SEA 36,12,17,Peyton Manning pass complete short left to Wes Welker for 13 yards (tackle by Marcus Burley),3.180,4.040
4,3:00,1,10,SEA 23,12,17,Montee Ball left guard for -1 yards (tackle by Kevin Williams),4.040,3.360
4,2:29,2,11,SEA 24,12,17,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Richard Sherman),3.360,3.360
4,2:25,2,11,SEA 24,12,17,Timeout #1 by Denver Broncos,3.360,2.680
4,2:25,3,11,SEA 24,12,17,Peyton Manning pass incomplete short middle intended for Wes Welker is intercepted by Kam Chancellor at SEA-13 and returned for 52 yards,2.680,-3.250
4,2:12,1,10,DEN 35,12,17,"Marshawn Lynch left tackle for 10 yards (tackle by Derek Wolfe and Von Miller). Penalty on Aqib Talib: Unnecessary Roughness, 12 yards",3.250,4.710
4,2:00,1,10,DEN 13,12,17,Marshawn Lynch up the middle for 2 yards (tackle by Nate Irving and Malik Jackson),4.710,4.710
4,1:54,1,10,DEN 13,12,17,Timeout #2 by Denver Broncos,4.710,4.390
4,1:54,2,8,DEN 11,12,17,Marshawn Lynch left guard for 1 yard (tackle by Marvin Austin and Nate Irving),4.390,4.390
4,1:48,2,8,DEN 11,12,17,Timeout #3 by Denver Broncos,4.390,3.650
4,1:48,3,7,DEN 10,12,17,Marshawn Lynch right guard for no gain (tackle by T.J. Ward and Von Miller),3.650,3.650
4,1:04,3,7,DEN 10,12,17,Timeout #1 by Seattle Seahawks,3.650,2.760
4,1:04,4,7,DEN 10,12,20,Steven Hauschka 28 yard field goal good,2.760,3.000
4,1:04,,,SEA 35,12,20,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,0:59,1,10,DEN 20,12,20,Peyton Manning pass incomplete deep left intended for Emmanuel Sanders (defended by Marcus Burley),0.280,0.280
4,0:52,1,10,DEN 20,12,20,Timeout #2 by Seattle Seahawks,0.280,-0.270
4,0:52,2,10,DEN 20,12,20,Peyton Manning pass complete deep left to Emmanuel Sanders for 42 yards (tackle by Byron Maxwell),-0.270,3.050
4,0:31,1,10,SEA 38,12,20,Peyton Manning spiked the ball,3.050,2.510
4,0:31,2,10,SEA 38,12,20,Peyton Manning pass incomplete short middle intended for Ronnie Hillman,2.510,1.820
4,0:28,3,10,SEA 38,12,20,Peyton Manning pass complete short left to Demaryius Thomas for 12 yards (tackle by Byron Maxwell),1.820,3.840
4,0:24,1,10,SEA 26,18,20,"Peyton Manning pass complete deep left to Jacob Tamme for 26 yards, touchdown",3.840,7.000
4,0:24,,,,20,20,"Two Point Attempt: Peyton Manning pass complete to Demaryius Thomas, conversion succeeds",0.000,1.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:24,,,DEN 35,20,20,"Brandon McManus kicks off 65 yards, touchback",0.000,-0.280
4,0:18,1,10,SEA 20,20,20,Russell Wilson kneels for -1 yards,0.280,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,SEA,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,15:00,,,DEN 35,20,20,"Brandon McManus kicks off 65 yards, touchback",0.000,0.280
OT,15:00,1,10,SEA 20,20,20,Russell Wilson pass complete short right to Percy Harvin for 11 yards (tackle by Aqib Talib),0.280,1.000
OT,14:40,1,10,SEA 31,20,20,Russell Wilson pass incomplete short left intended for Doug Baldwin,1.000,0.460
OT,14:31,2,10,SEA 31,20,20,Marshawn Lynch left tackle for 7 yards (tackle by Nate Irving and Derek Wolfe),0.460,0.700
OT,13:49,3,3,SEA 38,20,20,Russell Wilson left end for 5 yards (tackle by Nate Irving),0.700,1.800
OT,13:06,1,10,SEA 43,20,20,Russell Wilson pass complete short right to Jermaine Kearse for 12 yards,1.800,2.590
OT,12:45,1,10,DEN 45,20,20,Russell Wilson right end for 5 yards,2.590,2.720
OT,12:05,2,5,DEN 40,20,20,Russell Wilson pass complete short left to Percy Harvin for 5 yards (tackle by Nate Irving and Chris Harris),2.720,3.250
OT,11:25,1,10,DEN 35,20,20,Marshawn Lynch up the middle for 6 yards (tackle by Kayvon Webster),3.250,3.510
OT,10:49,2,4,DEN 29,20,20,Russell Wilson pass incomplete,3.510,2.810
OT,10:42,3,4,DEN 29,20,20,"Russell Wilson for 5 yards. Penalty on Chris Harris: Defensive Holding, 5 yards",2.810,4.310
OT,10:28,1,10,DEN 19,20,20,Russell Wilson right end for 6 yards (tackle by Kayvon Webster),4.310,4.310
OT,9:52,1,10,DEN 19,20,20,Timeout #1 by Seattle Seahawks,4.310,4.720
OT,9:52,2,4,DEN 13,20,20,Russell Wilson pass complete short right to Percy Harvin for 7 yards (tackle by Brandon Marshall),4.720,5.830
OT,9:19,1,6,DEN 6,20,26,"Marshawn Lynch left tackle for 6 yards, touchdown",5.830,7.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
