Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4,6:42,3,7,WAS 37,20,29,Carson Wentz pass complete short left to Alshon Jeffery for 16 yards (tackle by Montae Nicholson),2.080,4.170
4,5:55,1,10,WAS 21,20,29,"Miles Sanders right end for 7 yards. Penalty on JJ Arcega-Whiteside: Offensive Holding, 10 yards",4.170,3.970
4,5:49,1,13,WAS 24,20,29,Carson Wentz pass complete short left to Dallas Goedert for 7 yards (tackle by Dominique Rodgers-Cromartie),3.970,4.200
4,5:09,2,6,WAS 17,20,29,Darren Sproles left end for 5 yards (tackle by Landon Collins),4.200,4.490
4,4:24,3,1,WAS 12,20,29,Carson Wentz up the middle for 2 yards (tackle by Shaun Dion Hamilton),4.490,4.910
4,3:39,1,10,WAS 10,20,29,Jordan Howard up the middle for 3 yards (tackle by Tim Settle),4.910,4.760
4,3:34,,,,,,Timeout #1 by Washington Redskins,,
4,3:34,2,7,WAS 7,20,29,"Jordan Howard up the middle for 5 yards (tackle by Landon Collins). Penalty on Halapoulivaati Vaitai: Offensive Holding, 10 yards (no play)",4.760,3.240
4,3:28,2,17,WAS 17,20,29,Carson Wentz pass complete short right to Jordan Howard for 6 yards (tackle by Cole Holcomb),3.240,3.120
4,3:18,,,,,,Timeout #2 by Washington Redskins,,
4,3:18,3,11,WAS 11,20,29,Carson Wentz pass complete short right to Darren Sproles for 7 yards (tackle by Quinton Dunbar),3.120,3.030
4,3:12,4,4,WAS 4,20,32,Jake Elliott 22 yard field goal good,3.030,3.000
4,3:10,,,PHI 35,20,32,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,3:10,1,10,WAS 25,20,32,Case Keenum pass complete short middle to Terry McLaurin for 13 yards (tackle by Andrew Sendejo),0.610,1.470
4,2:48,1,10,WAS 38,20,32,"Case Keenum pass complete short left to Terry McLaurin for 15 yards (tackle by Malcolm Jenkins). Penalty on Ereck Flowers: Offensive Holding, 10 yards (no play)",1.470,0.810
4,2:40,1,20,WAS 28,20,32,Case Keenum pass complete short left to Chris Thompson for 6 yards (tackle by Sidney Jones),0.810,0.380
4,2:35,2,14,WAS 34,20,32,Case Keenum pass complete short right to Trey Quinn for 7 yards (tackle by Avonte Maddox),0.380,0.630
4,2:31,3,7,WAS 41,20,32,Case Keenum pass incomplete short right intended for Terry McLaurin (defended by Rasul Douglas),0.630,-0.650
4,2:26,4,7,WAS 41,20,32,Case Keenum pass complete short middle to Terry McLaurin for 8 yards (tackle by Nigel Bradham),-0.650,2.190
4,2:03,1,10,WAS 49,20,32,"Case Keenum pass complete short right to Vernon Davis for 3 yards (tackle by Rodney McLeod). Penalty on Donald Penn: Offensive Holding, 10 yards (no play)",2.190,1.530
4,1:57,1,20,WAS 39,20,32,Case Keenum pass complete short middle to Trey Quinn for 8 yards (tackle by Malcolm Jenkins),1.530,1.380
4,1:34,2,12,WAS 47,20,32,Case Keenum pass incomplete short right intended for Chris Thompson,1.380,0.700
4,1:30,3,12,WAS 47,20,32,Case Keenum pass incomplete short left intended for Chris Thompson (defended by Fletcher Cox),0.700,-0.260
4,1:25,4,12,WAS 47,20,32,Case Keenum pass complete short right to Chris Thompson for 18 yards,-0.260,3.250
4,1:17,1,10,PHI 35,20,32,Case Keenum pass complete short middle to Chris Thompson for 5 yards (tackle by Malcolm Jenkins),3.250,3.380
4,0:56,2,5,PHI 30,20,32,Case Keenum pass complete short left to Kelvin Harmon for 10 yards (tackle by Sidney Jones),3.380,4.240
4,0:42,1,10,PHI 20,20,32,Case Keenum spiked the ball,4.240,3.690
4,0:42,2,10,PHI 20,20,32,Case Keenum pass complete short middle to Chris Thompson for 11 yards (tackle by Nigel Bradham),3.690,5.140
4,0:23,1,9,PHI 9,20,32,Case Keenum pass incomplete short right intended for Trey Quinn (defended by Avonte Maddox),5.140,4.380
4,0:17,2,9,PHI 9,20,32,"Case Keenum pass incomplete middle. Penalty on Derek Barnett: Defensive Offside, 5 yards (no play)",4.380,5.340
4,0:12,2,4,PHI 4,26,32,"Case Keenum pass complete short right to Trey Quinn for 4 yards, touchdown",5.340,7.000
4,0:06,,,PHI 15,27,32,Dustin Hopkins kicks extra point good,0.000,0.000
4,0:06,,,WAS 35,27,32,"Dustin Hopkins kicks onside 10 yards, returned by Nathan Gerry for no gain. Penalty on Cassanova McKinzy: Offside on Free Kick, 5 yards",0.000,2.920
4,0:05,1,10,WAS 40,27,32,Carson Wentz kneels for -1 yards,2.920,2.240
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
