Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
2,1:13,3,10,SEA 10,3,3,Case Keenum pass incomplete short right intended for Kenny Britt,3.130,2.760
2,1:08,4,10,SEA 10,3,6,Greg Zuerlein 28 yard field goal good,2.760,3.000
2,1:08,,,LAR 35,3,6,"Greg Zuerlein kicks off 71 yards, returned by Paul Richardson for 20 yards (tackle by Benny Cunningham)",0.000,0.280
2,1:01,1,10,SEA 14,3,6,Russell Wilson pass complete short middle to Jimmy Graham for 9 yards (tackle by Mark Barron),-0.280,0.550
2,0:33,2,1,SEA 23,3,6,Russell Wilson pass complete short middle to Jimmy Graham for 17 yards (tackle by Cody Davis),0.550,0.550
2,0:29,2,1,SEA 23,3,6,Timeout #1 by Seattle Seahawks,0.550,1.600
2,0:28,1,10,SEA 40,3,6,Russell Wilson pass complete short middle to Jermaine Kearse for 9 yards (tackle by Maurice Alexander and William Hayes),1.600,1.600
2,0:23,1,10,SEA 40,3,6,Timeout #2 by Seattle Seahawks,1.600,2.270
2,0:23,2,1,SEA 49,3,6,Russell Wilson pass incomplete short left intended for Paul Richardson (defended by Mark Barron),2.270,1.550
2,0:19,3,1,SEA 49,3,6,Russell Wilson pass complete short left to Paul Richardson for 8 yards (tackle by Troy Hill),1.550,1.550
2,0:14,3,1,SEA 49,3,6,Timeout #3 by Seattle Seahawks,1.550,2.720
2,0:14,1,10,LAR 43,3,6,Russell Wilson pass incomplete short left intended for Jimmy Graham,2.720,2.180
2,0:09,2,10,LAR 43,3,6,"Russell Wilson sacked by Robert Quinn for -7 yards. Russell Wilson fumbles (forced by Robert Quinn), ball out of bounds at SEA-49",2.180,0.560
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,3,6,"Greg Zuerlein kicks off 65 yards, touchback",0.000,0.610
3,15:00,1,10,SEA 25,3,6,Christine Michael left guard for 5 yards (tackle by Alec Ogletree),0.610,0.740
3,14:28,2,5,SEA 30,3,6,Christine Michael middle for 3 yards (tackle by Robert Quinn and Alec Ogletree),0.740,0.430
3,13:47,3,2,SEA 33,3,6,Christine Michael right guard for 11 yards (tackle by Trumaine Johnson),0.430,1.860
3,13:12,1,10,SEA 44,3,6,Russell Wilson sacked by William Hayes for -8 yards,1.860,0.240
3,12:26,2,18,SEA 36,3,6,Russell Wilson pass complete short right to Luke Willson for 6 yards (tackle by Trumaine Johnson),0.240,0.370
3,11:44,3,12,SEA 42,3,6,Russell Wilson middle for 8 yards (tackle by Mark Barron),0.370,-0.060
3,11:03,4,4,,3,6,"Jon Ryan punts 45 yards. Jon Ryan fumbles, recovered by Jon Ryan at LAR-36",-0.060,0.380
3,10:52,1,10,LAR 5,3,6,Todd Gurley left tackle for 3 yards (tackle by Jarran Reed),-0.380,-0.560
3,10:21,2,7,LAR 8,3,6,Case Keenum pass complete deep left to Kenny Britt for 36 yards. Penalty on DeShawn Shead: Illegal Use of Hands (Declined),-0.560,1.860
3,9:52,1,10,LAR 44,3,6,Todd Gurley left tackle for 9 yards (tackle by K.J. Wright),1.860,2.530
3,9:20,2,1,SEA 47,3,6,Case Keenum pass incomplete deep right intended for Kenny Britt,2.530,1.820
3,9:12,3,1,SEA 47,3,6,Todd Gurley middle for 4 yards (tackle by K.J. Wright),1.820,2.720
3,8:34,1,10,SEA 43,3,6,Todd Gurley middle for 1 yard (tackle by Jarran Reed and Bobby Wagner),2.720,2.310
3,7:51,2,9,SEA 42,3,6,Benny Cunningham middle for 2 yards (tackle by Kam Chancellor),2.310,1.880
3,7:08,3,7,SEA 40,3,6,Case Keenum sacked by Frank Clark for -10 yards,1.880,-0.060
3,6:28,4,17,,3,6,"Johnny Hekker punts 40 yards, fair catch by Richard Sherman",-0.060,0.380
3,6:20,1,10,SEA 10,3,6,Christine Michael left tackle for 10 yards (tackle by T.J. McDonald),-0.380,0.280
3,5:47,1,10,SEA 20,3,6,Christine Michael right end for 16 yards (tackle by Alec Ogletree),0.280,1.330
3,5:18,1,10,SEA 36,3,6,Alex Collins right tackle for no gain (tackle by Alec Ogletree),1.330,0.790
3,4:40,2,10,SEA 36,3,6,Alex Collins right tackle for no gain (tackle by Eugene Sims and Dominique Easley),0.790,0.100
3,3:55,3,10,SEA 36,3,6,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,0.100,-0.980
3,3:47,4,10,SEA 36,3,6,"Jon Ryan punts 51 yards, fair catch by Tavon Austin",-0.980,0.320
3,3:38,1,10,LAR 13,3,6,Case Keenum pass complete deep left to Tavon Austin for 27 yards (tackle by Kam Chancellor),-0.320,1.600
3,2:56,1,10,LAR 40,3,6,Todd Gurley right tackle for 4 yards (tackle by K.J. Wright and Richard Sherman),1.600,1.590
3,2:15,2,6,LAR 44,3,6,Case Keenum pass complete short left to Brian Quick for 8 yards (tackle by Richard Sherman),1.590,2.390
3,1:33,1,10,SEA 48,3,6,Todd Gurley middle for 1 yard (tackle by Frank Clark),2.390,2.390
3,1:00,1,10,SEA 48,3,6,Timeout #1 by Seattle Seahawks,2.390,1.980
3,1:00,2,9,SEA 47,3,6,Case Keenum pass complete deep left to Kenny Britt for 18 yards,1.980,3.640
3,0:29,1,10,SEA 29,3,6,Tavon Austin for -2 yards (tackle by K.J. Wright),3.640,2.830
Quarter,Time,Down,ToGo,Location,SEA,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,SEA 31,3,6,Case Keenum middle for 7 yards (tackle by Bobby Wagner),2.830,3.070
4,14:20,3,5,SEA 24,3,6,Case Keenum pass incomplete short left intended for Benny Cunningham,3.070,1.920
4,14:15,4,5,SEA 24,3,6,"Penalty on Rodger Saffold: False Start, 5 yards (no play)",1.920,1.500
4,14:15,4,10,SEA 29,3,9,Greg Zuerlein 47 yard field goal good,1.500,3.000
4,14:15,,,LAR 35,3,9,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,14:10,1,10,SEA 25,3,9,Russell Wilson pass complete short left to Jermaine Kearse for 2 yards (tackle by Lamarcus Joyner),0.610,0.330
4,13:39,2,8,SEA 27,3,9,Russell Wilson pass incomplete deep left intended for Doug Baldwin,0.330,-0.360
4,13:33,3,8,SEA 27,3,9,Russell Wilson left end for 2 yards (tackle by Alec Ogletree),-0.360,-1.440
4,12:54,4,6,SEA 29,3,9,"Jon Ryan punts 39 yards, returned by Tavon Austin for no gain",-1.440,-1.070
4,12:41,1,10,LAR 32,3,9,Case Keenum pass incomplete deep left intended for Lance Kendricks,1.070,0.530
,,,,,,,"challenged the incomplete pass ruling, and the play was upheld.",,
4,12:33,2,10,LAR 32,3,9,"Case Keenum pass incomplete deep left intended for Lance Kendricks. Penalty on Kam Chancellor: Defensive Pass Interference, 24 yards (no play)",0.530,2.650
4,12:26,1,10,SEA 44,3,9,Todd Gurley left end for 11 yards (tackle by Earl Thomas and K.J. Wright),2.650,3.380
4,11:44,1,10,SEA 33,3,9,Case Keenum sacked by Michael Bennett for -9 yards,3.380,1.620
4,11:02,2,19,SEA 42,3,9,Case Keenum pass complete short left to Tavon Austin for 2 yards (tackle by K.J. Wright),1.620,1.220
4,10:24,3,17,SEA 40,3,9,Case Keenum sacked by Frank Clark for -1 yards,1.220,0.530
4,9:34,4,18,SEA 41,3,9,"Penalty on Johnny Hekker: Delay of Game, 5 yards (no play)",0.530,0.200
4,9:21,4,23,SEA 46,3,9,"Johnny Hekker punts 37 yards, fair catch by Richard Sherman",0.200,0.380
4,9:14,1,10,SEA 9,3,9,Christine Michael left tackle for -2 yards (tackle by Lamarcus Joyner),-0.380,-0.930
4,8:41,2,12,SEA 7,3,9,Russell Wilson pass complete short middle to Jimmy Graham for 16 yards (tackle by Lamarcus Joyner and Maurice Alexander),-0.930,0.480
4,8:14,1,10,SEA 23,3,9,"Russell Wilson pass complete short left to Jermaine Kearse for 13 yards (tackle by Troy Hill). Penalty on Jermaine Kearse: Offensive Pass Interference, 10 yards (no play)",0.480,-0.590
4,7:46,1,20,SEA 13,3,9,Russell Wilson pass complete short left to Christine Michael for 13 yards (tackle by Mark Barron),-0.590,0.340
4,7:24,2,7,SEA 26,3,9,Russell Wilson pass complete short left to Paul Richardson for 13 yards (tackle by Troy Hill),0.340,1.530
4,6:58,1,10,SEA 39,3,9,Russell Wilson pass incomplete deep left intended for Paul Richardson,1.530,0.990
4,6:51,2,10,SEA 39,3,9,Russell Wilson pass incomplete short right intended for Doug Baldwin,0.990,0.300
4,6:47,3,10,SEA 39,3,9,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Lamarcus Joyner),0.300,-0.780
4,6:41,4,10,SEA 39,3,9,"Jon Ryan punts 40 yards, returned by Tavon Austin for no gain. Penalty on Cory Harkey: Offensive Holding, 10 yards",-0.780,0.370
4,6:31,1,10,LAR 11,3,9,Todd Gurley right guard for -1 yards (tackle by Michael Bennett),-0.370,-0.850
4,5:52,2,11,LAR 10,3,9,Case Keenum pass complete short left to Kenny Britt for 18 yards (tackle by Earl Thomas). Penalty on Michael Bennett: Defensive Offside (Declined),-0.850,0.810
4,5:24,1,10,LAR 28,3,9,Todd Gurley left tackle for 2 yards (tackle by DeShawn Shead),0.810,0.530
4,4:44,2,8,LAR 30,3,9,Todd Gurley right tackle for no gain (tackle by Ahtyba Rubin),0.530,-0.160
4,4:03,3,8,LAR 30,3,9,Case Keenum pass complete short right to Kenny Britt for 11 yards (tackle by DeShawn Shead),-0.160,1.660
4,4:03,1,10,LAR 41,3,9,"Penalty on LAR: Offensive 12 On-field, 5 yards (no play)",1.660,1.330
4,3:24,1,15,LAR 36,3,9,Todd Gurley right tackle for 2 yards (tackle by K.J. Wright),1.330,0.720
4,2:44,2,13,LAR 38,3,9,Case Keenum pass incomplete (defended by Tony McDaniel),0.720,0.040
4,2:39,3,13,LAR 38,3,9,"Case Keenum sacked by Cassius Marsh for -13 yards. Penalty on Cassius Marsh: Face Mask (15 Yards), 15 yards (no play)",0.040,2.460
4,2:33,1,10,SEA 47,3,9,Todd Gurley middle for 4 yards (tackle by Kam Chancellor),2.460,2.460
4,2:18,1,10,SEA 47,3,9,Timeout #2 by Seattle Seahawks,2.460,2.450
4,2:18,2,6,SEA 43,3,9,Todd Gurley left tackle for -4 yards (tackle by Tony McDaniel). Penalty on Greg Robinson: Offensive Holding (Declined),2.450,1.220
4,2:11,3,10,SEA 47,3,9,Case Keenum pass complete short left to Lance Kendricks for 5 yards (tackle by K.J. Wright),1.220,0.460
4,2:00,4,5,SEA 42,3,9,"Johnny Hekker punts 30 yards, fair catch by Tyler Lockett",0.460,0.350
4,1:53,1,10,SEA 12,3,9,Russell Wilson pass complete deep left to Tyler Lockett for 53 yards (tackle by Troy Hill),-0.350,-0.350
4,1:53,1,10,SEA 12,3,9,Timeout #2 by Los Angeles Rams,-0.350,3.250
4,1:33,1,10,LAR 35,3,9,Russell Wilson pass incomplete short middle intended for Christine Michael,3.250,2.700
4,1:27,2,10,LAR 35,3,9,"Penalty on Jimmy Graham: False Start, 5 yards (no play)",2.700,2.030
4,1:27,2,15,LAR 40,3,9,Russell Wilson pass complete short right to Doug Baldwin for 5 yards (tackle by Mark Barron),2.030,2.010
4,0:57,3,10,LAR 35,3,9,"Russell Wilson pass complete short right to Christine Michael for 6 yards (tackle by Alec Ogletree). Christine Michael fumbles (forced by Alec Ogletree), recovered by Alec Ogletree at LAR-29 (tackle by J'Marcus Webb)",2.010,-0.870
4,0:45,1,10,LAR 29,3,9,"Case Keenum kneels for -1 yards. Penalty on Michael Bennett: Unnecessary Roughness, 15 yards",0.870,0.870
4,0:40,1,10,LAR 29,3,9,Timeout #3 by Seattle Seahawks,0.870,1.800
4,0:40,1,10,LAR 43,3,9,Case Keenum kneels for -1 yards,1.800,1.120
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
