Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
1,1:04,2,5,KAN 48,7,6,Priest Holmes left guard for 1 yard (tackle by Courtney Brown),1.930,1.350
1,0:24,3,4,KAN 49,7,6,Dante Hall left end for 5 yards (tackle by Brant Boyer),1.350,2.520
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CLE 46,7,6,Trent Green pass complete to Priest Holmes for -1 yards (tackle by Dwayne Rudd),2.520,1.840
2,14:19,2,11,CLE 47,7,6,Trent Green pass complete to Dante Hall for 4 yards (tackle by Brant Boyer),1.840,1.680
2,13:39,3,7,CLE 43,7,6,Trent Green pass incomplete intended for Dante Hall,1.680,0.400
,,,,,,,"CLE challenged the ruling, and the original play was overturned.",,
2,13:17,4,7,CLE 43,7,6,"Dan Stryzinski punts 43 yards, touchback. Penalty on Lyle West: Personal Foul, 15 yards",0.400,-1.270
2,13:07,1,10,CLE 35,7,6,Kelly Holcomb pass complete to Kevin Johnson for 22 yards (tackle by Jason Belser),1.270,2.720
2,12:27,1,10,KAN 43,7,12,"Kelly Holcomb pass complete to Dennis Northcutt for 43 yards, touchdown",2.720,7.000
2,12:27,,,KAN 43,7,13,Phil Dawson kicks extra point good,0.000,0.000
2,12:27,,,CLE 30,7,13,"Phil Dawson kicks off 74 yards, returned by Dante Hall for 21 yards (tackle by Lewis Sanders)",0.000,-0.060
2,12:13,1,10,KAN 17,7,13,Trent Green pass complete to Priest Holmes for 4 yards (tackle by Earl Holmes),-0.060,0.080
2,11:37,2,6,KAN 21,7,13,Priest Holmes right tackle for 3 yards (tackle by Darren Hambrick and Tyrone Rogers),0.080,-0.370
2,10:52,2,6,KAN 21,,,Timeout #1 by Kansas City Chiefs,0.080,-0.370
2,10:52,3,3,KAN 24,7,13,Trent Green middle for 5 yards (tackle by Brant Boyer),-0.370,0.870
2,10:13,1,10,KAN 29,7,13,Trent Green pass complete to Eddie Kennison for 64 yards (tackle by Anthony Henry),0.870,5.600
2,9:26,1,7,CLE 7,7,13,Priest Holmes right end for 2 yards (tackle by Robert Griffith),5.600,5.150
2,8:48,2,5,CLE 5,13,13,"Priest Holmes left end for 5 yards, touchdown",5.150,7.000
2,8:48,,,CLE 5,14,13,Morten Andersen kicks extra point good,0.000,0.000
2,8:48,,,KAN 30,14,13,"Morten Andersen kicks off 55 yards, returned by Andra Davis for 14 yards (tackle by Marc Boerigter)",0.000,0.870
2,8:35,1,10,CLE 29,14,13,William Green right tackle for 3 yards (tackle by Mike Maslowski),0.870,0.730
2,7:55,2,7,CLE 32,14,13,Kelly Holcomb pass complete to Mark Campbell for 18 yards (tackle by Mike Maslowski),0.730,2.260
2,7:16,1,10,,14,13,William Green right tackle for 5 yards (tackle by Greg Wesley),2.260,2.390
2,6:45,1,10,,,,Timeout #2 by Kansas City Chiefs,2.260,2.390
2,6:45,2,5,KAN 45,14,13,"Kelly Holcomb pass complete to Jamel White for 34 yards. Penalty on R.J. Bowers: Clipping (Offsetting), Penalty on Eric Hicks: Unsportsmanlike Conduct (Offsetting) (no play)",2.390,2.390
2,6:21,2,5,KAN 45,14,13,Kelly Holcomb pass complete to Kevin Johnson for 12 yards (tackle by William Bartee),2.390,3.380
2,5:46,1,10,KAN 33,14,19,"Kevin Johnson pass complete to Quincy Morgan for 33 yards, touchdown",3.380,7.000
2,5:46,,,KAN 33,14,20,Phil Dawson kicks extra point good,0.000,0.000
2,5:46,,,CLE 30,14,20,"Phil Dawson kicks off 67 yards, returned by Dante Hall for 23 yards (tackle by Chris Akins)",0.000,0.670
2,5:33,1,10,KAN 26,14,20,Trent Green pass complete to Priest Holmes for no gain,0.670,0.130
2,4:48,2,10,KAN 26,14,20,"Trent Green pass complete to Priest Holmes for 4 yards (tackle by Daylon McCutcheon). Penalty on Corey Fuller: Illegal Contact, 5 yards (no play)",0.130,1.000
2,4:25,1,10,KAN 31,14,20,Trent Green pass incomplete intended for Eddie Kennison (defended by Lewis Sanders),1.000,0.460
2,4:19,2,10,KAN 31,14,20,Dante Hall left end for 9 yards (tackle by Orpheus Roye and Brant Boyer),0.460,0.960
2,3:33,3,1,KAN 40,14,20,Priest Holmes left guard for no gain (tackle by Gerard Warren),0.960,-0.720
2,2:39,4,1,KAN 40,14,20,"Dan Stryzinski punts 47 yards, returned by Dennis Northcutt for 23 yards (tackle by Shaunard Harts)",-0.720,-1.330
2,2:26,1,10,CLE 36,14,20,Kelly Holcomb pass complete to Quincy Morgan for 12 yards (tackle by Greg Wesley),1.330,2.130
2,2:00,1,10,CLE 48,14,20,Kelly Holcomb pass complete to Quincy Morgan for 5 yards (tackle by William Bartee),2.130,2.260
2,1:37,2,5,KAN 47,14,20,Kelly Holcomb pass incomplete intended for Kevin Johnson,2.260,1.550
2,1:34,3,5,KAN 47,14,20,Kelly Holcomb pass incomplete intended for Kevin Johnson,1.550,0.130
2,1:30,4,5,KAN 47,14,20,"Chris Gardocki punts 47 yards, touchback",0.130,-0.280
2,1:19,1,10,KAN 20,14,20,Priest Holmes middle for 9 yards (tackle by Dwayne Rudd and Corey Fuller),0.280,0.950
2,0:55,2,1,KAN 29,14,20,"Trent Green pass incomplete intended for Eddie Kennison. Penalty on Willie Roaf: Offensive Holding, 10 yards (no play)",0.950,-0.460
2,0:48,2,11,KAN 19,14,20,Priest Holmes right guard for 5 yards (tackle by Brant Boyer),-0.460,-0.430
2,0:10,3,6,KAN 24,14,20,Priest Holmes middle for -4 yards (tackle by Mark Word),-0.430,-2.030
2,0:03,3,6,KAN 24,,,Timeout #1 by Cleveland Browns,-0.430,-2.030
2,0:03,4,10,KAN 20,14,20,"Penalty on CLE: Defensive Offside, 5 yards (no play)",-2.030,-1.700
2,0:03,4,5,KAN 25,14,20,Dan Stryzinski punts 55 yards,-1.700,0.610
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,20,"Morten Andersen kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,CLE 20,14,20,Kelly Holcomb pass incomplete intended for Jamel White (defended by Derrick Ransom),0.280,-0.270
3,14:57,2,10,CLE 20,14,20,William Green left end for 1 yard (tackle by Derrick Ransom),-0.270,-0.820
3,14:22,3,9,CLE 21,14,20,"Kelly Holcomb pass complete to Dennis Northcutt for 4 yards (tackle by Rich Owens). Penalty on Rich Owens: Defensive Offside, 5 yards (no play)",-0.820,-0.160
3,13:59,3,4,CLE 26,14,20,Kelly Holcomb pass complete to Kevin Johnson for 14 yards (tackle by Greg Wesley),-0.160,1.600
3,13:15,1,10,CLE 40,14,20,Kelly Holcomb pass complete to Quincy Morgan for 9 yards (tackle by Mike Maslowski and Lewis Bush),1.600,2.270
3,12:37,2,1,CLE 49,14,20,William Green middle for 1 yard (tackle by Eddie Freeman),2.270,2.260
3,11:53,2,1,CLE 49,,,Timeout #1 by Cleveland Browns,2.270,2.260
3,11:53,1,10,,14,20,Kelly Holcomb pass incomplete intended for Jamel White (defended by Mike Maslowski),2.260,1.710
3,11:49,2,10,,14,20,Kelly Holcomb pass complete to Quincy Morgan for 6 yards (tackle by Greg Wesley),1.710,1.820
3,11:08,3,4,KAN 44,14,20,Kelly Holcomb pass complete to Andre King for 5 yards (tackle by William Bartee),1.820,2.980
3,10:26,1,10,KAN 39,14,20,William Green left guard for 3 yards (tackle by Derrick Ransom),2.980,2.850
3,9:49,2,7,KAN 36,14,20,Kelly Holcomb pass complete to Mark Campbell for 9 yards (tackle by Scott Fujita),2.850,3.780
3,9:21,1,10,KAN 27,14,20,Kelly Holcomb pass complete to Jamel White for 12 yards (tackle by Gary Stills),3.780,4.580
3,8:35,1,10,KAN 15,14,20,Jamel White right tackle for 8 yards (tackle by Marvcus Patton and Jason Belser),4.580,5.410
3,7:55,2,2,KAN 7,14,20,Jamel White left tackle for 3 yards (tackle by Rich Owens and Greg Wesley),5.410,6.280
3,7:14,1,4,KAN 4,14,26,"Kelly Holcomb pass complete to Andra Davis for 4 yards, touchdown",6.280,7.000
3,7:14,,,KAN 4,14,27,Phil Dawson kicks extra point good,0.000,0.000
3,7:14,,,CLE 30,14,27,"Phil Dawson kicks off 57 yards, returned by Dante Hall for 30 yards (tackle by Corey Fuller)",0.000,1.800
3,7:09,1,10,KAN 43,14,27,Trent Green pass complete to Tony Richardson for 3 yards (tackle by Dwayne Rudd),1.800,1.660
3,6:37,2,7,KAN 46,14,27,Trent Green pass incomplete intended for Johnnie Morton (defended by Robert Griffith),1.660,0.960
3,6:31,3,7,KAN 46,14,27,Trent Green pass complete to Johnnie Morton for 15 yards (tackle by Robert Griffith),0.960,2.980
3,5:50,1,10,CLE 39,14,27,Trent Green pass complete to Priest Holmes for -2 yards (tackle by Darren Hambrick),2.980,2.170
3,5:08,2,12,CLE 41,14,27,Trent Green pass complete to Tony Gonzalez for 30 yards (tackle by Devin Bush),2.170,4.840
3,4:29,1,10,CLE 11,14,27,Priest Holmes right end for -3 yards (tackle by Robert Griffith),4.840,3.690
3,3:48,2,13,CLE 14,14,27,"Trent Green pass complete to Tony Gonzalez for 9 yards (tackle by Earl Holmes). Penalty on Willie Roaf: Offensive Holding, 10 yards (no play)",3.690,2.530
3,3:18,2,23,CLE 24,14,27,"Penalty on Willie Roaf: False Start, 5 yards (no play)",2.530,1.860
3,3:18,2,28,CLE 29,14,27,Trent Green pass incomplete intended for Johnnie Morton,1.860,1.220
3,2:58,2,28,CLE 29,,,Timeout #1 by Kansas City Chiefs,1.860,1.220
3,2:54,3,28,CLE 29,14,27,Trent Green pass complete to Priest Holmes for 14 yards (tackle by Anthony Henry),1.220,2.440
3,2:07,4,14,CLE 15,17,27,Morten Andersen 33 yard field goal good,2.440,3.000
3,2:07,,,KAN 30,17,27,"Morten Andersen kicks off 66 yards, returned by Andra Davis for 26 yards (tackle by Gary Stills)",0.000,0.940
3,1:59,1,10,CLE 30,17,27,William Green left tackle for -3 yards (tackle by Duane Clemons and John Browning),0.940,-0.010
3,1:22,2,13,CLE 27,17,27,Kelly Holcomb pass complete to Kevin Johnson for 3 yards (tackle by Eric Warfield),-0.010,-0.300
3,0:38,3,10,CLE 30,17,27,Kelly Holcomb pass incomplete intended for Quincy Morgan,-0.300,-1.370
3,0:35,4,10,CLE 30,17,27,Chris Gardocki punts 27 yards,-1.370,-1.800
3,0:18,1,10,KAN 43,17,27,Trent Green pass incomplete intended for Derrick Blaylock,1.800,1.250
3,0:18,2,10,KAN 43,17,27,Tony Richardson left guard for 4 yards (tackle by Robert Griffith and Kenard Lang),1.250,1.090
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,6,KAN 47,17,27,Trent Green pass incomplete intended for Eddie Kennison,1.090,-0.260
4,14:54,4,6,KAN 47,17,27,"Dan Stryzinski punts 19 yards, out of bounds",-0.260,-1.200
4,14:46,1,10,CLE 34,17,27,Kelly Holcomb pass complete to Quincy Morgan for 23 yards (tackle by Jason Belser),1.200,2.720
4,14:09,1,10,KAN 43,17,27,Kelly Holcomb pass incomplete intended for Andra Davis,2.720,2.180
4,14:02,2,10,KAN 43,17,27,William Green for 6 yards (tackle by Eric Warfield),2.180,2.280
4,13:30,3,4,KAN 37,17,27,Kelly Holcomb pass complete to Kevin Johnson for 10 yards (tackle by William Bartee),2.280,3.780
4,12:53,1,10,KAN 27,17,27,"Kelly Holcomb pass incomplete intended for Dennis Northcutt. Penalty on William Bartee: Defensive Holding, 5 yards (no play)",3.780,4.110
4,12:47,1,10,KAN 22,17,27,Jamel White right end for 3 yards (tackle by John Browning and Derrick Ransom),4.110,3.970
4,12:04,2,7,KAN 19,17,27,Kelly Holcomb pass incomplete intended for Jamel White,3.970,3.260
4,11:59,3,7,KAN 19,17,27,Kelly Holcomb pass complete to Andre King for 3 yards (tackle by Mike Maslowski),3.260,2.450
4,11:59,4,4,KAN 16,17,30,Phil Dawson 34 yard field goal good,2.450,3.000
4,11:59,,,CLE 30,17,30,"Phil Dawson kicks off 72 yards, returned by Dante Hall for 46 yards (tackle by Kalvin Pearson)",0.000,1.860
4,11:10,1,10,KAN 44,17,30,Priest Holmes right guard for 1 yard (tackle by Gerard Warren and Brant Boyer),1.860,1.450
4,10:35,2,9,KAN 45,17,30,Trent Green pass complete to Eddie Kennison for 15 yards (tackle by Daylon McCutcheon),1.450,2.920
4,9:57,1,10,CLE 40,17,30,Trent Green pass complete to Tony Gonzalez for 14 yards (tackle by Lewis Sanders),2.920,3.840
4,9:18,1,10,CLE 26,23,30,"Priest Holmes left guard for 26 yards, touchdown",3.840,7.000
4,9:18,,,CLE 26,24,30,Morten Andersen kicks extra point good,0.000,0.000
4,9:18,,,KAN 30,24,30,"Morten Andersen kicks off 64 yards, returned by Andre King for 13 yards (tackle by Marc Boerigter)",0.000,0.150
4,9:02,1,10,CLE 19,24,30,Jamel White right guard for 3 yards (tackle by Lewis Bush),0.150,0.070
4,8:24,2,7,CLE 22,24,30,Kelly Holcomb pass incomplete intended for William Green (defended by John Browning),0.070,-0.680
4,8:18,3,7,CLE 22,24,30,"Kelly Holcomb sacked by Duane Clemons for -7 yards. Kelly Holcomb fumbles (forced by Duane Clemons), recovered by John Browning at CLE-15",-0.680,-4.580
4,8:12,1,10,CLE 15,30,30,"Priest Holmes left guard for 15 yards, touchdown",4.580,7.000
4,8:12,,,CLE 15,31,30,Morten Andersen kicks extra point good,0.000,0.000
4,8:12,,,KAN 30,31,30,"Morten Andersen kicks off 60 yards, returned by Andre King for 24 yards (tackle by Mike Cloud)",0.000,1.200
4,7:59,1,10,CLE 34,31,30,Kelly Holcomb pass complete to Quincy Morgan for 12 yards,1.200,1.990
4,7:36,1,10,CLE 46,31,30,Kelly Holcomb pass incomplete intended for Kevin Johnson,1.990,1.450
4,7:30,2,10,CLE 46,31,30,Kelly Holcomb pass complete to Andra Davis for 5 yards (tackle by Ray Crockett),1.450,1.420
4,6:47,3,5,KAN 49,31,30,Kelly Holcomb pass complete to Andra Davis for 5 yards (tackle by William Bartee),1.420,2.650
4,6:01,1,10,KAN 44,31,36,"Kelly Holcomb pass complete to Quincy Morgan for 44 yards, touchdown. Penalty on William Bartee: Illegal Contact (Declined)",2.650,7.000
4,6:01,1,,KAN 44,31,36,"Two Point Attempt: Jamel White middle, conversion fails",1.000,-1.000
4,6:01,,,CLE 30,31,36,"Phil Dawson kicks off 71 yards, returned by Dante Hall for 27 yards (tackle by Andra Davis)",0.000,0.670
4,5:45,1,10,KAN 26,31,36,Trent Green pass complete to Eddie Kennison for 22 yards (tackle by Anthony Henry),0.670,2.130
4,5:21,1,10,KAN 48,31,36,Priest Holmes middle for 4 yards (tackle by Dwayne Rudd),2.130,2.120
4,4:41,2,6,CLE 48,31,36,Trent Green pass complete to Tony Gonzalez for 10 yards (tackle by Mark Word),2.120,3.050
4,4:00,1,10,CLE 38,31,36,Priest Holmes for 23 yards (tackle by Corey Fuller),3.050,4.580
4,3:52,1,10,CLE 15,31,36,Tony Richardson left guard for 8 yards (tackle by Dwayne Rudd),4.580,5.410
4,3:11,2,2,CLE 7,37,36,"Priest Holmes right tackle for 7 yards, touchdown",5.410,7.000
4,3:05,2,2,CLE 7,,,Timeout #2 by Kansas City Chiefs,5.410,5.410
4,3:05,2,,CLE 7,37,36,"Two Point Attempt: Trent Green left tackle, conversion fails",1.000,-1.000
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
4,3:05,,,KAN 30,37,36,"Morten Andersen kicks off 57 yards, returned by Andre King for 19 yards (tackle by Monty Beisel)",0.000,1.070
4,3:00,1,10,CLE 32,37,36,Kelly Holcomb pass complete to Kevin Johnson for 5 yards (tackle by William Bartee),1.070,1.200
4,2:28,2,5,CLE 37,37,36,Kelly Holcomb pass complete to Quincy Morgan for 7 yards (tackle by Eric Warfield),1.200,1.860
4,2:06,1,10,CLE 44,37,36,Kelly Holcomb pass complete to Kevin Johnson for 25 yards,1.860,3.510
4,2:04,1,10,KAN 31,37,36,Jamel White right guard for 3 yards (tackle by Greg Wesley and Mike Maslowski),3.510,3.370
4,1:59,2,7,KAN 28,37,36,Jamel White right guard for 3 yards (tackle by Duane Clemons),3.370,3.070
4,1:14,2,7,KAN 28,,,Timeout #2 by Cleveland Browns,3.370,3.070
4,1:14,3,4,KAN 25,37,36,Jamel White right guard for 2 yards (tackle by Ryan Sims),3.070,2.050
4,1:14,3,4,KAN 25,,,Timeout #3 by Cleveland Browns,3.070,2.050
4,0:29,4,2,KAN 23,37,39,"Phil Dawson 41 yard field goal good. Penalty on Chris Gardocki: Taunting, 15 yards",2.050,3.000
4,0:29,,,CLE 15,37,39,"Phil Dawson kicks off 69 yards, returned by Dante Hall for 19 yards (tackle by Chris Akins)",0.000,1.270
4,0:21,1,10,KAN 35,37,39,Trent Green for 12 yards,1.270,2.060
4,0:05,1,10,KAN 47,37,39,Trent Green pass incomplete,2.060,1.520
4,0:02,2,10,KAN 47,37,39,"John Tait middle for 28 yards. Penalty on Dwayne Rudd: Unsportsmanlike Conduct, 13 yards",1.520,4.780
4,0:00,1,10,CLE 12,40,39,Morten Andersen 30 yard field goal good,4.780,3.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
