Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
2,4:49,1,10,CLE 5,3,10,Edwin Baker right guard for 2 yards (tackle by Landon Cohen),-0.380,-0.630
2,4:15,2,8,CLE 7,3,10,Jason Campbell pass complete short right to Chris Ogbonnaya for 7 yards (tackle by James Anderson),-0.630,-0.370
2,3:30,3,1,CLE 14,3,10,Chris Ogbonnaya right guard for 3 yards (tackle by James Anderson),-0.370,-0.060
2,2:51,1,10,CLE 17,3,10,Jason Campbell pass complete short right to Gary Barnidge for 17 yards (tackle by Tim Jennings),-0.060,1.200
2,2:09,1,10,CLE 34,3,10,Jason Campbell pass complete short left to Greg Little for 6 yards (tackle by Major Wright),1.200,1.470
2,2:00,2,4,CLE 40,3,10,Jason Campbell pass incomplete short right intended for Jordan Cameron (defended by James Anderson),1.470,0.760
2,1:56,3,4,CLE 40,3,10,Jason Campbell pass incomplete deep middle intended for Josh Gordon,0.760,-0.720
2,1:51,4,4,CLE 40,3,10,"Spencer Lanning punts 35 yards. Penalty on Tank Carder: Offensive Holding, 10 yards (no play)",-0.720,-1.370
2,1:36,4,14,CLE 30,3,10,Spencer Lanning punts 36 yards,-1.370,-1.200
2,1:29,1,10,CHI 34,3,10,Jay Cutler for 12 yards (tackle by T.J. Ward),1.200,1.990
2,1:21,1,10,CHI 46,3,10,Jay Cutler pass complete deep right to Brandon Marshall for 41 yards (tackle by Joe Haden). Penalty on Joe Haden: Defensive Holding (Declined),1.990,4.710
2,1:07,1,10,CLE 13,3,10,Jay Cutler pass complete short middle to Earl Bennett for 8 yards (tackle by Buster Skrine),4.710,5.540
2,0:29,2,2,CLE 5,9,10,"Jay Cutler pass complete short right to Brandon Marshall for 5 yards, touchdown",5.540,7.000
2,0:29,,,CLE 2,10,10,Robbie Gould kicks extra point good,0.000,0.000
2,0:29,,,CHI 35,10,10,"Robbie Gould kicks off 66 yards, returned by Fozzy Whittaker for 23 yards (tackle by Blake Costanzo)",0.000,-0.410
2,0:19,1,10,CLE 22,10,10,Edwin Baker left tackle for 15 yards (tackle by James Anderson),0.410,0.410
2,0:10,1,10,CLE 22,10,10,Timeout #1 by Cleveland Browns,0.410,0.410
2,0:10,1,10,CLE 22,10,10,Timeout #1 by Chicago Bears,0.410,1.400
2,0:10,1,10,CLE 37,10,10,Jason Campbell pass complete left to Chris Ogbonnaya for 16 yards (tackle by James Anderson),1.400,1.400
2,0:03,1,10,CLE 37,10,10,Timeout #2 by Cleveland Browns,1.400,2.460
2,0:03,1,10,CHI 47,10,10,Jason Campbell pass incomplete deep left intended for Jordan Cameron,2.460,1.910
Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,10,10,"Robbie Gould kicks off no gain, muffed catch by Fozzy Whittaker, ball out of bounds at CLE-22",0.000,0.410
3,14:56,1,10,CLE 22,10,10,Jason Campbell pass complete short left to Josh Gordon for 13 yards (tackle by Tim Jennings),0.410,1.270
3,14:20,1,10,CLE 35,10,10,"Penalty on Josh Gordon: False Start, 5 yards (no play)",1.270,0.940
3,13:58,1,15,CLE 30,16,10,"Jason Campbell pass incomplete short right intended for Greg Little is intercepted by Zackary Bowman at CLE-43 and returned for 43 yards, touchdown",0.940,-7.000
3,13:48,,,CLE 2,17,10,Robbie Gould kicks extra point good,0.000,0.000
3,13:48,,,CHI 35,17,10,"Robbie Gould kicks off 58 yards, returned by Fozzy Whittaker for 8 yards (tackle by Eric Weems)",0.000,0.220
3,13:42,1,10,CLE 15,17,10,Edwin Baker right guard for 2 yards (tackle by Jay Ratliff),-0.220,-0.440
3,13:05,2,8,CLE 17,17,10,Jason Campbell pass complete short left to Edwin Baker for 15 yards (tackle by Khaseem Greene),-0.440,1.070
3,12:25,1,10,CLE 32,17,10,Edwin Baker left guard for 2 yards (tackle by Chris Conte and Khaseem Greene),1.070,0.800
3,11:45,2,8,CLE 34,17,10,Jason Campbell pass incomplete deep middle intended for Josh Gordon,0.800,0.100
3,11:40,3,8,CLE 34,17,10,Jason Campbell for 17 yards (tackle by Chris Conte),0.100,2.320
3,10:59,1,10,CHI 49,17,10,Chris Ogbonnaya right guard for 3 yards (tackle by Khaseem Greene),2.320,2.190
3,10:18,2,7,CHI 46,17,10,Jason Campbell pass complete short left to Greg Little for 14 yards (tackle by James Anderson),2.190,3.450
3,9:42,1,10,CHI 32,17,10,MarQueis Gray right guard for 18 yards (tackle by Major Wright),3.450,4.650
3,9:02,1,10,CHI 14,17,10,MarQueis Gray left tackle for 12 yards (tackle by Chris Conte),4.650,6.740
3,8:24,1,2,CHI 2,17,16,"Edwin Baker left guard for 2 yards, touchdown",6.740,7.000
3,8:24,,,CHI 2,17,17,Billy Cundiff kicks extra point good,0.000,0.000
3,8:24,,,CLE 35,17,17,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,8:20,1,10,CHI 20,17,17,Jay Cutler sacked by Jabaal Sheard for -1 yards,0.280,-0.460
3,7:46,2,11,CHI 19,17,17,Jay Cutler pass complete short left to Brandon Marshall for 6 yards (tackle by Joe Haden),-0.460,-0.300
3,7:03,3,5,CHI 25,17,17,Jay Cutler pass complete short right to Alshon Jeffery for 8 yards (tackle by Leon McFadden),-0.300,1.140
3,6:27,1,10,CHI 33,17,17,Matt Forte left guard for 4 yards (tackle by Jabaal Sheard),1.140,1.130
3,5:45,2,6,CHI 37,17,17,Matt Forte right guard for 7 yards (tackle by D'Qwell Jackson),1.130,1.860
3,5:07,1,10,CHI 44,17,17,Matt Forte left guard for 7 yards (tackle by Ahtyba Rubin and Buster Skrine),1.860,2.260
3,4:22,2,3,CLE 49,17,17,"Michael Bush left end for 15 yards (tackle by Jordan Poyer). Penalty on Alshon Jeffery: Illegal Shift, 5 yards (no play)",2.260,1.590
3,3:59,2,8,CHI 46,17,17,Jay Cutler pass incomplete short middle intended for Brandon Marshall,1.590,0.890
3,3:54,3,8,CHI 46,17,23,"Jay Cutler pass complete short right to Martellus Bennett for 5 yards (tackle by Billy Winn). Martellus Bennett fumbles (forced by Billy Winn), recovered by T.J. Ward at CLE-49 and returned for 51 yards, touchdown",0.890,-7.000
3,3:40,,,CHI 2,17,24,Billy Cundiff kicks extra point good,0.000,0.000
3,3:40,,,CLE 35,17,24,"Billy Cundiff kicks off 72 yards, returned by Devin Hester for 26 yards (tackle by Paul Hazel)",0.000,-0.150
3,3:34,1,10,CHI 19,17,24,Matt Forte right guard for 2 yards (tackle by T.J. Ward and Jabaal Sheard),0.150,-0.060
3,2:51,2,8,CHI 21,17,24,Jay Cutler sacked by Julian Posey for -3 yards,-0.060,-0.060
3,2:19,2,8,CHI 21,17,24,Timeout #1 by Chicago Bears,-0.060,-1.250
3,2:19,3,11,CHI 18,17,24,Jay Cutler pass complete short middle to Earl Bennett for 7 yards (tackle by D'Qwell Jackson),-1.250,-1.250
3,2:02,3,11,CHI 18,17,24,Timeout #1 by Cleveland Browns,-1.250,-1.700
3,2:00,4,4,CHI 25,17,24,"Adam Podlesh punts 33 yards, fair catch by Jordan Poyer",-1.700,-1.730
3,1:55,1,10,CLE 42,17,24,"Penalty on Joe Thomas: False Start, 5 yards (no play)",1.730,1.400
3,1:55,1,15,CLE 37,17,24,Jason Campbell pass complete short left to Fozzy Whittaker for -1 yards (tackle by Stephen Paea and Khaseem Greene),1.400,0.380
3,1:15,2,16,CLE 36,17,24,Jason Campbell pass complete short right to Edwin Baker for 16 yards (tackle by James Anderson),0.380,2.390
3,0:37,1,10,CHI 48,17,24,Edwin Baker left tackle for 4 yards (tackle by James Anderson),2.390,2.390
3,0:16,2,6,CHI 44,17,24,Jason Campbell pass incomplete deep left intended for Josh Gordon,2.390,1.690
3,0:10,3,6,CHI 44,17,24,Jason Campbell pass complete short left to Josh Gordon for 11 yards (tackle by Tim Jennings),1.690,3.380
Quarter,Time,Down,ToGo,Location,CHI,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 33,17,24,Jason Campbell pass complete short right to Jordan Cameron for 6 yards (tackle by Zackary Bowman),3.380,3.650
4,14:19,2,4,CHI 27,17,24,"Chris Ogbonnaya right tackle for 8 yards (tackle by James Anderson). Penalty on Shawn Lauvao: Offensive Holding, 10 yards (no play)",3.650,2.300
4,13:50,2,14,CHI 37,17,24,Jason Campbell pass incomplete short right intended for Josh Gordon,2.300,1.620
4,13:47,3,14,CHI 37,17,24,Jason Campbell pass incomplete short left intended for Greg Little,1.620,0.790
4,13:42,4,14,CHI 37,17,24,Spencer Lanning punts 32 yards,0.790,0.380
4,13:32,1,10,CHI 5,17,24,"Jay Cutler pass incomplete deep right intended for Alshon Jeffery. Penalty on Leon McFadden: Defensive Pass Interference, 30 yards (no play)",-0.380,1.270
4,13:27,1,10,CHI 35,17,24,"Jay Cutler pass incomplete deep left intended for Brandon Marshall (defended by Buster Skrine). Penalty on Buster Skrine: Illegal Contact, 5 yards (no play)",1.270,1.600
4,13:20,1,10,CHI 40,17,24,Jay Cutler pass incomplete short left intended for Matt Forte,1.600,1.050
4,13:16,2,10,CHI 40,17,24,Jay Cutler pass complete short middle to Martellus Bennett for 8 yards (tackle by D'Qwell Jackson),1.050,1.050
4,12:32,2,10,CHI 40,17,24,Timeout #2 by Chicago Bears,1.050,1.420
4,12:32,3,2,CHI 48,17,24,Matt Forte right guard for 8 yards (tackle by Tashaun Gipson and Julian Posey),1.420,2.650
4,11:56,1,10,CLE 44,17,24,Jay Cutler pass incomplete deep middle intended for Brandon Marshall (defended by Buster Skrine),2.650,2.110
4,11:49,2,10,CLE 44,17,24,Matt Forte left guard for -1 yards (tackle by Phil Taylor),2.110,1.290
4,11:08,3,11,CLE 45,23,24,"Jay Cutler pass complete deep right to Alshon Jeffery for 45 yards, touchdown. Penalty on Jabaal Sheard: Roughing the Passer, 15 yards",1.290,7.000
4,11:08,,,CLE 2,24,24,Robbie Gould kicks extra point good,0.000,0.000
4,11:08,,,CLE 45,24,24,"Robbie Gould kicks off 49 yards, returned by Fozzy Whittaker for 13 yards (tackle by Craig Steltz)",0.000,0.280
4,10:56,1,10,CLE 14,24,24,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",-0.280,-0.570
4,10:52,1,15,CLE 9,24,24,Chris Ogbonnaya right guard for -3 yards (tackle by Jay Ratliff),-0.570,-1.360
4,10:14,2,18,CLE 6,24,24,Jason Campbell pass complete short right to Greg Little for 4 yards (tackle by Tim Jennings),-1.360,-1.890
4,9:35,3,14,CLE 10,24,24,Jason Campbell pass incomplete short right intended for Josh Gordon,-1.890,-2.490
4,9:23,4,14,CLE 10,24,24,Spencer Lanning punts 47 yards (tackle by Spencer Lanning),-2.490,-3.180
4,9:09,1,10,CLE 36,24,24,Matt Forte right guard for 1 yard (tackle by Craig Robertson),3.180,2.770
4,8:26,2,9,CLE 35,24,24,Jay Cutler pass complete short left to Martellus Bennett for 10 yards (tackle by Tashaun Gipson),2.770,3.910
4,7:47,1,10,CLE 25,24,24,Matt Forte left end for 19 yards (tackle by Tashaun Gipson),3.910,5.830
4,7:08,1,6,CLE 6,24,24,Matt Forte right guard for 4 yards (tackle by T.J. Ward and D'Qwell Jackson),5.830,5.720
4,6:29,2,2,CLE 2,24,24,Matt Forte right guard for -2 yards (tackle by T.J. Ward),5.720,4.490
4,5:45,3,4,CLE 4,30,24,"Jay Cutler pass complete short left to Earl Bennett for 4 yards, touchdown",4.490,7.000
4,5:45,,,CLE 2,31,24,Robbie Gould kicks extra point good,0.000,0.000
4,5:45,,,CHI 35,31,24,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,5:41,1,10,CLE 20,31,24,Jason Campbell pass complete short right to Chris Ogbonnaya for 2 yards (tackle by James Anderson),0.280,0.000
4,5:07,2,8,CLE 22,31,24,Jason Campbell pass complete short left to Chris Ogbonnaya for 10 yards (tackle by Jonathan Bostic),0.000,1.070
4,4:38,1,10,CLE 32,31,24,Jason Campbell pass incomplete deep left intended for Josh Gordon (defended by Chris Conte),1.070,0.530
4,4:33,2,10,CLE 32,31,24,Jason Campbell pass incomplete short right intended for Davone Bess,0.530,-0.160
4,4:29,3,10,CLE 32,31,24,Jason Campbell pass incomplete short left intended for Josh Gordon (defended by Tim Jennings),-0.160,-1.240
4,4:23,4,10,CLE 32,31,24,Spencer Lanning punts 46 yards,-1.240,-0.410
4,4:12,1,10,CHI 22,31,24,Matt Forte right guard for 13 yards (tackle by Barkevious Mingo),0.410,1.270
4,3:24,1,10,CHI 35,31,24,Matt Forte right guard for -3 yards (tackle by Tashaun Gipson),1.270,1.270
4,3:19,1,10,CHI 35,31,24,Timeout #2 by Cleveland Browns,1.270,0.320
4,3:19,2,13,CHI 32,31,24,Jay Cutler pass complete short left to Earl Bennett for 4 yards (tackle by T.J. Ward),0.320,0.320
4,3:13,2,13,CHI 32,31,24,Timeout #3 by Cleveland Browns,0.320,0.170
4,3:13,3,9,CHI 36,31,24,Matt Forte left tackle for 24 yards (tackle by Jordan Poyer),0.170,2.920
4,3:13,1,10,CLE 40,37,24,"Michael Bush right guard for 40 yards, touchdown",2.920,7.000
4,3:13,,,CLE 2,38,24,Robbie Gould kicks extra point good,0.000,0.000
4,3:13,,,CHI 35,38,24,"Robbie Gould kicks off 65 yards, touchback",0.000,-0.280
4,2:17,1,10,CLE 20,38,24,Jason Campbell pass complete short right to Davone Bess for 9 yards (tackle by James Anderson),0.280,0.950
4,2:00,2,1,CLE 29,38,24,Jason Campbell pass complete short right to Edwin Baker for 11 yards (tackle by James Anderson),0.950,1.600
4,1:42,1,10,CLE 40,38,24,Jason Campbell pass complete short middle to Jordan Cameron for 7 yards (tackle by Jonathan Bostic),1.600,2.000
4,1:25,2,3,CLE 47,38,24,Jason Campbell pass complete short middle to Jordan Cameron for 10 yards (tackle by Jonathan Bostic),2.000,2.720
4,1:02,1,10,CHI 43,38,30,"Jason Campbell pass complete deep left to Josh Gordon for 43 yards, touchdown",2.720,7.000
4,1:02,,,CHI 2,38,31,Billy Cundiff kicks extra point good,0.000,0.000
4,1:02,,,CLE 35,38,31,"Spencer Lanning kicks onside 27 yards, recovered by Brandon Marshall and returned for -8 yards. Penalty on CLE: Illegal Formation, 5 yards",0.000,-1.270
4,0:59,1,10,CHI 35,38,31,Jay Cutler kneels for no gain,1.270,0.720
4,0:59,2,10,CHI 35,38,31,Jay Cutler kneels for -1 yards,0.720,-0.100
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
