Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
2,11:25,1,10,STL 20,0,21,Benny Cunningham right guard for no gain (tackle by Akeem Dent),0.280,-0.270
2,10:51,2,10,STL 20,0,21,Sam Bradford pass incomplete deep right intended for Tavon Austin (defended by Robert McClain),-0.270,-0.960
2,10:43,3,10,STL 20,0,21,Sam Bradford pass complete deep left to Chris Givens for 47 yards (tackle by Robert McClain),-0.960,3.380
2,9:56,1,10,ATL 33,0,21,Isaiah Pead left guard for 1 yard (tackle by Sean Weatherspoon),3.380,2.970
2,9:18,2,9,ATL 32,0,21,Tavon Austin left guard for 7 yards (tackle by Kroy Biermann),2.970,3.200
2,8:37,3,2,ATL 25,0,21,Sam Bradford pass complete short right to Austin Pettis for 9 yards (tackle by Joplo Bartu),3.200,4.510
2,7:57,1,10,ATL 16,0,21,Sam Bradford pass incomplete short left intended for Jared Cook,4.510,3.900
2,7:50,2,10,ATL 16,0,21,"Sam Bradford pass complete short right to Daryl Richardson for 11 yards (tackle by Robert Alford). Penalty on Austin Pettis: Illegal Motion, 5 yards (no play)",3.900,3.280
2,7:22,2,15,ATL 21,0,21,Sam Bradford pass complete short right to Jared Cook for 10 yards (tackle by Sean Weatherspoon),3.280,3.940
2,6:37,3,5,ATL 11,0,21,Sam Bradford pass incomplete short left intended for Chris Givens (defended by Desmond Trufant),3.940,2.750
2,6:33,4,5,ATL 11,3,21,Greg Zuerlein 29 yard field goal good,2.750,3.000
2,6:33,,,STL 35,3,21,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,6:29,1,10,ATL 20,3,21,Matt Ryan pass incomplete deep left intended for Harry Douglas,0.280,-0.270
2,6:22,2,10,ATL 20,3,21,Jacquizz Rodgers left guard for 2 yards (tackle by Eugene Sims),-0.270,-0.690
2,5:42,3,8,ATL 22,3,21,Matt Ryan pass complete short middle to Julio Jones for 7 yards (tackle by Janoris Jenkins),-0.690,-1.440
2,5:03,4,1,ATL 29,3,21,"Matthew Bosher punts 50 yards, returned by Tavon Austin for no gain. Penalty on Stedman Bailey: Illegal Block Above the Waist, 10 yards",-1.440,0.370
2,4:53,1,10,STL 11,3,21,Sam Bradford pass complete short left to Mike McNeill for 5 yards (tackle by William Moore),-0.370,-0.300
2,4:10,2,5,STL 16,3,21,Daryl Richardson right tackle for 10 yards (tackle by Thomas DeCoud),-0.300,0.670
2,3:30,1,10,STL 26,3,21,Sam Bradford pass incomplete short right intended for Jared Cook,0.670,0.130
2,3:26,2,10,STL 26,3,21,Sam Bradford pass incomplete short left intended for Tavon Austin,0.130,-0.560
2,3:23,3,10,STL 26,3,21,Sam Bradford pass incomplete deep left intended for Jared Cook,-0.560,-1.630
2,3:16,4,10,STL 26,3,21,"Johnny Hekker punts 44 yards, returned by Harry Douglas for 4 yards (tackle by Stedman Bailey)",-1.630,-1.200
2,3:04,1,10,ATL 34,3,21,Matt Ryan pass complete short right to Harry Douglas for 2 yards (tackle by T.J. McDonald),1.200,0.930
2,2:30,2,8,ATL 36,3,21,Matt Ryan pass complete short left to Julio Jones for 16 yards (tackle by Rodney McLeod),0.930,2.390
2,2:00,1,10,STL 48,3,21,Matt Ryan pass complete short left to Julio Jones for 5 yards (tackle by Rodney McLeod),2.390,2.520
2,1:26,2,5,STL 43,3,21,Matt Ryan pass complete short right to Harry Douglas for 6 yards (tackle by James Laurinaitis),2.520,2.520
2,1:19,2,5,STL 43,3,21,Timeout #1 by Atlanta Falcons,2.520,3.120
2,1:19,1,10,STL 37,3,21,Jacquizz Rodgers right guard for -1 yards (tackle by Eugene Sims),3.120,2.440
2,0:57,2,11,STL 38,3,21,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Trumaine Johnson),2.440,2.440
2,0:52,2,11,STL 38,3,21,Timeout #2 by Atlanta Falcons,2.440,2.540
2,0:52,3,5,STL 32,3,21,Matt Ryan pass complete short right to Roddy White for 6 yards (tackle by Alec Ogletree),2.540,3.840
2,0:29,1,10,STL 26,3,21,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by William Hayes),3.840,3.300
2,0:24,2,10,STL 26,3,21,Matt Ryan pass complete short middle to Tony Gonzalez for 11 yards (tackle by Will Witherspoon),3.300,3.300
2,0:18,2,10,STL 26,3,21,Timeout #3 by Atlanta Falcons,3.300,4.580
2,0:18,1,10,STL 15,3,21,Matt Ryan pass incomplete short right intended for Tony Gonzalez,4.580,3.950
2,0:14,2,10,STL 15,3,21,"Penalty on Matthew Bosher: Delay of Game, 5 yards (no play)",3.950,3.350
2,0:14,2,15,STL 20,3,24,Matt Bryant 38 yard field goal good,3.350,3.000
2,0:14,,,ATL 35,3,24,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,0:09,1,10,STL 20,3,24,Sam Bradford kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,3,24,"Matthew Bosher kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,STL 20,3,24,Sam Bradford pass complete short right to Lance Kendricks for 6 yards (tackle by William Moore),0.280,0.540
3,14:32,2,4,STL 26,3,24,Daryl Richardson left guard for -1 yards (tackle by Jonathan Massaquoi),0.540,-0.300
3,13:55,3,5,STL 25,3,24,Sam Bradford pass incomplete short middle intended for Tavon Austin,-0.300,-1.700
3,13:50,4,5,STL 25,3,24,"Johnny Hekker punts 48 yards, returned by Harry Douglas for no gain",-1.700,-0.740
3,13:41,1,10,ATL 27,3,24,Jacquizz Rodgers right end for -4 yards (tackle by Alec Ogletree),0.740,-0.340
3,12:57,2,14,ATL 23,3,24,Jacquizz Rodgers right tackle for 7 yards (tackle by James Laurinaitis),-0.340,-0.100
3,12:16,3,7,ATL 30,3,24,Matt Ryan sacked by Robert Quinn for -10 yards,-0.100,-2.030
3,11:51,4,17,ATL 20,3,24,"Matthew Bosher punts 56 yards, returned by Tavon Austin for -1 yards (tackle by Dominique Davis). Penalty on Stedman Bailey: Offensive Holding, 10 yards",-2.030,0.320
3,11:39,1,10,STL 13,3,24,Sam Bradford pass complete short right to Chris Givens for 15 yards (tackle by Robert McClain),-0.320,0.810
3,11:13,1,10,STL 28,3,24,"Daryl Richardson left end for 9 yards (tackle by Desmond Trufant). Penalty on Scott Wells: Offensive Holding, 10 yards (no play)",0.810,-0.040
3,10:49,1,20,STL 18,3,24,Sam Bradford pass incomplete short right intended for Benny Cunningham,-0.040,-1.190
3,10:43,2,20,STL 18,3,24,Sam Bradford pass incomplete short middle intended for Tavon Austin,-1.190,-1.960
3,10:39,3,20,STL 18,3,24,Sam Bradford pass complete short middle to Daryl Richardson for 19 yards (tackle by William Moore),-1.960,-0.910
3,9:56,4,1,STL 37,3,24,"Johnny Hekker punts 39 yards, fair catch by Harry Douglas",-0.910,-0.540
3,9:49,1,10,ATL 24,3,24,Matt Ryan pass complete short left to Tony Gonzalez for 4 yards (tackle by Will Witherspoon),0.540,0.540
3,9:08,2,6,ATL 28,3,24,Matt Ryan pass complete short left to Julio Jones for 14 yards (tackle by Will Witherspoon),0.540,1.730
3,8:40,1,10,ATL 42,3,24,Jacquizz Rodgers left guard for -1 yards (tackle by Robert Quinn),1.730,1.050
3,8:02,2,11,ATL 41,3,24,Matt Ryan pass complete short left to Jacquizz Rodgers for 6 yards (tackle by James Laurinaitis),1.050,1.160
3,7:24,3,5,ATL 47,3,24,Matt Ryan pass incomplete short middle intended for Tony Gonzalez,1.160,-0.260
3,7:18,4,5,ATL 47,3,24,"Matthew Bosher punts 45 yards, returned by Tavon Austin for 2 yards (tackle by Kevin Cone). Penalty on Ray Ray Armstrong: Illegal Block Above the Waist, 5 yards",-0.260,0.380
3,7:06,1,10,STL 5,3,24,Daryl Richardson left guard for 6 yards (tackle by Akeem Dent),-0.380,-0.340
3,6:32,2,4,STL 11,3,24,Daryl Richardson right guard for -1 yards (tackle by Joplo Bartu),-0.340,-0.840
3,5:50,3,5,STL 10,3,24,Sam Bradford pass incomplete short right intended for Jared Cook,-0.840,-2.490
3,5:46,4,5,STL 10,3,24,"Johnny Hekker punts 57 yards, fair catch by Harry Douglas",-2.490,-1.140
3,5:37,1,10,ATL 33,3,24,Jason Snelling right end for 8 yards (tackle by T.J. McDonald),1.140,1.670
3,5:00,2,2,ATL 41,3,24,Jacquizz Rodgers left guard for 1 yard (tackle by Alec Ogletree),1.670,1.090
3,4:24,3,1,ATL 42,3,24,"Matt Ryan pass complete short right to Tony Gonzalez for 13 yards (tackle by T.J. McDonald). Penalty on Tony Gonzalez: Offensive Pass Interference, 10 yards (no play)",1.090,-0.230
3,3:59,3,11,ATL 32,3,24,Matt Ryan sacked by Eugene Sims for -7 yards,-0.230,-1.700
3,3:32,4,18,ATL 25,3,24,"Matthew Bosher punts 54 yards, returned by Tavon Austin for 5 yards (tackle by Antone Smith)",-1.700,-0.670
3,3:20,1,10,STL 26,3,24,Sam Bradford pass complete short right to Chris Givens for 20 yards (tackle by William Moore),0.670,1.990
3,3:03,1,10,STL 46,3,24,Sam Bradford pass complete short right to Austin Pettis for 11 yards (tackle by Robert Alford),1.990,2.720
3,2:43,1,10,ATL 43,3,24,Sam Bradford pass incomplete deep right intended for Jared Cook,2.720,2.180
3,2:36,2,10,ATL 43,3,24,Sam Bradford pass complete short right to Austin Pettis for 20 yards (tackle by Joplo Bartu),2.180,4.040
3,2:05,1,10,ATL 23,3,24,Sam Bradford pass complete short middle to Lance Kendricks for 17 yards (tackle by Thomas DeCoud),4.040,5.830
3,1:38,1,6,ATL 6,9,24,"Sam Bradford pass complete short right to Tavon Austin for 6 yards, touchdown",5.830,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
3,1:38,,,ATL 2,10,24,Greg Zuerlein kicks extra point good,0.000,0.000
3,1:38,,,STL 35,10,24,"Greg Zuerlein kicks off 69 yards, returned by Jacquizz Rodgers for 17 yards (tackle by Chase Reynolds)",0.000,0.320
3,1:24,1,10,ATL 13,10,24,Matt Ryan pass complete short left to Roddy White for 9 yards (tackle by Rodney McLeod),-0.320,0.490
3,0:43,2,1,ATL 22,10,24,"Jacquizz Rodgers right tackle for 9 yards (tackle by T.J. McDonald). Penalty on Garrett Reynolds: Offensive Holding, 10 yards (no play)",0.490,-0.850
3,0:13,2,11,ATL 12,10,24,Matt Ryan pass incomplete short left intended for Julio Jones,-0.850,-1.540
3,0:07,3,11,ATL 12,10,24,Matt Ryan pass incomplete,-1.540,-2.490
3,0:00,4,11,ATL 12,10,24,Matthew Bosher punts 63 yards,-2.490,-0.610
Quarter,Time,Down,ToGo,Location,STL,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 25,10,24,Sam Bradford pass complete short right to Austin Pettis for 18 yards (tackle by William Moore),0.610,1.800
4,14:33,1,10,STL 43,10,24,Daryl Richardson left tackle for 2 yards (tackle by Robert McClain),1.800,1.520
4,14:02,2,8,STL 45,10,24,Sam Bradford pass complete short left to Brian Quick for 15 yards (tackle by William Moore),1.520,2.920
4,13:33,1,10,ATL 40,10,24,Sam Bradford for 23 yards (tackle by Desmond Trufant),2.920,4.440
4,13:18,1,10,ATL 17,10,24,Sam Bradford pass complete short middle to Tavon Austin for 11 yards (tackle by Robert McClain),4.440,5.830
4,12:50,1,6,ATL 6,10,24,Sam Bradford left end for 3 yards (tackle by William Moore),5.830,5.530
4,12:07,2,3,ATL 3,10,24,Sam Bradford pass incomplete short right intended for Tavon Austin (defended by Thomas DeCoud),5.530,5.530
4,12:02,2,3,ATL 3,10,24,Timeout #1 by St. Louis Rams,5.530,4.720
4,12:02,3,3,ATL 3,16,24,"Sam Bradford pass complete short right to Austin Pettis for 3 yards, touchdown",4.720,7.000
4,12:02,,,ATL 2,17,24,Greg Zuerlein kicks extra point good,0.000,0.000
4,12:02,,,STL 35,17,24,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,11:57,1,10,ATL 20,17,24,Matt Ryan pass complete short middle to Jason Snelling for 11 yards (tackle by Chris Long),0.280,1.000
4,11:20,1,10,ATL 31,17,24,Matt Ryan pass complete short right to Jason Snelling for 5 yards (tackle by Janoris Jenkins),1.000,1.140
4,11:12,2,5,ATL 36,17,24,"Penalty on Lamar Holmes: False Start, 5 yards (no play)",1.140,0.460
4,10:27,2,10,ATL 31,17,24,Matt Ryan pass complete short left to Julio Jones for 22 yards (tackle by Cortland Finnegan),0.460,2.460
4,9:48,1,10,STL 47,17,24,Matt Ryan pass complete short left to Jacquizz Rodgers for no gain,2.460,1.910
4,9:07,2,10,STL 47,17,24,Matt Ryan pass complete short left to Julio Jones for 7 yards (tackle by Janoris Jenkins),1.910,2.150
4,8:31,3,3,STL 40,17,24,Matt Ryan pass complete short left to Julio Jones for 18 yards (tackle by Rodney McLeod),2.150,4.110
4,7:47,1,10,STL 22,17,24,Matt Ryan pass complete short right to Levine Toilolo for 4 yards (tackle by Alec Ogletree),4.110,4.130
4,7:00,2,6,STL 18,17,24,Matt Ryan pass complete short right to Tony Gonzalez for 7 yards (tackle by T.J. McDonald),4.130,4.840
4,6:18,1,10,STL 11,17,30,"Jason Snelling right guard for 11 yards, touchdown",4.840,7.000
4,6:18,,,STL 2,17,31,Matt Bryant kicks extra point good,0.000,0.000
4,6:18,,,ATL 35,17,31,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,6:12,1,10,STL 20,17,31,"Sam Bradford pass incomplete short left intended for Isaiah Pead. Penalty on Akeem Dent: Defensive Holding, 5 yards (no play)",0.280,0.610
4,6:08,1,10,STL 25,17,31,Sam Bradford pass incomplete short left intended for Chris Givens,0.610,0.060
4,6:04,2,10,STL 25,17,31,Sam Bradford pass complete short left to Isaiah Pead for 9 yards (tackle by Akeem Dent),0.060,0.560
4,5:22,3,1,STL 34,17,31,Sam Bradford pass complete short left to Chris Givens for 10 yards (tackle by Desmond Trufant),0.560,1.860
4,4:59,1,10,STL 44,17,31,Sam Bradford pass incomplete deep right intended for Austin Pettis,1.860,1.320
4,4:52,2,10,STL 44,17,31,Sam Bradford pass complete short right to Tavon Austin for 6 yards (tackle by Joplo Bartu),1.320,1.420
4,4:22,3,4,,17,31,Sam Bradford pass complete short left to Tavon Austin for 9 yards (tackle by Robert McClain),1.420,2.850
4,3:54,1,10,ATL 41,17,31,Sam Bradford pass incomplete short right intended for Austin Pettis,2.850,2.310
4,3:46,2,10,ATL 41,17,31,Sam Bradford pass complete short middle to Isaiah Pead for 9 yards (tackle by Robert McClain),2.310,2.810
4,3:12,3,1,ATL 32,17,31,Sam Bradford pass incomplete short left intended for Chris Givens (defended by Akeem Dent),2.810,2.810
4,3:09,3,1,ATL 32,17,31,Timeout #1 by Atlanta Falcons,2.810,1.310
4,3:08,4,1,ATL 32,17,31,Sam Bradford pass complete short right to Cory Harkey for 6 yards (tackle by Stephen Nicholas),1.310,3.840
4,3:03,1,10,ATL 26,17,31,Sam Bradford pass complete short right to Austin Pettis for 8 yards (tackle by Jonathan Massaquoi),3.840,4.450
4,2:39,2,2,ATL 18,17,31,Sam Bradford pass incomplete deep right intended for Austin Pettis,4.450,3.750
4,2:32,3,2,ATL 18,17,31,Sam Bradford pass incomplete short right intended for Tavon Austin,3.750,3.750
4,2:28,3,2,ATL 18,17,31,Timeout #2 by Atlanta Falcons,3.750,2.370
4,2:28,4,2,ATL 18,17,31,"Sam Bradford pass incomplete short middle intended for Austin Pettis. Penalty on Desmond Trufant: Defensive Pass Interference, 8 yards (no play)",2.370,4.910
4,2:25,1,10,ATL 10,17,31,Sam Bradford pass incomplete short left intended for Isaiah Pead (defended by Osi Umenyiora),4.910,4.190
4,2:20,2,10,ATL 10,17,31,Sam Bradford pass incomplete short middle intended for Isaiah Pead,4.190,3.130
4,2:16,3,10,ATL 10,23,31,"Sam Bradford pass complete short right to Tavon Austin for 10 yards, touchdown",3.130,7.000
4,2:16,,,ATL 2,24,31,Greg Zuerlein kicks extra point good,0.000,0.000
4,2:16,,,STL 35,24,31,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
4,2:09,1,10,ATL 20,24,31,Jacquizz Rodgers right end for 1 yard (tackle by Eugene Sims),0.280,0.280
4,2:03,1,10,ATL 20,24,31,Timeout #2 by St. Louis Rams,0.280,-0.130
4,2:03,2,9,ATL 21,24,31,Matt Ryan pass complete short left to Julio Jones for 8 yards (tackle by Janoris Jenkins),-0.130,0.230
4,1:58,3,1,ATL 29,24,31,Matt Ryan pass complete short right to Jason Snelling for 22 yards (tackle by Rodney McLeod),0.230,0.230
4,1:44,3,1,ATL 29,24,31,Timeout #3 by St. Louis Rams,0.230,2.320
4,1:44,1,10,STL 49,24,31,Jacquizz Rodgers right tackle for 5 yards (tackle by Robert Quinn),2.320,2.460
4,1:00,2,5,STL 44,24,31,Jacquizz Rodgers right guard for 3 yards (tackle by James Laurinaitis),2.460,2.150
4,0:14,3,2,STL 41,24,31,Jacquizz Rodgers right tackle for 4 yards (tackle by Kendall Langford),2.150,2.590
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
