Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2,7:38,1,10,KAN 41,3,13,Patrick Mahomes pass complete short left to Mecole Hardman for 8 yards (tackle by Terrance Mitchell),1.660,2.200
2,7:00,2,2,KAN 49,3,13,Darrel Williams left guard for 9 yards (tackle by Ronnie Harrison),2.200,2.790
2,6:20,1,10,CLE 42,3,13,"Darrel Williams left end for 2 yards (tackle by Malcolm Smith). Penalty on Andrew Wylie: Offensive Holding, 10 yards",2.790,2.260
2,6:11,1,18,KAN 50,3,13,Patrick Mahomes pass incomplete short left intended for Travis Kelce (defended by Sheldon Richardson),2.260,1.160
2,6:09,2,18,KAN 50,3,13,"Patrick Mahomes pass complete short right to Tyreek Hill for 11 yards (tackle by Kevin Johnson). Penalty on Eric Fisher: Ineligible Downfield Pass, 5 yards (no play)",1.160,0.490
2,5:37,2,23,KAN 45,3,13,Patrick Mahomes pass complete short middle to Tyreek Hill for 15 yards (tackle by Malcolm Smith and Jacob Phillips),0.490,1.820
2,4:51,3,8,CLE 40,3,13,Patrick Mahomes left end for 13 yards (tackle by Karl Joseph),1.820,3.780
2,4:07,1,10,CLE 27,3,13,Patrick Mahomes pass incomplete short left intended for Byron Pringle,3.780,3.230
2,4:03,2,10,CLE 27,3,13,Patrick Mahomes pass incomplete deep left intended for Tyreek Hill,3.230,2.540
2,3:58,,,,,,Timeout #1 by Kansas City Chiefs,,
2,3:58,3,10,CLE 27,3,13,Patrick Mahomes pass complete short left to Darrel Williams for -5 yards (tackle by Adrian Clayborn),2.540,1.240
2,3:14,4,15,CLE 32,3,16,Harrison Butker 50 yard field goal good,1.240,3.000
2,3:09,,,KAN 35,3,16,"Harrison Butker kicks off 67 yards, returned by D'Ernest Johnson for 27 yards (tackle by Antonio Hamilton)",0.000,0.610
2,3:02,1,10,CLE 25,3,16,Baker Mayfield pass incomplete short left intended for Harrison Bryant,0.610,0.060
2,2:54,2,10,CLE 25,3,16,"Baker Mayfield pass incomplete short middle intended for David Njoku (defended by L'Jarius Sneed). Penalty on Bashaud Breeland: Defensive Holding, 5 yards (no play)",0.060,0.940
2,2:49,1,10,CLE 30,3,16,Baker Mayfield pass complete short left to Nick Chubb for no gain (tackle by L'Jarius Sneed and Bashaud Breeland),0.940,0.390
2,2:10,2,10,CLE 30,3,16,"Baker Mayfield pass incomplete deep right intended for Donovan Peoples-Jones. Penalty on Donovan Peoples-Jones: Offensive Pass Interference, 10 yards (no play)",0.390,-0.960
2,2:04,2,20,CLE 20,3,16,Baker Mayfield pass complete deep right to David Njoku for 26 yards (tackle by Daniel Sorensen),-0.960,1.990
2,1:56,1,10,CLE 46,3,16,"Baker Mayfield pass incomplete short middle intended for Kareem Hunt (defended by Daniel Sorensen). Penalty on Daniel Sorensen: Defensive Pass Interference, 5 yards (no play)",1.990,2.320
2,1:52,1,10,KAN 49,3,16,Baker Mayfield pass incomplete short left intended for David Njoku (defended by Juan Thornhill),2.320,1.780
2,1:48,2,10,KAN 49,3,16,Baker Mayfield pass complete deep right to Rashard Higgins for 23 yards (tackle by Charvarius Ward),1.780,3.840
2,1:42,1,10,KAN 26,3,16,"Baker Mayfield pass complete deep right to Rashard Higgins for 25 yards (tackle by Daniel Sorensen). Rashard Higgins fumbles, ball out of bounds at KC-1 (forced by Daniel Sorensen)",3.840,-0.280
2,1:34,1,10,KAN 20,3,16,Patrick Mahomes pass complete short left to Travis Kelce for 9 yards (tackle by Sione Takitaki),0.280,0.950
2,1:19,2,1,KAN 29,3,16,Patrick Mahomes pass complete short left to Darrel Williams for 7 yards (tackle by Sione Takitaki),0.950,1.330
2,1:13,1,10,KAN 36,3,16,Patrick Mahomes pass incomplete short right intended for Tyreek Hill,1.330,0.790
2,1:09,2,10,KAN 36,3,16,Patrick Mahomes pass complete short right to Byron Pringle for 3 yards (tackle by M.J. Stewart and Terrance Mitchell),0.790,0.500
2,0:35,3,7,KAN 39,3,16,Patrick Mahomes pass complete short middle to Tyreek Hill for 13 yards (tackle by Terrance Mitchell),0.500,2.390
2,0:30,,,,,,Timeout #2 by Kansas City Chiefs,,
2,0:30,1,10,CLE 48,3,16,Patrick Mahomes pass complete short left to Travis Kelce for 22 yards (tackle by Kevin Johnson),2.390,3.840
2,0:15,1,10,CLE 26,3,16,Patrick Mahomes spiked the ball,3.840,3.300
2,0:14,2,10,CLE 26,3,16,Patrick Mahomes pass complete short middle to Tyreek Hill for 16 yards (tackle by Kevin Johnson). Penalty on Myles Garrett: Defensive Offside (Declined),3.300,4.910
2,0:05,1,10,CLE 10,3,19,Harrison Butker 28 yard field goal good,4.910,3.000
2,0:02,,,KAN 35,3,19,"Harrison Butker kicks off 49 yards, returned by Andy Janovich for no gain, lateral to Dorian O'Daniel for 10 yards, lateral to D'Ernest Johnson for 10 yards",0.000,1.270
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,3,19,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,CLE 25,3,19,Baker Mayfield pass incomplete short left intended for Rashard Higgins (defended by Bashaud Breeland),0.610,0.060
3,14:57,2,10,CLE 25,3,19,Baker Mayfield pass incomplete short right intended for Nick Chubb (defended by Tanoh Kpassagnon),0.060,-0.620
3,14:51,3,10,CLE 25,3,19,Baker Mayfield pass short middle intended for Jarvis Landry is intercepted by Tyrann Mathieu at CLE-36 and returned for 17 yards,-0.620,-4.310
3,14:40,1,10,CLE 19,3,19,Mecole Hardman right end for 4 yards (tackle by Ronnie Harrison),4.310,4.350
3,14:23,2,6,CLE 15,3,19,Patrick Mahomes pass incomplete short right intended for Le'Veon Bell,4.350,3.580
3,14:17,3,6,CLE 15,3,19,Patrick Mahomes pass incomplete short right intended for Le'Veon Bell,3.580,2.470
3,14:12,4,6,CLE 15,3,19,Harrison Butker 33 yard field goal no good,2.470,-0.480
3,14:07,1,10,CLE 23,3,19,Nick Chubb up the middle for 23 yards (tackle by Michael Danna and L'Jarius Sneed),0.480,1.990
3,13:25,1,10,CLE 46,3,19,Nick Chubb right end for 18 yards (tackle by Tyrann Mathieu),1.990,3.180
3,12:52,1,10,KAN 36,3,19,Kareem Hunt up the middle for 2 yards (tackle by Chris Jones),3.180,2.910
3,12:14,2,8,KAN 34,3,19,Baker Mayfield pass complete short left to Rashard Higgins for 18 yards (tackle by Bashaud Breeland),2.910,4.510
3,11:34,1,10,KAN 16,3,19,Kareem Hunt right end for 9 yards (tackle by Tyrann Mathieu),4.510,5.540
3,10:58,2,1,KAN 7,3,19,Baker Mayfield pass complete short middle to Jarvis Landry for no gain (tackle by Anthony Hitchens),5.540,4.850
3,10:15,3,1,KAN 7,3,19,Baker Mayfield up the middle for 3 yards (tackle by Damien Wilson),4.850,6.280
3,9:34,1,4,KAN 4,9,19,"Baker Mayfield pass complete short right to Jarvis Landry for 4 yards, touchdown",6.280,7.000
3,9:29,,,KAN 15,10,19,Cody Parkey kicks extra point good,0.000,0.000
3,9:29,,,CLE 35,10,19,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
3,9:29,1,10,KAN 25,10,19,Patrick Mahomes pass incomplete short left intended for Travis Kelce,0.610,0.060
3,9:22,2,10,KAN 25,10,19,Patrick Mahomes pass complete short right to Demarcus Robinson for 14 yards (tackle by Terrance Mitchell),0.060,1.530
3,9:00,1,10,KAN 39,10,19,Patrick Mahomes pass complete short middle to Travis Kelce for 8 yards (tackle by Jacob Phillips),1.530,2.070
3,8:28,2,2,KAN 47,10,19,Darrel Williams left guard for 1 yard (tackle by Mack Wilson),2.070,1.490
3,7:44,3,1,KAN 48,10,19,Patrick Mahomes right end for no gain (tackle by Mack Wilson),1.490,-0.190
3,7:11,4,1,KAN 48,10,19,Darrel Williams left end for 12 yards (tackle by Terrance Mitchell),-0.190,2.920
3,6:39,1,10,CLE 40,10,19,Darrel Williams right end for 16 yards (tackle by Karl Joseph),2.920,3.970
3,5:56,1,10,CLE 24,10,19,Le'Veon Bell right guard for 4 yards (tackle by Mack Wilson),3.970,3.970
3,5:16,2,6,CLE 20,10,19,Chad Henne pass incomplete short left intended for Demarcus Robinson (defended by Vincent Taylor),3.970,3.270
3,5:12,3,6,CLE 20,10,19,Chad Henne pass complete short middle to Travis Kelce for 5 yards (tackle by Karl Joseph),3.270,2.590
3,4:28,4,1,CLE 15,10,22,Harrison Butker 33 yard field goal good,2.590,3.000
3,4:24,,,KAN 35,10,22,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
3,4:24,1,10,CLE 25,10,22,Baker Mayfield pass incomplete short right,0.610,0.060
3,4:18,2,10,CLE 25,10,22,Nick Chubb right guard for 7 yards (tackle by Daniel Sorensen and Frank Clark),0.060,0.300
3,3:38,3,3,CLE 32,10,22,Baker Mayfield pass complete short left to David Njoku for 2 yards (tackle by Tyrann Mathieu),0.300,-1.110
3,2:59,,,,,,Timeout #1 by Kansas City Chiefs,,
3,2:59,4,1,CLE 34,10,22,Nick Chubb up the middle for 3 yards (tackle by Chris Jones and Damien Wilson),-1.110,1.400
3,2:19,1,10,CLE 37,10,22,Baker Mayfield pass incomplete short left,1.400,0.860
3,2:12,2,10,CLE 37,10,22,Baker Mayfield pass complete short left to Jarvis Landry for 6 yards (tackle by Charvarius Ward),0.860,0.960
3,1:31,3,4,CLE 43,10,22,Baker Mayfield pass complete short left to Rashard Higgins for 17 yards (tackle by Tyrann Mathieu),0.960,2.920
3,0:48,1,10,KAN 40,10,22,Nick Chubb left end for 6 yards (tackle by Michael Danna),2.920,3.180
3,0:14,2,4,KAN 34,10,22,Nick Chubb right end for 1 yard (tackle by Damien Wilson),3.180,2.610
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,KAN 33,10,22,Baker Mayfield pass complete short left to David Njoku for 4 yards (tackle by Daniel Sorensen),2.610,3.640
4,14:24,1,10,KAN 29,10,22,Kareem Hunt right guard for 10 yards (tackle by Tyrann Mathieu and Daniel Sorensen),3.640,4.310
4,13:40,1,10,KAN 19,10,22,Kareem Hunt right guard for 4 yards (tackle by Derrick Nnadi),4.310,4.350
4,13:06,2,6,KAN 15,10,22,Baker Mayfield pass incomplete short left intended for Jarvis Landry,4.350,3.580
4,13:02,3,6,KAN 15,10,22,Baker Mayfield pass complete short left to Jarvis Landry for 3 yards (tackle by Bashaud Breeland),3.580,2.730
4,12:18,4,3,KAN 12,10,22,Baker Mayfield pass complete short right to Austin Hooper for 5 yards (tackle by Bashaud Breeland),2.730,5.600
4,11:50,1,7,KAN 7,10,22,Kareem Hunt right end for 4 yards (tackle by Alex Okafor and Ben Niemann),5.600,5.530
4,11:14,2,3,KAN 3,10,22,Baker Mayfield pass incomplete short left intended for Rashard Higgins,5.530,4.720
4,11:11,3,3,KAN 3,16,22,"Kareem Hunt right guard for 3 yards, touchdown",4.720,7.000
4,11:07,,,KAN 15,17,22,Cody Parkey kicks extra point good,0.000,0.000
4,11:07,,,CLE 35,17,22,"Cody Parkey kicks off 65 yards, touchback.",0.000,0.610
4,11:07,1,10,KAN 25,17,22,Chad Henne pass complete deep right to Tyreek Hill for 23 yards (tackle by Denzel Ward),0.610,2.130
4,10:43,1,10,KAN 48,17,22,Darrel Williams right end for 1 yard (tackle by Sheldon Richardson),2.130,1.720
4,10:07,2,9,KAN 49,17,22,"Penalty on Tyreek Hill: False Start, 5 yards (no play)",1.720,1.040
4,10:07,2,14,KAN 44,17,22,Darrel Williams up the middle for 9 yards (tackle by M.J. Stewart),1.040,1.550
4,9:24,3,5,CLE 47,17,22,Chad Henne pass complete short middle to Travis Kelce for 24 yards (tackle by Sione Takitaki),1.550,4.040
4,8:38,1,10,CLE 23,17,22,"Darrel Williams up the middle for 2 yards (tackle by Jacob Phillips). Penalty on Ricky Seals-Jones: Illegal Crackback, 15 yards (no play)",4.040,3.050
4,8:10,1,25,CLE 38,17,22,Chad Henne pass deep right intended for Demarcus Robinson is intercepted by Karl Joseph at CLE-0 and returned for no gain,3.050,-0.280
4,8:00,1,10,CLE 20,17,22,Baker Mayfield pass complete short right to Nick Chubb for 4 yards (tackle by Daniel Sorensen),0.280,0.270
4,7:19,2,6,CLE 24,17,22,Nick Chubb right end for no gain (tackle by Anthony Hitchens and Chris Jones),0.270,-0.430
4,6:44,3,6,CLE 24,17,22,Baker Mayfield pass complete short left to Rashard Higgins for 5 yards (tackle by L'Jarius Sneed and Juan Thornhill),-0.430,-1.440
4,6:02,4,1,CLE 29,17,22,Baker Mayfield up the middle for 2 yards (tackle by Damien Wilson),-1.440,1.000
4,5:17,,,,,,Timeout #2 by Cleveland Browns,,
4,5:17,1,10,CLE 31,17,22,Nick Chubb right end for -1 yards (tackle by Anthony Hitchens),1.000,0.320
4,4:35,2,11,CLE 30,17,22,Baker Mayfield pass incomplete short left,0.320,-0.360
4,4:31,3,11,CLE 30,17,22,Baker Mayfield pass complete short right to Kareem Hunt for 2 yards (tackle by Charvarius Ward),-0.360,-1.240
4,4:19,4,9,CLE 32,17,22,"Jamie Gillan punts 48 yards, returned by Mecole Hardman for 8 yards (tackle by D'Ernest Johnson)",-1.240,-0.810
4,4:09,1,10,KAN 28,17,22,Darrel Williams right end for 2 yards (tackle by Sheldon Richardson),0.810,0.530
4,3:25,2,8,KAN 30,17,22,Chad Henne pass complete short right to Tyreek Hill for 4 yards,0.530,0.370
4,3:21,3,4,KAN 34,17,22,Chad Henne pass complete short left to Darrel Williams for 5 yards (tackle by B.J. Goodson),0.370,1.530
4,3:15,,,,,,Timeout #3 by Cleveland Browns,,
4,3:15,1,10,KAN 39,17,22,Darrel Williams left guard for 2 yards (tackle by Karl Joseph),1.530,1.260
4,2:33,2,8,KAN 41,17,22,Chad Henne sacked by Myles Garrett for -6 yards,1.260,-0.230
4,2:00,3,14,KAN 35,17,22,Chad Henne left end for 13 yards (tackle by M.J. Stewart),-0.230,-0.190
4,1:14,4,1,KAN 48,17,22,Chad Henne pass complete short right to Tyreek Hill for 5 yards (tackle by M.J. Stewart),-0.190,2.460
4,0:31,1,10,CLE 47,17,22,Chad Henne kneels for -1 yards,2.460,1.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
