Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
2,14:24,3,10,PHI 26,10,7,Donovan McNabb pass complete to Brian Westbrook for 8 yards (tackle by Derrick Brooks),-0.560,-1.110
2,13:48,4,2,PHI 34,10,7,Lee Johnson punts 64 yards,-1.110,0.380
2,13:31,1,10,TAM 2,10,7,Mike Alstott middle for no gain (tackle by Corey Simon and Levon Kirkland),-0.380,-0.780
2,12:51,2,10,TAM 2,10,7,Brad Johnson pass incomplete intended for Mike Alstott,-0.780,-1.420
2,12:48,3,10,TAM 2,10,7,"Penalty on Jeff Christy: False Start, 1 yards (no play)",-1.420,-1.540
2,12:48,3,11,TAM 1,10,7,Mike Alstott right tackle for 1 yard (tackle by Corey Simon and Barry Gardner),-1.540,-2.490
2,12:08,4,10,TAM 2,10,7,Tom Tupa punts 36 yards,-2.490,-3.050
2,11:57,1,10,TAM 38,10,7,Donovan McNabb pass complete to James Thrash for 11 yards (tackle by Brian Kelly),3.050,3.780
2,11:14,1,10,TAM 27,10,7,Donovan McNabb pass complete to Duce Staley for 1 yard (tackle by Shelton Quarles),3.780,3.370
2,10:38,2,9,TAM 26,10,7,"Donovan McNabb pass incomplete intended for James Thrash. Penalty on Brian Kelly: Defensive Holding, 5 yards (no play)",3.370,4.170
2,10:32,1,10,TAM 21,10,7,Donovan McNabb pass complete to Chad Lewis for 5 yards (tackle by Derrick Brooks),4.170,4.370
2,9:51,2,5,TAM 16,10,7,Duce Staley left guard for 6 yards (tackle by John Lynch),4.370,4.910
2,9:05,1,10,TAM 10,10,7,Donovan McNabb pass incomplete intended for Todd Pinkston,4.910,4.190
2,9:02,2,10,TAM 10,10,7,Duce Staley middle for -2 yards (tackle by Greg Spires),4.190,3.100
2,8:17,3,12,TAM 12,10,7,Donovan McNabb pass incomplete intended for Antonio Freeman,3.100,2.630
2,8:06,4,12,TAM 12,10,10,David Akers 30 yard field goal good,2.630,3.000
2,8:06,,,PHI 30,10,10,"David Akers kicks off 72 yards, touchback",0.000,0.280
2,8:04,1,10,TAM 20,10,10,Michael Pittman right guard for -2 yards (tackle by Corey Simon),0.280,-0.630
2,7:23,2,12,TAM 18,10,10,Brad Johnson pass complete to Michael Pittman for 31 yards (tackle by Brian Dawkins),-0.630,2.190
2,6:45,1,10,TAM 49,10,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,2.190,1.650
2,6:42,2,10,TAM 49,10,10,Brad Johnson pass complete to Keyshawn Johnson for 22 yards (tackle by Blaine Bishop),1.650,3.640
2,5:59,1,10,PHI 29,10,10,Brad Johnson right end for 3 yards (tackle by Brandon Whiting),3.640,3.510
2,5:18,2,7,PHI 26,10,10,Michael Pittman left end for 7 yards (tackle by Paul Grasmanis and Bobby Taylor),3.510,4.310
2,4:45,1,10,PHI 19,10,10,Mike Alstott middle for no gain (tackle by Brandon Whiting),4.310,3.750
2,4:06,2,10,PHI 19,10,10,Brad Johnson pass complete to Keyshawn Johnson for 9 yards (tackle by Brian Dawkins),3.750,4.690
2,3:35,3,1,PHI 10,10,10,Mike Alstott middle for 2 yards (tackle by Hugh Douglas),4.690,5.370
2,3:00,1,8,PHI 8,10,10,Brad Johnson pass incomplete intended for Keenan McCardell,5.370,4.570
2,2:54,2,8,PHI 8,10,10,Mike Alstott left end for -1 yards (tackle by Brandon Whiting and Brian Dawkins),4.570,3.360
2,2:31,2,8,PHI 8,,,Timeout #2 by Tampa Bay Buccaneers,4.570,3.360
2,2:31,3,9,PHI 9,16,10,"Brad Johnson pass complete to Keyshawn Johnson for 9 yards, touchdown",3.360,7.000
2,2:31,,,PHI 9,17,10,Martin Gramatica kicks extra point good,0.000,0.000
2,2:31,,,TAM 30,17,10,"Martin Gramatica kicks off 30 yards, returned by Jeremy Slechta for no gain",0.000,1.600
2,2:26,1,10,PHI 40,17,10,Donovan McNabb pass incomplete intended for Chad Lewis (defended by John Lynch),1.600,1.050
2,2:21,2,10,PHI 40,17,10,Donovan McNabb pass complete to Antonio Freeman for 9 yards (tackle by John Lynch),1.050,1.550
2,2:00,3,1,PHI 49,17,10,Donovan McNabb pass complete to Cecil Martin for 4 yards (tackle by John Lynch),1.550,2.460
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,1:36,1,10,TAM 47,17,10,Donovan McNabb pass complete to Antonio Freeman for 23 yards (tackle by Dexter Jackson),2.460,3.970
2,1:21,1,10,TAM 47,,,Timeout #1 by Philadelphia Eagles,2.460,3.970
2,1:21,1,10,TAM 24,17,10,"Penalty on Tra Thomas: False Start, 5 yards (no play)",3.970,3.640
2,1:21,1,15,TAM 29,17,10,Donovan McNabb pass incomplete intended for Duce Staley,3.640,2.760
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:18,2,15,TAM 29,17,10,Duce Staley left guard for 5 yards (tackle by Shelton Quarles and Warren Sapp),2.760,2.740
2,0:41,3,10,TAM 24,17,10,"Donovan McNabb sacked by Simeon Rice for -6 yards. Donovan McNabb fumbles (forced by Simeon Rice), recovered by Simeon Rice at TAM-25 and returned for 6 yards (tackle by Jon Runyan)",2.740,-1.000
2,0:32,1,10,TAM 31,17,10,Brad Johnson kneels for -1 yards,1.000,0.320
2,0:31,1,10,TAM 31,,,Timeout #2 by Philadelphia Eagles,1.000,0.320
2,0:30,2,11,TAM 30,17,10,Brad Johnson kneels for -1 yards,0.320,-0.490
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 30,17,10,"David Akers kicks off 59 yards, returned by Aaron Stecker for 19 yards (tackle by Keith Adams)",0.000,0.940
3,14:56,1,10,TAM 30,17,10,"Penalty on Kenyatta Walker: Offensive Holding, 10 yards (no play)",0.940,0.280
3,14:43,1,20,TAM 20,17,10,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Levon Kirkland),0.280,-0.420
3,14:03,2,16,TAM 24,17,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,-0.420,-1.090
3,13:57,3,16,TAM 24,17,10,Brad Johnson pass incomplete intended for Joe Jurevicius,-1.090,-1.770
3,13:51,4,16,TAM 24,17,10,"Tom Tupa punts 49 yards, returned by Brian Mitchell for 10 yards (tackle by Jack Golden)",-1.770,-1.400
3,13:40,1,10,PHI 37,17,10,Donovan McNabb pass incomplete intended for Brian Westbrook (defended by Derrick Brooks),1.400,0.860
3,13:36,2,10,PHI 37,17,10,Donovan McNabb pass complete to Duce Staley for 1 yard (tackle by Dexter Jackson),0.860,0.300
3,12:52,3,9,PHI 38,17,10,Donovan McNabb pass complete to Chad Lewis for 12 yards (tackle by John Lynch),0.300,2.260
3,12:16,1,10,,17,10,Duce Staley right tackle for 2 yards (tackle by Derrick Brooks),2.260,1.980
3,11:42,2,8,TAM 48,17,10,"Donovan McNabb sacked by Ronde Barber for -5 yards. Donovan McNabb fumbles (forced by Ronde Barber), recovered by Ellis Wyms at PHI-47 (tackle by Hank Fraley)",1.980,-2.460
3,11:36,2,8,TAM 48,,,Timeout #1 by Tampa Bay Buccaneers,1.980,-2.460
3,11:36,1,10,PHI 47,17,10,Brad Johnson pass complete to Keenan McCardell for 4 yards (tackle by Troy Vincent),2.460,2.450
3,11:01,2,6,PHI 43,17,10,Michael Pittman middle for 1 yard (tackle by Corey Simon),2.450,1.880
3,10:21,3,5,PHI 42,17,10,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Darwin Walker),1.880,0.460
3,10:16,4,5,PHI 42,17,10,"Tom Tupa punts 6 yards, out of bounds",0.460,-1.330
3,10:08,1,10,PHI 36,17,10,Donovan McNabb middle for 1 yard (tackle by Chartric Darby),1.330,0.930
3,9:32,2,9,PHI 37,17,10,Donovan McNabb pass complete to James Thrash for 4 yards (tackle by Brian Kelly),0.930,0.760
3,9:02,3,5,PHI 41,17,10,Donovan McNabb pass incomplete intended for Brian Westbrook,0.760,-0.650
3,8:56,4,5,PHI 41,17,10,"Lee Johnson punts 31 yards, out of bounds",-0.650,-0.810
3,8:49,1,10,TAM 28,17,10,Michael Pittman right tackle for -3 yards (tackle by Shawn Barber),0.810,-0.140
3,8:10,2,13,TAM 25,17,10,Brad Johnson pass complete to Karl Williams for 7 yards (tackle by Shawn Barber),-0.140,0.100
3,7:33,3,6,TAM 32,17,10,Brad Johnson pass incomplete intended for Joe Jurevicius (defended by N.D. Kalu),0.100,-1.240
3,7:28,4,6,TAM 32,17,10,"Tom Tupa punts 39 yards, returned by Brian Mitchell for no gain. Penalty on Jeff Thomason: Offensive Holding, 10 yards",-1.240,-0.150
3,7:18,1,10,PHI 19,17,10,Duce Staley left tackle for 7 yards (tackle by Derrick Brooks),0.150,0.610
3,6:42,2,3,PHI 26,17,10,Duce Staley right tackle for 2 yards (tackle by Greg Spires),0.610,0.100
3,6:01,2,3,PHI 26,,,Timeout #2 by Tampa Bay Buccaneers,0.610,0.100
3,6:01,3,1,PHI 28,17,10,Brian Westbrook right end for 2 yards (tackle by Brian Kelly),0.100,0.940
3,5:39,1,10,PHI 30,17,10,Duce Staley left tackle for 5 yards (tackle by Alshermond Singleton),0.940,1.070
3,4:55,2,5,PHI 35,17,10,Donovan McNabb pass incomplete intended for James Thrash,1.070,0.370
3,4:50,3,5,PHI 35,17,10,Donovan McNabb pass incomplete intended for Chad Lewis (defended by Ronde Barber),0.370,-1.040
3,4:46,4,5,PHI 35,17,10,"Lee Johnson punts 32 yards, returned by Karl Williams for no gain. Penalty on Sheldon Brown: Interference with Opportunity to Catch, 15 yards",-1.040,-2.130
3,4:37,1,10,TAM 48,17,10,Brad Johnson pass complete to Keenan McCardell for 11 yards (tackle by Troy Vincent),2.130,2.850
3,4:22,1,10,PHI 41,17,10,Brad Johnson pass incomplete intended for Joe Jurevicius,2.850,2.310
3,4:20,2,10,PHI 41,17,10,Brad Johnson pass complete to Michael Pittman for 6 yards (tackle by Levon Kirkland and Bobby Taylor),2.310,2.410
3,3:40,3,4,PHI 35,17,10,Brad Johnson pass complete to Ken Dilger for 19 yards (tackle by Blaine Bishop),2.410,4.510
3,2:57,1,10,PHI 16,17,10,Mike Alstott right guard for 2 yards (tackle by Troy Vincent),4.510,4.210
3,2:13,2,8,PHI 14,17,10,Brad Johnson pass complete to Rickey Dudley for 7 yards (tackle by Darwin Walker),4.210,4.850
3,1:47,3,1,PHI 7,17,10,Mike Alstott right tackle for -2 yards (tackle by Carlos Emmons),4.850,2.930
3,1:06,4,3,PHI 9,20,10,Martin Gramatica 27 yard field goal good,2.930,3.000
3,1:06,,,TAM 30,20,10,"Martin Gramatica kicks off 46 yards, returned by Brandon Whiting for 4 yards (tackle by Todd Yoder)",0.000,0.810
3,0:58,1,10,PHI 28,20,10,Donovan McNabb pass incomplete intended for Brian Westbrook,0.810,0.260
3,0:54,2,10,PHI 28,20,10,Dorsey Levens left tackle for -1 yards (tackle by Shelton Quarles),0.260,-0.560
3,0:14,3,11,PHI 27,20,10,Donovan McNabb pass incomplete intended for Antonio Freeman (defended by Ronde Barber),-0.560,-1.570
3,0:09,4,11,PHI 27,20,10,"Lee Johnson punts 38 yards, returned by Karl Williams for 4 yards (tackle by Justin Ena)",-1.570,-1.530
Quarter,Time,Down,ToGo,Location,TAM,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 39,20,10,Brad Johnson pass complete to Keenan McCardell for 8 yards (tackle by Troy Vincent),1.530,2.070
4,14:28,2,2,TAM 47,20,10,Michael Pittman middle for 5 yards (tackle by Darwin Walker),2.070,2.390
4,13:48,1,10,PHI 48,20,10,Mike Alstott left tackle for 1 yard (tackle by Levon Kirkland),2.390,1.980
4,13:10,2,9,PHI 47,20,10,Brad Johnson pass incomplete intended for Joe Jurevicius,1.980,1.290
4,13:06,3,9,PHI 47,20,10,Brad Johnson pass incomplete intended for Keyshawn Johnson,1.290,0.130
4,13:02,4,9,PHI 47,20,10,"Tom Tupa punts 47 yards, touchback",0.130,-0.280
4,12:51,1,10,PHI 20,20,10,Donovan McNabb pass complete to Todd Pinkston for 14 yards (tackle by Shelton Quarles),0.280,1.200
4,12:29,1,10,PHI 34,20,10,"Donovan McNabb pass complete to Chad Lewis for no gain. Penalty on Chad Lewis: Offensive Pass Interference, 10 yards (no play)",1.200,0.540
4,12:07,1,20,PHI 24,20,10,Donovan McNabb right end for 5 yards (tackle by Alshermond Singleton),0.540,-0.020
4,11:40,2,15,PHI 29,20,10,Donovan McNabb pass incomplete intended for Dorsey Levens,-0.020,-0.690
4,11:33,3,15,PHI 29,20,10,"Donovan McNabb pass complete to Todd Pinkston for 14 yards (tackle by Derrick Brooks). Penalty on John Welbourn: Ineligible Downfield Pass, 5 yards (no play)",-0.690,-1.350
4,11:08,3,20,PHI 24,20,10,Donovan McNabb pass incomplete intended for Dorsey Levens,-1.350,-1.770
4,11:03,4,20,PHI 24,20,10,"Lee Johnson punts 50 yards, returned by Karl Williams for 8 yards (tackle by Dameane Douglas)",-1.770,-1.200
4,10:52,1,10,TAM 34,20,10,Mike Alstott left tackle for no gain (tackle by Brandon Whiting and Levon Kirkland),1.200,0.660
4,10:09,2,10,TAM 34,20,10,Brad Johnson pass complete to Ken Dilger for 9 yards (tackle by Carlos Emmons and Corey Simon),0.660,1.160
4,9:23,3,1,TAM 43,20,10,Mike Alstott left guard for 2 yards (tackle by Levon Kirkland),1.160,1.930
4,8:42,1,10,TAM 45,20,10,Mike Alstott middle for 1 yard (tackle by Darwin Walker),1.930,1.520
4,7:56,2,9,TAM 46,20,10,Mike Alstott right end for no gain (tackle by Levon Kirkland and Darwin Walker),1.520,0.830
4,7:15,3,9,TAM 46,20,10,Brad Johnson pass complete to Michael Pittman for 5 yards (tackle by Ike Reese),0.830,0.000
4,6:40,4,4,PHI 49,20,10,"Tom Tupa punts 35 yards, returned by Brian Mitchell for 4 yards (tackle by Corey Ivy)",0.000,-0.040
4,6:31,1,10,PHI 18,20,10,Donovan McNabb pass complete to Todd Pinkston for 24 yards (tackle by Brian Kelly),0.040,1.730
4,6:03,1,10,PHI 42,20,10,Duce Staley right tackle for 5 yards (tackle by John Lynch),1.730,1.860
4,5:41,2,5,PHI 47,20,10,Donovan McNabb pass complete to Chad Lewis for 8 yards (tackle by Derrick Brooks and Shelton Quarles),1.860,2.590
4,5:21,1,10,TAM 45,20,10,Duce Staley left end for 2 yards (tackle by Ronde Barber),2.590,2.310
4,4:59,2,8,TAM 43,20,10,Donovan McNabb pass incomplete intended for Todd Pinkston,2.310,1.620
4,4:54,3,8,TAM 43,20,10,Donovan McNabb pass complete to Chad Lewis for 16 yards (tackle by Dwight Smith),1.620,3.780
4,4:30,1,10,TAM 27,20,10,Donovan McNabb pass complete to Antonio Freeman for 3 yards (tackle by John Lynch),3.780,3.640
4,4:00,2,7,TAM 24,20,10,Donovan McNabb pass complete to Antonio Freeman for 14 yards (tackle by Dexter Jackson),3.640,4.910
4,3:27,1,10,TAM 10,26,10,"Donovan McNabb pass incomplete intended for Antonio Freeman is intercepted by Ronde Barber at TAM-8 and returned for 92 yards, touchdown",4.910,-7.000
4,3:12,,,PHI 10,27,10,Martin Gramatica kicks extra point good,0.000,0.000
4,3:12,,,TAM 30,27,10,--,0.000,1.600
4,3:04,1,10,PHI 40,27,10,Donovan McNabb pass complete to Todd Pinkston for 13 yards (tackle by Dwight Smith),1.600,2.460
4,2:42,1,10,TAM 47,27,10,Donovan McNabb pass complete to Duce Staley for 12 yards (tackle by Ronde Barber),2.460,3.250
4,2:18,1,10,TAM 35,27,10,Donovan McNabb pass incomplete intended for Duce Staley,3.250,2.700
4,2:13,2,10,TAM 35,27,10,Donovan McNabb pass complete to Duce Staley for 5 yards (tackle by Shelton Quarles),2.700,2.680
4,2:00,3,5,TAM 30,27,10,Donovan McNabb pass incomplete intended for Todd Pinkston,2.680,1.450
4,1:55,4,5,TAM 30,27,10,Donovan McNabb pass incomplete intended for Todd Pinkston (defended by Dwight Smith),1.450,-0.940
4,1:52,1,10,TAM 30,27,10,Brad Johnson kneels for -1 yards,0.940,0.260
4,1:50,1,10,TAM 30,,,Timeout #1 by Philadelphia Eagles,0.940,0.260
4,1:49,2,11,TAM 29,27,10,Brad Johnson kneels for -1 yards,0.260,-0.560
4,1:47,2,11,TAM 29,,,Timeout #2 by Philadelphia Eagles,0.260,-0.560
4,1:45,3,12,TAM 28,27,10,Brad Johnson kneels for -1 yards,-0.560,-1.570
4,1:45,3,12,TAM 28,,,Timeout #3 by Philadelphia Eagles,-0.560,-0.560
4,1:45,3,12,TAM 28,,,Timeout #3 by Tampa Bay Buccaneers,-0.560,-1.570
4,1:45,4,13,TAM 27,27,10,"Tom Tupa punts 42 yards, returned by Brian Mitchell for 20 yards (tackle by John Howell)",-1.570,-2.320
4,1:34,1,10,TAM 49,27,10,Donovan McNabb pass incomplete intended for Antonio Freeman (defended by Brian Kelly),2.320,1.780
4,1:29,2,10,TAM 49,27,10,Donovan McNabb pass incomplete intended for Duce Staley,1.780,1.090
4,1:25,3,10,TAM 49,27,10,Donovan McNabb pass complete to Duce Staley for 1 yard (tackle by Alshermond Singleton),1.090,0.070
4,0:45,4,9,TAM 48,27,10,Donovan McNabb pass complete to Antonio Freeman for 17 yards (tackle by Brian Kelly),0.070,3.510
4,0:21,1,10,TAM 31,27,10,Donovan McNabb pass complete to Chad Lewis for 12 yards (tackle by Corey Ivy),3.510,4.310
4,0:01,1,10,TAM 19,27,10,Donovan McNabb pass complete to Chad Lewis for 12 yards (tackle by Alshermond Singleton),4.310,3.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
