Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
1,0:15,2,21,NYJ 38,0,13,Sam Darnold pass complete short middle to Jamison Crowder for 12 yards (tackle by Patrick Onwuasor),0.160,1.090
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,9,NYJ 50,0,13,Sam Darnold pass complete deep middle to Jamison Crowder for 41 yards (tackle by Earl Thomas),1.090,5.140
2,14:20,1,9,BAL 9,0,13,Le'Veon Bell left guard for 5 yards (tackle by Chris Wormley),5.140,5.340
2,13:37,2,4,BAL 4,0,13,Sam Darnold pass incomplete short right intended for Jamison Crowder,5.340,4.490
2,13:32,3,4,BAL 4,6,13,"Sam Darnold pass complete short right to Jamison Crowder for 4 yards, touchdown",4.490,7.000
2,13:27,,,BAL 15,7,13,Sam Ficken kicks extra point good,0.000,0.000
2,13:27,,,NYJ 35,7,13,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
2,13:27,1,10,BAL 25,7,13,Mark Ingram right guard for 7 yards (tackle by Marcus Maye),0.610,1.010
2,12:48,2,3,BAL 32,7,13,Lamar Jackson left tackle for 12 yards (tackle by Neville Hewitt),1.010,1.860
2,12:10,1,10,BAL 44,7,13,Gus Edwards right guard for 4 yards (tackle by Jordan Jenkins and Maurice Canady),1.860,1.860
2,11:31,2,6,BAL 48,7,13,Lamar Jackson pass complete short left to Mark Andrews for 8 yards (tackle by Blessuan Austin),1.860,2.650
2,11:05,1,10,NYJ 44,7,13,"Lamar Jackson pass incomplete deep middle intended for Marquise Brown. Penalty on Neville Hewitt: Defensive Pass Interference, 43 yards (no play)",2.650,6.970
2,10:57,1,1,NYJ 1,7,13,"Lamar Jackson pass complete short middle to Mark Andrews for 1 yard. Penalty on Chris Moore: Illegal Formation, 5 yards (no play)",6.970,5.830
2,10:54,1,6,NYJ 6,7,13,Mark Ingram right guard for 5 yards (tackle by Henry Anderson and Neville Hewitt),5.830,5.910
2,10:06,2,1,NYJ 1,7,13,Penalty on Steve McLendon: Encroachment (no play),5.910,5.910
2,9:56,2,1,NYJ 1,7,13,Penalty on Folorunso Fatukasi: Encroachment (no play),5.910,5.910
2,9:47,2,1,NYJ 1,7,19,"Lamar Jackson pass complete short left to Mark Andrews for 1 yard, touchdown",5.910,7.000
2,9:43,,,NYJ 2,7,19,"Penalty on NYJ: Defensive Too Many Men on Field, 1 yard (no play)",1.000,1.000
2,9:43,,,NYJ 1,7,21,"Two Point Attempt: Mark Ingram rushes, conversion succeeds.",1.000,1.000
2,9:43,,,BAL 35,7,21,"Justin Tucker kicks off 65 yards, returned by Ty Montgomery for 26 yards (tackle by Anthony Levine)",0.000,0.670
2,9:38,1,10,NYJ 26,7,21,Sam Darnold pass incomplete short right,0.670,0.130
2,9:34,2,10,NYJ 26,7,21,Le'Veon Bell left guard for 3 yards (tackle by Domata Peko),0.130,-0.160
2,8:47,,,,,,Timeout #1 by New York Jets,,
2,8:47,3,7,NYJ 29,7,21,Sam Darnold pass complete short left to Vyncint Smith for 31 yards (tackle by Jimmy Smith),-0.160,2.920
2,8:04,1,10,BAL 40,7,21,Sam Darnold pass complete short middle to Robby Anderson for 5 yards (tackle by Jimmy Smith),2.920,3.050
2,7:26,2,5,BAL 35,7,21,Ty Montgomery left guard for 4 yards (tackle by Jaylon Ferguson),3.050,2.870
2,6:51,3,1,BAL 31,7,21,Le'Veon Bell left guard for 1 yard (tackle by Domata Peko and Josh Bynes),2.870,3.580
2,6:05,1,10,BAL 30,7,21,Le'Veon Bell right guard for 6 yards (tackle by Brandon Williams),3.580,3.840
2,5:29,2,4,BAL 24,7,21,Le'Veon Bell right guard for 2 yards (tackle by Earl Thomas),3.840,3.400
2,4:44,3,2,BAL 22,7,21,Sam Darnold pass complete short middle to Jamison Crowder for 6 yards (tackle by Marlon Humphrey),3.400,4.510
2,3:56,1,10,BAL 16,7,21,Sam Darnold pass complete short left to Le'Veon Bell for 3 yards (tackle by Jimmy Smith),4.510,4.390
2,3:21,2,7,BAL 13,7,21,Le'Veon Bell right guard for 1 yard (tackle by Matt Judon and Josh Bynes),4.390,3.730
2,2:37,3,6,BAL 12,7,21,Sam Darnold pass complete short middle to Vyncint Smith for 5 yards (tackle by Jimmy Smith),3.730,3.010
2,2:00,4,1,BAL 7,7,21,Sam Darnold pass incomplete short right intended for Robby Anderson (defended by Jimmy Smith),3.010,0.380
2,1:54,1,10,BAL 7,7,21,Mark Ingram right guard for 6 yards (tackle by Steve McLendon),-0.380,-0.340
2,1:24,2,4,BAL 13,7,21,Mark Ingram right guard for no gain (tackle by Steve McLendon and Kyle Phillips),-0.340,-0.720
2,1:18,,,,,,Timeout #2 by New York Jets,,
2,1:18,3,4,BAL 13,7,21,Lamar Jackson pass incomplete short right intended for Mark Andrews,-0.720,-2.490
2,1:15,4,4,BAL 13,7,21,"Sam Koch punts 49 yards, returned by Braxton Berrios for 21 yards (tackle by Josh Bynes)",-2.490,-2.850
2,1:03,1,10,BAL 41,7,21,Sam Darnold pass incomplete deep right intended for Jeff Smith,2.850,2.310
2,0:57,2,10,BAL 41,7,21,Le'Veon Bell right guard for 7 yards (tackle by Anthony Levine and Marcus Peters),2.310,2.540
2,0:35,3,3,BAL 34,7,21,Sam Darnold pass complete short left to Jamison Crowder for 9 yards (tackle by Marlon Humphrey),2.540,3.910
2,0:29,1,10,BAL 25,7,21,Sam Darnold pass deep left intended for Daniel Brown is intercepted by Chuck Clark at BAL-5 and returned for 12 yards,3.910,0.060
2,0:18,1,10,BAL 17,7,21,Justice Hill left guard for no gain (tackle by James Burgess),-0.060,-0.580
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,7,21,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,BAL 25,7,21,Lamar Jackson left tackle for 3 yards (tackle by Marcus Maye),0.610,0.470
3,14:19,2,7,BAL 28,7,21,Justice Hill up the middle for 4 yards (tackle by Steve McLendon and James Burgess),0.470,0.300
3,13:34,3,3,BAL 32,7,21,Lamar Jackson pass incomplete short right intended for Mark Ingram (defended by James Burgess),0.300,-1.240
3,13:31,4,3,BAL 32,7,21,"Sam Koch punts 44 yards, returned by Braxton Berrios for 8 yards (tackle by Chuck Clark and Chris Moore)",-1.240,-1.070
3,13:20,1,10,NYJ 32,7,21,Le'Veon Bell left guard for 6 yards (tackle by Patrick Onwuasor and Brandon Williams),1.070,1.340
3,12:45,2,4,NYJ 38,7,21,Le'Veon Bell left guard for 2 yards (tackle by Matt Judon),1.340,0.890
3,11:59,3,2,NYJ 40,7,21,Sam Darnold pass incomplete deep right intended for Robby Anderson,0.890,-0.720
3,11:53,4,2,NYJ 40,7,21,"Lac Edwards punts 40 yards, fair catch by De'Anthony Thomas at BAL-20",-0.720,-0.280
3,11:46,1,10,BAL 20,7,21,Lamar Jackson pass complete short middle to Marquise Brown for 9 yards (tackle by Darryl Roberts),0.280,0.950
3,11:10,2,1,BAL 29,7,21,Lamar Jackson left tackle for 3 yards (tackle by Nate Hairston),0.950,1.070
3,10:27,1,10,BAL 32,7,21,Mark Ingram left guard for 4 yards (tackle by Henry Anderson),1.070,1.070
3,9:48,2,6,BAL 36,7,21,Lamar Jackson pass complete short right to Marquise Brown for 5 yards (tackle by Maurice Canady),1.070,1.030
3,9:16,3,1,BAL 41,7,21,Gus Edwards left guard for no gain (tackle by James Burgess),1.030,-0.650
3,8:28,4,1,BAL 41,7,21,Sam Koch punts 44 yards out of bounds,-0.650,0.220
3,8:21,1,10,NYJ 15,7,21,Le'Veon Bell right guard for 3 yards (tackle by Domata Peko and Jihad Ward),-0.220,-0.280
3,7:35,2,7,NYJ 18,7,21,Sam Darnold pass complete short right to Robby Anderson for 15 yards,-0.280,1.140
3,6:58,1,10,NYJ 33,7,21,Sam Darnold pass complete short middle to Le'Veon Bell for -2 yards (tackle by Josh Bynes),1.140,0.320
3,6:11,2,12,NYJ 31,7,21,Sam Darnold pass complete short right to Vyncint Smith for 4 yards (tackle by Chris Wormley),0.320,0.170
3,5:29,3,8,NYJ 35,7,21,"Sam Darnold sacked by Tyus Bowser for -11 yards. Sam Darnold fumbles (forced by Tyus Bowser), recovered by Jihad Ward at NYJ-24 (tackle by Trevon Wesco and Alex Lewis)",0.170,-3.970
3,5:20,1,10,NYJ 24,7,21,Lamar Jackson pass incomplete deep middle intended for Hayden Hurst (defended by Darryl Roberts),3.970,3.430
3,5:14,2,10,NYJ 24,7,27,"Lamar Jackson pass complete deep middle to Marquise Brown for 24 yards, touchdown",3.430,7.000
3,5:09,,,NYJ 15,7,28,Justin Tucker kicks extra point good,0.000,0.000
3,5:09,,,BAL 35,7,28,"Justin Tucker kicks off 67 yards, returned by Vyncint Smith for 28 yards (tackle by De'Anthony Thomas)",0.000,0.670
3,5:02,1,10,NYJ 26,7,28,Sam Darnold pass incomplete short right,0.670,0.130
3,4:55,2,10,NYJ 26,7,28,Le'Veon Bell right guard for 3 yards (tackle by Chris Wormley),0.130,-0.160
3,4:12,3,7,NYJ 29,7,28,Sam Darnold pass incomplete short left intended for Jamison Crowder,-0.160,-1.440
3,4:07,4,7,NYJ 29,7,28,"Lac Edwards punts 59 yards, returned by De'Anthony Thomas for 8 yards (tackle by Brandon Copeland)",-1.440,-0.280
3,3:56,1,10,BAL 20,7,28,Mark Ingram right guard for 2 yards (tackle by James Burgess),0.280,0.000
3,3:16,2,8,BAL 22,7,28,Lamar Jackson pass incomplete short right intended for Patrick Ricard,0.000,-0.690
3,3:13,3,8,BAL 22,7,28,Lamar Jackson pass complete short middle to Marquise Brown for 7 yards (tackle by James Burgess),-0.690,-1.440
3,2:28,4,1,BAL 29,7,28,Lamar Jackson pass complete deep right to Mark Andrews for 36 yards (tackle by Darryl Roberts),-1.440,3.250
3,1:51,1,10,NYJ 35,7,28,Lamar Jackson pass complete short middle to Seth Roberts for 12 yards (tackle by Darryl Roberts),3.250,4.040
3,1:26,1,10,NYJ 23,7,28,"Penalty on Patrick Mekari: False Start, 5 yards (no play)",4.040,3.710
3,1:14,1,15,NYJ 28,7,28,Lamar Jackson pass incomplete deep right,3.710,2.820
3,1:04,2,15,NYJ 28,7,28,"Penalty on BAL: Delay of Game, 5 yards (no play)",2.820,2.150
3,1:04,2,20,NYJ 33,7,34,"Lamar Jackson pass complete deep left to Seth Roberts for 33 yards, touchdown",2.150,7.000
3,0:58,,,NYJ 15,7,35,Justin Tucker kicks extra point good,0.000,0.000
3,0:58,,,BAL 35,7,35,"Justin Tucker kicks off 45 yards, returned by Ty Montgomery for 2 yards (tackle by Anthony Levine)",0.000,0.410
3,0:53,1,10,NYJ 22,7,35,Sam Darnold right tackle for 11 yards (tackle by L.J. Fort),0.410,1.140
3,0:10,1,10,NYJ 33,7,35,Le'Veon Bell left guard for 3 yards (tackle by Marlon Humphrey),1.140,1.000
Quarter,Time,Down,ToGo,Location,NYJ,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,NYJ 36,7,35,Sam Darnold pass incomplete short left intended for Jamison Crowder,1.000,0.300
4,14:54,3,7,NYJ 36,7,35,Sam Darnold pass complete short right to Daniel Brown for 4 yards (tackle by Brandon Carr),0.300,-0.720
4,14:17,4,3,NYJ 40,7,35,Lac Edwards punts 57 yards downed by Jeff Smith,-0.720,0.380
4,14:06,1,10,BAL 3,7,35,"Mark Ingram right guard for 8 yards (tackle by Marcus Maye). Penalty on Jordan Jenkins: Unnecessary Roughness, 15 yards. Penalty on Jordan Jenkins: Defensive Offside, 15 yards",-0.380,0.670
4,13:44,1,10,BAL 26,7,35,Mark Ingram right guard for 2 yards (tackle by Tarell Basham),0.670,0.400
4,13:03,2,8,BAL 28,7,35,Lamar Jackson sacked by Tarell Basham for no gain,0.400,-0.300
4,12:18,3,8,BAL 28,7,35,Lamar Jackson pass incomplete deep middle intended for Mark Andrews,-0.300,-1.500
4,12:13,4,8,BAL 28,13,35,"Sam Koch punts blocked by Tarell Basham, recovered by B.J. Bello, touchdown",-1.500,-7.000
4,12:07,,,BAL 15,13,35,Sam Ficken kicks extra point no good wide right,0.000,-1.000
4,12:07,,,,,,Timeout #1 by Baltimore Ravens,,
4,12:07,,,NYJ 35,13,35,"Sam Ficken kicks onside 9 yards, returned by Jordan Richards for no gain",0.000,2.650
4,12:06,1,10,NYJ 44,13,35,Mark Ingram left tackle for -3 yards (tackle by Neville Hewitt),2.650,1.710
4,11:36,2,13,NYJ 47,13,35,Lamar Jackson pass incomplete short left,1.710,1.030
4,11:27,3,13,NYJ 47,13,35,Lamar Jackson pass complete deep middle to Seth Roberts for 21 yards (tackle by Maurice Canady),1.030,3.840
4,10:48,1,10,NYJ 26,13,35,Lamar Jackson left tackle for 16 yards (tackle by Darryl Roberts),3.840,4.910
4,10:04,1,10,NYJ 10,13,41,"Lamar Jackson pass complete short right to Mark Ingram for 10 yards, touchdown",4.910,7.000
4,9:58,,,NYJ 15,13,42,Justin Tucker kicks extra point good,0.000,0.000
4,9:58,,,BAL 35,13,42,"Justin Tucker kicks off 50 yards, returned by Vyncint Smith for 21 yards (tackle by De'Anthony Thomas)",0.000,1.330
4,9:52,1,10,NYJ 36,13,42,Le'Veon Bell left guard for 3 yards (tackle by Domata Peko and L.J. Fort),1.330,1.200
4,9:10,2,7,NYJ 39,13,42,Sam Darnold pass complete deep middle to Robby Anderson for 41 yards (tackle by Jimmy Smith),1.200,4.240
4,8:23,1,10,BAL 20,13,42,Le'Veon Bell left guard for 2 yards (tackle by Patrick Onwuasor and Domata Peko),4.240,3.960
4,7:43,2,8,BAL 18,19,42,"Sam Darnold pass complete short right to Jamison Crowder for 18 yards, touchdown, touchdown",3.960,7.000
4,7:35,,,BAL 2,19,42,"Penalty on NYJ: Delay of Game, 5 yards (no play)",1.000,1.000
4,7:35,,,BAL 7,21,42,"Two Point Attempt: Sam Darnold pass complete to Robby Anderson, conversion succeeds",1.000,1.000
4,7:35,,,NYJ 35,21,42,"Sam Ficken kicks off 47 yards, returned by De'Anthony Thomas for 5 yards (tackle by Bennett Jackson). Penalty on Bennett Jackson: Face Mask (15 Yards), 15 yards",0.000,1.470
4,7:30,1,10,BAL 38,21,42,Robert Griffin pass incomplete short left intended for Patrick Ricard,1.470,0.920
4,7:25,2,10,BAL 38,21,42,Robert Griffin right tackle for 5 yards (tackle by Maurice Canady),0.920,0.890
4,6:38,3,5,BAL 43,21,42,Robert Griffin left guard for 2 yards (tackle by Neville Hewitt),0.890,-0.390
4,5:49,4,3,BAL 45,21,42,"Penalty on BAL: Delay of Game, 5 yards (no play)",-0.390,-0.720
4,5:32,4,8,BAL 40,21,42,"Penalty on Josh Bynes: False Start, 5 yards (no play)",-0.720,-1.040
4,5:26,4,13,BAL 35,21,42,"Sam Koch punts 44 yards, returned by Braxton Berrios for 19 yards (tackle by Chris Moore). Penalty on Anthony Levine: Offensive Holding, 10 yards",-1.040,-2.260
4,5:13,1,10,NYJ 50,21,42,Sam Darnold pass incomplete short middle intended for Jamison Crowder (defended by Marlon Humphrey),2.260,1.710
4,5:06,2,10,NYJ 50,21,42,Le'Veon Bell left guard for 8 yards (tackle by Earl Thomas and Tyus Bowser),1.710,2.080
4,4:32,3,2,BAL 42,21,42,Le'Veon Bell left guard for 1 yard (tackle by Jaylon Ferguson and Michael Pierce),2.080,0.530
4,4:07,,,,,,Timeout #2 by Baltimore Ravens,,
4,4:07,4,1,BAL 41,21,42,Sam Darnold pass incomplete short middle intended for Jamison Crowder (defended by Marlon Humphrey),0.530,-1.660
4,4:02,1,10,BAL 41,21,42,Gus Edwards right guard for 1 yard (tackle by Nathan Shepherd),1.660,1.260
4,3:20,2,9,BAL 42,21,42,Gus Edwards left guard for 28 yards (tackle by Blessuan Austin),1.260,3.580
4,2:33,1,10,NYJ 30,21,42,Justice Hill up the middle for 2 yards (tackle by Steve McLendon),3.580,3.300
4,2:00,2,8,NYJ 28,21,42,Justice Hill right guard for 9 yards (tackle by Marcus Maye),3.300,4.310
4,1:26,1,10,NYJ 19,21,42,Robert Griffin left end for no gain (tackle by Tarell Basham and James Burgess),4.310,3.750
4,0:39,2,10,NYJ 19,21,42,Robert Griffin kneels for -1 yards,3.750,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
