Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,SEA 20,7,0,Jimmy Clausen pass complete short middle to Javorius Allen for 10 yards (tackle by K.J. Wright),3.630,4.690
2,14:24,3,1,SEA 10,7,0,Terrance West left guard for no gain (tackle by Michael Bennett and Cliff Avril),4.690,2.910
2,13:42,4,1,SEA 10,7,3,Justin Tucker 28 yard field goal good,2.910,3.000
2,13:42,,,BAL 35,7,3,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
2,13:39,1,10,SEA 20,7,3,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Shareece Wright),0.280,0.680
2,13:05,2,3,SEA 27,7,3,DuJuan Harris right guard for 5 yards (tackle by Brent Urban),0.680,1.070
2,12:29,1,10,SEA 32,7,3,DuJuan Harris left guard for 1 yard (tackle by Brent Urban),1.070,0.660
2,11:51,2,9,SEA 33,7,3,DuJuan Harris right end for 4 yards (tackle by Lardarius Webb),0.660,0.500
2,11:13,3,5,SEA 37,7,3,"Russell Wilson pass complete deep left to Tyler Lockett for 26 yards (tackle by Lardarius Webb). Penalty on Lardarius Webb: Unnecessary Roughness, 15 yards",0.500,4.110
2,10:40,1,10,BAL 22,7,3,Fred Jackson left guard for 3 yards (tackle by Za'Darius Smith and Lawrence Guy),4.110,3.970
2,10:02,2,7,BAL 19,7,3,DuJuan Harris right guard for no gain (tackle by Lawrence Guy and Daryl Smith),3.970,3.260
2,9:17,3,7,BAL 19,7,3,Russell Wilson pass complete short right to Doug Baldwin for 14 yards (tackle by Jimmy Smith),3.260,6.060
2,8:44,1,5,BAL 5,7,3,Russell Wilson pass incomplete short left intended for Luke Willson,6.060,5.150
2,8:38,2,5,BAL 5,7,3,"DuJuan Harris left guard for -2 yards (tackle by Courtney Upshaw). DuJuan Harris fumbles (forced by Courtney Upshaw), recovered by Elvis Dumervil at BAL-7 (tackle by Russell Wilson)",5.150,0.380
2,8:31,1,10,BAL 7,7,3,Javorius Allen left guard for 5 yards (tackle by Bobby Wagner and Brandon Mebane),-0.380,-0.420
2,7:51,2,5,BAL 12,7,3,"Jimmy Clausen pass complete short left to Kamar Aiken for no gain. Penalty on Ryan Jensen: Illegal Block Above the Waist, 6 yards (no play)",-0.420,-0.850
2,7:21,2,11,BAL 6,7,3,Jimmy Clausen pass complete short right to Javorius Allen for no gain,-0.850,-1.540
2,6:43,3,11,BAL 6,7,3,Jimmy Clausen pass complete short left to Kamar Aiken for 17 yards (tackle by DeShawn Shead and Bobby Wagner),-1.540,0.480
2,6:03,1,10,BAL 23,7,3,Jimmy Clausen pass complete short left to Javorius Allen for 9 yards (tackle by K.J. Wright),0.480,1.150
2,5:18,2,1,BAL 32,7,3,Jimmy Clausen pass complete short right to Jeremy Butler for 15 yards (tackle by Earl Thomas),1.150,2.060
2,4:48,1,10,BAL 47,7,3,Javorius Allen left guard for 4 yards (tackle by Ahtyba Rubin and K.J. Wright),2.060,2.060
2,4:15,2,6,SEA 49,7,3,Jimmy Clausen pass incomplete deep left intended for Chris Givens (defended by DeShawn Shead),2.060,1.360
2,4:08,3,6,SEA 49,7,3,Jimmy Clausen pass incomplete short middle intended for Kamar Aiken (defended by Jeremy Lane),1.360,0.000
2,4:04,4,6,SEA 49,7,3,"Sam Koch punts 34 yards, fair catch by Tyler Lockett",0.000,0.220
2,3:58,1,10,SEA 15,7,3,DuJuan Harris left tackle for 5 yards (tackle by Kendrick Lewis and Jimmy Smith),-0.220,0.080
2,3:16,2,5,SEA 20,7,3,DuJuan Harris left tackle for no gain (tackle by Za'Darius Smith),0.080,-0.760
2,2:31,3,5,SEA 20,7,3,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Shareece Wright),-0.760,0.810
2,2:00,1,10,SEA 28,7,3,Russell Wilson pass incomplete deep middle intended for Jermaine Kearse,0.810,0.260
2,1:57,2,10,SEA 28,7,3,Russell Wilson pass complete short middle to Jermaine Kearse for 10 yards (tackle by Kyle Arrington),0.260,1.470
2,1:34,1,10,SEA 38,7,3,Russell Wilson pass incomplete short middle intended for Fred Jackson (defended by C.J. Mosley),1.470,0.920
2,1:29,2,10,SEA 38,7,3,Russell Wilson pass incomplete short middle intended for Doug Baldwin,0.920,0.230
2,1:24,3,10,SEA 38,7,3,Russell Wilson pass complete short right to Fred Jackson for 8 yards (tackle by C.J. Mosley),0.230,0.230
2,1:13,3,10,SEA 38,7,3,Timeout #2 by Baltimore Ravens,0.230,-0.320
2,1:13,4,2,SEA 46,7,3,"Jon Ryan punts 43 yards, returned by Kaelin Clay for 12 yards (tackle by Jeremy Lane)",-0.320,-0.480
2,1:00,1,10,BAL 23,7,3,Jimmy Clausen pass incomplete short left intended for Javorius Allen,0.480,-0.070
2,0:54,2,10,BAL 23,7,3,"Penalty on Jimmy Clausen: False Start, 5 yards (no play)",-0.070,-0.840
2,0:54,2,15,BAL 18,7,3,"Javorius Allen middle for -4 yards (tackle by Frank Clark). Javorius Allen fumbles (forced by Frank Clark), recovered by Bobby Wagner at BAL-14 (tackle by Marshal Yanda)",-0.840,-4.650
2,0:47,1,10,BAL 14,7,3,Russell Wilson pass incomplete short right intended for Fred Jackson,4.650,4.000
2,0:43,2,10,BAL 14,13,3,"Russell Wilson pass complete short right to Doug Baldwin for 14 yards, touchdown. Penalty on Kyle Arrington: Defensive Holding (Declined)",4.000,7.000
2,0:43,,,BAL 14,14,3,Steven Hauschka kicks extra point good,0.000,0.000
2,0:43,,,SEA 35,14,3,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
2,0:38,1,10,BAL 20,14,3,Jimmy Clausen pass complete deep left to Kamar Aiken for 37 yards (tackle by DeShawn Shead),0.280,2.720
2,0:15,1,10,SEA 43,14,3,Jimmy Clausen pass complete deep left to Kamar Aiken for 21 yards (tackle by Earl Thomas),2.720,4.110
2,0:12,1,10,SEA 22,14,3,Jimmy Clausen pass incomplete deep right intended for Jeremy Butler,4.110,3.560
2,0:05,2,10,SEA 22,14,3,"Jimmy Clausen kneels for -2 yards (tackle by Michael Bennett). Penalty on Cliff Avril: Unsportsmanlike Conduct, 12 yards",3.560,4.780
2,0:03,1,10,SEA 12,14,6,Justin Tucker 30 yard field goal good,4.780,3.000
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,14,6,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SEA 20,14,6,Russell Wilson pass complete short right to Cooper Helfet for 17 yards (tackle by Lardarius Webb and Zach Orr),0.280,1.400
3,14:24,1,10,SEA 37,14,6,DuJuan Harris left guard for 4 yards (tackle by Daryl Smith and Elvis Dumervil),1.400,1.400
3,13:39,2,6,SEA 41,14,6,DuJuan Harris right tackle for 1 yard (tackle by Courtney Upshaw),1.400,0.830
3,12:57,3,5,SEA 42,14,6,Russell Wilson pass complete short right to Doug Baldwin for 8 yards (tackle by Kyle Arrington),0.830,2.260
3,12:32,1,10,SEA 50,14,6,Russell Wilson pass complete short right to Luke Willson for 8 yards (tackle by Jimmy Smith),2.260,2.790
3,11:45,2,2,BAL 42,14,6,Fred Jackson left guard for 4 yards (tackle by Brent Urban),2.790,3.050
3,11:02,1,10,BAL 38,14,6,DuJuan Harris right end for 4 yards (tackle by Zach Orr),3.050,3.050
3,10:21,2,6,BAL 34,14,6,DuJuan Harris left guard for 6 yards (tackle by Za'Darius Smith and Zach Orr),3.050,3.710
3,9:39,1,10,BAL 28,14,6,"DuJuan Harris right tackle for 3 yards (tackle by Daryl Smith and Brent Urban). Penalty on Timmy Jernigan: Unnecessary Roughness, 13 yards",3.710,4.780
3,9:15,1,10,BAL 12,14,6,Russell Wilson pass incomplete short left intended for Doug Baldwin (defended by Lardarius Webb),4.780,4.100
3,9:07,2,10,BAL 12,14,6,"Russell Wilson pass incomplete short right intended for Cooper Helfet. Penalty on Cooper Helfet: Offensive Pass Interference, 10 yards (no play)",4.100,2.870
3,8:59,2,20,BAL 22,20,6,"Russell Wilson pass complete deep middle to Doug Baldwin for 22 yards, touchdown",2.870,7.000
3,8:59,,,BAL 22,21,6,Steven Hauschka kicks extra point good,0.000,0.000
3,8:59,,,SEA 35,21,6,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,8:54,1,10,BAL 20,21,6,--,0.280,-0.310
3,8:54,1,15,BAL 15,21,6,Terrance West left tackle for 4 yards (tackle by Brandon Mebane),-0.310,-0.460
3,8:16,2,11,BAL 19,21,6,Jimmy Clausen pass incomplete deep right intended for Jeremy Butler,-0.460,-1.140
3,8:10,3,11,BAL 19,21,6,"Jimmy Clausen pass incomplete deep right intended for Kamar Aiken (defended by Marcus Burley). Penalty on Jeremy Lane: Illegal Use of Hands, 5 yards (no play)",-1.140,0.540
3,8:02,1,10,BAL 24,21,6,Jimmy Clausen pass complete short left to Daniel Brown for 4 yards (tackle by Bruce Irvin),0.540,0.540
3,7:19,2,6,BAL 28,21,6,Jimmy Clausen pass complete short middle to Jeremy Butler for 4 yards (tackle by Marcus Burley),0.540,0.370
3,6:36,3,2,BAL 32,21,6,Jimmy Clausen pass complete short left to Daniel Brown for 3 yards (tackle by Kelcie McCray),0.370,1.270
3,5:58,1,10,BAL 35,21,6,Javorius Allen right tackle for 3 yards (tackle by Brandon Mebane),1.270,1.130
3,5:24,2,7,BAL 38,21,6,Jimmy Clausen pass incomplete short right intended for Kyle Juszczyk,1.130,0.430
3,5:19,3,7,BAL 38,21,6,Jimmy Clausen pass complete short left to Daniel Brown for 5 yards (tackle by Earl Thomas),0.430,-0.520
3,5:01,4,2,BAL 43,21,6,"Sam Koch punts 43 yards, fair catch by Tyler Lockett",-0.520,0.280
3,4:54,1,10,SEA 14,21,6,Fred Jackson right tackle for 2 yards (tackle by Brandon Williams and Daryl Smith),-0.280,-0.510
3,4:17,2,8,SEA 16,21,6,Russell Wilson pass complete short right to Jermaine Kearse for 11 yards (tackle by C.J. Mosley),-0.510,0.740
3,3:36,1,10,SEA 27,21,6,Fred Jackson right guard for -1 yards (tackle by Lawrence Guy),0.740,0.060
3,2:53,2,11,SEA 26,21,6,Russell Wilson pass complete short left to Tyler Lockett for 7 yards (tackle by Kendrick Lewis),0.060,0.300
3,2:08,3,4,SEA 33,21,6,Russell Wilson pass complete short middle to Tyler Lockett for 5 yards (tackle by Zach Orr),0.300,0.300
3,1:27,3,4,SEA 33,21,6,Timeout #1 by Seattle Seahawks,0.300,1.470
3,1:27,1,10,SEA 38,21,6,DuJuan Harris left guard for 4 yards (tackle by Lawrence Guy),1.470,1.460
3,0:49,2,6,SEA 42,21,6,Russell Wilson pass complete short right to Cooper Helfet for 3 yards (tackle by Shareece Wright),1.460,1.160
3,0:04,3,3,SEA 45,21,6,Russell Wilson left end for 6 yards (tackle by Jimmy Smith),1.160,2.320
Quarter,Time,Down,ToGo,Location,SEA,BAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BAL 49,27,6,"Russell Wilson pass complete deep right to Tyler Lockett for 49 yards, touchdown",2.320,7.000
4,15:00,,,BAL 49,28,6,Steven Hauschka kicks extra point good,0.000,0.000
4,15:00,,,SEA 35,28,6,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
4,14:53,1,10,BAL 20,28,6,Jimmy Clausen pass incomplete deep left intended for Chris Givens,0.280,-0.270
4,14:48,2,10,BAL 20,28,6,Jimmy Clausen pass complete short middle to Jeremy Butler for 5 yards (tackle by Bobby Wagner),-0.270,-0.300
4,14:10,3,5,BAL 25,28,6,Jimmy Clausen pass incomplete short right intended for Chris Givens,-0.300,-1.700
4,14:06,4,5,BAL 25,28,6,"Sam Koch punts 52 yards, returned by Tyler Lockett for no gain",-1.700,-0.480
4,13:54,1,10,SEA 23,28,6,Russell Wilson pass complete short right to Kevin Smith for 5 yards (tackle by Lardarius Webb),0.480,0.610
4,13:25,2,5,SEA 28,28,6,DuJuan Harris right tackle for 4 yards (tackle by Shareece Wright and Daryl Smith),0.610,0.430
4,12:38,3,1,SEA 32,28,6,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",0.430,-0.230
4,12:20,3,6,SEA 27,28,6,Russell Wilson pass incomplete deep left intended for Doug Baldwin,-0.230,-1.570
4,12:14,4,6,SEA 27,28,6,"Jon Ryan punts 63 yards, returned by Kaelin Clay for 24 yards (tackle by Cassius Marsh)",-1.570,-1.200
4,12:02,1,10,BAL 34,28,6,Jimmy Clausen pass complete short left to Kamar Aiken for 12 yards,1.200,1.990
4,11:34,1,10,BAL 46,28,6,"Jimmy Clausen pass complete short middle to Kamar Aiken for 5 yards (tackle by Kelcie McCray). Penalty on Ricky Wagner: Offensive Holding, 10 yards (no play)",1.990,1.330
4,11:23,1,20,BAL 36,28,6,Jimmy Clausen pass incomplete short right intended for Chris Matthews is intercepted by Richard Sherman at BAL-42 and returned for 4 yards,1.330,-3.050
4,11:16,1,10,BAL 38,28,6,DuJuan Harris right tackle for -1 yards (tackle by Za'Darius Smith),3.050,2.370
4,10:32,2,11,BAL 39,28,6,Russell Wilson pass complete short right to Jermaine Kearse for 20 yards (tackle by Shareece Wright),2.370,4.310
4,9:47,1,10,BAL 19,28,6,DuJuan Harris right guard for 3 yards (tackle by C.J. Mosley and Daryl Smith),4.310,4.180
4,9:01,2,7,BAL 16,34,6,"Russell Wilson pass complete deep middle to Doug Baldwin for 16 yards, touchdown",4.180,7.000
4,9:01,,,BAL 16,35,6,"Steven Hauschka kicks extra point good. Penalty on Anthony Levine: Leaping, 15 yards",0.000,0.000
4,9:01,,,BAL 16,35,6,"Steven Hauschka kicks off 50 yards, touchback",0.000,-0.280
4,8:55,1,10,BAL 20,35,6,"Terrance West left tackle for 17 yards (tackle by Kelcie McCray). Penalty on Chris Matthews: Offensive Holding, 10 yards",0.280,1.300
4,8:37,1,3,BAL 27,35,6,Jimmy Clausen pass incomplete short left intended for Chris Givens,1.300,0.680
4,8:32,2,3,BAL 27,35,6,Jimmy Clausen pass incomplete short middle intended for Javorius Allen,0.680,-0.030
4,8:20,3,3,BAL 27,35,6,Jimmy Clausen pass complete short left to Daniel Brown for 4 yards (tackle by Kelcie McCray),-0.030,1.000
4,7:52,1,10,BAL 31,35,6,Jimmy Clausen pass complete deep left to Chris Matthews for 21 yards (tackle by Jeremy Lane),1.000,2.390
4,7:20,1,10,SEA 48,35,6,Jimmy Clausen pass complete short middle to Kamar Aiken for 3 yards (tackle by K.J. Wright),2.390,2.250
4,6:42,2,7,SEA 45,35,6,Jimmy Clausen pass complete short middle to Jeremy Butler for 10 yards (tackle by Jeremy Lane),2.250,3.250
4,6:13,1,10,SEA 35,35,6,Jimmy Clausen pass complete short middle to Javorius Allen for 17 yards (tackle by K.J. Wright),3.250,4.370
4,5:36,1,10,SEA 18,35,6,Jimmy Clausen pass incomplete short left intended for Jeremy Butler,4.370,3.800
4,5:30,2,10,SEA 18,35,6,Jimmy Clausen pass incomplete short right intended for Javorius Allen,3.800,3.050
4,5:23,3,10,SEA 18,35,6,Jimmy Clausen pass complete short middle to Javorius Allen for 8 yards (tackle by Earl Thomas),3.050,2.890
4,4:50,4,2,SEA 10,35,6,Jimmy Clausen pass incomplete short middle intended for Daniel Brown,2.890,0.380
4,4:46,1,10,SEA 10,35,6,DuJuan Harris right guard for 1 yard (tackle by Timmy Jernigan),-0.380,-0.710
4,4:06,2,9,SEA 11,35,6,Fred Jackson right tackle for 5 yards (tackle by Shareece Wright),-0.710,-0.720
4,3:21,3,4,SEA 16,35,6,Tarvaris Jackson pass complete short middle to Tyler Lockett for 9 yards (tackle by Jimmy Smith),-0.720,0.610
4,2:39,1,10,SEA 25,35,6,DuJuan Harris right tackle for no gain (tackle by C.J. Mosley and Timmy Jernigan),0.610,0.060
4,2:00,2,10,SEA 25,35,6,"Derrick Coleman right tackle for 19 yards (tackle by Shareece Wright). Penalty on Courtney Upshaw: Unnecessary Roughness, 15 yards",0.060,2.850
4,1:49,1,10,BAL 41,35,6,Tarvaris Jackson kneels for -1 yards,2.850,2.170
4,1:07,2,11,BAL 42,35,6,Tarvaris Jackson kneels for -1 yards,2.170,1.350
4,0:28,3,12,BAL 43,35,6,Tarvaris Jackson kneels for -1 yards,1.350,0.330
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
