Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
1,5:21,4,5,NYG 36,3,7,"Jeff Feagles punts 39 yards, fair catch by Troy Brown",-0.980,-0.610
1,4:32,1,10,NWE 25,3,7,Tom Brady pass incomplete intended for Bethel Johnson,0.610,0.060
1,4:28,2,10,NWE 25,3,7,"Mike Cloud left tackle for 1 yard (tackle by Cornelius Griffin and Kenny Holmes). Penalty on Keith Hamilton: Defensive Offside, 5 yards (no play)",0.060,0.740
1,4:15,2,5,NWE 30,3,7,Mike Cloud left end for 3 yards (tackle by Micheal Barrow),0.740,0.430
1,3:35,3,2,NWE 33,3,7,Mike Cloud left tackle for 1 yard (tackle by Micheal Barrow and Dhani Jones),0.430,-1.110
1,2:42,4,1,NWE 34,3,7,"Penalty on Larry Izzo: False Start, 5 yards (no play)",-1.110,-1.440
1,2:39,4,6,NWE 29,3,7,"Ken Walter punts 41 yards, returned by Brian Mitchell for 3 yards (tackle by Chris Akins). Penalty on Larry Centers: Offensive Holding, 10 yards (no play)",-1.440,-2.140
1,2:30,4,16,NWE 19,3,7,"Ken Walter punts 42 yards, muffed catch by Brian Mitchell, recovered by Brian Mitchell and returned for no gain",-2.140,-1.600
1,2:21,1,10,NYG 40,3,7,Tiki Barber left end for 9 yards (tackle by Roman Phifer),1.600,2.270
1,1:23,2,1,NYG 49,3,7,Tiki Barber left end for 8 yards (tackle by Tyrone Poole and Roman Phifer),2.270,2.720
1,0:51,1,10,NWE 43,3,7,Tiki Barber up the middle for 5 yards (tackle by Roman Phifer and Rodney Harrison),2.720,2.850
1,0:31,2,5,NWE 38,3,7,Tiki Barber left end for no gain (tackle by Willie McGinest and Tyrone Poole),2.850,2.150
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,NWE 38,3,7,Kerry Collins pass incomplete intended for Amani Toomer,2.150,0.720
2,14:56,4,5,NWE 38,3,7,"Jeff Feagles punts 28 yards, fair catch by Troy Brown",0.720,0.380
2,14:48,1,10,NWE 10,3,7,Mike Cloud up the middle for 4 yards (tackle by Michael Strahan),-0.380,-0.460
2,14:17,2,6,NWE 14,3,7,Mike Cloud up the middle for -6 yards (tackle by Michael Strahan and Dhani Jones),-0.460,-1.650
2,13:39,3,12,NWE 8,3,7,Tom Brady pass complete to Christian Fauria for 7 yards (tackle by Micheal Barrow). Penalty on Matt Light: Offensive Holding (Declined),-1.650,-2.440
2,13:26,4,5,NWE 15,3,7,"Ken Walter punts 39 yards, returned by Brian Mitchell for 5 yards (tackle by Je'Rod Cherry)",-2.440,-2.320
2,13:22,1,10,NWE 49,3,7,Kerry Collins pass complete to Tiki Barber for 8 yards (tackle by Willie McGinest),2.320,2.860
2,12:49,2,2,NWE 41,3,7,Tiki Barber up the middle for no gain (tackle by Richard Seymour),2.860,2.150
2,12:13,3,2,NWE 41,3,7,"Kerry Collins pass incomplete intended for Ike Hilliard. Penalty on Rodney Harrison: Defensive Pass Interference, 10 yards (no play)",2.150,3.510
2,12:05,1,10,NWE 31,3,7,Kerry Collins pass incomplete intended for Tiki Barber,3.510,2.970
2,12:05,2,10,NWE 31,3,7,Tiki Barber left end for 8 yards (tackle by Eugene Wilson),2.970,3.340
2,11:36,3,2,NWE 23,3,7,"Kerry Collins pass incomplete intended for Marcellus Rivers. Penalty on Wayne Lucier: Offensive Holding, 10 yards (no play)",3.340,2.020
2,11:31,3,12,NWE 33,3,7,Kerry Collins left tackle for 4 yards (tackle by Dan Klecko),2.020,1.500
2,10:45,,,,3,7,Timeout #1 by New York Giants,0.000,1.500
2,10:45,4,8,NWE 29,3,7,Brett Conway 47 yard field goal no good,1.500,-1.400
2,10:40,1,10,NWE 37,3,7,Tom Brady pass incomplete intended for Bethel Johnson,1.400,0.860
2,10:34,2,10,NWE 37,3,7,Mike Cloud right tackle for 3 yards (tackle by Lance LeGree and Kenny Holmes),0.860,0.560
2,9:51,3,7,NWE 40,3,7,Tom Brady pass incomplete intended for Larry Centers,0.560,-0.720
2,9:44,4,7,NWE 40,3,7,Ken Walter punts 31 yards,-0.720,-0.870
2,9:31,1,10,NYG 29,3,7,Kerry Collins pass complete to Marcellus Rivers for 10 yards (tackle by Tedy Bruschi),0.870,1.530
2,8:50,1,10,NYG 39,3,7,Kerry Collins pass complete to Visanthe Shiancoe for 3 yards (tackle by Ty Law),1.530,1.390
2,8:11,2,7,NYG 42,3,7,Tiki Barber up the middle for 3 yards (tackle by Roman Phifer and Bobby Hamilton),1.390,1.090
2,7:30,3,4,NYG 45,3,7,Kerry Collins pass complete to Ike Hilliard for 9 yards (tackle by Rodney Harrison),1.090,2.520
2,6:54,1,10,NWE 46,3,7,Tiki Barber left tackle for 4 yards (tackle by Tedy Bruschi and Rodney Harrison),2.520,2.520
2,6:22,2,6,NWE 42,3,7,Kerry Collins pass complete to Marcellus Rivers for 5 yards (tackle by Matt Chatham),2.520,2.480
2,5:42,3,1,NWE 37,3,7,Tiki Barber left guard for 3 yards (tackle by Tedy Bruschi and Willie McGinest),2.480,3.310
2,5:06,1,10,NWE 34,3,7,Kerry Collins pass incomplete intended for Jeremy Shockey,3.310,2.770
2,5:01,2,10,NWE 34,3,7,Delvin Joyce left end for no gain (tackle by Ty Warren and Tedy Bruschi),2.770,2.080
2,4:20,3,10,NWE 34,3,7,Kerry Collins pass complete to Amani Toomer for 11 yards (tackle by Ty Law),2.080,4.040
2,3:33,1,10,NWE 23,3,7,Tiki Barber left guard for 1 yard (tackle by Bobby Hamilton and Willie McGinest),4.040,3.630
2,2:50,2,9,NWE 22,3,7,Kerry Collins pass incomplete intended for Amani Toomer,3.630,2.940
2,2:45,,,,3,7,Timeout #1 by New England Patriots,0.000,2.940
2,2:45,3,9,NWE 22,3,7,Kerry Collins pass incomplete intended for Jeremy Shockey is intercepted by Rodney Harrison at NWE-13 and returned for 2 yards (tackle by Tiki Barber),2.940,0.220
2,2:36,1,10,NWE 15,3,7,Larry Centers left end for -2 yards (tackle by Keith Hamilton),-0.220,-0.920
2,2:22,,,,3,7,Timeout #2 by New York Giants,0.000,-0.920
2,2:22,2,12,NWE 13,3,7,Tom Brady pass incomplete intended for David Givens,-0.920,-1.640
2,2:17,3,12,NWE 13,3,7,Kevin Faulk right tackle for 2 yards (tackle by Micheal Barrow),-1.640,-2.440
2,2:00,4,10,NWE 15,3,7,"Ken Walter punts 43 yards, returned by Brian Mitchell for 3 yards (tackle by Larry Izzo)",-2.440,-1.930
2,1:49,1,10,NYG 45,3,7,Tiki Barber right guard for 16 yards (tackle by Eugene Wilson),1.930,2.980
2,1:23,1,10,NWE 39,3,7,Kerry Collins pass complete to Jeremy Shockey for 4 yards (tackle by Roman Phifer),2.980,2.980
2,1:03,2,6,NWE 35,3,7,Tiki Barber right tackle for 3 yards (tackle by Rodney Harrison and Tedy Bruschi),2.980,2.680
2,0:37,3,3,NWE 32,3,7,Kerry Collins pass complete to Jeremy Shockey for 6 yards (tackle by Roman Phifer),2.680,3.840
2,0:24,1,10,NWE 26,3,7,Kerry Collins spiked the ball,3.840,3.300
2,0:23,,,,3,7,Timeout #2 by New England Patriots,0.000,3.300
2,0:23,2,10,NWE 26,3,7,Kerry Collins pass incomplete intended for Tim Carter,3.300,2.610
2,0:19,,,,3,7,Timeout #3 by New England Patriots,0.000,2.610
2,0:19,3,10,NWE 26,3,7,"Penalty on Luke Petitgout: False Start, 5 yards (no play)",2.610,1.950
2,0:19,3,15,NWE 31,3,7,Kerry Collins pass incomplete intended for Ike Hilliard (defended by Asante Samuel),1.950,1.320
2,0:14,4,15,NWE 31,3,7,Brett Conway 49 yard field goal no good,1.320,-1.530
2,0:09,1,10,NWE 39,3,7,Tom Brady kneels for -1 yards,1.530,0.850
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,3,7,"Brett Conway kicks off 58 yards, returned by Bethel Johnson for 15 yards (tackle by Wesly Mallard)",0.000,0.740
3,14:55,1,10,NWE 27,3,7,Kevin Faulk right end for 10 yards (tackle by Omar Stoutmire and Shaun Williams),0.740,1.400
3,14:15,1,10,NWE 37,3,7,Kevin Faulk left end for 3 yards (tackle by Dhani Jones and Will Allen),1.400,1.260
3,13:39,2,7,NWE 40,3,7,Tom Brady pass complete to David Patten for 10 yards (tackle by Will Allen),1.260,2.260
3,13:02,1,10,NWE 50,3,7,"Tom Brady pass incomplete intended for David Givens. Penalty on Will Allen: Defensive Pass Interference, 5 yards (no play)",2.260,2.590
3,12:59,1,10,NYG 45,3,7,Tom Brady pass complete to Troy Brown for 8 yards (tackle by Dhani Jones),2.590,3.120
3,12:21,2,2,NYG 37,3,7,Kevin Faulk left tackle for 23 yards (tackle by Shaun Williams),3.120,4.650
3,12:05,1,10,NYG 14,3,7,Kevin Faulk right guard for 4 yards (tackle by Dhani Jones),4.650,4.710
3,11:29,2,6,NYG 10,3,7,Kevin Faulk right end for no gain (tackle by Cornelius Griffin and Dhani Jones),4.710,3.820
3,10:47,3,6,NYG 10,3,7,Tom Brady pass incomplete intended for Larry Centers,3.820,2.790
3,10:43,4,6,NYG 10,3,10,Adam Vinatieri 28 yard field goal good,2.790,3.000
3,,,,NWE 30,3,10,"Adam Vinatieri kicks off 55 yards, returned by Brian Mitchell for 23 yards (tackle by Asante Samuel)",0.000,1.470
3,10:34,1,10,NYG 38,3,10,Tiki Barber left end for 4 yards (tackle by Rodney Harrison),1.470,1.460
3,10:08,2,6,NYG 42,3,10,Kerry Collins pass complete to Jim Finn for 11 yards (tackle by Ty Law),1.460,2.460
3,9:31,1,10,NWE 47,3,10,Kerry Collins pass incomplete intended for Tiki Barber,2.460,1.910
3,9:27,2,10,NWE 47,3,10,Tiki Barber left guard for 1 yard (tackle by Ty Warren and Bobby Hamilton),1.910,1.350
3,8:50,,,,3,10,Timeout #1 by New England Patriots,0.000,1.350
3,8:50,3,9,NWE 46,3,10,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Tedy Bruschi),1.350,0.200
3,8:46,4,9,NWE 46,3,10,"Penalty on Marcellus Rivers: False Start, 5 yards (no play)",0.200,-0.130
3,8:46,4,14,NYG 49,3,10,Jeff Feagles punts 36 yards,-0.130,0.220
3,8:39,1,10,NWE 15,3,10,Kevin Faulk up the middle for 4 yards (tackle by Micheal Barrow and Brandon Short),-0.220,-0.110
3,8:08,2,6,NWE 19,3,10,Tom Brady sacked by Michael Strahan for -10 yards,-0.110,-2.120
3,7:37,,,,3,10,Timeout #2 by New England Patriots,0.000,-2.120
3,7:37,3,16,NWE 9,3,10,Tom Brady pass complete to David Givens for 21 yards (tackle by Will Allen),-2.120,0.940
3,7:12,1,10,NWE 30,3,10,Kevin Faulk left tackle for 6 yards (tackle by Omar Stoutmire and Cornelius Griffin),0.940,1.200
3,6:34,2,4,NWE 36,3,10,Tom Brady pass complete to David Patten for 6 yards (tackle by Will Allen),1.200,1.730
3,5:54,1,10,NWE 42,3,10,Troy Brown left end for 1 yard (tackle by Micheal Barrow),1.730,1.320
3,5:36,2,9,NWE 43,3,10,Tom Brady pass complete to David Patten for 39 yards (tackle by Will Allen),1.320,4.370
3,5:36,1,10,NYG 18,3,10,Tom Brady up the middle for 2 yards (tackle by Keith Hamilton),4.370,4.090
3,5:10,2,8,NYG 16,3,10,Tom Brady pass complete to Bethel Johnson for 15 yards (tackle by Shaun Williams),4.090,6.970
3,4:24,1,1,NYG 1,3,16,"Mike Cloud left guard for 1 yard, touchdown",6.970,7.000
3,,,,NYG 2,3,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,NWE 30,3,17,"Adam Vinatieri kicks off 49 yards, returned by Brian Mitchell for 17 yards (tackle by Larry Izzo). Penalty on Wesly Mallard: Offensive Holding, 10 yards",0.000,0.340
3,4:10,1,10,NYG 21,3,17,Kerry Collins pass complete to Tiki Barber for 9 yards (tackle by Ty Warren),0.340,1.020
3,3:42,2,1,NYG 30,3,17,Tiki Barber right end for 4 yards (tackle by Tedy Bruschi and Roman Phifer),1.020,1.200
3,3:04,1,10,NYG 34,3,17,Kerry Collins pass complete to Amani Toomer for 10 yards (tackle by Asante Samuel),1.200,1.860
3,2:28,1,10,NYG 44,3,17,Kerry Collins pass complete to Jeremy Shockey for 8 yards (tackle by Tedy Bruschi),1.860,2.400
3,1:55,2,2,NWE 48,3,17,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Matt Chatham),2.400,2.720
3,1:16,1,10,NWE 43,3,17,Kerry Collins pass complete to Ike Hilliard for 14 yards (tackle by Willie McGinest),2.720,3.640
3,0:40,1,10,NWE 29,3,17,Kerry Collins pass complete to Jeremy Shockey for 6 yards (tackle by Tedy Bruschi),3.640,3.910
3,0:02,2,4,NWE 23,3,17,Kerry Collins pass complete to Jim Finn for 5 yards (tackle by Roman Phifer),3.910,4.370
Quarter,Time,Down,ToGo,Location,NYG,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 18,3,17,Kerry Collins pass complete to Marcellus Rivers for 7 yards (tackle by Eugene Wilson),4.370,5.010
4,14:28,2,3,NWE 11,3,17,Kerry Collins sacked by Richard Seymour for -5 yards,5.010,3.300
4,13:51,3,8,NWE 16,3,17,Kerry Collins pass incomplete intended for Tiki Barber,3.300,2.380
4,13:47,4,8,NWE 16,6,17,Brett Conway 34 yard field goal good,2.380,3.000
4,,,,NYG 30,6,17,"Brett Conway kicks off 49 yards, returned by Patrick Pass for 20 yards (tackle by Marcellus Rivers). Penalty on Antwan Harris: Offensive Holding, 10 yards",0.000,1.000
4,13:34,1,10,NWE 31,6,17,"Troy Brown left end for 11 yards (tackle by Brandon Short and Will Allen). Penalty on Tom Ashworth: Clipping, 15 yards",1.000,0.740
4,13:34,1,14,NWE 27,6,17,Kevin Faulk left end for 3 yards (tackle by Keith Hamilton and Omar Stoutmire),0.740,0.320
4,12:26,2,11,NWE 30,6,17,Tom Brady pass complete to Kevin Faulk for 6 yards (tackle by Dhani Jones),0.320,0.430
4,11:39,3,5,NWE 36,6,17,Tom Brady pass incomplete intended for David Givens,0.430,-0.980
4,11:34,4,5,NWE 36,6,17,"Ken Walter punts 37 yards, returned by Brian Mitchell for 1 yard (tackle by Fred McCrary)",-0.980,-0.810
4,11:23,1,10,NYG 28,6,17,Kerry Collins pass complete to Jeremy Shockey for 18 yards (tackle by Roman Phifer),0.810,1.990
4,10:51,1,10,NYG 46,6,17,Kerry Collins pass incomplete intended for Amani Toomer,1.990,1.450
4,10:44,2,10,NYG 46,6,17,Kerry Collins pass complete to Jeremy Shockey for 9 yards (tackle by Antwan Harris),1.450,1.950
4,10:20,3,1,NWE 45,6,17,Tiki Barber left tackle for 1 yard (tackle by Tyrone Poole and Tedy Bruschi),1.950,2.650
4,9:48,1,10,NWE 44,6,17,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Antwan Harris),2.650,2.780
4,9:21,2,5,NWE 39,6,17,Kerry Collins pass incomplete intended for Ike Hilliard,2.780,2.080
4,9:18,3,5,NWE 39,6,17,Kerry Collins pass complete to Amani Toomer for 9 yards (tackle by Antwan Harris),2.080,3.580
4,8:52,1,10,NWE 30,6,17,Kerry Collins pass complete to Tiki Barber for 4 yards (tackle by Roman Phifer),3.580,3.570
4,8:16,2,6,NWE 26,6,17,Kerry Collins pass incomplete intended for Amani Toomer,3.570,2.870
4,8:12,3,6,NWE 26,6,17,Kerry Collins pass incomplete intended for Tiki Barber,2.870,1.760
4,8:08,4,6,NWE 26,6,17,Kerry Collins pass incomplete is intercepted by Rodney Harrison at NWE-22 and returned for -2 yards (tackle by Amani Toomer),1.760,-0.280
4,7:57,1,10,NWE 20,6,17,Kevin Faulk left tackle for 5 yards (tackle by Brandon Short),0.280,0.410
4,7:27,2,5,NWE 25,6,17,Kevin Faulk right end for 18 yards (tackle by Omar Stoutmire),0.410,1.800
4,6:44,1,10,NWE 43,6,17,Kevin Faulk left guard for 2 yards (tackle by Michael Strahan and Cornelius Griffin),1.800,1.520
4,6:38,,,,6,17,Timeout #1 by New York Giants,0.000,1.520
4,6:38,2,8,NWE 45,6,17,Tom Brady pass incomplete intended for David Patten (defended by Will Allen),1.520,0.830
4,6:35,3,8,NWE 45,6,17,Tom Brady pass incomplete intended for David Patten,0.830,-0.390
4,6:29,4,8,NWE 45,6,17,Ken Walter punts 36 yards,-0.390,-0.150
4,6:19,1,10,NYG 19,6,17,Kerry Collins pass complete to Ike Hilliard for 14 yards (tackle by Tedy Bruschi),0.150,1.140
4,6:02,1,10,NYG 33,6,17,Kerry Collins pass complete to Tim Carter for 7 yards (tackle by Asante Samuel),1.140,1.540
4,5:38,2,3,NYG 40,6,17,Kerry Collins pass complete to Tiki Barber for 5 yards (tackle by Roman Phifer),1.540,1.930
4,5:15,1,10,NYG 45,6,17,Kerry Collins pass incomplete intended for Jeremy Shockey (defended by Tedy Bruschi),1.930,1.380
4,5:12,2,10,NYG 45,6,17,"Kerry Collins pass incomplete intended for Tiki Barber. Penalty on Dan Klecko: Roughing the Passer, 15 yards (no play)",1.380,2.920
4,5:08,1,10,NWE 40,6,17,Kerry Collins sacked by Jarvis Green and Matt Chatham for -3 yards,2.920,1.970
4,4:45,2,13,NWE 43,6,17,Kerry Collins pass complete to Tim Carter for 6 yards (tackle by Asante Samuel),1.970,2.080
4,4:27,3,7,NWE 37,6,17,Kerry Collins pass incomplete intended for Ike Hilliard,2.080,0.790
4,4:24,4,7,NWE 37,6,17,Kerry Collins pass incomplete intended for Amani Toomer,0.790,-1.400
4,4:20,1,10,NWE 37,6,17,Kevin Faulk left tackle for 2 yards (tackle by Ralph Brown),1.400,1.130
4,3:48,2,8,NWE 39,6,17,"Penalty on Kenny Holmes: Defensive Offside, 5 yards (no play)",1.130,1.800
4,3:44,2,3,NWE 44,6,17,Dan Klecko up the middle for 5 yards (tackle by Kenny Holmes and Micheal Barrow),1.800,2.190
4,3:36,,,,6,17,Timeout #2 by New York Giants,0.000,2.190
4,3:36,1,10,NWE 49,6,17,Mike Cloud left tackle for 3 yards (tackle by Dhani Jones and Cornelius Griffin),2.190,2.050
4,3:26,,,,6,17,Timeout #3 by New York Giants,0.000,2.050
4,3:26,2,7,NYG 48,6,17,Tom Brady sacked by Michael Strahan for -11 yards,2.050,-0.100
4,2:42,3,18,NWE 41,6,17,"Tom Brady pass complete to Troy Brown for 35 yards. Penalty on Matt Light: Illegal Use of Hands, 10 yards (no play)",-0.100,-1.420
4,2:31,3,28,NWE 31,6,17,Kevin Faulk left tackle for 5 yards (tackle by Dhani Jones),-1.420,-0.980
4,2:00,4,23,NWE 36,6,17,"Ken Walter punts 34 yards, returned by Brian Mitchell for 11 yards (tackle by Antwan Harris). Penalty on David Tyree: Running Into the Kicker (Declined)",-0.980,-1.660
4,1:51,1,10,NYG 41,6,17,Kerry Collins pass complete to Ike Hilliard for 9 yards (tackle by Roman Phifer),1.660,2.340
4,1:29,2,1,NWE 50,6,17,Kerry Collins pass complete to Tim Carter for 7 yards (tackle by Ty Law),2.340,2.720
4,1:07,1,10,NWE 43,6,17,Kerry Collins pass complete to Ike Hilliard for 12 yards (tackle by Roman Phifer),2.720,3.510
4,0:54,1,10,NWE 31,6,17,Kerry Collins spiked the ball,3.510,2.970
4,0:51,2,10,NWE 31,6,17,Kerry Collins pass incomplete intended for Amani Toomer is intercepted by Eugene Wilson at NWE-12 and returned for 6 yards (tackle by Amani Toomer),2.970,-0.040
4,0:43,1,10,NWE 18,6,17,Tom Brady kneels for -1 yards,0.040,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
