Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
2,9:34,3,7,SEA 23,3,6,Tarvaris Jackson pass incomplete deep middle intended for Sidney Rice,-0.560,-1.830
2,9:28,4,7,SEA 23,3,6,"Jon Ryan punts 63 yards, returned by Dez Bryant for 5 yards (tackle by Heath Farwell). Penalty on Byron Maxwell: Unsportsmanlike Conduct, 11 yards (no play)",-1.830,-2.490
2,9:15,4,18,SEA 12,3,6,"Jon Ryan punts 70 yards, returned by Dez Bryant for 12 yards (tackle by Michael Robinson)",-2.490,-0.940
2,9:00,1,10,DAL 30,3,6,Tony Romo pass complete short right to DeMarco Murray for 8 yards (tackle by Malcolm Smith),0.940,1.470
2,8:28,2,2,DAL 38,3,6,DeMarco Murray right guard for 32 yards (tackle by Brandon Browner),1.470,3.580
2,7:50,1,10,SEA 30,3,6,Phillip Tanner right end for 6 yards (tackle by K.J. Wright),3.580,3.840
2,7:16,2,4,SEA 24,3,6,Phillip Tanner left tackle for no gain (tackle by Kam Chancellor),3.840,3.140
2,6:39,3,4,SEA 24,3,6,"Tony Romo pass complete short middle to Dez Bryant for 20 yards (tackle by Richard Sherman). Dez Bryant fumbles (forced by Richard Sherman), recovered by Roy Lewis at SEA-4 and returned for 2 yards (tackle by Kevin Ogletree)",3.140,0.380
,,,,,,,"DAL challenged the runner was down by contact ruling, and the play was upheld.",,
2,6:28,1,10,SEA 6,3,6,Marshawn Lynch right tackle for 7 yards (tackle by Keith Brooking and Abram Elam),-0.380,-0.270
2,5:49,2,3,SEA 13,3,6,Marshawn Lynch left guard for 19 yards (tackle by Gerald Sensabaugh),-0.270,1.070
2,5:12,1,10,SEA 32,3,6,Leon Washington left tackle for 3 yards (tackle by Bradie James),1.070,0.930
2,4:40,2,7,SEA 35,3,6,Leon Washington right end for 10 yards (tackle by Keith Brooking),0.930,1.930
2,4:02,1,10,SEA 45,3,6,Marshawn Lynch left end for -1 yards (tackle by DeMarcus Ware),1.930,1.250
2,3:38,2,11,SEA 44,3,6,Tarvaris Jackson pass complete deep middle to Doug Baldwin for 25 yards (tackle by Orlando Scandrick),1.250,3.510
2,3:10,1,10,DAL 31,3,6,Marshawn Lynch up the middle for no gain (tackle by Victor Butler),3.510,2.970
2,2:44,2,10,DAL 31,3,6,Tarvaris Jackson pass incomplete short left intended for Marshawn Lynch,2.970,2.280
2,2:37,3,10,DAL 31,3,6,Tarvaris Jackson pass complete short middle to Mike Williams for 11 yards (tackle by Terence Newman),2.280,4.240
2,2:01,1,10,DAL 20,3,6,Leon Washington left tackle for 3 yards (tackle by Anthony Spencer),4.240,4.120
2,1:55,2,7,DAL 17,3,6,Marshawn Lynch right guard for 4 yards (tackle by Bradie James and Keith Brooking),4.120,4.100
2,1:13,3,3,DAL 13,3,6,Tarvaris Jackson pass incomplete short left intended for Sidney Rice,4.100,2.670
2,1:07,4,3,DAL 13,6,6,Steven Hauschka 32 yard field goal good,2.670,3.000
2,,,,SEA 35,6,6,"Steven Hauschka kicks off 74 yards, touchback",0.000,0.280
2,1:03,1,10,DAL 20,6,6,Tony Romo pass complete short middle to Jason Witten for 9 yards (tackle by Roy Lewis and David Hawthorne),0.280,0.950
2,0:45,2,1,DAL 29,6,6,Tony Romo pass complete short left to DeMarco Murray for 13 yards (tackle by David Hawthorne and Roy Lewis),0.950,1.730
2,0:38,,,,6,6,Timeout #2 by Dallas Cowboys,0.000,1.730
2,0:38,1,10,DAL 42,6,6,Tony Romo pass incomplete short left intended for DeMarco Murray,1.730,1.190
2,0:34,2,10,DAL 42,6,6,Tony Romo pass complete short left to Dez Bryant for 7 yards (tackle by LeRoy Hill),1.190,1.420
2,0:27,3,3,DAL 49,6,6,Tony Romo pass incomplete short left intended for Dez Bryant,1.420,-0.130
2,0:22,4,3,DAL 49,6,6,Chris Jones punts 44 yards,-0.130,0.380
2,0:13,1,10,SEA 7,6,6,Tarvaris Jackson kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DAL 35,6,6,"David Buehler kicks off 71 yards, returned by Leon Washington for 18 yards (tackle by David Buehler). Penalty on Heath Farwell: Illegal Block Above the Waist, 6 yards",0.000,-0.380
3,14:54,1,10,SEA 6,6,6,Marshawn Lynch left tackle for 4 yards (tackle by Kenyon Coleman),-0.380,-0.490
3,14:22,2,6,SEA 10,6,6,Marshawn Lynch left tackle for 16 yards (tackle by Gerald Sensabaugh and Abram Elam),-0.490,0.670
3,13:49,1,10,SEA 26,6,6,Justin Forsett left tackle for 9 yards (tackle by Orlando Scandrick),0.670,1.350
3,13:14,2,1,SEA 35,6,6,"Justin Forsett up the middle for 6 yards (tackle by Barry Church). Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",1.350,-0.010
3,12:51,2,11,SEA 25,6,6,Justin Forsett left tackle for -1 yards (tackle by Jason Hatcher),-0.010,-0.820
3,12:10,3,12,SEA 24,6,6,Tarvaris Jackson pass incomplete short middle intended for Doug Baldwin (defended by Brandon Carter),-0.820,-1.770
3,12:06,4,12,SEA 24,6,6,"Jon Ryan punts 55 yards. Penalty on Byron Maxwell: Unsportsmanlike Conduct, 15 yards",-1.770,-1.330
3,11:56,1,10,DAL 36,6,6,Tony Romo pass complete short right to Laurent Robinson for 6 yards (tackle by LeRoy Hill),1.330,1.600
3,11:25,2,4,DAL 42,6,6,DeMarco Murray right end for 8 yards (tackle by K.J. Wright),1.600,2.260
3,10:49,1,10,SEA 50,6,6,DeMarco Murray left tackle for 1 yard (tackle by Alan Branch),2.260,1.850
3,10:10,2,9,SEA 49,6,6,Tony Romo pass complete short right to Laurent Robinson for 5 yards (tackle by Richard Sherman),1.850,1.820
3,9:30,3,4,SEA 44,6,6,Tony Romo up the middle for 11 yards (tackle by Earl Thomas),1.820,3.380
3,8:47,1,10,SEA 33,6,12,"Tony Romo pass complete deep left to Jason Witten for 33 yards, touchdown",3.380,7.000
3,,,,SEA 2,6,13,Dan Bailey kicks extra point good,0.000,0.000
3,,,,DAL 35,6,13,"David Buehler kicks off 74 yards, touchback",0.000,0.280
3,8:39,1,10,SEA 20,6,13,Tarvaris Jackson pass complete short middle to Mike Williams for 19 yards (tackle by Orlando Scandrick),0.280,1.530
3,8:09,1,10,SEA 39,6,13,Marshawn Lynch left end for no gain (tackle by Jay Ratliff),1.530,0.990
3,8:09,2,10,SEA 39,6,13,"Penalty on Robert Gallery: False Start, 5 yards (no play)",0.990,0.310
3,7:08,2,15,SEA 34,6,13,Tarvaris Jackson pass complete deep right to Sidney Rice for 43 yards (tackle by Terence Newman),0.310,4.040
3,6:37,1,10,DAL 23,6,13,Tarvaris Jackson pass complete short right to Doug Baldwin for 1 yard (tackle by Orlando Scandrick),4.040,3.630
3,6:02,2,9,DAL 22,6,13,Marshawn Lynch left tackle for 2 yards (tackle by DeMarcus Ware),3.630,3.200
3,5:28,,,,6,13,Timeout #1 by Seattle Seahawks,0.000,3.200
3,5:27,3,7,DAL 20,6,13,Tarvaris Jackson pass complete short left to Ben Obomanu for -3 yards (tackle by Orlando Scandrick),3.200,1.930
3,4:50,4,10,DAL 23,6,13,"Steven Hauschka 41 yard field goal no good, blocked by Anthony Spencer",1.930,-1.000
3,4:46,1,10,DAL 31,6,13,Tony Romo pass incomplete deep right intended for Dez Bryant (defended by Richard Sherman),1.000,0.460
3,4:39,2,10,DAL 31,6,13,DeMarco Murray up the middle for 2 yards (tackle by Red Bryant),0.460,0.040
3,3:53,3,8,DAL 33,6,13,Tony Romo pass incomplete short right intended for Jason Witten (defended by Kam Chancellor),0.040,-1.180
3,3:46,4,8,DAL 33,6,13,"Chris Jones punts 42 yards, fair catch by Leon Washington. Penalty on Malcolm Smith: Offensive Holding, 10 yards",-1.180,0.220
3,3:39,1,10,SEA 15,6,13,Marshawn Lynch right tackle for 8 yards (tackle by Anthony Spencer),-0.220,0.480
3,3:05,2,2,SEA 23,6,13,Marshawn Lynch up the middle for 5 yards (tackle by Kenyon Coleman),0.480,0.810
3,2:26,1,10,SEA 28,6,13,Tarvaris Jackson pass complete deep left to Anthony McCoy for 31 yards (tackle by Gerald Sensabaugh),0.810,2.850
3,1:45,1,10,DAL 41,6,13,Tarvaris Jackson pass incomplete is intercepted by Jason Hatcher at DAL-44 and returned for 16 yards (tackle by Michael Robinson),2.850,-2.920
3,1:34,1,10,SEA 40,6,13,Tony Romo pass incomplete deep left intended for Jason Witten,2.920,2.370
3,1:28,,,,6,13,Timeout #1 by Dallas Cowboys,0.000,2.370
3,1:28,2,10,SEA 40,6,13,DeMarco Murray right end for 4 yards (tackle by David Hawthorne),2.370,2.210
3,0:48,3,6,SEA 36,6,13,Tony Romo pass complete deep middle to Jason Witten for 23 yards (tackle by Kam Chancellor),2.210,4.710
,,,,,,,"SEA challenged the pass completion ruling, and the play was upheld.",,
3,0:16,1,10,SEA 13,6,13,DeMarco Murray right tackle for 8 yards (tackle by LeRoy Hill),4.710,5.540
Quarter,Time,Down,ToGo,Location,SEA,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,2,SEA 5,6,13,DeMarco Murray left end for -1 yards (tackle by Brandon Mebane),5.540,4.560
4,14:17,3,3,SEA 6,6,19,"Tony Romo pass complete short middle to Laurent Robinson for 6 yards, touchdown",4.560,7.000
4,,,,SEA 2,6,20,Dan Bailey kicks extra point good,0.000,0.000
4,,,,DAL 35,6,20,"David Buehler kicks off 65 yards, touchback",0.000,0.280
4,14:10,1,10,SEA 20,6,20,Marshawn Lynch up the middle for 5 yards (tackle by Abram Elam),0.280,0.410
4,13:31,2,5,SEA 25,6,20,Tarvaris Jackson pass incomplete deep right intended for Sidney Rice is intercepted by Terence Newman at DAL-48 and returned for 17 yards (tackle by Mike Williams),0.410,-3.250
4,13:20,1,10,SEA 35,6,20,"Tony Romo pass incomplete deep right intended for Laurent Robinson. Penalty on Laurent Robinson: Offensive Pass Interference, 10 yards (no play)",3.250,2.590
4,13:12,1,20,SEA 45,6,20,DeMarco Murray right tackle for 2 yards (tackle by David Hawthorne),2.590,1.620
4,12:27,2,18,SEA 43,6,20,"Tony Romo pass incomplete short middle intended for Jason Witten. Penalty on Kam Chancellor: Defensive Pass Interference, 16 yards (no play)",1.620,3.780
4,12:22,1,10,SEA 27,6,20,DeMarco Murray left tackle for 3 yards (tackle by Anthony Hargrove),3.780,3.640
4,11:37,2,7,SEA 24,6,20,Tony Romo pass incomplete short right intended for Dez Bryant,3.640,2.940
4,11:32,3,7,SEA 24,6,20,Tony Romo pass incomplete short left intended for Dez Bryant (defended by Brandon Browner),2.940,1.870
4,11:27,4,7,SEA 24,6,23,Dan Bailey 42 yard field goal good,1.870,3.000
4,,,,DAL 35,6,23,"David Buehler kicks off 67 yards, returned by Leon Washington for 32 yards (tackle by Barry Church)",0.000,0.940
4,11:16,1,10,SEA 30,6,23,Marshawn Lynch left tackle for 29 yards (tackle by Alan Ball),0.940,2.850
4,10:48,1,10,DAL 41,6,23,Tarvaris Jackson pass complete short left to Marshawn Lynch for 8 yards (tackle by Anthony Spencer),2.850,3.390
4,10:23,2,2,DAL 33,6,23,"Leon Washington up the middle for 2 yards (tackle by Barry Church). Penalty on John Moffitt: Offensive Holding, 10 yards (no play)",3.390,2.040
4,9:56,2,12,DAL 43,6,23,Tarvaris Jackson pass incomplete,2.040,1.350
4,9:48,3,12,DAL 43,6,23,Tarvaris Jackson pass complete short left to Doug Baldwin for 5 yards (tackle by Orlando Scandrick),1.350,0.720
4,9:04,4,7,DAL 38,6,23,Tarvaris Jackson pass complete short left to Sidney Rice for 17 yards (tackle by Alan Ball and Frank Walker),0.720,4.170
4,8:27,1,10,DAL 21,6,23,Marshawn Lynch left tackle for 1 yard (tackle by Sean Lissemore),4.170,3.760
4,7:53,2,9,DAL 20,6,23,Marshawn Lynch right tackle for 3 yards (tackle by Barry Church),3.760,3.460
4,7:23,3,6,DAL 17,6,23,Tarvaris Jackson pass complete short left to Mike Williams for 11 yards (tackle by Alan Ball),3.460,5.830
4,6:56,1,6,DAL 6,6,23,Marshawn Lynch right tackle for 2 yards (tackle by Anthony Spencer),5.830,5.340
4,6:19,2,4,DAL 4,12,23,"Marshawn Lynch left tackle for 4 yards, touchdown",5.340,7.000
4,,,,DAL 2,13,23,Steven Hauschka kicks extra point good,0.000,0.000
4,,,,SEA 35,13,23,"Steven Hauschka kicks off 65 yards, touchback",0.000,0.280
4,6:12,1,10,DAL 20,13,23,DeMarco Murray left end for 12 yards (tackle by Earl Thomas),0.280,1.070
4,5:24,1,10,DAL 32,13,23,DeMarco Murray left end for 3 yards (tackle by Kam Chancellor),1.070,0.930
4,4:37,2,7,DAL 35,13,23,DeMarco Murray right tackle for 8 yards (tackle by K.J. Wright),0.930,1.800
4,3:55,1,10,DAL 43,13,23,DeMarco Murray right end for -2 yards (tackle by Earl Thomas),1.800,0.980
4,3:05,2,12,DAL 41,13,23,DeMarco Murray left end for 5 yards (tackle by Brandon Mebane),0.980,0.960
4,2:57,,,,13,23,Timeout #3 by Seattle Seahawks,0.000,0.960
4,2:57,3,7,DAL 46,13,23,Phillip Tanner right end for 2 yards (tackle by LeRoy Hill),0.960,-0.190
4,2:11,,,,13,23,Timeout #2 by Dallas Cowboys,0.000,-0.190
4,2:11,4,5,DAL 48,13,23,"Chris Jones punts 34 yards, fair catch by Leon Washington",-0.190,-0.040
4,2:03,1,10,SEA 18,13,23,"Tarvaris Jackson pass complete short middle to Golden Tate for 8 yards (tackle by Frank Walker). Penalty on DeMarcus Ware: Roughing the Passer, 15 yards",0.040,1.660
4,1:56,1,10,SEA 41,13,23,Tarvaris Jackson pass complete short right to Justin Forsett for 13 yards (tackle by Orlando Scandrick),1.660,2.520
4,1:25,1,10,DAL 46,13,23,Tarvaris Jackson pass incomplete short right intended for Justin Forsett,2.520,1.980
4,1:21,2,10,DAL 46,13,23,Tarvaris Jackson pass complete short left to Ben Obomanu for 9 yards (tackle by Alan Ball),1.980,2.480
4,0:58,3,1,DAL 37,13,23,Tarvaris Jackson sacked by Anthony Spencer for -2 yards,2.480,0.660
4,0:28,4,3,DAL 39,13,23,Tarvaris Jackson pass incomplete is intercepted by Gerald Sensabaugh at DAL-14,0.660,0.280
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:21,1,10,DAL 14,13,23,Tony Romo kneels for -1 yards,-0.280,-0.850
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
