Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
2,3:10,1,10,NYG 41,7,7,Alex Smith pass incomplete short left intended for Donnie Avery (defended by Prince Amukamara),2.850,2.310
2,3:06,2,10,NYG 41,7,7,Jamaal Charles left guard for 4 yards (tackle by Mark Herzlich),2.310,2.150
2,2:30,3,6,NYG 37,7,7,Alex Smith pass complete short left to Sean McGrath for 4 yards (tackle by Jacquian Williams),2.150,1.200
2,2:00,4,2,NYG 33,7,10,Ryan Succop 51 yard field goal good,1.200,3.000
2,2:00,,,KAN 35,7,10,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,1:55,1,10,NYG 20,7,10,Eli Manning pass complete short left to Victor Cruz for 9 yards (tackle by Dunta Robinson),0.280,0.950
2,1:33,2,1,NYG 29,7,10,Eli Manning pass complete short right to Hakeem Nicks for 9 yards (tackle by Marcus Cooper),0.950,1.470
2,1:15,1,10,NYG 38,7,10,Eli Manning pass complete short left to Rueben Randle for 7 yards (tackle by Sean Smith),1.470,1.870
2,0:52,2,3,NYG 45,7,10,Eli Manning pass complete short left to Victor Cruz for 12 yards (tackle by Sean Smith),1.870,2.720
2,0:46,1,10,KAN 43,7,10,Eli Manning pass incomplete deep right intended for Victor Cruz (defended by Quintin Demps),2.720,2.180
2,0:40,2,10,KAN 43,7,10,Eli Manning pass complete short left to Hakeem Nicks for 8 yards (tackle by Derrick Johnson),2.180,2.180
2,0:33,2,10,KAN 43,7,10,Timeout #2 by New York Giants,2.180,2.540
2,0:33,3,2,KAN 35,7,10,Eli Manning pass incomplete deep left intended for Hakeem Nicks,2.540,2.540
2,0:28,3,2,KAN 35,7,10,Timeout #1 by Kansas City Chiefs,2.540,0.990
2,0:28,4,2,KAN 35,7,10,Eli Manning pass complete short right to Victor Cruz for 7 yards (tackle by Derrick Johnson),0.990,3.710
2,0:09,1,10,KAN 28,7,10,Eli Manning pass complete short right to Victor Cruz for 2 yards (tackle by Dunta Robinson),3.710,3.710
2,0:06,1,10,KAN 28,7,10,Timeout #3 by New York Giants,3.710,3.440
2,0:06,2,8,KAN 26,7,10,Josh Brown 44 yard field goal no good,3.440,-1.200
2,0:02,1,10,KAN 34,7,10,Alex Smith kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,10,"Ryan Succop kicks off 70 yards, returned by David Wilson for 31 yards (tackle by Anthony Sherman)",0.000,-0.670
3,14:53,1,10,NYG 26,7,10,Da'Rel Scott up the middle for -1 yards (tackle by Derrick Johnson),0.670,-0.010
3,14:19,2,11,NYG 25,7,10,Eli Manning pass incomplete short right intended for Victor Cruz,-0.010,-0.010
3,14:12,2,11,NYG 25,7,10,Timeout #1 by New York Giants,-0.010,-0.690
3,14:12,3,11,NYG 25,7,10,Eli Manning pass incomplete deep right intended for Rueben Randle (defended by Marcus Cooper),-0.690,-1.700
3,14:03,4,11,NYG 25,7,10,"Steve Weatherford punts 40 yards, out of bounds",-1.700,-1.270
3,13:57,1,10,KAN 35,7,10,Jamaal Charles right end for 6 yards (tackle by Linval Joseph),1.270,1.530
3,13:19,2,4,KAN 41,7,10,Alex Smith pass incomplete short right intended for Donnie Avery,1.530,0.830
,,,,,,,"NYG challenged the pass completion ruling, and the original play was overturned.",,
3,13:15,3,4,KAN 41,7,10,Alex Smith pass complete short right to Sean McGrath for 20 yards (tackle by Aaron Ross),0.830,2.980
3,12:37,1,10,NYG 39,7,10,Alex Smith pass incomplete deep left intended for Donnie Avery,2.980,2.440
3,12:31,2,10,NYG 39,7,10,"Jamaal Charles right end for -2 yards (tackle by Jason Pierre-Paul). Penalty on Branden Albert: Offensive Holding, 10 yards (no play)",2.440,1.090
3,12:02,2,20,NYG 49,7,10,Alex Smith pass incomplete short left intended for Dwayne Bowe is intercepted by Prince Amukamara at NYG-40 and returned for -4 yards (tackle by Dwayne Bowe),1.090,-1.330
3,11:55,1,10,NYG 36,7,10,David Wilson up the middle for 6 yards (tackle by Tyson Jackson and Derrick Johnson),1.330,1.600
3,11:24,2,4,NYG 42,7,10,David Wilson right guard for 3 yards (tackle by Dontari Poe),1.600,1.290
3,10:43,3,1,NYG 45,7,10,David Wilson right end for no gain (tackle by Justin Houston),1.290,-0.390
3,10:01,4,1,NYG 45,7,10,"Steve Weatherford punts 55 yards, touchback",-0.390,-0.280
3,9:53,1,10,KAN 20,7,10,Alex Smith pass complete deep left to Dexter McCluster for 17 yards (tackle by Mark Herzlich),0.280,1.400
3,9:14,1,10,KAN 37,7,10,Jamaal Charles right end for no gain (tackle by Mike Patterson),1.400,0.860
3,8:37,2,10,KAN 37,7,10,Alex Smith pass incomplete deep left intended for Jamaal Charles,0.860,0.170
3,8:30,3,10,KAN 37,7,10,Alex Smith pass complete short left to Dexter McCluster for 6 yards (tackle by Terrell Thomas),0.170,-0.520
3,7:48,4,4,KAN 43,7,10,"Dustin Colquitt punts 48 yards, returned by Rueben Randle for 11 yards (tackle by Anthony Sherman)",-0.520,-0.280
3,7:37,1,10,NYG 20,7,10,David Wilson up the middle for 3 yards (tackle by Tyson Jackson),0.280,0.140
3,6:52,2,7,NYG 23,7,10,"Eli Manning pass incomplete short right intended for Victor Cruz. Penalty on Eli Manning: Intentional Grounding, 12 yards",0.140,-2.470
3,6:44,3,19,NYG 11,7,10,Eli Manning pass incomplete deep middle intended for Hakeem Nicks is intercepted by Quintin Demps at KAN-38 and returned for 17 yards (tackle by Hakeem Nicks),-2.470,-2.590
3,6:28,1,10,NYG 45,7,10,Jamaal Charles right end for 3 yards (tackle by Cullen Jenkins),2.590,2.450
3,6:02,2,7,NYG 42,7,10,Alex Smith pass complete short right to Dwayne Bowe for 8 yards (tackle by Trumaine McBride),2.450,3.310
3,5:26,1,10,NYG 34,7,10,Alex Smith pass incomplete short right intended for Jamaal Charles is intercepted by Antrel Rolle at NYG-26,3.310,-0.670
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
3,5:21,1,10,NYG 26,7,10,Eli Manning pass incomplete short right intended for Victor Cruz,0.670,0.130
3,5:17,2,10,NYG 26,7,10,David Wilson up the middle for 1 yard (tackle by Akeem Jordan),0.130,-0.430
3,4:36,3,9,NYG 27,7,10,Eli Manning pass incomplete deep right intended for Rueben Randle,-0.430,-1.570
3,4:30,4,9,NYG 27,7,10,"Steve Weatherford punts 56 yards, returned by Dexter McCluster for 13 yards (tackle by Allen Bradford)",-1.570,-0.940
3,4:17,1,10,KAN 30,7,10,Alex Smith pass incomplete short right intended for Donnie Avery (defended by Trumaine McBride),0.940,0.390
3,4:13,2,10,KAN 30,7,10,Alex Smith pass complete short left to Anthony Sherman for 6 yards (tackle by Linval Joseph),0.390,0.500
3,3:32,3,4,KAN 36,7,10,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.500,-0.980
3,3:27,4,4,KAN 36,7,10,"Dustin Colquitt punts 54 yards, returned by Rueben Randle for 11 yards (tackle by Junior Hemingway)",-0.980,-0.340
3,3:15,1,10,NYG 21,7,10,Da'Rel Scott up the middle for 3 yards (tackle by Mike DeVito),0.340,0.210
3,2:48,2,7,NYG 24,7,10,"Eli Manning pass complete deep right to Hakeem Nicks for 16 yards. Penalty on Will Beatty: Offensive Holding, 10 yards (no play)",0.210,-1.250
3,2:30,2,17,NYG 14,7,10,Eli Manning pass incomplete short left intended for Da'Rel Scott,-1.250,-2.130
3,2:25,3,17,NYG 14,7,10,Eli Manning pass complete deep middle to Victor Cruz for 16 yards (tackle by Dunta Robinson),-2.130,-1.370
,,,,,,,"KAN challenged the first down ruling, and the original play was overturned.",,
3,1:55,4,1,NYG 30,7,16,"Steve Weatherford punts 59 yards, returned by Dexter McCluster for 89 yards, touchdown",-1.370,-7.000
3,1:34,,,NYG 2,7,17,Ryan Succop kicks extra point good,0.000,0.000
3,1:34,,,KAN 35,7,17,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
3,1:34,1,10,NYG 20,7,17,Eli Manning pass incomplete short right intended for Hakeem Nicks (defended by Marcus Cooper),0.280,-0.270
3,1:28,2,10,NYG 20,7,17,Eli Manning pass complete short left to Victor Cruz for 10 yards (tackle by Derrick Johnson),-0.270,0.940
3,1:00,1,10,NYG 30,7,17,David Wilson left end for 15 yards (tackle by Kendrick Lewis),0.940,1.930
3,0:27,1,10,NYG 45,7,17,Eli Manning pass incomplete deep left intended for Hakeem Nicks,1.930,1.380
3,0:22,2,10,NYG 45,7,17,Eli Manning pass incomplete short left intended for David Wilson (defended by Eric Berry),1.380,0.700
3,0:17,3,10,NYG 45,7,17,Eli Manning pass incomplete short right intended for Brandon Myers (defended by Eric Berry),0.700,-0.390
3,0:12,4,10,NYG 45,7,17,"Steve Weatherford punts 55 yards, touchback",-0.390,-0.280
Quarter,Time,Down,ToGo,Location,NYG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 20,7,17,"Jamaal Charles left end for 5 yards (tackle by Mark Herzlich). Penalty on Branden Albert: Offensive Holding, 10 yards (no play)",0.280,-0.760
4,14:35,1,20,KAN 10,7,17,Jamaal Charles up the middle for 2 yards (tackle by Spencer Paysinger),-0.760,-1.360
4,14:00,2,18,KAN 12,7,17,Alex Smith pass complete short right to Jamaal Charles for 13 yards (tackle by Trumaine McBride and Mark Herzlich),-1.360,-0.300
4,13:24,3,5,KAN 25,7,17,Alex Smith pass complete short left to Dexter McCluster for 5 yards (tackle by Antrel Rolle),-0.300,0.940
4,12:41,1,10,KAN 30,7,17,Jamaal Charles right guard for 5 yards (tackle by Spencer Paysinger),0.940,1.070
4,12:05,2,5,KAN 35,7,17,Jamaal Charles up the middle for 24 yards (tackle by Antrel Rolle),1.070,1.070
4,11:15,2,5,KAN 35,7,17,Timeout #1 by Kansas City Chiefs,1.070,2.850
4,11:15,1,10,NYG 41,7,17,Alex Smith pass incomplete short right intended for Donnie Avery,2.850,2.310
4,11:12,2,10,NYG 41,7,17,Jamaal Charles left end for 1 yard (tackle by Prince Amukamara),2.310,1.750
4,10:25,3,9,NYG 40,7,17,Alex Smith up the middle for 5 yards (tackle by Antrel Rolle),1.750,0.980
4,9:39,4,4,NYG 35,7,17,"Ryan Succop 53 yard field goal good. Penalty on NYG: Illegal Formation, 5 yards (no play)",0.980,3.580
4,9:34,1,10,NYG 30,7,17,"Jamaal Charles left end for 1 yard (tackle by Mike Patterson). Penalty on Donald Stephenson: Clipping, 15 yards (no play)",3.580,2.590
4,9:07,1,25,NYG 45,7,17,Alex Smith pass complete deep middle to Kevin Brock for 25 yards (tackle by Prince Amukamara and Ryan Mundy),2.590,4.240
4,8:21,1,10,NYG 20,7,17,Jamaal Charles left end for 2 yards (tackle by Mike Patterson),4.240,3.960
4,7:42,2,8,NYG 18,7,17,Jamaal Charles right tackle for 9 yards (tackle by Terrell Thomas),3.960,5.140
4,7:10,1,9,NYG 9,7,17,Jamaal Charles right end for no gain (tackle by Mike Patterson),5.140,5.140
4,6:25,1,9,NYG 9,7,17,Timeout #2 by Kansas City Chiefs,5.140,4.380
4,6:25,2,9,NYG 9,7,17,Alex Smith up the middle for 7 yards (tackle by Spencer Paysinger),4.380,4.950
4,5:47,3,2,NYG 2,7,23,"Alex Smith pass complete short middle to Jamaal Charles for 2 yards, touchdown",4.950,7.000
4,5:47,,,NYG 2,7,24,Ryan Succop kicks extra point good,0.000,0.000
4,5:47,,,KAN 35,7,24,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
4,5:43,1,10,NYG 20,7,24,Eli Manning up the middle for 12 yards (tackle by Allen Bailey),0.280,1.070
4,5:20,1,10,NYG 32,7,24,Da'Rel Scott up the middle for 5 yards (tackle by Allen Bailey),1.070,1.200
4,4:54,2,5,NYG 37,7,24,Eli Manning pass incomplete short right intended for Victor Cruz,1.200,0.500
4,4:50,3,5,NYG 37,7,24,"Eli Manning for no gain. Eli Manning fumbles, recovered by Eric Berry at NYG-37 and returned for 2 yards (tackle by Justin Pugh)",0.500,-3.250
4,4:31,1,10,NYG 35,7,24,Jamaal Charles left end for -1 yards (tackle by Mark Herzlich),3.250,2.570
4,4:01,2,11,NYG 36,7,24,Knile Davis right end for 2 yards (tackle by Shaun Rogers),2.570,2.150
4,3:15,3,9,NYG 34,7,30,"Alex Smith pass complete deep right to Dwayne Bowe for 34 yards, touchdown",2.150,7.000
4,3:15,,,NYG 2,7,31,Ryan Succop kicks extra point good,0.000,0.000
4,3:15,,,KAN 35,7,31,"Ryan Succop kicks off 70 yards, returned by Michael Cox for 13 yards (tackle by Ron Parker)",0.000,0.380
4,3:01,1,10,NYG 8,7,31,Eli Manning pass complete short right to David Wilson for 6 yards (tackle by Dontari Poe),-0.380,-0.320
4,2:31,2,4,NYG 14,7,31,Eli Manning pass complete short left to Victor Cruz for 23 yards (tackle by Sean Smith),-0.320,1.400
4,2:02,1,10,NYG 37,7,31,David Wilson up the middle for 9 yards (tackle by Eric Berry),1.400,2.070
4,1:59,2,1,NYG 46,7,31,Eli Manning pass complete short left to Victor Cruz for 11 yards (tackle by Eric Berry),2.070,2.720
4,1:31,1,10,KAN 43,7,31,Eli Manning sacked by Tamba Hali for -8 yards,2.720,2.720
4,1:24,1,10,KAN 43,7,31,Timeout #2 by New York Giants,2.720,1.100
4,1:24,2,18,NYG 49,7,31,Eli Manning pass complete short middle to David Wilson for 2 yards (tackle by Mike Catapano),1.100,0.700
4,0:55,3,16,KAN 49,7,31,Eli Manning pass incomplete short right intended for Rueben Randle,0.700,0.000
4,0:48,4,16,KAN 49,7,31,Eli Manning pass incomplete deep right intended for Hakeem Nicks,0.000,-2.190
4,0:44,1,10,KAN 49,7,31,Chase Daniel kneels for -1 yards,2.190,1.510
4,0:20,2,11,KAN 48,7,31,Chase Daniel kneels for -1 yards,1.510,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
