Quarter,Time,Down,ToGo,Location,DEN,NWE,Detail,EPB,EPA
OT,10:20,2,4,NWE 37,31,31,Timeout #1 by New England Patriots,1.270,0.560
OT,10:20,3,4,NWE 37,31,31,Tom Brady pass incomplete deep left intended for Julian Edelman,0.560,-0.910
OT,10:15,4,4,NWE 37,31,31,"Ryan Allen punts 51 yards, returned by Wes Welker for 1 yard (tackle by Chris White)",-0.910,0.320
OT,10:04,1,10,DEN 13,31,31,Knowshon Moreno right guard for 6 yards (tackle by Dane Fletcher and Rob Ninkovich),-0.320,0.030
OT,9:34,2,4,DEN 19,31,31,Knowshon Moreno right guard for 2 yards (tackle by Rob Ninkovich and Chris Jones),0.030,-0.470
OT,8:55,3,2,DEN 21,31,31,Peyton Manning pass complete short middle to Demaryius Thomas for 4 yards (tackle by Aqib Talib and Jamie Collins),-0.470,0.610
OT,8:22,1,10,DEN 25,31,31,Knowshon Moreno left tackle for 18 yards (tackle by Duron Harmon),0.610,1.800
OT,7:59,1,10,DEN 43,31,31,C.J. Anderson right end for 6 yards (tackle by Logan Ryan),1.800,2.060
OT,7:24,2,4,DEN 49,31,31,"Peyton Manning for no gain. Peyton Manning fumbles, recovered by C.J. Anderson at DEN-49",2.060,1.350
OT,6:46,3,4,DEN 49,31,31,Peyton Manning pass complete short right to Jacob Tamme for 12 yards (tackle by Jamie Collins and Duron Harmon),1.350,2.980
OT,6:16,1,10,NWE 39,31,31,Knowshon Moreno right tackle for -1 yards (tackle by Chris Jones),2.980,2.300
OT,5:41,2,11,NWE 40,31,31,Knowshon Moreno right guard for 3 yards (tackle by Chandler Jones),2.300,2.020
OT,5:01,3,8,NWE 37,31,31,Peyton Manning pass incomplete short right intended for Wes Welker,2.020,0.790
OT,5:01,4,8,NWE 37,31,31,"Penalty on Britton Colquitt: Delay of Game, 5 yards (no play)",0.790,0.790
OT,4:57,4,8,NWE 37,31,31,Timeout #2 by New England Patriots,0.790,0.460
OT,4:57,4,13,NWE 42,31,31,"Britton Colquitt punts 22 yards, fair catch by Julian Edelman",0.460,-0.280
OT,4:50,1,10,NWE 20,31,31,Tom Brady pass complete short middle to Julian Edelman for 17 yards (tackle by Duke Ihenacho),0.280,1.400
OT,4:05,1,10,NWE 37,31,31,Tom Brady pass incomplete deep left intended for Rob Gronkowski,1.400,0.860
OT,3:56,2,10,NWE 37,31,31,Tom Brady pass incomplete short left intended for Danny Amendola,0.860,0.170
OT,3:53,3,10,NWE 37,31,31,Tom Brady pass complete short left to Kenbrell Thompkins for 6 yards (tackle by Kayvon Webster),0.170,-0.520
OT,3:11,4,4,NWE 43,31,31,"Ryan Allen punts 42 yards, muffed catch by Tony Carter, recovered by Nate Ebner and returned for no gain",-0.520,-0.520
OT,3:01,4,4,NWE 43,31,31,Timeout #1 by Denver Broncos,-0.520,4.710
OT,3:01,1,10,DEN 13,31,31,Tom Brady left guard for -1 yards (tackle by Terrance Knighton),4.710,4.710
OT,2:21,1,10,DEN 13,31,31,Timeout #2 by Denver Broncos,4.710,3.900
OT,2:21,2,11,DEN 14,31,31,Tom Brady up the middle for 1 yard (tackle by Danny Trevathan),3.900,3.120
OT,2:00,3,10,DEN 13,31,34,Stephen Gostkowski 31 yard field goal good,3.120,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
